Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2011, тыс. рублей;Июль, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-8;Денизбанк Москва;3330;Москва и обл.;7 638 084,00;8 088 171,00;-450 087,00;-5,56
261;-4;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;7 554 030,00;7 766 514,00;-212 484,00;-2,74
262;-1;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;7 537 803,00;7 470 704,00;67 099,00;0,90
263;-3;Международный Акционерный Банк;1987;Москва и обл.;7 533 706,00;7 522 099,00;11 607,00;0,15
264;6;Адмиралтейский;3054;Москва и обл.;7 531 529,00;7 048 254,00;483 275,00;6,86
265;-2;БайкалБанк;2632;Бурятия;7 362 470,00;7 344 335,00;18 135,00;0,25
266;70;Ури Банк;3479;Москва и обл.;7 358 823,00;4 974 178,00;2 384 645,00;47,94
267;-8;Екатеринбург;3161;Свердловская обл.;7 310 919,00;7 695 319,00;-384 400,00;-5,00
268;-4;Волго-Камский Банк;282;Самарская обл.;7 296 761,00;7 341 523,00;-44 762,00;-0,61
269;-1;СИАБ;3245;Санкт-Петербург и обл.;7 271 376,00;7 096 992,00;174 384,00;2,46
270;16;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 217 165,00;6 532 273,00;684 892,00;10,48
271;-9;Нефтяной Альянс;2859;Москва и обл.;7 207 132,00;7 371 492,00;-164 360,00;-2,23
272;31;Платежный Центр;3166;Новосибирская обл.;7 149 498,00;5 819 059,00;1 330 439,00;22,86
273;-2;Холдинг-Кредит;3030;Москва и обл.;7 092 211,00;7 025 715,00;66 496,00;0,95
274;-19;Ю Би Эс Банк;3463;Москва и обл.;7 081 603,00;7 949 845,00;-868 242,00;-10,92
275;-6;Русьуниверсалбанк;3293;Москва и обл.;7 075 572,00;7 064 219,00;11 353,00;0,16
276;-2;Международный Банк Развития;2704;Москва и обл.;6 997 245,00;6 930 691,00;66 554,00;0,96
277;3;Балтика;967;Санкт-Петербург и обл.;6 928 546,00;6 791 743,00;136 803,00;2,01
278;-3;Ставропольпромстройбанк;1288;Ставропольский край;6 921 187,00;6 922 154,00;-967,00;-0,01
279;-1;Евромет;2902;Москва и обл.;6 864 756,00;6 837 792,00;26 964,00;0,39
280;-14;АФ Банк;991;Башкортостан;6 813 381,00;7 218 605,00;-405 224,00;-5,61
281;1;Белгородсоцбанк;760;Белгородская обл.;6 784 850,00;6 759 872,00;24 978,00;0,37
282;5;РусЮгбанк;2093;Волгоградская обл.;6 775 095,00;6 428 921,00;346 174,00;5,38
283;11;Метробанк;2548;Москва и обл.;6 744 925,00;6 247 784,00;497 141,00;7,96
284;6;ОПМ-Банк;2734;Москва и обл.;6 729 396,00;6 346 683,00;382 713,00;6,03
285;-44;Замоскворецкий;1640;Москва и обл.;6 724 011,00;8 705 246,00;-1 981 235,00;-22,76
286;-1;КС Банк;1752;Мордовия;6 678 953,00;6 629 064,00;49 889,00;0,75
287;-8;Банк Акцепт;567;Новосибирская обл.;6 677 515,00;6 793 203,00;-115 688,00;-1,70
288;-21;Бэнк оф Чайна;2309;Москва и обл.;6 652 186,00;7 104 424,00;-452 238,00;-6,37
289;-6;Унифин;2654;Москва и обл.;6 634 642,00;6 718 423,00;-83 781,00;-1,25
290;-6;НОМОС-Банк-Сибирь;410;Новосибирская обл.;6 621 372,00;6 658 358,00;-36 986,00;-0,56
291;2;Русь;704;Оренбургская обл.;6 305 847,00;6 249 632,00;56 215,00;0,90
292;-1;Кредит-Москва;5;Москва и обл.;6 285 556,00;6 306 619,00;-21 063,00;-0,33
293;4;Томскпромстройбанк;1720;Томская обл.;6 204 321,00;5 946 275,00;258 046,00;4,34
294;-17;Банк Инноваций и Развития;2647;Москва и обл.;6 203 242,00;6 843 848,00;-640 606,00;-9,36
295;-7;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 187 958,00;6 391 648,00;-203 690,00;-3,19
296;5;АйСиБиСи Банк;3475;Москва и обл.;6 177 429,00;5 847 703,00;329 726,00;5,64
297;-2;Югра;880;Тюменская обл.;6 129 633,00;6 225 243,00;-95 610,00;-1,54
298;-2;Финам Банк;2799;Москва и обл.;6 127 005,00;6 021 062,00;105 943,00;1,76
299;-10;Новый Московский Банк;2932;Москва и обл.;6 092 457,00;6 349 914,00;-257 457,00;-4,05
300;7;Экспресс;3084;Дагестан;5 948 964,00;5 658 035,00;290 929,00;5,14
301;-28;Банк Раунд;2506;Москва и обл.;5 903 332,00;6 942 511,00;-1 039 179,00;-14,97
302;2;Первый Экспресс;3237;Тульская обл.;5 855 706,00;5 783 582,00;72 124,00;1,25
303;-11;Темпбанк;55;Москва и обл.;5 852 820,00;6 299 368,00;-446 548,00;-7,09
304;-2;Хованский;2145;Москва и обл.;5 738 535,00;5 820 447,00;-81 912,00;-1,41
305;0;Бланк Банк;2368;Москва и обл.;5 701 812,00;5 780 676,00;-78 864,00;-1,36
306;6;Тусар;2712;Москва и обл.;5 689 112,00;5 499 574,00;189 538,00;3,45
307;4;ЕвроситиБанк;1869;Ставропольский край;5 663 346,00;5 541 528,00;121 818,00;2,20
308;-2;Датабанк;646;Удмуртия;5 638 881,00;5 717 231,00;-78 350,00;-1,37
309;6;Автоторгбанк;2776;Москва и обл.;5 634 219,00;5 396 869,00;237 350,00;4,40
310;-1;Волга-Кредит;1153;Самарская обл.;5 599 367,00;5 582 781,00;16 586,00;0,30
311;-3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 597 841,00;5 614 904,00;-17 063,00;-0,30
312;-2;Славянский Кредит;2960;Москва и обл.;5 578 989,00;5 560 563,00;18 426,00;0,33
313;4;Росавтобанк;2767;Москва и обл.;5 495 482,00;5 325 716,00;169 766,00;3,19
314;14;РАМ Банк;3480;Москва и обл.;5 465 016,00;5 077 909,00;387 107,00;7,62
315;8;Рускобанк;138;Санкт-Петербург и обл.;5 459 989,00;5 153 132,00;306 857,00;5,95
316;10;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 437 583,00;5 114 141,00;323 442,00;6,32
317;-1;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 402 098,00;5 333 753,00;68 345,00;1,28
318;0;Потенциал;1019;Самарская обл.;5 362 754,00;5 304 358,00;58 396,00;1,10
319;-20;Альба Альянс;2593;Москва и обл.;5 354 469,00;5 911 421,00;-556 952,00;-9,42
320;2;Банк Казани;708;Татарстан;5 264 152,00;5 178 605,00;85 547,00;1,65
321;0;Международный Коммерческий Банк;2524;Москва и обл.;5 218 300,00;5 211 925,00;6 375,00;0,12
322;2;Русский Ипотечный Банк;1968;Москва и обл.;5 212 043,00;5 151 953,00;60 090,00;1,17
323;7;Бинбанк Тверь;777;Тверская обл.;5 159 872,00;5 070 225,00;89 647,00;1,77
324;-24;Данске Банк;3307;Санкт-Петербург и обл.;5 152 663,00;5 889 646,00;-736 983,00;-12,51
325;4;Вега-Банк;3270;Москва и обл.;5 104 405,00;5 072 876,00;31 529,00;0,62
326;-12;Банк Премьер Кредит;1663;Коми;5 104 018,00;5 407 810,00;-303 792,00;-5,62
327;-8;Уралкапиталбанк;2519;Башкортостан;5 100 600,00;5 272 259,00;-171 659,00;-3,26
328;7;Ишбанк;2867;Москва и обл.;5 087 470,00;4 979 465,00;108 005,00;2,17
329;-9;ПИР Банк;2655;Москва и обл.;5 085 160,00;5 269 969,00;-184 809,00;-3,51
330;-3;Солид Банк;1329;Камчатская обл.;5 081 516,00;5 085 652,00;-4 136,00;-0,08
331;10;Волжский Социальный Банк;2428;Самарская обл.;5 052 488,00;4 765 784,00;286 704,00;6,02
332;-7;НИКО-Банк;702;Оренбургская обл.;5 038 928,00;5 120 385,00;-81 457,00;-1,59
333;5;Автоградбанк;1455;Татарстан;5 033 168,00;4 856 147,00;177 021,00;3,65
334;-2;Банк Торгового Финансирования;1982;Москва и обл.;4 958 025,00;5 007 360,00;-49 335,00;-0,99
335;2;Бинбанк Мурманск;1276;Мурманская обл.;4 955 314,00;4 916 017,00;39 297,00;0,80
336;4;Региональный Банк Развития;2782;Башкортостан;4 907 496,00;4 808 776,00;98 720,00;2,05
337;44;Кузнецкий Мост;2254;Москва и обл.;4 899 328,00;3 907 128,00;992 200,00;25,39
338;-5;Банк на Красных Воротах;2472;Москва и обл.;4 866 664,00;5 002 960,00;-136 296,00;-2,72
339;12;Экспресс-Кредит;210;Москва и обл.;4 835 015,00;4 532 575,00;302 440,00;6,67
340;-6;Северный Народный Банк;2721;Коми;4 834 292,00;4 998 482,00;-164 190,00;-3,28
341;4;Банк Кремлевский;2905;Москва и обл.;4 806 557,00;4 634 782,00;171 775,00;3,71
342;6;Платина;2347;Москва и обл.;4 776 270,00;4 618 489,00;157 781,00;3,42
343;3;Промтрансбанк;2638;Башкортостан;4 748 396,00;4 633 970,00;114 426,00;2,47
344;9;Актив Банк;2529;Мордовия;4 741 985,00;4 487 439,00;254 546,00;5,67
345;2;Миллениум Банк;3423;Москва и обл.;4 737 739,00;4 621 840,00;115 899,00;2,51
346;-4;Генбанк;2490;Москва и обл.;4 733 062,00;4 758 195,00;-25 133,00;-0,53
347;-16;Лада-Кредит;2668;Самарская обл.;4 624 864,00;5 029 054,00;-404 190,00;-8,04
348;12;Голдман Сакс Банк;3490;Москва и обл.;4 624 407,00;4 357 591,00;266 816,00;6,12
349;0;Руссобанк;2313;Москва и обл.;4 583 726,00;4 598 198,00;-14 472,00;-0,31
350;12;Софрино;2972;Москва и обл.;4 540 502,00;4 302 939,00;237 563,00;5,52
351;7;Стратегия;2801;Москва и обл.;4 540 109,00;4 371 326,00;168 783,00;3,86
352;2;Юг-Инвестбанк;2772;Краснодарский край;4 539 208,00;4 484 460,00;54 748,00;1,22
353;-9;Национальный Залоговый Банк;2944;Москва и обл.;4 520 321,00;4 691 859,00;-171 538,00;-3,66
354;2;Чувашкредитпромбанк;1280;Чувашия;4 508 672,00;4 451 074,00;57 598,00;1,29
355;15;Сиббизнесбанк;2539;Тюменская обл.;4 493 475,00;4 110 233,00;383 242,00;9,32
356;-13;Витас Банк;1955;Москва и обл.;4 482 113,00;4 708 238,00;-226 125,00;-4,80
357;15;Русский Земельный Банк;2810;Москва и обл.;4 461 408,00;4 097 596,00;363 812,00;8,88
358;1;ПВ-Банк;634;Ульяновская обл.;4 429 500,00;4 358 243,00;71 257,00;1,63
359;-4;Трансстройбанк;2807;Москва и обл.;4 423 760,00;4 460 008,00;-36 248,00;-0,81
360;-8;ФДБ;3071;Москва и обл.;4 363 485,00;4 491 486,00;-128 001,00;-2,85
361;-4;Сибнефтебанк;385;Тюменская обл.;4 352 305,00;4 442 239,00;-89 934,00;-2,02
362;9;Транснациональный Банк;2108;Москва и обл.;4 330 046,00;4 108 894,00;221 152,00;5,38
363;14;Банкхаус Эрбе;1717;Москва и обл.;4 322 517,00;4 018 895,00;303 622,00;7,55
364;-1;Монолит;1967;Москва и обл.;4 299 554,00;4 252 040,00;47 514,00;1,12
365;-67;Славия;2664;Москва и обл.;4 284 387,00;5 946 109,00;-1 661 722,00;-27,95
366;-5;Сибсоцбанк;2015;Алтайский край;4 280 466,00;4 339 972,00;-59 506,00;-1,37
367;7;Зернобанк;2337;Алтайский край;4 266 126,00;4 091 474,00;174 652,00;4,27
368;1;Дагэнергобанк;3286;Дагестан;4 218 362,00;4 135 735,00;82 627,00;2,00
369;35;РосинтерБанк;226;Москва и обл.;4 203 630,00;3 468 894,00;734 736,00;21,18
370;6;Бинбанк Смоленск;1957;Смоленская обл.;4 133 496,00;4 040 393,00;93 103,00;2,30
371;11;Лесбанк;1598;Москва и обл.;4 122 160,00;3 896 857,00;225 303,00;5,78
372;-5;Белгородпромстройбанк;1816;Белгородская обл.;4 109 927,00;4 163 151,00;-53 224,00;-1,28
373;23;Агросоюз;1459;Оренбургская обл.;4 063 719,00;3 590 886,00;472 833,00;13,17
374;5;Ассоциация;732;Нижегородская обл.;4 000 947,00;3 947 366,00;53 581,00;1,36
375;-2;Аскольд;2480;Смоленская обл.;3 999 601,00;4 097 001,00;-97 400,00;-2,38
376;-10;Вокбанк;312;Нижегородская обл.;3 995 428,00;4 201 486,00;-206 058,00;-4,90
377;68;Киви Банк;2241;Москва и обл.;3 967 510,00;2 946 771,00;1 020 739,00;34,64
378;0;Московский Нефтехимический Банк;1411;Москва и обл.;3 963 784,00;4 005 238,00;-41 454,00;-1,03
379;1;;;;3 923 631,00;3 934 665,00;-11 034,00;-0,28
380;6;Анкор Банк;889;Татарстан;3 919 821,00;3 725 073,00;194 748,00;5,23
381;35;Бенифит-Банк;3229;Москва и обл.;3 904 225,00;3 314 903,00;589 322,00;17,78
382;1;Дил-Банк;3384;Москва и обл.;3 901 162,00;3 891 228,00;9 934,00;0,26
383;-18;Енисейский Объединенный Банк;2645;Красноярский край;3 895 616,00;4 231 020,00;-335 404,00;-7,93
384;14;Эксперт Банк;2949;Омская обл.;3 870 929,00;3 554 915,00;316 014,00;8,89
385;-10;Межрегиональный промышленно-строительный банк;752;Мордовия;3 866 278,00;4 087 808,00;-221 530,00;-5,42
386;-18;Экономикс-Банк;2136;Москва и обл.;3 823 397,00;4 157 292,00;-333 895,00;-8,03
387;-3;Промэнергобанк;2728;Вологодская обл.;3 806 563,00;3 806 483,00;80,00;0,00
388;1;ВостСибтранскомбанк;2731;Иркутская обл.;3 755 660,00;3 686 418,00;69 242,00;1,88
389;4;Нейва;1293;Свердловская обл.;3 737 559,00;3 600 309,00;137 250,00;3,81
390;1;Банк Развития Региона;3315;Северная Осетия — Алания;3 721 861,00;3 644 777,00;77 084,00;2,11
391;-27;Риабанк;3434;Москва и обл.;3 717 805,00;4 241 623,00;-523 818,00;-12,35
392;8;Камский Коммерческий Банк;438;Татарстан;3 714 594,00;3 506 286,00;208 308,00;5,94
393;10;Реалист Банк;1067;Иркутская обл.;3 700 727,00;3 471 574,00;229 153,00;6,60
394;-2;Орловский Социальный Банк;2921;Орловская обл.;3 693 068,00;3 619 304,00;73 764,00;2,04
395;-7;Хлебобанк;1812;Москва и обл.;3 658 293,00;3 692 884,00;-34 591,00;-0,94
396;-6;Промрегионбанк;2123;Томская обл.;3 623 693,00;3 649 308,00;-25 615,00;-0,70
397;-2;Профит Банк;3234;Москва и обл.;3 616 435,00;3 598 092,00;18 343,00;0,51
398;3;Банк Заречье;817;Татарстан;3 597 952,00;3 504 322,00;93 630,00;2,67
399;25;Зенит Сочи;232;Краснодарский край;3 571 634,00;3 219 213,00;352 421,00;10,95
400;-6;Новобанк;1352;Новгородская обл.;3 564 166,00;3 599 034,00;-34 868,00;-0,97
401;73;Нэклис-Банк;1671;Москва и обл.;3 556 477,00;2 596 163,00;960 314,00;36,99
402;-15;Евроальянс;1781;Ивановская обл.;3 548 557,00;3 707 250,00;-158 693,00;-4,28
403;6;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 508 369,00;3 368 058,00;140 311,00;4,17
404;-5;Донинвест;1617;Ростовская обл.;3 499 435,00;3 554 571,00;-55 136,00;-1,55
405;-3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 495 803,00;3 474 225,00;21 578,00;0,62
406;8;Лайтбанк;3177;Москва и обл.;3 474 513,00;3 328 986,00;145 527,00;4,37
407;-2;Кранбанк;2271;Ивановская обл.;3 446 866,00;3 465 471,00;-18 605,00;-0,54
408;12;ОФК Банк;2270;Москва и обл.;3 431 888,00;3 298 057,00;133 831,00;4,06
409;4;Банк БФТ;2273;Москва и обл.;3 431 309,00;3 331 317,00;99 992,00;3,00
410;5;Клиентский;2324;Москва и обл.;3 431 061,00;3 316 482,00;114 579,00;3,45
411;-1;Горбанк;2982;Санкт-Петербург и обл.;3 426 440,00;3 354 102,00;72 338,00;2,16
412;9;Хакасский Муниципальный Банк;1049;Хакасия;3 419 581,00;3 286 869,00;132 712,00;4,04
413;-16;Транспортный;3174;Москва и обл.;3 412 902,00;3 575 215,00;-162 313,00;-4,54
414;-64;Мосводоканалбанк;2863;Москва и обл.;3 379 243,00;4 558 769,00;-1 179 526,00;-25,87
415;-7;Экси-Банк;2530;Санкт-Петербург и обл.;3 332 033,00;3 370 903,00;-38 870,00;-1,15
416;-10;Ермак;1809;Тюменская обл.;3 296 469,00;3 425 038,00;-128 569,00;-3,75
417;0;Роял Кредит Банк;783;Хабаровский край;3 292 686,00;3 310 029,00;-17 343,00;-0,52
418;13;Век;2299;Москва и обл.;3 289 336,00;3 118 684,00;170 652,00;5,47
419;40;Новопокровский;467;Краснодарский край;3 278 652,00;2 750 835,00;527 817,00;19,19
420;5;Башинвестбанк;2189;Башкортостан;3 274 120,00;3 150 900,00;123 220,00;3,91
421;31;Арксбанк;1868;Москва и обл.;3 264 047,00;2 802 818,00;461 229,00;16,46
422;-10;Профессионал Банк;3296;Москва и обл.;3 255 469,00;3 346 049,00;-90 580,00;-2,71
423;16;Ураллига;1626;Челябинская обл.;3 254 896,00;3 015 593,00;239 303,00;7,94
424;-17;Банк Развития Технологий;3441;Москва и обл.;3 223 507,00;3 415 819,00;-192 312,00;-5,63
425;-14;Проминвестбанк;2433;Москва и обл.;3 218 027,00;3 351 410,00;-133 383,00;-3,98
426;8;Развитие;2729;Карачаево-Черкесия;3 176 835,00;3 054 240,00;122 595,00;4,01
427;6;Русский Торговый Банк;2842;Москва и обл.;3 153 509,00;3 063 072,00;90 437,00;2,95
428;72;Республиканский Банк;3277;Москва и обл.;3 151 188,00;2 329 249,00;821 939,00;35,29
429;13;Банк БКФ;2684;Москва и обл.;3 147 437,00;3 001 447,00;145 990,00;4,86
430;2;Донкомбанк;492;Ростовская обл.;3 143 450,00;3 070 615,00;72 835,00;2,37
431;-3;Тюменьагропромбанк;917;Тюменская обл.;3 116 869,00;3 137 276,00;-20 407,00;-0,65
432;15;Банк Город;2644;Коми;3 073 991,00;2 905 699,00;168 292,00;5,79
433;-14;Бинбанк Сургут;1701;Тюменская обл.;3 067 542,00;3 300 849,00;-233 307,00;-7,07
434;-4;Баренцбанк;2188;Мурманская обл.;3 066 260,00;3 135 893,00;-69 633,00;-2,22
435;99;Система;2846;Москва и обл.;3 064 092,00;2 042 542,00;1 021 550,00;50,01
436;17;Ренессанс;1939;Москва и обл.;3 058 225,00;2 802 173,00;256 052,00;9,14
437;18;Оргбанк;3312;Москва и обл.;3 056 414,00;2 794 047,00;262 367,00;9,39
438;-20;Приоритет;3135;Самарская обл.;3 045 251,00;3 305 063,00;-259 812,00;-7,86
439;-10;Интерактивный Банк;3378;Москва и обл.;3 042 954,00;3 136 264,00;-93 310,00;-2,98
440;-13;Юникорбанк;2586;Москва и обл.;3 032 819,00;3 140 148,00;-107 329,00;-3,42
441;2;ЕвроАксис Банк;3273;Москва и обл.;3 022 879,00;2 968 724,00;54 155,00;1,82
442;-5;Инкаробанк;2696;Москва и обл.;2 985 740,00;3 038 520,00;-52 780,00;-1,74
443;1;Уралпромбанк;2964;Челябинская обл.;2 984 218,00;2 951 269,00;32 949,00;1,12
444;-6;Спецсетьстройбанк;3062;Москва и обл.;2 971 746,00;3 034 534,00;-62 788,00;-2,07
445;9;РБА;3413;Ярославская обл.;2 952 932,00;2 794 816,00;158 116,00;5,66
446;-6;Алтайкапиталбанк;2659;Алтайский край;2 941 967,00;3 006 681,00;-64 714,00;-2,15
447;29;Коммерческий Банк Развития;3364;Москва и обл.;2 938 384,00;2 587 377,00;351 007,00;13,57
448;2;2Т Банк;625;Москва и обл.;2 904 350,00;2 861 611,00;42 739,00;1,49
449;0;Азия-Инвест Банк;3303;Москва и обл.;2 892 368,00;2 870 578,00;21 790,00;0,76
450;1;Стромкомбанк;404;Красноярский край;2 875 423,00;2 857 660,00;17 763,00;0,62
451;-29;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 860 790,00;3 240 132,00;-379 342,00;-11,71
452;-6;Ипотека-Инвест;3070;Татарстан;2 859 840,00;2 914 404,00;-54 564,00;-1,87
453;20;Океан Банк;1697;Москва и обл.;2 850 154,00;2 603 659,00;246 495,00;9,47
454;8;Стройлесбанк;2995;Тюменская обл.;2 836 831,00;2 730 808,00;106 023,00;3,88
455;13;Земский Банк;2900;Самарская обл.;2 836 328,00;2 624 084,00;212 244,00;8,09
456;-8;Капитал;575;Москва и обл.;2 826 445,00;2 883 240,00;-56 795,00;-1,97
457;25;Еврокоммерц;1777;Москва и обл.;2 787 544,00;2 520 093,00;267 451,00;10,61
458;7;Нефтепромбанк;2156;Москва и обл.;2 750 795,00;2 683 559,00;67 236,00;2,51
459;-2;Объединенный Банк Развития;3345;Москва и обл.;2 746 911,00;2 765 739,00;-18 828,00;-0,68
460;-19;НОКССбанк;3202;Волгоградская обл.;2 711 591,00;3 003 784,00;-292 193,00;-9,73
461;22;Банк Расчетов и Сбережений;2617;Москва и обл.;2 673 569,00;2 510 558,00;163 011,00;6,49
462;-6;ИТ Банк;2609;Омская обл.;2 667 769,00;2 784 741,00;-116 972,00;-4,20
463;0;РНКБ;1354;Москва и обл.;2 663 943,00;2 721 168,00;-57 225,00;-2,10
464;-29;Торгово-Строительный Банк;1250;Москва и обл.;2 641 814,00;3 049 115,00;-407 301,00;-13,36
465;-39;Преодоление;2649;Москва и обл.;2 636 509,00;3 150 322,00;-513 813,00;-16,31
466;-8;Камчаткомагропромбанк;545;Камчатская обл.;2 634 362,00;2 761 060,00;-126 698,00;-4,59
467;-6;Интеркредит;3047;Москва и обл.;2 617 518,00;2 731 547,00;-114 029,00;-4,17
468;7;Венец;524;Ульяновская обл.;2 598 154,00;2 590 824,00;7 330,00;0,28
469;10;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 595 066,00;2 552 422,00;42 644,00;1,67
470;11;Финансовый Стандарт;1053;Москва и обл.;2 588 030,00;2 521 962,00;66 068,00;2,62
471;6;Совинком;2302;Москва и обл.;2 578 989,00;2 579 192,00;-203,00;-0,01
472;-6;Первый Инвестиционный Банк;604;Москва и обл.;2 539 416,00;2 676 790,00;-137 374,00;-5,13
473;-4;Джей энд Ти Банк;3061;Москва и обл.;2 529 192,00;2 623 130,00;-93 938,00;-3,58
474;-2;Траст Капитал Банк;2741;Москва и обл.;2 519 507,00;2 605 281,00;-85 774,00;-3,29
475;29;Долинск;857;Сахалинская обл.;2 517 911,00;2 304 792,00;213 119,00;9,25
476;12;Мосуралбанк;2468;Москва и обл.;2 516 400,00;2 452 360,00;64 040,00;2,61
477;-54;ПК-Банк;2652;Нижегородская обл.;2 514 008,00;3 232 817,00;-718 809,00;-22,23
478;12;Вкабанк;1027;Астраханская обл.;2 509 502,00;2 439 577,00;69 925,00;2,87
479;-8;Социум-Банк;2881;Москва и обл.;2 507 504,00;2 606 396,00;-98 892,00;-3,79
480;21;Кузнецкий;609;Пензенская обл.;2 497 789,00;2 321 926,00;175 863,00;7,57
481;22;Итуруп;2390;Сахалинская обл.;2 483 379,00;2 317 644,00;165 735,00;7,15
482;-22;Мастер-Капитал;3011;Москва и обл.;2 483 080,00;2 750 116,00;-267 036,00;-9,71
483;6;Уралприватбанк;153;Свердловская обл.;2 481 521,00;2 451 672,00;29 849,00;1,22
484;7;Милбанк;3256;Москва и обл.;2 480 572,00;2 435 561,00;45 011,00;1,85
485;80;Москва-Сити;3247;Москва и обл.;2 475 323,00;1 806 470,00;668 853,00;37,03
486;51;Военно-Промышленный Банк;3065;Москва и обл.;2 471 955,00;2 033 484,00;438 471,00;21,56
487;0;Живаго Банк;2065;Рязанская обл.;2 468 760,00;2 454 262,00;14 498,00;0,59
488;-4;Аспект;608;Москва и обл.;2 463 727,00;2 472 230,00;-8 503,00;-0,34
489;-11;Международный Инвестиционный Банк;2742;Москва и обл.;2 463 106,00;2 573 773,00;-110 667,00;-4,30
490;-20;Нацпромбанк;2360;Москва и обл.;2 450 061,00;2 619 054,00;-168 993,00;-6,45
491;8;Уссури;596;Хабаровский край;2 432 753,00;2 331 284,00;101 469,00;4,35
492;-12;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 429 250,00;2 523 459,00;-94 209,00;-3,73
493;-8;Енисей;474;Красноярский край;2 417 644,00;2 462 498,00;-44 854,00;-1,82
494;-109;Межотраслевая Банковская Корпорация;3471;Москва и обл.;2 412 792,00;3 777 458,00;-1 364 666,00;-36,13
495;14;Витабанк;356;Санкт-Петербург и обл.;2 410 691,00;2 192 148,00;218 543,00;9,97
496;6;Сберинвестбанк;1743;Свердловская обл.;2 380 363,00;2 319 440,00;60 923,00;2,63
497;10;Универсальный Кредит;2903;Москва и обл.;2 379 313,00;2 253 415,00;125 898,00;5,59
498;-6;Тульский Промышленник;2382;Тульская обл.;2 377 033,00;2 410 934,00;-33 901,00;-1,41
499;-4;Контраст-Банк;2857;Москва и обл.;2 366 034,00;2 375 972,00;-9 938,00;-0,42
500;58;РФИ Банк;3351;Москва и обл.;2 345 277,00;1 827 987,00;517 290,00;28,30
501;-3;Гринфилдбанк;2711;Москва и обл.;2 336 180,00;2 339 414,00;-3 234,00;-0,14
502;-6;Крыловский;456;Краснодарский край;2 333 357,00;2 362 375,00;-29 018,00;-1,23
503;-67;Московский Коммерческий Банк;3172;Москва и обл.;2 288 642,00;3 040 424,00;-751 782,00;-24,73
504;23;Газстройбанк;2919;Москва и обл.;2 282 985,00;2 100 356,00;182 629,00;8,70
505;59;Татсоцбанк;480;Татарстан;2 270 742,00;1 812 426,00;458 316,00;25,29
506;6;Вологжанин;1896;Вологодская обл.;2 246 781,00;2 184 550,00;62 231,00;2,85
507;15;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 245 097,00;2 141 936,00;103 161,00;4,82
508;-11;Вэлтон Банк;1105;Белгородская обл.;2 229 969,00;2 346 969,00;-117 000,00;-4,99
509;-16;Союзный;3236;Москва и обл.;2 228 151,00;2 384 598,00;-156 447,00;-6,56
510;-16;Росбизнесбанк;1405;Москва и обл.;2 221 077,00;2 380 318,00;-159 241,00;-6,69
511;7;Аксонбанк;680;Костромская обл.;2 211 345,00;2 169 404,00;41 941,00;1,93
512;7;Форус Банк;3457;Нижегородская обл.;2 200 574,00;2 153 396,00;47 178,00;2,19
513;2;Тагилбанк;1635;Свердловская обл.;2 196 840,00;2 177 222,00;19 618,00;0,90
514;-9;Синко-Банк;2838;Москва и обл.;2 196 000,00;2 263 393,00;-67 393,00;-2,98
515;10;Костромаселькомбанк;1115;Костромская обл.;2 176 301,00;2 122 522,00;53 779,00;2,53
516;4;Инвестиционный Союз;637;Москва и обл.;2 175 462,00;2 147 522,00;27 940,00;1,30
517;-50;Констанс-Банк;2228;Санкт-Петербург и обл.;2 172 667,00;2 634 642,00;-461 975,00;-17,53
518;12;НБК-Банк;3283;Москва и обл.;2 156 932,00;2 086 525,00;70 407,00;3,37
519;-5;Региональный Кредитный Банк;1608;Калининградская обл.;2 156 796,00;2 181 494,00;-24 698,00;-1,13
520;-7;Еврокредит;2957;Москва и обл.;2 145 282,00;2 184 158,00;-38 876,00;-1,78
521;-4;ИК Банк;1732;Татарстан;2 138 812,00;2 169 494,00;-30 682,00;-1,41
522;9;Профессионал Банк;2471;Москва и обл.;2 124 259,00;2 070 286,00;53 973,00;2,61
523;15;Союзпромбанк;2965;Москва и обл.;2 122 074,00;2 023 522,00;98 552,00;4,87
524;-18;Резерв;2364;Челябинская обл.;2 120 862,00;2 254 816,00;-133 954,00;-5,94
525;3;Яринтербанк;2564;Ярославская обл.;2 120 506,00;2 097 840,00;22 666,00;1,08
526;6;Северный Кредит;2398;Вологодская обл.;2 119 676,00;2 048 365,00;71 311,00;3,48
527;-19;Гагаринский;606;Москва и обл.;2 108 644,00;2 204 860,00;-96 216,00;-4,36
