Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2016, тыс. рублей;Июнь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
528;-3;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 294 007,00;1 406 792,00;-112 785,00;-8,02
529;14;Химик;1114;Нижегородская обл.;1 283 905,00;1 241 030,00;42 875,00;3,45
530;-3;Сервис Резерв;2034;Москва и обл.;1 277 469,00;1 399 177,00;-121 708,00;-8,70
531;7;Синергия;2884;Саратовская обл.;1 275 723,00;1 313 393,00;-37 670,00;-2,87
532;13;Финтрастбанк;3104;Москва и обл.;1 269 011,00;1 221 755,00;47 256,00;3,87
533;-2;Примтеркомбанк;21;Приморский край;1 266 666,00;1 344 151,00;-77 485,00;-5,76
534;1;Мурманский Расчетный Центр;3341;Мурманская обл.;1 258 078,00;1 328 215,00;-70 137,00;-5,28
535;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 222 151,00;1 182 952,00;39 199,00;3,31
536;6;Жилкредит;1736;Москва и обл.;1 203 663,00;1 260 436,00;-56 773,00;-4,50
537;-29;Михайловский ПЖСБ;2961;Волгоградская обл.;1 202 668,00;1 648 458,00;-445 790,00;-27,04
538;12;Камский Горизонт;2554;Татарстан;1 187 968,00;1 119 535,00;68 433,00;6,11
539;9;Невастройинвест;1926;Санкт-Петербург и обл.;1 145 068,00;1 126 676,00;18 392,00;1,63
540;11;Курган;2568;Курганская обл.;1 132 092,00;1 115 933,00;16 159,00;1,45
541;-17;Сталь Банк;2248;Москва и обл.;1 131 210,00;1 413 624,00;-282 414,00;-19,98
542;10;Новый Промышленный Банк;930;Москва и обл.;1 126 677,00;1 112 298,00;14 379,00;1,29
543;6;Кредитинвест;1197;Дагестан;1 105 102,00;1 126 534,00;-21 432,00;-1,90
544;21;Республиканский Кредитный Альянс;3017;Москва и обл.;1 099 876,00;987 376,00;112 500,00;11,39
545;10;Банк РМП;2574;Москва и обл.;1 095 426,00;1 090 081,00;5 345,00;0,49
546;24;Максима;3379;Москва и обл.;1 092 868,00;960 147,00;132 721,00;13,82
547;13;Финарс Банк;2938;Москва и обл.;1 082 484,00;1 027 628,00;54 856,00;5,34
548;8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 076 408,00;1 085 413,00;-9 005,00;-0,83
549;5;ЕАТП Банк;1765;Астраханская обл.;1 074 355,00;1 096 344,00;-21 989,00;-2,01
550;9;Дон-Тексбанк;1818;Ростовская обл.;1 074 001,00;1 038 927,00;35 074,00;3,38
551;2;Онего;2484;Карелия;1 064 720,00;1 109 903,00;-45 183,00;-4,07
552;14;Вакобанк;1291;Псковская обл.;1 062 431,00;986 844,00;75 587,00;7,66
553;5;МТИ Банк;1052;Москва и обл.;1 046 243,00;1 039 111,00;7 132,00;0,69
554;3;Регионфинансбанк;3357;Москва и обл.;1 013 868,00;1 043 811,00;-29 943,00;-2,87
555;7;Байкалкредобанк;2990;Иркутская обл.;991 960,00;1 018 236,00;-26 276,00;-2,58
556;18;Тексбанк;2756;Карачаево-Черкесия;987 482,00;935 077,00;52 405,00;5,60
557;16;Русский Финансовый Альянс;2035;Москва и обл.;985 823,00;944 386,00;41 437,00;4,39
558;13;Спецстройбанк;236;Москва и обл.;985 259,00;956 053,00;29 206,00;3,05
559;9;Яндекс Банк;3027;Москва и обл.;984 937,00;973 506,00;11 431,00;1,17
560;18;Классик Эконом Банк;3298;Северная Осетия — Алания;972 480,00;908 676,00;63 804,00;7,02
561;2;Москва;1661;Москва и обл.;963 347,00;1 002 227,00;-38 880,00;-3,88
562;17;Южный Региональный Банк;3015;Ростовская обл.;960 136,00;894 492,00;65 644,00;7,34
563;4;Космос;2245;Москва и обл.;950 844,00;976 698,00;-25 854,00;-2,65
564;-20;Элекснет;3314;Москва и обл.;949 354,00;1 230 649,00;-281 295,00;-22,86
565;10;Си Ди Би Банк;3339;Краснодарский край;941 186,00;933 144,00;8 042,00;0,86
566;-5;Первоуральскбанк;965;Свердловская обл.;935 446,00;1 027 127,00;-91 681,00;-8,93
567;5;Металлург;2877;Москва и обл.;932 569,00;955 790,00;-23 221,00;-2,43
568;12;Центрально-Азиатский;3037;Хакасия;929 882,00;885 857,00;44 025,00;4,97
569;7;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;918 251,00;928 501,00;-10 250,00;-1,10
570;12;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;914 747,00;875 744,00;39 003,00;4,45
571;10;Народный Инвестиционный Банк;2876;Самарская обл.;885 673,00;877 256,00;8 417,00;0,96
572;22;Объединенный Банк Республики;1016;Чувашия;869 817,00;716 463,00;153 354,00;21,40
573;11;Майский;1673;Кабардино-Балкария;851 566,00;835 385,00;16 181,00;1,94
574;77;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;850 476,00;264 630,00;585 846,00;221,38
575;10;Прохладный;874;Кабардино-Балкария;846 996,00;832 470,00;14 526,00;1,74
576;1;Жилстройбанк;2769;Москва и обл.;843 554,00;910 412,00;-66 858,00;-7,34
577;6;Эльбин;2267;Дагестан;843 537,00;872 874,00;-29 337,00;-3,36
578;12;Славянбанк;804;Новгородская обл.;821 505,00;774 098,00;47 407,00;6,12
579;8;АвтоКредитБанк;1973;Татарстан;809 341,00;818 829,00;-9 488,00;-1,16
580;17;Холдинвестбанк;2837;Москва и обл.;785 264,00;686 105,00;99 159,00;14,45
581;7;Анелик РУ;3443;Москва и обл.;781 014,00;785 625,00;-4 611,00;-0,59
582;11;Флора-Москва;533;Москва и обл.;762 785,00;720 404,00;42 381,00;5,88
583;-19;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;744 376,00;994 658,00;-250 282,00;-25,16
584;2;Ресурс-Траст;3122;Москва и обл.;736 357,00;828 877,00;-92 520,00;-11,16
585;4;Народный Земельно-Промышленный Банк;2873;Алтайский край;730 979,00;785 369,00;-54 390,00;-6,93
586;-17;Русский Банк Сбережений;779;Ставропольский край;726 511,00;971 665,00;-245 154,00;-25,23
587;9;Банк РСИ;3415;Москва и обл.;707 231,00;702 123,00;5 108,00;0,73
588;7;АлтайБизнес-Банк;2388;Алтайский край;692 622,00;713 688,00;-21 066,00;-2,95
589;3;Новокиб;1747;Кемеровская обл.;682 000,00;728 933,00;-46 933,00;-6,44
590;11;Уралприватбанк;153;Свердловская обл.;681 819,00;671 722,00;10 097,00;1,50
591;14;РИТЦ Банк;2677;Карелия;675 165,00;605 191,00;69 974,00;11,56
592;8;РусьРегионБанк;685;Москва и обл.;674 340,00;678 630,00;-4 290,00;-0,63
593;9;Вайлдберриз Банк;841;Адыгея;671 668,00;648 528,00;23 140,00;3,57
594;5;Балаково-Банк;444;Саратовская обл.;667 486,00;680 527,00;-13 041,00;-1,92
595;3;Гефест;1046;Тверская обл.;648 571,00;685 026,00;-36 455,00;-5,32
596;8;Терра;3476;Москва и обл.;637 690,00;621 374,00;16 316,00;2,63
597;6;Международный Расчетный Банк;3028;Москва и обл.;616 089,00;633 458,00;-17 369,00;-2,74
598;11;Народный Банк Тувы;1309;Тыва;600 033,00;562 340,00;37 693,00;6,70
599;11;Прокоммерцбанк;2996;Москва и обл.;584 264,00;556 615,00;27 649,00;4,97
600;7;ФинТех;3499;Ярославская обл.;576 289,00;574 306,00;1 983,00;0,35
601;11;Башпромбанк;1006;Башкортостан;535 660,00;536 540,00;-880,00;-0,16
602;6;Геобанк;2027;Москва и обл.;534 603,00;572 832,00;-38 229,00;-6,67
603;8;Телекоммерц Банк;3380;Тульская обл.;533 964,00;547 602,00;-13 638,00;-2,49
604;9;СМБ-Банк;3504;Санкт-Петербург и обл.;527 644,00;534 151,00;-6 507,00;-1,22
605;14;Алжан;2491;Дагестан;513 721,00;470 480,00;43 241,00;9,19
606;9;Дружба;990;Тюменская обл.;509 209,00;482 953,00;26 256,00;5,44
607;19;МВС Банк;2407;Дагестан;508 268,00;413 946,00;94 322,00;22,79
608;14;Банк Берейт;3505;Санкт-Петербург и обл.;503 520,00;446 473,00;57 047,00;12,78
609;5;Эко-Инвест;3116;Москва и обл.;495 071,00;500 823,00;-5 752,00;-1,15
610;8;Логос;3233;Москва и обл.;475 344,00;470 722,00;4 622,00;0,98
611;6;АББ;2937;Москва и обл.;467 852,00;475 277,00;-7 425,00;-1,56
612;4;Энтузиастбанк;3048;Москва и обл.;467 531,00;478 028,00;-10 497,00;-2,20
613;-7;Стар Альянс;3433;Москва и обл.;464 817,00;579 277,00;-114 460,00;-19,76
614;6;Таганрогбанк;3136;Ростовская обл.;444 408,00;452 203,00;-7 795,00;-1,72
615;6;Кредо Финанс;793;Дагестан;428 224,00;450 379,00;-22 155,00;-4,92
616;13;Рента-Банк;3095;Москва и обл.;427 735,00;404 449,00;23 286,00;5,76
617;7;ГРиС-Банк;1928;Ставропольский край;421 819,00;418 004,00;3 815,00;0,91
618;9;Континенталь;3184;Ставропольский край;410 520,00;409 036,00;1 484,00;0,36
619;24;НКБ;2942;Москва и обл.;407 847,00;351 891,00;55 956,00;15,90
620;8;Интеркоопбанк;2803;Москва и обл.;401 086,00;408 783,00;-7 697,00;-1,88
621;10;Лэнд Кредит;1478;Москва и обл.;395 430,00;396 908,00;-1 478,00;-0,37
622;8;Информпрогресс;2166;Москва и обл.;392 231,00;397 467,00;-5 236,00;-1,32
623;9;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;389 629,00;385 299,00;4 330,00;1,12
624;11;Тайдон;2085;Кемеровская обл.;375 476,00;375 657,00;-181,00;-0,05
625;11;Европейский Стандарт;3200;Москва и обл.;374 332,00;375 150,00;-818,00;-0,22
626;-1;Финчер;3486;Москва и обл.;371 220,00;417 779,00;-46 559,00;-11,14
627;12;ИР-Кредит;1724;Москва и обл.;364 485,00;363 584,00;901,00;0,25
628;-5;РИБ;2749;Москва и обл.;364 139,00;418 853,00;-54 714,00;-13,06
629;9;Олма-Банк;3250;Москва и обл.;363 151,00;364 040,00;-889,00;-0,24
630;10;Альтернатива;3452;Москва и обл.;358 566,00;355 327,00;3 239,00;0,91
631;11;Национальный Банк Сбережений;1949;Ивановская обл.;354 796,00;352 990,00;1 806,00;0,51
632;14;Расчетные Решения;3524;Москва и обл.;353 045,00;343 951,00;9 094,00;2,64
633;14;Северстройбанк;3507;Вологодская обл.;349 434,00;337 817,00;11 617,00;3,44
634;7;Банк Фридом Финанс;1143;Москва и обл.;348 330,00;355 161,00;-6 831,00;-1,92
635;-2;Промсвязьинвест;2761;Дагестан;346 644,00;378 424,00;-31 780,00;-8,40
636;-2;Лидер;3304;Москва и обл.;343 289,00;375 829,00;-32 540,00;-8,66
637;11;Азия Банк;3183;Москва и обл.;328 018,00;335 906,00;-7 888,00;-2,35
638;11;Рунэтбанк;2829;Москва и обл.;324 699,00;334 834,00;-10 135,00;-3,03
639;6;Монета.ру;3508;Марий Эл;312 537,00;348 308,00;-35 771,00;-10,27
640;-3;Моби.Деньги;3523;Москва и обл.;310 454,00;374 646,00;-64 192,00;-17,13
641;20;Сетевая Расчетная Палата;3332;Татарстан;308 474,00;121 331,00;187 143,00;154,24
642;8;Нарат;1902;Саратовская обл.;301 692,00;300 773,00;919,00;0,31
643;10;Платежи и Расчеты;3324;Самарская обл.;259 873,00;242 897,00;16 976,00;6,99
644;10;Единая касса;3512;Москва и обл.;257 843,00;231 579,00;26 264,00;11,34
645;7;Инновационный Расчетный Центр;3447;Москва и обл.;219 110,00;258 794,00;-39 684,00;-15,33
646;10;Континент Финанс;149;Москва и обл.;217 074,00;222 289,00;-5 215,00;-2,35
647;8;Красноярский Краевой Расчетный Центр;3483;Красноярский край;212 734,00;223 923,00;-11 189,00;-5,00
648;-4;Деньги.Мэйл.Ру;3511;Москва и обл.;195 542,00;348 610,00;-153 068,00;-43,91
649;8;Русское Финансовое Общество;3427;Москва и обл.;167 427,00;201 269,00;-33 842,00;-16,81
650;8;Приполярком;507;Тюменская обл.;166 001,00;167 075,00;-1 074,00;-0,64
651;8;Электронный платежный сервис;3509;Москва и обл.;161 935,00;163 047,00;-1 112,00;-0,68
652;8;Фидбэк;3502;Москва и обл.;153 594,00;151 399,00;2 195,00;1,45
653;9;Платежный Клиринговый Дом;3343;Москва и обл.;117 148,00;112 624,00;4 524,00;4,02
654;10;Вест;2605;Москва и обл.;98 718,00;98 534,00;184,00;0,19
655;11;Премиум;3514;Москва и обл.;70 699,00;72 991,00;-2 292,00;-3,14
656;11;Умут;2435;Дагестан;69 677,00;70 085,00;-408,00;-0,58
657;8;Единая Расчетная Палата;384;Москва и обл.;58 758,00;75 171,00;-16 413,00;-21,83
658;10;Дальний Восток;3318;Приморский край;47 457,00;45 834,00;1 623,00;3,54
659;10;Транзит;2688;Дагестан;29 043,00;22 174,00;6 869,00;30,98
660;10;АРБ-Инкасс;3353;Москва и обл.;19 390,00;19 277,00;113,00;0,59
661;10;21 Век;3309;Санкт-Петербург и обл.;12 901,00;15 314,00;-2 413,00;-15,76
662;10;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;7 556,00;10 832,00;-3 276,00;-30,24
663;10;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 534,00;3 183,00;351,00;11,03
