Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2013, тыс. рублей;Сентябрь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-4;Расчетная Палата РТС;3335;Москва и обл.;11 386 232,00;11 414 001,00;-27 769,00;-0,24
261;-21;Метробанк;2548;Москва и обл.;11 301 684,00;13 014 490,00;-1 712 806,00;-13,16
262;12;Автоторгбанк;2776;Москва и обл.;11 295 322,00;10 389 820,00;905 502,00;8,72
263;0;Гарант-Инвест;2576;Москва и обл.;11 258 126,00;11 003 335,00;254 791,00;2,32
264;-2;Банк Оренбург;3269;Оренбургская обл.;11 037 384,00;11 008 233,00;29 151,00;0,26
265;-10;ОФК Банк;2270;Москва и обл.;11 016 020,00;11 419 067,00;-403 047,00;-3,53
266;34;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;10 947 911,00;8 759 529,00;2 188 382,00;24,98
267;3;Екатеринбург;3161;Свердловская обл.;10 789 116,00;10 520 237,00;268 879,00;2,56
268;3;ЕвроситиБанк;1869;Москва и обл.;10 729 940,00;10 477 096,00;252 844,00;2,41
269;-3;Углеметбанк;2997;Челябинская обл.;10 650 707,00;10 741 318,00;-90 611,00;-0,84
270;6;Солид Банк;1329;Камчатская обл.;10 607 412,00;10 052 823,00;554 589,00;5,52
271;11;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;10 510 790,00;9 681 392,00;829 398,00;8,57
272;-5;Международный Акционерный Банк;1987;Москва и обл.;10 423 125,00;10 706 363,00;-283 238,00;-2,65
273;-22;Русьуниверсалбанк;3293;Москва и обл.;10 409 885,00;11 606 532,00;-1 196 647,00;-10,31
274;-5;Эс-Би-Ай Банк;3185;Москва и обл.;10 306 874,00;10 528 389,00;-221 515,00;-2,10
275;3;Первый Экспресс;3237;Тульская обл.;10 192 941,00;9 943 902,00;249 039,00;2,50
276;1;СЭБ Банк;3235;Санкт-Петербург и обл.;10 171 726,00;10 027 697,00;144 029,00;1,44
277;13;Бэнк оф Чайна;2309;Москва и обл.;10 121 759,00;9 115 667,00;1 006 092,00;11,04
278;-6;Хованский;2145;Москва и обл.;10 086 342,00;10 464 804,00;-378 462,00;-3,62
279;0;Нефтяной Альянс;2859;Москва и обл.;10 041 395,00;9 920 183,00;121 212,00;1,22
280;5;Дил-Банк;3384;Москва и обл.;10 016 813,00;9 414 569,00;602 244,00;6,40
281;0;Промсбербанк;1043;Москва и обл.;9 905 400,00;9 855 270,00;50 130,00;0,51
282;-2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;9 797 949,00;9 866 618,00;-68 669,00;-0,70
283;32;Славия;2664;Москва и обл.;9 786 477,00;7 881 095,00;1 905 382,00;24,18
284;2;Анталбанк;3115;Москва и обл.;9 769 812,00;9 278 373,00;491 439,00;5,30
285;-2;Роспромбанк;3204;Москва и обл.;9 755 487,00;9 670 242,00;85 245,00;0,88
286;2;Кредит-Москва;5;Москва и обл.;9 736 711,00;9 229 744,00;506 967,00;5,49
287;-14;Объединенный Капитал;2611;Санкт-Петербург и обл.;9 643 759,00;10 406 085,00;-762 326,00;-7,33
288;7;Темпбанк;55;Москва и обл.;9 518 628,00;8 967 316,00;551 312,00;6,15
289;-5;Евромет;2902;Москва и обл.;9 403 244,00;9 415 833,00;-12 589,00;-0,13
290;15;Башинвестбанк;2189;Башкортостан;9 390 511,00;8 583 017,00;807 494,00;9,41
291;-2;Банк Торгового Финансирования;1982;Москва и обл.;9 377 565,00;9 165 582,00;211 983,00;2,31
292;35;Компания Розничного Кредитования;3385;Москва и обл.;9 363 900,00;7 374 016,00;1 989 884,00;26,99
293;0;Генбанк;2490;Москва и обл.;9 313 229,00;9 031 330,00;281 899,00;3,12
294;0;ОПМ-Банк;2734;Москва и обл.;9 287 947,00;8 981 080,00;306 867,00;3,42
295;-4;Белгородсоцбанк;760;Белгородская обл.;9 100 429,00;9 083 099,00;17 330,00;0,19
296;-4;НИКО-Банк;702;Оренбургская обл.;9 086 602,00;9 065 023,00;21 579,00;0,24
297;5;МАК-Банк;1088;Москва и обл.;9 081 529,00;8 613 183,00;468 346,00;5,44
298;5;Ишбанк;2867;Москва и обл.;9 017 412,00;8 611 620,00;405 792,00;4,71
299;-3;Банк Жилищного Финансирования;3138;Москва и обл.;8 925 352,00;8 931 908,00;-6 556,00;-0,07
300;19;Международный Банк Развития;2704;Москва и обл.;8 783 475,00;7 564 173,00;1 219 302,00;16,12
301;-14;Экспресс-Кредит;210;Москва и обл.;8 778 789,00;9 267 086,00;-488 297,00;-5,27
302;2;Руснарбанк;3403;Москва и обл.;8 708 091,00;8 590 227,00;117 864,00;1,37
303;-5;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 629 685,00;8 828 684,00;-198 999,00;-2,25
304;2;Промтрансбанк;2638;Башкортостан;8 594 250,00;8 528 166,00;66 084,00;0,77
305;-6;Мир Бизнес Банк;3396;Москва и обл.;8 570 738,00;8 800 567,00;-229 829,00;-2,61
306;17;Стратегия;2801;Москва и обл.;8 430 856,00;7 510 475,00;920 381,00;12,25
307;-6;Агросоюз;1459;Москва и обл.;8 407 100,00;8 703 472,00;-296 372,00;-3,41
308;-11;Альба Альянс;2593;Москва и обл.;8 397 800,00;8 844 964,00;-447 164,00;-5,06
309;3;Волга-Кредит;1153;Самарская обл.;8 334 291,00;8 098 321,00;235 970,00;2,91
310;-2;КС Банк;1752;Мордовия;8 334 184,00;8 211 878,00;122 306,00;1,49
311;-1;Уралкапиталбанк;2519;Башкортостан;8 190 510,00;8 180 518,00;9 992,00;0,12
312;-1;ПИР Банк;2655;Москва и обл.;8 171 320,00;8 152 922,00;18 398,00;0,23
313;5;Финансовый Стандарт;1053;Москва и обл.;8 089 346,00;7 602 708,00;486 638,00;6,40
314;-7;Волго-Камский Банк;282;Самарская обл.;8 058 202,00;8 417 838,00;-359 636,00;-4,27
315;6;Волжский Социальный Банк;2428;Самарская обл.;7 955 503,00;7 555 403,00;400 100,00;5,30
316;0;Снежинский;1376;Челябинская обл.;7 829 020,00;7 745 394,00;83 626,00;1,08
317;3;Рускобанк;138;Санкт-Петербург и обл.;7 805 991,00;7 564 096,00;241 895,00;3,20
318;25;Развитие;2729;Карачаево-Черкесия;7 778 170,00;6 847 731,00;930 439,00;13,59
319;3;Бинбанк Мурманск;1276;Мурманская обл.;7 715 324,00;7 551 405,00;163 919,00;2,17
320;4;Татсоцбанк;480;Татарстан;7 684 787,00;7 432 971,00;251 816,00;3,39
321;92;Ю Би Эс Банк;3463;Москва и обл.;7 674 593,00;4 849 745,00;2 824 848,00;58,25
322;-5;Финам Банк;2799;Москва и обл.;7 610 774,00;7 673 995,00;-63 221,00;-0,82
323;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;7 589 880,00;7 412 232,00;177 648,00;2,40
324;21;Ури Банк;3479;Москва и обл.;7 546 069,00;6 823 316,00;722 753,00;10,59
325;-73;Сведбанк;3064;Москва и обл.;7 466 127,00;11 503 792,00;-4 037 665,00;-35,10
326;4;АФ Банк;991;Башкортостан;7 437 067,00;7 178 177,00;258 890,00;3,61
327;-2;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 343 581,00;7 413 146,00;-69 565,00;-0,94
328;9;ФДБ;3071;Москва и обл.;7 330 424,00;6 980 161,00;350 263,00;5,02
329;2;Автоградбанк;1455;Татарстан;7 320 336,00;7 160 435,00;159 901,00;2,23
330;2;Софрино;2972;Москва и обл.;7 264 608,00;7 116 314,00;148 294,00;2,08
331;3;Северо-Восточный Альянс;2768;Москва и обл.;7 222 451,00;7 071 878,00;150 573,00;2,13
332;1;Томскпромстройбанк;1720;Томская обл.;7 145 849,00;7 080 829,00;65 020,00;0,92
333;-5;РАМ Банк;3480;Москва и обл.;7 132 316,00;7 300 254,00;-167 938,00;-2,30
334;-5;Московский Нефтехимический Банк;1411;Москва и обл.;7 115 460,00;7 188 010,00;-72 550,00;-1,01
335;9;Бенифит-Банк;3229;Москва и обл.;7 111 258,00;6 832 276,00;278 982,00;4,08
336;4;Ставропольпромстройбанк;1288;Ставропольский край;7 015 531,00;6 928 722,00;86 809,00;1,25
337;12;Датабанк;646;Удмуртия;7 015 458,00;6 667 837,00;347 621,00;5,21
338;-25;Киви Банк;2241;Москва и обл.;6 952 233,00;7 988 573,00;-1 036 340,00;-12,97
339;-3;Ренессанс;1939;Москва и обл.;6 941 071,00;7 022 804,00;-81 733,00;-1,16
340;1;Славянский Кредит;2960;Москва и обл.;6 861 361,00;6 921 378,00;-60 017,00;-0,87
341;-6;Национальный Залоговый Банк;2944;Москва и обл.;6 821 398,00;7 055 828,00;-234 430,00;-3,32
342;15;Трансстройбанк;2807;Москва и обл.;6 817 018,00;6 467 288,00;349 730,00;5,41
343;10;Юг-Инвестбанк;2772;Краснодарский край;6 784 549,00;6 585 780,00;198 769,00;3,02
344;-2;Ассоциация;732;Нижегородская обл.;6 770 877,00;6 868 130,00;-97 253,00;-1,42
345;14;Эксперт Банк;2949;Омская обл.;6 768 969,00;6 342 042,00;426 927,00;6,73
346;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 756 667,00;6 815 741,00;-59 074,00;-0,87
347;8;Русь;704;Оренбургская обл.;6 669 174,00;6 554 878,00;114 296,00;1,74
348;14;Банк Инноваций и Развития;2647;Москва и обл.;6 612 503,00;6 256 958,00;355 545,00;5,68
349;-2;2Т Банк;625;Москва и обл.;6 575 783,00;6 707 582,00;-131 799,00;-1,96
350;4;РН Банк;170;Москва и обл.;6 557 678,00;6 555 542,00;2 136,00;0,03
351;14;Банк БКФ;2684;Москва и обл.;6 544 860,00;6 123 052,00;421 808,00;6,89
352;-2;Вокбанк;312;Нижегородская обл.;6 538 901,00;6 624 144,00;-85 243,00;-1,29
353;8;Экономикс-Банк;2136;Москва и обл.;6 524 239,00;6 300 524,00;223 715,00;3,55
354;14;Навигатор;2469;Москва и обл.;6 496 059,00;6 033 915,00;462 144,00;7,66
355;-7;Спецсетьстройбанк;3062;Москва и обл.;6 469 805,00;6 695 001,00;-225 196,00;-3,36
356;-17;Вега-Банк;3270;Москва и обл.;6 443 931,00;6 939 351,00;-495 420,00;-7,14
357;10;Кроссинвестбанк;2849;Москва и обл.;6 374 654,00;6 050 119,00;324 535,00;5,36
358;-2;Новый Московский Банк;2932;Москва и обл.;6 298 476,00;6 478 320,00;-179 844,00;-2,78
359;12;Джей энд Ти Банк;3061;Москва и обл.;6 290 762,00;6 006 747,00;284 015,00;4,73
360;-9;Банк БФТ;2273;Москва и обл.;6 289 958,00;6 622 050,00;-332 092,00;-5,01
361;-1;Бинбанк Тверь;777;Тверская обл.;6 283 067,00;6 325 444,00;-42 377,00;-0,67
362;2;Региональный Банк Развития;2782;Башкортостан;6 264 109,00;6 129 040,00;135 069,00;2,20
363;9;Анкор Банк;889;Татарстан;6 244 979,00;5 993 034,00;251 945,00;4,20
364;12;Эл Банк;1025;Самарская обл.;6 094 265,00;5 890 619,00;203 646,00;3,46
365;-7;Русский Торговый Банк;2842;Москва и обл.;6 087 958,00;6 347 413,00;-259 455,00;-4,09
366;13;Таатта;1249;Саха (Якутия);6 036 386,00;5 754 708,00;281 678,00;4,89
367;6;Замоскворецкий;1640;Москва и обл.;6 022 242,00;5 973 226,00;49 016,00;0,82
368;6;Новопокровский;467;Краснодарский край;6 021 280,00;5 930 620,00;90 660,00;1,53
369;-31;Руссобанк;2313;Москва и обл.;6 009 040,00;6 944 620,00;-935 580,00;-13,47
370;45;Торгово-Строительный Банк;1250;Москва и обл.;5 962 910,00;4 832 754,00;1 130 156,00;23,39
371;4;Банк Казани;708;Татарстан;5 943 541,00;5 891 498,00;52 043,00;0,88
372;-63;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;5 929 591,00;8 185 796,00;-2 256 205,00;-27,56
373;-3;УМ-Банк;1441;Свердловская обл.;5 896 690,00;6 016 951,00;-120 261,00;-2,00
374;-11;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 890 957,00;6 150 013,00;-259 056,00;-4,21
375;3;Камский Коммерческий Банк;438;Татарстан;5 888 366,00;5 792 541,00;95 825,00;1,65
376;1;Инвестиционный Союз;637;Москва и обл.;5 884 497,00;5 816 834,00;67 663,00;1,16
377;-11;Банк на Красных Воротах;2472;Москва и обл.;5 799 079,00;6 067 057,00;-267 978,00;-4,42
378;3;Нэклис-Банк;1671;Москва и обл.;5 794 173,00;5 647 278,00;146 895,00;2,60
379;1;Северный Народный Банк;2721;Коми;5 745 660,00;5 694 731,00;50 929,00;0,89
380;2;Банк Развития Региона;3315;Северная Осетия — Алания;5 719 583,00;5 585 430,00;134 153,00;2,40
381;3;Голдман Сакс Банк;3490;Москва и обл.;5 713 413,00;5 573 538,00;139 875,00;2,51
382;11;Бланк Банк;2368;Москва и обл.;5 647 870,00;5 339 355,00;308 515,00;5,78
383;-69;Кузнецкий Мост;2254;Москва и обл.;5 637 014,00;7 890 402,00;-2 253 388,00;-28,56
384;1;Актив Банк;2529;Мордовия;5 587 782,00;5 568 511,00;19 271,00;0,35
385;-2;Кранбанк;2271;Ивановская обл.;5 584 041,00;5 578 282,00;5 759,00;0,10
386;2;Век;2299;Москва и обл.;5 582 684,00;5 467 904,00;114 780,00;2,10
387;25;Промэнергобанк;2728;Вологодская обл.;5 544 529,00;4 859 781,00;684 748,00;14,09
388;14;Риабанк;3434;Москва и обл.;5 505 358,00;5 119 805,00;385 553,00;7,53
389;-2;Чувашкредитпромбанк;1280;Чувашия;5 498 014,00;5 481 062,00;16 952,00;0,31
390;-4;Мой Банк. Ипотека;2436;Башкортостан;5 436 461,00;5 525 274,00;-88 813,00;-1,61
391;4;Сибсоцбанк;2015;Алтайский край;5 431 581,00;5 307 118,00;124 463,00;2,35
392;4;Дагэнергобанк;3286;Дагестан;5 424 333,00;5 306 771,00;117 562,00;2,22
393;-1;Платина;2347;Москва и обл.;5 411 109,00;5 363 483,00;47 626,00;0,89
394;14;Невский Банк;1068;Санкт-Петербург и обл.;5 378 979,00;4 932 919,00;446 060,00;9,04
395;-5;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 376 386,00;5 451 296,00;-74 910,00;-1,37
396;-7;Нефтепромбанк;2156;Москва и обл.;5 372 360,00;5 460 898,00;-88 538,00;-1,62
397;4;Зернобанк;2337;Алтайский край;5 357 521,00;5 211 170,00;146 351,00;2,81
398;-46;Международный Коммерческий Банк;2524;Москва и обл.;5 338 421,00;6 607 959,00;-1 269 538,00;-19,21
399;-2;Реалист Банк;1067;Иркутская обл.;5 313 856,00;5 264 571,00;49 285,00;0,94
400;-1;Сибнефтебанк;385;Тюменская обл.;5 281 089,00;5 221 447,00;59 642,00;1,14
401;-3;Профит Банк;3234;Москва и обл.;5 277 831,00;5 254 857,00;22 974,00;0,44
402;14;Экси-Банк;2530;Санкт-Петербург и обл.;5 270 349,00;4 779 456,00;490 893,00;10,27
403;-34;Банк Развития Технологий;3441;Москва и обл.;5 257 882,00;6 027 825,00;-769 943,00;-12,77
404;-10;Еврокоммерц;1777;Москва и обл.;5 247 782,00;5 338 706,00;-90 924,00;-1,70
405;-5;Юникорбанк;2586;Москва и обл.;5 229 187,00;5 220 076,00;9 111,00;0,17
406;16;Проминвестбанк;2433;Москва и обл.;5 224 049,00;4 601 047,00;623 002,00;13,54
407;7;Стройлесбанк;2995;Тюменская обл.;5 210 669,00;4 834 611,00;376 058,00;7,78
408;-5;Северный Кредит;2398;Вологодская обл.;5 206 347,00;5 096 714,00;109 633,00;2,15
409;-18;Лесбанк;1598;Москва и обл.;5 162 727,00;5 403 253,00;-240 526,00;-4,45
410;-4;Бинбанк Смоленск;1957;Смоленская обл.;5 088 353,00;4 989 037,00;99 316,00;1,99
411;-4;Объединенный Кредитный Банк;1118;Владимирская обл.;5 073 828,00;4 953 265,00;120 563,00;2,43
412;-8;Банк Кремлевский;2905;Москва и обл.;5 046 954,00;5 023 204,00;23 750,00;0,47
413;-2;Банкхаус Эрбе;1717;Москва и обл.;5 041 085,00;4 885 919,00;155 166,00;3,18
414;-9;Горбанк;2982;Санкт-Петербург и обл.;5 014 077,00;5 016 220,00;-2 143,00;-0,04
415;11;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 923 622,00;4 491 125,00;432 497,00;9,63
416;3;ВостСибтранскомбанк;2731;Иркутская обл.;4 909 963,00;4 698 455,00;211 508,00;4,50
417;8;Банк ИТБ;3128;Москва и обл.;4 881 219,00;4 539 239,00;341 980,00;7,53
418;-8;Ермак;1809;Тюменская обл.;4 870 303,00;4 889 744,00;-19 441,00;-0,40
419;1;Тюменьагропромбанк;917;Тюменская обл.;4 766 380,00;4 648 537,00;117 843,00;2,54
420;-2;Хакасский Муниципальный Банк;1049;Хакасия;4 725 070,00;4 702 609,00;22 461,00;0,48
421;31;Азия-Инвест Банк;3303;Москва и обл.;4 696 701,00;3 833 981,00;862 720,00;22,50
422;-13;Зенит Сочи;232;Краснодарский край;4 684 291,00;4 903 030,00;-218 739,00;-4,46
423;-2;Межтрастбанк;2493;Москва и обл.;4 663 612,00;4 608 695,00;54 917,00;1,19
424;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 618 585,00;4 475 720,00;142 865,00;3,19
425;11;Мираф-Банк;2244;Омская обл.;4 578 368,00;4 140 100,00;438 268,00;10,59
426;-9;Газстройбанк;2919;Москва и обл.;4 560 746,00;4 747 091,00;-186 345,00;-3,93
427;-4;Объединенная Расчетная Система;3342;Москва и обл.;4 545 866,00;4 584 974,00;-39 108,00;-0,85
428;2;Эргобанк;2856;Москва и обл.;4 518 000,00;4 447 832,00;70 168,00;1,58
429;-2;Кузнецкий;609;Пензенская обл.;4 506 992,00;4 480 658,00;26 334,00;0,59
430;-6;Донкомбанк;492;Ростовская обл.;4 499 304,00;4 551 438,00;-52 134,00;-1,15
431;14;Инвестиционный Республиканский Банк;2571;Москва и обл.;4 478 963,00;3 958 371,00;520 592,00;13,15
432;8;Мосуралбанк;2468;Москва и обл.;4 450 260,00;4 011 288,00;438 972,00;10,94
433;0;Церих;3278;Орловская обл.;4 435 062,00;4 268 743,00;166 319,00;3,90
434;38;Бинбанк Столица;3052;Москва и обл.;4 362 617,00;3 405 644,00;956 973,00;28,10
435;67;Тройка-Д Банк;3431;Москва и обл.;4 300 938,00;2 953 977,00;1 346 961,00;45,60
436;-1;Промрегионбанк;2123;Томская обл.;4 282 088,00;4 141 873,00;140 215,00;3,39
437;-6;Банк Заречье;817;Татарстан;4 250 035,00;4 358 853,00;-108 818,00;-2,50
438;-4;Нейва;1293;Свердловская обл.;4 240 750,00;4 181 691,00;59 059,00;1,41
439;-10;Инбанк;1829;Москва и обл.;4 234 418,00;4 472 521,00;-238 103,00;-5,32
440;16;Синко-Банк;2838;Москва и обл.;4 207 547,00;3 692 782,00;514 765,00;13,94
441;3;Оргбанк;3312;Москва и обл.;4 176 333,00;3 975 244,00;201 089,00;5,06
442;6;Союзный;3236;Москва и обл.;4 136 523,00;3 905 989,00;230 534,00;5,90
443;30;Москва-Сити;3247;Москва и обл.;4 096 524,00;3 380 741,00;715 783,00;21,17
444;-5;Русский Трастовый Банк;1139;Москва и обл.;4 085 979,00;4 061 838,00;24 141,00;0,59
445;-13;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 068 809,00;4 327 359,00;-258 550,00;-5,97
446;-3;Новобанк;1352;Новгородская обл.;4 054 295,00;3 988 981,00;65 314,00;1,64
447;8;РЕСО Кредит;3450;Москва и обл.;4 039 518,00;3 701 783,00;337 735,00;9,12
448;-2;Роял Кредит Банк;783;Хабаровский край;4 004 937,00;3 952 358,00;52 579,00;1,33
449;-7;Аскольд;2480;Смоленская обл.;3 997 586,00;3 990 515,00;7 071,00;0,18
450;-1;Енисейский Объединенный Банк;2645;Красноярский край;3 993 880,00;3 903 374,00;90 506,00;2,32
451;35;Система;2846;Москва и обл.;3 983 149,00;3 244 789,00;738 360,00;22,76
452;-15;Универсальный Кредит;2903;Москва и обл.;3 973 145,00;4 123 455,00;-150 310,00;-3,65
453;-6;ИТ Банк;2609;Омская обл.;3 965 706,00;3 916 705,00;49 001,00;1,25
454;3;Верхневолжский;1084;Ярославская обл.;3 909 393,00;3 659 824,00;249 569,00;6,82
455;-17;Милбанк;3256;Москва и обл.;3 907 678,00;4 087 568,00;-179 890,00;-4,40
456;-5;Приоритет;3135;Самарская обл.;3 882 063,00;3 840 320,00;41 743,00;1,09
457;-4;Земский Банк;2900;Самарская обл.;3 850 670,00;3 821 360,00;29 310,00;0,77
458;-17;Мастер-Капитал;3011;Москва и обл.;3 837 340,00;3 994 941,00;-157 601,00;-3,95
459;2;Сберинвестбанк;1743;Свердловская обл.;3 812 548,00;3 618 476,00;194 072,00;5,36
460;-2;Банк Раунд;2506;Москва и обл.;3 802 943,00;3 658 289,00;144 654,00;3,95
461;-1;Живаго Банк;2065;Рязанская обл.;3 740 298,00;3 638 779,00;101 519,00;2,79
462;1;Форус Банк;3457;Нижегородская обл.;3 739 754,00;3 596 416,00;143 338,00;3,99
463;-9;Витабанк;356;Санкт-Петербург и обл.;3 716 990,00;3 752 686,00;-35 696,00;-0,95
464;-5;РБА;3413;Москва и обл.;3 711 658,00;3 653 419,00;58 239,00;1,59
465;9;Долинск;857;Сахалинская обл.;3 702 491,00;3 379 461,00;323 030,00;9,56
466;2;Интеркредит;3047;Москва и обл.;3 694 714,00;3 535 937,00;158 777,00;4,49
467;-5;Алтайкапиталбанк;2659;Алтайский край;3 632 048,00;3 610 947,00;21 101,00;0,58
468;7;Финансово-Промышленный Капитал;3295;Москва и обл.;3 623 351,00;3 350 734,00;272 617,00;8,14
469;-2;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 542 399,00;3 544 555,00;-2 156,00;-0,06
470;-4;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 535 506,00;3 544 989,00;-9 483,00;-0,27
471;-21;Еврокредит;2957;Москва и обл.;3 523 960,00;3 891 516,00;-367 556,00;-9,45
472;-3;Интерактивный Банк;3378;Москва и обл.;3 508 522,00;3 492 419,00;16 103,00;0,46
473;5;Банк Экономический Союз;2798;Москва и обл.;3 490 754,00;3 324 891,00;165 863,00;4,99
474;32;Ваш Личный Банк;1222;Иркутская обл.;3 471 946,00;2 898 429,00;573 517,00;19,79
475;-11;Профессионал Банк;3296;Москва и обл.;3 467 632,00;3 571 478,00;-103 846,00;-2,91
476;33;Конфидэнс Банк;970;Костромская обл.;3 467 158,00;2 870 300,00;596 858,00;20,79
477;2;Венец;524;Ульяновская обл.;3 444 258,00;3 323 568,00;120 690,00;3,63
478;-7;Коммерческий Индо Банк;3446;Москва и обл.;3 421 559,00;3 427 509,00;-5 950,00;-0,17
479;-14;Камчаткомагропромбанк;545;Камчатская обл.;3 410 282,00;3 557 577,00;-147 295,00;-4,14
480;2;Уралпромбанк;2964;Челябинская обл.;3 404 482,00;3 298 966,00;105 516,00;3,20
481;-1;Промсельхозбанк;538;Москва и обл.;3 392 462,00;3 319 266,00;73 196,00;2,21
482;10;Витязь;2890;Москва и обл.;3 372 125,00;3 126 416,00;245 709,00;7,86
483;-7;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 349 692,00;3 336 944,00;12 748,00;0,38
484;-3;Аксонбанк;680;Костромская обл.;3 342 102,00;3 316 605,00;25 497,00;0,77
485;9;Лайтбанк;3177;Москва и обл.;3 324 870,00;3 093 859,00;231 011,00;7,47
486;3;Уссури;596;Хабаровский край;3 320 574,00;3 177 767,00;142 807,00;4,49
487;-4;Идея Банк;430;Краснодарский край;3 318 343,00;3 274 795,00;43 548,00;1,33
488;-11;Смартбанк;3408;Москва и обл.;3 307 061,00;3 326 880,00;-19 819,00;-0,60
489;39;Элита;1399;Калужская обл.;3 294 240,00;2 671 179,00;623 061,00;23,33
490;1;Океан Банк;1697;Москва и обл.;3 290 338,00;3 127 851,00;162 487,00;5,19
491;13;Московский Коммерческий Банк;3172;Москва и обл.;3 226 306,00;2 919 233,00;307 073,00;10,52
492;-5;Бинбанк Сургут;1701;Тюменская обл.;3 223 285,00;3 207 829,00;15 456,00;0,48
493;-5;Донинвест;1617;Ростовская обл.;3 194 988,00;3 197 110,00;-2 122,00;-0,07
494;3;Крыловский;456;Краснодарский край;3 108 383,00;3 018 438,00;89 945,00;2,98
495;8;Евроальянс;1781;Ивановская обл.;3 092 773,00;2 940 378,00;152 395,00;5,18
496;-1;Профессионал Банк;2471;Москва и обл.;3 082 698,00;3 069 272,00;13 426,00;0,44
497;4;Леноблбанк;1003;Санкт-Петербург и обл.;3 075 448,00;2 970 216,00;105 232,00;3,54
498;22;Торговый Городской Банк;3180;Тверская обл.;3 072 476,00;2 757 592,00;314 884,00;11,42
499;22;Бест Эффортс Банк;435;Москва и обл.;3 057 641,00;2 740 166,00;317 475,00;11,59
500;18;Итуруп;2390;Сахалинская обл.;3 036 724,00;2 774 737,00;261 987,00;9,44
501;-1;Енисей;474;Красноярский край;3 025 971,00;2 974 121,00;51 850,00;1,74
502;-9;Коммерческий Банк Развития;3364;Москва и обл.;3 010 442,00;3 123 468,00;-113 026,00;-3,62
503;-7;Гринфилдбанк;2711;Москва и обл.;2 986 467,00;3 044 208,00;-57 741,00;-1,90
504;8;Вологжанин;1896;Вологодская обл.;2 982 764,00;2 856 031,00;126 733,00;4,44
505;-7;Агророс;2860;Саратовская обл.;2 981 750,00;3 002 592,00;-20 842,00;-0,69
506;1;Владпромбанк;870;Владимирская обл.;2 972 438,00;2 891 687,00;80 751,00;2,79
507;-8;Диг-Банк;2423;Северная Осетия — Алания;2 969 127,00;2 975 234,00;-6 107,00;-0,21
508;-3;Тульский Промышленник;2382;Тульская обл.;2 938 464,00;2 909 358,00;29 106,00;1,00
509;-24;ПК-Банк;2652;Нижегородская обл.;2 928 828,00;3 244 893,00;-316 065,00;-9,74
510;-26;ЕвроАксис Банк;3273;Москва и обл.;2 921 692,00;3 267 384,00;-345 692,00;-10,58
511;-1;НОКССбанк;3202;Волгоградская обл.;2 894 437,00;2 867 646,00;26 791,00;0,93
512;7;Проинвестбанк;784;Пермская обл.;2 857 971,00;2 769 340,00;88 631,00;3,20
513;16;ИпоТек Банк;2794;Москва и обл.;2 851 325,00;2 658 472,00;192 853,00;7,25
514;3;Костромаселькомбанк;1115;Костромская обл.;2 847 314,00;2 794 336,00;52 978,00;1,90
515;39;РТС-Банк;3401;Самарская обл.;2 823 383,00;2 367 674,00;455 709,00;19,25
516;128;Земкомбанк;574;Ростовская обл.;2 807 388,00;1 603 310,00;1 204 078,00;75,10
517;-27;НБК-Банк;3283;Москва и обл.;2 797 969,00;3 152 107,00;-354 138,00;-11,23
518;5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 755 831,00;2 734 197,00;21 634,00;0,79
519;16;МФБанк;3163;Москва и обл.;2 751 596,00;2 538 735,00;212 861,00;8,38
520;-4;Айви Банк;2055;Москва и обл.;2 746 175,00;2 797 346,00;-51 171,00;-1,83
521;-6;Ураллига;1626;Челябинская обл.;2 741 149,00;2 801 923,00;-60 774,00;-2,17
522;22;Гагаринский;606;Москва и обл.;2 740 200,00;2 485 297,00;254 903,00;10,26
523;-15;Росбизнесбанк;1405;Москва и обл.;2 728 668,00;2 875 610,00;-146 942,00;-5,11
524;3;Преодоление;2649;Москва и обл.;2 714 715,00;2 702 453,00;12 262,00;0,45
525;7;Финтрастбанк;3104;Москва и обл.;2 708 956,00;2 605 935,00;103 021,00;3,95
526;-4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 707 379,00;2 736 592,00;-29 213,00;-1,07
