Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2010, тыс. рублей;Апрель, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;8;АБ Финанс;514;Москва и обл.;6 468 158,00;6 011 389,00;456 769,00;7,60
261;-29;Огни Москвы;2328;Москва и обл.;6 467 279,00;7 112 376,00;-645 097,00;-9,07
262;1;Расчетно-Кредитный Банк;103;Москва и обл.;6 428 457,00;6 195 738,00;232 719,00;3,76
263;-4;Ярсоцбанк;828;Ярославская обл.;6 323 546,00;6 299 157,00;24 389,00;0,39
264;-4;Альба Альянс;2593;Москва и обл.;6 253 508,00;6 291 449,00;-37 941,00;-0,60
265;-17;Финпромбанк (ФПБ Банк);2157;Москва и обл.;6 207 968,00;6 611 027,00;-403 059,00;-6,10
266;10;Энергомашбанк;52;Санкт-Петербург и обл.;6 153 582,00;5 857 854,00;295 728,00;5,05
267;14;БМВ Банк;3482;Москва и обл.;6 025 977,00;5 574 789,00;451 188,00;8,09
268;-14;Алеф-Банк;2119;Москва и обл.;5 947 324,00;6 490 556,00;-543 232,00;-8,37
269;-4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;5 913 792,00;6 120 457,00;-206 665,00;-3,38
270;9;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;5 911 228,00;5 653 620,00;257 608,00;4,56
271;21;БКС Банк;101;Новосибирская обл.;5 869 527,00;5 120 647,00;748 880,00;14,62
272;-5;Национальный Банк Развития Бизнеса;2795;Москва и обл.;5 826 831,00;6 033 270,00;-206 439,00;-3,42
273;-12;Бинбанк Мурманск;1276;Мурманская обл.;5 818 767,00;6 224 483,00;-405 716,00;-6,52
274;4;Югра;880;Тюменская обл.;5 817 189,00;5 696 209,00;120 980,00;2,12
275;-2;Русь;704;Оренбургская обл.;5 764 235,00;5 899 002,00;-134 767,00;-2,28
276;-6;Евразбанк;1676;Москва и обл.;5 710 852,00;5 965 484,00;-254 632,00;-4,27
277;0;Банк Акцепт;567;Новосибирская обл.;5 710 342,00;5 749 748,00;-39 406,00;-0,69
278;-7;Потенциал;1019;Самарская обл.;5 699 759,00;5 964 367,00;-264 608,00;-4,44
279;1;Славянский Кредит;2960;Москва и обл.;5 638 727,00;5 583 922,00;54 805,00;0,98
280;-18;Банк Раунд;2506;Москва и обл.;5 622 275,00;6 221 940,00;-599 665,00;-9,64
281;;Мерседес-Бенц Банк Рус;3473;Москва и обл.;5 603 925,00;-;-;
282;0;Кредит-Москва;5;Москва и обл.;5 597 411,00;5 564 696,00;32 715,00;0,59
283;0;Квантмобайл Банк;1189;Омская обл.;5 559 204,00;5 535 968,00;23 236,00;0,42
284;-48;Межпромбанк Плюс;3282;Москва и обл.;5 506 935,00;6 932 409,00;-1 425 474,00;-20,56
285;-1;Сибирьгазбанк;3042;Тюменская обл.;5 443 882,00;5 532 491,00;-88 609,00;-1,60
286;2;Замоскворецкий;1640;Москва и обл.;5 386 133,00;5 389 550,00;-3 417,00;-0,06
287;-1;Волгопромбанк;701;Волгоградская обл.;5 382 202,00;5 394 106,00;-11 904,00;-0,22
288;3;Новый Московский Банк;2932;Москва и обл.;5 381 876,00;5 170 719,00;211 157,00;4,08
289;-2;Европейский;1616;Калининградская обл.;5 377 440,00;5 393 636,00;-16 196,00;-0,30
290;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;5 341 287,00;5 271 845,00;69 442,00;1,32
291;-36;Банк Инноваций и Развития;2647;Москва и обл.;5 295 028,00;6 431 127,00;-1 136 099,00;-17,67
292;4;Русский Земельный Банк;2810;Москва и обл.;5 291 859,00;4 943 510,00;348 349,00;7,05
293;-18;Бинбанк Столица;3052;Москва и обл.;5 265 508,00;5 865 127,00;-599 619,00;-10,22
294;0;Томскпромстройбанк;1720;Томская обл.;5 258 573,00;5 102 395,00;156 178,00;3,06
295;-10;КС Банк;1752;Мордовия;5 253 671,00;5 429 843,00;-176 172,00;-3,24
296;-1;АФ Банк;991;Башкортостан;5 235 803,00;4 989 614,00;246 189,00;4,93
297;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 157 753,00;4 903 927,00;253 826,00;5,18
298;-8;Хованский;2145;Москва и обл.;5 133 242,00;5 176 315,00;-43 073,00;-0,83
299;1;МАСТ-Банк;3267;Москва и обл.;5 085 591,00;4 769 090,00;316 501,00;6,64
300;-2;ПИР Банк;2655;Москва и обл.;5 008 773,00;4 884 662,00;124 111,00;2,54
301;9;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 972 323,00;4 508 827,00;463 496,00;10,28
302;-9;Волга-Кредит;1153;Самарская обл.;4 958 360,00;5 116 501,00;-158 141,00;-3,09
303;3;Датабанк;646;Удмуртия;4 918 293,00;4 631 748,00;286 545,00;6,19
304;38;Платина;2347;Москва и обл.;4 877 469,00;3 856 432,00;1 021 037,00;26,48
305;-53;Русич Центр Банк;2793;Москва и обл.;4 864 205,00;6 593 977,00;-1 729 772,00;-26,23
306;-7;Адмиралтейский;3054;Москва и обл.;4 842 234,00;4 875 233,00;-32 999,00;-0,68
307;-4;Вега-Банк;3270;Москва и обл.;4 807 232,00;4 673 711,00;133 521,00;2,86
308;6;Бэнк оф Чайна;2309;Москва и обл.;4 794 081,00;4 386 036,00;408 045,00;9,30
309;-4;РусЮгбанк;2093;Волгоградская обл.;4 690 552,00;4 644 190,00;46 362,00;1,00
310;1;БайкалБанк;2632;Бурятия;4 690 059,00;4 443 229,00;246 830,00;5,56
311;22;Колыма-Банк;1076;Магаданская обл.;4 689 051,00;3 979 984,00;709 067,00;17,82
312;-3;Бинбанк Тверь;777;Тверская обл.;4 674 595,00;4 522 109,00;152 486,00;3,37
313;-9;Белгородсоцбанк;760;Белгородская обл.;4 672 984,00;4 672 171,00;813,00;0,02
314;2;Ростпромстройбанк;1705;Ростовская обл.;4 608 429,00;4 356 949,00;251 480,00;5,77
315;17;Данске Банк;3307;Санкт-Петербург и обл.;4 604 001,00;3 988 534,00;615 467,00;15,43
316;15;Денизбанк Москва;3330;Москва и обл.;4 584 988,00;4 055 076,00;529 912,00;13,07
317;-10;Унифин;2654;Москва и обл.;4 582 395,00;4 588 758,00;-6 363,00;-0,14
318;2;Банк «Советский»;558;Санкт-Петербург и обл.;4 577 236,00;4 252 169,00;325 067,00;7,64
319;-18;Уралфинпромбанк;3119;Свердловская обл.;4 544 870,00;4 721 275,00;-176 405,00;-3,74
320;23;ПВ-Банк;634;Ульяновская обл.;4 393 888,00;3 851 979,00;541 909,00;14,07
321;-6;Региональный Банк Развития;2782;Башкортостан;4 302 401,00;4 361 430,00;-59 029,00;-1,35
322;-14;Пушкино;391;Москва и обл.;4 294 155,00;4 549 375,00;-255 220,00;-5,61
323;3;Империя;2535;Москва и обл.;4 269 753,00;4 102 349,00;167 404,00;4,08
324;-7;Межотраслевая Банковская Корпорация;3471;Москва и обл.;4 261 411,00;4 350 285,00;-88 874,00;-2,04
325;4;Крокус-Банк;2682;Москва и обл.;4 240 876,00;4 074 143,00;166 733,00;4,09
326;-4;Первый Экспресс;3237;Тульская обл.;4 207 025,00;4 176 662,00;30 363,00;0,73
327;-14;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;4 176 590,00;4 393 111,00;-216 521,00;-4,93
328;22;СИАБ;3245;Санкт-Петербург и обл.;4 169 699,00;3 739 837,00;429 862,00;11,49
329;-11;Башинвестбанк;2189;Башкортостан;4 131 661,00;4 336 642,00;-204 981,00;-4,73
330;-7;Ишбанк;2867;Москва и обл.;4 129 806,00;4 160 141,00;-30 335,00;-0,73
331;-19;Трансстройбанк;2807;Москва и обл.;4 093 634,00;4 403 892,00;-310 258,00;-7,05
332;14;Национальный Залоговый Банк;2944;Москва и обл.;4 063 258,00;3 775 750,00;287 508,00;7,61
333;-14;Ури Банк;3479;Москва и обл.;4 057 336,00;4 269 943,00;-212 607,00;-4,98
334;5;Рускобанк;138;Санкт-Петербург и обл.;4 055 147,00;3 907 294,00;147 853,00;3,78
335;3;Камабанк;803;Пермская обл.;4 050 708,00;3 908 844,00;141 864,00;3,63
336;13;Бланк Банк;2368;Москва и обл.;4 041 555,00;3 741 528,00;300 027,00;8,02
337;-13;Финам Банк;2799;Москва и обл.;4 036 635,00;4 151 006,00;-114 371,00;-2,76
338;2;Метробанк;2548;Москва и обл.;4 018 532,00;3 891 002,00;127 530,00;3,28
339;-12;Международный Инвестиционный Банк;2742;Москва и обл.;4 017 191,00;4 098 969,00;-81 778,00;-2,00
340;-4;Экспресс-Кредит;210;Москва и обл.;4 000 185,00;3 923 430,00;76 755,00;1,96
341;12;Сибнефтебанк;385;Тюменская обл.;3 989 193,00;3 708 339,00;280 854,00;7,57
342;-17;Рублев;3098;Москва и обл.;3 944 652,00;4 122 786,00;-178 134,00;-4,32
343;24;Фининвест;671;Москва и обл.;3 929 202,00;3 486 208,00;442 994,00;12,71
344;3;АктивКапитал Банк;3006;Самарская обл.;3 927 959,00;3 771 206,00;156 753,00;4,16
345;-1;Северный Народный Банк;2721;Коми;3 926 052,00;3 828 634,00;97 418,00;2,54
346;-11;Экспресс;3084;Дагестан;3 922 943,00;3 925 869,00;-2 926,00;-0,07
347;76;РНКБ;1354;Москва и обл.;3 902 747,00;2 715 989,00;1 186 758,00;43,70
348;0;ОПМ-Банк;2734;Москва и обл.;3 819 982,00;3 744 615,00;75 367,00;2,01
349;-28;Актив Банк;2529;Мордовия;3 816 521,00;4 232 133,00;-415 612,00;-9,82
350;-20;Сибсоцбанк;2015;Алтайский край;3 816 359,00;4 057 831,00;-241 472,00;-5,95
351;9;Тусар;2712;Москва и обл.;3 785 421,00;3 546 096,00;239 325,00;6,75
352;-24;Банк Казани;708;Татарстан;3 783 975,00;4 091 211,00;-307 236,00;-7,51
353;31;Традо-Банк;1065;Москва и обл.;3 778 209,00;3 157 328,00;620 881,00;19,66
354;-17;Банк Торгового Финансирования;1982;Москва и обл.;3 768 224,00;3 916 507,00;-148 283,00;-3,79
355;51;Автоторгбанк;2776;Москва и обл.;3 734 490,00;2 939 691,00;794 799,00;27,04
356;-1;Банк на Красных Воротах;2472;Москва и обл.;3 699 282,00;3 665 398,00;33 884,00;0,92
357;-5;Енисейский Объединенный Банк;2645;Красноярский край;3 696 195,00;3 719 644,00;-23 449,00;-0,63
358;-4;НИКО-Банк;702;Оренбургская обл.;3 654 770,00;3 708 158,00;-53 388,00;-1,44
359;-3;Международный Банк Развития;2704;Москва и обл.;3 624 553,00;3 660 465,00;-35 912,00;-0,98
360;32;Донинвест;1617;Ростовская обл.;3 619 373,00;3 038 240,00;581 133,00;19,13
361;-27;Руссобанк;2313;Москва и обл.;3 569 836,00;3 926 137,00;-356 301,00;-9,08
362;0;Кранбанк;2271;Ивановская обл.;3 565 558,00;3 532 933,00;32 625,00;0,92
363;5;Стройвестбанк;1667;Калининградская обл.;3 556 760,00;3 472 730,00;84 030,00;2,42
364;-1;ФДБ;3071;Москва и обл.;3 553 345,00;3 527 709,00;25 636,00;0,73
365;16;Дил-Банк;3384;Москва и обл.;3 514 310,00;3 179 651,00;334 659,00;10,53
366;-7;Юг-Инвестбанк;2772;Краснодарский край;3 498 367,00;3 562 551,00;-64 184,00;-1,80
367;8;Евромет;2902;Москва и обл.;3 497 529,00;3 252 769,00;244 760,00;7,52
368;3;СЭБ Банк;3235;Санкт-Петербург и обл.;3 497 432,00;3 360 998,00;136 434,00;4,06
369;1;Монолит;1967;Москва и обл.;3 486 181,00;3 375 791,00;110 390,00;3,27
370;-29;Кузнецкий Мост;2254;Москва и обл.;3 481 462,00;3 881 497,00;-400 035,00;-10,31
371;-10;Росавтобанк;2767;Москва и обл.;3 478 602,00;3 540 251,00;-61 649,00;-1,74
372;153;Киви Банк;2241;Москва и обл.;3 475 939,00;1 748 676,00;1 727 263,00;98,78
373;18;Экси-Банк;2530;Санкт-Петербург и обл.;3 439 419,00;3 044 525,00;394 894,00;12,97
374;-29;Нижний Новгород;926;Нижегородская обл.;3 438 206,00;3 784 662,00;-346 456,00;-9,15
375;-6;Мир Бизнес Банк;3396;Москва и обл.;3 349 633,00;3 389 517,00;-39 884,00;-1,18
376;6;Белгородпромстройбанк;1816;Белгородская обл.;3 345 843,00;3 175 386,00;170 457,00;5,37
377;-12;Лесбанк;1598;Москва и обл.;3 342 737,00;3 513 226,00;-170 489,00;-4,85
378;-27;Аверс;415;Татарстан;3 317 801,00;3 721 230,00;-403 429,00;-10,84
379;-5;Уралкапиталбанк;2519;Башкортостан;3 279 205,00;3 270 246,00;8 959,00;0,27
380;-16;Ю Би Эс Банк;3463;Москва и обл.;3 273 654,00;3 517 354,00;-243 700,00;-6,93
381;-8;Евроальянс;1781;Ивановская обл.;3 266 990,00;3 293 500,00;-26 510,00;-0,80
382;-4;Зернобанк;2337;Алтайский край;3 261 898,00;3 203 853,00;58 045,00;1,81
383;0;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 239 461,00;3 165 501,00;73 960,00;2,34
384;-5;Автоградбанк;1455;Татарстан;3 211 501,00;3 189 068,00;22 433,00;0,70
385;-8;Чувашкредитпромбанк;1280;Чувашия;3 211 037,00;3 222 933,00;-11 896,00;-0,37
386;2;Ассоциация;732;Нижегородская обл.;3 202 315,00;3 081 941,00;120 374,00;3,91
387;10;Международный Коммерческий Банк;2524;Москва и обл.;3 186 306,00;3 006 764,00;179 542,00;5,97
388;21;Камчатпромбанк;1194;Камчатская обл.;3 149 678,00;2 873 210,00;276 468,00;9,62
389;4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 148 227,00;3 032 114,00;116 113,00;3,83
390;-5;ВостСибтранскомбанк;2731;Иркутская обл.;3 142 843,00;3 124 354,00;18 489,00;0,59
391;-15;Стратегия;2801;Москва и обл.;3 109 733,00;3 228 865,00;-119 132,00;-3,69
392;-6;Горбанк;2982;Санкт-Петербург и обл.;3 106 329,00;3 089 759,00;16 570,00;0,54
393;-13;Лайтбанк;3177;Москва и обл.;3 103 341,00;3 186 152,00;-82 811,00;-2,60
394;-28;Банк Кремлевский;2905;Москва и обл.;3 092 260,00;3 508 614,00;-416 354,00;-11,87
395;1;Московский Нефтехимический Банк;1411;Москва и обл.;3 057 041,00;3 013 443,00;43 598,00;1,45
396;-7;Новобанк;1352;Новгородская обл.;3 041 038,00;3 067 347,00;-26 309,00;-0,86
397;-3;Бинбанк Смоленск;1957;Смоленская обл.;3 022 536,00;3 028 552,00;-6 016,00;-0,20
398;6;ЕвроАксис Банк;3273;Москва и обл.;3 008 239,00;2 941 479,00;66 760,00;2,27
399;-9;Банк Заречье;817;Татарстан;2 995 604,00;3 044 672,00;-49 068,00;-1,61
400;-28;Сиббизнесбанк;2539;Тюменская обл.;2 993 397,00;3 327 587,00;-334 190,00;-10,04
401;-1;Ипотека-Инвест;3070;Татарстан;2 975 122,00;2 987 569,00;-12 447,00;-0,42
402;-4;Баренцбанк;2188;Мурманская обл.;2 974 453,00;3 001 415,00;-26 962,00;-0,90
403;-1;Роял Кредит Банк;783;Хабаровский край;2 970 310,00;2 960 652,00;9 658,00;0,33
404;11;Витас Банк;1955;Москва и обл.;2 964 851,00;2 785 898,00;178 953,00;6,42
405;32;Солид Банк;1329;Камчатская обл.;2 964 365,00;2 615 575,00;348 790,00;13,34
406;-5;Капитал;575;Москва и обл.;2 958 295,00;2 985 720,00;-27 425,00;-0,92
407;1;Ермак;1809;Тюменская обл.;2 954 894,00;2 914 791,00;40 103,00;1,38
408;13;Дагэнергобанк;3286;Дагестан;2 937 142,00;2 726 240,00;210 902,00;7,74
409;-22;ИТ Банк;2609;Омская обл.;2 911 316,00;3 088 494,00;-177 178,00;-5,74
410;6;Московский Коммерческий Банк;3172;Москва и обл.;2 905 096,00;2 761 289,00;143 807,00;5,21
411;-53;Хлебобанк;1812;Москва и обл.;2 900 194,00;3 640 769,00;-740 575,00;-20,34
412;-9;Профессионал Банк;3296;Москва и обл.;2 891 464,00;2 952 753,00;-61 289,00;-2,08
413;-18;Проминвестбанк;2433;Москва и обл.;2 887 282,00;3 024 419,00;-137 137,00;-4,53
414;-15;Риабанк;3434;Москва и обл.;2 862 490,00;2 991 509,00;-129 019,00;-4,31
415;9;Миллениум Банк;3423;Москва и обл.;2 848 268,00;2 709 488,00;138 780,00;5,12
416;2;Банк Развития Региона;3315;Северная Осетия — Алания;2 836 372,00;2 743 659,00;92 713,00;3,38
417;-10;Банкхаус Эрбе;1717;Москва и обл.;2 828 624,00;2 935 053,00;-106 429,00;-3,63
418;-13;Нижневолжский Коммерческий Банк;931;Саратовская обл.;2 827 002,00;2 940 896,00;-113 894,00;-3,87
419;-9;Инкредбанк;3405;Москва и обл.;2 805 633,00;2 872 435,00;-66 802,00;-2,33
420;-63;Славия;2664;Москва и обл.;2 801 960,00;3 649 572,00;-847 612,00;-23,22
421;-8;;;;2 794 670,00;2 794 477,00;193,00;0,01
422;25;Профит Банк;3234;Москва и обл.;2 757 340,00;2 473 627,00;283 713,00;11,47
423;3;Донкомбанк;492;Ростовская обл.;2 733 517,00;2 686 950,00;46 567,00;1,73
424;9;Азия-Инвест Банк;3303;Москва и обл.;2 729 823,00;2 644 985,00;84 838,00;3,21
425;-11;Стройлесбанк;2995;Тюменская обл.;2 717 408,00;2 791 583,00;-74 175,00;-2,66
426;19;РАМ Банк;3480;Москва и обл.;2 714 722,00;2 536 186,00;178 536,00;7,04
427;-8;Уралпромбанк;2964;Челябинская обл.;2 713 295,00;2 742 773,00;-29 478,00;-1,07
428;-1;Банк БКФ;2684;Москва и обл.;2 689 309,00;2 684 999,00;4 310,00;0,16
429;15;Промтрансбанк;2638;Башкортостан;2 661 841,00;2 538 390,00;123 451,00;4,86
430;8;Хакасский Муниципальный Банк;1049;Хакасия;2 648 162,00;2 608 360,00;39 802,00;1,53
431;3;Тюменьагропромбанк;917;Тюменская обл.;2 634 819,00;2 643 091,00;-8 272,00;-0,31
432;-12;Нефтепромбанк;2156;Москва и обл.;2 624 988,00;2 727 417,00;-102 429,00;-3,76
433;-1;Первый Инвестиционный Банк;604;Москва и обл.;2 624 600,00;2 644 991,00;-20 391,00;-0,77
434;7;Анкор Банк;889;Татарстан;2 607 775,00;2 558 630,00;49 145,00;1,92
435;-6;Приоритет;3135;Самарская обл.;2 587 341,00;2 680 267,00;-92 926,00;-3,47
436;3;Реалист Банк;1067;Иркутская обл.;2 580 882,00;2 598 208,00;-17 326,00;-0,67
437;6;Волжский Социальный Банк;2428;Самарская обл.;2 566 417,00;2 542 089,00;24 328,00;0,96
438;-2;Камский Коммерческий Банк;438;Татарстан;2 560 271,00;2 634 908,00;-74 637,00;-2,83
439;3;Агросоюз;1459;Оренбургская обл.;2 557 775,00;2 543 764,00;14 011,00;0,55
440;54;Океан Банк;1697;Москва и обл.;2 555 547,00;2 055 994,00;499 553,00;24,30
441;14;Ноябрьскнефтекомбанк;2274;Тюменская обл.;2 554 582,00;2 397 968,00;156 614,00;6,53
442;-11;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 497 715,00;2 653 330,00;-155 615,00;-5,86
443;-32;Универсальный Кредит;2903;Москва и обл.;2 491 103,00;2 819 729,00;-328 626,00;-11,65
444;24;Генбанк;2490;Москва и обл.;2 483 986,00;2 267 840,00;216 146,00;9,53
445;19;Софрино;2972;Москва и обл.;2 482 353,00;2 289 436,00;192 917,00;8,43
446;6;Стромкомбанк;404;Красноярский край;2 477 338,00;2 416 415,00;60 923,00;2,52
447;20;Бинбанк Сургут;1701;Тюменская обл.;2 466 318,00;2 274 759,00;191 559,00;8,42
448;23;Мосводоканалбанк;2863;Москва и обл.;2 462 161,00;2 211 132,00;251 029,00;11,35
449;80;Тендер-Банк;2252;Москва и обл.;2 451 521,00;1 714 515,00;737 006,00;42,99
450;4;Экономикс-Банк;2136;Москва и обл.;2 451 449,00;2 398 652,00;52 797,00;2,20
451;-5;Ураллига;1626;Челябинская обл.;2 436 454,00;2 476 048,00;-39 594,00;-1,60
452;1;Аскольд;2480;Смоленская обл.;2 426 541,00;2 405 414,00;21 127,00;0,88
453;-36;Инкаробанк;2696;Москва и обл.;2 422 306,00;2 753 636,00;-331 330,00;-12,03
454;-26;Камчаткомагропромбанк;545;Камчатская обл.;2 413 257,00;2 681 632,00;-268 375,00;-10,01
455;7;Промрегионбанк;2123;Томская обл.;2 407 156,00;2 306 926,00;100 230,00;4,34
456;-16;НОКССбанк;3202;Волгоградская обл.;2 391 802,00;2 586 782,00;-194 980,00;-7,54
457;0;ОФК Банк;2270;Москва и обл.;2 388 886,00;2 365 872,00;23 014,00;0,97
458;15;Рост;2589;Москва и обл.;2 384 453,00;2 205 372,00;179 081,00;8,12
459;-3;Вокбанк;312;Нижегородская обл.;2 384 236,00;2 379 666,00;4 570,00;0,19
460;-10;Востоккредитбанк;922;Амурская обл.;2 376 991,00;2 445 027,00;-68 036,00;-2,78
461;0;Оргбанк;3312;Москва и обл.;2 366 233,00;2 321 418,00;44 815,00;1,93
462;1;Аспект;608;Москва и обл.;2 330 715,00;2 295 357,00;35 358,00;1,54
463;-51;Мастер-Капитал;3011;Москва и обл.;2 319 688,00;2 805 999,00;-486 311,00;-17,33
464;-6;Еврокредит;2957;Москва и обл.;2 318 357,00;2 358 396,00;-40 039,00;-1,70
465;22;Арсенал;3000;Москва и обл.;2 315 299,00;2 092 473,00;222 826,00;10,65
466;-15;Вкабанк;1027;Астраханская обл.;2 312 587,00;2 424 195,00;-111 608,00;-4,60
467;-37;Преодоление;2649;Москва и обл.;2 310 640,00;2 668 457,00;-357 817,00;-13,41
468;4;Смартбанк;3408;Москва и обл.;2 303 237,00;2 207 910,00;95 327,00;4,32
469;-10;Совинком;2302;Москва и обл.;2 300 825,00;2 345 637,00;-44 812,00;-1,91
470;101;Спецсетьстройбанк;3062;Москва и обл.;2 243 489,00;1 468 752,00;774 737,00;52,75
471;-2;Долинск;857;Сахалинская обл.;2 243 350,00;2 263 470,00;-20 120,00;-0,89
472;-23;РБА;3413;Ярославская обл.;2 213 920,00;2 453 066,00;-239 146,00;-9,75
473;25;Банк БФТ;2273;Москва и обл.;2 209 787,00;1 981 162,00;228 625,00;11,54
474;-52;Мой Банк. Ипотека;2436;Башкортостан;2 209 254,00;2 722 089,00;-512 835,00;-18,84
475;7;Алтайкапиталбанк;2659;Алтайский край;2 200 961,00;2 136 221,00;64 740,00;3,03
476;5;Итуруп;2390;Сахалинская обл.;2 187 961,00;2 137 192,00;50 769,00;2,38
477;-7;Республиканский Банк;3277;Москва и обл.;2 185 882,00;2 212 505,00;-26 623,00;-1,20
478;-12;ВЕБРР;3418;Москва и обл.;2 184 781,00;2 282 810,00;-98 029,00;-4,29
479;25;Транснациональный Банк;2108;Москва и обл.;2 173 786,00;1 928 996,00;244 790,00;12,69
480;-3;Транспортный;3174;Москва и обл.;2 161 791,00;2 155 185,00;6 606,00;0,31
481;-2;РН Банк;170;Омская обл.;2 158 105,00;2 154 948,00;3 157,00;0,15
482;-4;АйСиБиСи Банк;3475;Москва и обл.;2 155 583,00;2 155 117,00;466,00;0,02
483;1;Союзный;3236;Москва и обл.;2 134 005,00;2 106 445,00;27 560,00;1,31
484;22;Система;2846;Москва и обл.;2 133 596,00;1 913 451,00;220 145,00;11,51
485;10;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;2 133 491,00;2 051 878,00;81 613,00;3,98
486;5;Уралприватбанк;153;Свердловская обл.;2 132 888,00;2 084 602,00;48 286,00;2,32
487;-13;Интерактивный Банк;3378;Москва и обл.;2 132 770,00;2 201 232,00;-68 462,00;-3,11
488;-28;Платежный Центр;3166;Новосибирская обл.;2 113 635,00;2 335 926,00;-222 291,00;-9,52
489;-4;Земский Банк;2900;Самарская обл.;2 103 351,00;2 093 719,00;9 632,00;0,46
490;-7;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;2 096 263,00;2 122 780,00;-26 517,00;-1,25
491;-1;Енисей;474;Красноярский край;2 058 266,00;2 085 721,00;-27 455,00;-1,32
492;-4;Промэнергобанк;2728;Вологодская обл.;2 053 739,00;2 092 050,00;-38 311,00;-1,83
493;-58;ПК-Банк;2652;Нижегородская обл.;2 039 272,00;2 641 786,00;-602 514,00;-22,81
494;3;ЕвроситиБанк;1869;Ставропольский край;2 033 864,00;1 990 388,00;43 476,00;2,18
495;-19;Норвик Банк;1407;Москва и обл.;2 032 022,00;2 189 438,00;-157 416,00;-7,19
496;6;Тульский Промышленник;2382;Тульская обл.;2 031 325,00;1 960 885,00;70 440,00;3,59
497;-5;Коммерческий Индо Банк;3446;Москва и обл.;2 025 249,00;2 072 660,00;-47 411,00;-2,29
498;-23;Бест Эффортс Банк;435;Москва и обл.;2 020 489,00;2 190 336,00;-169 847,00;-7,75
499;-3;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 987 604,00;2 023 857,00;-36 253,00;-1,79
500;-35;Союзпромбанк;2965;Москва и обл.;1 984 325,00;2 287 062,00;-302 737,00;-13,24
501;2;Джей энд Ти Банк;3061;Москва и обл.;1 973 118,00;1 930 045,00;43 073,00;2,23
502;13;Русский Ипотечный Банк;1968;Москва и обл.;1 970 427,00;1 836 697,00;133 730,00;7,28
503;-4;Траст Капитал Банк;2741;Москва и обл.;1 965 516,00;1 975 966,00;-10 450,00;-0,53
504;7;Век;2299;Москва и обл.;1 964 045,00;1 872 812,00;91 233,00;4,87
505;16;Объединенный Банк Развития;3345;Москва и обл.;1 960 793,00;1 762 730,00;198 063,00;11,24
506;-5;Росбизнесбанк;1405;Москва и обл.;1 957 821,00;1 967 620,00;-9 799,00;-0,50
507;1;Социум-Банк;2881;Москва и обл.;1 952 437,00;1 907 715,00;44 722,00;2,34
508;-60;Финансовый Стандарт;1053;Москва и обл.;1 922 713,00;2 455 281,00;-532 568,00;-21,69
509;1;ИК Банк;1732;Татарстан;1 918 888,00;1 889 992,00;28 896,00;1,53
510;6;Кроссинвестбанк;2849;Москва и обл.;1 913 249,00;1 835 965,00;77 284,00;4,21
511;-86;Банк Развития Технологий;3441;Москва и обл.;1 905 092,00;2 706 897,00;-801 805,00;-29,62
512;-7;Тагилбанк;1635;Свердловская обл.;1 898 404,00;1 922 999,00;-24 595,00;-1,28
513;-13;Компания Розничного Кредитования;3385;Москва и обл.;1 893 730,00;1 967 933,00;-74 203,00;-3,77
514;-25;Орловский Социальный Банк;2921;Орловская обл.;1 893 043,00;2 089 978,00;-196 935,00;-9,42
515;4;Уссури;596;Хабаровский край;1 882 827,00;1 790 615,00;92 212,00;5,15
516;8;Тамбовкредитпромбанк;1312;Тамбовская обл.;1 875 288,00;1 754 297,00;120 991,00;6,90
517;6;Гагаринский;606;Москва и обл.;1 863 128,00;1 755 140,00;107 988,00;6,15
518;-5;Нэклис-Банк;1671;Москва и обл.;1 845 373,00;1 864 281,00;-18 908,00;-1,01
519;-12;Холдинг-Кредит;3030;Москва и обл.;1 837 380,00;1 912 417,00;-75 037,00;-3,92
520;-34;Интеркредит;3047;Москва и обл.;1 834 145,00;2 092 484,00;-258 339,00;-12,35
521;-12;Банк Реалист;2646;Москва и обл.;1 799 146,00;1 892 822,00;-93 676,00;-4,95
522;19;Сервис Резерв;2034;Москва и обл.;1 785 306,00;1 642 557,00;142 749,00;8,69
523;-3;Живаго Банк;2065;Рязанская обл.;1 769 866,00;1 778 817,00;-8 951,00;-0,50
524;4;Новопокровский;467;Краснодарский край;1 764 941,00;1 719 368,00;45 573,00;2,65
525;-8;НБК-Банк;3283;Москва и обл.;1 757 044,00;1 825 388,00;-68 344,00;-3,74
526;0;Вологжанин;1896;Вологодская обл.;1 751 020,00;1 743 115,00;7 905,00;0,45
