Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2015, тыс. рублей;Июль, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-2;НИКО-Банк;702;Оренбургская обл.;9 894 554,00;10 253 534,00;-358 980,00;-3,50
262;6;Славия;2664;Москва и обл.;9 842 359,00;9 835 682,00;6 677,00;0,07
263;7;Энергомашбанк;52;Санкт-Петербург и обл.;9 748 076,00;9 787 328,00;-39 252,00;-0,40
264;7;Российская Финансовая Корпорация;3099;Москва и обл.;9 615 198,00;9 780 107,00;-164 909,00;-1,69
265;1;Ставропольпромстройбанк;1288;Ставропольский край;9 582 510,00;9 907 805,00;-325 295,00;-3,28
266;8;Ренессанс;1939;Москва и обл.;9 568 971,00;9 111 042,00;457 929,00;5,03
267;-2;Региональный Банк Развития — Московский филиал;2782;Москва и обл.;9 487 604,00;9 910 440,00;-422 836,00;-4,27
268;-5;СИАБ;3245;Санкт-Петербург и обл.;9 262 631,00;9 965 213,00;-702 582,00;-7,05
269;7;Русский Торговый Банк;2842;Москва и обл.;9 176 172,00;9 065 418,00;110 754,00;1,22
270;-1;Екатеринбург;3161;Свердловская обл.;9 140 439,00;9 802 116,00;-661 677,00;-6,75
271;8;Ассоциация;732;Нижегородская обл.;9 021 377,00;8 775 862,00;245 515,00;2,80
272;10;Эс-Би-Ай Банк;3185;Москва и обл.;9 006 912,00;8 622 425,00;384 487,00;4,46
273;4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;9 002 935,00;8 858 393,00;144 542,00;1,63
274;10;Новопокровский;467;Краснодарский край;8 969 684,00;8 504 688,00;464 996,00;5,47
275;8;Голдман Сакс Банк;3490;Москва и обл.;8 866 899,00;8 617 926,00;248 973,00;2,89
276;22;Региональный Банк Сбережений;3367;Москва и обл.;8 846 163,00;7 911 258,00;934 905,00;11,82
277;33;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;8 831 896,00;7 359 237,00;1 472 659,00;20,01
278;8;Миллениум Банк;3423;Москва и обл.;8 697 562,00;8 311 130,00;386 432,00;4,65
279;-4;Банк БКФ;2684;Москва и обл.;8 680 966,00;9 102 642,00;-421 676,00;-4,63
280;1;Снежинский;1376;Челябинская обл.;8 672 786,00;8 624 625,00;48 161,00;0,56
281;9;Таатта;1249;Саха (Якутия);8 625 836,00;8 292 723,00;333 113,00;4,02
282;9;Северо-Восточный Альянс;2768;Москва и обл.;8 468 119,00;8 263 074,00;205 045,00;2,48
283;-5;Нефтепромбанк;2156;Москва и обл.;8 444 233,00;8 793 164,00;-348 931,00;-3,97
284;10;Милбанк;3256;Москва и обл.;8 443 521,00;8 188 989,00;254 532,00;3,11
285;0;Рускобанк;138;Санкт-Петербург и обл.;8 272 443,00;8 447 463,00;-175 020,00;-2,07
286;6;Московский Нефтехимический Банк;1411;Москва и обл.;8 230 016,00;8 230 317,00;-301,00;-0,00
287;2;Вокбанк;312;Нижегородская обл.;8 196 873,00;8 298 340,00;-101 467,00;-1,22
288;13;Томскпромстройбанк;1720;Томская обл.;8 147 709,00;7 847 294,00;300 415,00;3,83
289;-1;Адмиралтейский;3054;Москва и обл.;8 122 509,00;8 303 203,00;-180 694,00;-2,18
290;5;Датабанк;646;Удмуртия;8 083 868,00;8 059 410,00;24 458,00;0,30
291;17;Кошелев-Банк;3300;Самарская обл.;8 067 367,00;7 506 065,00;561 302,00;7,48
292;4;Верхневолжский;1084;Ярославская обл.;7 983 309,00;8 036 488,00;-53 179,00;-0,66
293;11;Банк Казани;708;Татарстан;7 979 920,00;7 746 345,00;233 575,00;3,02
294;6;Углеметбанк;2997;Челябинская обл.;7 929 338,00;7 847 839,00;81 499,00;1,04
295;-8;ПИР Банк;2655;Москва и обл.;7 924 395,00;8 303 278,00;-378 883,00;-4,56
296;17;Синко-Банк;2838;Москва и обл.;7 863 965,00;7 243 279,00;620 686,00;8,57
297;6;Юг-Инвестбанк;2772;Краснодарский край;7 856 451,00;7 789 762,00;66 689,00;0,86
298;32;Объединенная Расчетная Система;3342;Москва и обл.;7 800 731,00;6 511 644,00;1 289 087,00;19,80
299;7;Финам Банк;2799;Москва и обл.;7 620 558,00;7 659 515,00;-38 957,00;-0,51
300;-1;Альба Альянс;2593;Москва и обл.;7 615 919,00;7 860 360,00;-244 441,00;-3,11
301;8;РусЮгбанк;2093;Волгоградская обл.;7 599 877,00;7 455 745,00;144 132,00;1,93
302;13;Бинбанк Тверь;777;Тверская обл.;7 536 591,00;7 190 197,00;346 394,00;4,82
303;-1;Северный Кредит;2398;Вологодская обл.;7 451 343,00;7 842 388,00;-391 045,00;-4,99
304;10;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 444 218,00;7 194 881,00;249 337,00;3,47
305;22;РЕСО Кредит;3450;Москва и обл.;7 361 579,00;6 552 452,00;809 127,00;12,35
306;5;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 274 036,00;7 269 735,00;4 301,00;0,06
307;5;Белгородсоцбанк;760;Белгородская обл.;7 252 358,00;7 263 131,00;-10 773,00;-0,15
308;8;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 239 265,00;7 080 959,00;158 306,00;2,24
309;-12;ФДБ;3071;Москва и обл.;7 208 577,00;7 989 438,00;-780 861,00;-9,77
310;-3;Экспресс-Кредит;210;Москва и обл.;7 168 569,00;7 632 701,00;-464 132,00;-6,08
311;6;Банк Расчетов и Сбережений;2617;Москва и обл.;7 047 372,00;7 047 372,00;0,00;0
312;12;Эксперт Банк;2949;Омская обл.;7 021 420,00;6 701 792,00;319 628,00;4,77
313;23;Вега-Банк;3270;Москва и обл.;7 015 791,00;6 263 454,00;752 337,00;12,01
314;5;Союзный;3236;Москва и обл.;6 976 563,00;6 876 713,00;99 850,00;1,45
315;7;Славянский Кредит;2960;Москва и обл.;6 942 318,00;6 736 869,00;205 449,00;3,05
316;-23;Руснарбанк;3403;Москва и обл.;6 926 858,00;8 198 183,00;-1 271 325,00;-15,51
317;3;Роспромбанк;3204;Москва и обл.;6 923 923,00;6 874 349,00;49 574,00;0,72
318;3;Век;2299;Москва и обл.;6 874 115,00;6 801 998,00;72 117,00;1,06
319;-1;Торговый Городской Банк;3180;Тверская обл.;6 805 948,00;7 031 864,00;-225 916,00;-3,21
320;3;Чувашкредитпромбанк;1280;Чувашия;6 781 696,00;6 710 797,00;70 899,00;1,06
321;-16;Бинбанк Мурманск;1276;Мурманская обл.;6 779 575,00;7 684 394,00;-904 819,00;-11,77
322;7;Эл Банк;1025;Самарская обл.;6 640 080,00;6 512 215,00;127 865,00;1,96
323;2;Актив Банк;2529;Мордовия;6 622 754,00;6 669 454,00;-46 700,00;-0,70
324;2;Русь;704;Оренбургская обл.;6 597 201,00;6 556 029,00;41 172,00;0,63
325;7;Анкор Банк;889;Татарстан;6 568 366,00;6 405 650,00;162 716,00;2,54
326;5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 430 349,00;6 448 727,00;-18 378,00;-0,28
327;1;Банк Кремлевский;2905;Москва и обл.;6 379 268,00;6 533 036,00;-153 768,00;-2,35
328;7;Леноблбанк;1003;Санкт-Петербург и обл.;6 352 430,00;6 317 006,00;35 424,00;0,56
329;22;Проминвестбанк;2433;Москва и обл.;6 311 085,00;5 568 601,00;742 484,00;13,33
330;4;Банк ПСА Финанс Рус;3481;Москва и обл.;6 274 323,00;6 319 443,00;-45 120,00;-0,71
331;10;Банкхаус Эрбе;1717;Москва и обл.;6 267 644,00;5 933 861,00;333 783,00;5,63
332;5;Банк на Красных Воротах;2472;Москва и обл.;6 253 648,00;6 229 635,00;24 013,00;0,39
333;-60;Азия-Инвест Банк;3303;Москва и обл.;6 241 699,00;9 360 202,00;-3 118 503,00;-33,32
334;-1;Трансстройбанк;2807;Москва и обл.;6 221 083,00;6 381 769,00;-160 686,00;-2,52
335;7;Эргобанк;2856;Москва и обл.;6 184 824,00;5 929 041,00;255 783,00;4,31
336;20;Банк Торгового Финансирования;1982;Москва и обл.;6 180 667,00;5 477 897,00;702 770,00;12,83
337;9;Новый Московский Банк;2932;Москва и обл.;6 152 554,00;5 752 762,00;399 792,00;6,95
338;2;Северный Народный Банк;2721;Коми;5 964 266,00;5 946 106,00;18 160,00;0,31
339;24;Банк Заречье;817;Татарстан;5 960 188,00;5 191 259,00;768 929,00;14,81
340;-2;Кранбанк;2271;Ивановская обл.;5 887 326,00;6 008 362,00;-121 036,00;-2,01
341;6;Экси-Банк;2530;Санкт-Петербург и обл.;5 872 323,00;5 731 529,00;140 794,00;2,46
342;6;Воронеж;654;Воронежская обл.;5 806 003,00;5 630 049,00;175 954,00;3,13
343;-4;Хакасский Муниципальный Банк;1049;Хакасия;5 720 947,00;5 959 195,00;-238 248,00;-4,00
344;8;Нэклис-Банк;1671;Москва и обл.;5 667 967,00;5 529 236,00;138 731,00;2,51
345;-1;РАМ Банк;3480;Москва и обл.;5 658 247,00;5 824 829,00;-166 582,00;-2,86
346;-3;Идея Банк;430;Краснодарский край;5 628 350,00;5 847 140,00;-218 790,00;-3,74
347;-2;Русский Трастовый Банк;1139;Москва и обл.;5 578 861,00;5 804 350,00;-225 489,00;-3,88
348;1;Межтрастбанк;2493;Москва и обл.;5 578 802,00;5 627 899,00;-49 097,00;-0,87
349;13;Банк ИТБ;3128;Москва и обл.;5 471 990,00;5 200 684,00;271 306,00;5,22
350;0;Риабанк;3434;Москва и обл.;5 461 517,00;5 592 790,00;-131 273,00;-2,35
351;3;Мираф-Банк;2244;Омская обл.;5 351 049,00;5 513 829,00;-162 780,00;-2,95
352;7;Ю Би Эс Банк;3463;Москва и обл.;5 347 257,00;5 309 846,00;37 411,00;0,70
353;2;Промрегионбанк;2123;Томская обл.;5 327 428,00;5 478 664,00;-151 236,00;-2,76
354;7;Банк Раунд;2506;Москва и обл.;5 309 484,00;5 262 913,00;46 571,00;0,88
355;13;Коммерческий Индо Банк;3446;Москва и обл.;5 299 674,00;5 052 152,00;247 522,00;4,90
356;4;Бинбанк Столица;3052;Москва и обл.;5 296 205,00;5 301 333,00;-5 128,00;-0,10
357;0;Национальный Залоговый Банк;2944;Москва и обл.;5 284 436,00;5 391 589,00;-107 153,00;-1,99
358;19;Платина;2347;Москва и обл.;5 279 916,00;4 939 958,00;339 958,00;6,88
359;-6;Донкомбанк;492;Ростовская обл.;5 279 822,00;5 523 541,00;-243 719,00;-4,41
360;18;Нейва;1293;Свердловская обл.;5 240 406,00;4 908 305,00;332 101,00;6,77
361;4;Бинбанк Смоленск;1957;Смоленская обл.;5 205 092,00;5 136 571,00;68 521,00;1,33
362;17;Банк Инноваций и Развития;2647;Москва и обл.;5 191 850,00;4 887 266,00;304 584,00;6,23
363;1;НБК-Банк;3283;Москва и обл.;5 184 823,00;5 172 273,00;12 550,00;0,24
364;-6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 156 950,00;5 324 255,00;-167 305,00;-3,14
365;8;Мосуралбанк;2468;Москва и обл.;5 144 904,00;5 016 788,00;128 116,00;2,55
366;1;Камский Коммерческий Банк;438;Татарстан;5 137 187,00;5 071 957,00;65 230,00;1,29
367;15;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 134 307,00;4 847 739,00;286 568,00;5,91
368;1;Владпромбанк;870;Владимирская обл.;5 060 331,00;5 024 831,00;35 500,00;0,71
369;3;Газстройбанк;2919;Москва и обл.;5 022 799,00;5 018 035,00;4 764,00;0,09
370;10;Автоградбанк;1455;Татарстан;5 011 913,00;4 879 288,00;132 625,00;2,72
371;15;Международный Коммерческий Банк;2524;Москва и обл.;4 964 724,00;4 791 225,00;173 499,00;3,62
372;9;Сибсоцбанк;2015;Алтайский край;4 963 035,00;4 874 159,00;88 876,00;1,82
373;-3;Московский Коммерческий Банк;3172;Москва и обл.;4 950 551,00;5 023 018,00;-72 467,00;-1,44
374;15;Еврокредит;2957;Москва и обл.;4 945 153,00;4 704 305,00;240 848,00;5,12
375;13;Новобанк;1352;Новгородская обл.;4 860 496,00;4 775 107,00;85 389,00;1,79
376;-1;Енисейский Объединенный Банк;2645;Красноярский край;4 834 536,00;4 973 718,00;-139 182,00;-2,80
377;6;Конфидэнс Банк;970;Костромская обл.;4 831 085,00;4 833 153,00;-2 068,00;-0,04
378;6;МС Банк Рус;2789;Москва и обл.;4 813 031,00;4 802 174,00;10 857,00;0,23
379;8;Межрегиональный промышленно-строительный банк;752;Мордовия;4 794 408,00;4 789 273,00;5 135,00;0,11
380;5;Горбанк;2982;Санкт-Петербург и обл.;4 721 875,00;4 792 040,00;-70 165,00;-1,46
381;9;ВостСибтранскомбанк;2731;Иркутская обл.;4 708 685,00;4 696 650,00;12 035,00;0,26
382;21;Земский Банк;2900;Самарская обл.;4 683 495,00;4 200 365,00;483 130,00;11,50
383;13;Ринвестбанк;3262;Рязанская обл.;4 643 367,00;4 510 608,00;132 759,00;2,94
384;7;Кузнецкий;609;Пензенская обл.;4 638 571,00;4 691 978,00;-53 407,00;-1,14
385;13;Промэнергобанк;2728;Вологодская обл.;4 636 447,00;4 352 679,00;283 768,00;6,52
386;7;Зернобанк;2337;Алтайский край;4 621 972,00;4 649 996,00;-28 024,00;-0,60
387;-16;Москва-Сити;3247;Москва и обл.;4 621 646,00;5 021 317,00;-399 671,00;-7,96
388;30;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 617 491,00;3 769 798,00;847 693,00;22,49
389;10;Руссобанк;2313;Москва и обл.;4 568 760,00;4 338 898,00;229 862,00;5,30
390;52;Приско Капитал Банк;2537;Москва и обл.;4 524 505,00;3 360 686,00;1 163 819,00;34,63
391;6;Зенит Сочи;232;Краснодарский край;4 507 909,00;4 477 651,00;30 258,00;0,68
392;14;Экономикс-Банк;2136;Москва и обл.;4 481 033,00;4 061 301,00;419 732,00;10,33
393;-1;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 429 254,00;4 676 489,00;-247 235,00;-5,29
394;6;Уралкапиталбанк;2519;Башкортостан;4 411 932,00;4 289 562,00;122 370,00;2,85
395;22;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;4 407 558,00;3 773 777,00;633 781,00;16,79
396;8;Содружество;2923;Москва и обл.;4 373 751,00;4 114 216,00;259 535,00;6,31
397;-3;Банк Развития Технологий;3441;Москва и обл.;4 364 650,00;4 585 737,00;-221 087,00;-4,82
398;3;Уссури;596;Хабаровский край;4 345 705,00;4 274 788,00;70 917,00;1,66
399;-4;Итуруп;2390;Сахалинская обл.;4 328 202,00;4 528 875,00;-200 673,00;-4,43
400;9;Венец;524;Ульяновская обл.;4 202 079,00;3 994 970,00;207 109,00;5,18
401;28;Невский Банк;1068;Санкт-Петербург и обл.;4 166 650,00;3 550 367,00;616 283,00;17,36
402;5;Стройлесбанк;2995;Тюменская обл.;4 132 290,00;4 041 216,00;91 074,00;2,25
403;-37;Кузнецкий Мост;2254;Москва и обл.;4 108 870,00;5 109 207,00;-1 000 337,00;-19,58
404;1;ФорБанк;2063;Москва и обл.;4 090 829,00;4 070 747,00;20 082,00;0,49
405;14;РТС-Банк;3401;Самарская обл.;3 981 058,00;3 760 827,00;220 231,00;5,86
406;8;Финансово-Промышленный Капитал;3295;Москва и обл.;3 960 893,00;3 826 336,00;134 557,00;3,52
407;1;Народный Доверительный Банк;2374;Москва и обл.;3 948 923,00;4 009 521,00;-60 598,00;-1,51
408;7;Роял Кредит Банк;783;Хабаровский край;3 948 574,00;3 805 872,00;142 702,00;3,75
409;2;ИТ Банк;2609;Омская обл.;3 896 219,00;3 959 431,00;-63 212,00;-1,60
410;16;Газтрансбанк;665;Адыгея;3 877 222,00;3 664 987,00;212 235,00;5,79
411;13;Лесбанк;1598;Москва и обл.;3 845 300,00;3 717 597,00;127 703,00;3,44
412;11;Межрегионбанк;1059;Москва и обл.;3 826 695,00;3 727 748,00;98 947,00;2,65
413;-11;Крыловский;456;Краснодарский край;3 825 753,00;4 239 248,00;-413 495,00;-9,75
414;11;Промсельхозбанк;538;Москва и обл.;3 809 597,00;3 700 996,00;108 601,00;2,93
415;6;Айви Банк;2055;Москва и обл.;3 801 929,00;3 739 778,00;62 151,00;1,66
416;-3;Смартбанк;3408;Москва и обл.;3 730 629,00;3 838 573,00;-107 944,00;-2,81
417;3;Гринфилдбанк;2711;Москва и обл.;3 714 692,00;3 756 470,00;-41 778,00;-1,11
418;9;Финанс Бизнес Банк;520;Москва и обл.;3 631 323,00;3 620 572,00;10 751,00;0,30
419;-3;Мастер-Капитал;3011;Москва и обл.;3 623 744,00;3 793 535,00;-169 791,00;-4,48
420;-8;Евразийский Банк;969;Москва и обл.;3 598 873,00;3 843 621,00;-244 748,00;-6,37
421;7;Бланк Банк;2368;Москва и обл.;3 595 246,00;3 590 845,00;4 401,00;0,12
422;10;Банк Экономический Союз;2798;Москва и обл.;3 541 450,00;3 515 332,00;26 118,00;0,74
423;16;Международный Банк Развития;2704;Москва и обл.;3 532 681,00;3 416 346,00;116 335,00;3,41
424;-2;Церих;3278;Орловская обл.;3 530 365,00;3 730 779,00;-200 414,00;-5,37
425;12;Уралпромбанк;2964;Челябинская обл.;3 488 348,00;3 444 413,00;43 935,00;1,28
426;26;Енисей;474;Красноярский край;3 480 024,00;3 212 250,00;267 774,00;8,34
427;6;Русский Национальный Банк;469;Ростовская обл.;3 472 011,00;3 510 489,00;-38 478,00;-1,10
428;7;Вологжанин;1896;Вологодская обл.;3 455 299,00;3 471 409,00;-16 110,00;-0,46
429;1;Профессионал Банк;3296;Москва и обл.;3 441 699,00;3 539 724,00;-98 025,00;-2,77
430;14;Центрально-Европейский Банк;2670;Москва и обл.;3 436 648,00;3 337 496,00;99 152,00;2,97
431;10;Витабанк;356;Санкт-Петербург и обл.;3 435 332,00;3 387 212,00;48 120,00;1,42
432;-1;Аксонбанк;680;Костромская обл.;3 424 221,00;3 520 007,00;-95 786,00;-2,72
433;15;Сибэс;208;Омская обл.;3 412 438,00;3 285 317,00;127 121,00;3,87
434;16;Капиталбанк;2547;Ростовская обл.;3 411 307,00;3 268 389,00;142 918,00;4,37
435;5;Банкирский Дом;2928;Санкт-Петербург и обл.;3 394 910,00;3 388 029,00;6 881,00;0,20
436;11;Агророс;2860;Саратовская обл.;3 394 900,00;3 308 588,00;86 312,00;2,61
437;-1;Ермак;1809;Ханты-Мансийский АО — Югра;3 389 560,00;3 455 175,00;-65 615,00;-1,90
438;7;Живаго Банк;2065;Рязанская обл.;3 377 029,00;3 323 378,00;53 651,00;1,61
439;14;Лада-Кредит;2668;Москва и обл.;3 352 457,00;3 186 424,00;166 033,00;5,21
440;43;Н-Банк;3493;Москва и обл.;3 348 185,00;2 791 408,00;556 777,00;19,95
441;2;Алтайкапиталбанк;2659;Алтайский край;3 342 147,00;3 359 709,00;-17 562,00;-0,52
442;44;Рапида;3371;Москва и обл.;3 327 488,00;2 765 785,00;561 703,00;20,31
443;6;МФБанк;3163;Москва и обл.;3 275 789,00;3 281 097,00;-5 308,00;-0,16
444;-34;УМ-Банк;1441;Свердловская обл.;3 268 393,00;3 980 342,00;-711 949,00;-17,89
445;-11;Камчаткомагропромбанк;545;Камчатская обл.;3 251 028,00;3 502 896,00;-251 868,00;-7,19
446;19;Выборг-Банк;720;Санкт-Петербург и обл.;3 250 006,00;3 032 687,00;217 319,00;7,17
447;4;ИСБ;3010;Москва и обл.;3 221 441,00;3 229 843,00;-8 402,00;-0,26
448;8;Констанс-Банк;2228;Санкт-Петербург и обл.;3 219 418,00;3 130 189,00;89 229,00;2,85
449;15;Донхлеббанк;2285;Ростовская обл.;3 208 025,00;3 033 881,00;174 144,00;5,74
450;-4;Океан Банк;1697;Москва и обл.;3 206 593,00;3 318 608,00;-112 015,00;-3,38
451;9;НОКССбанк;3202;Волгоградская обл.;3 189 930,00;3 092 768,00;97 162,00;3,14
452;9;Форус Банк;3457;Нижегородская обл.;3 188 643,00;3 048 498,00;140 145,00;4,60
453;1;Юнистрим;3467;Москва и обл.;3 186 507,00;3 138 895,00;47 612,00;1,52
454;4;Богородский Муниципальный Банк;2992;Москва и обл.;3 153 653,00;3 119 004,00;34 649,00;1,11
455;17;Братский АНКБ;1144;Иркутская обл.;3 146 853,00;2 954 661,00;192 192,00;6,50
456;1;Джаст Банк;3503;Москва и обл.;3 138 761,00;3 125 746,00;13 015,00;0,42
457;-2;РБА;3413;Москва и обл.;3 137 309,00;3 132 975,00;4 334,00;0,14
458;1;Росбизнесбанк;1405;Москва и обл.;3 136 818,00;3 115 212,00;21 606,00;0,69
459;4;Кубанский Универсальный Банк;2898;Краснодарский край;3 125 599,00;3 039 433,00;86 166,00;2,83
460;7;Новое Время;3492;Москва и обл.;3 065 681,00;3 021 743,00;43 938,00;1,45
461;7;Реалист Банк;1067;Иркутская обл.;3 060 527,00;2 994 813,00;65 714,00;2,19
462;0;ЕвроАксис Банк;3273;Москва и обл.;3 035 276,00;3 046 042,00;-10 766,00;-0,35
463;10;Оргбанк;3312;Москва и обл.;3 033 213,00;2 952 885,00;80 328,00;2,72
464;15;Мегаполис;3265;Чувашия;3 017 540,00;2 889 773,00;127 767,00;4,42
465;17;Объединенный Резервный Банк;937;Москва и обл.;2 977 868,00;2 814 690,00;163 178,00;5,80
466;3;Иваново;1763;Ивановская обл.;2 977 480,00;2 972 463,00;5 017,00;0,17
467;34;Система;2846;Москва и обл.;2 972 391,00;2 564 206,00;408 185,00;15,92
468;6;Крокус-Банк;2682;Москва и обл.;2 965 744,00;2 933 093,00;32 651,00;1,11
469;18;Метрополь;1639;Москва и обл.;2 961 844,00;2 761 777,00;200 067,00;7,24
470;10;Евроальянс;1781;Ивановская обл.;2 936 376,00;2 884 204,00;52 172,00;1,81
471;4;Элита;1399;Калужская обл.;2 926 689,00;2 929 098,00;-2 409,00;-0,08
472;4;Аспект;608;Москва и обл.;2 910 096,00;2 913 270,00;-3 174,00;-0,11
473;20;Первый Клиентский Банк;3436;Москва и обл.;2 895 639,00;2 671 921,00;223 718,00;8,37
474;-4;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 886 247,00;2 959 150,00;-72 903,00;-2,46
475;17;Кроссинвестбанк;2849;Москва и обл.;2 885 565,00;2 676 214,00;209 351,00;7,82
476;5;Долинск;857;Сахалинская обл.;2 884 152,00;2 877 109,00;7 043,00;0,24
477;7;Прайм Финанс;2758;Санкт-Петербург и обл.;2 840 524,00;2 787 230,00;53 294,00;1,91
478;45;Межбанковский Кредитный Союз;3242;Москва и обл.;2 835 825,00;2 285 852,00;549 973,00;24,06
479;-13;Далена Банк;1948;Москва и обл.;2 832 160,00;3 026 721,00;-194 561,00;-6,43
480;-2;Витязь;2890;Москва и обл.;2 816 449,00;2 891 514,00;-75 065,00;-2,60
481;8;Костромаселькомбанк;1115;Костромская обл.;2 800 320,00;2 710 399,00;89 921,00;3,32
482;-5;Интеркредит;3047;Москва и обл.;2 795 221,00;2 906 250,00;-111 029,00;-3,82
483;2;Лайтбанк;3177;Москва и обл.;2 757 190,00;2 781 028,00;-23 838,00;-0,86
484;20;Зираат Банк;2559;Москва и обл.;2 749 977,00;2 547 016,00;202 961,00;7,97
485;9;Бест Эффортс Банк;435;Москва и обл.;2 724 827,00;2 668 161,00;56 666,00;2,12
486;29;Первый Инвестиционный Банк;604;Москва и обл.;2 721 317,00;2 430 375,00;290 942,00;11,97
487;22;Кросна-Банк;2607;Москва и обл.;2 670 140,00;2 483 976,00;186 164,00;7,49
488;9;НСТ-Банк;1738;Оренбургская обл.;2 659 236,00;2 633 599,00;25 637,00;0,97
489;9;ЮMoney;3510;Россия;2 658 204,00;2 616 610,00;41 594,00;1,59
490;9;Заубер Банк;1614;Санкт-Петербург и обл.;2 649 760,00;2 607 176,00;42 584,00;1,63
491;-20;Национальный Корпоративный Банк;3422;Москва и обл.;2 639 096,00;2 958 062,00;-318 966,00;-10,78
492;-2;Народный Банк;2249;Карачаево-Черкесия;2 630 556,00;2 707 135,00;-76 579,00;-2,83
493;-5;Интерактивный Банк;3378;Москва и обл.;2 597 562,00;2 725 658,00;-128 096,00;-4,70
494;6;Апабанк;2404;Москва и обл.;2 593 960,00;2 601 884,00;-7 924,00;-0,30
495;12;Ростфинанс;481;Ростовская обл.;2 584 191,00;2 501 801,00;82 390,00;3,29
496;0;Богородский;1277;Нижегородская обл.;2 569 838,00;2 651 367,00;-81 529,00;-3,07
497;14;Региональный Коммерческий Банк;836;Ульяновская обл.;2 567 917,00;2 478 144,00;89 773,00;3,62
498;7;Столичный Кредит;2853;Москва и обл.;2 558 898,00;2 534 167,00;24 731,00;0,98
499;-4;Банк Реалист;2646;Москва и обл.;2 553 669,00;2 658 077,00;-104 408,00;-3,93
500;10;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 501 193,00;2 479 624,00;21 569,00;0,87
501;-10;Сириус;3506;Омская обл.;2 481 215,00;2 692 541,00;-211 326,00;-7,85
502;0;Проинвестбанк;784;Пермская обл.;2 467 942,00;2 553 724,00;-85 782,00;-3,36
503;3;Йошкар-Ола;2802;Марий Эл;2 456 182,00;2 517 802,00;-61 620,00;-2,45
504;13;Банк ВВБ;1093;Севастополь;2 422 255,00;2 419 105,00;3 150,00;0,13
505;13;Владбизнесбанк;903;Владимирская обл.;2 408 956,00;2 361 752,00;47 204,00;2,00
506;10;ИРС;272;Москва и обл.;2 407 264,00;2 429 061,00;-21 797,00;-0,90
507;1;К2 Банк;2851;Карачаево-Черкесия;2 389 894,00;2 489 406,00;-99 512,00;-4,00
508;5;Унифондбанк;3416;Москва и обл.;2 383 223,00;2 441 500,00;-58 277,00;-2,39
509;10;Радиотехбанк;1166;Нижегородская обл.;2 367 398,00;2 322 857,00;44 541,00;1,92
510;12;Газнефтьбанк;3223;Саратовская обл.;2 355 111,00;2 308 962,00;46 149,00;2,00
511;3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 342 412,00;2 440 061,00;-97 649,00;-4,00
512;0;Преодоление;2649;Москва и обл.;2 325 971,00;2 445 731,00;-119 760,00;-4,90
513;35;Банк Премьер Кредит;1663;Москва и обл.;2 314 565,00;2 038 274,00;276 291,00;13,56
514;17;Татагропромбанк;728;Татарстан;2 292 680,00;2 184 127,00;108 553,00;4,97
515;13;Кредит Экспресс;3186;Ростовская обл.;2 290 633,00;2 208 224,00;82 409,00;3,73
516;9;Резерв;2364;Челябинская обл.;2 261 972,00;2 240 989,00;20 983,00;0,94
517;232;Еврокапитал-Альянс;2672;Ярославская обл.;2 241 617,00;318 035,00;1 923 582,00;604,83
518;8;Викинг;2;Санкт-Петербург и обл.;2 209 721,00;2 231 689,00;-21 968,00;-0,98
519;19;Международный Строительный Банк;3484;Москва и обл.;2 206 058,00;2 142 831,00;63 227,00;2,95
520;14;Новация;840;Адыгея;2 198 717,00;2 158 601,00;40 116,00;1,86
521;31;Жилкредит;1736;Москва и обл.;2 189 244,00;2 007 818,00;181 426,00;9,04
522;8;Вкабанк;1027;Астраханская обл.;2 187 891,00;2 190 605,00;-2 714,00;-0,12
523;6;Капитал;575;Москва и обл.;2 169 773,00;2 192 833,00;-23 060,00;-1,05
524;12;Канский;860;Красноярский край;2 169 168,00;2 151 015,00;18 153,00;0,84
525;-1;Алтынбанк;2070;Татарстан;2 156 332,00;2 259 193,00;-102 861,00;-4,55
526;14;Бум-Банк;1137;Кабардино-Балкария;2 151 091,00;2 121 434,00;29 657,00;1,40
527;6;Яринтербанк;2564;Ярославская обл.;2 135 878,00;2 159 155,00;-23 277,00;-1,08
528;-8;Современные Стандарты Бизнеса;3397;Москва и обл.;2 113 421,00;2 321 057,00;-207 636,00;-8,95
529;10;Социум-Банк;2881;Москва и обл.;2 112 029,00;2 124 861,00;-12 832,00;-0,60
