Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2011, тыс. рублей;Ноябрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-7;БайкалБанк;2632;Бурятия;8 539 562,00;8 553 114,00;-13 552,00;-0,16
262;-5;Евромет;2902;Москва и обл.;8 348 555,00;8 375 635,00;-27 080,00;-0,32
263;5;МАК-Банк;1088;Москва и обл.;8 283 571,00;7 629 883,00;653 688,00;8,57
264;-6;РусЮгбанк;2093;Волгоградская обл.;8 270 388,00;8 347 176,00;-76 788,00;-0,92
265;6;Международный Банк Развития;2704;Москва и обл.;8 254 931,00;7 575 084,00;679 847,00;8,97
266;-10;Промсбербанк;1043;Москва и обл.;8 238 169,00;8 432 007,00;-193 838,00;-2,30
267;-6;Нефтяной Альянс;2859;Москва и обл.;8 180 906,00;8 115 369,00;65 537,00;0,81
268;-4;Адмиралтейский;3054;Москва и обл.;8 111 779,00;7 929 181,00;182 598,00;2,30
269;20;Русьуниверсалбанк;3293;Москва и обл.;8 026 546,00;6 644 889,00;1 381 657,00;20,79
270;26;Новый Московский Банк;2932;Москва и обл.;8 018 102,00;6 376 341,00;1 641 761,00;25,75
271;-12;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;7 920 943,00;8 281 491,00;-360 548,00;-4,35
272;10;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 893 497,00;7 106 088,00;787 409,00;11,08
273;3;Банк Акцепт;567;Новосибирская обл.;7 876 264,00;7 309 666,00;566 598,00;7,75
274;-4;Екатеринбург;3161;Свердловская обл.;7 826 680,00;7 606 510,00;220 170,00;2,89
275;41;АйСиБиСи Банк;3475;Москва и обл.;7 767 937,00;5 725 375,00;2 042 562,00;35,68
276;3;НОМОС-Банк-Сибирь;410;Новосибирская обл.;7 623 271,00;7 211 275,00;411 996,00;5,71
277;-3;Снежинский;1376;Челябинская обл.;7 595 488,00;7 534 208,00;61 280,00;0,81
278;-6;Северо-Восточный Альянс;2768;Москва и обл.;7 520 768,00;7 545 962,00;-25 194,00;-0,33
279;-10;Метробанк;2548;Москва и обл.;7 512 687,00;7 626 633,00;-113 946,00;-1,49
280;-14;Бэнк оф Чайна;2309;Москва и обл.;7 434 618,00;7 792 525,00;-357 907,00;-4,59
281;72;Кузнецкий Мост;2254;Москва и обл.;7 426 523,00;4 632 961,00;2 793 562,00;60,30
282;2;Волго-Камский Банк;282;Самарская обл.;7 368 110,00;6 996 749,00;371 361,00;5,31
283;-10;Крокус-Банк;2682;Москва и обл.;7 365 523,00;7 535 157,00;-169 634,00;-2,25
284;-6;Унифин;2654;Москва и обл.;7 263 155,00;7 218 085,00;45 070,00;0,62
285;-2;Кредит-Москва;5;Москва и обл.;7 241 245,00;6 998 278,00;242 967,00;3,47
286;5;Экспресс;3084;Дагестан;7 238 080,00;6 585 344,00;652 736,00;9,91
287;-10;АФ Банк;991;Башкортостан;7 221 349,00;7 237 518,00;-16 169,00;-0,22
288;-7;Белгородсоцбанк;760;Белгородская обл.;7 211 163,00;7 184 343,00;26 820,00;0,37
289;9;Первый Экспресс;3237;Тульская обл.;7 125 456,00;6 166 109,00;959 347,00;15,56
290;-2;Славянский Кредит;2960;Москва и обл.;7 076 571,00;6 648 282,00;428 289,00;6,44
291;-5;ОПМ-Банк;2734;Москва и обл.;7 010 054,00;6 803 433,00;206 621,00;3,04
292;-5;КС Банк;1752;Мордовия;6 946 621,00;6 655 735,00;290 886,00;4,37
293;-8;Ставропольпромстройбанк;1288;Ставропольский край;6 925 919,00;6 949 749,00;-23 830,00;-0,34
294;3;РосинтерБанк;226;Москва и обл.;6 846 253,00;6 242 988,00;603 265,00;9,66
295;4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 813 184,00;6 163 908,00;649 276,00;10,53
296;21;Русский Ипотечный Банк;1968;Москва и обл.;6 803 201,00;5 705 670,00;1 097 531,00;19,24
297;28;НИКО-Банк;702;Оренбургская обл.;6 705 296,00;5 329 663,00;1 375 633,00;25,81
298;10;Хованский;2145;Москва и обл.;6 629 592,00;5 894 570,00;735 022,00;12,47
299;-19;Платежный Центр;3166;Новосибирская обл.;6 618 500,00;7 203 556,00;-585 056,00;-8,12
300;2;Темпбанк;55;Москва и обл.;6 608 936,00;6 067 710,00;541 226,00;8,92
301;-11;Банк Финсервис;3388;Москва и обл.;6 567 370,00;6 636 116,00;-68 746,00;-1,04
302;-9;Росавтобанк;2767;Москва и обл.;6 560 108,00;6 464 318,00;95 790,00;1,48
303;-11;Русь;704;Оренбургская обл.;6 527 802,00;6 543 878,00;-16 076,00;-0,25
304;-9;Международный Коммерческий Банк;2524;Москва и обл.;6 350 312,00;6 387 634,00;-37 322,00;-0,58
305;-4;Финам Банк;2799;Москва и обл.;6 289 523,00;6 105 807,00;183 716,00;3,01
306;7;Автоторгбанк;2776;Москва и обл.;6 166 570,00;5 739 638,00;426 932,00;7,44
307;-2;Банк Инноваций и Развития;2647;Москва и обл.;6 163 830,00;6 011 039,00;152 791,00;2,54
308;30;Транснациональный Банк;2108;Москва и обл.;6 089 264,00;5 054 022,00;1 035 242,00;20,48
309;0;РАМ Банк;3480;Москва и обл.;6 036 158,00;5 791 503,00;244 655,00;4,22
310;-6;Томскпромстройбанк;1720;Томская обл.;6 023 707,00;6 016 292,00;7 415,00;0,12
311;-8;Тусар;2712;Москва и обл.;6 018 017,00;6 047 020,00;-29 003,00;-0,48
312;15;Солид Банк;1329;Камчатская обл.;6 002 551,00;5 310 145,00;692 406,00;13,04
313;-7;Волга-Кредит;1153;Самарская обл.;5 993 387,00;5 968 484,00;24 903,00;0,42
314;-7;Югра;880;Тюменская обл.;5 949 431,00;5 925 976,00;23 455,00;0,40
315;26;Ишбанк;2867;Москва и обл.;5 918 454,00;5 009 958,00;908 496,00;18,13
316;-5;Датабанк;646;Удмуртия;5 861 333,00;5 774 244,00;87 089,00;1,51
317;-7;Уралкапиталбанк;2519;Башкортостан;5 845 210,00;5 785 031,00;60 179,00;1,04
318;6;Банк на Красных Воротах;2472;Москва и обл.;5 803 574,00;5 340 768,00;462 806,00;8,67
319;4;Банк Казани;708;Татарстан;5 759 637,00;5 422 212,00;337 425,00;6,22
320;10;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 752 096,00;5 238 682,00;513 414,00;9,80
321;-3;Рускобанк;138;Санкт-Петербург и обл.;5 742 903,00;5 661 355,00;81 548,00;1,44
322;4;ПИР Банк;2655;Москва и обл.;5 742 261,00;5 322 421,00;419 840,00;7,89
323;-11;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 725 496,00;5 768 431,00;-42 935,00;-0,74
324;-9;ПВ-Банк;634;Ульяновская обл.;5 723 371,00;5 726 563,00;-3 192,00;-0,06
325;-4;Миллениум Банк;3423;Москва и обл.;5 686 401,00;5 513 789,00;172 612,00;3,13
326;-7;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 639 883,00;5 646 204,00;-6 321,00;-0,11
327;5;Бланк Банк;2368;Москва и обл.;5 499 041,00;5 234 927,00;264 114,00;5,05
328;-14;Банк Торгового Финансирования;1982;Москва и обл.;5 468 516,00;5 734 480,00;-265 964,00;-4,64
329;-35;Ю Би Эс Банк;3463;Москва и обл.;5 451 960,00;6 394 592,00;-942 632,00;-14,74
330;7;Монолит;1967;Москва и обл.;5 444 610,00;5 115 611,00;328 999,00;6,43
331;-2;Бенифит-Банк;3229;Москва и обл.;5 409 799,00;5 242 158,00;167 641,00;3,20
332;-12;Волжский Социальный Банк;2428;Самарская обл.;5 388 286,00;5 534 339,00;-146 053,00;-2,64
333;0;Бинбанк Тверь;777;Тверская обл.;5 334 718,00;5 224 453,00;110 265,00;2,11
334;5;Славия;2664;Москва и обл.;5 326 801,00;5 053 178,00;273 623,00;5,41
335;12;Проминвестбанк;2433;Москва и обл.;5 307 678,00;4 855 886,00;451 792,00;9,30
336;7;Агросоюз;1459;Оренбургская обл.;5 283 778,00;4 890 204,00;393 574,00;8,05
337;-6;Потенциал;1019;Самарская обл.;5 258 990,00;5 235 919,00;23 071,00;0,44
338;-4;Автоградбанк;1455;Татарстан;5 239 464,00;5 213 230,00;26 234,00;0,50
339;-3;ЕвроситиБанк;1869;Ставропольский край;5 168 337,00;5 129 731,00;38 606,00;0,75
340;-5;Альба Альянс;2593;Москва и обл.;5 165 756,00;5 156 039,00;9 717,00;0,19
341;-41;Банк Раунд;2506;Москва и обл.;5 155 661,00;6 144 942,00;-989 281,00;-16,10
342;7;Трансстройбанк;2807;Москва и обл.;5 120 221,00;4 804 578,00;315 643,00;6,57
343;-3;Экспресс-Кредит;210;Москва и обл.;5 094 189,00;5 030 009,00;64 180,00;1,28
344;-16;Бинбанк Мурманск;1276;Мурманская обл.;5 037 643,00;5 246 486,00;-208 843,00;-3,98
345;-1;Северный Народный Банк;2721;Коми;5 004 159,00;4 883 150,00;121 009,00;2,48
346;27;Экономикс-Банк;2136;Москва и обл.;4 967 207,00;4 325 363,00;641 844,00;14,84
347;13;ФДБ;3071;Москва и обл.;4 921 826,00;4 506 530,00;415 296,00;9,22
348;-3;Юг-Инвестбанк;2772;Краснодарский край;4 909 469,00;4 878 942,00;30 527,00;0,63
349;-27;Вега-Банк;3270;Москва и обл.;4 898 916,00;5 479 206,00;-580 290,00;-10,59
350;9;Национальный Залоговый Банк;2944;Москва и обл.;4 826 428,00;4 509 523,00;316 905,00;7,03
351;0;Сиббизнесбанк;2539;Тюменская обл.;4 755 799,00;4 695 324,00;60 475,00;1,29
352;148;Фольксваген Банк Рус;3500;Москва и обл.;4 740 104,00;2 447 817,00;2 292 287,00;93,65
353;-7;Региональный Банк Развития;2782;Башкортостан;4 715 085,00;4 873 493,00;-158 408,00;-3,25
354;0;Актив Банк;2529;Мордовия;4 697 708,00;4 601 548,00;96 160,00;2,09
355;-5;Софрино;2972;Москва и обл.;4 664 704,00;4 733 902,00;-69 198,00;-1,46
356;-14;Банк Кремлевский;2905;Москва и обл.;4 646 189,00;4 909 829,00;-263 640,00;-5,37
357;15;Голдман Сакс Банк;3490;Москва и обл.;4 641 125,00;4 343 120,00;298 005,00;6,86
358;10;Банкхаус Эрбе;1717;Москва и обл.;4 576 729,00;4 410 928,00;165 801,00;3,76
359;-11;Стратегия;2801;Москва и обл.;4 561 399,00;4 814 659,00;-253 260,00;-5,26
360;4;Платина;2347;Москва и обл.;4 534 758,00;4 444 243,00;90 515,00;2,04
361;4;Ассоциация;732;Нижегородская обл.;4 534 019,00;4 438 402,00;95 617,00;2,15
362;41;Военно-Промышленный Банк;3065;Москва и обл.;4 528 003,00;3 737 813,00;790 190,00;21,14
363;-7;Генбанк;2490;Москва и обл.;4 523 158,00;4 537 702,00;-14 544,00;-0,32
364;11;Белгородпромстройбанк;1816;Белгородская обл.;4 510 832,00;4 289 442,00;221 390,00;5,16
365;1;Чувашкредитпромбанк;1280;Чувашия;4 504 169,00;4 422 291,00;81 878,00;1,85
366;-5;Промтрансбанк;2638;Башкортостан;4 502 366,00;4 502 706,00;-340,00;-0,01
367;0;Сибсоцбанк;2015;Алтайский край;4 473 097,00;4 411 190,00;61 907,00;1,40
368;6;Аскольд;2480;Смоленская обл.;4 472 939,00;4 316 867,00;156 072,00;3,62
369;19;Ренессанс;1939;Москва и обл.;4 441 095,00;3 981 755,00;459 340,00;11,54
370;0;Московский Нефтехимический Банк;1411;Москва и обл.;4 436 575,00;4 364 435,00;72 140,00;1,65
371;9;Нэклис-Банк;1671;Москва и обл.;4 426 870,00;4 106 310,00;320 560,00;7,81
372;4;Лесбанк;1598;Москва и обл.;4 426 769,00;4 265 571,00;161 198,00;3,78
373;6;Вокбанк;312;Нижегородская обл.;4 419 433,00;4 153 882,00;265 551,00;6,39
374;30;Коммерческий Банк Развития;3364;Москва и обл.;4 409 714,00;3 731 706,00;678 008,00;18,17
375;-18;Дагэнергобанк;3286;Дагестан;4 399 249,00;4 531 838,00;-132 589,00;-2,93
376;-24;Дил-Банк;3384;Москва и обл.;4 387 097,00;4 641 080,00;-253 983,00;-5,47
377;-19;Сибнефтебанк;385;Тюменская обл.;4 383 991,00;4 514 065,00;-130 074,00;-2,88
378;-7;Витас Банк;1955;Москва и обл.;4 368 938,00;4 354 944,00;13 994,00;0,32
379;-10;Бинбанк Смоленск;1957;Смоленская обл.;4 317 164,00;4 391 520,00;-74 356,00;-1,69
380;-17;Анкор Банк;889;Татарстан;4 302 492,00;4 449 768,00;-147 276,00;-3,31
381;6;Эксперт Банк;2949;Омская обл.;4 269 678,00;3 999 648,00;270 030,00;6,75
382;-5;Реалист Банк;1067;Иркутская обл.;4 254 397,00;4 260 907,00;-6 510,00;-0,15
383;-5;Зернобанк;2337;Алтайский край;4 217 147,00;4 232 149,00;-15 002,00;-0,35
384;16;Профит Банк;3234;Москва и обл.;4 207 427,00;3 783 613,00;423 814,00;11,20
385;31;Банк Развития Технологий;3441;Москва и обл.;4 200 399,00;3 444 883,00;755 516,00;21,93
386;0;;;;4 168 661,00;4 016 160,00;152 501,00;3,80
387;-3;Банк БКФ;2684;Москва и обл.;4 165 275,00;4 038 013,00;127 262,00;3,15
388;18;ОФК Банк;2270;Москва и обл.;4 148 465,00;3 710 836,00;437 629,00;11,79
389;-27;Лада-Кредит;2668;Самарская обл.;4 124 069,00;4 457 902,00;-333 833,00;-7,49
390;3;Хлебобанк;1812;Москва и обл.;4 114 722,00;3 922 698,00;192 024,00;4,90
391;-10;Енисейский Объединенный Банк;2645;Красноярский край;4 065 281,00;4 069 106,00;-3 825,00;-0,09
392;3;Руссобанк;2313;Москва и обл.;4 052 463,00;3 814 040,00;238 423,00;6,25
393;-10;Орловский Социальный Банк;2921;Орловская обл.;4 045 974,00;4 059 675,00;-13 701,00;-0,34
394;-119;Свенска Хандельсбанкен;3455;Москва и обл.;4 011 505,00;7 380 274,00;-3 368 769,00;-45,65
395;-5;Башинвестбанк;2189;Башкортостан;4 010 178,00;3 957 027,00;53 151,00;1,34
396;-7;ВостСибтранскомбанк;2731;Иркутская обл.;4 007 641,00;3 967 368,00;40 273,00;1,02
397;151;Мой Банк. Ипотека;2436;Башкортостан;4 004 566,00;1 969 094,00;2 035 472,00;103,37
398;-1;Клиентский;2324;Москва и обл.;3 998 866,00;3 799 413,00;199 453,00;5,25
399;-3;Банк БФТ;2273;Москва и обл.;3 943 000,00;3 808 912,00;134 088,00;3,52
400;-15;Банк Развития Региона;3315;Северная Осетия — Алания;3 936 420,00;4 018 516,00;-82 096,00;-2,04
401;13;Банк Город;2644;Москва и обл.;3 925 979,00;3 455 077,00;470 902,00;13,63
402;-11;Межрегиональный промышленно-строительный банк;752;Мордовия;3 906 068,00;3 954 136,00;-48 068,00;-1,22
403;-1;Промэнергобанк;2728;Вологодская обл.;3 899 226,00;3 765 633,00;133 593,00;3,55
404;5;Новобанк;1352;Новгородская обл.;3 836 736,00;3 686 858,00;149 878,00;4,07
405;2;Риабанк;3434;Москва и обл.;3 834 727,00;3 695 993,00;138 734,00;3,75
406;-1;Камский Коммерческий Банк;438;Татарстан;3 832 112,00;3 726 583,00;105 529,00;2,83
407;-8;Промрегионбанк;2123;Томская обл.;3 767 447,00;3 785 529,00;-18 082,00;-0,48
408;0;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 741 246,00;3 689 562,00;51 684,00;1,40
409;3;Ураллига;1626;Челябинская обл.;3 719 691,00;3 473 147,00;246 544,00;7,10
410;42;Торгово-Строительный Банк;1250;Москва и обл.;3 701 948,00;2 938 710,00;763 238,00;25,97
411;0;Развитие;2729;Карачаево-Черкесия;3 677 845,00;3 473 590,00;204 255,00;5,88
412;-14;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;3 639 252,00;3 791 487,00;-152 235,00;-4,02
413;-31;Русский Земельный Банк;2810;Москва и обл.;3 637 597,00;4 063 207,00;-425 610,00;-10,47
414;-13;Русский Торговый Банк;2842;Москва и обл.;3 637 145,00;3 772 815,00;-135 670,00;-3,60
415;3;Экси-Банк;2530;Санкт-Петербург и обл.;3 635 149,00;3 429 319,00;205 830,00;6,00
416;-6;Донинвест;1617;Ростовская обл.;3 634 798,00;3 671 671,00;-36 873,00;-1,00
417;3;Зенит Сочи;232;Краснодарский край;3 619 413,00;3 412 577,00;206 836,00;6,06
418;8;Банк Заречье;817;Татарстан;3 589 668,00;3 312 714,00;276 954,00;8,36
419;0;Юникорбанк;2586;Москва и обл.;3 532 057,00;3 426 056,00;106 001,00;3,09
420;10;Банк Расчетов и Сбережений;2617;Москва и обл.;3 530 686,00;3 226 502,00;304 184,00;9,43
421;1;Хакасский Муниципальный Банк;1049;Хакасия;3 500 782,00;3 368 208,00;132 574,00;3,94
422;28;Донкомбанк;492;Ростовская обл.;3 500 623,00;2 985 292,00;515 331,00;17,26
423;-6;Ермак;1809;Тюменская обл.;3 476 006,00;3 434 861,00;41 145,00;1,20
424;20;Спецсетьстройбанк;3062;Москва и обл.;3 447 273,00;3 076 442,00;370 831,00;12,05
425;-10;Кранбанк;2271;Ивановская обл.;3 404 120,00;3 454 988,00;-50 868,00;-1,47
426;7;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 388 299,00;3 183 914,00;204 385,00;6,42
427;0;Век;2299;Москва и обл.;3 368 932,00;3 295 135,00;73 797,00;2,24
428;19;Новопокровский;467;Краснодарский край;3 357 992,00;3 004 519,00;353 473,00;11,76
429;-5;Горбанк;2982;Санкт-Петербург и обл.;3 341 379,00;3 337 867,00;3 512,00;0,11
430;-17;Интерактивный Банк;3378;Москва и обл.;3 341 145,00;3 461 211,00;-120 066,00;-3,47
431;-3;Транспортный;3174;Москва и обл.;3 321 854,00;3 290 951,00;30 903,00;0,94
432;32;Океан Банк;1697;Москва и обл.;3 302 088,00;2 834 636,00;467 452,00;16,49
433;-41;Джей энд Ти Банк;3061;Москва и обл.;3 297 336,00;3 940 121,00;-642 785,00;-16,31
434;0;Тюменьагропромбанк;917;Тюменская обл.;3 273 325,00;3 175 763,00;97 562,00;3,07
435;-41;Банк Премьер Кредит;1663;Коми;3 246 308,00;3 908 727,00;-662 419,00;-16,95
436;27;Инкаробанк;2696;Москва и обл.;3 244 296,00;2 836 967,00;407 329,00;14,36
437;-12;Нейва;1293;Свердловская обл.;3 233 780,00;3 321 123,00;-87 343,00;-2,63
438;-7;Приоритет;3135;Самарская обл.;3 232 951,00;3 211 216,00;21 735,00;0,68
439;-4;Баренцбанк;2188;Мурманская обл.;3 218 779,00;3 175 118,00;43 661,00;1,38
440;-17;Евроальянс;1781;Ивановская обл.;3 215 421,00;3 347 495,00;-132 074,00;-3,95
441;8;Финансовый Стандарт;1053;Москва и обл.;3 193 222,00;2 990 433,00;202 789,00;6,78
442;1;Уралпромбанк;2964;Челябинская обл.;3 156 317,00;3 087 974,00;68 343,00;2,21
443;3;2Т Банк;625;Москва и обл.;3 153 489,00;3 067 892,00;85 597,00;2,79
444;9;Межтрастбанк;2493;Москва и обл.;3 144 629,00;2 933 878,00;210 751,00;7,18
445;15;Тендер-Банк;2252;Москва и обл.;3 123 122,00;2 874 379,00;248 743,00;8,65
446;-17;Еврокоммерц;1777;Москва и обл.;3 118 030,00;3 257 439,00;-139 409,00;-4,28
447;1;ПК-Банк;2652;Нижегородская обл.;3 102 014,00;2 994 269,00;107 745,00;3,60
448;-8;Мастер-Капитал;3011;Москва и обл.;3 086 278,00;3 129 395,00;-43 117,00;-1,38
449;-10;Профессионал Банк;3296;Москва и обл.;3 083 513,00;3 130 406,00;-46 893,00;-1,50
450;-14;Бинбанк Сургут;1701;Тюменская обл.;3 082 225,00;3 166 395,00;-84 170,00;-2,66
451;-9;Роял Кредит Банк;783;Хабаровский край;3 059 351,00;3 104 346,00;-44 995,00;-1,45
452;-7;Стромкомбанк;404;Красноярский край;3 049 213,00;3 072 793,00;-23 580,00;-0,77
453;-12;Камчаткомагропромбанк;545;Камчатская обл.;2 992 990,00;3 120 705,00;-127 715,00;-4,09
454;-16;Алтайкапиталбанк;2659;Алтайский край;2 984 462,00;3 135 978,00;-151 516,00;-4,83
455;2;РБА;3413;Ярославская обл.;2 982 887,00;2 879 223,00;103 664,00;3,60
456;11;Азия-Инвест Банк;3303;Москва и обл.;2 968 551,00;2 789 825,00;178 726,00;6,41
457;-20;Мосводоканалбанк;2863;Москва и обл.;2 964 688,00;3 144 443,00;-179 755,00;-5,72
458;-37;Ипотека-Инвест;3070;Татарстан;2 942 142,00;3 386 342,00;-444 200,00;-13,12
459;12;Преодоление;2649;Москва и обл.;2 916 513,00;2 721 975,00;194 538,00;7,15
460;9;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 906 955,00;2 777 436,00;129 519,00;4,66
461;-5;Земский Банк;2900;Самарская обл.;2 882 308,00;2 887 664,00;-5 356,00;-0,19
462;-4;Капитал;575;Москва и обл.;2 871 985,00;2 878 769,00;-6 784,00;-0,24
463;3;Стройлесбанк;2995;Тюменская обл.;2 860 781,00;2 792 037,00;68 744,00;2,46
464;-13;Нефтепромбанк;2156;Москва и обл.;2 858 692,00;2 945 832,00;-87 140,00;-2,96
465;18;Еврокредит;2957;Москва и обл.;2 827 618,00;2 595 339,00;232 279,00;8,95
466;-4;Оргбанк;3312;Москва и обл.;2 825 186,00;2 845 733,00;-20 547,00;-0,72
467;-6;Аспект;608;Москва и обл.;2 803 550,00;2 864 551,00;-61 001,00;-2,13
468;11;Вэлтон Банк;1105;Белгородская обл.;2 798 687,00;2 648 341,00;150 346,00;5,68
469;16;Кузнецкий;609;Пензенская обл.;2 788 730,00;2 570 694,00;218 036,00;8,48
470;-11;Первый Инвестиционный Банк;604;Москва и обл.;2 771 019,00;2 875 509,00;-104 490,00;-3,63
471;2;НОКССбанк;3202;Волгоградская обл.;2 770 745,00;2 675 411,00;95 334,00;3,56
472;0;Траст Капитал Банк;2741;Москва и обл.;2 758 759,00;2 687 156,00;71 603,00;2,66
473;7;ИТ Банк;2609;Омская обл.;2 757 799,00;2 647 029,00;110 770,00;4,18
474;-20;Инвестиционный Союз;637;Москва и обл.;2 733 447,00;2 925 514,00;-192 067,00;-6,57
475;3;Союзный;3236;Москва и обл.;2 732 024,00;2 654 569,00;77 455,00;2,92
476;-2;Республиканский Банк;3277;Москва и обл.;2 728 196,00;2 669 901,00;58 295,00;2,18
477;19;Итуруп;2390;Сахалинская обл.;2 727 477,00;2 481 897,00;245 580,00;9,89
478;-13;Уралприватбанк;153;Свердловская обл.;2 709 806,00;2 826 789,00;-116 983,00;-4,14
479;-11;Долинск;857;Сахалинская обл.;2 689 916,00;2 788 008,00;-98 092,00;-3,52
480;-3;Живаго Банк;2065;Рязанская обл.;2 655 674,00;2 661 351,00;-5 677,00;-0,21
481;22;Интеркредит;3047;Москва и обл.;2 655 566,00;2 438 886,00;216 680,00;8,88
482;7;Газстройбанк;2919;Москва и обл.;2 655 105,00;2 538 556,00;116 549,00;4,59
483;3;Северный Кредит;2398;Вологодская обл.;2 637 739,00;2 569 718,00;68 021,00;2,65
484;3;Синко-Банк;2838;Москва и обл.;2 615 717,00;2 563 359,00;52 358,00;2,04
485;-9;ЕвроАксис Банк;3273;Москва и обл.;2 603 647,00;2 661 811,00;-58 164,00;-2,19
486;2;Венец;524;Ульяновская обл.;2 589 186,00;2 551 337,00;37 849,00;1,48
487;23;Витабанк;356;Санкт-Петербург и обл.;2 582 494,00;2 330 417,00;252 077,00;10,82
488;18;Универсальный Кредит;2903;Москва и обл.;2 575 736,00;2 400 179,00;175 557,00;7,31
489;1;Социум-Банк;2881;Москва и обл.;2 575 562,00;2 527 428,00;48 134,00;1,90
490;33;Москва-Сити;3247;Москва и обл.;2 575 132,00;2 247 262,00;327 870,00;14,59
491;2;Гринфилдбанк;2711;Москва и обл.;2 574 284,00;2 508 838,00;65 446,00;2,61
492;-11;Вкабанк;1027;Астраханская обл.;2 572 150,00;2 616 302,00;-44 152,00;-1,69
493;21;ИпоТек Банк;2794;Москва и обл.;2 572 002,00;2 304 654,00;267 348,00;11,60
494;-19;Лайтбанк;3177;Москва и обл.;2 559 043,00;2 669 076,00;-110 033,00;-4,12
495;-4;Тульский Промышленник;2382;Тульская обл.;2 544 316,00;2 514 911,00;29 405,00;1,17
496;-14;Енисей;474;Красноярский край;2 529 709,00;2 598 696,00;-68 987,00;-2,65
497;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 524 392,00;2 440 742,00;83 650,00;3,43
498;29;Межотраслевая Банковская Корпорация;3471;Москва и обл.;2 518 925,00;2 179 435,00;339 490,00;15,58
499;-5;Региональный Кредитный Банк;1608;Калининградская обл.;2 512 439,00;2 502 125,00;10 314,00;0,41
500;18;Росбизнесбанк;1405;Москва и обл.;2 511 697,00;2 283 199,00;228 498,00;10,01
501;4;Объединенный Банк Развития;3345;Москва и обл.;2 508 065,00;2 414 355,00;93 710,00;3,88
502;-5;Международный Инвестиционный Банк;2742;Москва и обл.;2 496 882,00;2 480 525,00;16 357,00;0,66
503;-19;Татсоцбанк;480;Татарстан;2 491 331,00;2 594 444,00;-103 113,00;-3,97
504;9;Крыловский;456;Краснодарский край;2 485 137,00;2 318 017,00;167 120,00;7,21
505;16;Профессионал Банк;2471;Москва и обл.;2 478 545,00;2 264 720,00;213 825,00;9,44
506;-14;РНКБ;1354;Москва и обл.;2 476 691,00;2 514 556,00;-37 865,00;-1,51
507;4;Система;2846;Москва и обл.;2 461 453,00;2 327 728,00;133 725,00;5,74
508;0;Гагаринский;606;Москва и обл.;2 448 332,00;2 376 979,00;71 353,00;3,00
509;-8;Московский Коммерческий Банк;3172;Москва и обл.;2 442 820,00;2 447 454,00;-4 634,00;-0,19
510;-11;Милбанк;3256;Москва и обл.;2 442 423,00;2 461 647,00;-19 224,00;-0,78
511;-13;Сберинвестбанк;1743;Свердловская обл.;2 423 494,00;2 472 108,00;-48 614,00;-1,97
512;-3;Национальный Банк Сбережений;1949;Ивановская обл.;2 411 825,00;2 374 571,00;37 254,00;1,57
513;-9;Мосуралбанк;2468;Москва и обл.;2 410 800,00;2 431 236,00;-20 436,00;-0,84
514;3;Вологжанин;1896;Вологодская обл.;2 397 205,00;2 293 083,00;104 122,00;4,54
515;56;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;2 389 330,00;1 837 982,00;551 348,00;30,00
516;-1;Костромаселькомбанк;1115;Костромская обл.;2 388 408,00;2 299 896,00;88 512,00;3,85
517;-10;Уссури;596;Хабаровский край;2 384 211,00;2 399 256,00;-15 045,00;-0,63
518;-86;Киви Банк;2241;Москва и обл.;2 370 125,00;3 200 065,00;-829 940,00;-25,94
519;-64;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 368 632,00;2 887 908,00;-519 276,00;-17,98
520;0;Форус Банк;3457;Нижегородская обл.;2 341 741,00;2 275 187,00;66 554,00;2,93
521;19;ИРС;272;Москва и обл.;2 334 780,00;2 069 409,00;265 371,00;12,82
522;-10;Совинком;2302;Москва и обл.;2 332 308,00;2 319 750,00;12 558,00;0,54
523;13;Агророс;2860;Саратовская обл.;2 323 098,00;2 111 690,00;211 408,00;10,01
524;1;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 313 198,00;2 195 949,00;117 249,00;5,34
525;-1;Контраст-Банк;2857;Москва и обл.;2 280 320,00;2 217 103,00;63 217,00;2,85
526;-7;Аксонбанк;680;Костромская обл.;2 277 753,00;2 275 647,00;2 106,00;0,09
527;-5;Банк ИТБ;3128;Москва и обл.;2 277 011,00;2 253 533,00;23 478,00;1,04
528;46;Банк РМП;2574;Москва и обл.;2 258 041,00;1 823 551,00;434 490,00;23,83
