Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2020, тыс. рублей;Июнь, 2020, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;1;ФинТех;3499;Москва и обл.;3 436 390,00;3 473 609,00;-37 219,00;-1,07
262;5;Первый Клиентский Банк;3436;Москва и обл.;3 432 172,00;3 285 006,00;147 166,00;4,48
263;9;Унифондбанк;3416;Москва и обл.;3 406 319,00;3 071 932,00;334 387,00;10,89
264;0;БСТ-Банк;2883;Кемеровская обл.;3 393 644,00;3 360 534,00;33 110,00;0,99
265;38;РФИ Банк;3351;Москва и обл.;3 355 607,00;2 306 212,00;1 049 395,00;45,50
266;-3;Современные Стандарты Бизнеса;3397;Москва и обл.;3 353 668,00;3 363 454,00;-9 786,00;-0,29
267;-1;Первоуральскбанк;965;Свердловская обл.;3 323 015,00;3 335 028,00;-12 013,00;-0,36
268;5;Тендер-Банк;2252;Москва и обл.;3 295 266,00;3 048 504,00;246 762,00;8,09
269;1;Внешфинбанк;3173;Краснодарский край;3 250 733,00;3 127 238,00;123 495,00;3,95
270;-5;Элита;1399;Калужская обл.;3 172 353,00;3 340 303,00;-167 950,00;-5,03
271;-3;Синко-Банк;2838;Москва и обл.;3 149 846,00;3 206 778,00;-56 932,00;-1,78
272;2;Профессионал Банк;3296;Москва и обл.;3 106 575,00;3 034 498,00;72 077,00;2,38
273;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;3 100 491,00;3 091 909,00;8 582,00;0,28
274;2;Первый Инвестиционный Банк;604;Москва и обл.;3 047 668,00;2 998 845,00;48 823,00;1,63
275;0;Экси-Банк;2530;Санкт-Петербург и обл.;3 027 198,00;3 017 442,00;9 756,00;0,32
276;4;Кетовский Коммерческий Банк;842;Курганская обл.;2 991 705,00;2 911 889,00;79 816,00;2,74
277;-8;Расчетные Решения;3524;Москва и обл.;2 989 689,00;3 157 064,00;-167 375,00;-5,30
278;11;Система;2846;Москва и обл.;2 963 398,00;2 671 702,00;291 696,00;10,92
279;-1;Мобильная карта;3522;Санкт-Петербург и обл.;2 955 961,00;2 970 553,00;-14 592,00;-0,49
280;1;Живаго Банк;2065;Рязанская обл.;2 941 010,00;2 898 990,00;42 020,00;1,45
281;-2;Банк Заречье;817;Татарстан;2 917 372,00;2 933 682,00;-16 310,00;-0,56
282;4;Уралфинанс;1370;Свердловская обл.;2 866 880,00;2 722 282,00;144 598,00;5,31
283;-1;Юнистрим;3467;Москва и обл.;2 855 464,00;2 832 328,00;23 136,00;0,82
284;4;Севастопольский Морской Банк;3528;Севастополь;2 755 637,00;2 684 065,00;71 572,00;2,67
285;2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 721 576,00;2 720 170,00;1 406,00;0,05
286;-9;Россита-Банк;3257;Москва и обл.;2 689 461,00;2 991 223,00;-301 762,00;-10,09
287;3;Международный Коммерческий Банк;2524;Москва и обл.;2 618 248,00;2 651 483,00;-33 235,00;-1,25
288;16;Металлург;2877;Москва и обл.;2 605 435,00;2 293 517,00;311 918,00;13,60
289;-4;Народный Банк;2249;Москва и обл.;2 574 876,00;2 722 879,00;-148 003,00;-5,44
290;4;Газнефтьбанк;3223;Саратовская обл.;2 563 892,00;2 529 703,00;34 189,00;1,35
291;1;Яринтербанк;2564;Ярославская обл.;2 563 563,00;2 596 018,00;-32 455,00;-1,25
292;8;Ермак;1809;Ханты-Мансийский АО — Югра;2 544 927,00;2 356 149,00;188 778,00;8,01
293;9;Банк Пермь;875;Пермская обл.;2 527 087,00;2 319 532,00;207 555,00;8,95
294;1;АвтоКредитБанк;1973;Татарстан;2 492 752,00;2 489 274,00;3 478,00;0,14
295;1;Йошкар-Ола;2802;Марий Эл;2 487 242,00;2 478 938,00;8 304,00;0,33
296;-3;ИТ Банк;2609;Омская обл.;2 442 348,00;2 545 353,00;-103 005,00;-4,05
297;0;РБА;3413;Москва и обл.;2 437 575,00;2 442 914,00;-5 339,00;-0,22
298;1;Банк Глобус;2438;Москва и обл.;2 437 056,00;2 388 734,00;48 322,00;2,02
299;-1;Евроальянс;1781;Ивановская обл.;2 409 053,00;2 429 140,00;-20 087,00;-0,83
300;-9;Озон Банк;3516;Москва и обл.;2 398 226,00;2 603 299,00;-205 073,00;-7,88
301;4;Социум-Банк;2881;Москва и обл.;2 337 792,00;2 282 319,00;55 473,00;2,43
302;4;Витабанк;356;Санкт-Петербург и обл.;2 309 381,00;2 243 773,00;65 608,00;2,92
303;4;Приобье;537;Ханты-Мансийский АО — Югра;2 293 479,00;2 243 029,00;50 450,00;2,25
304;8;Первый Дортрансбанк;3271;Кировская обл.;2 284 570,00;2 203 109,00;81 461,00;3,70
305;-21;Кросна-Банк;2607;Москва и обл.;2 284 467,00;2 725 082,00;-440 615,00;-16,17
306;3;Капитал;575;Москва и обл.;2 280 437,00;2 236 551,00;43 886,00;1,96
307;1;Костромаселькомбанк;1115;Костромская обл.;2 278 901,00;2 240 001,00;38 900,00;1,74
308;5;ИК Банк;1732;Татарстан;2 238 380,00;2 189 484,00;48 896,00;2,23
309;1;Арзамас;1281;Нижегородская обл.;2 222 212,00;2 210 684,00;11 528,00;0,52
310;1;Саратов;330;Саратовская обл.;2 175 197,00;2 203 114,00;-27 917,00;-1,27
311;-10;Великие Луки Банк;598;Псковская обл.;2 145 641,00;2 321 653,00;-176 012,00;-7,58
312;17;Банк РМП;2574;Москва и обл.;2 125 999,00;1 744 345,00;381 654,00;21,88
313;3;Русский Банк Сбережений;779;Ставропольский край;2 115 544,00;2 054 490,00;61 054,00;2,97
314;0;ИРС;272;Москва и обл.;2 097 247,00;2 139 941,00;-42 694,00;-2,00
315;2;Вкабанк;1027;Астраханская обл.;2 092 750,00;2 022 930,00;69 820,00;3,45
316;11;Дом-Банк;3209;Москва и обл.;2 001 124,00;1 754 646,00;246 478,00;14,05
317;3;Оргбанк;3312;Москва и обл.;1 989 082,00;1 905 478,00;83 604,00;4,39
318;0;Викинг;2;Санкт-Петербург и обл.;1 986 215,00;1 983 625,00;2 590,00;0,13
319;6;Ноосфера;2650;Республика Алтай;1 983 430,00;1 764 977,00;218 453,00;12,38
320;1;Сельмашбанк;106;Ростовская обл.;1 880 628,00;1 890 312,00;-9 684,00;-0,51
321;9;Мурманский Расчетный Центр;3341;Мурманская обл.;1 878 684,00;1 742 590,00;136 094,00;7,81
322;0;Майкопбанк;1136;Адыгея;1 840 483,00;1 842 863,00;-2 380,00;-0,13
323;-8;Спутник;1071;Самарская обл.;1 823 710,00;2 126 272,00;-302 562,00;-14,23
324;-5;Новый Московский Банк;2932;Москва и обл.;1 810 949,00;1 921 798,00;-110 849,00;-5,77
325;-2;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 793 468,00;1 818 549,00;-25 081,00;-1,38
326;2;Алтынбанк;2070;Татарстан;1 776 399,00;1 752 711,00;23 688,00;1,35
327;4;Народный Доверительный Банк;2374;Москва и обл.;1 745 896,00;1 729 741,00;16 155,00;0,93
328;-4;Примтеркомбанк;21;Приморский край;1 723 735,00;1 776 574,00;-52 839,00;-2,97
329;6;Сервис Резерв;2034;Москва и обл.;1 721 797,00;1 599 784,00;122 013,00;7,63
330;-4;Тексбанк;2756;Карачаево-Черкесия;1 699 762,00;1 758 492,00;-58 730,00;-3,34
331;2;Кузбассхимбанк;2868;Кемеровская обл.;1 691 491,00;1 622 372,00;69 119,00;4,26
332;0;Новокиб;1747;Кемеровская обл.;1 682 457,00;1 708 034,00;-25 577,00;-1,50
333;1;Проинвестбанк;784;Пермская обл.;1 656 988,00;1 610 222,00;46 766,00;2,90
334;13;РИБ;2749;Москва и обл.;1 628 377,00;1 385 936,00;242 441,00;17,49
335;1;Калуга;1151;Калужская обл.;1 614 912,00;1 599 039,00;15 873,00;0,99
336;2;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 608 070,00;1 560 122,00;47 948,00;3,07
337;6;Крона-Банк;2499;Иркутская обл.;1 535 192,00;1 459 683,00;75 509,00;5,17
338;6;МТИ Банк;1052;Москва и обл.;1 526 823,00;1 424 526,00;102 297,00;7,18
339;-2;Промсельхозбанк;538;Москва и обл.;1 504 862,00;1 579 396,00;-74 534,00;-4,72
340;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 500 282,00;1 526 827,00;-26 545,00;-1,74
341;-2;Америкэн Экспресс Банк;3460;Москва и обл.;1 499 722,00;1 559 569,00;-59 847,00;-3,84
342;13;Невастройинвест;1926;Санкт-Петербург и обл.;1 487 884,00;1 290 901,00;196 983,00;15,26
343;9;Элекснет;3314;Москва и обл.;1 470 550,00;1 330 448,00;140 102,00;10,53
344;1;Яндекс Банк;3027;Москва и обл.;1 416 845,00;1 416 658,00;187,00;0,01
345;-3;Вакобанк;1291;Псковская обл.;1 402 797,00;1 463 357,00;-60 560,00;-4,14
346;0;Столичный Кредит;2853;Москва и обл.;1 367 219,00;1 396 667,00;-29 448,00;-2,11
347;3;Прохладный;874;Кабардино-Балкария;1 356 425,00;1 337 960,00;18 465,00;1,38
348;3;Финчер;3486;Москва и обл.;1 356 123,00;1 331 120,00;25 003,00;1,88
349;8;Руна-Банк;3207;Москва и обл.;1 339 870,00;1 206 105,00;133 765,00;11,09
350;4;Майский;1673;Кабардино-Балкария;1 332 546,00;1 297 997,00;34 549,00;2,66
351;-2;Курган;2568;Курганская обл.;1 332 057,00;1 346 867,00;-14 810,00;-1,10
352;4;Нальчик;695;Кабардино-Балкария;1 306 923,00;1 268 869,00;38 054,00;3,00
353;0;Почтобанк;1788;Пермская обл.;1 256 412,00;1 301 451,00;-45 039,00;-3,46
354;5;Саммит Банк;85;Приморский край;1 226 068,00;1 182 375,00;43 693,00;3,70
355;7;Народный Инвестиционный Банк;2876;Самарская обл.;1 208 339,00;1 173 778,00;34 561,00;2,94
356;2;Кузнецкий Мост;2254;Москва и обл.;1 195 914,00;1 182 630,00;13 284,00;1,12
357;-16;Р-Инкас;3536;Москва и обл.;1 189 852,00;1 487 827,00;-297 975,00;-20,03
358;6;Агора;3231;Москва и обл.;1 139 589,00;1 129 849,00;9 740,00;0,86
359;6;Спецстройбанк;236;Москва и обл.;1 131 915,00;1 103 781,00;28 134,00;2,55
360;0;Росбизнесбанк;1405;Москва и обл.;1 130 751,00;1 180 234,00;-49 483,00;-4,19
361;2;ЕАТП Банк;1765;Астраханская обл.;1 126 853,00;1 173 048,00;-46 195,00;-3,94
362;6;Вятич;2796;Рязанская обл.;1 105 364,00;1 058 595,00;46 769,00;4,42
363;4;Байкалкредобанк;2990;Иркутская обл.;1 082 426,00;1 066 984,00;15 442,00;1,45
364;2;Соколовский;2830;Москва и обл.;1 067 261,00;1 081 413,00;-14 152,00;-1,31
365;4;Банк РСИ;3415;Москва и обл.;1 044 923,00;1 050 182,00;-5 259,00;-0,50
366;4;Дон-Тексбанк;1818;Ростовская обл.;1 033 488,00;1 036 624,00;-3 136,00;-0,30
367;9;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;966 782,00;892 412,00;74 370,00;8,33
368;10;Банк 131;3538;Татарстан;957 605,00;835 527,00;122 078,00;14,61
369;-8;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;957 383,00;1 173 979,00;-216 596,00;-18,45
370;-22;Деньги.Мэйл.Ру;3511;Москва и обл.;956 384,00;1 355 953,00;-399 569,00;-29,47
371;1;Классик Эконом Банк;3298;Северная Осетия — Алания;951 417,00;973 831,00;-22 414,00;-2,30
372;3;Химик;1114;Нижегородская обл.;933 046,00;899 208,00;33 838,00;3,76
373;0;Национальный Банк Сбережений;1949;Ивановская обл.;929 308,00;970 875,00;-41 567,00;-4,28
374;11;Максима;3379;Москва и обл.;900 558,00;743 840,00;156 718,00;21,07
375;-1;Единая касса;3512;Москва и обл.;899 808,00;947 305,00;-47 497,00;-5,01
376;-5;Электронный платежный сервис;3509;Москва и обл.;857 527,00;997 168,00;-139 641,00;-14,00
377;0;Межбанковский Кредитный Союз;3242;Москва и обл.;840 668,00;881 703,00;-41 035,00;-4,65
378;3;РусьРегионБанк;685;Москва и обл.;840 047,00;801 345,00;38 702,00;4,83
379;3;Космос;2245;Москва и обл.;835 563,00;789 403,00;46 160,00;5,85
380;-1;Земкомбанк;574;Ростовская обл.;813 432,00;809 985,00;3 447,00;0,43
381;-1;Балаково-Банк;444;Саратовская обл.;809 257,00;805 889,00;3 368,00;0,42
382;2;Прокоммерцбанк;2996;Москва и обл.;784 533,00;768 545,00;15 988,00;2,08
383;0;Объединенный Банк Республики;1016;Чувашия;768 341,00;768 570,00;-229,00;-0,03
384;9;Монета.ру;3508;Марий Эл;724 990,00;575 843,00;149 147,00;25,90
385;2;Гефест;1046;Тверская обл.;724 866,00;706 716,00;18 150,00;2,57
386;4;Славянбанк;804;Новгородская обл.;701 643,00;659 863,00;41 780,00;6,33
387;1;Геобанк;2027;Москва и обл.;684 748,00;697 890,00;-13 142,00;-1,88
388;1;Эко-Инвест;3116;Москва и обл.;671 454,00;680 094,00;-8 640,00;-1,27
389;2;Вайлдберриз Банк;841;Москва и обл.;659 325,00;656 467,00;2 858,00;0,44
390;2;Ресурс-Траст;3122;Москва и обл.;651 447,00;640 956,00;10 491,00;1,64
391;-5;Дружба;990;Тюменская обл.;583 013,00;742 995,00;-159 982,00;-21,53
392;3;Таганрогбанк;3136;Ростовская обл.;559 291,00;530 050,00;29 241,00;5,52
393;11;Моби.Деньги;3523;Москва и обл.;558 680,00;378 626,00;180 054,00;47,55
394;0;Рента-Банк;3095;Москва и обл.;528 785,00;535 199,00;-6 414,00;-1,20
395;1;МВС Банк;2407;Дагестан;512 302,00;511 968,00;334,00;0,07
396;1;Холмск;503;Сахалинская обл.;450 488,00;477 641,00;-27 153,00;-5,68
397;1;Сетевая Расчетная Палата;3332;Татарстан;443 122,00;476 564,00;-33 442,00;-7,02
398;4;Платежи и Расчеты;3324;Самарская обл.;435 591,00;423 011,00;12 580,00;2,97
399;4;Единая Расчетная Палата;384;Москва и обл.;435 410,00;394 966,00;40 444,00;10,24
400;0;Континенталь;3184;Ставропольский край;426 503,00;433 930,00;-7 427,00;-1,71
401;-2;Северстройбанк;3507;Вологодская обл.;419 916,00;434 334,00;-14 418,00;-3,32
402;-1;Банк Берейт;3505;Санкт-Петербург и обл.;411 062,00;429 213,00;-18 151,00;-4,23
403;2;Тайдон;2085;Кемеровская обл.;372 444,00;372 208,00;236,00;0,06
404;2;Платежный Стандарт;3530;Новосибирская обл.;365 748,00;354 755,00;10 993,00;3,10
405;2;Лэнд Кредит;1478;Москва и обл.;320 444,00;316 392,00;4 052,00;1,28
406;8;ПэйЮ;3518;Москва и обл.;311 222,00;262 942,00;48 280,00;18,36
407;2;Народный Банк Тувы;1309;Тыва;297 183,00;305 164,00;-7 981,00;-2,62
408;0;Синергия;2884;Саратовская обл.;289 132,00;315 366,00;-26 234,00;-8,32
409;3;Альтернатива;3452;Москва и обл.;286 418,00;284 632,00;1 786,00;0,63
410;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;282 717,00;243 005,00;39 712,00;16,34
411;-1;Промсвязьинвест;2761;Дагестан;266 901,00;302 867,00;-35 966,00;-11,88
412;1;Центрально-Азиатский;3037;Хакасия;264 046,00;270 724,00;-6 678,00;-2,47
413;2;Элексир;3533;Москва и обл.;247 914,00;259 255,00;-11 341,00;-4,37
414;4;Нарат;1902;Татарстан;221 705,00;214 897,00;6 808,00;3,17
415;4;Русское Финансовое Общество;3427;Москва и обл.;177 657,00;207 826,00;-30 169,00;-14,52
416;5;Элплат;3535;Удмуртия;150 708,00;118 095,00;32 613,00;27,62
417;0;Премиум;3514;Москва и обл.;144 655,00;235 990,00;-91 335,00;-38,70
418;2;Дальний Восток;3318;Приморский край;131 072,00;129 257,00;1 815,00;1,40
419;-8;Перспектива;3532;Омская обл.;119 571,00;294 928,00;-175 357,00;-59,46
420;2;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;113 850,00;113 895,00;-45,00;-0,04
421;2;Инэко;3520;Ивановская обл.;92 211,00;92 135,00;76,00;0,08
