Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Август, 2018, тыс. рублей;Июль, 2018, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;9;Венец;524;Ульяновская обл.;5 957 301,00;5 532 631,00;424 670,00;7,68
260;-5;Енисейский Объединенный Банк;2645;Красноярский край;5 952 109,00;6 400 102,00;-447 993,00;-7,00
261;5;Бест Эффортс Банк;435;Москва и обл.;5 837 755,00;5 869 145,00;-31 390,00;-0,53
262;-2;Кузнецкий;609;Пензенская обл.;5 764 285,00;6 194 408,00;-430 123,00;-6,94
263;15;Севастопольский Морской Банк;3528;Севастополь;5 752 356,00;4 991 421,00;760 935,00;15,24
264;6;Черноморский банк развития и реконструкции;3527;Симферополь;5 665 165,00;5 523 590,00;141 575,00;2,56
265;-49;Голдман Сакс Банк;3490;Москва и обл.;5 605 107,00;9 060 876,00;-3 455 769,00;-38,14
266;7;Зенит Сочи;232;Краснодарский край;5 576 511,00;5 395 662,00;180 849,00;3,35
267;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 348 902,00;5 363 903,00;-15 001,00;-0,28
268;3;Банк ПСА Финанс Рус;3481;Москва и обл.;5 251 428,00;5 464 929,00;-213 501,00;-3,91
269;7;Камский Коммерческий Банк;438;Татарстан;5 201 465,00;5 145 227,00;56 238,00;1,09
270;5;Горбанк;2982;Санкт-Петербург и обл.;5 157 953,00;5 275 831,00;-117 878,00;-2,23
271;1;Платина;2347;Москва и обл.;5 114 852,00;5 396 617,00;-281 765,00;-5,22
272;11;Руссобанк;2313;Москва и обл.;4 889 398,00;4 643 157,00;246 241,00;5,30
273;-19;Инкахран;3454;Москва и обл.;4 740 202,00;6 438 558,00;-1 698 356,00;-26,38
274;8;Роял Кредит Банк;783;Приморский край;4 726 533,00;4 658 208,00;68 325,00;1,47
275;6;Стройлесбанк;2995;Тюменская обл.;4 683 568,00;4 690 321,00;-6 753,00;-0,14
276;-7;Гранд Инвест Банк;3053;Москва и обл.;4 674 660,00;5 532 323,00;-857 663,00;-15,50
277;3;Банк Инноваций и Развития;2647;Москва и обл.;4 618 999,00;4 922 765,00;-303 766,00;-6,17
278;1;Москва-Сити;3247;Москва и обл.;4 608 370,00;4 973 094,00;-364 724,00;-7,33
279;5;Кубаньторгбанк;478;Краснодарский край;4 576 165,00;4 631 972,00;-55 807,00;-1,20
280;7;Нэклис-Банк;1671;Москва и обл.;4 540 462,00;4 461 741,00;78 721,00;1,76
281;4;Донкомбанк;492;Ростовская обл.;4 460 862,00;4 561 876,00;-101 014,00;-2,21
282;4;Московский Коммерческий Банк;3172;Москва и обл.;4 329 813,00;4 478 587,00;-148 774,00;-3,32
283;9;Вологжанин;1896;Вологодская обл.;4 315 757,00;4 182 698,00;133 059,00;3,18
284;7;Аксонбанк;680;Костромская обл.;4 268 412,00;4 296 244,00;-27 832,00;-0,65
285;3;Мегаполис;3265;Чувашия;4 257 672,00;4 390 450,00;-132 778,00;-3,02
286;3;Братский АНКБ;1144;Иркутская обл.;4 237 890,00;4 344 079,00;-106 189,00;-2,44
287;8;Радиотехбанк;1166;Нижегородская обл.;4 105 019,00;4 057 809,00;47 210,00;1,16
288;6;Межрегиональный промышленно-строительный банк;752;Мордовия;4 062 070,00;4 064 221,00;-2 151,00;-0,05
289;4;Экси-Банк;2530;Санкт-Петербург и обл.;4 047 394,00;4 129 986,00;-82 592,00;-2,00
290;0;Долинск;857;Сахалинская обл.;3 987 449,00;4 304 268,00;-316 819,00;-7,36
291;5;Объединенный Резервный Банк;937;Москва и обл.;3 871 541,00;3 915 218,00;-43 677,00;-1,12
292;13;ЮМК Банк;3495;Краснодарский край;3 870 773,00;3 711 873,00;158 900,00;4,28
293;5;УМ-Банк;1441;Москва и обл.;3 826 567,00;3 867 360,00;-40 793,00;-1,05
294;6;Банкхаус Эрбе;1717;Москва и обл.;3 825 900,00;3 811 352,00;14 548,00;0,38
295;6;Икано Банк;3519;Центр;3 804 559,00;3 769 875,00;34 684,00;0,92
296;8;Алтайкапиталбанк;2659;Алтайский край;3 763 003,00;3 712 979,00;50 024,00;1,35
297;10;Банк Кремлевский;2905;Москва и обл.;3 760 956,00;3 630 617,00;130 339,00;3,59
298;5;НОКССбанк;3202;Волгоградская обл.;3 728 403,00;3 735 537,00;-7 134,00;-0,19
299;3;ВостСибтранскомбанк;2731;Иркутская обл.;3 725 346,00;3 738 302,00;-12 956,00;-0,35
300;-1;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 625 067,00;3 865 636,00;-240 569,00;-6,22
301;10;Донхлеббанк;2285;Ростовская обл.;3 585 289,00;3 476 014,00;109 275,00;3,14
302;7;Иваново;1763;Ивановская обл.;3 578 159,00;3 525 224,00;52 935,00;1,50
303;17;Итуруп;2390;Сахалинская обл.;3 569 125,00;3 320 132,00;248 993,00;7,50
304;-7;Юнистрим;3467;Москва и обл.;3 544 512,00;3 903 963,00;-359 451,00;-9,21
305;7;Крокус-Банк;2682;Москва и обл.;3 529 019,00;3 406 656,00;122 363,00;3,59
306;7;Витабанк;356;Санкт-Петербург и обл.;3 497 964,00;3 384 449,00;113 515,00;3,35
307;1;Оргбанк;3312;Москва и обл.;3 481 760,00;3 530 187,00;-48 427,00;-1,37
308;7;Уралфинанс;1370;Свердловская обл.;3 476 516,00;3 371 546,00;104 970,00;3,11
309;-3;Современные Стандарты Бизнеса;3397;Москва и обл.;3 457 561,00;3 684 301,00;-226 740,00;-6,15
310;12;Камчаткомагропромбанк;545;Камчатская обл.;3 440 825,00;3 281 835,00;158 990,00;4,84
311;-1;Еврокапитал-Альянс;2672;Ярославская обл.;3 409 880,00;3 510 980,00;-101 100,00;-2,88
312;6;Евразийский Банк;969;Москва и обл.;3 375 868,00;3 349 374,00;26 494,00;0,79
313;1;Банк Реалист;2646;Москва и обл.;3 332 410,00;3 383 895,00;-51 485,00;-1,52
314;9;ИТ Банк;2609;Омская обл.;3 310 012,00;3 281 063,00;28 949,00;0,88
315;1;Международный Коммерческий Банк;2524;Москва и обл.;3 298 804,00;3 358 112,00;-59 308,00;-1,77
316;3;Банк Заречье;817;Татарстан;3 275 560,00;3 322 050,00;-46 490,00;-1,40
317;24;Владбизнесбанк;903;Владимирская обл.;3 244 078,00;2 883 589,00;360 489,00;12,50
318;-1;Унифондбанк;3416;Москва и обл.;3 237 071,00;3 353 000,00;-115 929,00;-3,46
319;2;Живаго Банк;2065;Рязанская обл.;3 230 737,00;3 310 311,00;-79 574,00;-2,40
320;4;Уралпромбанк;2964;Челябинская обл.;3 174 606,00;3 254 858,00;-80 252,00;-2,47
321;5;ПИР Банк;2655;Москва и обл.;3 143 894,00;3 245 883,00;-101 989,00;-3,14
322;9;Ермак;1809;Ханты-Мансийский АО — Югра;3 112 554,00;3 082 979,00;29 575,00;0,96
323;20;Евроальянс;1781;Ивановская обл.;3 110 618,00;2 828 104,00;282 514,00;9,99
324;3;Инкаробанк;2696;Москва и обл.;3 094 645,00;3 219 328,00;-124 683,00;-3,87
325;8;Далена Банк;1948;Москва и обл.;3 077 002,00;2 999 308,00;77 694,00;2,59
326;4;БСТ-Банк;2883;Кемеровская обл.;3 047 067,00;3 143 970,00;-96 903,00;-3,08
327;7;Заубер Банк;1614;Санкт-Петербург и обл.;3 045 842,00;2 991 508,00;54 334,00;1,82
328;0;Первый Клиентский Банк;3436;Москва и обл.;3 037 146,00;3 212 520,00;-175 374,00;-5,46
329;0;Система;2846;Москва и обл.;3 019 594,00;3 185 931,00;-166 337,00;-5,22
330;49;Банк Фридом Финанс;1143;Москва и обл.;2 960 429,00;1 998 982,00;961 447,00;48,10
331;4;Синко-Банк;2838;Москва и обл.;2 916 633,00;2 978 505,00;-61 872,00;-2,08
332;4;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 886 400,00;2 960 024,00;-73 624,00;-2,49
333;6;Банк Торгового Финансирования;1982;Москва и обл.;2 884 959,00;2 929 844,00;-44 885,00;-1,53
334;10;РАМ Банк;3480;Москва и обл.;2 878 415,00;2 789 758,00;88 657,00;3,18
335;7;ПэйПал Ру;3517;Москва и обл.;2 855 606,00;2 855 606,00;0,00;0
336;11;Костромаселькомбанк;1115;Костромская обл.;2 847 308,00;2 749 721,00;97 587,00;3,55
337;-12;Кузнецкий Мост;2254;Москва и обл.;2 810 370,00;3 251 957,00;-441 587,00;-13,58
338;-1;Взаимодействие;1704;Новосибирская обл.;2 803 460,00;2 957 863,00;-154 403,00;-5,22
339;6;Центрально-Европейский Банк;2670;Забайкальский край;2 793 943,00;2 783 849,00;10 094,00;0,36
340;-8;Сельмашбанк;106;Ростовская обл.;2 793 888,00;3 079 204,00;-285 316,00;-9,27
341;5;Викинг;2;Санкт-Петербург и обл.;2 780 933,00;2 757 627,00;23 306,00;0,85
342;6;Внешфинбанк;3173;Краснодарский край;2 774 733,00;2 733 108,00;41 625,00;1,52
343;-3;Невский Банк;1068;Санкт-Петербург и обл.;2 762 672,00;2 885 663,00;-122 991,00;-4,26
344;7;Бланк Банк;2368;Москва и обл.;2 688 552,00;2 634 412,00;54 140,00;2,06
345;9;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 655 609,00;2 532 445,00;123 164,00;4,86
346;6;Газнефтьбанк;3223;Саратовская обл.;2 650 947,00;2 618 884,00;32 063,00;1,22
347;-9;РБА;3413;Москва и обл.;2 638 944,00;2 932 146,00;-293 202,00;-10,00
348;2;Йошкар-Ола;2802;Марий Эл;2 633 370,00;2 682 668,00;-49 298,00;-1,84
349;4;Кемсоцинбанк;96;Кемеровская обл.;2 603 061,00;2 615 617,00;-12 556,00;-0,48
350;12;Новый Век;3417;Москва и обл.;2 450 359,00;2 265 484,00;184 875,00;8,16
351;-2;Америкэн Экспресс Банк;3460;Москва и обл.;2 427 045,00;2 727 858,00;-300 813,00;-11,03
352;4;Приобье;537;Ханты-Мансийский АО — Югра;2 420 264,00;2 407 277,00;12 987,00;0,54
353;6;РТС-Банк;3401;Самарская обл.;2 404 077,00;2 335 276,00;68 801,00;2,95
354;4;Старооскольский Агропромбанк;1050;Белгородская обл.;2 383 211,00;2 380 359,00;2 852,00;0,12
355;2;Банк Пермь;875;Пермская обл.;2 382 552,00;2 400 412,00;-17 860,00;-0,74
356;-1;Элита;1399;Калужская обл.;2 318 482,00;2 486 421,00;-167 939,00;-6,75
357;4;Аспект;608;Москва и обл.;2 305 336,00;2 283 576,00;21 760,00;0,95
358;11;Народный Банк;2249;Карачаево-Черкесия;2 305 085,00;2 132 204,00;172 881,00;8,11
359;11;Первоуральскбанк;965;Свердловская обл.;2 289 440,00;2 130 839,00;158 601,00;7,44
360;5;Кетовский Коммерческий Банк;842;Курганская обл.;2 277 014,00;2 214 782,00;62 232,00;2,81
361;3;Озон Банк;3516;Москва и обл.;2 251 547,00;2 238 499,00;13 048,00;0,58
362;5;Вкабанк;1027;Астраханская обл.;2 232 009,00;2 138 911,00;93 098,00;4,35
363;-86;Новокиб;1747;Кемеровская обл.;2 230 115,00;5 097 807,00;-2 867 692,00;-56,25
364;13;Банк Глобус;2438;Москва и обл.;2 227 985,00;2 021 040,00;206 945,00;10,24
365;7;Яринтербанк;2564;Ярославская обл.;2 209 120,00;2 081 401,00;127 719,00;6,14
366;-6;Кросна-Банк;2607;Москва и обл.;2 197 780,00;2 299 954,00;-102 174,00;-4,44
367;-1;ИСБ;3010;Москва и обл.;2 177 051,00;2 167 430,00;9 621,00;0,44
368;-5;ИРС;272;Москва и обл.;2 142 493,00;2 260 486,00;-117 993,00;-5,22
369;-1;К2 Банк;2851;Карачаево-Черкесия;2 110 825,00;2 135 658,00;-24 833,00;-1,16
370;1;Профессионал Банк;3296;Москва и обл.;2 104 628,00;2 093 740,00;10 888,00;0,52
371;4;Первый Инвестиционный Банк;604;Москва и обл.;2 060 082,00;2 046 898,00;13 184,00;0,64
372;19;Столичный Кредит;2853;Москва и обл.;2 044 026,00;1 807 089,00;236 937,00;13,11
373;11;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 035 153,00;1 955 240,00;79 913,00;4,09
374;7;Социум-Банк;2881;Москва и обл.;2 011 931,00;1 995 730,00;16 201,00;0,81
375;8;Великие Луки Банк;598;Псковская обл.;1 998 737,00;1 967 491,00;31 246,00;1,59
376;4;Капитал;575;Москва и обл.;1 994 227,00;1 996 254,00;-2 027,00;-0,10
377;11;Майкопбанк;1136;Адыгея;1 984 606,00;1 868 851,00;115 755,00;6,19
378;-5;Кредпромбанк;1165;Ярославская обл.;1 965 019,00;2 064 578,00;-99 559,00;-4,82
379;3;Арзамас;1281;Нижегородская обл.;1 962 428,00;1 987 125,00;-24 697,00;-1,24
380;-4;Экономикс-Банк;2136;Москва и обл.;1 962 180,00;2 033 463,00;-71 283,00;-3,51
381;-7;Россита-Банк;3257;Москва и обл.;1 957 673,00;2 057 709,00;-100 036,00;-4,86
382;5;Первый Дортрансбанк;3271;Кировская обл.;1 957 412,00;1 897 526,00;59 886,00;3,16
383;3;Саратов;330;Саратовская обл.;1 953 300,00;1 935 242,00;18 058,00;0,93
384;-6;Спутник;1071;Самарская обл.;1 915 616,00;2 004 555,00;-88 939,00;-4,44
385;5;Тендер-Банк;2252;Москва и обл.;1 896 473,00;1 819 529,00;76 944,00;4,23
386;3;Спиритбанк;2053;Тульская обл.;1 862 895,00;1 836 146,00;26 749,00;1,46
387;-2;Прайм Финанс;2758;Санкт-Петербург и обл.;1 845 402,00;1 942 885,00;-97 483,00;-5,02
388;9;Народный Доверительный Банк;2374;Москва и обл.;1 818 004,00;1 753 912,00;64 092,00;3,65
389;68;Земкомбанк;574;Ростовская обл.;1 805 264,00;914 758,00;890 506,00;97,35
390;3;КОР;2148;Волгоградская обл.;1 802 392,00;1 787 801,00;14 591,00;0,82
391;5;Дом-Банк;3209;Москва и обл.;1 770 803,00;1 754 877,00;15 926,00;0,91
392;12;Новый Московский Банк;2932;Москва и обл.;1 759 332,00;1 594 154,00;165 178,00;10,36
393;2;Калуга;1151;Калужская обл.;1 758 023,00;1 767 308,00;-9 285,00;-0,53
394;4;Межбанковский Кредитный Союз;3242;Москва и обл.;1 735 446,00;1 711 970,00;23 476,00;1,37
395;4;Руна-Банк;3207;Москва и обл.;1 727 348,00;1 688 739,00;38 609,00;2,29
396;10;Республиканский Кредитный Альянс;3017;Москва и обл.;1 692 956,00;1 590 029,00;102 927,00;6,47
397;8;Крона-Банк;2499;Иркутская обл.;1 657 069,00;1 590 706,00;66 363,00;4,17
398;2;Росбизнесбанк;1405;Москва и обл.;1 641 252,00;1 677 629,00;-36 377,00;-2,17
399;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 635 695,00;1 605 517,00;30 178,00;1,88
400;1;Примтеркомбанк;21;Приморский край;1 612 394,00;1 677 283,00;-64 889,00;-3,87
401;-9;Ноосфера;2650;Республика Алтай;1 612 071,00;1 802 986,00;-190 915,00;-10,59
402;9;Нальчик;695;Кабардино-Балкария;1 603 879,00;1 522 715,00;81 164,00;5,33
403;4;Кузбассхимбанк;2868;Кемеровская обл.;1 576 084,00;1 548 073,00;28 011,00;1,81
404;8;Проинвестбанк;784;Пермская обл.;1 540 932,00;1 515 129,00;25 803,00;1,70
405;4;АвтоКредитБанк;1973;Татарстан;1 531 454,00;1 542 120,00;-10 666,00;-0,69
406;-3;ИК Банк;1732;Татарстан;1 516 154,00;1 594 685,00;-78 531,00;-4,92
407;3;Промсельхозбанк;538;Москва и обл.;1 498 339,00;1 538 048,00;-39 709,00;-2,58
408;0;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 495 749,00;1 547 929,00;-52 180,00;-3,37
409;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 489 709,00;1 480 090,00;9 619,00;0,65
410;3;Апабанк;2404;Москва и обл.;1 461 845,00;1 507 548,00;-45 703,00;-3,03
411;11;Прохладный;874;Кабардино-Балкария;1 393 568,00;1 341 872,00;51 696,00;3,85
412;7;Почтобанк;1788;Пермская обл.;1 383 042,00;1 375 758,00;7 284,00;0,53
413;12;Вакобанк;1291;Псковская обл.;1 375 273,00;1 298 888,00;76 385,00;5,88
414;3;Алтынбанк;2070;Татарстан;1 348 239,00;1 402 522,00;-54 283,00;-3,87
415;6;Курган;2568;Курганская обл.;1 347 926,00;1 354 388,00;-6 462,00;-0,48
416;7;Мобильная карта;3522;Санкт-Петербург и обл.;1 334 489,00;1 334 489,00;0,00;0
417;-23;ФинТех;3499;Ярославская обл.;1 327 523,00;1 784 500,00;-456 977,00;-25,61
418;-2;Банк РМП;2574;Москва и обл.;1 323 950,00;1 467 969,00;-144 019,00;-9,81
419;12;Риал-Кредит;3393;Москва и обл.;1 307 614,00;1 190 735,00;116 879,00;9,82
420;6;Тексбанк;2756;Карачаево-Черкесия;1 303 010,00;1 276 288,00;26 722,00;2,09
421;-1;Московский Вексельный Банк;2697;Москва и обл.;1 251 421,00;1 354 554,00;-103 133,00;-7,61
422;17;Русский Банк Сбережений;779;Ставропольский край;1 240 231,00;1 092 258,00;147 973,00;13,55
423;5;Златкомбанк;568;Москва и обл.;1 233 495,00;1 228 920,00;4 575,00;0,37
424;-6;Сервис Резерв;2034;Москва и обл.;1 223 800,00;1 392 739,00;-168 939,00;-12,13
425;11;Невастройинвест;1926;Санкт-Петербург и обл.;1 219 580,00;1 130 222,00;89 358,00;7,91
426;1;Агора;3231;Москва и обл.;1 179 758,00;1 245 430,00;-65 672,00;-5,27
427;6;Химик;1114;Нижегородская обл.;1 178 453,00;1 172 858,00;5 595,00;0,48
428;4;Дон-Тексбанк;1818;Ростовская обл.;1 164 549,00;1 179 737,00;-15 188,00;-1,29
429;-5;Космос;2245;Москва и обл.;1 139 642,00;1 328 544,00;-188 902,00;-14,22
430;5;Саммит Банк;85;Приморский край;1 138 429,00;1 168 531,00;-30 102,00;-2,58
431;-1;Спецстройбанк;236;Москва и обл.;1 120 558,00;1 195 364,00;-74 806,00;-6,26
432;12;Майский;1673;Кабардино-Балкария;1 115 576,00;1 082 958,00;32 618,00;3,01
433;10;ЕАТП Банк;1765;Астраханская обл.;1 114 356,00;1 083 365,00;30 991,00;2,86
434;3;МТИ Банк;1052;Москва и обл.;1 088 867,00;1 125 291,00;-36 424,00;-3,24
435;10;Международный Расчетный Банк;3028;Москва и обл.;1 077 330,00;1 067 538,00;9 792,00;0,92
436;6;Металлург;2877;Москва и обл.;1 063 196,00;1 084 106,00;-20 910,00;-1,93
437;3;Холмск;503;Сахалинская обл.;1 051 853,00;1 090 164,00;-38 311,00;-3,51
438;10;РФИ Банк;3351;Москва и обл.;1 047 974,00;1 018 846,00;29 128,00;2,86
439;2;Байкалкредобанк;2990;Иркутская обл.;1 044 868,00;1 086 852,00;-41 984,00;-3,86
440;6;Максима;3379;Москва и обл.;1 019 234,00;1 049 389,00;-30 155,00;-2,87
441;8;Соколовский;2830;Москва и обл.;1 011 946,00;991 788,00;20 158,00;2,03
442;5;Москва;1661;Москва и обл.;1 004 997,00;1 039 187,00;-34 190,00;-3,29
443;7;Синергия;2884;Саратовская обл.;980 383,00;982 104,00;-1 721,00;-0,18
444;7;Элекснет;3314;Москва и обл.;968 177,00;968 177,00;0,00;0
445;11;Вайлдберриз Банк;841;Адыгея;950 481,00;936 507,00;13 974,00;1,49
446;7;Кредитинвест;1197;Дагестан;920 888,00;948 436,00;-27 548,00;-2,90
447;8;Народный Инвестиционный Банк;2876;Самарская обл.;917 120,00;938 012,00;-20 892,00;-2,23
448;-19;Новое Время;3492;Москва и обл.;902 643,00;1 206 975,00;-304 332,00;-25,21
449;11;ГринКомБанк;1184;Иркутская обл.;900 777,00;909 712,00;-8 935,00;-0,98
450;8;Классик Эконом Банк;3298;Северная Осетия — Алания;887 045,00;912 417,00;-25 372,00;-2,78
451;1;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;879 347,00;966 764,00;-87 417,00;-9,04
452;2;Флора-Москва;533;Москва и обл.;876 416,00;947 455,00;-71 039,00;-7,50
453;10;Балаково-Банк;444;Саратовская обл.;857 293,00;779 253,00;78 040,00;10,01
454;-20;Михайловский ПЖСБ;2961;Волгоградская обл.;832 637,00;1 172 224,00;-339 587,00;-28,97
455;-17;Новый Промышленный Банк;930;Москва и обл.;824 898,00;1 121 361,00;-296 463,00;-26,44
456;12;Национальный Банк Сбережений;1949;Ивановская обл.;823 251,00;728 069,00;95 182,00;13,07
457;5;Банк РСИ;3415;Москва и обл.;821 772,00;867 788,00;-46 016,00;-5,30
458;3;Мурманский Расчетный Центр;3341;Мурманская обл.;820 233,00;882 108,00;-61 875,00;-7,01
459;0;Холдинвестбанк;2837;Москва и обл.;792 109,00;911 183,00;-119 074,00;-13,07
460;4;Объединенный Банк Республики;1016;Чувашия;782 276,00;758 662,00;23 614,00;3,11
461;4;Центрально-Азиатский;3037;Хакасия;766 678,00;744 766,00;21 912,00;2,94
462;10;Яндекс Банк;3027;Москва и обл.;763 300,00;656 461,00;106 839,00;16,27
463;4;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;762 629,00;737 509,00;25 120,00;3,41
464;6;РусьРегионБанк;685;Москва и обл.;734 354,00;676 587,00;57 767,00;8,54
465;19;РИБ;2749;Москва и обл.;726 236,00;531 794,00;194 442,00;36,56
466;5;Прокоммерцбанк;2996;Москва и обл.;711 650,00;665 642,00;46 008,00;6,91
467;8;Монета.ру;3508;Марий Эл;700 102,00;645 547,00;54 555,00;8,45
468;9;Славянбанк;804;Новгородская обл.;682 813,00;592 519,00;90 294,00;15,24
469;5;Расчетные Решения;3524;Москва и обл.;671 892,00;647 524,00;24 368,00;3,76
470;-1;Гефест;1046;Тверская обл.;666 659,00;688 056,00;-21 397,00;-3,11
471;-5;Вятич;2796;Рязанская обл.;659 662,00;740 827,00;-81 165,00;-10,96
472;1;Онего;2484;Карелия;619 151,00;648 493,00;-29 342,00;-4,52
473;12;Финчер;3486;Москва и обл.;606 798,00;521 063,00;85 735,00;16,45
474;2;Геобанк;2027;Москва и обл.;595 201,00;635 882,00;-40 681,00;-6,40
475;3;МВС Банк;2407;Дагестан;590 062,00;591 015,00;-953,00;-0,16
476;4;Ресурс-Траст;3122;Москва и обл.;571 169,00;568 176,00;2 993,00;0,53
477;5;Рента-Банк;3095;Москва и обл.;568 243,00;547 975,00;20 268,00;3,70
478;1;Единая касса;3512;Москва и обл.;531 608,00;573 336,00;-41 728,00;-7,28
479;11;Жилстройбанк;2769;Москва и обл.;525 530,00;474 764,00;50 766,00;10,69
480;11;Эко-Инвест;3116;Москва и обл.;514 995,00;469 147,00;45 848,00;9,77
481;6;Таганрогбанк;3136;Ростовская обл.;505 701,00;510 121,00;-4 420,00;-0,87
482;6;Лэнд Кредит;1478;Москва и обл.;505 358,00;495 342,00;10 016,00;2,02
483;-2;Си Ди Би Банк;3339;Краснодарский край;496 718,00;564 295,00;-67 577,00;-11,98
484;5;Дружба;990;Тюменская обл.;475 363,00;481 117,00;-5 754,00;-1,20
485;8;Народный Банк Тувы;1309;Тыва;449 834,00;457 207,00;-7 373,00;-1,61
486;8;Континенталь;3184;Ставропольский край;444 490,00;444 343,00;147,00;0,03
487;-4;Жилкредит;1736;Москва и обл.;428 972,00;531 840,00;-102 868,00;-19,34
488;9;Банк Берейт;3505;Санкт-Петербург и обл.;393 735,00;394 655,00;-920,00;-0,23
489;6;Северстройбанк;3507;Вологодская обл.;389 678,00;396 654,00;-6 976,00;-1,76
490;8;Тайдон;2085;Кемеровская обл.;368 235,00;369 857,00;-1 622,00;-0,44
491;8;Единая Расчетная Палата;384;Москва и обл.;355 649,00;342 039,00;13 610,00;3,98
492;4;Объединенная Расчетная Система;3342;Москва и обл.;351 408,00;395 887,00;-44 479,00;-11,24
493;7;Альтернатива;3452;Москва и обл.;339 340,00;339 089,00;251,00;0,07
494;-2;Деньги.Мэйл.Ру;3511;Москва и обл.;329 542,00;457 579,00;-128 037,00;-27,98
495;6;Промсвязьинвест;2761;Дагестан;313 744,00;325 151,00;-11 407,00;-3,51
496;8;Русское Финансовое Общество;3427;Москва и обл.;309 904,00;307 913,00;1 991,00;0,65
497;6;Сетевая Расчетная Палата;3332;Татарстан;296 786,00;308 635,00;-11 849,00;-3,84
498;4;Рунэтбанк;2829;Москва и обл.;290 941,00;322 264,00;-31 323,00;-9,72
499;6;ПэйЮ;3518;Москва и обл.;241 404,00;241 404,00;0,00;0
500;6;Нарат;1902;Саратовская обл.;240 253,00;240 208,00;45,00;0,02
501;9;Электронный платежный сервис;3509;Москва и обл.;173 602,00;173 602,00;0,00;0
502;6;Элексир;3533;Москва и обл.;168 140,00;186 998,00;-18 858,00;-10,08
503;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;161 717,00;173 908,00;-12 191,00;-7,01
504;7;Платежный Стандарт;3530;Новосибирская обл.;160 378,00;160 378,00;0,00;0
505;7;Моби.Деньги;3523;Москва и обл.;157 894,00;157 894,00;0,00;0
506;1;Платежи и Расчеты;3324;Самарская обл.;141 999,00;207 401,00;-65 402,00;-31,53
507;6;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;140 509,00;121 273,00;19 236,00;15,86
508;7;Вест;2605;Москва и обл.;112 193,00;111 096,00;1 097,00;0,99
509;5;Р-Инкас;3536;Москва и обл.;90 468,00;116 558,00;-26 090,00;-22,38
510;7;Дальний Восток;3318;Приморский край;81 790,00;71 491,00;10 299,00;14,41
511;5;Премиум;3514;Москва и обл.;81 321,00;81 321,00;0,00;0
512;7;Элплат;3535;Удмуртия;51 767,00;51 767,00;0,00;0
513;7;Перспектива;3532;Омская обл.;31 725,00;31 725,00;0,00;0
514;4;Инновационный Расчетный Центр;3447;Москва и обл.;27 389,00;68 400,00;-41 011,00;-59,96
515;6;Инэко;3520;Ивановская обл.;20 294,00;20 294,00;0,00;0
516;7;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;18 010,00;14 194,00;3 816,00;26,88
517;5;АРБ-Инкасс;3353;Москва и обл.;16 861,00;17 308,00;-447,00;-2,58
518;6;21 Век;3309;Санкт-Петербург и обл.;14 930,00;13 036,00;1 894,00;14,53
