Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2017, тыс. рублей;Март, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
33;-1;Восточный Банк;1460;Амурская обл.;269 996 728,00;274 644 862,00;-4 648 134,00;-1,69
34;1;Московский Индустриальный Банк;912;Москва и обл.;261 722 702,00;258 897 282,00;2 825 420,00;1,09
35;-1;Банк Зенит;3255;Москва и обл.;258 628 538,00;263 911 896,00;-5 283 358,00;-2,00
36;0;Возрождение;1439;Москва и обл.;252 382 007,00;246 993 492,00;5 388 515,00;2,18
37;0;Новикомбанк;2546;Москва и обл.;242 547 158,00;246 083 207,00;-3 536 049,00;-1,44
38;0;Нордеа Банк;3016;Москва и обл.;224 917 900,00;228 071 922,00;-3 154 022,00;-1,38
39;1;Хоум Кредит Банк;316;Москва и обл.;222 853 229,00;222 644 145,00;209 084,00;0,09
40;1;Транскапиталбанк;2210;Москва и обл.;209 655 577,00;212 575 069,00;-2 919 492,00;-1,37
41;2;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;202 451 041,00;194 389 191,00;8 061 850,00;4,15
42;0;Глобэкс;1942;Москва и обл.;197 567 171,00;202 083 609,00;-4 516 438,00;-2,23
43;1;Тинькофф Банк;2673;Москва и обл.;192 349 278,00;187 999 180,00;4 350 098,00;2,31
44;-5;ИНГ Банк;2495;Москва и обл.;182 187 174,00;224 182 614,00;-41 995 440,00;-18,73
45;0;РосЕвроБанк;3137;Москва и обл.;180 990 389,00;181 885 334,00;-894 945,00;-0,49
46;1;Сургутнефтегазбанк;588;Ханты-Мансийский АО — Югра;171 590 279,00;173 834 359,00;-2 244 080,00;-1,29
47;-1;Экспресс-Волга;3085;Костромская обл.;165 492 225,00;179 649 482,00;-14 157 257,00;-7,88
48;0;ДельтаКредит;3338;Москва и обл.;160 831 643,00;161 349 423,00;-517 780,00;-0,32
49;0;МТС Банк;2268;Москва и обл.;158 434 927,00;155 502 010,00;2 932 917,00;1,89
50;3;РГС Банк;3073;Москва и обл.;155 623 170,00;139 269 234,00;16 353 936,00;11,74
51;1;Почта Банк;650;Москва и обл.;152 464 128,00;139 546 085,00;12 918 043,00;9,26
52;-2;Национальный Расчетный Депозитарий;3294;Москва и обл.;151 396 628,00;151 464 028,00;-67 400,00;-0,04
53;-2;Авангард;2879;Москва и обл.;140 312 099,00;140 757 302,00;-445 203,00;-0,32
54;1;Азиатско-Тихоокеанский Банк;1810;Амурская обл.;133 957 032,00;136 545 751,00;-2 588 719,00;-1,90
55;-1;ОТП Банк;2766;Москва и обл.;130 323 630,00;137 550 370,00;-7 226 740,00;-5,25
56;0;Инвестторгбанк;2763;Москва и обл.;130 093 362,00;131 387 728,00;-1 294 366,00;-0,99
57;1;Аверс;415;Татарстан;127 434 626,00;124 653 868,00;2 780 758,00;2,23
58;-1;СКБ-Банк;705;Свердловская обл.;124 424 429,00;130 409 667,00;-5 985 238,00;-4,59
59;0;МСП Банк;3340;Москва и обл.;122 522 267,00;123 671 106,00;-1 148 839,00;-0,93
60;0;Кредит Европа Банк;3311;Москва и обл.;122 306 713,00;122 748 385,00;-441 672,00;-0,36
61;1;Сетелем Банк;2168;Москва и обл.;114 213 329,00;109 724 964,00;4 488 365,00;4,09
62;-1;Запсибкомбанк;918;Тюменская обл.;113 401 348,00;113 785 530,00;-384 182,00;-0,34
63;2;Роскосмосбанк;2989;Москва и обл.;108 981 596,00;101 015 583,00;7 966 013,00;7,89
64;0;Ренессанс Кредит;3354;Москва и обл.;107 250 947,00;104 444 214,00;2 806 733,00;2,69
65;-2;Русфинанс Банк;1792;Самарская обл.;105 596 829,00;106 205 032,00;-608 203,00;-0,57
66;0;Центр-инвест;2225;Ростовская обл.;97 587 012,00;98 043 482,00;-456 470,00;-0,47
67;0;Таврический Банк;2304;Санкт-Петербург и обл.;92 527 570,00;93 917 435,00;-1 389 865,00;-1,48
68;2;Банк Финсервис;3388;Москва и обл.;90 363 043,00;86 840 553,00;3 522 490,00;4,06
69;2;РНКБ;1354;Симферополь;85 384 322,00;84 036 057,00;1 348 265,00;1,60
70;-1;Балтинвестбанк;3176;Санкт-Петербург и обл.;83 262 786,00;87 084 811,00;-3 822 025,00;-4,39
71;1;Локо-Банк;2707;Москва и обл.;81 571 576,00;83 712 467,00;-2 140 891,00;-2,56
72;2;ЦентроКредит;121;Москва и обл.;80 697 110,00;79 546 936,00;1 150 174,00;1,45
73;3;Союз;2307;Москва и обл.;79 962 529,00;77 372 137,00;2 590 392,00;3,35
74;1;Кубань Кредит;2518;Краснодарский край;78 317 260,00;78 306 002,00;11 258,00;0,01
75;2;БНП Париба Банк;3407;Москва и обл.;73 009 908,00;76 192 841,00;-3 182 933,00;-4,18
76;4;ВУЗ-Банк;1557;Свердловская обл.;71 429 565,00;68 445 644,00;2 983 921,00;4,36
77;4;Меткомбанк (Каменск-Уральский);2443;Свердловская обл.;69 379 776,00;68 157 183,00;1 222 593,00;1,79
78;1;Росэксимбанк;2790;Москва и обл.;68 705 835,00;72 883 631,00;-4 177 796,00;-5,73
79;-1;Эйч-Эс-Би-Си Банк (HSBC);3290;Москва и обл.;68 131 207,00;74 741 315,00;-6 610 108,00;-8,84
80;3;РН Банк;170;Москва и обл.;67 475 579,00;65 680 156,00;1 795 423,00;2,73
81;1;Экспобанк;2998;Москва и обл.;67 010 339,00;66 328 973,00;681 366,00;1,03
82;-14;Балтийский Банк;128;Санкт-Петербург и обл.;64 386 536,00;88 417 296,00;-24 030 760,00;-27,18
83;1;Металлинвестбанк;2440;Москва и обл.;63 615 747,00;64 987 397,00;-1 371 650,00;-2,11
84;-11;Дойче Банк;3328;Москва и обл.;61 269 822,00;80 260 724,00;-18 990 902,00;-23,66
85;0;Международный Финансовый Клуб;2618;Москва и обл.;61 012 181,00;62 804 224,00;-1 792 043,00;-2,85
86;2;ОФК Банк;2270;Москва и обл.;58 871 137,00;59 539 483,00;-668 346,00;-1,12
87;0;Банк Интеза;2216;Москва и обл.;57 695 523,00;59 542 608,00;-1 847 085,00;-3,10
88;-2;БКС Банк;101;Новосибирская обл.;56 808 423,00;61 678 184,00;-4 869 761,00;-7,90
89;0;Креди Агриколь КИБ;1680;Санкт-Петербург и обл.;56 725 646,00;57 267 272,00;-541 626,00;-0,95
90;1;СДМ-Банк;1637;Москва и обл.;54 814 550,00;54 686 136,00;128 414,00;0,23
91;-1;Росэнергобанк;2211;Москва и обл.;54 467 906,00;56 886 207,00;-2 418 301,00;-4,25
92;0;Крайинвестбанк;3360;Краснодарский край;53 990 787,00;54 274 793,00;-284 006,00;-0,52
93;2;Социнвестбанк;1132;Башкортостан;52 632 139,00;51 611 044,00;1 021 095,00;1,98
94;0;Тойота Банк;3470;Москва и обл.;51 866 729,00;51 805 686,00;61 043,00;0,12
95;-2;ББР Банк;2929;Москва и обл.;51 424 606,00;53 395 962,00;-1 971 356,00;-3,69
96;1;Газэнергобанк;3252;Калужская обл.;48 385 478,00;48 062 740,00;322 738,00;0,67
97;2;Челябинвестбанк;493;Челябинская обл.;47 508 055,00;47 642 977,00;-134 922,00;-0,28
98;0;Примсоцбанк;2733;Приморский край;47 410 172,00;48 037 567,00;-627 395,00;-1,31
99;4;Челиндбанк;485;Челябинская обл.;46 462 390,00;46 436 458,00;25 932,00;0,06
100;1;Левобережный;1343;Новосибирская обл.;46 403 942,00;46 837 219,00;-433 277,00;-0,93
101;6;Интерпрогрессбанк;600;Москва и обл.;46 088 981,00;44 703 389,00;1 385 592,00;3,10
102;2;Межтопэнергобанк;2956;Москва и обл.;45 310 359,00;46 353 511,00;-1 043 152,00;-2,25
103;-3;Международный Банк Санкт-Петербурга (МБСП);197;Санкт-Петербург и обл.;45 161 263,00;47 081 560,00;-1 920 297,00;-4,08
104;1;АйСиБиСи Банк;3475;Москва и обл.;44 863 931,00;45 410 328,00;-546 397,00;-1,20
105;4;Мир Бизнес Банк;3396;Москва и обл.;44 559 750,00;41 778 918,00;2 780 832,00;6,66
106;-4;Фора-Банк;1885;Москва и обл.;42 929 906,00;46 482 704,00;-3 552 798,00;-7,64
107;-1;Сумитомо Мицуи Рус Банк;3494;Москва и обл.;42 878 310,00;44 977 937,00;-2 099 627,00;-4,67
108;0;Севергазбанк;2816;Вологодская обл.;41 984 516,00;43 730 568,00;-1 746 052,00;-3,99
109;1;Саровбизнесбанк;2048;Нижегородская обл.;41 244 578,00;41 381 489,00;-136 911,00;-0,33
110;3;Коммерцбанк (Евразия);3333;Москва и обл.;38 399 048,00;38 087 890,00;311 158,00;0,82
111;0;Банк БФА;3038;Санкт-Петербург и обл.;38 002 161,00;39 223 436,00;-1 221 275,00;-3,11
112;2;Квантмобайл Банк;1189;Москва и обл.;37 063 436,00;37 001 079,00;62 357,00;0,17
113;-1;Еврофинанс Моснарбанк;2402;Москва и обл.;35 711 271,00;38 737 421,00;-3 026 150,00;-7,81
114;1;Бинбанк Диджитал;2827;Москва и обл.;35 020 228,00;35 405 579,00;-385 351,00;-1,09
115;3;БыстроБанк;1745;Удмуртия;33 929 432,00;33 167 247,00;762 185,00;2,30
116;0;НС Банк;3124;Москва и обл.;33 544 838,00;33 653 664,00;-108 826,00;-0,32
117;2;Кольцо Урала;65;Свердловская обл.;32 801 398,00;32 623 999,00;177 399,00;0,54
118;8;Генбанк;2490;Симферополь;32 484 883,00;29 582 220,00;2 902 663,00;9,81
119;10;Объединенный Капитал;2611;Санкт-Петербург и обл.;32 170 419,00;29 239 517,00;2 930 902,00;10,02
120;2;Алмазэргиэнбанк;2602;Саха (Якутия);30 765 083,00;30 650 606,00;114 477,00;0,37
121;10;АктивКапитал Банк;3006;Самарская обл.;30 565 838,00;29 055 444,00;1 510 394,00;5,20
122;-5;Бэнк оф Чайна;2309;Москва и обл.;30 273 424,00;33 342 865,00;-3 069 441,00;-9,21
123;0;Солидарность;554;Самарская обл.;30 191 939,00;30 169 211,00;22 728,00;0,08
124;-3;Дальневосточный Банк;843;Приморский край;30 050 210,00;30 702 717,00;-652 507,00;-2,13
125;-1;Национальный Стандарт;3421;Москва и обл.;29 519 007,00;30 088 286,00;-569 279,00;-1,89
126;-6;Фольксваген Банк Рус;3500;Москва и обл.;29 251 658,00;30 713 655,00;-1 461 997,00;-4,76
127;-2;Финанс Бизнес Банк;520;Москва и обл.;28 534 173,00;29 745 063,00;-1 210 890,00;-4,07
128;5;Газбанк;2316;Самарская обл.;28 415 359,00;28 430 726,00;-15 367,00;-0,05
129;-1;Приморье;3001;Приморский край;27 950 899,00;29 244 287,00;-1 293 388,00;-4,42
130;2;Кредит Урал Банк;2584;Челябинская обл.;27 378 909,00;28 764 593,00;-1 385 684,00;-4,82
131;7;Платежный Центр;3166;Новосибирская обл.;27 145 484,00;25 983 374,00;1 162 110,00;4,47
132;-2;Интерпромбанк;3266;Москва и обл.;26 782 539,00;29 181 775,00;-2 399 236,00;-8,22
133;12;Чайна Констракшн;3515;Москва и обл.;26 586 803,00;23 616 897,00;2 969 906,00;12,58
134;2;Московское Ипотечное Агентство;3344;Москва и обл.;26 432 629,00;27 786 935,00;-1 354 306,00;-4,87
135;7;БМВ Банк;3482;Москва и обл.;25 715 350,00;24 760 628,00;954 722,00;3,86
136;-9;Аресбанк;2914;Москва и обл.;25 657 644,00;29 515 083,00;-3 857 439,00;-13,07
137;0;Девон-Кредит;1972;Татарстан;25 604 067,00;27 628 999,00;-2 024 932,00;-7,33
138;2;Ланта-Банк;1920;Москва и обл.;25 424 478,00;25 653 399,00;-228 921,00;-0,89
139;2;Акибанк;2587;Татарстан;25 030 294,00;24 871 078,00;159 216,00;0,64
140;3;Агропромкредит;2880;Москва и обл.;24 844 423,00;24 707 636,00;136 787,00;0,55
141;9;Энерготрансбанк;1307;Калининградская обл.;24 729 940,00;22 425 188,00;2 304 752,00;10,28
142;-8;Русский Международный Банк;3123;Москва и обл.;24 579 875,00;28 182 986,00;-3 603 111,00;-12,78
143;1;Липецккомбанк;1242;Липецкая обл.;24 142 254,00;23 958 116,00;184 138,00;0,77
144;-5;Татсоцбанк;480;Татарстан;24 109 521,00;25 761 783,00;-1 652 262,00;-6,41
145;-10;МБА-Москва;3395;Москва и обл.;24 091 612,00;27 836 851,00;-3 745 239,00;-13,45
146;1;Урал ФД;249;Пермская обл.;22 817 722,00;23 138 852,00;-321 130,00;-1,39
147;1;Энергобанк;67;Татарстан;22 339 681,00;22 682 209,00;-342 528,00;-1,51
148;4;Легион;3117;Москва и обл.;21 644 620,00;21 378 811,00;265 809,00;1,24
149;0;Данске Банк;3307;Санкт-Петербург и обл.;21 619 357,00;22 667 406,00;-1 048 049,00;-4,62
150;-4;СЭБ Банк;3235;Санкт-Петербург и обл.;21 618 834,00;23 178 068,00;-1 559 234,00;-6,73
151;0;Курскпромбанк;735;Курская обл.;21 597 314,00;21 710 077,00;-112 763,00;-0,52
152;2;Мерседес-Бенц Банк Рус;3473;Москва и обл.;21 243 687,00;21 189 709,00;53 978,00;0,25
153;6;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;20 465 332,00;19 556 113,00;909 219,00;4,65
154;4;НБД-Банк;1966;Нижегородская обл.;20 109 242,00;19 963 416,00;145 826,00;0,73
155;1;Хлынов;254;Кировская обл.;20 058 838,00;20 188 590,00;-129 752,00;-0,64
156;9;Банк Кредит Свисс;2494;Москва и обл.;19 923 439,00;17 529 659,00;2 393 780,00;13,66
157;7;Кошелев-Банк;3300;Самарская обл.;19 467 145,00;18 236 714,00;1 230 431,00;6,75
158;-1;Петербургский Социальный Коммерческий Банк;2551;Санкт-Петербург и обл.;19 276 571,00;19 970 137,00;-693 566,00;-3,47
159;4;Тольяттихимбанк;2507;Самарская обл.;19 216 231,00;18 490 753,00;725 478,00;3,92
160;0;Москоммерцбанк;3365;Москва и обл.;18 867 517,00;19 477 400,00;-609 883,00;-3,13
161;1;Собинбанк;1317;Москва и обл.;18 564 030,00;18 624 096,00;-60 066,00;-0,32
162;-1;Джей энд Ти Банк;3061;Москва и обл.;17 467 962,00;19 406 004,00;-1 938 042,00;-9,99
163;5;Держава;2738;Москва и обл.;16 990 406,00;16 816 236,00;174 170,00;1,04
164;3;Рублев;3098;Москва и обл.;16 702 465,00;17 032 055,00;-329 590,00;-1,94
165;6;Александровский;53;Санкт-Петербург и обл.;16 487 276,00;16 068 973,00;418 303,00;2,60
166;7;Объединенный Кредитный Банк;1118;Ярославская обл.;16 185 143,00;15 668 822,00;516 321,00;3,30
167;3;Развитие-Столица;3013;Москва и обл.;16 161 266,00;16 152 534,00;8 732,00;0,05
168;4;Банк Акцепт;567;Новосибирская обл.;16 159 100,00;15 948 397,00;210 703,00;1,32
169;9;Расчетно-Кредитный Банк;103;Москва и обл.;16 112 570,00;15 024 864,00;1 087 706,00;7,24
170;-1;Темпбанк;55;Москва и обл.;16 061 883,00;16 536 244,00;-474 361,00;-2,87
171;3;Пойдем!;2534;Москва и обл.;15 963 263,00;15 635 905,00;327 358,00;2,09
172;3;НК Банк;2755;Москва и обл.;15 356 373,00;15 517 947,00;-161 574,00;-1,04
173;19;Инбанк;1829;Москва и обл.;15 206 121,00;13 187 185,00;2 018 936,00;15,31
174;8;Денизбанк Москва;3330;Москва и обл.;15 152 778,00;14 673 504,00;479 274,00;3,27
175;-9;Алеф-Банк;2119;Москва и обл.;15 128 924,00;17 176 350,00;-2 047 426,00;-11,92
176;3;Норвик Банк;902;Кировская обл.;15 071 236,00;14 803 272,00;267 964,00;1,81
177;0;Солидарность (Москва);1555;Москва и обл.;14 996 981,00;15 146 947,00;-149 966,00;-0,99
178;-2;Уралтрансбанк;812;Свердловская обл.;14 886 929,00;15 232 006,00;-345 077,00;-2,27
179;6;Гарант-Инвест;2576;Москва и обл.;14 622 426,00;14 272 054,00;350 372,00;2,45
180;1;Банк Казани;708;Татарстан;14 562 955,00;14 764 037,00;-201 082,00;-1,36
181;-1;Нацинвестпромбанк;3077;Москва и обл.;14 525 209,00;14 781 582,00;-256 373,00;-1,73
182;4;Национальный Резервный Банк;2170;Москва и обл.;13 988 715,00;14 187 869,00;-199 154,00;-1,40
183;4;Прио-Внешторгбанк;212;Рязанская обл.;13 965 268,00;13 938 023,00;27 245,00;0,20
184;7;Банк ВВБ;1093;Севастополь;13 899 110,00;13 497 840,00;401 270,00;2,97
185;21;Ишбанк;2867;Москва и обл.;13 601 998,00;10 972 799,00;2 629 199,00;23,96
186;-2;Форштадт;2208;Оренбургская обл.;13 561 928,00;14 283 822,00;-721 894,00;-5,05
187;2;Русский Ипотечный Банк;1968;Москва и обл.;13 458 142,00;13 680 711,00;-222 569,00;-1,63
188;2;РосДорБанк;1573;Москва и обл.;13 229 851,00;13 608 602,00;-378 751,00;-2,78
189;-1;Морской Банк;77;Москва и обл.;13 216 820,00;13 860 791,00;-643 971,00;-4,65
190;4;КС Банк;1752;Мордовия;12 920 170,00;12 925 254,00;-5 084,00;-0,04
191;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;12 827 700,00;12 324 933,00;502 767,00;4,08
192;7;Русьуниверсалбанк;3293;Москва и обл.;12 381 466,00;11 863 255,00;518 211,00;4,37
193;0;Гранд Инвест Банк;3053;Москва и обл.;12 366 503,00;13 065 704,00;-699 201,00;-5,35
194;-41;Спурт Банк;2207;Татарстан;12 241 670,00;21 217 328,00;-8 975 658,00;-42,30
195;-12;Натиксис Банк;3390;Москва и обл.;12 208 281,00;14 346 928,00;-2 138 647,00;-14,91
196;2;Национальная Факторинговая Компания;3437;Москва и обл.;12 161 032,00;11 887 295,00;273 737,00;2,30
197;-1;НИКО-Банк;702;Оренбургская обл.;11 912 147,00;11 937 431,00;-25 284,00;-0,21
198;4;Датабанк;646;Удмуртия;11 907 872,00;11 717 080,00;190 792,00;1,63
199;1;Агросоюз;1459;Москва и обл.;11 881 281,00;11 744 641,00;136 640,00;1,16
200;-3;ТЭМБР-Банк;2764;Москва и обл.;11 856 500,00;11 912 962,00;-56 462,00;-0,47
201;8;Киви Банк;2241;Москва и обл.;11 813 546,00;10 905 192,00;908 354,00;8,33
202;-1;Российская Финансовая Корпорация;3099;Москва и обл.;11 583 285,00;11 721 903,00;-138 618,00;-1,18
203;0;Первомайский;518;Краснодарский край;11 423 488,00;11 531 482,00;-107 994,00;-0,94
204;0;Тройка-Д Банк;3431;Москва и обл.;11 379 815,00;11 368 922,00;10 893,00;0,10
205;7;Банк Оренбург;3269;Оренбургская обл.;11 306 133,00;10 535 809,00;770 324,00;7,31
206;2;Русский Торговый Банк;2842;Москва и обл.;11 145 038,00;10 916 799,00;228 239,00;2,09
207;-2;Солид Банк;1329;Приморский край;10 953 973,00;10 992 990,00;-39 017,00;-0,35
208;2;Ассоциация;732;Нижегородская обл.;10 712 365,00;10 815 979,00;-103 614,00;-0,96
209;7;Новопокровский;467;Краснодарский край;10 657 956,00;10 069 557,00;588 399,00;5,84
210;1;Таатта;1249;Саха (Якутия);10 321 939,00;10 705 169,00;-383 230,00;-3,58
211;3;Юг-Инвестбанк;2772;Краснодарский край;10 120 857,00;10 107 206,00;13 651,00;0,14
212;20;МС Банк Рус;2789;Москва и обл.;9 962 207,00;8 373 053,00;1 589 154,00;18,98
213;-6;Ури Банк;3479;Москва и обл.;9 954 178,00;10 966 749,00;-1 012 571,00;-9,23
214;7;Модульбанк;1927;Костромская обл.;9 906 736,00;9 476 485,00;430 251,00;4,54
215;-2;Банк Жилищного Финансирования;3138;Москва и обл.;9 867 763,00;10 202 760,00;-334 997,00;-3,28
216;1;Снежинский;1376;Челябинская обл.;9 669 651,00;9 887 577,00;-217 926,00;-2,20
217;6;СИАБ;3245;Санкт-Петербург и обл.;9 305 966,00;9 242 031,00;63 935,00;0,69
218;-3;Екатеринбург;3161;Свердловская обл.;9 275 637,00;10 106 482,00;-830 845,00;-8,22
219;5;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;9 203 134,00;9 236 332,00;-33 198,00;-0,36
220;30;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;9 175 378,00;7 503 204,00;1 672 174,00;22,29
221;46;РЕСО Кредит;3450;Москва и обл.;9 147 606,00;6 579 966,00;2 567 640,00;39,02
222;7;Эксперт Банк;2949;Омская обл.;9 127 386,00;8 568 403,00;558 983,00;6,52
223;3;Нефтепромбанк;2156;Москва и обл.;9 029 143,00;9 024 126,00;5 017,00;0,06
224;3;РусЮгбанк;2093;Волгоградская обл.;8 836 193,00;8 783 076,00;53 117,00;0,60
225;33;Альба Альянс;2593;Москва и обл.;8 654 019,00;7 065 135,00;1 588 884,00;22,49
226;-4;Промтрансбанк;2638;Башкортостан;8 470 837,00;9 459 060,00;-988 223,00;-10,45
227;-7;Морган Стэнли Банк;3456;Москва и обл.;8 457 539,00;9 610 587,00;-1 153 048,00;-12,00
228;8;Воронеж;654;Воронежская обл.;8 425 479,00;8 234 654,00;190 825,00;2,32
229;27;Углеметбанк;2997;Челябинская обл.;8 421 338,00;7 194 854,00;1 226 484,00;17,05
230;-2;Энергомашбанк;52;Санкт-Петербург и обл.;8 369 103,00;8 594 343,00;-225 240,00;-2,62
231;0;Реалист Банк;1067;Иркутская обл.;8 358 917,00;8 415 929,00;-57 012,00;-0,68
232;6;Трансстройбанк;2807;Москва и обл.;8 348 844,00;8 219 226,00;129 618,00;1,58
233;1;Московский Нефтехимический Банк;1411;Москва и обл.;8 216 466,00;8 308 394,00;-91 928,00;-1,11
234;8;Союзный;3236;Москва и обл.;8 214 419,00;8 004 403,00;210 016,00;2,62
235;2;Томскпромстройбанк;1720;Томская обл.;8 180 714,00;8 223 712,00;-42 998,00;-0,52
236;4;Славия;2664;Москва и обл.;8 089 276,00;8 141 924,00;-52 648,00;-0,65
237;2;Вокбанк;312;Нижегородская обл.;7 991 437,00;8 169 425,00;-177 988,00;-2,18
238;3;Кранбанк;2271;Ивановская обл.;7 903 478,00;8 044 888,00;-141 410,00;-1,76
239;22;Проминвестбанк;2433;Москва и обл.;7 853 617,00;6 965 413,00;888 204,00;12,75
240;13;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 764 603,00;7 325 134,00;439 469,00;6,00
241;8;Мосуралбанк;2468;Москва и обл.;7 753 869,00;7 599 353,00;154 516,00;2,03
242;-17;Автоторгбанк;2776;Москва и обл.;7 742 730,00;9 235 015,00;-1 492 285,00;-16,16
243;-8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 562 184,00;8 280 440,00;-718 256,00;-8,67
244;4;Северо-Восточный Альянс;2768;Москва и обл.;7 523 767,00;7 673 747,00;-149 980,00;-1,95
245;-2;Ставропольпромстройбанк;1288;Ставропольский край;7 480 391,00;7 838 551,00;-358 160,00;-4,57
246;-1;Северный Кредит;2398;Вологодская обл.;7 470 526,00;7 785 482,00;-314 956,00;-4,05
247;4;Белгородсоцбанк;760;Белгородская обл.;7 458 709,00;7 481 573,00;-22 864,00;-0,31
248;6;Актив Банк;2529;Мордовия;7 378 629,00;7 322 439,00;56 190,00;0,77
249;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 338 883,00;7 476 554,00;-137 671,00;-1,84
250;23;Итуруп;2390;Сахалинская обл.;7 237 137,00;6 364 221,00;872 916,00;13,72
251;4;Банк Раунд;2506;Москва и обл.;7 185 981,00;7 199 842,00;-13 861,00;-0,19
252;5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 065 345,00;7 109 659,00;-44 314,00;-0,62
253;9;Чувашкредитпромбанк;1280;Чувашия;6 954 136,00;6 874 199,00;79 937,00;1,16
254;6;Хакасский Муниципальный Банк;1049;Хакасия;6 882 210,00;6 999 450,00;-117 240,00;-1,67
255;8;Русь;704;Оренбургская обл.;6 868 912,00;6 851 721,00;17 191,00;0,25
256;-23;Ю Би Эс Банк;3463;Москва и обл.;6 774 148,00;8 309 412,00;-1 535 264,00;-18,48
257;2;Финам Банк;2799;Москва и обл.;6 765 842,00;7 064 913,00;-299 071,00;-4,23
