Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2017, тыс. рублей;Март, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
258;7;Уралкапиталбанк;2519;Башкортостан;6 670 647,00;6 751 379,00;-80 732,00;-1,20
259;16;Банк БКФ;2684;Москва и обл.;6 620 098,00;6 308 570,00;311 528,00;4,94
260;19;Нейва;1293;Свердловская обл.;6 526 124,00;6 152 127,00;373 997,00;6,08
261;5;Газтрансбанк;665;Адыгея;6 501 699,00;6 653 214,00;-151 515,00;-2,28
262;8;Конфидэнс Банк;970;Костромская обл.;6 442 765,00;6 448 195,00;-5 430,00;-0,08
263;8;Северный Народный Банк;2721;Коми;6 374 544,00;6 422 071,00;-47 527,00;-0,74
264;4;Коммерческий Индо Банк;3446;Москва и обл.;6 373 820,00;6 486 301,00;-112 481,00;-1,73
265;-21;НБК-Банк;3283;Москва и обл.;6 370 783,00;7 798 016,00;-1 427 233,00;-18,30
266;10;Славянский Кредит;2960;Москва и обл.;6 301 204,00;6 273 353,00;27 851,00;0,44
267;7;Новобанк;1352;Новгородская обл.;6 281 188,00;6 344 944,00;-63 756,00;-1,00
268;9;ФорБанк;2063;Москва и обл.;6 279 239,00;6 258 651,00;20 588,00;0,33
269;11;Енисейский Объединенный Банк;2645;Красноярский край;6 126 957,00;6 130 656,00;-3 699,00;-0,06
270;2;Азия-Инвест Банк;3303;Москва и обл.;6 105 927,00;6 383 577,00;-277 650,00;-4,35
271;7;Кубаньторгбанк;478;Краснодарский край;6 025 466,00;6 210 200,00;-184 734,00;-2,97
272;9;Сибсоцбанк;2015;Алтайский край;5 994 358,00;6 113 808,00;-119 450,00;-1,95
273;11;Автоградбанк;1455;Татарстан;5 983 882,00;6 068 703,00;-84 821,00;-1,40
274;11;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 958 708,00;6 018 527,00;-59 819,00;-0,99
275;11;Владпромбанк;870;Владимирская обл.;5 868 579,00;5 798 505,00;70 074,00;1,21
276;-29;Голдман Сакс Банк;3490;Москва и обл.;5 723 369,00;7 684 649,00;-1 961 280,00;-25,52
277;11;Уссури;596;Хабаровский край;5 698 089,00;5 654 546,00;43 543,00;0,77
278;5;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 678 751,00;6 111 280,00;-432 529,00;-7,08
279;8;Гута-Банк;256;Москва и обл.;5 597 262,00;5 774 377,00;-177 115,00;-3,07
280;2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 565 599,00;6 112 538,00;-546 939,00;-8,95
281;10;Агророс;2860;Саратовская обл.;5 539 902,00;5 519 192,00;20 710,00;0,38
282;16;Нэклис-Банк;1671;Москва и обл.;5 521 374,00;5 113 557,00;407 817,00;7,98
283;-14;Руснарбанк;3403;Москва и обл.;5 513 658,00;6 481 637,00;-967 979,00;-14,93
284;5;Банк ПСА Финанс Рус;3481;Москва и обл.;5 402 073,00;5 590 407,00;-188 334,00;-3,37
285;8;Земский Банк;2900;Самарская обл.;5 342 004,00;5 386 858,00;-44 854,00;-0,83
286;44;Руссобанк;2313;Москва и обл.;5 331 893,00;4 121 552,00;1 210 341,00;29,37
287;7;Эс-Би-Ай Банк;3185;Москва и обл.;5 323 124,00;5 311 551,00;11 573,00;0,22
288;2;Севастопольский Морской Банк;3528;Севастополь;5 307 606,00;5 583 567,00;-275 961,00;-4,94
289;3;Витабанк;356;Санкт-Петербург и обл.;5 275 808,00;5 387 548,00;-111 740,00;-2,07
290;5;Камский Коммерческий Банк;438;Татарстан;5 217 540,00;5 278 588,00;-61 048,00;-1,16
291;14;ЮMoney;3510;Россия;5 086 659,00;4 803 123,00;283 536,00;5,90
292;16;Москва-Сити;3247;Москва и обл.;5 048 236,00;4 748 809,00;299 427,00;6,31
293;3;Венец;524;Ульяновская обл.;5 036 580,00;5 129 893,00;-93 313,00;-1,82
294;43;УМ-Банк;1441;Москва и обл.;5 018 593,00;3 957 258,00;1 061 335,00;26,82
295;4;Объединенный Резервный Банк;937;Москва и обл.;4 988 772,00;5 048 479,00;-59 707,00;-1,18
296;-32;Зираат Банк;2559;Москва и обл.;4 882 783,00;6 772 038,00;-1 889 255,00;-27,90
297;0;Чайнасельхозбанк;3529;Москва и обл.;4 870 119,00;5 127 132,00;-257 013,00;-5,01
298;4;Кузнецкий;609;Пензенская обл.;4 854 218,00;4 869 798,00;-15 580,00;-0,32
299;4;Зенит Сочи;232;Краснодарский край;4 820 691,00;4 837 673,00;-16 982,00;-0,35
300;1;Банк Торгового Финансирования;1982;Москва и обл.;4 801 088,00;4 927 482,00;-126 394,00;-2,57
301;5;Платина;2347;Москва и обл.;4 703 092,00;4 791 708,00;-88 616,00;-1,85
302;18;Финансово-Промышленный Капитал;3295;Москва и обл.;4 555 639,00;4 379 974,00;175 665,00;4,01
303;6;Ростфинанс;481;Ростовская обл.;4 527 448,00;4 610 342,00;-82 894,00;-1,80
304;7;Банк Инноваций и Развития;2647;Москва и обл.;4 495 900,00;4 587 320,00;-91 420,00;-1,99
305;9;Горбанк;2982;Санкт-Петербург и обл.;4 493 831,00;4 510 137,00;-16 306,00;-0,36
306;1;Банк Кремлевский;2905;Москва и обл.;4 474 109,00;4 791 301,00;-317 192,00;-6,62
307;-3;Долинск;857;Сахалинская обл.;4 454 836,00;4 823 855,00;-369 019,00;-7,65
308;4;Роял Кредит Банк;783;Приморский край;4 429 745,00;4 576 536,00;-146 791,00;-3,21
309;9;Стройлесбанк;2995;Тюменская обл.;4 419 475,00;4 444 366,00;-24 891,00;-0,56
310;7;Банкхаус Эрбе;1717;Москва и обл.;4 390 936,00;4 481 642,00;-90 706,00;-2,02
311;8;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 371 759,00;4 420 058,00;-48 299,00;-1,09
312;3;Вологжанин;1896;Вологодская обл.;4 348 963,00;4 502 492,00;-153 529,00;-3,41
313;0;Экси-Банк;2530;Санкт-Петербург и обл.;4 324 124,00;4 546 265,00;-222 141,00;-4,89
314;10;Межрегиональный промышленно-строительный банк;752;Мордовия;4 245 910,00;4 272 682,00;-26 772,00;-0,63
315;7;Гаранти Банк — Москва;3275;Москва и обл.;4 244 719,00;4 328 360,00;-83 641,00;-1,93
316;12;Русский Национальный Банк;469;Ростовская обл.;4 216 059,00;4 147 178,00;68 881,00;1,66
317;9;Московский Коммерческий Банк;3172;Москва и обл.;4 186 726,00;4 257 543,00;-70 817,00;-1,66
318;-8;Евразийский Банк;969;Москва и обл.;4 169 796,00;4 592 376,00;-422 580,00;-9,20
319;2;Синко-Банк;2838;Москва и обл.;4 162 376,00;4 367 393,00;-205 017,00;-4,69
320;13;Аксонбанк;680;Костромская обл.;4 161 309,00;4 101 371,00;59 938,00;1,46
321;-75;Земкомбанк;574;Ростовская обл.;4 152 683,00;7 706 329,00;-3 553 646,00;-46,11
322;9;Донкомбанк;492;Ростовская обл.;4 080 362,00;4 120 597,00;-40 235,00;-0,98
323;9;ПИР Банк;2655;Москва и обл.;4 074 851,00;4 116 405,00;-41 554,00;-1,01
324;-1;Мастер-Капитал;3011;Москва и обл.;4 061 103,00;4 279 381,00;-218 278,00;-5,10
325;33;Крыловский;456;Краснодарский край;4 040 237,00;3 286 849,00;753 388,00;22,92
326;-1;Черноморский банк развития и реконструкции;3527;Симферополь;4 034 815,00;4 263 230,00;-228 415,00;-5,36
327;2;ВостСибтранскомбанк;2731;Иркутская обл.;3 995 430,00;4 123 269,00;-127 839,00;-3,10
328;12;Бест Эффортс Банк;435;Москва и обл.;3 952 133,00;3 894 911,00;57 222,00;1,47
329;-2;Рапида;3371;Москва и обл.;3 930 516,00;4 180 787,00;-250 271,00;-5,99
330;4;Мегаполис;3265;Чувашия;3 915 523,00;4 007 778,00;-92 255,00;-2,30
331;7;Иваново;1763;Ивановская обл.;3 849 496,00;3 955 730,00;-106 234,00;-2,69
332;12;Уралпромбанк;2964;Челябинская обл.;3 827 299,00;3 773 757,00;53 542,00;1,42
333;9;Юнистрим;3467;Москва и обл.;3 824 483,00;3 878 351,00;-53 868,00;-1,39
334;1;Радиотехбанк;1166;Нижегородская обл.;3 821 721,00;3 999 567,00;-177 846,00;-4,45
335;26;ЮМК Банк;3495;Краснодарский край;3 797 943,00;3 222 633,00;575 310,00;17,85
336;0;Хованский;2145;Москва и обл.;3 756 554,00;3 977 208,00;-220 654,00;-5,55
337;10;Братский АНКБ;1144;Иркутская обл.;3 567 615,00;3 617 682,00;-50 067,00;-1,38
338;3;Риабанк;3434;Москва и обл.;3 547 423,00;3 880 857,00;-333 434,00;-8,59
339;6;Ермак;1809;Ханты-Мансийский АО — Югра;3 465 345,00;3 694 795,00;-229 450,00;-6,21
340;6;МФБанк;3163;Москва и обл.;3 459 017,00;3 653 312,00;-194 295,00;-5,32
341;2;Камчаткомагропромбанк;545;Камчатская обл.;3 455 450,00;3 864 983,00;-409 533,00;-10,60
342;7;Международный Коммерческий Банк;2524;Москва и обл.;3 446 344,00;3 536 533,00;-90 189,00;-2,55
343;12;Банк Реалист;2646;Москва и обл.;3 398 907,00;3 343 101,00;55 806,00;1,67
344;15;Алтайкапиталбанк;2659;Алтайский край;3 372 042,00;3 283 399,00;88 643,00;2,70
345;8;Донхлеббанк;2285;Ростовская обл.;3 346 480,00;3 384 886,00;-38 406,00;-1,13
346;8;Живаго Банк;2065;Рязанская обл.;3 346 127,00;3 371 883,00;-25 756,00;-0,76
347;4;Сибэс;208;Омская обл.;3 345 357,00;3 432 758,00;-87 401,00;-2,55
348;8;Еврокапитал-Альянс;2672;Ярославская обл.;3 344 662,00;3 291 994,00;52 668,00;1,60
349;3;НОКССбанк;3202;Волгоградская обл.;3 337 593,00;3 388 580,00;-50 987,00;-1,50
350;10;Банк Заречье;817;Татарстан;3 221 049,00;3 250 621,00;-29 572,00;-0,91
351;14;Евроальянс;1781;Ивановская обл.;3 165 039,00;3 112 035,00;53 004,00;1,70
352;18;РАМ Банк;3480;Москва и обл.;3 118 410,00;2 989 529,00;128 881,00;4,31
353;32;Новый Символ;370;Москва и обл.;3 115 178,00;2 767 540,00;347 638,00;12,56
354;-15;Крокус-Банк;2682;Москва и обл.;3 105 563,00;3 937 464,00;-831 901,00;-21,13
355;9;Унифондбанк;3416;Москва и обл.;3 083 385,00;3 173 159,00;-89 774,00;-2,83
356;6;Первый Инвестиционный Банк;604;Москва и обл.;3 074 922,00;3 194 417,00;-119 495,00;-3,74
357;12;РБА;3413;Москва и обл.;3 044 637,00;3 025 694,00;18 943,00;0,63
358;10;ИТ Банк;2609;Омская обл.;3 022 578,00;3 088 538,00;-65 960,00;-2,14
359;13;Банк Премьер Кредит;1663;Москва и обл.;3 010 089,00;2 977 704,00;32 385,00;1,09
360;14;Оргбанк;3312;Москва и обл.;2 985 140,00;2 936 606,00;48 534,00;1,65
361;15;Взаимодействие;1704;Новосибирская обл.;2 983 937,00;2 924 637,00;59 300,00;2,03
362;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 970 260,00;3 186 234,00;-215 974,00;-6,78
363;-47;Межбанковский Кредитный Союз;3242;Москва и обл.;2 952 648,00;4 501 458,00;-1 548 810,00;-34,41
364;15;Владбизнесбанк;903;Владимирская обл.;2 914 025,00;2 840 461,00;73 564,00;2,59
365;6;Центрально-Европейский Банк;2670;Москва и обл.;2 912 344,00;2 983 379,00;-71 035,00;-2,38
366;-16;Невский Банк;1068;Санкт-Петербург и обл.;2 907 714,00;3 467 744,00;-560 030,00;-16,15
367;8;Йошкар-Ола;2802;Марий Эл;2 878 065,00;2 927 944,00;-49 879,00;-1,70
368;-11;Народный Доверительный Банк;2374;Москва и обл.;2 871 368,00;3 288 642,00;-417 274,00;-12,69
369;4;ИСБ;3010;Москва и обл.;2 860 755,00;2 977 518,00;-116 763,00;-3,92
370;-22;Кузнецкий Мост;2254;Москва и обл.;2 834 568,00;3 541 794,00;-707 226,00;-19,97
371;9;Костромаселькомбанк;1115;Костромская обл.;2 771 261,00;2 834 591,00;-63 330,00;-2,23
372;10;ИРС;272;Москва и обл.;2 767 872,00;2 779 643,00;-11 771,00;-0,42
373;5;РТС-Банк;3401;Самарская обл.;2 764 444,00;2 843 152,00;-78 708,00;-2,77
374;7;Озон Банк;3516;Москва и обл.;2 764 267,00;2 782 623,00;-18 356,00;-0,66
375;-9;Бланк Банк;2368;Москва и обл.;2 735 622,00;3 112 008,00;-376 386,00;-12,09
376;10;Новый Московский Банк;2932;Москва и обл.;2 720 222,00;2 730 803,00;-10 581,00;-0,39
377;12;Экономикс-Банк;2136;Москва и обл.;2 673 256,00;2 622 465,00;50 791,00;1,94
378;6;БСТ-Банк;2883;Кемеровская обл.;2 645 761,00;2 769 847,00;-124 086,00;-4,48
379;9;Аспект;608;Москва и обл.;2 614 218,00;2 659 945,00;-45 727,00;-1,72
380;11;Канский;860;Красноярский край;2 598 168,00;2 591 550,00;6 618,00;0,26
381;9;Кредит Экспресс;3186;Ростовская обл.;2 548 161,00;2 606 486,00;-58 325,00;-2,24
382;1;Внешфинбанк;3173;Краснодарский край;2 527 786,00;2 773 982,00;-246 196,00;-8,88
383;4;Татагропромбанк;728;Татарстан;2 476 891,00;2 709 556,00;-232 665,00;-8,59
384;9;Заубер Банк;1614;Санкт-Петербург и обл.;2 459 921,00;2 482 987,00;-23 066,00;-0,93
385;16;Викинг;2;Санкт-Петербург и обл.;2 437 183,00;2 361 095,00;76 088,00;3,22
386;8;Апабанк;2404;Москва и обл.;2 427 310,00;2 436 905,00;-9 595,00;-0,39
387;15;Кросна-Банк;2607;Москва и обл.;2 412 776,00;2 333 352,00;79 424,00;3,40
388;8;Газнефтьбанк;3223;Саратовская обл.;2 381 908,00;2 422 460,00;-40 552,00;-1,67
389;11;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 358 147,00;2 368 437,00;-10 290,00;-0,43
390;7;Элита;1399;Калужская обл.;2 356 025,00;2 404 770,00;-48 745,00;-2,03
391;8;Кредпромбанк;1165;Ярославская обл.;2 348 532,00;2 376 321,00;-27 789,00;-1,17
392;-15;Система;2846;Москва и обл.;2 342 123,00;2 919 314,00;-577 191,00;-19,77
393;5;Далена Банк;1948;Москва и обл.;2 319 226,00;2 393 436,00;-74 210,00;-3,10
394;-2;Первый Клиентский Банк;3436;Москва и обл.;2 311 315,00;2 574 749,00;-263 434,00;-10,23
395;0;Банк Пермь;875;Пермская обл.;2 298 570,00;2 436 448,00;-137 878,00;-5,66
396;8;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 243 057,00;2 280 221,00;-37 164,00;-1,63
397;9;К2 Банк;2851;Карачаево-Черкесия;2 233 092,00;2 241 692,00;-8 600,00;-0,38
398;9;Новый Век;3417;Москва и обл.;2 232 377,00;2 239 190,00;-6 813,00;-0,30
399;4;Резерв;2364;Челябинская обл.;2 222 726,00;2 287 661,00;-64 935,00;-2,84
400;25;Современные Стандарты Бизнеса;3397;Москва и обл.;2 193 978,00;2 015 980,00;177 998,00;8,83
401;4;Вкабанк;1027;Астраханская обл.;2 189 651,00;2 245 988,00;-56 337,00;-2,51
402;17;Капитал;575;Москва и обл.;2 145 261,00;2 070 688,00;74 573,00;3,60
403;7;Международный Строительный Банк;3484;Москва и обл.;2 145 206,00;2 192 277,00;-47 071,00;-2,15
404;5;Приобье;537;Ханты-Мансийский АО — Югра;2 144 876,00;2 198 301,00;-53 425,00;-2,43
405;9;Спиритбанк;2053;Тульская обл.;2 141 559,00;2 129 463,00;12 096,00;0,57
406;24;ПэйПал Ру;3517;Москва и обл.;2 137 822,00;1 966 378,00;171 444,00;8,72
407;5;Новое Время;3492;Москва и обл.;2 080 628,00;2 171 813,00;-91 185,00;-4,20
408;15;Кетовский Коммерческий Банк;842;Курганская обл.;2 067 618,00;2 040 268,00;27 350,00;1,34
409;11;Россита-Банк;3257;Москва и обл.;2 067 319,00;2 065 076,00;2 243,00;0,11
410;7;Народный Банк;2249;Карачаево-Черкесия;2 044 338,00;2 110 690,00;-66 352,00;-3,14
411;-3;Яринтербанк;2564;Ярославская обл.;2 028 223,00;2 203 175,00;-174 952,00;-7,94
412;3;Социум-Банк;2881;Москва и обл.;2 024 696,00;2 127 090,00;-102 394,00;-4,81
413;8;Промсельхозбанк;538;Москва и обл.;2 022 342,00;2 060 696,00;-38 354,00;-1,86
414;17;Спутник;1071;Самарская обл.;2 000 473,00;1 965 963,00;34 510,00;1,76
415;11;Московский Вексельный Банк;2697;Москва и обл.;1 989 829,00;1 991 016,00;-1 187,00;-0,06
416;8;Банк Глобус;2438;Москва и обл.;1 984 338,00;2 019 158,00;-34 820,00;-1,72
417;-4;Златкомбанк;568;Москва и обл.;1 976 166,00;2 147 141,00;-170 975,00;-7,96
418;-2;Росбизнесбанк;1405;Москва и обл.;1 971 448,00;2 120 534,00;-149 086,00;-7,03
419;-1;Сельмашбанк;106;Ростовская обл.;1 955 345,00;2 099 424,00;-144 079,00;-6,86
420;12;Кемсоцинбанк;96;Кемеровская обл.;1 929 798,00;1 963 719,00;-33 921,00;-1,73
421;6;Преодоление;2649;Москва и обл.;1 922 098,00;1 979 068,00;-56 970,00;-2,88
422;11;Бум-Банк;1137;Кабардино-Балкария;1 921 281,00;1 948 555,00;-27 274,00;-1,40
423;5;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 915 450,00;1 975 327,00;-59 877,00;-3,03
424;12;КОР;2148;Волгоградская обл.;1 898 670,00;1 852 867,00;45 803,00;2,47
425;4;Столичный Кредит;2853;Москва и обл.;1 879 511,00;1 967 327,00;-87 816,00;-4,46
426;20;Уралфинанс;1370;Свердловская обл.;1 848 591,00;1 754 265,00;94 326,00;5,38
427;21;Новый Кредитный Союз;3139;Москва и обл.;1 840 861,00;1 726 989,00;113 872,00;6,59
428;7;Майкопбанк;1136;Адыгея;1 840 243,00;1 855 184,00;-14 941,00;-0,81
429;-7;Алтынбанк;2070;Татарстан;1 838 561,00;2 045 290,00;-206 729,00;-10,11
430;13;Арзамас;1281;Нижегородская обл.;1 822 122,00;1 775 933,00;46 189,00;2,60
431;11;Примтеркомбанк;21;Приморский край;1 813 153,00;1 784 275,00;28 878,00;1,62
432;6;Старооскольский Агропромбанк;1050;Белгородская обл.;1 803 189,00;1 820 956,00;-17 767,00;-0,98
433;1;РФИ Банк;3351;Москва и обл.;1 781 379,00;1 939 933,00;-158 554,00;-8,17
434;13;Великие Луки Банк;598;Псковская обл.;1 769 426,00;1 751 720,00;17 706,00;1,01
435;29;Профессионал Банк;3296;Москва и обл.;1 761 611,00;1 524 350,00;237 261,00;15,56
436;9;Дом-Банк;3209;Москва и обл.;1 758 078,00;1 767 761,00;-9 683,00;-0,55
437;3;Саратов;330;Саратовская обл.;1 744 661,00;1 819 647,00;-74 986,00;-4,12
438;14;Банк РМП;2574;Москва и обл.;1 743 512,00;1 691 498,00;52 014,00;3,08
439;14;Проинвестбанк;784;Пермская обл.;1 737 328,00;1 688 056,00;49 272,00;2,92
440;-3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 725 431,00;1 833 502,00;-108 071,00;-5,89
441;15;Лайтбанк;3177;Москва и обл.;1 717 635,00;1 681 551,00;36 084,00;2,15
442;16;Америкэн Экспресс Банк;3460;Москва и обл.;1 716 349,00;1 667 060,00;49 289,00;2,96
443;12;Вятич;2796;Рязанская обл.;1 683 479,00;1 682 508,00;971,00;0,06
444;0;Руна-Банк;3207;Москва и обл.;1 673 237,00;1 768 043,00;-94 806,00;-5,36
445;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 661 752,00;1 706 978,00;-45 226,00;-2,65
446;4;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 655 738,00;1 711 805,00;-56 067,00;-3,28
447;10;Холмск;503;Сахалинская обл.;1 649 774,00;1 680 351,00;-30 577,00;-1,82
448;24;Инкаробанк;2696;Москва и обл.;1 644 842,00;1 376 221,00;268 621,00;19,52
449;-10;Крона-Банк;2499;Иркутская обл.;1 631 712,00;1 820 728,00;-189 016,00;-10,38
450;9;Тагилбанк;1635;Свердловская обл.;1 625 550,00;1 612 857,00;12 693,00;0,79
451;-2;Прайм Финанс;2758;Санкт-Петербург и обл.;1 607 098,00;1 723 827,00;-116 729,00;-6,77
452;10;Нальчик;695;Кабардино-Балкария;1 582 039,00;1 556 691,00;25 348,00;1,63
453;7;Первый Дортрансбанк;3271;Кировская обл.;1 580 814,00;1 580 184,00;630,00;0,04
454;0;Кузбассхимбанк;2868;Кемеровская обл.;1 566 858,00;1 684 475,00;-117 617,00;-6,98
455;10;Первоуральскбанк;965;Свердловская обл.;1 565 352,00;1 511 991,00;53 361,00;3,53
456;10;Калуга;1151;Калужская обл.;1 544 225,00;1 511 544,00;32 681,00;2,16
457;6;Финтрастбанк;3104;Москва и обл.;1 530 544,00;1 544 192,00;-13 648,00;-0,88
458;-17;Икано Банк;3519;Центр;1 507 527,00;1 804 873,00;-297 346,00;-16,47
459;9;Ноосфера;2650;Республика Алтай;1 503 715,00;1 464 901,00;38 814,00;2,65
460;13;Синергия;2884;Саратовская обл.;1 488 531,00;1 372 744,00;115 787,00;8,43
461;6;ИК Банк;1732;Татарстан;1 470 961,00;1 472 574,00;-1 613,00;-0,11
462;7;Сервис Резерв;2034;Москва и обл.;1 451 937,00;1 459 606,00;-7 669,00;-0,53
463;8;Космос;2245;Москва и обл.;1 385 868,00;1 386 050,00;-182,00;-0,01
464;-3;Акцент;696;Оренбургская обл.;1 382 497,00;1 575 719,00;-193 222,00;-12,26
465;5;Вэлтон Банк;1105;Белгородская обл.;1 371 494,00;1 426 420,00;-54 926,00;-3,85
466;8;Максима;3379;Москва и обл.;1 362 137,00;1 363 915,00;-1 778,00;-0,13
467;12;Риал-Кредит;3393;Москва и обл.;1 336 595,00;1 280 183,00;56 412,00;4,41
468;9;Тендер-Банк;2252;Москва и обл.;1 331 876,00;1 293 059,00;38 817,00;3,00
469;14;Мурманский Расчетный Центр;3341;Мурманская обл.;1 312 485,00;1 185 141,00;127 344,00;10,75
470;5;Саммит Банк;85;Приморский край;1 312 195,00;1 362 248,00;-50 053,00;-3,67
471;7;Почтобанк;1788;Пермская обл.;1 261 880,00;1 283 521,00;-21 641,00;-1,69
472;12;Агора;3231;Москва и обл.;1 229 469,00;1 183 763,00;45 706,00;3,86
473;3;Соколовский;2830;Москва и обл.;1 221 128,00;1 312 665,00;-91 537,00;-6,97
474;6;Химик;1114;Нижегородская обл.;1 219 810,00;1 228 161,00;-8 351,00;-0,68
475;20;Невастройинвест;1926;Санкт-Петербург и обл.;1 218 001,00;1 085 164,00;132 837,00;12,24
476;12;Спецстройбанк;236;Москва и обл.;1 203 497,00;1 145 737,00;57 760,00;5,04
477;5;Дон-Тексбанк;1818;Ростовская обл.;1 202 822,00;1 201 960,00;862,00;0,07
478;7;Кредитинвест;1197;Дагестан;1 193 810,00;1 178 455,00;15 355,00;1,30
479;7;Элекснет;3314;Москва и обл.;1 168 813,00;1 168 813,00;0,00;0
480;7;Вакобанк;1291;Псковская обл.;1 163 374,00;1 147 037,00;16 337,00;1,42
481;0;Новый Промышленный Банк;930;Москва и обл.;1 130 431,00;1 222 918,00;-92 487,00;-7,56
482;31;АвтоКредитБанк;1973;Татарстан;1 124 331,00;903 993,00;220 338,00;24,37
483;8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 123 445,00;1 139 496,00;-16 051,00;-1,41
484;12;Тексбанк;2756;Карачаево-Черкесия;1 114 481,00;1 083 485,00;30 996,00;2,86
485;7;ЕАТП Банк;1765;Астраханская обл.;1 111 481,00;1 126 138,00;-14 657,00;-1,30
486;11;Михайловский ПЖСБ;2961;Волгоградская обл.;1 087 500,00;1 074 833,00;12 667,00;1,18
487;12;Курган;2568;Курганская обл.;1 085 727,00;1 071 520,00;14 207,00;1,33
488;5;Москва;1661;Москва и обл.;1 063 581,00;1 110 886,00;-47 305,00;-4,26
489;0;Республиканский Кредитный Альянс;3017;Москва и обл.;1 063 210,00;1 142 665,00;-79 455,00;-6,95
490;0;Финарс Банк;2938;Москва и обл.;1 057 386,00;1 140 259,00;-82 873,00;-7,27
491;3;Байкалкредобанк;2990;Иркутская обл.;1 047 454,00;1 094 026,00;-46 572,00;-4,26
492;8;Регионфинансбанк;3357;Москва и обл.;1 041 347,00;1 041 414,00;-67,00;-0,01
493;10;Прохладный;874;Кабардино-Балкария;1 030 564,00;999 708,00;30 856,00;3,09
494;25;ГринКомБанк;1184;Иркутская обл.;1 010 770,00;867 717,00;143 053,00;16,49
495;16;Новокиб;1747;Кемеровская обл.;974 820,00;926 057,00;48 763,00;5,27
496;12;Майский;1673;Кабардино-Балкария;961 643,00;954 115,00;7 528,00;0,79
497;17;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;955 785,00;898 119,00;57 666,00;6,42
498;3;Банк Фридом Финанс;1143;Москва и обл.;946 251,00;1 021 115,00;-74 864,00;-7,33
499;3;Металлург;2877;Москва и обл.;945 217,00;1 008 332,00;-63 115,00;-6,26
500;9;Народный Инвестиционный Банк;2876;Самарская обл.;938 255,00;947 129,00;-8 874,00;-0,94
501;3;Жилкредит;1736;Москва и обл.;926 114,00;992 585,00;-66 471,00;-6,70
502;27;Народный Земельно-Промышленный Банк;2873;Алтайский край;921 498,00;784 117,00;137 381,00;17,52
503;2;МТИ Банк;1052;Москва и обл.;920 321,00;980 504,00;-60 183,00;-6,14
504;2;Онего;2484;Карелия;904 546,00;958 523,00;-53 977,00;-5,63
505;2;Центрально-Азиатский;3037;Хакасия;902 822,00;955 964,00;-53 142,00;-5,56
506;4;Классик Эконом Банк;3298;Северная Осетия — Алания;886 615,00;934 431,00;-47 816,00;-5,12
507;13;Флора-Москва;533;Москва и обл.;868 104,00;864 058,00;4 046,00;0,47
508;18;Международный Расчетный Банк;3028;Москва и обл.;849 994,00;808 364,00;41 630,00;5,15
509;12;Южный Региональный Банк;3015;Ростовская обл.;848 904,00;853 918,00;-5 014,00;-0,59
510;5;Народный Банк Тувы;1309;Тыва;847 217,00;890 701,00;-43 484,00;-4,88
511;6;Арсенал;3000;Москва и обл.;846 961,00;877 055,00;-30 094,00;-3,43
512;16;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;839 011,00;802 039,00;36 972,00;4,61
513;12;Банк РСИ;3415;Москва и обл.;826 682,00;828 695,00;-2 013,00;-0,24
514;4;Эльбин;2267;Дагестан;816 713,00;876 566,00;-59 853,00;-6,83
515;1;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;815 428,00;879 416,00;-63 988,00;-7,28
516;19;Ресурс-Траст;3122;Москва и обл.;810 755,00;708 868,00;101 887,00;14,37
517;5;АлтайБизнес-Банк;2388;Алтайский край;809 324,00;849 459,00;-40 135,00;-4,72
518;9;Холдинвестбанк;2837;Москва и обл.;795 712,00;802 247,00;-6 535,00;-0,81
519;4;Славянбанк;804;Новгородская обл.;794 689,00;839 690,00;-45 001,00;-5,36
520;-8;Русский Банк Сбережений;779;Ставропольский край;781 121,00;921 005,00;-139 884,00;-15,19
521;3;Си Ди Би Банк;3339;Краснодарский край;772 230,00;831 780,00;-59 550,00;-7,16
522;10;Объединенный Банк Республики;1016;Чувашия;764 243,00;744 106,00;20 137,00;2,71
523;8;Яндекс Банк;3027;Москва и обл.;748 919,00;752 298,00;-3 379,00;-0,45
524;13;РусьРегионБанк;685;Москва и обл.;746 002,00;637 184,00;108 818,00;17,08
525;13;Прокоммерцбанк;2996;Москва и обл.;730 667,00;633 459,00;97 208,00;15,35
526;4;Балаково-Банк;444;Саратовская обл.;722 211,00;757 951,00;-35 740,00;-4,72
