Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2015, тыс. рублей;Октябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;0;Ассоциация;732;Нижегородская обл.;10 224 409,00;10 543 528,00;-319 119,00;-3,03
258;5;Кошелев-Банк;3300;Самарская обл.;10 157 834,00;10 032 661,00;125 173,00;1,25
259;3;Энергомашбанк;52;Санкт-Петербург и обл.;10 015 463,00;10 117 102,00;-101 639,00;-1,00
260;-1;Славия;2664;Москва и обл.;9 983 069,00;10 392 818,00;-409 749,00;-3,94
261;-18;Мир Бизнес Банк;3396;Москва и обл.;9 835 529,00;11 426 817,00;-1 591 288,00;-13,93
262;4;Ставропольпромстройбанк;1288;Ставропольский край;9 622 892,00;9 395 628,00;227 264,00;2,42
263;1;Кредит-Москва;5;Москва и обл.;9 560 666,00;9 896 323,00;-335 657,00;-3,39
264;6;Новопокровский;467;Краснодарский край;9 488 264,00;9 162 110,00;326 154,00;3,56
265;14;Снежинский;1376;Челябинская обл.;9 269 302,00;8 692 600,00;576 702,00;6,63
266;3;Нефтепромбанк;2156;Москва и обл.;9 212 348,00;9 278 158,00;-65 810,00;-0,71
267;7;Банк Казани;708;Татарстан;9 095 213,00;8 900 796,00;194 417,00;2,18
268;26;Финанс Бизнес Банк;520;Москва и обл.;8 957 767,00;7 648 444,00;1 309 323,00;17,12
269;2;Таатта;1249;Саха (Якутия);8 892 112,00;9 076 449,00;-184 337,00;-2,03
270;-3;Голдман Сакс Банк;3490;Москва и обл.;8 888 149,00;9 325 950,00;-437 801,00;-4,69
271;39;Вокбанк;312;Нижегородская обл.;8 850 705,00;7 100 621,00;1 750 084,00;24,65
272;1;Региональный Банк Развития — Московский филиал;2782;Москва и обл.;8 840 098,00;8 911 755,00;-71 657,00;-0,80
273;-5;Банк БКФ;2684;Москва и обл.;8 764 752,00;9 278 353,00;-513 601,00;-5,54
274;8;Миллениум Банк;3423;Москва и обл.;8 760 013,00;8 392 581,00;367 432,00;4,38
275;2;Екатеринбург;3161;Свердловская обл.;8 756 526,00;8 837 535,00;-81 009,00;-0,92
276;-4;Гута-Банк;256;Москва и обл.;8 658 263,00;8 945 272,00;-287 009,00;-3,21
277;1;ПИР Банк;2655;Москва и обл.;8 591 863,00;8 834 935,00;-243 072,00;-2,75
278;-2;Северо-Восточный Альянс;2768;Москва и обл.;8 589 732,00;8 845 698,00;-255 966,00;-2,89
279;4;Датабанк;646;Удмуртия;8 557 271,00;8 385 764,00;171 507,00;2,05
280;80;МС Банк Рус;2789;Москва и обл.;8 517 979,00;5 285 534,00;3 232 445,00;61,16
281;-1;Московский Нефтехимический Банк;1411;Москва и обл.;8 425 402,00;8 500 089,00;-74 687,00;-0,88
282;6;Томскпромстройбанк;1720;Томская обл.;8 299 078,00;8 174 904,00;124 174,00;1,52
283;-2;Эс-Би-Ай Банк;3185;Москва и обл.;8 274 175,00;8 398 337,00;-124 162,00;-1,48
284;0;Юг-Инвестбанк;2772;Краснодарский край;8 204 788,00;8 353 738,00;-148 950,00;-1,78
285;0;Рускобанк;138;Санкт-Петербург и обл.;8 119 517,00;8 307 027,00;-187 510,00;-2,26
286;5;Верхневолжский;1084;Ярославская обл.;8 079 969,00;7 942 700,00;137 269,00;1,73
287;0;Углеметбанк;2997;Челябинская обл.;7 996 376,00;8 254 427,00;-258 051,00;-3,13
288;8;Синко-Банк;2838;Москва и обл.;7 863 177,00;7 569 552,00;293 625,00;3,88
289;3;РусЮгбанк;2093;Волгоградская обл.;7 853 356,00;7 738 117,00;115 239,00;1,49
290;0;Альба Альянс;2593;Москва и обл.;7 832 922,00;7 990 167,00;-157 245,00;-1,97
291;-2;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 772 225,00;8 123 684,00;-351 459,00;-4,33
292;12;Эксперт Банк;2949;Омская обл.;7 684 947,00;7 337 595,00;347 352,00;4,73
293;6;Анкор Банк;889;Татарстан;7 536 034,00;7 460 176,00;75 858,00;1,02
294;33;РЕСО Кредит;3450;Москва и обл.;7 523 546,00;6 484 105,00;1 039 441,00;16,03
295;2;Бинбанк Тверь;777;Тверская обл.;7 497 384,00;7 542 913,00;-45 529,00;-0,60
296;10;Славянский Кредит;2960;Москва и обл.;7 470 326,00;7 189 657,00;280 669,00;3,90
297;4;Финам Банк;2799;Москва и обл.;7 459 860,00;7 375 227,00;84 633,00;1,15
298;0;Экспресс-Кредит;210;Москва и обл.;7 409 348,00;7 481 134,00;-71 786,00;-0,96
299;-6;Северный Кредит;2398;Вологодская обл.;7 376 114,00;7 734 569,00;-358 455,00;-4,63
300;0;Союзный;3236;Москва и обл.;7 328 953,00;7 378 961,00;-50 008,00;-0,68
301;8;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 324 522,00;7 104 061,00;220 461,00;3,10
302;5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 210 310,00;7 114 406,00;95 904,00;1,35
303;-1;Век;2299;Москва и обл.;7 184 576,00;7 355 337,00;-170 761,00;-2,32
304;8;Чувашкредитпромбанк;1280;Чувашия;7 172 601,00;7 000 476,00;172 125,00;2,46
305;-2;Белгородсоцбанк;760;Белгородская обл.;7 129 597,00;7 339 749,00;-210 152,00;-2,86
306;-20;Кубаньторгбанк;478;Краснодарский край;7 023 706,00;8 269 382,00;-1 245 676,00;-15,06
307;13;Банк на Красных Воротах;2472;Москва и обл.;6 925 198,00;6 645 897,00;279 301,00;4,20
308;6;Проминвестбанк;2433;Москва и обл.;6 923 422,00;6 881 234,00;42 188,00;0,61
309;16;Вега-Банк;3270;Москва и обл.;6 863 190,00;6 514 848,00;348 342,00;5,35
310;1;Объединенная Расчетная Система;3342;Москва и обл.;6 863 169,00;7 046 465,00;-183 296,00;-2,60
311;6;Русь;704;Оренбургская обл.;6 800 666,00;6 682 929,00;117 737,00;1,76
312;3;Бинбанк Мурманск;1276;Мурманская обл.;6 775 078,00;6 872 383,00;-97 305,00;-1,42
313;0;Торговый Городской Банк;3180;Тверская обл.;6 763 126,00;6 910 073,00;-146 947,00;-2,13
314;2;Азия-Инвест Банк;3303;Москва и обл.;6 675 822,00;6 851 124,00;-175 302,00;-2,56
315;16;Руснарбанк;3403;Москва и обл.;6 633 693,00;6 362 661,00;271 032,00;4,26
316;7;Эл Банк;1025;Самарская обл.;6 619 763,00;6 562 758,00;57 005,00;0,87
317;-12;Роспромбанк;3204;Москва и обл.;6 613 579,00;7 282 959,00;-669 380,00;-9,19
318;10;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 609 309,00;6 469 413,00;139 896,00;2,16
319;18;Воронеж;654;Воронежская обл.;6 595 623,00;6 277 022,00;318 601,00;5,08
320;-2;Банк Торгового Финансирования;1982;Москва и обл.;6 595 041,00;6 653 863,00;-58 822,00;-0,88
321;3;Эргобанк;2856;Москва и обл.;6 578 324,00;6 515 020,00;63 304,00;0,97
322;-3;Трансстройбанк;2807;Москва и обл.;6 435 558,00;6 646 461,00;-210 903,00;-3,17
323;7;Актив Банк;2529;Мордовия;6 392 956,00;6 415 282,00;-22 326,00;-0,35
324;20;Банк Заречье;817;Татарстан;6 387 459,00;5 978 874,00;408 585,00;6,83
325;-17;Банк Кремлевский;2905;Москва и обл.;6 386 561,00;7 104 335,00;-717 774,00;-10,10
326;21;Риабанк;3434;Москва и обл.;6 330 022,00;5 823 380,00;506 642,00;8,70
327;5;Новый Московский Банк;2932;Москва и обл.;6 240 156,00;6 346 652,00;-106 496,00;-1,68
328;11;ФДБ;3071;Москва и обл.;6 230 107,00;6 274 137,00;-44 030,00;-0,70
329;5;Банк ПСА Финанс Рус;3481;Москва и обл.;6 185 790,00;6 333 179,00;-147 389,00;-2,33
330;11;Ю Би Эс Банк;3463;Москва и обл.;6 112 000,00;6 110 674,00;1 326,00;0,02
331;11;Русский Трастовый Банк;1139;Москва и обл.;6 094 045,00;6 030 766,00;63 279,00;1,05
332;4;Нэклис-Банк;1671;Москва и обл.;6 017 979,00;6 284 354,00;-266 375,00;-4,24
333;-4;Экси-Банк;2530;Санкт-Петербург и обл.;6 006 710,00;6 441 314,00;-434 604,00;-6,75
334;12;Кранбанк;2271;Ивановская обл.;5 989 705,00;5 843 079,00;146 626,00;2,51
335;5;Межтрастбанк;2493;Москва и обл.;5 925 814,00;6 112 568,00;-186 754,00;-3,06
336;-15;Банкхаус Эрбе;1717;Москва и обл.;5 911 474,00;6 638 914,00;-727 440,00;-10,96
337;-4;Банк Раунд;2506;Москва и обл.;5 864 905,00;6 342 304,00;-477 399,00;-7,53
338;5;Северный Народный Банк;2721;Коми;5 847 089,00;6 025 435,00;-178 346,00;-2,96
339;6;Хакасский Муниципальный Банк;1049;Хакасия;5 832 530,00;5 894 529,00;-61 999,00;-1,05
340;9;Идея Банк;430;Краснодарский край;5 807 706,00;5 695 566,00;112 140,00;1,97
341;7;Коммерческий Индо Банк;3446;Москва и обл.;5 724 536,00;5 741 072,00;-16 536,00;-0,29
342;-20;Региональный Банк Сбережений;3367;Москва и обл.;5 647 531,00;6 619 820,00;-972 289,00;-14,69
343;390;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;5 637 739,00;136 080,00;5 501 659,00;4,042,96
344;-69;Милбанк;3256;Москва и обл.;5 592 403,00;8 878 285,00;-3 285 882,00;-37,01
345;7;Бинбанк Смоленск;1957;Смоленская обл.;5 572 076,00;5 527 052,00;45 024,00;0,81
346;13;Ринвестбанк;3262;Рязанская обл.;5 485 992,00;5 292 135,00;193 857,00;3,66
347;4;Приско Капитал Банк;2537;Москва и обл.;5 436 226,00;5 609 349,00;-173 123,00;-3,09
348;14;Автоградбанк;1455;Татарстан;5 354 497,00;5 222 048,00;132 449,00;2,54
349;8;Мосуралбанк;2468;Москва и обл.;5 348 900,00;5 316 382,00;32 518,00;0,61
350;-15;РАМ Банк;3480;Москва и обл.;5 346 958,00;6 326 879,00;-979 921,00;-15,49
351;7;Камский Коммерческий Банк;438;Татарстан;5 344 708,00;5 302 687,00;42 021,00;0,79
352;12;Владпромбанк;870;Владимирская обл.;5 320 961,00;5 137 212,00;183 749,00;3,58
353;2;Мираф-Банк;2244;Омская обл.;5 314 795,00;5 413 087,00;-98 292,00;-1,82
354;7;Промрегионбанк;2123;Томская обл.;5 301 213,00;5 266 483,00;34 730,00;0,66
355;29;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;5 278 962,00;4 699 589,00;579 373,00;12,33
356;-3;Нейва;1293;Свердловская обл.;5 252 075,00;5 514 213,00;-262 138,00;-4,75
357;-7;НБК-Банк;3283;Москва и обл.;5 249 086,00;5 673 145,00;-424 059,00;-7,47
358;5;Газстройбанк;2919;Москва и обл.;5 233 658,00;5 196 103,00;37 555,00;0,72
359;-3;Донкомбанк;492;Ростовская обл.;5 204 538,00;5 381 764,00;-177 226,00;-3,29
360;12;Енисейский Объединенный Банк;2645;Красноярский край;5 195 945,00;5 041 935,00;154 010,00;3,05
361;6;Енисей;474;Красноярский край;5 183 259,00;5 103 444,00;79 815,00;1,56
362;17;Платина;2347;Москва и обл.;5 079 109,00;4 841 076,00;238 033,00;4,92
363;3;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 056 265,00;5 111 758,00;-55 493,00;-1,09
364;6;Уралкапиталбанк;2519;Башкортостан;4 990 581,00;5 068 958,00;-78 377,00;-1,55
365;6;Сибсоцбанк;2015;Алтайский край;4 980 323,00;5 068 364,00;-88 041,00;-1,74
366;15;Конфидэнс Банк;970;Костромская обл.;4 965 039,00;4 819 238,00;145 801,00;3,03
367;1;Национальный Залоговый Банк;2944;Москва и обл.;4 962 691,00;5 088 522,00;-125 831,00;-2,47
368;1;Банк Инноваций и Развития;2647;Москва и обл.;4 950 652,00;5 081 304,00;-130 652,00;-2,57
369;4;Сити Инвест Банк;3194;Санкт-Петербург и обл.;4 895 843,00;4 983 330,00;-87 487,00;-1,76
370;12;РТС-Банк;3401;Самарская обл.;4 855 530,00;4 783 315,00;72 215,00;1,51
371;5;Бинбанк Столица;3052;Москва и обл.;4 829 717,00;4 872 775,00;-43 058,00;-0,88
372;6;Новобанк;1352;Новгородская обл.;4 820 746,00;4 846 279,00;-25 533,00;-0,53
373;13;Промэнергобанк;2728;Вологодская обл.;4 785 505,00;4 684 868,00;100 637,00;2,15
374;14;ВостСибтранскомбанк;2731;Иркутская обл.;4 750 456,00;4 658 156,00;92 300,00;1,98
375;14;Земский Банк;2900;Самарская обл.;4 692 482,00;4 638 112,00;54 370,00;1,17
376;4;Межрегиональный промышленно-строительный банк;752;Мордовия;4 668 856,00;4 820 642,00;-151 786,00;-3,15
377;0;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 650 768,00;4 859 215,00;-208 447,00;-4,29
378;29;Итуруп;2390;Сахалинская обл.;4 567 305,00;4 010 426,00;556 879,00;13,89
379;22;Газтрансбанк;665;Адыгея;4 561 434,00;4 203 644,00;357 790,00;8,51
380;3;Московский Коммерческий Банк;3172;Москва и обл.;4 556 557,00;4 738 345,00;-181 788,00;-3,84
381;-6;Еврокредит;2957;Москва и обл.;4 505 985,00;4 921 728,00;-415 743,00;-8,45
382;5;Зенит Сочи;232;Краснодарский край;4 495 878,00;4 671 879,00;-176 001,00;-3,77
383;11;Банк Развития Технологий;3441;Москва и обл.;4 455 520,00;4 448 533,00;6 987,00;0,16
384;16;Промсельхозбанк;538;Москва и обл.;4 390 242,00;4 266 757,00;123 485,00;2,89
385;12;Уссури;596;Хабаровский край;4 373 727,00;4 329 906,00;43 821,00;1,01
386;9;Москва-Сити;3247;Москва и обл.;4 353 810,00;4 385 182,00;-31 372,00;-0,72
387;9;Кузнецкий;609;Пензенская обл.;4 297 290,00;4 365 863,00;-68 573,00;-1,57
388;27;Витабанк;356;Санкт-Петербург и обл.;4 276 063,00;3 869 731,00;406 332,00;10,50
389;9;ФорБанк;2063;Москва и обл.;4 272 950,00;4 305 268,00;-32 318,00;-0,75
390;9;Венец;524;Ульяновская обл.;4 258 128,00;4 302 120,00;-43 992,00;-1,02
391;-6;Экономикс-Банк;2136;Москва и обл.;4 234 868,00;4 695 081,00;-460 213,00;-9,80
392;-2;Невский Банк;1068;Санкт-Петербург и обл.;4 214 734,00;4 584 777,00;-370 043,00;-8,07
393;26;Форус Банк;3457;Нижегородская обл.;4 178 727,00;3 736 480,00;442 247,00;11,84
394;8;Финансово-Промышленный Капитал;3295;Москва и обл.;4 175 267,00;4 188 503,00;-13 236,00;-0,32
395;-21;Руссобанк;2313;Москва и обл.;4 168 173,00;4 939 630,00;-771 457,00;-15,62
396;12;Капиталбанк;2547;Ростовская обл.;4 151 505,00;4 008 626,00;142 879,00;3,56
397;-4;Международный Коммерческий Банк;2524;Москва и обл.;4 135 047,00;4 476 646,00;-341 599,00;-7,63
398;7;Роял Кредит Банк;783;Хабаровский край;4 082 126,00;4 082 077,00;49,00;0,00
399;4;Стройлесбанк;2995;Тюменская обл.;4 077 982,00;4 158 007,00;-80 025,00;-1,92
400;6;Камчаткомагропромбанк;545;Камчатская обл.;4 070 852,00;4 064 523,00;6 329,00;0,16
401;23;Церих;3278;Орловская обл.;3 948 155,00;3 667 487,00;280 668,00;7,65
402;12;Горбанк;2982;Санкт-Петербург и обл.;3 914 557,00;3 882 561,00;31 996,00;0,82
403;6;Крыловский;456;Краснодарский край;3 912 557,00;3 943 150,00;-30 593,00;-0,78
404;9;ИТ Банк;2609;Омская обл.;3 903 388,00;3 885 403,00;17 985,00;0,46
405;5;Зираат Банк;2559;Москва и обл.;3 876 817,00;3 932 617,00;-55 800,00;-1,42
406;5;Смартбанк;3408;Москва и обл.;3 784 872,00;3 911 312,00;-126 440,00;-3,23
407;13;Агророс;2860;Саратовская обл.;3 748 449,00;3 708 428,00;40 021,00;1,08
408;23;Вологжанин;1896;Вологодская обл.;3 729 021,00;3 596 651,00;132 370,00;3,68
409;23;Банк Реалист;2646;Москва и обл.;3 716 922,00;3 574 955,00;141 967,00;3,97
410;6;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 696 378,00;3 800 757,00;-104 379,00;-2,75
411;1;Айви Банк;2055;Москва и обл.;3 690 806,00;3 902 163,00;-211 357,00;-5,42
412;6;Мастер-Капитал;3011;Москва и обл.;3 656 868,00;3 737 890,00;-81 022,00;-2,17
413;4;Бланк Банк;2368;Москва и обл.;3 653 731,00;3 781 197,00;-127 466,00;-3,37
414;8;Реалист Банк;1067;Иркутская обл.;3 641 552,00;3 690 016,00;-48 464,00;-1,31
415;46;Н-Банк;3493;Москва и обл.;3 621 399,00;3 168 511,00;452 888,00;14,29
416;19;Выборг-Банк;720;Санкт-Петербург и обл.;3 609 593,00;3 521 871,00;87 722,00;2,49
417;19;Метрополь;1639;Москва и обл.;3 534 912,00;3 516 187,00;18 725,00;0,53
418;51;Бест Эффортс Банк;435;Москва и обл.;3 533 784,00;3 035 653,00;498 131,00;16,41
419;15;Банкирский Дом;2928;Санкт-Петербург и обл.;3 532 320,00;3 563 438,00;-31 118,00;-0,87
420;19;Юнистрим;3467;Москва и обл.;3 531 430,00;3 475 446,00;55 984,00;1,61
421;9;Уралпромбанк;2964;Челябинская обл.;3 520 110,00;3 633 292,00;-113 182,00;-3,12
422;-1;Русский Национальный Банк;469;Ростовская обл.;3 516 625,00;3 691 989,00;-175 364,00;-4,75
423;3;Объединенный Резервный Банк;937;Москва и обл.;3 509 256,00;3 656 459,00;-147 203,00;-4,03
424;23;Аксонбанк;680;Костромская обл.;3 474 433,00;3 340 739,00;133 694,00;4,00
425;0;Прайм Финанс;2758;Санкт-Петербург и обл.;3 465 116,00;3 663 348,00;-198 232,00;-5,41
426;99;Земкомбанк;574;Ростовская обл.;3 441 933,00;2 172 323,00;1 269 610,00;58,44
427;13;Живаго Банк;2065;Рязанская обл.;3 432 381,00;3 459 778,00;-27 397,00;-0,79
428;14;Констанс-Банк;2228;Санкт-Петербург и обл.;3 404 092,00;3 436 816,00;-32 724,00;-0,95
429;-37;Кузнецкий Мост;2254;Москва и обл.;3 399 358,00;4 487 096,00;-1 087 738,00;-24,24
430;7;Профессионал Банк;3296;Москва и обл.;3 398 835,00;3 490 278,00;-91 443,00;-2,62
431;-3;МФБанк;3163;Москва и обл.;3 386 331,00;3 648 282,00;-261 951,00;-7,18
432;9;Росбизнесбанк;1405;Москва и обл.;3 382 406,00;3 444 586,00;-62 180,00;-1,81
433;5;Международный Банк Развития;2704;Москва и обл.;3 376 726,00;3 483 112,00;-106 386,00;-3,05
434;-7;УМ-Банк;1441;Свердловская обл.;3 375 926,00;3 652 414,00;-276 488,00;-7,57
435;20;Кубанский Универсальный Банк;2898;Краснодарский край;3 368 540,00;3 242 916,00;125 624,00;3,87
436;-3;Оргбанк;3312;Москва и обл.;3 344 545,00;3 574 119,00;-229 574,00;-6,42
437;33;Рапида;3371;Москва и обл.;3 325 196,00;2 997 257,00;327 939,00;10,94
438;6;Ермак;1809;Ханты-Мансийский АО — Югра;3 305 065,00;3 417 860,00;-112 795,00;-3,30
439;6;Донхлеббанк;2285;Ростовская обл.;3 302 529,00;3 416 607,00;-114 078,00;-3,34
440;8;Братский АНКБ;1144;Иркутская обл.;3 295 640,00;3 301 674,00;-6 034,00;-0,18
441;8;Океан Банк;1697;Москва и обл.;3 289 616,00;3 291 605,00;-1 989,00;-0,06
442;17;Крокус-Банк;2682;Москва и обл.;3 273 528,00;3 173 105,00;100 423,00;3,16
443;9;Центрально-Европейский Банк;2670;Москва и обл.;3 266 854,00;3 255 636,00;11 218,00;0,34
444;-1;ИСБ;3010;Москва и обл.;3 266 401,00;3 434 656,00;-168 255,00;-4,90
445;-54;Витязь;2890;Москва и обл.;3 263 679,00;4 542 507,00;-1 278 828,00;-28,15
446;26;Межбанковский Кредитный Союз;3242;Москва и обл.;3 263 523,00;2 972 833,00;290 690,00;9,78
447;-1;Аспект;608;Москва и обл.;3 259 468,00;3 374 117,00;-114 649,00;-3,40
448;2;Сибэс;208;Омская обл.;3 231 584,00;3 290 394,00;-58 810,00;-1,79
449;13;Евразийский Банк;969;Москва и обл.;3 224 843,00;3 140 181,00;84 662,00;2,70
450;7;НОКССбанк;3202;Волгоградская обл.;3 212 899,00;3 206 298,00;6 601,00;0,21
451;24;Кроссинвестбанк;2849;Москва и обл.;3 209 860,00;2 885 069,00;324 791,00;11,26
452;32;ЮMoney;3510;Россия;3 207 356,00;2 786 015,00;421 341,00;15,12
453;-30;Народный Доверительный Банк;2374;Москва и обл.;3 176 005,00;3 678 033,00;-502 028,00;-13,65
454;6;Мегаполис;3265;Чувашия;3 165 681,00;3 169 259,00;-3 578,00;-0,11
455;10;Интеркредит;3047;Москва и обл.;3 156 116,00;3 080 336,00;75 780,00;2,46
456;-3;Долинск;857;Сахалинская обл.;3 148 398,00;3 254 788,00;-106 390,00;-3,27
457;-6;Алтайкапиталбанк;2659;Алтайский край;3 111 733,00;3 276 349,00;-164 616,00;-5,02
458;6;Богородский Муниципальный Банк;2992;Москва и обл.;3 087 222,00;3 087 222,00;0,00;0
459;17;Ростфинанс;481;Ростовская обл.;3 067 409,00;2 867 587,00;199 822,00;6,97
460;21;Мико-Банк;3195;Москва и обл.;3 043 963,00;2 807 907,00;236 056,00;8,41
461;-3;РБА;3413;Москва и обл.;3 039 862,00;3 177 121,00;-137 259,00;-4,32
462;5;Лайтбанк;3177;Москва и обл.;3 004 847,00;3 069 213,00;-64 366,00;-2,10
463;-9;Новое Время;3492;Москва и обл.;2 998 696,00;3 253 153,00;-254 457,00;-7,82
464;10;Элита;1399;Калужская обл.;2 982 370,00;2 927 307,00;55 063,00;1,88
465;21;Банк Премьер Кредит;1663;Москва и обл.;2 980 338,00;2 735 695,00;244 643,00;8,94
466;7;Иваново;1763;Ивановская обл.;2 969 985,00;2 928 641,00;41 344,00;1,41
467;10;Региональный Коммерческий Банк;836;Ульяновская обл.;2 956 819,00;2 863 758,00;93 061,00;3,25
468;0;Национальный Корпоративный Банк;3422;Москва и обл.;2 903 213,00;3 038 743,00;-135 530,00;-4,46
469;-6;ЕвроАксис Банк;3273;Москва и обл.;2 894 368,00;3 138 904,00;-244 536,00;-7,79
470;-14;Банк Экономический Союз;2798;Москва и обл.;2 863 309,00;3 221 365,00;-358 056,00;-11,12
471;8;Первый Клиентский Банк;3436;Москва и обл.;2 827 181,00;2 815 074,00;12 107,00;0,43
472;-6;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 818 017,00;3 074 727,00;-256 710,00;-8,35
473;7;Евроальянс;1781;Ивановская обл.;2 781 344,00;2 814 820,00;-33 476,00;-1,19
474;8;Чайнасельхозбанк;3529;Москва и обл.;2 780 093,00;2 799 332,00;-19 239,00;-0,69
475;22;Банк ВВБ;1093;Севастополь;2 765 109,00;2 542 830,00;222 279,00;8,74
476;11;Костромаселькомбанк;1115;Костромская обл.;2 745 390,00;2 717 781,00;27 609,00;1,02
477;;Народный Банк;2249;Карачаево-Черкесия;2 730 334,00;-;-;
478;27;Еврокапитал-Альянс;2672;Ярославская обл.;2 720 939,00;2 446 212,00;274 727,00;11,23
479;25;Далена Банк;1948;Москва и обл.;2 708 281,00;2 447 058,00;261 223,00;10,67
480;-2;Кросна-Банк;2607;Москва и обл.;2 688 820,00;2 852 441,00;-163 621,00;-5,74
481;-10;Джаст Банк;3503;Москва и обл.;2 682 841,00;2 984 022,00;-301 181,00;-10,09
482;14;Интерактивный Банк;3378;Москва и обл.;2 673 089,00;2 547 361,00;125 728,00;4,94
483;15;Радиотехбанк;1166;Нижегородская обл.;2 659 436,00;2 535 866,00;123 570,00;4,87
484;-1;Апабанк;2404;Москва и обл.;2 656 842,00;2 794 718,00;-137 876,00;-4,93
485;3;Заубер Банк;1614;Санкт-Петербург и обл.;2 645 244,00;2 688 551,00;-43 307,00;-1,61
486;;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 634 486,00;-;-;
487;-2;Преодоление;2649;Москва и обл.;2 605 496,00;2 780 951,00;-175 455,00;-6,31
488;6;Йошкар-Ола;2802;Марий Эл;2 562 034,00;2 556 003,00;6 031,00;0,24
489;3;Проинвестбанк;784;Пермская обл.;2 547 276,00;2 619 570,00;-72 294,00;-2,76
490;1;Богородский;1277;Нижегородская обл.;2 546 558,00;2 629 184,00;-82 626,00;-3,14
491;10;Кредит Экспресс;3186;Ростовская обл.;2 491 676,00;2 466 515,00;25 161,00;1,02
492;11;К2 Банк;2851;Карачаево-Черкесия;2 447 978,00;2 455 479,00;-7 501,00;-0,31
493;7;Первый Инвестиционный Банк;604;Москва и обл.;2 444 029,00;2 490 349,00;-46 320,00;-1,86
494;1;Система;2846;Москва и обл.;2 432 607,00;2 548 543,00;-115 936,00;-4,55
495;12;Унифондбанк;3416;Москва и обл.;2 426 770,00;2 418 837,00;7 933,00;0,33
496;6;ИРС;272;Москва и обл.;2 418 030,00;2 460 820,00;-42 790,00;-1,74
497;13;Новация;840;Адыгея;2 415 512,00;2 354 285,00;61 227,00;2,60
498;-5;Столичный Кредит;2853;Москва и обл.;2 411 168,00;2 584 121,00;-172 953,00;-6,69
499;10;Газнефтьбанк;3223;Саратовская обл.;2 403 788,00;2 372 219,00;31 569,00;1,33
500;8;Владбизнесбанк;903;Владимирская обл.;2 399 718,00;2 394 976,00;4 742,00;0,20
501;18;Татагропромбанк;728;Татарстан;2 368 146,00;2 231 778,00;136 368,00;6,11
502;13;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 311 122,00;2 282 365,00;28 757,00;1,26
503;11;Резерв;2364;Челябинская обл.;2 304 680,00;2 282 630,00;22 050,00;0,97
504;8;Викинг;2;Санкт-Петербург и обл.;2 269 163,00;2 303 407,00;-34 244,00;-1,49
505;22;БСТ-Банк;2883;Кемеровская обл.;2 265 193,00;2 168 805,00;96 388,00;4,44
506;96;Внешфинбанк;3173;Краснодарский край;2 259 401,00;1 314 735,00;944 666,00;71,85
507;16;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 252 454,00;2 203 223,00;49 231,00;2,23
508;25;Миръ;3089;Москва и обл.;2 251 043,00;2 100 338,00;150 705,00;7,18
509;2;Современные Стандарты Бизнеса;3397;Москва и обл.;2 242 404,00;2 324 130,00;-81 726,00;-3,52
510;32;Тальменка-Банк;826;Алтайский край;2 209 527,00;2 003 247,00;206 280,00;10,30
511;17;Яринтербанк;2564;Ярославская обл.;2 197 225,00;2 161 713,00;35 512,00;1,64
512;10;Вкабанк;1027;Астраханская обл.;2 196 443,00;2 216 725,00;-20 282,00;-0,91
513;7;Международный Строительный Банк;3484;Москва и обл.;2 193 659,00;2 231 691,00;-38 032,00;-1,70
514;7;Канский;860;Красноярский край;2 191 608,00;2 224 313,00;-32 705,00;-1,47
515;2;Златкомбанк;568;Москва и обл.;2 188 722,00;2 251 462,00;-62 740,00;-2,79
516;-26;Сириус;3506;Омская обл.;2 178 671,00;2 643 274,00;-464 603,00;-17,58
517;13;Капитал;575;Москва и обл.;2 176 915,00;2 153 517,00;23 398,00;1,09
518;20;Социум-Банк;2881;Москва и обл.;2 155 195,00;2 037 866,00;117 329,00;5,76
519;5;Алтынбанк;2070;Татарстан;2 144 263,00;2 189 294,00;-45 031,00;-2,06
520;-7;Екатерининский;2167;Москва и обл.;2 120 862,00;2 287 877,00;-167 015,00;-7,30
521;28;Америкэн Экспресс Банк;3460;Москва и обл.;2 115 756,00;1 914 884,00;200 872,00;10,49
522;-33;Межрегионбанк;1059;Москва и обл.;2 101 253,00;2 666 784,00;-565 531,00;-21,21
523;11;Бум-Банк;1137;Кабардино-Балкария;2 098 604,00;2 092 807,00;5 797,00;0,28
524;27;КОР;2148;Волгоградская обл.;2 082 947,00;1 895 926,00;187 021,00;9,86
