Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2013, тыс. рублей;Май, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-1;РусЮгбанк;2093;Волгоградская обл.;10 555 344,00;10 307 169,00;248 175,00;2,41
262;-4;Социнвестбанк;1132;Башкортостан;10 444 459,00;10 383 598,00;60 861,00;0,59
263;-10;ОФК Банк;2270;Москва и обл.;10 404 078,00;10 623 448,00;-219 370,00;-2,06
264;4;Монолит;1967;Москва и обл.;10 387 428,00;9 971 287,00;416 141,00;4,17
265;1;Адмиралтейский;3054;Москва и обл.;10 374 039,00;10 063 751,00;310 288,00;3,08
266;-4;Банк Оренбург;3269;Оренбургская обл.;10 286 739,00;10 217 000,00;69 739,00;0,68
267;23;СЭБ Банк;3235;Санкт-Петербург и обл.;10 160 717,00;8 623 914,00;1 536 803,00;17,82
268;-3;Гарант-Инвест;2576;Москва и обл.;10 156 789,00;10 075 038,00;81 751,00;0,81
269;3;Русский Земельный Банк;2810;Москва и обл.;10 004 768,00;9 666 355,00;338 413,00;3,50
270;9;Клиентский;2324;Москва и обл.;9 807 372,00;9 199 775,00;607 597,00;6,60
271;-12;Международный Банк Развития;2704;Москва и обл.;9 777 511,00;10 308 441,00;-530 930,00;-5,15
272;-8;Мир Бизнес Банк;3396;Москва и обл.;9 766 841,00;10 126 615,00;-359 774,00;-3,55
273;0;Промсбербанк;1043;Москва и обл.;9 739 262,00;9 555 370,00;183 892,00;1,92
274;-3;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 682 122,00;9 730 277,00;-48 155,00;-0,49
275;-5;Банк Торгового Финансирования;1982;Москва и обл.;9 593 598,00;9 786 510,00;-192 912,00;-1,97
276;5;Руснарбанк;3403;Москва и обл.;9 571 814,00;9 180 601,00;391 213,00;4,26
277;-2;Генбанк;2490;Москва и обл.;9 536 376,00;9 455 385,00;80 991,00;0,86
278;-2;Первый Экспресс;3237;Тульская обл.;9 515 909,00;9 450 722,00;65 187,00;0,69
279;4;Эс-Би-Ай Банк;3185;Москва и обл.;9 499 488,00;9 129 260,00;370 228,00;4,06
280;0;Тусар;2712;Москва и обл.;9 462 901,00;9 188 308,00;274 593,00;2,99
281;1;Хованский;2145;Москва и обл.;9 433 960,00;9 163 760,00;270 200,00;2,95
282;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 244 625,00;9 099 325,00;145 300,00;1,60
283;-6;Нефтяной Альянс;2859;Москва и обл.;9 196 477,00;9 416 070,00;-219 593,00;-2,33
284;4;Евромет;2902;Москва и обл.;9 137 802,00;8 802 891,00;334 911,00;3,80
285;-11;Объединенный Капитал;2611;Санкт-Петербург и обл.;8 949 097,00;9 525 702,00;-576 605,00;-6,05
286;12;Дил-Банк;3384;Москва и обл.;8 940 593,00;8 357 061,00;583 532,00;6,98
287;-9;Данске Банк;3307;Санкт-Петербург и обл.;8 851 497,00;9 379 366,00;-527 869,00;-5,63
288;-1;Белгородсоцбанк;760;Белгородская обл.;8 834 829,00;8 808 890,00;25 939,00;0,29
289;16;Автоторгбанк;2776;Москва и обл.;8 809 083,00;8 051 590,00;757 493,00;9,41
290;6;Солид Банк;1329;Камчатская обл.;8 738 641,00;8 460 144,00;278 497,00;3,29
291;4;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 713 589,00;8 466 713,00;246 876,00;2,92
292;-1;НИКО-Банк;702;Оренбургская обл.;8 709 339,00;8 548 620,00;160 719,00;1,88
293;-9;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 707 551,00;9 110 308,00;-402 757,00;-4,42
294;15;Экспресс-Кредит;210;Москва и обл.;8 640 485,00;7 964 363,00;676 122,00;8,49
295;6;Бэнк оф Чайна;2309;Москва и обл.;8 521 438,00;8 211 772,00;309 666,00;3,77
296;8;Роспромбанк;3204;Москва и обл.;8 497 381,00;8 091 762,00;405 619,00;5,01
297;-4;Уралкапиталбанк;2519;Башкортостан;8 489 549,00;8 513 522,00;-23 973,00;-0,28
298;44;Почта Банк;650;Москва и обл.;8 477 754,00;6 322 695,00;2 155 059,00;34,08
299;-7;Волго-Камский Банк;282;Самарская обл.;8 452 578,00;8 515 045,00;-62 467,00;-0,73
300;-11;Русьуниверсалбанк;3293;Москва и обл.;8 445 803,00;8 732 112,00;-286 309,00;-3,28
301;-2;Кредит-Москва;5;Москва и обл.;8 418 764,00;8 356 229,00;62 535,00;0,75
302;9;Агросоюз;1459;Москва и обл.;8 384 403,00;7 905 605,00;478 798,00;6,06
303;-9;КС Банк;1752;Мордовия;8 278 381,00;8 481 551,00;-203 170,00;-2,40
304;10;Анталбанк;3115;Москва и обл.;8 201 832,00;7 778 397,00;423 435,00;5,44
305;1;Темпбанк;55;Москва и обл.;8 184 498,00;8 029 419,00;155 079,00;1,93
306;-4;Финам Банк;2799;Москва и обл.;8 151 217,00;8 204 800,00;-53 583,00;-0,65
307;-4;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 107 242,00;8 147 205,00;-39 963,00;-0,49
308;-22;ПИР Банк;2655;Москва и обл.;8 104 484,00;8 889 718,00;-785 234,00;-8,83
309;-12;ОПМ-Банк;2734;Москва и обл.;8 088 871,00;8 398 428,00;-309 557,00;-3,69
310;-10;Вега-Банк;3270;Москва и обл.;7 884 984,00;8 324 761,00;-439 777,00;-5,28
311;5;Снежинский;1376;Челябинская обл.;7 822 811,00;7 574 630,00;248 181,00;3,28
312;5;Промтрансбанк;2638;Башкортостан;7 822 761,00;7 418 247,00;404 514,00;5,45
313;-6;Волга-Кредит;1153;Самарская обл.;7 744 165,00;8 016 826,00;-272 661,00;-3,40
314;-1;Банк Жилищного Финансирования;3138;Москва и обл.;7 724 748,00;7 812 423,00;-87 675,00;-1,12
315;40;Новый Московский Банк;2932;Москва и обл.;7 678 006,00;6 062 435,00;1 615 571,00;26,65
316;-4;Ишбанк;2867;Москва и обл.;7 646 247,00;7 862 935,00;-216 688,00;-2,76
317;-2;ЕвроситиБанк;1869;Ставропольский край;7 613 187,00;7 681 590,00;-68 403,00;-0,89
318;80;Ю Би Эс Банк;3463;Москва и обл.;7 442 851,00;4 932 650,00;2 510 201,00;50,89
319;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 426 524,00;7 302 166,00;124 358,00;1,70
320;3;Татсоцбанк;480;Татарстан;7 305 011,00;7 029 623,00;275 388,00;3,92
321;-11;Финансовый Стандарт;1053;Москва и обл.;7 301 495,00;7 948 133,00;-646 638,00;-8,14
322;0;Ренессанс;1939;Москва и обл.;7 267 401,00;7 033 150,00;234 251,00;3,33
323;-5;Башинвестбанк;2189;Башкортостан;7 258 176,00;7 332 402,00;-74 226,00;-1,01
324;-5;РАМ Банк;3480;Москва и обл.;7 174 024,00;7 324 630,00;-150 606,00;-2,06
325;-4;Северо-Восточный Альянс;2768;Москва и обл.;7 155 095,00;7 246 906,00;-91 811,00;-1,27
326;-2;Автоградбанк;1455;Татарстан;7 108 374,00;6 929 897,00;178 477,00;2,58
327;13;Замоскворецкий;1640;Москва и обл.;7 097 949,00;6 401 395,00;696 554,00;10,88
328;0;Альба Альянс;2593;Москва и обл.;7 059 943,00;6 756 847,00;303 096,00;4,49
329;3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;6 956 846,00;6 625 738,00;331 108,00;5,00
330;-3;Датабанк;646;Удмуртия;6 931 701,00;6 812 639,00;119 062,00;1,75
331;-2;Международный Коммерческий Банк;2524;Москва и обл.;6 864 632,00;6 739 722,00;124 910,00;1,85
332;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 863 716,00;6 570 769,00;292 947,00;4,46
333;-7;АФ Банк;991;Башкортостан;6 853 946,00;6 855 391,00;-1 445,00;-0,02
334;-9;Рускобанк;138;Санкт-Петербург и обл.;6 850 425,00;6 900 996,00;-50 571,00;-0,73
335;-5;Софрино;2972;Москва и обл.;6 792 429,00;6 679 816,00;112 613,00;1,69
336;-1;Томскпромстройбанк;1720;Томская обл.;6 735 799,00;6 560 787,00;175 012,00;2,67
337;-4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;6 684 054,00;6 592 321,00;91 733,00;1,39
338;16;ФДБ;3071;Москва и обл.;6 676 914,00;6 086 504,00;590 410,00;9,70
339;-8;Славия;2664;Москва и обл.;6 569 420,00;6 661 750,00;-92 330,00;-1,39
340;-4;Банк Инноваций и Развития;2647;Москва и обл.;6 540 618,00;6 528 403,00;12 215,00;0,19
341;28;Бинбанк Мурманск;1276;Мурманская обл.;6 527 293,00;5 652 399,00;874 894,00;15,48
342;6;Развитие;2729;Карачаево-Черкесия;6 506 316,00;6 201 967,00;304 349,00;4,91
343;3;Московский Нефтехимический Банк;1411;Москва и обл.;6 491 430,00;6 312 377,00;179 053,00;2,84
344;18;Национальный Залоговый Банк;2944;Москва и обл.;6 486 214,00;5 939 457,00;546 757,00;9,21
345;5;Ури Банк;3479;Москва и обл.;6 476 263,00;6 150 852,00;325 411,00;5,29
346;-2;Ассоциация;732;Нижегородская обл.;6 458 699,00;6 316 746,00;141 953,00;2,25
347;-39;Киви Банк;2241;Москва и обл.;6 426 879,00;7 966 028,00;-1 539 149,00;-19,32
348;-11;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 423 197,00;6 474 498,00;-51 301,00;-0,79
349;3;Славянский Кредит;2960;Москва и обл.;6 360 755,00;6 141 155,00;219 600,00;3,58
350;-5;Русь;704;Оренбургская обл.;6 312 967,00;6 315 049,00;-2 082,00;-0,03
351;-12;Волжский Социальный Банк;2428;Самарская обл.;6 311 829,00;6 427 970,00;-116 141,00;-1,81
352;13;Региональный Банк Развития;2782;Башкортостан;6 269 792,00;5 752 969,00;516 823,00;8,98
353;0;Ставропольпромстройбанк;1288;Ставропольский край;6 152 981,00;6 090 874,00;62 107,00;1,02
354;-3;Бинбанк Тверь;777;Тверская обл.;6 143 439,00;6 146 849,00;-3 410,00;-0,06
355;2;Трансстройбанк;2807;Москва и обл.;6 066 077,00;6 045 701,00;20 376,00;0,34
356;2;Банк Казани;708;Татарстан;6 058 887,00;6 040 368,00;18 519,00;0,31
357;14;Банк БФТ;2273;Москва и обл.;6 048 961,00;5 604 625,00;444 336,00;7,93
358;2;Белгородпромстройбанк;1816;Белгородская обл.;6 048 294,00;5 959 989,00;88 305,00;1,48
359;0;Эксперт Банк;2949;Омская обл.;6 047 011,00;5 969 739,00;77 272,00;1,29
360;1;Юг-Инвестбанк;2772;Краснодарский край;5 985 517,00;5 941 203,00;44 314,00;0,75
361;-12;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 968 950,00;6 173 314,00;-204 364,00;-3,31
362;42;2Т Банк;625;Москва и обл.;5 962 814,00;4 796 454,00;1 166 360,00;24,32
363;28;Объединенный Кредитный Банк;1118;Владимирская обл.;5 959 137,00;5 099 746,00;859 391,00;16,85
364;3;Спецсетьстройбанк;3062;Москва и обл.;5 905 539,00;5 699 885,00;205 654,00;3,61
365;-1;Русский Торговый Банк;2842;Москва и обл.;5 877 462,00;5 765 704,00;111 758,00;1,94
366;-28;Бенифит-Банк;3229;Москва и обл.;5 845 077,00;6 454 305,00;-609 228,00;-9,44
367;-4;Вокбанк;312;Нижегородская обл.;5 844 225,00;5 860 652,00;-16 427,00;-0,28
368;-21;Экономикс-Банк;2136;Москва и обл.;5 791 989,00;6 254 933,00;-462 944,00;-7,40
369;-3;Банк на Красных Воротах;2472;Москва и обл.;5 730 090,00;5 726 122,00;3 968,00;0,07
370;-27;Руссобанк;2313;Москва и обл.;5 714 032,00;6 319 182,00;-605 150,00;-9,58
371;19;Бланк Банк;2368;Москва и обл.;5 698 733,00;5 112 623,00;586 110,00;11,46
372;64;Компания Розничного Кредитования;3385;Москва и обл.;5 689 710,00;4 006 282,00;1 683 428,00;42,02
373;3;Сибнефтебанк;385;Тюменская обл.;5 656 284,00;5 364 730,00;291 554,00;5,43
374;14;Зернобанк;2337;Алтайский край;5 583 490,00;5 170 395,00;413 095,00;7,99
375;4;Камский Коммерческий Банк;438;Татарстан;5 579 404,00;5 331 907,00;247 497,00;4,64
376;26;Банк БКФ;2684;Москва и обл.;5 574 760,00;4 862 801,00;711 959,00;14,64
377;-3;Дагэнергобанк;3286;Дагестан;5 467 590,00;5 432 423,00;35 167,00;0,65
378;-37;Платина;2347;Москва и обл.;5 460 765,00;6 397 976,00;-937 211,00;-14,65
379;26;Кузнецкий Мост;2254;Москва и обл.;5 452 822,00;4 792 765,00;660 057,00;13,77
380;-3;Мой Банк. Ипотека;2436;Башкортостан;5 439 619,00;5 351 985,00;87 634,00;1,64
381;-13;Банк Развития Региона;3315;Северная Осетия — Алания;5 437 485,00;5 654 805,00;-217 320,00;-3,84
382;-10;Новопокровский;467;Краснодарский край;5 417 280,00;5 480 558,00;-63 278,00;-1,15
383;18;Эл Банк;1025;Самарская обл.;5 401 323,00;4 901 076,00;500 247,00;10,21
384;-11;Азия-Инвест Банк;3303;Москва и обл.;5 370 496,00;5 457 626,00;-87 130,00;-1,60
385;-4;Чувашкредитпромбанк;1280;Чувашия;5 366 025,00;5 258 436,00;107 589,00;2,05
386;-6;Актив Банк;2529;Мордовия;5 365 352,00;5 272 262,00;93 090,00;1,77
387;-2;Голдман Сакс Банк;3490;Москва и обл.;5 318 375,00;5 222 053,00;96 322,00;1,84
388;9;Инвестиционный Союз;637;Москва и обл.;5 308 447,00;4 934 171,00;374 276,00;7,59
389;-6;Северный Народный Банк;2721;Коми;5 303 316,00;5 252 249,00;51 067,00;0,97
390;-12;Еврокоммерц;1777;Москва и обл.;5 285 173,00;5 342 191,00;-57 018,00;-1,07
391;-4;Анкор Банк;889;Татарстан;5 281 218,00;5 206 574,00;74 644,00;1,43
392;-6;Сибсоцбанк;2015;Алтайский край;5 268 817,00;5 208 442,00;60 375,00;1,16
393;1;Юникорбанк;2586;Москва и обл.;5 261 838,00;4 988 629,00;273 209,00;5,48
394;-19;Навигатор;2469;Москва и обл.;5 249 529,00;5 380 020,00;-130 491,00;-2,43
395;-3;Век;2299;Москва и обл.;5 245 884,00;5 099 587,00;146 297,00;2,87
396;-1;Нефтепромбанк;2156;Москва и обл.;5 234 657,00;4 960 293,00;274 364,00;5,53
397;3;Таатта;1249;Саха (Якутия);5 189 595,00;4 903 731,00;285 864,00;5,83
398;-16;Банк Развития Технологий;3441;Москва и обл.;5 180 603,00;5 252 933,00;-72 330,00;-1,38
399;-15;Нэклис-Банк;1671;Москва и обл.;5 170 124,00;5 251 643,00;-81 519,00;-1,55
400;8;Банкхаус Эрбе;1717;Москва и обл.;5 132 355,00;4 707 019,00;425 336,00;9,04
401;-8;Джей энд Ти Банк;3061;Москва и обл.;5 112 735,00;5 062 992,00;49 743,00;0,98
402;14;Банк Заречье;817;Татарстан;5 091 137,00;4 561 629,00;529 508,00;11,61
403;-14;Горбанк;2982;Санкт-Петербург и обл.;5 040 281,00;5 152 276,00;-111 995,00;-2,17
404;17;Стратегия;2801;Москва и обл.;4 986 626,00;4 375 990,00;610 636,00;13,95
405;-6;Бинбанк Смоленск;1957;Смоленская обл.;4 985 607,00;4 904 189,00;81 418,00;1,66
406;1;Северный Кредит;2398;Вологодская обл.;4 968 783,00;4 767 983,00;200 800,00;4,21
407;-11;Кранбанк;2271;Ивановская обл.;4 948 174,00;4 956 156,00;-7 982,00;-0,16
408;6;Газстройбанк;2919;Москва и обл.;4 942 785,00;4 622 251,00;320 534,00;6,93
409;0;Банк Кремлевский;2905;Москва и обл.;4 913 059,00;4 673 788,00;239 271,00;5,12
410;3;Реалист Банк;1067;Иркутская обл.;4 903 404,00;4 629 669,00;273 735,00;5,91
411;1;Риабанк;3434;Москва и обл.;4 840 375,00;4 641 188,00;199 187,00;4,29
412;16;Кроссинвестбанк;2849;Москва и обл.;4 756 370,00;4 155 557,00;600 813,00;14,46
413;-7;Профит Банк;3234;Москва и обл.;4 693 533,00;4 778 447,00;-84 914,00;-1,78
414;4;Торгово-Строительный Банк;1250;Москва и обл.;4 654 992,00;4 551 089,00;103 903,00;2,28
415;-4;Лесбанк;1598;Москва и обл.;4 648 142,00;4 659 397,00;-11 255,00;-0,24
416;1;ВостСибтранскомбанк;2731;Иркутская обл.;4 641 920,00;4 557 607,00;84 313,00;1,85
417;-2;Зенит Сочи;232;Краснодарский край;4 628 513,00;4 593 976,00;34 537,00;0,75
418;1;Промэнергобанк;2728;Вологодская обл.;4 624 571,00;4 512 047,00;112 524,00;2,49
419;-9;Проминвестбанк;2433;Москва и обл.;4 618 683,00;4 660 652,00;-41 969,00;-0,90
420;5;Ермак;1809;Тюменская обл.;4 531 115,00;4 236 864,00;294 251,00;6,95
421;8;Экси-Банк;2530;Санкт-Петербург и обл.;4 478 084,00;4 144 820,00;333 264,00;8,04
422;-2;Хакасский Муниципальный Банк;1049;Хакасия;4 454 545,00;4 492 148,00;-37 603,00;-0,84
423;4;Аскольд;2480;Смоленская обл.;4 423 489,00;4 175 689,00;247 800,00;5,93
424;-54;РЕСО Кредит;3450;Москва и обл.;4 402 353,00;5 651 185,00;-1 248 832,00;-22,10
425;6;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 331 088,00;4 126 484,00;204 604,00;4,96
426;14;Новобанк;1352;Новгородская обл.;4 265 373,00;3 952 410,00;312 963,00;7,92
427;-24;Межтрастбанк;2493;Москва и обл.;4 254 361,00;4 826 948,00;-572 587,00;-11,86
428;9;Церих;3278;Орловская обл.;4 243 944,00;3 999 944,00;244 000,00;6,10
429;9;Стройлесбанк;2995;Тюменская обл.;4 227 107,00;3 975 462,00;251 645,00;6,33
430;25;Универсальный Кредит;2903;Москва и обл.;4 174 526,00;3 623 909,00;550 617,00;15,19
431;-75;Объединенная Расчетная Система;3342;Москва и обл.;4 131 288,00;6 047 051,00;-1 915 763,00;-31,68
432;7;Межрегиональный промышленно-строительный банк;752;Мордовия;4 115 189,00;3 966 079,00;149 110,00;3,76
433;29;Лайтбанк;3177;Москва и обл.;4 113 598,00;3 489 653,00;623 945,00;17,88
434;1;Енисейский Объединенный Банк;2645;Красноярский край;4 111 131,00;4 012 258,00;98 873,00;2,46
435;24;Невский Банк;1068;Санкт-Петербург и обл.;4 085 525,00;3 553 231,00;532 294,00;14,98
436;8;Промрегионбанк;2123;Томская обл.;4 006 286,00;3 877 045,00;129 241,00;3,33
437;5;Кузнецкий;609;Пензенская обл.;3 992 731,00;3 906 551,00;86 180,00;2,21
438;-14;Донкомбанк;492;Ростовская обл.;3 974 652,00;4 280 846,00;-306 194,00;-7,15
439;-17;Нейва;1293;Свердловская обл.;3 969 720,00;4 311 346,00;-341 626,00;-7,92
440;9;Эргобанк;2856;Москва и обл.;3 958 767,00;3 707 177,00;251 590,00;6,79
441;-8;Банк Раунд;2506;Москва и обл.;3 957 396,00;4 035 253,00;-77 857,00;-1,93
442;-8;Банк ИТБ;3128;Москва и обл.;3 924 564,00;4 032 213,00;-107 649,00;-2,67
443;-17;Мосуралбанк;2468;Москва и обл.;3 828 181,00;4 199 263,00;-371 082,00;-8,84
444;-1;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 823 938,00;3 878 909,00;-54 971,00;-1,42
445;2;Приоритет;3135;Самарская обл.;3 807 442,00;3 732 721,00;74 721,00;2,00
446;-23;Мастер-Капитал;3011;Москва и обл.;3 789 179,00;4 302 838,00;-513 659,00;-11,94
447;11;Русский Трастовый Банк;1139;Москва и обл.;3 785 858,00;3 562 675,00;223 183,00;6,26
448;5;Витабанк;356;Санкт-Петербург и обл.;3 755 701,00;3 654 206,00;101 495,00;2,78
449;-1;Земский Банк;2900;Самарская обл.;3 743 560,00;3 724 133,00;19 427,00;0,52
450;0;Сберинвестбанк;1743;Свердловская обл.;3 738 034,00;3 693 167,00;44 867,00;1,21
451;1;Роял Кредит Банк;783;Хабаровский край;3 729 667,00;3 668 727,00;60 940,00;1,66
452;-6;Тюменьагропромбанк;917;Тюменская обл.;3 695 572,00;3 743 491,00;-47 919,00;-1,28
453;16;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 689 405,00;3 333 116,00;356 289,00;10,69
454;-3;Оргбанк;3312;Москва и обл.;3 677 119,00;3 682 138,00;-5 019,00;-0,14
455;2;ИТ Банк;2609;Омская обл.;3 667 085,00;3 566 520,00;100 565,00;2,82
456;9;Милбанк;3256;Москва и обл.;3 607 097,00;3 427 232,00;179 865,00;5,25
457;-16;Донинвест;1617;Ростовская обл.;3 593 623,00;3 934 997,00;-341 374,00;-8,68
458;-2;Москва-Сити;3247;Москва и обл.;3 574 834,00;3 608 957,00;-34 123,00;-0,95
459;4;Профессионал Банк;3296;Москва и обл.;3 538 473,00;3 484 100,00;54 373,00;1,56
460;4;Форус Банк;3457;Нижегородская обл.;3 508 556,00;3 440 841,00;67 715,00;1,97
461;-1;Союзный;3236;Москва и обл.;3 498 611,00;3 522 527,00;-23 916,00;-0,68
462;-1;Мираф-Банк;2244;Омская обл.;3 449 534,00;3 511 335,00;-61 801,00;-1,76
463;29;Коммерческий Индо Банк;3446;Москва и обл.;3 436 625,00;2 929 931,00;506 694,00;17,29
464;7;Живаго Банк;2065;Рязанская обл.;3 398 444,00;3 321 416,00;77 028,00;2,32
465;-35;Камчаткомагропромбанк;545;Камчатская обл.;3 382 522,00;4 140 195,00;-757 673,00;-18,30
466;4;Алтайкапиталбанк;2659;Алтайский край;3 374 197,00;3 329 104,00;45 093,00;1,35
467;14;Уралпромбанк;2964;Челябинская обл.;3 372 941,00;3 136 132,00;236 809,00;7,55
468;0;Синко-Банк;2838;Москва и обл.;3 367 802,00;3 346 739,00;21 063,00;0,63
469;-3;Интерактивный Банк;3378;Москва и обл.;3 297 042,00;3 400 879,00;-103 837,00;-3,05
470;-25;Смартбанк;3408;Москва и обл.;3 295 841,00;3 764 966,00;-469 125,00;-12,46
471;14;Бинбанк Сургут;1701;Тюменская обл.;3 270 105,00;3 041 793,00;228 312,00;7,51
472;7;РБА;3413;Ярославская обл.;3 252 214,00;3 169 545,00;82 669,00;2,61
473;61;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;3 247 975,00;2 398 350,00;849 625,00;35,43
474;10;Банк Экономический Союз;2798;Москва и обл.;3 188 187,00;3 042 739,00;145 448,00;4,78
475;1;Аксонбанк;680;Костромская обл.;3 183 026,00;3 205 236,00;-22 210,00;-0,69
476;2;Венец;524;Ульяновская обл.;3 179 930,00;3 190 437,00;-10 507,00;-0,33
477;5;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 176 517,00;3 116 373,00;60 144,00;1,93
478;-11;УМ-Банк;1441;Свердловская обл.;3 125 684,00;3 389 428,00;-263 744,00;-7,78
479;-47;Богородский Муниципальный Банк;2992;Москва и обл.;3 112 887,00;4 101 980,00;-989 093,00;-24,11
480;-3;Еврокредит;2957;Москва и обл.;3 112 342,00;3 197 374,00;-85 032,00;-2,66
481;5;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 092 442,00;3 040 868,00;51 574,00;1,70
482;-2;Евроальянс;1781;Ивановская обл.;3 085 738,00;3 138 825,00;-53 087,00;-1,69
483;-9;Уссури;596;Хабаровский край;3 060 226,00;3 222 089,00;-161 863,00;-5,02
484;16;Финансово-Промышленный Капитал;3295;Москва и обл.;3 028 558,00;2 749 356,00;279 202,00;10,16
485;57;Аспект;608;Москва и обл.;3 023 649,00;2 354 821,00;668 828,00;28,40
486;1;Европейский Индустриальный Банк;2503;Москва и обл.;3 017 227,00;3 015 363,00;1 864,00;0,06
487;10;Верхневолжский;1084;Ярославская обл.;3 015 527,00;2 790 165,00;225 362,00;8,08
488;-15;ЕвроАксис Банк;3273;Москва и обл.;2 975 621,00;3 226 866,00;-251 245,00;-7,79
489;-1;Тройка-Д Банк;3431;Москва и обл.;2 956 709,00;3 003 835,00;-47 126,00;-1,57
490;1;Совинком;2302;Москва и обл.;2 938 109,00;2 972 569,00;-34 460,00;-1,16
491;25;Система;2846;Москва и обл.;2 934 554,00;2 574 918,00;359 636,00;13,97
492;2;Долинск;857;Сахалинская обл.;2 916 785,00;2 851 549,00;65 236,00;2,29
493;0;Тульский Промышленник;2382;Тульская обл.;2 916 603,00;2 887 579,00;29 024,00;1,01
494;49;Банк РМП;2574;Москва и обл.;2 913 996,00;2 353 168,00;560 828,00;23,83
495;38;Итуруп;2390;Сахалинская обл.;2 912 331,00;2 432 159,00;480 172,00;19,74
496;5;Ураллига;1626;Челябинская обл.;2 889 292,00;2 747 497,00;141 795,00;5,16
497;1;Гринфилдбанк;2711;Москва и обл.;2 879 946,00;2 774 896,00;105 050,00;3,79
498;-3;НОКССбанк;3202;Волгоградская обл.;2 876 883,00;2 849 759,00;27 124,00;0,95
499;-3;Енисей;474;Красноярский край;2 861 504,00;2 834 811,00;26 693,00;0,94
500;-28;Крыловский;456;Краснодарский край;2 858 137,00;3 288 561,00;-430 424,00;-13,09
501;37;Инбанк;1829;Москва и обл.;2 847 736,00;2 373 938,00;473 798,00;19,96
502;3;Профессионал Банк;2471;Москва и обл.;2 825 067,00;2 728 288,00;96 779,00;3,55
503;-20;Океан Банк;1697;Москва и обл.;2 816 364,00;3 050 051,00;-233 687,00;-7,66
504;7;Интеркредит;3047;Москва и обл.;2 800 977,00;2 608 371,00;192 606,00;7,38
505;15;Инвестиционный Республиканский Банк;2571;Москва и обл.;2 769 651,00;2 553 687,00;215 964,00;8,46
506;-4;Диг-Банк;2423;Северная Осетия — Алания;2 759 882,00;2 741 333,00;18 549,00;0,68
507;-3;Региональный Кредитный Банк;1608;Калининградская обл.;2 752 831,00;2 732 442,00;20 389,00;0,75
508;-2;Вологжанин;1896;Вологодская обл.;2 729 540,00;2 716 545,00;12 995,00;0,48
509;19;ПК-Банк;2652;Нижегородская обл.;2 726 271,00;2 498 248,00;228 023,00;9,13
510;-11;Вкабанк;1027;Астраханская обл.;2 700 909,00;2 772 044,00;-71 135,00;-2,57
511;1;Интеркапитал-Банк;2706;Мордовия;2 694 091,00;2 590 192,00;103 899,00;4,01
512;-3;ИСБ;3010;Москва и обл.;2 687 893,00;2 651 953,00;35 940,00;1,36
513;-6;Преодоление;2649;Москва и обл.;2 679 255,00;2 707 431,00;-28 176,00;-1,04
514;-24;Росбизнесбанк;1405;Москва и обл.;2 677 111,00;2 975 864,00;-298 753,00;-10,04
515;36;НБК-Банк;3283;Москва и обл.;2 671 977,00;2 294 571,00;377 406,00;16,45
516;2;Идея Банк;430;Краснодарский край;2 649 678,00;2 557 488,00;92 190,00;3,60
517;-3;Костромаселькомбанк;1115;Костромская обл.;2 647 335,00;2 585 083,00;62 252,00;2,41
518;-15;Московский Коммерческий Банк;3172;Москва и обл.;2 641 452,00;2 740 905,00;-99 453,00;-3,63
519;-2;Ваш Личный Банк;1222;Иркутская обл.;2 626 628,00;2 561 586,00;65 042,00;2,54
520;5;Констанс-Банк;2228;Санкт-Петербург и обл.;2 624 855,00;2 527 655,00;97 200,00;3,85
521;14;Конфидэнс Банк;970;Костромская обл.;2 621 853,00;2 392 893,00;228 960,00;9,57
522;0;Крокус-Банк;2682;Москва и обл.;2 592 975,00;2 540 793,00;52 182,00;2,05
523;-10;Владпромбанк;870;Владимирская обл.;2 591 534,00;2 585 996,00;5 538,00;0,21
524;16;Гагаринский;606;Москва и обл.;2 576 780,00;2 373 362,00;203 418,00;8,57
525;-17;Резерв;2364;Челябинская обл.;2 571 384,00;2 675 085,00;-103 701,00;-3,88
526;20;Траст Капитал Банк;2741;Москва и обл.;2 555 665,00;2 339 359,00;216 306,00;9,25
527;-17;Агророс;2860;Саратовская обл.;2 550 269,00;2 611 954,00;-61 685,00;-2,36
