Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2014, тыс. рублей;Март, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-1;Банк Оренбург;3269;Оренбургская обл.;10 724 651,00;10 712 084,00;12 567,00;0,12
261;1;Дил-Банк;3384;Москва и обл.;10 694 440,00;10 636 310,00;58 130,00;0,55
262;10;Инвестиционный Республиканский Банк;2571;Москва и обл.;10 683 435,00;10 266 284,00;417 151,00;4,06
263;-3;Стратегия;2801;Москва и обл.;10 605 346,00;10 678 589,00;-73 243,00;-0,69
264;-6;Компания Розничного Кредитования;3385;Москва и обл.;10 529 215,00;10 714 995,00;-185 780,00;-1,73
265;-4;Международный Акционерный Банк;1987;Москва и обл.;10 506 373,00;10 656 161,00;-149 788,00;-1,41
266;12;Мир Бизнес Банк;3396;Москва и обл.;10 477 494,00;9 609 852,00;867 642,00;9,03
267;-1;Солид Банк;1329;Камчатская обл.;10 453 730,00;10 540 107,00;-86 377,00;-0,82
268;3;ЕвроситиБанк;1869;Москва и обл.;10 442 697,00;10 294 314,00;148 383,00;1,44
269;4;Нефтяной Альянс;2859;Москва и обл.;10 248 248,00;10 083 297,00;164 951,00;1,64
270;4;ОПМ-Банк;2734;Москва и обл.;10 209 544,00;10 048 098,00;161 446,00;1,61
271;-2;Энергомашбанк;52;Санкт-Петербург и обл.;10 124 873,00;10 383 347,00;-258 474,00;-2,49
272;-46;Татсоцбанк;480;Татарстан;9 880 281,00;13 913 889,00;-4 033 608,00;-28,99
273;6;Банк Расчетов и Сбережений;2617;Москва и обл.;9 872 371,00;9 580 118,00;292 253,00;3,05
274;3;Банк Жилищного Финансирования;3138;Москва и обл.;9 581 830,00;9 796 864,00;-215 034,00;-2,19
275;6;Киви Банк;2241;Москва и обл.;9 518 465,00;9 383 098,00;135 367,00;1,44
276;7;Промсбербанк;1043;Москва и обл.;9 351 224,00;9 209 431,00;141 793,00;1,54
277;12;НИКО-Банк;702;Оренбургская обл.;9 233 085,00;8 842 032,00;391 053,00;4,42
278;4;Европейский;1616;Калининградская обл.;9 128 190,00;9 334 314,00;-206 124,00;-2,21
279;7;Адмиралтейский;3054;Москва и обл.;9 057 996,00;9 059 025,00;-1 029,00;-0,01
280;5;Навигатор;2469;Москва и обл.;9 052 816,00;9 129 021,00;-76 205,00;-0,83
281;6;Бенифит-Банк;3229;Москва и обл.;8 869 835,00;9 047 512,00;-177 677,00;-1,96
282;6;КС Банк;1752;Мордовия;8 868 607,00;8 880 960,00;-12 353,00;-0,14
283;-16;РусЮгбанк;2093;Волгоградская обл.;8 839 401,00;10 405 154,00;-1 565 753,00;-15,05
284;0;Углеметбанк;2997;Челябинская обл.;8 820 564,00;9 186 487,00;-365 923,00;-3,98
285;-38;Миллениум Банк;3423;Москва и обл.;8 621 666,00;11 508 819,00;-2 887 153,00;-25,09
286;-10;Руснарбанк;3403;Москва и обл.;8 563 991,00;9 996 202,00;-1 432 211,00;-14,33
287;9;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 482 556,00;8 565 677,00;-83 121,00;-0,97
288;4;Евромет;2902;Москва и обл.;8 478 965,00;8 679 542,00;-200 577,00;-2,31
289;2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 449 833,00;8 679 872,00;-230 039,00;-2,65
290;4;Ишбанк;2867;Москва и обл.;8 436 956,00;8 631 692,00;-194 736,00;-2,26
291;20;Международный Банк Развития;2704;Москва и обл.;8 436 293,00;7 662 028,00;774 265,00;10,11
292;9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;8 382 300,00;8 082 526,00;299 774,00;3,71
293;4;Промтрансбанк;2638;Башкортостан;8 269 405,00;8 557 026,00;-287 621,00;-3,36
294;-1;Финам Банк;2799;Москва и обл.;8 160 560,00;8 647 838,00;-487 278,00;-5,63
295;5;Нефтепромбанк;2156;Москва и обл.;8 142 852,00;8 216 264,00;-73 412,00;-0,89
296;89;Кубаньторгбанк;478;Краснодарский край;8 123 369,00;5 304 184,00;2 819 185,00;53,15
297;-7;Новопокровский;467;Краснодарский край;8 095 910,00;8 833 888,00;-737 978,00;-8,35
298;1;Роспромбанк;3204;Москва и обл.;8 051 097,00;8 248 996,00;-197 899,00;-2,40
299;5;ПИР Банк;2655;Москва и обл.;7 963 742,00;7 862 939,00;100 803,00;1,28
300;6;Агросоюз;1459;Москва и обл.;7 938 788,00;7 784 514,00;154 274,00;1,98
301;1;Белгородсоцбанк;760;Белгородская обл.;7 920 681,00;8 033 499,00;-112 818,00;-1,40
302;7;Генбанк;2490;Москва и обл.;7 897 619,00;7 682 830,00;214 789,00;2,80
303;-8;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;7 869 605,00;8 578 955,00;-709 350,00;-8,27
304;1;Рускобанк;138;Санкт-Петербург и обл.;7 857 685,00;7 861 285,00;-3 600,00;-0,05
305;2;Снежинский;1376;Челябинская обл.;7 834 277,00;7 768 493,00;65 784,00;0,85
306;9;Датабанк;646;Удмуртия;7 737 244,00;7 582 640,00;154 604,00;2,04
307;1;Уралкапиталбанк;2519;Башкортостан;7 728 137,00;7 721 686,00;6 451,00;0,08
308;-10;Экспресс-Кредит;210;Москва и обл.;7 694 415,00;8 388 517,00;-694 102,00;-8,27
309;11;Развитие;2729;Карачаево-Черкесия;7 690 900,00;7 445 918,00;244 982,00;3,29
310;17;Северо-Восточный Альянс;2768;Москва и обл.;7 688 043,00;7 269 271,00;418 772,00;5,76
311;19;Московский Нефтехимический Банк;1411;Москва и обл.;7 621 733,00;7 159 423,00;462 310,00;6,46
312;19;Чайна Констракшн;3515;Москва и обл.;7 615 235,00;7 142 181,00;473 054,00;6,62
313;4;Софрино;2972;Москва и обл.;7 550 354,00;7 555 707,00;-5 353,00;-0,07
314;-11;Банк БКФ;2684;Москва и обл.;7 546 630,00;8 015 434,00;-468 804,00;-5,85
315;-2;Волга-Кредит;1153;Самарская обл.;7 513 860,00;7 586 313,00;-72 453,00;-0,96
316;-6;Джей энд Ти Банк;3061;Москва и обл.;7 504 815,00;7 681 536,00;-176 721,00;-2,30
317;35;Ури Банк;3479;Москва и обл.;7 450 929,00;6 484 231,00;966 698,00;14,91
318;4;Альба Альянс;2593;Москва и обл.;7 429 213,00;7 393 010,00;36 203,00;0,49
319;6;Славянский Кредит;2960;Москва и обл.;7 413 191,00;7 285 780,00;127 411,00;1,75
320;1;Ставропольпромстройбанк;1288;Ставропольский край;7 411 254,00;7 438 738,00;-27 484,00;-0,37
321;-7;Голдман Сакс Банк;3490;Москва и обл.;7 340 801,00;7 584 585,00;-243 784,00;-3,21
322;-3;Ренессанс;1939;Москва и обл.;7 319 402,00;7 455 606,00;-136 204,00;-1,83
323;-5;2Т Банк;625;Москва и обл.;7 262 283,00;7 494 723,00;-232 440,00;-3,10
324;9;Еврокоммерц;1777;Москва и обл.;7 244 192,00;7 050 455,00;193 737,00;2,75
325;-9;Славия;2664;Москва и обл.;7 221 678,00;7 559 022,00;-337 344,00;-4,46
326;2;УМ-Банк;1441;Свердловская обл.;7 208 900,00;7 261 882,00;-52 982,00;-0,73
327;7;ФДБ;3071;Москва и обл.;7 140 202,00;7 022 770,00;117 432,00;1,67
328;1;Томскпромстройбанк;1720;Томская обл.;7 112 389,00;7 162 677,00;-50 288,00;-0,70
329;-17;Ассоциация;732;Нижегородская обл.;7 040 023,00;7 588 742,00;-548 719,00;-7,23
330;21;Русский Торговый Банк;2842;Москва и обл.;6 924 228,00;6 492 926,00;431 302,00;6,64
331;7;Анкор Банк;889;Татарстан;6 905 816,00;6 856 155,00;49 661,00;0,72
332;11;Банк БФТ;2273;Москва и обл.;6 760 689,00;6 757 090,00;3 599,00;0,05
333;7;Юг-Инвестбанк;2772;Краснодарский край;6 727 884,00;6 782 306,00;-54 422,00;-0,80
334;-10;АФ Банк;991;Башкортостан;6 717 657,00;7 322 193,00;-604 536,00;-8,26
335;15;Финанс Бизнес Банк;520;Краснодарский край;6 707 573,00;6 536 654,00;170 919,00;2,61
336;3;Бинбанк Тверь;777;Тверская обл.;6 622 475,00;6 799 755,00;-177 280,00;-2,61
337;-1;Вокбанк;312;Нижегородская обл.;6 601 250,00;6 890 079,00;-288 829,00;-4,19
338;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 599 822,00;6 710 723,00;-110 901,00;-1,65
339;8;Русь;704;Оренбургская обл.;6 548 111,00;6 668 382,00;-120 271,00;-1,80
340;6;Банк Инноваций и Развития;2647;Москва и обл.;6 539 621,00;6 669 725,00;-130 104,00;-1,95
341;8;Инбанк;1829;Москва и обл.;6 536 106,00;6 549 267,00;-13 161,00;-0,20
342;-5;Трансстройбанк;2807;Москва и обл.;6 534 744,00;6 865 244,00;-330 500,00;-4,81
343;-11;Кузнецкий Мост;2254;Москва и обл.;6 531 529,00;7 086 500,00;-554 971,00;-7,83
344;-18;Новый Московский Банк;2932;Москва и обл.;6 444 293,00;7 279 145,00;-834 852,00;-11,47
345;8;Спецсетьстройбанк;3062;Москва и обл.;6 438 748,00;6 435 370,00;3 378,00;0,05
346;-1;РАМ Банк;3480;Москва и обл.;6 409 980,00;6 687 325,00;-277 345,00;-4,15
347;1;Инвестиционный Союз;637;Москва и обл.;6 400 311,00;6 608 900,00;-208 589,00;-3,16
348;-7;Бинбанк Мурманск;1276;Мурманская обл.;6 370 450,00;6 763 405,00;-392 955,00;-5,81
349;329;Расчетная Палата РТС;3335;Москва и обл.;6 284 472,00;1 264 340,00;5 020 132,00;397,06
350;23;Бинбанк Столица;3052;Москва и обл.;6 205 897,00;5 784 001,00;421 896,00;7,29
351;7;Таатта;1249;Саха (Якутия);6 202 158,00;6 306 591,00;-104 433,00;-1,66
352;7;Век;2299;Москва и обл.;6 138 119,00;6 289 404,00;-151 285,00;-2,41
353;-18;Вега-Банк;3270;Москва и обл.;6 107 977,00;6 903 934,00;-795 957,00;-11,53
354;6;Банк Казани;708;Татарстан;6 074 101,00;6 251 074,00;-176 973,00;-2,83
355;-1;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 071 704,00;6 431 034,00;-359 330,00;-5,59
356;5;Актив Банк;2529;Мордовия;6 056 852,00;6 164 519,00;-107 667,00;-1,75
357;-1;Экономикс-Банк;2136;Москва и обл.;6 053 294,00;6 416 486,00;-363 192,00;-5,66
358;13;Северный Народный Банк;2721;Коми;5 942 439,00;5 855 978,00;86 461,00;1,48
359;5;Финансовый Стандарт;1053;Москва и обл.;5 897 744,00;6 077 770,00;-180 026,00;-2,96
360;3;Эргобанк;2856;Москва и обл.;5 896 246,00;6 112 908,00;-216 662,00;-3,54
361;5;Кранбанк;2271;Ивановская обл.;5 894 507,00;5 944 165,00;-49 658,00;-0,84
362;7;Автоградбанк;1455;Татарстан;5 892 687,00;5 869 386,00;23 301,00;0,40
363;-8;Ю Би Эс Банк;3463;Москва и обл.;5 885 108,00;6 417 231,00;-532 123,00;-8,29
364;-7;МАК-Банк;1088;Москва и обл.;5 881 340,00;6 400 774,00;-519 434,00;-8,12
365;35;Проминвестбанк;2433;Москва и обл.;5 879 108,00;5 081 667,00;797 441,00;15,69
366;6;Торгово-Строительный Банк;1250;Москва и обл.;5 836 210,00;5 841 911,00;-5 701,00;-0,10
367;1;Эл Банк;1025;Самарская обл.;5 783 593,00;5 883 002,00;-99 409,00;-1,69
368;-1;Банк Торгового Финансирования;1982;Москва и обл.;5 696 143,00;5 891 555,00;-195 412,00;-3,32
369;1;Нэклис-Банк;1671;Москва и обл.;5 681 120,00;5 857 734,00;-176 614,00;-3,02
370;17;Донкомбанк;492;Ростовская обл.;5 661 449,00;5 272 313,00;389 136,00;7,38
371;-6;Банк на Красных Воротах;2472;Москва и обл.;5 626 733,00;6 056 191,00;-429 458,00;-7,09
372;44;Банк Заречье;817;Татарстан;5 605 085,00;4 734 699,00;870 386,00;18,38
373;-11;Невский Банк;1068;Санкт-Петербург и обл.;5 581 010,00;6 164 108,00;-583 098,00;-9,46
374;4;Эксперт Банк;2949;Омская обл.;5 548 437,00;5 643 196,00;-94 759,00;-1,68
375;8;Северный Кредит;2398;Вологодская обл.;5 546 064,00;5 341 532,00;204 532,00;3,83
376;4;Региональный Банк Развития;2782;Башкортостан;5 523 032,00;5 424 152,00;98 880,00;1,82
377;-35;Азия-Инвест Банк;3303;Москва и обл.;5 478 354,00;6 763 205,00;-1 284 851,00;-19,00
378;-3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 472 744,00;5 674 185,00;-201 441,00;-3,55
379;-5;Камский Коммерческий Банк;438;Татарстан;5 457 797,00;5 733 155,00;-275 358,00;-4,80
380;13;Зенит Сочи;232;Краснодарский край;5 445 243,00;5 163 970,00;281 273,00;5,45
381;24;Горбанк;2982;Санкт-Петербург и обл.;5 438 045,00;4 965 978,00;472 067,00;9,51
382;28;Банк ИТБ;3128;Москва и обл.;5 367 749,00;4 886 333,00;481 416,00;9,85
383;-6;Международный Коммерческий Банк;2524;Москва и обл.;5 350 231,00;5 665 837,00;-315 606,00;-5,57
384;19;Объединенный Кредитный Банк;1118;Владимирская обл.;5 338 056,00;4 994 704,00;343 352,00;6,87
385;-6;Замоскворецкий;1640;Москва и обл.;5 323 723,00;5 557 066,00;-233 343,00;-4,20
386;8;Банкхаус Эрбе;1717;Москва и обл.;5 302 949,00;5 163 413,00;139 536,00;2,70
387;-1;Объединенная Расчетная Система;3342;Москва и обл.;5 278 955,00;5 274 503,00;4 452,00;0,08
388;1;Сибсоцбанк;2015;Алтайский край;5 234 736,00;5 191 844,00;42 892,00;0,83
389;12;Промэнергобанк;2728;Вологодская обл.;5 227 715,00;5 009 957,00;217 758,00;4,35
390;-9;Чувашкредитпромбанк;1280;Чувашия;5 220 785,00;5 422 963,00;-202 178,00;-3,73
391;-15;Национальный Залоговый Банк;2944;Москва и обл.;5 210 033,00;5 668 910,00;-458 877,00;-8,09
392;-4;Юникорбанк;2586;Москва и обл.;5 173 103,00;5 228 721,00;-55 618,00;-1,06
393;16;Мосуралбанк;2468;Москва и обл.;5 162 536,00;4 902 968,00;259 568,00;5,29
394;4;Москва-Сити;3247;Москва и обл.;5 121 587,00;5 123 676,00;-2 089,00;-0,04
395;1;Зернобанк;2337;Алтайский край;5 111 818,00;5 124 759,00;-12 941,00;-0,25
396;3;Стройлесбанк;2995;Тюменская обл.;5 044 254,00;5 102 241,00;-57 987,00;-1,14
397;7;Тюменьагропромбанк;917;Тюменская обл.;5 008 604,00;4 971 401,00;37 203,00;0,75
398;15;Межтрастбанк;2493;Москва и обл.;5 008 217,00;4 835 011,00;173 206,00;3,58
399;-8;Хакасский Муниципальный Банк;1049;Хакасия;4 966 652,00;5 169 244,00;-202 592,00;-3,92
400;8;Промрегионбанк;2123;Томская обл.;4 929 249,00;4 903 240,00;26 009,00;0,53
401;6;Бинбанк Смоленск;1957;Смоленская обл.;4 925 176,00;4 911 476,00;13 700,00;0,28
402;-5;ВостСибтранскомбанк;2731;Иркутская обл.;4 896 699,00;5 124 590,00;-227 891,00;-4,45
403;-13;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 885 792,00;5 191 818,00;-306 026,00;-5,89
404;16;Церих;3278;Орловская обл.;4 882 544,00;4 618 846,00;263 698,00;5,71
405;21;Итуруп;2390;Сахалинская обл.;4 870 803,00;4 393 619,00;477 184,00;10,86
406;-4;Дагэнергобанк;3286;Дагестан;4 832 473,00;5 007 635,00;-175 162,00;-3,50
407;-25;Банк Кремлевский;2905;Москва и обл.;4 832 236,00;5 373 344,00;-541 108,00;-10,07
408;22;Экси-Банк;2530;Санкт-Петербург и обл.;4 819 005,00;4 354 680,00;464 325,00;10,66
409;12;Верхневолжский;1084;Ярославская обл.;4 808 223,00;4 602 554,00;205 669,00;4,47
410;15;Оргбанк;3312;Москва и обл.;4 777 640,00;4 488 991,00;288 649,00;6,43
411;178;Европейский Экспресс;3449;Москва и обл.;4 761 802,00;1 977 002,00;2 784 800,00;140,86
412;-1;Газстройбанк;2919;Москва и обл.;4 757 360,00;4 854 457,00;-97 097,00;-2,00
413;2;Сибнефтебанк;385;Тюменская обл.;4 711 874,00;4 768 222,00;-56 348,00;-1,18
414;-2;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 708 338,00;4 848 558,00;-140 220,00;-2,89
415;13;Лесбанк;1598;Москва и обл.;4 680 471,00;4 376 521,00;303 950,00;6,95
416;-21;Кроссинвестбанк;2849;Москва и обл.;4 678 760,00;5 126 823,00;-448 063,00;-8,74
417;43;Витабанк;356;Санкт-Петербург и обл.;4 665 354,00;3 626 407,00;1 038 947,00;28,65
418;-12;Банк Развития Технологий;3441;Москва и обл.;4 567 942,00;4 965 206,00;-397 264,00;-8,00
419;-2;Синко-Банк;2838;Москва и обл.;4 556 131,00;4 677 609,00;-121 478,00;-2,60
420;-1;Бланк Банк;2368;Москва и обл.;4 537 508,00;4 664 829,00;-127 321,00;-2,73
421;3;Союзный;3236;Москва и обл.;4 518 801,00;4 525 798,00;-6 997,00;-0,15
422;1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 506 368,00;4 551 342,00;-44 974,00;-0,99
423;-1;Реалист Банк;1067;Иркутская обл.;4 457 286,00;4 573 822,00;-116 536,00;-2,55
424;23;Риабанк;3434;Москва и обл.;4 455 233,00;4 085 651,00;369 582,00;9,05
425;-11;Руссобанк;2313;Москва и обл.;4 427 990,00;4 828 199,00;-400 209,00;-8,29
426;20;Банк Раунд;2506;Москва и обл.;4 402 470,00;4 109 335,00;293 135,00;7,13
427;12;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 384 570,00;4 198 128,00;186 442,00;4,44
428;9;Идея Банк;430;Краснодарский край;4 368 891,00;4 226 587,00;142 304,00;3,37
429;-37;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;4 337 071,00;5 167 805,00;-830 734,00;-16,08
430;-1;Новобанк;1352;Новгородская обл.;4 331 821,00;4 369 582,00;-37 761,00;-0,86
431;0;Русский Трастовый Банк;1139;Москва и обл.;4 330 280,00;4 351 476,00;-21 196,00;-0,49
432;-14;Нейва;1293;Свердловская обл.;4 304 767,00;4 674 851,00;-370 084,00;-7,92
433;-49;Платина;2347;Москва и обл.;4 278 113,00;5 326 328,00;-1 048 215,00;-19,68
434;0;Консервативный Коммерческий Банк;1087;Астраханская обл.;4 273 759,00;4 307 179,00;-33 420,00;-0,78
435;-8;Енисейский Объединенный Банк;2645;Красноярский край;4 246 147,00;4 382 782,00;-136 635,00;-3,12
436;8;ИТ Банк;2609;Омская обл.;4 207 586,00;4 143 929,00;63 657,00;1,54
437;4;Конфидэнс Банк;970;Костромская обл.;4 201 211,00;4 184 774,00;16 437,00;0,39
438;-6;Милбанк;3256;Москва и обл.;4 136 388,00;4 331 920,00;-195 532,00;-4,51
439;1;Ермак;1809;Тюменская обл.;4 118 362,00;4 189 019,00;-70 657,00;-1,69
440;3;Кузнецкий;609;Пензенская обл.;4 113 253,00;4 162 409,00;-49 156,00;-1,18
441;-3;Роял Кредит Банк;783;Хабаровский край;4 095 633,00;4 204 185,00;-108 552,00;-2,58
442;-9;Профит Банк;3234;Москва и обл.;4 086 169,00;4 330 228,00;-244 059,00;-5,64
443;-1;Московский Коммерческий Банк;3172;Москва и обл.;4 042 336,00;4 162 768,00;-120 432,00;-2,89
444;-9;Банк Экономический Союз;2798;Москва и обл.;4 026 525,00;4 250 357,00;-223 832,00;-5,27
445;4;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 901 057,00;3 860 355,00;40 702,00;1,05
446;4;Еврокредит;2957;Москва и обл.;3 888 901,00;3 845 162,00;43 739,00;1,14
447;-11;Мастер-Капитал;3011;Москва и обл.;3 810 467,00;4 248 023,00;-437 556,00;-10,30
448;5;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 795 854,00;3 767 761,00;28 093,00;0,75
449;2;Земский Банк;2900;Самарская обл.;3 769 638,00;3 794 509,00;-24 871,00;-0,66
450;-5;МС Банк Рус;2789;Москва и обл.;3 763 299,00;4 143 608,00;-380 309,00;-9,18
451;3;Промсельхозбанк;538;Москва и обл.;3 685 247,00;3 764 471,00;-79 224,00;-2,10
452;7;Интеркредит;3047;Москва и обл.;3 682 612,00;3 627 634,00;54 978,00;1,52
453;-1;Леноблбанк;1003;Санкт-Петербург и обл.;3 632 827,00;3 781 718,00;-148 891,00;-3,94
454;1;Коммерческий Индо Банк;3446;Москва и обл.;3 629 358,00;3 735 601,00;-106 243,00;-2,84
455;10;Финансово-Промышленный Капитал;3295;Москва и обл.;3 620 040,00;3 517 510,00;102 530,00;2,91
456;19;Народный Доверительный Банк;2374;Москва и обл.;3 617 962,00;3 249 488,00;368 474,00;11,34
457;0;Элита;1399;Калужская обл.;3 580 914,00;3 657 935,00;-77 021,00;-2,11
458;-2;Профессионал Банк;3296;Москва и обл.;3 572 743,00;3 670 063,00;-97 320,00;-2,65
459;2;РБА;3413;Москва и обл.;3 497 924,00;3 589 039,00;-91 115,00;-2,54
460;3;Крыловский;456;Краснодарский край;3 496 728,00;3 585 588,00;-88 860,00;-2,48
461;3;Форус Банк;3457;Нижегородская обл.;3 465 143,00;3 584 560,00;-119 417,00;-3,33
462;0;Камчаткомагропромбанк;545;Камчатская обл.;3 443 404,00;3 586 525,00;-143 121,00;-3,99
463;8;Интерактивный Банк;3378;Москва и обл.;3 435 494,00;3 335 131,00;100 363,00;3,01
464;4;Алтайкапиталбанк;2659;Алтайский край;3 404 017,00;3 385 523,00;18 494,00;0,55
465;5;Универсальный Кредит;2903;Москва и обл.;3 364 065,00;3 336 575,00;27 490,00;0,82
466;-8;Мираф-Банк;2244;Омская обл.;3 344 268,00;3 648 330,00;-304 062,00;-8,33
467;10;Ваш Личный Банк;1222;Иркутская обл.;3 342 195,00;3 243 565,00;98 630,00;3,04
468;15;Венец;524;Ульяновская обл.;3 261 834,00;3 144 002,00;117 832,00;3,75
469;-3;Долинск;857;Сахалинская обл.;3 255 141,00;3 450 277,00;-195 136,00;-5,66
470;3;Живаго Банк;2065;Рязанская обл.;3 251 463,00;3 325 392,00;-73 929,00;-2,22
471;5;Профессионал Банк;2471;Москва и обл.;3 249 856,00;3 248 145,00;1 711,00;0,05
472;12;Воронеж;654;Воронежская обл.;3 238 904,00;3 139 741,00;99 163,00;3,16
473;9;Уссури;596;Хабаровский край;3 219 085,00;3 164 479,00;54 606,00;1,73
474;-5;Торговый Городской Банк;3180;Тверская обл.;3 218 522,00;3 364 997,00;-146 475,00;-4,35
475;6;Океан Банк;1697;Москва и обл.;3 200 702,00;3 180 944,00;19 758,00;0,62
476;193;Азимут;3154;Москва и обл.;3 199 895,00;1 311 262,00;1 888 633,00;144,03
477;8;Владпромбанк;870;Владимирская обл.;3 198 145,00;3 139 244,00;58 901,00;1,88
478;11;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;3 182 632,00;3 085 575,00;97 057,00;3,15
479;-7;Кошелев-Банк;3300;Самарская обл.;3 180 832,00;3 330 304,00;-149 472,00;-4,49
480;15;Преодоление;2649;Москва и обл.;3 113 340,00;2 990 341,00;122 999,00;4,11
481;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 070 077,00;3 236 221,00;-166 144,00;-5,13
482;-4;Лайтбанк;3177;Москва и обл.;3 061 718,00;3 242 363,00;-180 645,00;-5,57
483;16;Банк РМП;2574;Москва и обл.;3 059 891,00;2 884 473,00;175 418,00;6,08
484;7;Вологжанин;1896;Вологодская обл.;3 051 556,00;3 011 543,00;40 013,00;1,33
485;-37;НБК-Банк;3283;Москва и обл.;3 050 735,00;4 056 950,00;-1 006 215,00;-24,80
486;4;Евроальянс;1781;Ивановская обл.;3 027 436,00;3 058 760,00;-31 324,00;-1,02
487;47;Витязь;2890;Москва и обл.;3 021 910,00;2 471 828,00;550 082,00;22,25
488;5;Гринфилдбанк;2711;Москва и обл.;2 995 073,00;3 004 045,00;-8 972,00;-0,30
489;-2;РТС-Банк;3401;Самарская обл.;2 973 719,00;3 096 214,00;-122 495,00;-3,96
490;7;Уралпромбанк;2964;Челябинская обл.;2 952 694,00;2 955 283,00;-2 589,00;-0,09
491;10;Приоритет;3135;Самарская обл.;2 942 302,00;2 824 556,00;117 746,00;4,17
492;2;Донинвест;1617;Ростовская обл.;2 934 235,00;2 998 043,00;-63 808,00;-2,13
493;-13;Аксонбанк;680;Костромская обл.;2 921 783,00;3 187 210,00;-265 427,00;-8,33
494;-6;Капитал;575;Москва и обл.;2 920 352,00;3 088 339,00;-167 987,00;-5,44
495;-9;Агророс;2860;Саратовская обл.;2 920 050,00;3 123 154,00;-203 104,00;-6,50
496;97;Земкомбанк;574;Ростовская обл.;2 915 156,00;1 964 505,00;950 651,00;48,39
497;-1;Костромаселькомбанк;1115;Костромская обл.;2 900 955,00;2 963 228,00;-62 273,00;-2,10
498;0;НОКССбанк;3202;Волгоградская обл.;2 896 285,00;2 899 654,00;-3 369,00;-0,12
499;1;Енисей;474;Красноярский край;2 844 753,00;2 829 682,00;15 071,00;0,53
500;11;Русский Национальный Банк;469;Ростовская обл.;2 784 989,00;2 627 513,00;157 476,00;5,99
501;30;Зираат Банк;2559;Москва и обл.;2 771 561,00;2 495 867,00;275 694,00;11,05
502;7;Мегаполис;3265;Чувашия;2 766 740,00;2 678 148,00;88 592,00;3,31
503;-11;ЕвроАксис Банк;3273;Москва и обл.;2 755 771,00;3 006 892,00;-251 121,00;-8,35
504;0;Апабанк;2404;Москва и обл.;2 753 626,00;2 766 776,00;-13 150,00;-0,48
505;-3;Гагаринский;606;Москва и обл.;2 735 981,00;2 798 590,00;-62 609,00;-2,24
506;-3;Росбизнесбанк;1405;Москва и обл.;2 731 103,00;2 798 333,00;-67 230,00;-2,40
507;17;Финтрастбанк;3104;Москва и обл.;2 724 348,00;2 538 108,00;186 240,00;7,34
508;4;Айви Банк;2055;Москва и обл.;2 717 003,00;2 622 915,00;94 088,00;3,59
509;-3;Российская Финансовая Корпорация;3099;Москва и обл.;2 714 208,00;2 720 762,00;-6 554,00;-0,24
510;9;Первый Инвестиционный Банк;604;Москва и обл.;2 687 300,00;2 569 481,00;117 819,00;4,59
511;-1;Бинбанк Сургут;1701;Тюменская обл.;2 658 646,00;2 671 181,00;-12 535,00;-0,47
512;6;Братский АНКБ;1144;Иркутская обл.;2 655 484,00;2 570 293,00;85 191,00;3,31
513;16;Бест Эффортс Банк;435;Москва и обл.;2 633 515,00;2 511 634,00;121 881,00;4,85
514;8;Унифондбанк;3416;Москва и обл.;2 620 109,00;2 556 575,00;63 534,00;2,49
515;-7;Диг-Банк;2423;Северная Осетия — Алания;2 612 179,00;2 681 298,00;-69 119,00;-2,58
516;20;Национальный Банк Сбережений;1949;Ивановская обл.;2 595 382,00;2 445 702,00;149 680,00;6,12
517;-4;ИСБ;3010;Москва и обл.;2 594 989,00;2 611 579,00;-16 590,00;-0,64
518;14;Национальный Корпоративный Банк;3422;Москва и обл.;2 590 714,00;2 483 261,00;107 453,00;4,33
519;4;Газтрансбанк;665;Адыгея;2 568 303,00;2 538 448,00;29 855,00;1,18
520;33;Заубер Банк;1614;Санкт-Петербург и обл.;2 552 289,00;2 252 426,00;299 863,00;13,31
521;-16;Новое Время;3492;Москва и обл.;2 550 528,00;2 748 253,00;-197 725,00;-7,19
522;-7;Кубанский Универсальный Банк;2898;Краснодарский край;2 538 921,00;2 589 221,00;-50 300,00;-1,94
523;-2;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 530 146,00;2 558 418,00;-28 272,00;-1,11
524;39;ПК-Банк;2652;Нижегородская обл.;2 527 288,00;2 163 654,00;363 634,00;16,81
