Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2017, тыс. рублей;Сентябрь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-1;Проминвестбанк;2433;Москва и обл.;6 909 291,00;6 718 202,00;191 089,00;2,84
260;-9;Газтрансбанк;665;Краснодарский край;6 898 195,00;6 929 465,00;-31 270,00;-0,45
261;-6;Северный Народный Банк;2721;Коми;6 852 979,00;6 772 998,00;79 981,00;1,18
262;-6;Русь;704;Оренбургская обл.;6 823 905,00;6 760 772,00;63 133,00;0,93
263;-10;Альба Альянс;2593;Москва и обл.;6 753 186,00;6 850 733,00;-97 547,00;-1,42
264;-10;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 620 108,00;6 817 635,00;-197 527,00;-2,90
265;-8;Новобанк;1352;Новгородская обл.;6 589 111,00;6 753 129,00;-164 018,00;-2,43
266;-7;Коммерческий Индо Банк;3446;Москва и обл.;6 558 276,00;6 653 932,00;-95 656,00;-1,44
267;-6;Конфидэнс Банк;970;Костромская обл.;6 499 950,00;6 518 177,00;-18 227,00;-0,28
268;-8;Союзный;3236;Москва и обл.;6 474 731,00;6 636 175,00;-161 444,00;-2,43
269;-19;Чувашкредитпромбанк;1280;Чувашия;6 349 577,00;6 932 952,00;-583 375,00;-8,41
270;15;Голдман Сакс Банк;3490;Москва и обл.;6 257 988,00;5 032 257,00;1 225 731,00;24,36
271;-5;Сибсоцбанк;2015;Алтайский край;6 225 142,00;6 099 567,00;125 575,00;2,06
272;-9;Автоградбанк;1455;Татарстан;6 216 894,00;6 208 704,00;8 190,00;0,13
273;-8;Агророс;2860;Саратовская обл.;6 191 289,00;6 137 510,00;53 779,00;0,88
274;-12;Банк БКФ;2684;Москва и обл.;6 176 099,00;6 238 768,00;-62 669,00;-1,00
275;3;ЮMoney;3510;Россия;6 125 445,00;5 398 904,00;726 541,00;13,46
276;-12;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 956 003,00;6 206 914,00;-250 911,00;-4,04
277;-10;Земский Банк;2900;Самарская обл.;5 948 485,00;5 999 903,00;-51 418,00;-0,86
278;4;Ростфинанс;481;Ростовская обл.;5 922 089,00;5 233 927,00;688 162,00;13,15
279;-11;НБК-Банк;3283;Москва и обл.;5 865 650,00;5 899 031,00;-33 381,00;-0,57
280;-8;Уссури;596;Хабаровский край;5 841 729,00;5 667 416,00;174 313,00;3,08
281;-10;Енисейский Объединенный Банк;2645;Красноярский край;5 725 335,00;5 792 473,00;-67 138,00;-1,16
282;2;Бест Эффортс Банк;435;Москва и обл.;5 672 410,00;5 114 202,00;558 208,00;10,91
283;-31;Российская Финансовая Корпорация;3099;Москва и обл.;5 648 964,00;6 874 310,00;-1 225 346,00;-17,83
284;-10;Кузнецкий;609;Пензенская обл.;5 492 378,00;5 505 435,00;-13 057,00;-0,24
285;-6;Зенит Сочи;232;Краснодарский край;5 480 102,00;5 289 589,00;190 513,00;3,60
286;-10;Кубаньторгбанк;478;Краснодарский край;5 457 180,00;5 444 075,00;13 105,00;0,24
287;-18;Зираат Банк;2559;Москва и обл.;5 446 481,00;5 878 400,00;-431 919,00;-7,35
288;-11;Камский Коммерческий Банк;438;Татарстан;5 404 413,00;5 441 003,00;-36 590,00;-0,67
289;-14;Славянский Кредит;2960;Москва и обл.;5 339 849,00;5 473 411,00;-133 562,00;-2,44
290;-20;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 309 247,00;5 794 850,00;-485 603,00;-8,38
291;-11;Венец;524;Ульяновская обл.;5 201 749,00;5 287 593,00;-85 844,00;-1,62
292;-11;Банк ПСА Финанс Рус;3481;Москва и обл.;5 133 724,00;5 256 641,00;-122 917,00;-2,34
293;-20;Севастопольский Морской Банк;3528;Севастополь;5 126 570,00;5 565 392,00;-438 822,00;-7,88
294;-11;Нэклис-Банк;1671;Москва и обл.;5 049 576,00;5 182 178,00;-132 602,00;-2,56
295;-7;Черноморский банк развития и реконструкции;3527;Симферополь;5 035 044,00;4 913 307,00;121 737,00;2,48
296;4;Москва-Сити;3247;Москва и обл.;4 944 073,00;4 471 632,00;472 441,00;10,57
297;-7;Финансово-Промышленный Капитал;3295;Москва и обл.;4 922 931,00;4 847 110,00;75 821,00;1,56
298;-11;Евразийский Банк;969;Москва и обл.;4 877 355,00;4 966 977,00;-89 622,00;-1,80
299;-7;Роял Кредит Банк;783;Приморский край;4 780 379,00;4 678 528,00;101 851,00;2,18
300;-5;Московский Коммерческий Банк;3172;Москва и обл.;4 653 430,00;4 529 047,00;124 383,00;2,75
301;-10;Витабанк;356;Санкт-Петербург и обл.;4 647 200,00;4 834 337,00;-187 137,00;-3,87
302;-5;Платина;2347;Москва и обл.;4 594 387,00;4 524 076,00;70 311,00;1,55
303;-5;Банк Инноваций и Развития;2647;Москва и обл.;4 567 219,00;4 509 255,00;57 964,00;1,29
304;-5;Стройлесбанк;2995;Тюменская обл.;4 559 141,00;4 504 823,00;54 318,00;1,21
305;-16;Чайнасельхозбанк;3529;Москва и обл.;4 540 592,00;4 899 307,00;-358 715,00;-7,32
306;-5;Горбанк;2982;Санкт-Петербург и обл.;4 463 732,00;4 467 183,00;-3 451,00;-0,08
307;-5;Объединенный Резервный Банк;937;Москва и обл.;4 451 487,00;4 459 179,00;-7 692,00;-0,17
308;-14;Мастер-Капитал;3011;Москва и обл.;4 360 952,00;4 535 177,00;-174 225,00;-3,84
309;-6;Банк Кремлевский;2905;Москва и обл.;4 332 682,00;4 438 440,00;-105 758,00;-2,38
310;-1;Юнистрим;3467;Москва и обл.;4 313 774,00;4 209 182,00;104 592,00;2,48
311;-7;УМ-Банк;1441;Москва и обл.;4 312 638,00;4 379 010,00;-66 372,00;-1,52
312;-16;Русский Национальный Банк;469;Ростовская обл.;4 307 330,00;4 525 543,00;-218 213,00;-4,82
313;-8;Донкомбанк;492;Ростовская обл.;4 287 020,00;4 336 012,00;-48 992,00;-1,13
314;-21;Руссобанк;2313;Москва и обл.;4 264 476,00;4 640 712,00;-376 236,00;-8,11
315;-9;Вологжанин;1896;Вологодская обл.;4 203 142,00;4 325 456,00;-122 314,00;-2,83
316;-4;Аксонбанк;680;Костромская обл.;4 196 337,00;4 082 532,00;113 805,00;2,79
317;-6;Банкхаус Эрбе;1717;Москва и обл.;4 149 739,00;4 087 094,00;62 645,00;1,53
318;-3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 076 137,00;4 002 488,00;73 649,00;1,84
319;-12;Долинск;857;Сахалинская обл.;4 059 106,00;4 290 030,00;-230 924,00;-5,38
320;-12;Экси-Банк;2530;Санкт-Петербург и обл.;4 026 878,00;4 236 462,00;-209 584,00;-4,95
321;-1;Радиотехбанк;1166;Нижегородская обл.;4 015 570,00;3 878 103,00;137 467,00;3,54
322;;Инкахран;3454;Москва и обл.;3 992 480,00;-;-;
323;-5;Мегаполис;3265;Чувашия;3 962 679,00;3 968 818,00;-6 139,00;-0,15
324;-11;ВостСибтранскомбанк;2731;Иркутская обл.;3 939 244,00;4 048 982,00;-109 738,00;-2,71
325;-6;Братский АНКБ;1144;Иркутская обл.;3 908 503,00;3 878 828,00;29 675,00;0,77
326;-10;Межрегиональный промышленно-строительный банк;752;Мордовия;3 880 026,00;3 991 551,00;-111 525,00;-2,79
327;-17;Синко-Банк;2838;Москва и обл.;3 792 939,00;4 151 015,00;-358 076,00;-8,63
328;-11;Межбанковский Кредитный Союз;3242;Москва и обл.;3 665 968,00;3 984 876,00;-318 908,00;-8,00
329;-8;Международный Коммерческий Банк;2524;Москва и обл.;3 665 313,00;3 742 324,00;-77 011,00;-2,06
330;-1;НОКССбанк;3202;Волгоградская обл.;3 646 096,00;3 486 602,00;159 494,00;4,57
331;-7;Банк Торгового Финансирования;1982;Москва и обл.;3 614 987,00;3 626 285,00;-11 298,00;-0,31
332;-10;Эс-Би-Ай Банк;3185;Москва и обл.;3 609 254,00;3 670 101,00;-60 847,00;-1,66
333;-7;Уралпромбанк;2964;Челябинская обл.;3 603 146,00;3 579 855,00;23 291,00;0,65
334;26;Новокиб;1747;Кемеровская обл.;3 588 747,00;2 812 213,00;776 534,00;27,61
335;-12;Ермак;1809;Ханты-Мансийский АО — Югра;3 582 287,00;3 649 470,00;-67 183,00;-1,84
336;-11;Иваново;1763;Ивановская обл.;3 582 135,00;3 594 857,00;-12 722,00;-0,35
337;-10;Алтайкапиталбанк;2659;Алтайский край;3 528 335,00;3 531 143,00;-2 808,00;-0,08
338;-5;Живаго Банк;2065;Рязанская обл.;3 525 510,00;3 430 271,00;95 239,00;2,78
339;16;Крокус-Банк;2682;Москва и обл.;3 523 826,00;2 881 292,00;642 534,00;22,30
340;-12;Донхлеббанк;2285;Ростовская обл.;3 504 960,00;3 529 835,00;-24 875,00;-0,70
341;-4;Еврокапитал-Альянс;2672;Ярославская обл.;3 460 568,00;3 287 322,00;173 246,00;5,27
342;-8;Унифондбанк;3416;Москва и обл.;3 415 080,00;3 359 239,00;55 841,00;1,66
343;-12;Хованский;2145;Москва и обл.;3 364 740,00;3 454 547,00;-89 807,00;-2,60
344;-4;Викинг;2;Санкт-Петербург и обл.;3 360 497,00;3 208 445,00;152 052,00;4,74
345;-10;ЮМК Банк;3495;Краснодарский край;3 325 180,00;3 331 264,00;-6 084,00;-0,18
346;1;Камчаткомагропромбанк;545;Камчатская обл.;3 252 204,00;3 058 122,00;194 082,00;6,35
347;-5;Взаимодействие;1704;Новосибирская обл.;3 233 036,00;3 123 791,00;109 245,00;3,50
348;-12;ИТ Банк;2609;Омская обл.;3 230 105,00;3 302 826,00;-72 721,00;-2,20
349;-11;Банк Заречье;817;Татарстан;3 216 338,00;3 235 671,00;-19 333,00;-0,60
350;-11;Евроальянс;1781;Ивановская обл.;3 193 147,00;3 216 747,00;-23 600,00;-0,73
351;-21;Кузнецкий Мост;2254;Москва и обл.;3 146 346,00;3 471 406,00;-325 060,00;-9,36
352;-9;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 137 445,00;3 111 764,00;25 681,00;0,83
353;-8;ПИР Банк;2655;Москва и обл.;3 087 772,00;3 098 764,00;-10 992,00;-0,35
354;-22;Народный Доверительный Банк;2374;Москва и обл.;3 080 467,00;3 445 186,00;-364 719,00;-10,59
355;-5;Банк Реалист;2646;Москва и обл.;3 037 271,00;2 996 544,00;40 727,00;1,36
356;7;РТС-Банк;3401;Самарская обл.;2 994 666,00;2 769 615,00;225 051,00;8,13
357;-5;РАМ Банк;3480;Москва и обл.;2 968 283,00;2 989 823,00;-21 540,00;-0,72
358;-9;РБА;3413;Москва и обл.;2 963 086,00;3 019 805,00;-56 719,00;-1,88
359;-6;Центрально-Европейский Банк;2670;Забайкальский край;2 958 216,00;2 971 920,00;-13 704,00;-0,46
360;-6;Владбизнесбанк;903;Владимирская обл.;2 928 059,00;2 931 751,00;-3 692,00;-0,13
361;-10;Оргбанк;3312;Москва и обл.;2 916 773,00;2 991 484,00;-74 711,00;-2,50
362;-14;Сельмашбанк;106;Ростовская обл.;2 906 218,00;3 046 864,00;-140 646,00;-4,62
363;-2;Аспект;608;Москва и обл.;2 893 871,00;2 789 558,00;104 313,00;3,74
364;-8;Кредит Экспресс;3186;Ростовская обл.;2 864 204,00;2 879 197,00;-14 993,00;-0,52
365;-19;ИСБ;3010;Москва и обл.;2 850 307,00;3 095 805,00;-245 498,00;-7,93
366;-4;Йошкар-Ола;2802;Марий Эл;2 834 557,00;2 775 161,00;59 396,00;2,14
367;-2;БСТ-Банк;2883;Кемеровская обл.;2 817 644,00;2 667 435,00;150 209,00;5,63
368;-9;Озон Банк;3516;Москва и обл.;2 801 625,00;2 819 297,00;-17 672,00;-0,63
369;-1;Первый Клиентский Банк;3436;Москва и обл.;2 783 589,00;2 606 615,00;176 974,00;6,79
370;-12;Невский Банк;1068;Санкт-Петербург и обл.;2 731 638,00;2 824 470,00;-92 832,00;-3,29
371;-2;Далена Банк;1948;Москва и обл.;2 718 036,00;2 599 517,00;118 519,00;4,56
372;-15;Внешфинбанк;3173;Краснодарский край;2 710 440,00;2 867 236,00;-156 796,00;-5,47
373;-6;Канский;860;Красноярский край;2 683 699,00;2 645 447,00;38 252,00;1,45
374;-8;Костромаселькомбанк;1115;Костромская обл.;2 653 377,00;2 659 557,00;-6 180,00;-0,23
375;-4;Уралфинанс;1370;Свердловская обл.;2 619 404,00;2 554 815,00;64 589,00;2,53
376;-6;Бланк Банк;2368;Москва и обл.;2 617 317,00;2 595 502,00;21 815,00;0,84
377;1;Заубер Банк;1614;Санкт-Петербург и обл.;2 520 185,00;2 379 392,00;140 793,00;5,92
378;-37;Новый Московский Банк;2932;Москва и обл.;2 486 509,00;3 126 814,00;-640 305,00;-20,48
379;6;ПэйПал Ру;3517;Москва и обл.;2 483 566,00;2 285 642,00;197 924,00;8,66
380;-3;Россита-Банк;3257;Москва и обл.;2 462 414,00;2 385 541,00;76 873,00;3,22
381;3;Элита;1399;Калужская обл.;2 450 968,00;2 297 304,00;153 664,00;6,69
382;-6;Банк Пермь;875;Пермская обл.;2 424 352,00;2 397 762,00;26 590,00;1,11
383;-10;Газнефтьбанк;3223;Саратовская обл.;2 423 937,00;2 487 925,00;-63 988,00;-2,57
384;-20;Первый Инвестиционный Банк;604;Москва и обл.;2 417 873,00;2 737 167,00;-319 294,00;-11,67
385;-11;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 398 928,00;2 446 140,00;-47 212,00;-1,93
386;5;Система;2846;Москва и обл.;2 393 581,00;2 204 121,00;189 460,00;8,60
387;-8;Кемсоцинбанк;96;Кемеровская обл.;2 376 301,00;2 365 880,00;10 421,00;0,44
388;-7;Приобье;537;Ханты-Мансийский АО — Югра;2 376 149,00;2 319 724,00;56 425,00;2,43
389;4;Банк РМП;2574;Москва и обл.;2 358 057,00;2 185 178,00;172 879,00;7,91
390;7;Спутник;1071;Самарская обл.;2 342 646,00;2 140 543,00;202 103,00;9,44
391;11;Народный Банк;2249;Карачаево-Черкесия;2 329 297,00;2 084 386,00;244 911,00;11,75
392;-6;Вкабанк;1027;Астраханская обл.;2 312 605,00;2 275 412,00;37 193,00;1,63
393;-10;Кредпромбанк;1165;Ярославская обл.;2 310 076,00;2 307 999,00;2 077,00;0,09
394;-2;Экономикс-Банк;2136;Москва и обл.;2 295 513,00;2 198 682,00;96 831,00;4,40
395;-7;Кросна-Банк;2607;Москва и обл.;2 290 961,00;2 258 158,00;32 803,00;1,45
396;-14;Бум-Банк;1137;Кабардино-Балкария;2 280 402,00;2 313 945,00;-33 543,00;-1,45
397;-2;Примтеркомбанк;21;Приморский край;2 260 203,00;2 178 250,00;81 953,00;3,76
398;-11;Мурманский Расчетный Центр;3341;Мурманская обл.;2 241 060,00;2 274 739,00;-33 679,00;-1,48
399;-9;Кетовский Коммерческий Банк;842;Курганская обл.;2 221 264,00;2 205 691,00;15 573,00;0,71
400;-25;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 216 849,00;2 441 710,00;-224 861,00;-9,21
401;4;Банк Глобус;2438;Москва и обл.;2 202 753,00;2 032 916,00;169 837,00;8,35
402;-8;К2 Банк;2851;Карачаево-Черкесия;2 172 552,00;2 180 425,00;-7 873,00;-0,36
403;-59;Новый Символ;370;Москва и обл.;2 166 241,00;3 108 739,00;-942 498,00;-30,32
404;-15;Новый Век;3417;Москва и обл.;2 160 014,00;2 232 836,00;-72 822,00;-3,26
405;-25;ИРС;272;Москва и обл.;2 152 165,00;2 321 314,00;-169 149,00;-7,29
406;-34;Столичный Кредит;2853;Москва и обл.;2 128 541,00;2 525 684,00;-397 143,00;-15,72
407;-7;Спиритбанк;2053;Тульская обл.;2 105 240,00;2 088 081,00;17 159,00;0,82
408;17;Икано Банк;3519;Центр;2 095 351,00;1 782 774,00;312 577,00;17,53
409;0;Америкэн Экспресс Банк;3460;Москва и обл.;2 092 207,00;1 958 006,00;134 201,00;6,85
410;-11;Современные Стандарты Бизнеса;3397;Москва и обл.;2 090 906,00;2 093 000,00;-2 094,00;-0,10
411;-15;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 065 572,00;2 168 880,00;-103 308,00;-4,76
412;-8;Старооскольский Агропромбанк;1050;Белгородская обл.;2 056 674,00;2 034 237,00;22 437,00;1,10
413;-15;Яринтербанк;2564;Ярославская обл.;2 052 784,00;2 128 647,00;-75 863,00;-3,56
414;-11;Капитал;575;Москва и обл.;2 023 032,00;2 037 208,00;-14 176,00;-0,70
415;-4;Майкопбанк;1136;Адыгея;2 011 455,00;1 935 352,00;76 103,00;3,93
416;-15;Профессионал Банк;3296;Москва и обл.;1 988 899,00;2 087 241,00;-98 342,00;-4,71
417;7;Социум-Банк;2881;Москва и обл.;1 985 658,00;1 798 784,00;186 874,00;10,39
418;-8;Первоуральскбанк;965;Свердловская обл.;1 974 692,00;1 944 539,00;30 153,00;1,55
419;-4;Прайм Финанс;2758;Санкт-Петербург и обл.;1 972 929,00;1 879 171,00;93 758,00;4,99
420;1;Арзамас;1281;Нижегородская обл.;1 964 295,00;1 827 247,00;137 048,00;7,50
421;-13;Алтынбанк;2070;Татарстан;1 924 422,00;1 977 448,00;-53 026,00;-2,68
422;-6;КОР;2148;Волгоградская обл.;1 917 619,00;1 870 264,00;47 355,00;2,53
423;-5;Росбизнесбанк;1405;Москва и обл.;1 915 001,00;1 865 744,00;49 257,00;2,64
424;-5;Дом-Банк;3209;Москва и обл.;1 913 146,00;1 856 554,00;56 592,00;3,05
425;-2;Лайтбанк;3177;Москва и обл.;1 912 195,00;1 819 803,00;92 392,00;5,08
426;-19;Преодоление;2649;Москва и обл.;1 895 850,00;1 999 450,00;-103 600,00;-5,18
427;-14;Великие Луки Банк;598;Псковская обл.;1 884 094,00;1 888 860,00;-4 766,00;-0,25
428;-11;Нальчик;695;Кабардино-Балкария;1 868 043,00;1 868 110,00;-67,00;-0,00
429;-23;Республиканский Кредитный Альянс;3017;Москва и обл.;1 860 959,00;2 015 676,00;-154 717,00;-7,68
430;-10;Руна-Банк;3207;Москва и обл.;1 843 808,00;1 832 234,00;11 574,00;0,63
431;-9;Московский Вексельный Банк;2697;Москва и обл.;1 826 607,00;1 822 580,00;4 027,00;0,22
432;-20;Саратов;330;Саратовская обл.;1 814 701,00;1 902 683,00;-87 982,00;-4,62
433;-19;Апабанк;2404;Москва и обл.;1 808 763,00;1 888 717,00;-79 954,00;-4,23
434;8;ИК Банк;1732;Татарстан;1 778 751,00;1 538 842,00;239 909,00;15,59
435;-5;Промсельхозбанк;538;Москва и обл.;1 769 691,00;1 715 258,00;54 433,00;3,17
436;-10;Новое Время;3492;Москва и обл.;1 768 699,00;1 767 854,00;845,00;0,05
437;-9;Первый Дортрансбанк;3271;Кировская обл.;1 743 928,00;1 738 910,00;5 018,00;0,29
438;-9;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 718 359,00;1 726 782,00;-8 423,00;-0,49
439;-7;Калуга;1151;Калужская обл.;1 698 527,00;1 683 345,00;15 182,00;0,90
440;1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 692 835,00;1 554 779,00;138 056,00;8,88
441;-14;Крона-Банк;2499;Иркутская обл.;1 665 247,00;1 758 878,00;-93 631,00;-5,32
442;-11;Новый Кредитный Союз;3139;Москва и обл.;1 648 867,00;1 695 171,00;-46 304,00;-2,73
443;-6;Ноосфера;2650;Республика Алтай;1 606 137,00;1 589 687,00;16 450,00;1,03
444;-9;Тагилбанк;1635;Свердловская обл.;1 596 277,00;1 612 542,00;-16 265,00;-1,01
445;-9;Проинвестбанк;784;Пермская обл.;1 584 700,00;1 598 710,00;-14 010,00;-0,88
446;-8;Синергия;2884;Саратовская обл.;1 576 697,00;1 585 956,00;-9 259,00;-0,58
447;-7;Кузбассхимбанк;2868;Кемеровская обл.;1 576 101,00;1 561 748,00;14 353,00;0,92
448;-14;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 564 373,00;1 622 297,00;-57 924,00;-3,57
449;-3;Холмск;503;Сахалинская обл.;1 531 374,00;1 443 059,00;88 315,00;6,12
450;-11;Сервис Резерв;2034;Москва и обл.;1 521 742,00;1 561 813,00;-40 071,00;-2,57
451;-7;Финтрастбанк;3104;Москва и обл.;1 520 331,00;1 497 434,00;22 897,00;1,53
452;9;Банк Фридом Финанс;1143;Москва и обл.;1 496 405,00;1 189 027,00;307 378,00;25,85
453;-10;Златкомбанк;568;Москва и обл.;1 480 935,00;1 517 607,00;-36 672,00;-2,42
454;-2;Риал-Кредит;3393;Москва и обл.;1 473 260,00;1 303 829,00;169 431,00;12,99
455;-8;АвтоКредитБанк;1973;Татарстан;1 465 640,00;1 439 620,00;26 020,00;1,81
456;-3;Вакобанк;1291;Псковская обл.;1 437 631,00;1 296 302,00;141 329,00;10,90
457;-12;Космос;2245;Москва и обл.;1 419 609,00;1 443 889,00;-24 280,00;-1,68
458;-25;Земкомбанк;574;Ростовская обл.;1 372 601,00;1 646 383,00;-273 782,00;-16,63
459;-11;Акцент;696;Оренбургская обл.;1 355 787,00;1 409 351,00;-53 564,00;-3,80
460;-11;Почтобанк;1788;Пермская обл.;1 349 755,00;1 387 723,00;-37 968,00;-2,74
461;-3;Спецстройбанк;236;Москва и обл.;1 315 293,00;1 253 479,00;61 814,00;4,93
462;8;Тексбанк;2756;Карачаево-Черкесия;1 310 503,00;1 085 339,00;225 164,00;20,75
463;-7;РФИ Банк;3351;Москва и обл.;1 304 024,00;1 276 944,00;27 080,00;2,12
464;-10;Инкаробанк;2696;Москва и обл.;1 290 080,00;1 287 921,00;2 159,00;0,17
465;-8;Агора;3231;Москва и обл.;1 285 823,00;1 268 150,00;17 673,00;1,39
466;-15;Соколовский;2830;Москва и обл.;1 268 344,00;1 317 456,00;-49 112,00;-3,73
467;-17;Максима;3379;Москва и обл.;1 259 568,00;1 338 368,00;-78 800,00;-5,89
468;3;МТИ Банк;1052;Москва и обл.;1 249 111,00;1 080 113,00;168 998,00;15,65
469;-14;Саммит Банк;85;Приморский край;1 243 384,00;1 279 472,00;-36 088,00;-2,82
470;-11;Дон-Тексбанк;1818;Ростовская обл.;1 222 734,00;1 224 484,00;-1 750,00;-0,14
471;-11;Химик;1114;Нижегородская обл.;1 210 132,00;1 198 563,00;11 569,00;0,97
472;-6;Невастройинвест;1926;Санкт-Петербург и обл.;1 200 150,00;1 119 876,00;80 274,00;7,17
473;-11;ЕАТП Банк;1765;Астраханская обл.;1 166 608,00;1 184 851,00;-18 243,00;-1,54
474;-11;Курган;2568;Курганская обл.;1 164 663,00;1 183 284,00;-18 621,00;-1,57
475;-11;Прохладный;874;Кабардино-Балкария;1 121 190,00;1 153 246,00;-32 056,00;-2,78
476;-11;Регионфинансбанк;3357;Москва и обл.;1 113 524,00;1 125 792,00;-12 268,00;-1,09
477;-10;Тендер-Банк;2252;Москва и обл.;1 107 578,00;1 102 964,00;4 614,00;0,42
478;-10;Михайловский ПЖСБ;2961;Волгоградская обл.;1 105 820,00;1 089 370,00;16 450,00;1,51
479;-6;Байкалкредобанк;2990;Иркутская обл.;1 095 726,00;1 072 175,00;23 551,00;2,20
480;-8;Новый Промышленный Банк;930;Москва и обл.;1 086 314,00;1 078 875,00;7 439,00;0,69
481;-6;Вэлтон Банк;1105;Белгородская обл.;1 082 721,00;1 055 140,00;27 581,00;2,61
482;-8;ГринКомБанк;1184;Иркутская обл.;1 082 358,00;1 065 136,00;17 222,00;1,62
483;-14;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 040 832,00;1 085 689,00;-44 857,00;-4,13
484;-8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 027 956,00;1 055 048,00;-27 092,00;-2,57
485;1;Москва;1661;Москва и обл.;1 027 903,00;885 933,00;141 970,00;16,02
486;-1;Эльбин;2267;Дагестан;1 020 373,00;904 800,00;115 573,00;12,77
487;-10;Кредитинвест;1197;Дагестан;1 009 883,00;1 053 700,00;-43 817,00;-4,16
488;-8;Флора-Москва;533;Москва и обл.;998 581,00;956 057,00;42 524,00;4,45
489;-11;Майский;1673;Кабардино-Балкария;998 173,00;1 001 646,00;-3 473,00;-0,35
490;-1;Металлург;2877;Москва и обл.;942 141,00;841 303,00;100 838,00;11,99
491;-9;Классик Эконом Банк;3298;Северная Осетия — Алания;939 618,00;934 501,00;5 117,00;0,55
492;-9;Международный Расчетный Банк;3028;Москва и обл.;939 303,00;929 983,00;9 320,00;1,00
493;-14;Народный Инвестиционный Банк;2876;Самарская обл.;938 346,00;993 676,00;-55 330,00;-5,57
494;-13;Центрально-Азиатский;3037;Хакасия;931 149,00;943 803,00;-12 654,00;-1,34
495;-7;Вятич;2796;Рязанская обл.;872 819,00;856 360,00;16 459,00;1,92
496;-5;Русский Банк Сбережений;779;Ставропольский край;860 419,00;816 532,00;43 887,00;5,37
497;-7;Балаково-Банк;444;Саратовская обл.;846 878,00;823 719,00;23 159,00;2,81
498;1;Славянбанк;804;Новгородская обл.;819 023,00;745 782,00;73 241,00;9,82
499;-5;Банк РСИ;3415;Москва и обл.;817 522,00;780 048,00;37 474,00;4,80
500;-7;Элекснет;3314;Москва и обл.;805 659,00;805 659,00;0,00;0
501;-6;Объединенный Банк Республики;1016;Чувашия;787 291,00;778 132,00;9 159,00;1,18
502;-15;Жилкредит;1736;Москва и обл.;780 710,00;878 636,00;-97 926,00;-11,15
503;-7;Холдинвестбанк;2837;Москва и обл.;776 951,00;771 627,00;5 324,00;0,69
504;-7;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;744 975,00;757 874,00;-12 899,00;-1,70
505;-4;Национальный Банк Сбережений;1949;Ивановская обл.;729 108,00;711 522,00;17 586,00;2,47
506;-14;Онего;2484;Карелия;727 356,00;807 403,00;-80 047,00;-9,91
507;-7;Яндекс Банк;3027;Москва и обл.;710 421,00;711 705,00;-1 284,00;-0,18
508;-3;РусьРегионБанк;685;Москва и обл.;695 324,00;675 091,00;20 233,00;3,00
509;-11;Прокоммерцбанк;2996;Москва и обл.;695 285,00;747 205,00;-51 920,00;-6,95
510;-7;Вайлдберриз Банк;841;Адыгея;686 273,00;679 440,00;6 833,00;1,01
511;-2;Гефест;1046;Тверская обл.;669 916,00;649 832,00;20 084,00;3,09
512;-4;Си Ди Би Банк;3339;Краснодарский край;661 845,00;654 980,00;6 865,00;1,05
513;-9;Уралприватбанк;153;Свердловская обл.;653 077,00;678 634,00;-25 557,00;-3,77
514;-4;Народный Земельно-Промышленный Банк;2873;Алтайский край;641 130,00;636 883,00;4 247,00;0,67
515;-8;АлтайБизнес-Банк;2388;Алтайский край;634 592,00;661 175,00;-26 583,00;-4,02
516;-10;Единая Расчетная Палата;384;Москва и обл.;627 177,00;663 489,00;-36 312,00;-5,47
517;-15;Ресурс-Траст;3122;Москва и обл.;603 473,00;683 453,00;-79 980,00;-11,70
518;-7;Южный Региональный Банк;3015;Ростовская обл.;587 485,00;585 407,00;2 078,00;0,35
519;-7;ФинТех;3499;Ярославская обл.;577 691,00;578 778,00;-1 087,00;-0,19
520;-7;МВС Банк;2407;Дагестан;567 444,00;554 601,00;12 843,00;2,32
521;-1;Алжан;2491;Дагестан;542 464,00;483 031,00;59 433,00;12,30
522;-3;Геобанк;2027;Москва и обл.;534 745,00;494 140,00;40 605,00;8,22
523;-8;Расчетные Решения;3524;Москва и обл.;528 042,00;512 018,00;16 024,00;3,13
524;-10;Народный Банк Тувы;1309;Тыва;513 231,00;519 422,00;-6 191,00;-1,19
525;-9;Таганрогбанк;3136;Ростовская обл.;507 945,00;511 470,00;-3 525,00;-0,69
526;-9;Телекоммерц Банк;3380;Тульская обл.;499 993,00;510 838,00;-10 845,00;-2,12
