Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2012, тыс. рублей;Сентябрь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;1;Экспресс;3084;Дагестан;9 426 549,00;9 366 122,00;60 427,00;0,65
261;-4;Банк Оренбург;3269;Оренбургская обл.;9 423 713,00;9 435 175,00;-11 462,00;-0,12
262;16;РусЮгбанк;2093;Волгоградская обл.;9 423 371,00;8 569 332,00;854 039,00;9,97
263;12;Банк Город;2644;Москва и обл.;9 401 178,00;8 649 120,00;752 058,00;8,70
264;5;Роспромбанк;3204;Москва и обл.;9 347 504,00;9 064 249,00;283 255,00;3,12
265;-12;Росэксимбанк;2790;Москва и обл.;9 345 371,00;9 626 532,00;-281 161,00;-2,92
266;-14;Русский Ипотечный Банк;1968;Москва и обл.;9 295 783,00;9 637 075,00;-341 292,00;-3,54
267;-2;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;9 294 290,00;9 164 367,00;129 923,00;1,42
268;-2;Банк Расчетов и Сбережений;2617;Москва и обл.;9 275 903,00;9 124 121,00;151 782,00;1,66
269;-5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 150 000,00;9 226 933,00;-76 933,00;-0,83
270;4;Транснациональный Банк;2108;Москва и обл.;9 126 183,00;8 677 070,00;449 113,00;5,18
271;0;Белгородсоцбанк;760;Белгородская обл.;8 926 999,00;8 759 130,00;167 869,00;1,92
272;-2;Нефтяной Альянс;2859;Москва и обл.;8 914 821,00;8 887 871,00;26 950,00;0,30
273;-11;Рублев;3098;Москва и обл.;8 891 218,00;9 349 856,00;-458 638,00;-4,91
274;-1;Росавтобанк;2767;Москва и обл.;8 846 173,00;8 696 249,00;149 924,00;1,72
275;2;Екатеринбург;3161;Свердловская обл.;8 812 437,00;8 603 616,00;208 821,00;2,43
276;14;Генбанк;2490;Москва и обл.;8 803 484,00;7 873 678,00;929 806,00;11,81
277;3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 697 756,00;8 467 876,00;229 880,00;2,71
278;8;Монолит;1967;Москва и обл.;8 407 692,00;8 096 025,00;311 667,00;3,85
279;3;Первый Экспресс;3237;Тульская обл.;8 379 597,00;8 285 650,00;93 947,00;1,13
280;-13;Банк Торгового Финансирования;1982;Москва и обл.;8 367 775,00;9 107 414,00;-739 639,00;-8,12
281;0;Унифин;2654;Москва и обл.;8 299 549,00;8 369 038,00;-69 489,00;-0,83
282;-19;Международный Банк Развития;2704;Москва и обл.;8 293 255,00;9 242 112,00;-948 857,00;-10,27
283;-4;Банк Жилищного Финансирования;3138;Москва и обл.;8 186 799,00;8 470 461,00;-283 662,00;-3,35
284;14;СЭБ Банк;3235;Санкт-Петербург и обл.;8 106 995,00;7 477 416,00;629 579,00;8,42
285;50;Ю Би Эс Банк;3463;Москва и обл.;8 088 868,00;5 999 422,00;2 089 446,00;34,83
286;-32;Замоскворецкий;1640;Москва и обл.;8 077 293,00;9 602 891,00;-1 525 598,00;-15,89
287;-4;Евромет;2902;Москва и обл.;8 063 182,00;8 163 438,00;-100 256,00;-1,23
288;110;Экси-Банк;2530;Санкт-Петербург и обл.;7 852 354,00;4 387 793,00;3 464 561,00;78,96
289;4;Северо-Восточный Альянс;2768;Москва и обл.;7 784 568,00;7 642 848,00;141 720,00;1,85
290;2;Волго-Камский Банк;282;Самарская обл.;7 777 074,00;7 654 667,00;122 407,00;1,60
291;-4;РАМ Банк;3480;Москва и обл.;7 769 034,00;8 007 777,00;-238 743,00;-2,98
292;-4;Снежинский;1376;Челябинская обл.;7 728 030,00;7 992 174,00;-264 144,00;-3,31
293;54;Славия;2664;Москва и обл.;7 724 898,00;5 671 351,00;2 053 547,00;36,21
294;3;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 670 761,00;7 521 441,00;149 320,00;1,99
295;-4;АФ Банк;991;Башкортостан;7 620 900,00;7 673 705,00;-52 805,00;-0,69
296;-1;КС Банк;1752;Мордовия;7 614 846,00;7 567 996,00;46 850,00;0,62
297;-8;Русьуниверсалбанк;3293;Москва и обл.;7 606 642,00;7 910 567,00;-303 925,00;-3,84
298;-4;ОПМ-Банк;2734;Москва и обл.;7 590 796,00;7 568 465,00;22 331,00;0,30
299;0;Тусар;2712;Москва и обл.;7 538 637,00;7 459 767,00;78 870,00;1,06
300;1;Данске Банк;3307;Санкт-Петербург и обл.;7 537 321,00;7 414 397,00;122 924,00;1,66
301;10;Транспортный;3174;Москва и обл.;7 454 884,00;6 875 794,00;579 090,00;8,42
302;-6;Кредит-Москва;5;Москва и обл.;7 444 806,00;7 540 355,00;-95 549,00;-1,27
303;1;Солид Банк;1329;Камчатская обл.;7 439 237,00;7 038 576,00;400 661,00;5,69
304;-4;Миллениум Банк;3423;Москва и обл.;7 238 995,00;7 426 117,00;-187 122,00;-2,52
305;9;Волга-Кредит;1153;Самарская обл.;7 236 851,00;6 844 663,00;392 188,00;5,73
306;-3;НИКО-Банк;702;Оренбургская обл.;7 231 701,00;7 182 395,00;49 306,00;0,69
307;-1;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 217 816,00;6 990 795,00;227 021,00;3,25
308;0;Финам Банк;2799;Москва и обл.;7 160 079,00;6 982 183,00;177 896,00;2,55
309;1;Бенифит-Банк;3229;Москва и обл.;7 092 450,00;6 948 024,00;144 426,00;2,08
310;10;Русский Земельный Банк;2810;Москва и обл.;7 012 883,00;6 515 429,00;497 454,00;7,64
311;5;Темпбанк;55;Москва и обл.;6 999 938,00;6 791 564,00;208 374,00;3,07
312;-3;Новый Московский Банк;2932;Москва и обл.;6 863 306,00;6 952 550,00;-89 244,00;-1,28
313;-8;ПИР Банк;2655;Москва и обл.;6 838 876,00;7 016 270,00;-177 394,00;-2,53
314;-42;Автоторгбанк;2776;Москва и обл.;6 813 108,00;8 702 433,00;-1 889 325,00;-21,71
315;-8;Тройка-Д Банк;3431;Москва и обл.;6 790 883,00;6 982 333,00;-191 450,00;-2,74
316;-3;Дил-Банк;3384;Москва и обл.;6 777 511,00;6 856 456,00;-78 945,00;-1,15
317;0;Ренессанс;1939;Москва и обл.;6 701 489,00;6 722 176,00;-20 687,00;-0,31
318;-6;Русь;704;Оренбургская обл.;6 693 159,00;6 861 635,00;-168 476,00;-2,46
319;12;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 690 481,00;6 116 030,00;574 451,00;9,39
320;-2;Ставропольпромстройбанк;1288;Ставропольский край;6 639 536,00;6 565 053,00;74 483,00;1,13
321;-19;Международный Коммерческий Банк;2524;Москва и обл.;6 595 476,00;7 326 736,00;-731 260,00;-9,98
322;4;Клиентский;2324;Москва и обл.;6 444 818,00;6 299 275,00;145 543,00;2,31
323;0;Дагэнергобанк;3286;Дагестан;6 432 374,00;6 344 767,00;87 607,00;1,38
324;-9;Экспресс-Кредит;210;Москва и обл.;6 417 690,00;6 801 294,00;-383 604,00;-5,64
325;9;Банк Инноваций и Развития;2647;Москва и обл.;6 411 387,00;6 038 553,00;372 834,00;6,17
326;-1;Автоградбанк;1455;Татарстан;6 410 878,00;6 308 876,00;102 002,00;1,62
327;-6;Хованский;2145;Москва и обл.;6 379 814,00;6 456 480,00;-76 666,00;-1,19
328;-6;Рускобанк;138;Санкт-Петербург и обл.;6 377 531,00;6 390 930,00;-13 399,00;-0,21
329;4;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 338 402,00;6 040 802,00;297 600,00;4,93
330;-3;Датабанк;646;Удмуртия;6 334 171,00;6 286 557,00;47 614,00;0,76
331;-1;Бинбанк Тверь;777;Тверская обл.;6 290 121,00;6 142 314,00;147 807,00;2,41
332;81;Банк Заречье;817;Татарстан;6 236 260,00;4 062 108,00;2 174 152,00;53,52
333;8;Альба Альянс;2593;Москва и обл.;6 208 269,00;5 861 729,00;346 540,00;5,91
334;-5;Томскпромстройбанк;1720;Томская обл.;6 203 299,00;6 245 895,00;-42 596,00;-0,68
335;-7;Экономикс-Банк;2136;Москва и обл.;6 195 418,00;6 247 365,00;-51 947,00;-0,83
336;-17;Ишбанк;2867;Москва и обл.;6 153 683,00;6 547 270,00;-393 587,00;-6,01
337;-5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 147 426,00;6 098 247,00;49 179,00;0,81
338;10;Агросоюз;1459;Москва и обл.;6 129 046,00;5 665 371,00;463 675,00;8,18
339;-3;Промтрансбанк;2638;Башкортостан;6 088 884,00;5 987 166,00;101 718,00;1,70
340;5;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;6 041 280,00;5 730 860,00;310 420,00;5,42
341;-3;Финансовый Стандарт;1053;Москва и обл.;5 985 791,00;5 897 292,00;88 499,00;1,50
342;-18;Славянский Кредит;2960;Москва и обл.;5 947 264,00;6 337 233,00;-389 969,00;-6,15
343;22;Эксперт Банк;2949;Омская обл.;5 941 271,00;5 195 801,00;745 470,00;14,35
344;2;ЕвроситиБанк;1869;Ставропольский край;5 929 303,00;5 696 908,00;232 395,00;4,08
345;6;Юг-Инвестбанк;2772;Краснодарский край;5 880 988,00;5 583 746,00;297 242,00;5,32
346;-7;ФДБ;3071;Москва и обл.;5 878 345,00;5 887 028,00;-8 683,00;-0,15
347;11;Развитие;2729;Карачаево-Черкесия;5 878 266,00;5 384 760,00;493 506,00;9,16
348;-8;Национальный Залоговый Банк;2944;Москва и обл.;5 805 302,00;5 866 426,00;-61 124,00;-1,04
349;3;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 789 172,00;5 569 160,00;220 012,00;3,95
350;0;Софрино;2972;Москва и обл.;5 775 829,00;5 590 098,00;185 731,00;3,32
351;-2;Банк Финсервис;3388;Москва и обл.;5 688 474,00;5 642 186,00;46 288,00;0,82
352;-15;Банк Казани;708;Татарстан;5 687 338,00;5 907 107,00;-219 769,00;-3,72
353;-11;Вега-Банк;3270;Москва и обл.;5 681 271,00;5 810 577,00;-129 306,00;-2,23
354;8;Бинбанк Мурманск;1276;Мурманская обл.;5 627 933,00;5 279 893,00;348 040,00;6,59
355;0;Югра;880;Тюменская обл.;5 591 351,00;5 451 201,00;140 150,00;2,57
356;-2;Трансстройбанк;2807;Москва и обл.;5 489 890,00;5 517 242,00;-27 352,00;-0,50
357;10;Волжский Социальный Банк;2428;Самарская обл.;5 474 928,00;5 164 796,00;310 132,00;6,00
358;-5;Московский Нефтехимический Банк;1411;Москва и обл.;5 471 804,00;5 553 589,00;-81 785,00;-1,47
359;10;Чувашкредитпромбанк;1280;Чувашия;5 461 727,00;5 140 637,00;321 090,00;6,25
360;1;Татсоцбанк;480;Татарстан;5 456 579,00;5 321 406,00;135 173,00;2,54
361;2;Банк на Красных Воротах;2472;Москва и обл.;5 360 307,00;5 274 336,00;85 971,00;1,63
362;12;Руссобанк;2313;Москва и обл.;5 345 791,00;4 936 909,00;408 882,00;8,28
363;13;Банк БФТ;2273;Москва и обл.;5 330 296,00;4 926 565,00;403 731,00;8,19
364;-4;Банк Раунд;2506;Москва и обл.;5 310 348,00;5 344 001,00;-33 653,00;-0,63
365;3;Региональный Банк Развития;2782;Башкортостан;5 261 777,00;5 144 760,00;117 017,00;2,27
366;-22;Ассоциация;732;Нижегородская обл.;5 250 603,00;5 787 539,00;-536 936,00;-9,28
367;3;Вокбанк;312;Нижегородская обл.;5 236 026,00;5 135 319,00;100 707,00;1,96
368;-11;Северный Народный Банк;2721;Коми;5 223 786,00;5 398 210,00;-174 424,00;-3,23
369;-3;Белгородпромстройбанк;1816;Белгородская обл.;5 217 365,00;5 181 200,00;36 165,00;0,70
370;9;Джей энд Ти Банк;3061;Москва и обл.;5 186 622,00;4 860 560,00;326 062,00;6,71
371;-7;Платина;2347;Москва и обл.;5 175 424,00;5 251 621,00;-76 197,00;-1,45
372;-29;Голдман Сакс Банк;3490;Москва и обл.;5 117 419,00;5 803 498,00;-686 079,00;-11,82
373;-1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 104 658,00;5 001 218,00;103 440,00;2,07
374;-18;Банк Развития Технологий;3441;Москва и обл.;5 080 683,00;5 411 684,00;-331 001,00;-6,12
375;3;Банк Развития Региона;3315;Северная Осетия — Алания;5 058 810,00;4 917 251,00;141 559,00;2,88
376;-5;Анкор Банк;889;Татарстан;5 036 675,00;5 086 841,00;-50 166,00;-0,99
377;5;Сибнефтебанк;385;Тюменская обл.;4 994 906,00;4 785 287,00;209 619,00;4,38
378;-3;Камский Коммерческий Банк;438;Татарстан;4 955 463,00;4 931 264,00;24 199,00;0,49
379;1;Сибсоцбанк;2015;Алтайский край;4 913 717,00;4 849 313,00;64 404,00;1,33
380;1;Актив Банк;2529;Мордовия;4 860 808,00;4 796 934,00;63 874,00;1,33
381;7;Реалист Банк;1067;Иркутская обл.;4 755 830,00;4 655 976,00;99 854,00;2,14
382;8;Риабанк;3434;Москва и обл.;4 752 128,00;4 612 013,00;140 115,00;3,04
383;22;Киви Банк;2241;Москва и обл.;4 749 810,00;4 268 344,00;481 466,00;11,28
384;20;Промэнергобанк;2728;Вологодская обл.;4 741 177,00;4 273 621,00;467 556,00;10,94
385;-2;Зернобанк;2337;Алтайский край;4 738 343,00;4 769 829,00;-31 486,00;-0,66
386;-27;Банк Кремлевский;2905;Москва и обл.;4 704 282,00;5 353 401,00;-649 119,00;-12,13
387;-10;Лесбанк;1598;Москва и обл.;4 686 454,00;4 917 409,00;-230 955,00;-4,70
388;1;Бинбанк Смоленск;1957;Смоленская обл.;4 682 293,00;4 650 247,00;32 046,00;0,69
389;-3;Профит Банк;3234;Москва и обл.;4 675 148,00;4 713 304,00;-38 156,00;-0,81
390;-5;Сиббизнесбанк;2539;Тюменская обл.;4 599 108,00;4 727 397,00;-128 289,00;-2,71
391;0;Нэклис-Банк;1671;Москва и обл.;4 591 057,00;4 591 105,00;-48,00;-0,00
392;-5;Банкхаус Эрбе;1717;Москва и обл.;4 574 913,00;4 697 750,00;-122 837,00;-2,61
393;-1;Русский Торговый Банк;2842;Москва и обл.;4 565 888,00;4 565 024,00;864,00;0,02
394;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 545 566,00;4 498 003,00;47 563,00;1,06
395;1;Мой Банк. Ипотека;2436;Башкортостан;4 536 789,00;4 458 109,00;78 680,00;1,76
396;3;Юникорбанк;2586;Москва и обл.;4 501 286,00;4 338 032,00;163 254,00;3,76
397;4;Век;2299;Москва и обл.;4 481 638,00;4 294 435,00;187 203,00;4,36
398;10;Банк БКФ;2684;Москва и обл.;4 427 794,00;4 199 359,00;228 435,00;5,44
399;4;2Т Банк;625;Москва и обл.;4 425 750,00;4 276 705,00;149 045,00;3,49
400;2;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 393 147,00;4 283 045,00;110 102,00;2,57
401;-6;Бланк Банк;2368;Москва и обл.;4 393 104,00;4 477 144,00;-84 040,00;-1,88
402;4;Объединенный Капитал;2611;Санкт-Петербург и обл.;4 332 764,00;4 216 002,00;116 762,00;2,77
403;-6;Торгово-Строительный Банк;1250;Москва и обл.;4 293 480,00;4 420 215,00;-126 735,00;-2,87
404;3;Проминвестбанк;2433;Москва и обл.;4 278 267,00;4 199 492,00;78 775,00;1,88
405;4;Кранбанк;2271;Ивановская обл.;4 273 730,00;4 154 596,00;119 134,00;2,87
406;5;Таатта;1249;Саха (Якутия);4 182 239,00;4 087 141,00;95 098,00;2,33
407;-7;Межтрастбанк;2493;Москва и обл.;4 181 548,00;4 313 572,00;-132 024,00;-3,06
408;-15;Зенит Сочи;232;Краснодарский край;4 177 150,00;4 513 687,00;-336 537,00;-7,46
409;11;Инвестиционный Союз;637;Москва и обл.;4 143 471,00;3 795 106,00;348 365,00;9,18
410;8;Ермак;1809;Тюменская обл.;4 138 603,00;3 939 968,00;198 635,00;5,04
411;3;Спецсетьстройбанк;3062;Москва и обл.;4 114 109,00;4 060 972,00;53 137,00;1,31
412;0;Хакасский Муниципальный Банк;1049;Хакасия;4 095 807,00;4 071 407,00;24 400,00;0,60
413;-40;Кузнецкий Мост;2254;Москва и обл.;4 095 741,00;4 943 447,00;-847 706,00;-17,15
414;1;Межрегиональный промышленно-строительный банк;752;Мордовия;4 069 566,00;4 032 335,00;37 231,00;0,92
415;-5;Енисейский Объединенный Банк;2645;Красноярский край;4 046 598,00;4 111 895,00;-65 297,00;-1,59
416;-32;Ури Банк;3479;Москва и обл.;3 994 887,00;4 749 758,00;-754 871,00;-15,89
417;-1;Новобанк;1352;Новгородская обл.;3 991 767,00;3 956 316,00;35 451,00;0,90
418;31;Навигатор;2469;Москва и обл.;3 914 100,00;3 205 926,00;708 174,00;22,09
419;-2;Промрегионбанк;2123;Томская обл.;3 912 002,00;3 941 877,00;-29 875,00;-0,76
420;3;ИТ Банк;2609;Омская обл.;3 840 771,00;3 734 848,00;105 923,00;2,84
421;24;Объединенный Кредитный Банк;1118;Владимирская обл.;3 828 125,00;3 255 965,00;572 160,00;17,57
422;-1;Газстройбанк;2919;Москва и обл.;3 789 211,00;3 750 922,00;38 289,00;1,02
423;17;Нефтепромбанк;2156;Москва и обл.;3 769 974,00;3 286 670,00;483 304,00;14,70
424;0;Нейва;1293;Свердловская обл.;3 748 234,00;3 680 259,00;67 975,00;1,85
425;-3;Тюменьагропромбанк;917;Тюменская обл.;3 711 870,00;3 743 750,00;-31 880,00;-0,85
426;7;Стромкомбанк;404;Красноярский край;3 705 079,00;3 426 175,00;278 904,00;8,14
427;-8;Стратегия;2801;Москва и обл.;3 683 132,00;3 880 536,00;-197 404,00;-5,09
428;1;Северный Кредит;2398;Вологодская обл.;3 642 840,00;3 494 937,00;147 903,00;4,23
429;-3;Новопокровский;467;Краснодарский край;3 639 670,00;3 611 745,00;27 925,00;0,77
430;1;Приоритет;3135;Самарская обл.;3 608 790,00;3 443 415,00;165 375,00;4,80
431;-6;Донкомбанк;492;Ростовская обл.;3 584 978,00;3 628 489,00;-43 511,00;-1,20
432;4;Кузнецкий;609;Пензенская обл.;3 559 106,00;3 377 913,00;181 193,00;5,36
433;-6;Аскольд;2480;Смоленская обл.;3 549 591,00;3 564 757,00;-15 166,00;-0,43
434;-2;Интерактивный Банк;3378;Москва и обл.;3 521 614,00;3 442 181,00;79 433,00;2,31
435;9;Стройлесбанк;2995;Тюменская обл.;3 431 329,00;3 257 389,00;173 940,00;5,34
436;1;Витабанк;356;Санкт-Петербург и обл.;3 421 305,00;3 374 660,00;46 645,00;1,38
437;1;Оргбанк;3312;Москва и обл.;3 420 673,00;3 344 922,00;75 751,00;2,26
438;-3;Донинвест;1617;Ростовская обл.;3 409 542,00;3 396 380,00;13 162,00;0,39
439;75;Океан Банк;1697;Москва и обл.;3 393 021,00;2 475 020,00;918 001,00;37,09
440;-6;Азия-Инвест Банк;3303;Москва и обл.;3 366 396,00;3 418 126,00;-51 730,00;-1,51
441;-2;Система;2846;Москва и обл.;3 349 450,00;3 333 813,00;15 637,00;0,47
442;11;Алтайкапиталбанк;2659;Алтайский край;3 332 440,00;3 164 972,00;167 468,00;5,29
443;5;Профессионал Банк;3296;Москва и обл.;3 312 428,00;3 220 887,00;91 541,00;2,84
444;67;Невский Банк;1068;Санкт-Петербург и обл.;3 305 500,00;2 508 672,00;796 828,00;31,76
445;9;Земский Банк;2900;Самарская обл.;3 281 906,00;3 149 699,00;132 207,00;4,20
446;-16;Земкомбанк;574;Ростовская обл.;3 273 256,00;3 462 237,00;-188 981,00;-5,46
447;40;Профессионал Банк;2471;Москва и обл.;3 221 937,00;2 783 190,00;438 747,00;15,76
448;9;Бинбанк Сургут;1701;Тюменская обл.;3 221 126,00;3 129 980,00;91 146,00;2,91
449;-7;РБА;3413;Ярославская обл.;3 202 370,00;3 269 186,00;-66 816,00;-2,04
450;-7;Универсальный Кредит;2903;Москва и обл.;3 196 006,00;3 260 066,00;-64 060,00;-1,96
451;5;Банк ИТБ;3128;Москва и обл.;3 195 799,00;3 135 061,00;60 738,00;1,94
452;13;Горбанк;2982;Санкт-Петербург и обл.;3 194 956,00;3 007 303,00;187 653,00;6,24
453;8;Эл Банк;1025;Самарская обл.;3 191 827,00;3 054 336,00;137 491,00;4,50
454;-13;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 183 570,00;3 286 290,00;-102 720,00;-3,13
455;0;Роял Кредит Банк;783;Хабаровский край;3 128 663,00;3 141 019,00;-12 356,00;-0,39
456;6;Еврокоммерц;1777;Москва и обл.;3 120 457,00;3 053 090,00;67 367,00;2,21
457;-7;Евроальянс;1781;Ивановская обл.;3 115 261,00;3 205 198,00;-89 937,00;-2,81
458;50;Объединенная Расчетная Система;3342;Москва и обл.;3 114 996,00;2 537 849,00;577 147,00;22,74
459;-31;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 097 063,00;3 504 318,00;-407 255,00;-11,62
460;11;Сберинвестбанк;1743;Свердловская обл.;3 093 399,00;2 934 073,00;159 326,00;5,43
461;-2;Мастер-Капитал;3011;Москва и обл.;3 088 447,00;3 092 968,00;-4 521,00;-0,15
462;-15;Синко-Банк;2838;Москва и обл.;3 085 197,00;3 224 799,00;-139 602,00;-4,33
463;-17;Мосуралбанк;2468;Москва и обл.;3 079 434,00;3 226 752,00;-147 318,00;-4,57
464;-12;Коммерческий Банк Развития;3364;Москва и обл.;3 070 697,00;3 168 947,00;-98 250,00;-3,10
465;65;НБК-Банк;3283;Москва и обл.;3 069 495,00;2 328 319,00;741 176,00;31,83
466;2;Смартбанк;3408;Москва и обл.;3 055 136,00;2 963 085,00;92 051,00;3,11
467;11;Милбанк;3256;Москва и обл.;3 019 576,00;2 874 602,00;144 974,00;5,04
468;2;ПК-Банк;2652;Москва и обл.;3 019 389,00;2 950 319,00;69 070,00;2,34
469;41;Инкаробанк;2696;Москва и обл.;3 007 317,00;2 509 444,00;497 873,00;19,84
470;-7;Форус Банк;3457;Нижегородская обл.;3 002 584,00;3 018 119,00;-15 535,00;-0,51
471;-7;Лада-Кредит;2668;Самарская обл.;2 981 649,00;3 007 871,00;-26 222,00;-0,87
472;-14;Камчаткомагропромбанк;545;Камчатская обл.;2 980 082,00;3 101 838,00;-121 756,00;-3,93
473;6;Уралпромбанк;2964;Челябинская обл.;2 949 585,00;2 871 055,00;78 530,00;2,74
474;10;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 945 493,00;2 825 172,00;120 321,00;4,26
475;-2;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 940 502,00;2 930 373,00;10 129,00;0,35
476;-2;Долинск;857;Сахалинская обл.;2 939 361,00;2 929 623,00;9 738,00;0,33
477;-5;НОКССбанк;3202;Волгоградская обл.;2 925 192,00;2 932 149,00;-6 957,00;-0,24
478;-11;Венец;524;Ульяновская обл.;2 915 532,00;2 978 379,00;-62 847,00;-2,11
479;1;Живаго Банк;2065;Рязанская обл.;2 900 088,00;2 858 443,00;41 645,00;1,46
480;-3;Еврокредит;2957;Москва и обл.;2 892 246,00;2 879 024,00;13 222,00;0,46
481;-5;Банк Экономический Союз;2798;Москва и обл.;2 873 737,00;2 881 362,00;-7 625,00;-0,26
482;7;Московский Коммерческий Банк;3172;Москва и обл.;2 870 760,00;2 728 518,00;142 242,00;5,21
483;-2;Ураллига;1626;Челябинская обл.;2 859 961,00;2 844 347,00;15 614,00;0,55
484;-15;Гринфилдбанк;2711;Москва и обл.;2 851 258,00;2 962 790,00;-111 532,00;-3,76
485;-25;Региональный Кредитный Банк;1608;Калининградская обл.;2 841 314,00;3 056 120,00;-214 806,00;-7,03
486;-20;Уралприватбанк;153;Свердловская обл.;2 828 020,00;2 990 146,00;-162 126,00;-5,42
487;-5;Коммерческий Индо Банк;3446;Москва и обл.;2 757 779,00;2 827 954,00;-70 175,00;-2,48
488;8;Енисей;474;Красноярский край;2 757 541,00;2 645 824,00;111 717,00;4,22
489;5;Союзный;3236;Москва и обл.;2 749 784,00;2 676 445,00;73 339,00;2,74
490;9;Москва-Сити;3247;Москва и обл.;2 743 303,00;2 625 025,00;118 278,00;4,51
491;7;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 737 074,00;2 633 736,00;103 338,00;3,92
492;0;Русский Трастовый Банк;1139;Москва и обл.;2 730 535,00;2 692 128,00;38 407,00;1,43
493;12;Уссури;596;Хабаровский край;2 716 700,00;2 576 673,00;140 027,00;5,43
494;-11;Совинком;2302;Москва и обл.;2 712 829,00;2 825 741,00;-112 912,00;-4,00
495;-7;ИпоТек Банк;2794;Москва и обл.;2 702 035,00;2 746 361,00;-44 326,00;-1,61
496;-5;Аксонбанк;680;Костромская обл.;2 701 822,00;2 707 707,00;-5 885,00;-0,22
497;19;Крокус-Банк;2682;Москва и обл.;2 686 545,00;2 443 161,00;243 384,00;9,96
498;-8;Преодоление;2649;Москва и обл.;2 679 616,00;2 720 565,00;-40 949,00;-1,51
499;-48;Интеркапитал-Банк;2706;Мордовия;2 676 067,00;3 170 809,00;-494 742,00;-15,60
500;1;Богородский;1277;Нижегородская обл.;2 674 576,00;2 620 617,00;53 959,00;2,06
501;-8;Тульский Промышленник;2382;Тульская обл.;2 657 752,00;2 685 224,00;-27 472,00;-1,02
502;1;Костромаселькомбанк;1115;Костромская обл.;2 651 297,00;2 591 859,00;59 438,00;2,29
503;-3;Первый Инвестиционный Банк;604;Москва и обл.;2 615 842,00;2 623 710,00;-7 868,00;-0,30
504;-2;Банк РМП;2574;Москва и обл.;2 608 167,00;2 610 804,00;-2 637,00;-0,10
505;4;Крыловский;456;Краснодарский край;2 604 856,00;2 513 935,00;90 921,00;3,62
506;-11;Агророс;2860;Саратовская обл.;2 584 218,00;2 654 194,00;-69 976,00;-2,64
507;-10;Аспект;608;Москва и обл.;2 582 956,00;2 635 322,00;-52 366,00;-1,99
508;-22;Капитал;575;Москва и обл.;2 574 759,00;2 789 179,00;-214 420,00;-7,69
509;-3;Национальный Банк Сбережений;1949;Ивановская обл.;2 565 597,00;2 556 128,00;9 469,00;0,37
510;-3;Итуруп;2390;Сахалинская обл.;2 542 713,00;2 543 693,00;-980,00;-0,04
511;6;Кроссинвестбанк;2849;Москва и обл.;2 528 000,00;2 441 729,00;86 271,00;3,53
512;-37;ЕвроАксис Банк;3273;Москва и обл.;2 527 135,00;2 897 075,00;-369 940,00;-12,77
513;16;УМ-Банк;1441;Свердловская обл.;2 519 862,00;2 332 533,00;187 329,00;8,03
514;-2;Новое Время;3492;Москва и обл.;2 505 860,00;2 492 952,00;12 908,00;0,52
515;0;Вкабанк;1027;Астраханская обл.;2 501 943,00;2 457 347,00;44 596,00;1,81
516;2;Арксбанк;1868;Воронежская обл.;2 492 079,00;2 414 415,00;77 664,00;3,22
517;-4;Вологжанин;1896;Вологодская обл.;2 474 253,00;2 475 717,00;-1 464,00;-0,06
518;35;Юнистрим;3467;Москва и обл.;2 432 750,00;2 033 339,00;399 411,00;19,64
519;-15;Союзпромбанк;2965;Москва и обл.;2 417 646,00;2 585 486,00;-167 840,00;-6,49
520;4;ИК Банк;1732;Татарстан;2 413 982,00;2 345 199,00;68 783,00;2,93
521;19;Эсидбанк;1991;Дагестан;2 413 281,00;2 162 591,00;250 690,00;11,59
522;-37;Росбизнесбанк;1405;Москва и обл.;2 393 700,00;2 792 820,00;-399 120,00;-14,29
523;-2;Траст Капитал Банк;2741;Москва и обл.;2 393 587,00;2 357 236,00;36 351,00;1,54
524;9;Пульс Столицы;3002;Москва и обл.;2 393 192,00;2 289 366,00;103 826,00;4,54
525;1;Констанс-Банк;2228;Санкт-Петербург и обл.;2 386 873,00;2 341 476,00;45 397,00;1,94
526;-7;Гагаринский;606;Москва и обл.;2 382 099,00;2 394 516,00;-12 417,00;-0,52
527;-5;Интеркредит;3047;Москва и обл.;2 380 361,00;2 352 504,00;27 857,00;1,18
