Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Апрель, 2012, тыс. рублей;Март, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;-3;НОМОС-Банк-Сибирь;410;Новосибирская обл.;8 890 357,00;8 883 048,00;7 309,00;0,08
261;3;Экспресс;3084;Дагестан;8 868 002,00;8 490 714,00;377 288,00;4,44
262;0;Банк Жилищного Финансирования;3138;Москва и обл.;8 859 161,00;8 602 643,00;256 518,00;2,98
263;-3;Башинвестбанк;2189;Башкортостан;8 727 530,00;8 719 905,00;7 625,00;0,09
264;12;БайкалБанк;2632;Бурятия;8 698 832,00;8 035 610,00;663 222,00;8,25
265;-4;Екатеринбург;3161;Свердловская обл.;8 651 768,00;8 669 343,00;-17 575,00;-0,20
266;-1;Рублев;3098;Москва и обл.;8 594 472,00;8 455 134,00;139 338,00;1,65
267;21;Миллениум Банк;3423;Москва и обл.;8 514 177,00;7 373 570,00;1 140 607,00;15,47
268;22;Платежный Центр;3166;Новосибирская обл.;8 480 918,00;7 324 088,00;1 156 830,00;15,79
269;-17;Руснарбанк;3403;Москва и обл.;8 473 204,00;9 095 023,00;-621 819,00;-6,84
270;21;Ю Би Эс Банк;3463;Москва и обл.;8 471 977,00;7 315 031,00;1 156 946,00;15,82
271;2;Гарант-Инвест;2576;Москва и обл.;8 376 020,00;8 172 539,00;203 481,00;2,49
272;0;Евромет;2902;Москва и обл.;8 350 495,00;8 214 486,00;136 009,00;1,66
273;-2;Эс-Би-Ай Банк;3185;Москва и обл.;8 313 214,00;8 274 728,00;38 486,00;0,47
274;-8;Международный Акционерный Банк;1987;Москва и обл.;8 293 451,00;8 430 017,00;-136 566,00;-1,62
275;-7;Промсбербанк;1043;Москва и обл.;8 288 422,00;8 352 748,00;-64 326,00;-0,77
276;-9;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 256 862,00;8 377 137,00;-120 275,00;-1,44
277;-8;Нефтяной Альянс;2859;Москва и обл.;8 004 129,00;8 310 921,00;-306 792,00;-3,69
278;-22;Русьуниверсалбанк;3293;Москва и обл.;7 952 454,00;8 911 314,00;-958 860,00;-10,76
279;-1;Белгородсоцбанк;760;Белгородская обл.;7 896 908,00;7 786 100,00;110 808,00;1,42
280;6;Кредит-Москва;5;Москва и обл.;7 824 652,00;7 419 119,00;405 533,00;5,47
281;-2;Снежинский;1376;Челябинская обл.;7 732 814,00;7 742 718,00;-9 904,00;-0,13
282;-2;Первый Экспресс;3237;Тульская обл.;7 731 324,00;7 721 022,00;10 302,00;0,13
283;-9;Международный Коммерческий Банк;2524;Москва и обл.;7 722 922,00;8 172 114,00;-449 192,00;-5,50
284;15;АФ Банк;991;Башкортостан;7 664 588,00;7 008 393,00;656 195,00;9,36
285;-10;Унифин;2654;Москва и обл.;7 613 632,00;8 036 817,00;-423 185,00;-5,27
286;-1;РАМ Банк;3480;Москва и обл.;7 572 694,00;7 421 846,00;150 848,00;2,03
287;2;Северо-Восточный Альянс;2768;Москва и обл.;7 517 062,00;7 364 006,00;153 056,00;2,08
288;-7;Волго-Камский Банк;282;Самарская обл.;7 494 361,00;7 691 983,00;-197 622,00;-2,57
289;-7;СЭБ Банк;3235;Санкт-Петербург и обл.;7 391 310,00;7 630 735,00;-239 425,00;-3,14
290;10;Росавтобанк;2767;Москва и обл.;7 377 162,00;6 909 277,00;467 885,00;6,77
291;-8;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 369 544,00;7 612 731,00;-243 187,00;-3,19
292;5;Русский Ипотечный Банк;1968;Москва и обл.;7 329 329,00;7 069 427,00;259 902,00;3,68
293;-1;КС Банк;1752;Мордовия;7 303 918,00;7 154 301,00;149 617,00;2,09
294;30;Славия;2664;Москва и обл.;7 160 585,00;5 764 467,00;1 396 118,00;24,22
295;-8;Русь;704;Оренбургская обл.;7 137 186,00;7 375 447,00;-238 261,00;-3,23
296;-2;НИКО-Банк;702;Оренбургская обл.;7 070 302,00;7 103 100,00;-32 798,00;-0,46
297;1;Уралкапиталбанк;2519;Башкортостан;7 033 407,00;7 029 737,00;3 670,00;0,05
298;-78;Банк Торгового Финансирования;1982;Москва и обл.;7 029 050,00;11 135 631,00;-4 106 581,00;-36,88
299;16;Голдман Сакс Банк;3490;Москва и обл.;6 886 560,00;5 987 995,00;898 565,00;15,01
300;-16;Новый Московский Банк;2932;Москва и обл.;6 865 570,00;7 500 064,00;-634 494,00;-8,46
301;-8;Данске Банк;3307;Санкт-Петербург и обл.;6 862 346,00;7 136 582,00;-274 236,00;-3,84
302;-7;ОПМ-Банк;2734;Москва и обл.;6 823 228,00;7 082 960,00;-259 732,00;-3,67
303;16;Военно-Промышленный Банк;3065;Москва и обл.;6 804 941,00;5 937 672,00;867 269,00;14,61
304;57;Эксперт Банк;2949;Омская обл.;6 731 522,00;4 925 685,00;1 805 837,00;36,66
305;33;Генбанк;2490;Москва и обл.;6 705 976,00;5 512 219,00;1 193 757,00;21,66
306;39;Фольксваген Банк Рус;3500;Москва и обл.;6 674 733,00;5 324 352,00;1 350 381,00;25,36
307;-6;Ставропольпромстройбанк;1288;Ставропольский край;6 669 501,00;6 665 060,00;4 441,00;0,07
308;14;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 668 611,00;5 874 009,00;794 602,00;13,53
309;0;Финам Банк;2799;Москва и обл.;6 595 763,00;6 257 210,00;338 553,00;5,41
310;-5;Тусар;2712;Москва и обл.;6 575 047,00;6 416 693,00;158 354,00;2,47
311;7;Волга-Кредит;1153;Самарская обл.;6 529 004,00;5 942 133,00;586 871,00;9,88
312;1;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 525 079,00;6 124 474,00;400 605,00;6,54
313;-6;Транснациональный Банк;2108;Москва и обл.;6 504 393,00;6 299 922,00;204 471,00;3,25
314;-10;Автоторгбанк;2776;Москва и обл.;6 443 660,00;6 518 639,00;-74 979,00;-1,15
315;5;Экспресс-Кредит;210;Москва и обл.;6 397 469,00;5 905 872,00;491 597,00;8,32
316;-5;Датабанк;646;Удмуртия;6 269 819,00;6 227 417,00;42 402,00;0,68
317;-15;Славянский Кредит;2960;Москва и обл.;6 268 821,00;6 659 804,00;-390 983,00;-5,87
318;-22;Вега-Банк;3270;Москва и обл.;6 263 722,00;7 075 961,00;-812 239,00;-11,48
319;-11;Томскпромстройбанк;1720;Томская обл.;6 241 192,00;6 297 002,00;-55 810,00;-0,89
320;-6;ПИР Банк;2655;Москва и обл.;6 212 837,00;6 031 783,00;181 054,00;3,00
321;-9;Темпбанк;55;Москва и обл.;6 196 755,00;6 125 712,00;71 043,00;1,16
322;38;Дил-Банк;3384;Москва и обл.;6 196 228,00;4 952 494,00;1 243 734,00;25,11
323;6;Солид Банк;1329;Камчатская обл.;6 193 577,00;5 678 929,00;514 648,00;9,06
324;-14;Хованский;2145;Москва и обл.;6 159 251,00;6 252 711,00;-93 460,00;-1,49
325;75;ОФК Банк;2270;Москва и обл.;6 132 464,00;4 127 093,00;2 005 371,00;48,59
326;-5;Банк Казани;708;Татарстан;6 057 819,00;5 899 510,00;158 309,00;2,68
327;5;Бенифит-Банк;3229;Москва и обл.;6 025 940,00;5 655 083,00;370 857,00;6,56
328;-12;Рускобанк;138;Санкт-Петербург и обл.;5 958 389,00;5 974 173,00;-15 784,00;-0,26
329;5;Агросоюз;1459;Москва и обл.;5 882 098,00;5 565 176,00;316 922,00;5,69
330;-24;Ури Банк;3479;Москва и обл.;5 856 261,00;6 334 324,00;-478 063,00;-7,55
331;-14;Банк Инноваций и Развития;2647;Москва и обл.;5 846 856,00;5 964 736,00;-117 880,00;-1,98
332;25;Банк Расчетов и Сбережений;2617;Москва и обл.;5 806 494,00;5 034 897,00;771 597,00;15,32
333;-8;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 789 328,00;5 759 748,00;29 580,00;0,51
334;-4;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 739 301,00;5 676 645,00;62 656,00;1,10
335;8;ФДБ;3071;Москва и обл.;5 734 711,00;5 336 925,00;397 786,00;7,45
336;-3;Банк Финсервис;3388;Москва и обл.;5 733 794,00;5 620 793,00;113 001,00;2,01
337;-11;Монолит;1967;Москва и обл.;5 725 186,00;5 723 693,00;1 493,00;0,03
338;-15;Югра;880;Тюменская обл.;5 713 153,00;5 786 323,00;-73 170,00;-1,26
339;43;Русский Торговый Банк;2842;Москва и обл.;5 692 761,00;4 470 454,00;1 222 307,00;27,34
340;14;Ассоциация;732;Нижегородская обл.;5 681 379,00;5 063 219,00;618 160,00;12,21
341;-13;Бинбанк Тверь;777;Тверская обл.;5 667 730,00;5 692 617,00;-24 887,00;-0,44
342;7;Банк Развития Технологий;3441;Москва и обл.;5 627 408,00;5 211 792,00;415 616,00;7,97
343;-12;Автоградбанк;1455;Татарстан;5 621 248,00;5 659 819,00;-38 571,00;-0,68
344;-4;Бланк Банк;2368;Москва и обл.;5 589 769,00;5 464 559,00;125 210,00;2,29
345;-6;Волжский Социальный Банк;2428;Самарская обл.;5 585 678,00;5 510 299,00;75 379,00;1,37
346;-11;Банк Раунд;2506;Москва и обл.;5 507 299,00;5 549 777,00;-42 478,00;-0,77
347;19;Ренессанс;1939;Москва и обл.;5 504 218,00;4 880 904,00;623 314,00;12,77
348;-45;Кузнецкий Мост;2254;Москва и обл.;5 503 232,00;6 613 402,00;-1 110 170,00;-16,79
349;-22;Банк на Красных Воротах;2472;Москва и обл.;5 456 533,00;5 698 792,00;-242 259,00;-4,25
350;-3;Юг-Инвестбанк;2772;Краснодарский край;5 343 138,00;5 309 492,00;33 646,00;0,63
351;-5;Альба Альянс;2593;Москва и обл.;5 331 477,00;5 311 932,00;19 545,00;0,37
352;-16;ЕвроситиБанк;1869;Ставропольский край;5 299 585,00;5 534 769,00;-235 184,00;-4,25
353;28;Транспортный;3174;Москва и обл.;5 274 015,00;4 498 343,00;775 672,00;17,24
354;19;Платина;2347;Москва и обл.;5 238 395,00;4 641 673,00;596 722,00;12,86
355;3;Дагэнергобанк;3286;Дагестан;5 233 652,00;5 029 879,00;203 773,00;4,05
356;3;Национальный Залоговый Банк;2944;Москва и обл.;5 220 202,00;4 994 615,00;225 587,00;4,52
357;-15;Потенциал;1019;Самарская обл.;5 171 055,00;5 354 910,00;-183 855,00;-3,43
358;7;Промтрансбанк;2638;Башкортостан;5 132 579,00;4 892 046,00;240 533,00;4,92
359;-15;Банк Кремлевский;2905;Москва и обл.;4 998 895,00;5 336 495,00;-337 600,00;-6,33
360;-8;Трансстройбанк;2807;Москва и обл.;4 971 579,00;5 073 367,00;-101 788,00;-2,01
361;1;Региональный Банк Развития;2782;Башкортостан;4 969 560,00;4 918 168,00;51 392,00;1,04
362;2;Актив Банк;2529;Мордовия;4 944 719,00;4 897 896,00;46 823,00;0,96
363;-22;Ишбанк;2867;Москва и обл.;4 941 834,00;5 457 975,00;-516 141,00;-9,46
364;24;Экономикс-Банк;2136;Москва и обл.;4 932 781,00;4 388 105,00;544 676,00;12,41
365;-14;Сиббизнесбанк;2539;Тюменская обл.;4 895 325,00;5 073 610,00;-178 285,00;-3,51
366;-10;Северный Народный Банк;2721;Коми;4 890 081,00;5 043 490,00;-153 409,00;-3,04
367;2;Белгородпромстройбанк;1816;Белгородская обл.;4 877 799,00;4 809 799,00;68 000,00;1,41
368;-13;Московский Нефтехимический Банк;1411;Москва и обл.;4 846 225,00;5 048 874,00;-202 649,00;-4,01
369;-1;Софрино;2972;Москва и обл.;4 843 926,00;4 821 984,00;21 942,00;0,46
370;-20;Банк БФТ;2273;Москва и обл.;4 806 069,00;5 097 232,00;-291 163,00;-5,71
371;-1;Сибнефтебанк;385;Тюменская обл.;4 793 361,00;4 683 974,00;109 387,00;2,34
372;-35;ПВ-Банк;634;Ульяновская обл.;4 756 967,00;5 525 430,00;-768 463,00;-13,91
373;13;Клиентский;2324;Москва и обл.;4 741 523,00;4 410 415,00;331 108,00;7,51
374;-3;Вокбанк;312;Нижегородская обл.;4 720 310,00;4 668 372,00;51 938,00;1,11
375;15;Финансовый Стандарт;1053;Москва и обл.;4 719 992,00;4 365 432,00;354 560,00;8,12
376;-23;Руссобанк;2313;Москва и обл.;4 699 130,00;5 066 157,00;-367 027,00;-7,24
377;-1;Анкор Банк;889;Татарстан;4 658 008,00;4 591 406,00;66 602,00;1,45
378;-11;Лесбанк;1598;Москва и обл.;4 643 249,00;4 872 754,00;-229 505,00;-4,71
379;-4;Чувашкредитпромбанк;1280;Чувашия;4 633 133,00;4 599 928,00;33 205,00;0,72
380;-3;Сибсоцбанк;2015;Алтайский край;4 617 600,00;4 576 255,00;41 345,00;0,90
381;3;Проминвестбанк;2433;Москва и обл.;4 612 836,00;4 440 093,00;172 743,00;3,89
382;5;Банк Город;2644;Москва и обл.;4 609 131,00;4 406 746,00;202 385,00;4,59
383;-4;Бинбанк Мурманск;1276;Мурманская обл.;4 604 566,00;4 540 091,00;64 475,00;1,42
384;20;Риабанк;3434;Москва и обл.;4 535 328,00;4 031 024,00;504 304,00;12,51
385;11;Орловский Социальный Банк;2921;Орловская обл.;4 493 572,00;4 173 527,00;320 045,00;7,67
386;16;Торгово-Строительный Банк;1250;Москва и обл.;4 493 076,00;4 061 943,00;431 133,00;10,61
387;-4;Витас Банк;1955;Москва и обл.;4 488 096,00;4 446 525,00;41 571,00;0,93
388;-16;Зернобанк;2337;Алтайский край;4 482 419,00;4 664 540,00;-182 121,00;-3,90
389;-4;Развитие;2729;Карачаево-Черкесия;4 478 730,00;4 413 117,00;65 613,00;1,49
390;4;Банкхаус Эрбе;1717;Москва и обл.;4 456 318,00;4 269 842,00;186 476,00;4,37
391;8;Русский Земельный Банк;2810;Москва и обл.;4 455 710,00;4 147 555,00;308 155,00;7,43
392;-12;Камский Коммерческий Банк;438;Татарстан;4 422 916,00;4 509 140,00;-86 224,00;-1,91
393;0;Реалист Банк;1067;Иркутская обл.;4 405 428,00;4 274 160,00;131 268,00;3,07
394;-2;Нэклис-Банк;1671;Москва и обл.;4 405 239,00;4 304 067,00;101 172,00;2,35
395;-4;Банк Развития Региона;3315;Северная Осетия — Алания;4 373 480,00;4 358 119,00;15 361,00;0,35
396;-1;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;4 367 407,00;4 267 330,00;100 077,00;2,35
397;-8;Бинбанк Смоленск;1957;Смоленская обл.;4 318 108,00;4 365 775,00;-47 667,00;-1,09
398;-20;Мой Банк. Ипотека;2436;Башкортостан;4 311 992,00;4 556 830,00;-244 838,00;-5,37
399;32;Нейва;1293;Свердловская обл.;4 294 851,00;3 472 323,00;822 528,00;23,69
400;-26;Новопокровский;467;Краснодарский край;4 272 417,00;4 613 815,00;-341 398,00;-7,40
401;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 209 504,00;4 081 907,00;127 597,00;3,13
402;1;Нижневолжский Коммерческий Банк;931;Саратовская обл.;4 137 288,00;4 044 300,00;92 988,00;2,30
403;4;Промэнергобанк;2728;Вологодская обл.;4 080 401,00;3 978 597,00;101 804,00;2,56
404;1;Новобанк;1352;Новгородская обл.;4 025 963,00;3 996 739,00;29 224,00;0,73
405;-57;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 022 730,00;5 242 589,00;-1 219 859,00;-23,27
406;-8;Енисейский Объединенный Банк;2645;Красноярский край;4 012 263,00;4 147 637,00;-135 374,00;-3,26
407;3;Банк БКФ;2684;Москва и обл.;4 009 517,00;3 878 172,00;131 345,00;3,39
408;-11;Профит Банк;3234;Москва и обл.;3 985 300,00;4 169 294,00;-183 994,00;-4,41
409;-1;Хлебобанк;1812;Москва и обл.;3 961 390,00;3 900 062,00;61 328,00;1,57
410;1;Джей энд Ти Банк;3061;Москва и обл.;3 939 899,00;3 872 747,00;67 152,00;1,73
411;3;Кранбанк;2271;Ивановская обл.;3 928 760,00;3 803 452,00;125 308,00;3,29
412;11;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 876 288,00;3 652 302,00;223 986,00;6,13
413;109;Система;2846;Москва и обл.;3 853 733,00;2 351 939,00;1 501 794,00;63,85
414;-5;Лада-Кредит;2668;Самарская обл.;3 845 102,00;3 880 487,00;-35 385,00;-0,91
415;5;Зенит Сочи;232;Краснодарский край;3 824 336,00;3 666 251,00;158 085,00;4,31
416;3;Век;2299;Москва и обл.;3 810 048,00;3 678 323,00;131 725,00;3,58
417;-11;Банк Заречье;817;Татарстан;3 770 056,00;3 988 299,00;-218 243,00;-5,47
418;-6;Промрегионбанк;2123;Томская обл.;3 763 134,00;3 844 516,00;-81 382,00;-2,12
419;-6;Стратегия;2801;Москва и обл.;3 709 643,00;3 807 983,00;-98 340,00;-2,58
420;-4;Юникорбанк;2586;Москва и обл.;3 691 316,00;3 786 205,00;-94 889,00;-2,51
421;4;Межрегиональный промышленно-строительный банк;752;Мордовия;3 688 330,00;3 623 173,00;65 157,00;1,80
422;-7;Татсоцбанк;480;Татарстан;3 677 375,00;3 788 101,00;-110 726,00;-2,92
423;-1;Хакасский Муниципальный Банк;1049;Хакасия;3 676 170,00;3 663 759,00;12 411,00;0,34
424;8;2Т Банк;625;Москва и обл.;3 673 544,00;3 424 839,00;248 705,00;7,26
425;-4;Ермак;1809;Тюменская обл.;3 672 418,00;3 665 813,00;6 605,00;0,18
426;18;Стройлесбанк;2995;Тюменская обл.;3 631 971,00;3 210 688,00;421 283,00;13,12
427;-10;Аскольд;2480;Смоленская обл.;3 558 384,00;3 781 317,00;-222 933,00;-5,90
428;-4;Приоритет;3135;Самарская обл.;3 492 124,00;3 648 636,00;-156 512,00;-4,29
429;40;Коммерческий Банк Развития;3364;Москва и обл.;3 467 611,00;2 810 678,00;656 933,00;23,37
430;-3;Донинвест;1617;Ростовская обл.;3 459 421,00;3 577 814,00;-118 393,00;-3,31
431;-1;Донкомбанк;492;Ростовская обл.;3 454 920,00;3 498 810,00;-43 890,00;-1,25
432;2;Тюменьагропромбанк;917;Тюменская обл.;3 407 552,00;3 364 206,00;43 346,00;1,29
433;115;Объединенный Кредитный Банк;1118;Владимирская обл.;3 406 182,00;2 104 833,00;1 301 349,00;61,83
434;16;Газстройбанк;2919;Москва и обл.;3 394 616,00;3 095 153,00;299 463,00;9,68
435;21;Уралпромбанк;2964;Челябинская обл.;3 352 454,00;3 001 072,00;351 382,00;11,71
436;-1;Еврокоммерц;1777;Москва и обл.;3 337 351,00;3 334 343,00;3 008,00;0,09
437;1;Инвестиционный Союз;637;Москва и обл.;3 287 093,00;3 297 633,00;-10 540,00;-0,32
438;10;Интерактивный Банк;3378;Москва и обл.;3 282 065,00;3 186 683,00;95 382,00;2,99
439;3;Евроальянс;1781;Ивановская обл.;3 269 808,00;3 237 706,00;32 102,00;0,99
440;86;Киви Банк;2241;Москва и обл.;3 254 409,00;2 323 909,00;930 500,00;40,04
441;2;Профессионал Банк;3296;Москва и обл.;3 242 885,00;3 228 305,00;14 580,00;0,45
442;-1;Горбанк;2982;Санкт-Петербург и обл.;3 241 381,00;3 252 676,00;-11 295,00;-0,35
443;4;Ипотека-Инвест;3070;Татарстан;3 238 593,00;3 186 886,00;51 707,00;1,62
444;-15;Спецсетьстройбанк;3062;Москва и обл.;3 216 143,00;3 520 565,00;-304 422,00;-8,65
445;7;Межтрастбанк;2493;Москва и обл.;3 207 116,00;3 065 491,00;141 625,00;4,62
446;-9;Бинбанк Сургут;1701;Тюменская обл.;3 165 414,00;3 320 179,00;-154 765,00;-4,66
447;-21;Мастер-Капитал;3011;Москва и обл.;3 159 818,00;3 608 619,00;-448 801,00;-12,44
448;24;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 158 995,00;2 774 242,00;384 753,00;13,87
449;24;Универсальный Кредит;2903;Москва и обл.;3 121 721,00;2 761 682,00;360 039,00;13,04
450;-14;Баренцбанк;2188;Мурманская обл.;3 117 427,00;3 330 112,00;-212 685,00;-6,39
451;-18;ПК-Банк;2652;Москва и обл.;3 115 888,00;3 370 164,00;-254 276,00;-7,54
452;-6;Стромкомбанк;404;Красноярский край;3 090 464,00;3 199 635,00;-109 171,00;-3,41
453;0;Оргбанк;3312;Москва и обл.;3 082 867,00;3 058 715,00;24 152,00;0,79
454;-36;Ураллига;1626;Челябинская обл.;3 074 069,00;3 711 026,00;-636 957,00;-17,16
455;-15;Крокус-Банк;2682;Москва и обл.;3 049 962,00;3 260 451,00;-210 489,00;-6,46
456;7;ИТ Банк;2609;Омская обл.;3 040 954,00;2 913 831,00;127 123,00;4,36
457;-6;Северный Кредит;2398;Вологодская обл.;3 022 897,00;3 078 935,00;-56 038,00;-1,82
458;-4;Земский Банк;2900;Самарская обл.;3 014 280,00;3 035 235,00;-20 955,00;-0,69
459;-4;Долинск;857;Сахалинская обл.;2 970 200,00;3 019 621,00;-49 421,00;-1,64
460;0;Океан Банк;1697;Москва и обл.;2 959 184,00;2 968 082,00;-8 898,00;-0,30
461;29;Милбанк;3256;Москва и обл.;2 944 349,00;2 595 529,00;348 820,00;13,44
462;-1;Кузнецкий;609;Пензенская обл.;2 939 175,00;2 937 131,00;2 044,00;0,07
463;-4;Роял Кредит Банк;783;Хабаровский край;2 913 952,00;2 975 217,00;-61 265,00;-2,06
464;-25;РБА;3413;Ярославская обл.;2 903 927,00;3 281 668,00;-377 741,00;-11,51
465;-1;Алтайкапиталбанк;2659;Алтайский край;2 900 985,00;2 897 742,00;3 243,00;0,11
466;-21;Итуруп;2390;Сахалинская обл.;2 889 683,00;3 208 756,00;-319 073,00;-9,94
467;16;Синко-Банк;2838;Москва и обл.;2 882 784,00;2 686 061,00;196 723,00;7,32
468;35;Смартбанк;3408;Москва и обл.;2 870 664,00;2 463 451,00;407 213,00;16,53
469;16;Интеркапитал-Банк;2706;Мордовия;2 838 345,00;2 662 998,00;175 347,00;6,58
470;39;Банк Экономический Союз;2798;Москва и обл.;2 822 495,00;2 433 978,00;388 517,00;15,96
471;-43;Москва-Сити;3247;Москва и обл.;2 803 614,00;3 536 743,00;-733 129,00;-20,73
472;-15;Капитал;575;Москва и обл.;2 800 252,00;2 994 425,00;-194 173,00;-6,48
473;-24;Нефтепромбанк;2156;Москва и обл.;2 800 058,00;3 135 784,00;-335 726,00;-10,71
474;4;Живаго Банк;2065;Рязанская обл.;2 795 900,00;2 717 961,00;77 939,00;2,87
475;-13;Камчаткомагропромбанк;545;Камчатская обл.;2 794 479,00;2 930 173,00;-135 694,00;-4,63
476;-6;Совинком;2302;Москва и обл.;2 779 059,00;2 808 756,00;-29 697,00;-1,06
477;-10;Банк МБФИ;2073;Москва и обл.;2 778 665,00;2 847 972,00;-69 307,00;-2,43
478;33;Гринфилдбанк;2711;Москва и обл.;2 763 147,00;2 420 859,00;342 288,00;14,14
479;28;Витабанк;356;Санкт-Петербург и обл.;2 741 899,00;2 442 840,00;299 059,00;12,24
480;-5;НОКССбанк;3202;Волгоградская обл.;2 739 181,00;2 754 837,00;-15 656,00;-0,57
481;7;Уралприватбанк;153;Свердловская обл.;2 736 361,00;2 614 495,00;121 866,00;4,66
482;-8;Инкаробанк;2696;Москва и обл.;2 715 697,00;2 757 328,00;-41 631,00;-1,51
483;-1;Агророс;2860;Саратовская обл.;2 704 497,00;2 704 948,00;-451,00;-0,02
484;-18;Сберинвестбанк;1743;Свердловская обл.;2 699 160,00;2 874 483,00;-175 323,00;-6,10
485;-6;Венец;524;Ульяновская обл.;2 695 885,00;2 716 105,00;-20 220,00;-0,74
486;-15;Аспект;608;Москва и обл.;2 678 661,00;2 778 647,00;-99 986,00;-3,60
487;-3;Союзный;3236;Москва и обл.;2 654 055,00;2 668 172,00;-14 117,00;-0,53
488;-30;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 651 579,00;2 982 884,00;-331 305,00;-11,11
489;5;Банк ИТБ;3128;Москва и обл.;2 644 852,00;2 534 385,00;110 467,00;4,36
490;20;Банк РМП;2574;Москва и обл.;2 620 611,00;2 421 328,00;199 283,00;8,23
491;-15;Финансово-Промышленный Капитал;3295;Москва и обл.;2 620 039,00;2 753 940,00;-133 901,00;-4,86
492;-27;Региональный Кредитный Банк;1608;Калининградская обл.;2 591 860,00;2 888 708,00;-296 848,00;-10,28
493;-16;Еврокредит;2957;Москва и обл.;2 590 406,00;2 730 593,00;-140 187,00;-5,13
494;-3;ИРС;272;Москва и обл.;2 588 629,00;2 584 162,00;4 467,00;0,17
495;-14;Азия-Инвест Банк;3303;Москва и обл.;2 572 613,00;2 706 146,00;-133 533,00;-4,93
496;28;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 543 286,00;2 335 736,00;207 550,00;8,89
497;0;Костромаселькомбанк;1115;Костромская обл.;2 535 328,00;2 516 478,00;18 850,00;0,75
498;2;Тульский Промышленник;2382;Тульская обл.;2 519 811,00;2 476 250,00;43 561,00;1,76
499;-7;Енисей;474;Красноярский край;2 502 719,00;2 557 115,00;-54 396,00;-2,13
500;-20;Преодоление;2649;Москва и обл.;2 502 509,00;2 711 451,00;-208 942,00;-7,71
501;17;Профессионал Банк;2471;Москва и обл.;2 487 923,00;2 372 863,00;115 060,00;4,85
502;6;Первый Инвестиционный Банк;604;Москва и обл.;2 486 705,00;2 441 147,00;45 558,00;1,87
503;2;Вкабанк;1027;Астраханская обл.;2 483 831,00;2 450 116,00;33 715,00;1,38
504;-36;Мосуралбанк;2468;Москва и обл.;2 478 343,00;2 811 647,00;-333 304,00;-11,85
505;-3;Республиканский Банк;3277;Москва и обл.;2 470 165,00;2 468 004,00;2 161,00;0,09
506;-20;ЕвроАксис Банк;3273;Москва и обл.;2 468 709,00;2 648 803,00;-180 094,00;-6,80
507;18;Навигатор;2469;Москва и обл.;2 466 954,00;2 326 402,00;140 552,00;6,04
508;-12;Уссури;596;Хабаровский край;2 461 356,00;2 517 363,00;-56 007,00;-2,22
509;7;Московский Коммерческий Банк;3172;Москва и обл.;2 461 159,00;2 374 289,00;86 870,00;3,66
510;-23;ИпоТек Банк;2794;Москва и обл.;2 460 135,00;2 624 041,00;-163 906,00;-6,25
511;1;Национальный Банк Сбережений;1949;Ивановская обл.;2 456 630,00;2 419 850,00;36 780,00;1,52
512;-13;Гагаринский;606;Москва и обл.;2 456 108,00;2 493 532,00;-37 424,00;-1,50
513;2;Констанс-Банк;2228;Санкт-Петербург и обл.;2 441 386,00;2 376 204,00;65 182,00;2,74
514;0;Крыловский;456;Краснодарский край;2 441 234,00;2 381 193,00;60 041,00;2,52
515;-22;Международный Инвестиционный Банк;2742;Москва и обл.;2 441 034,00;2 547 368,00;-106 334,00;-4,17
516;-3;Форус Банк;3457;Нижегородская обл.;2 429 241,00;2 392 588,00;36 653,00;1,53
517;-22;Интеркредит;3047;Москва и обл.;2 415 696,00;2 521 639,00;-105 943,00;-4,20
518;-20;Мосводоканалбанк;2863;Москва и обл.;2 412 855,00;2 504 847,00;-91 992,00;-3,67
519;60;Байкалкредобанк;2990;Иркутская обл.;2 397 018,00;1 811 881,00;585 137,00;32,29
520;-31;Траст Капитал Банк;2741;Москва и обл.;2 395 096,00;2 598 297,00;-203 201,00;-7,82
521;-4;Аксонбанк;680;Костромская обл.;2 389 922,00;2 373 716,00;16 206,00;0,68
522;1;Банк Премьер Кредит;1663;Коми;2 386 288,00;2 345 690,00;40 598,00;1,73
523;22;РСКБ;2050;Москва и обл.;2 366 043,00;2 152 599,00;213 444,00;9,92
524;12;Тендер-Банк;2252;Москва и обл.;2 358 989,00;2 232 855,00;126 134,00;5,65
525;15;Эл Банк;1025;Республика Алтай;2 354 311,00;2 172 237,00;182 074,00;8,38
526;-7;Вологжанин;1896;Вологодская обл.;2 350 970,00;2 372 289,00;-21 319,00;-0,90
