Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2014, тыс. рублей;Май, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
527;-1;РСКБ;2050;Москва и обл.;2 384 580,00;2 426 751,00;-42 171,00;-1,74
528;6;Выборг-Банк;720;Санкт-Петербург и обл.;2 377 387,00;2 298 810,00;78 577,00;3,42
529;3;Иваново;1763;Ивановская обл.;2 376 713,00;2 309 759,00;66 954,00;2,90
530;5;Вкабанк;1027;Астраханская обл.;2 312 670,00;2 298 244,00;14 426,00;0,63
531;-2;Йошкар-Ола;2802;Марий Эл;2 292 859,00;2 338 477,00;-45 618,00;-1,95
532;-9;Рапида;3371;Москва и обл.;2 288 780,00;2 439 913,00;-151 133,00;-6,19
533;4;Объединенный Резервный Банк;937;Москва и обл.;2 282 309,00;2 269 319,00;12 990,00;0,57
534;9;Богородский;1277;Нижегородская обл.;2 280 238,00;2 188 991,00;91 247,00;4,17
535;43;ИК Банк;1732;Татарстан;2 273 969,00;1 890 348,00;383 621,00;20,29
536;14;Спиритбанк;2053;Тульская обл.;2 265 126,00;2 114 926,00;150 200,00;7,10
537;18;Межбанковский Кредитный Союз;3242;Москва и обл.;2 252 244,00;2 086 621,00;165 623,00;7,94
538;-49;ЕвроАксис Банк;3273;Москва и обл.;2 243 436,00;2 848 606,00;-605 170,00;-21,24
539;2;Мурманский Расчетный Центр;3341;Мурманская обл.;2 232 358,00;2 197 222,00;35 136,00;1,60
540;6;Аспект;608;Москва и обл.;2 231 134,00;2 176 934,00;54 200,00;2,49
541;25;Яринтербанк;2564;Ярославская обл.;2 222 218,00;1 988 841,00;233 377,00;11,73
542;2;Проинвестбанк;784;Пермская обл.;2 207 505,00;2 178 440,00;29 065,00;1,33
543;57;Межотраслевая Банковская Корпорация;3471;Москва и обл.;2 202 988,00;1 742 513,00;460 475,00;26,43
544;-6;ИпоТек Банк;2794;Москва и обл.;2 192 613,00;2 253 739,00;-61 126,00;-2,71
545;13;Донхлеббанк;2285;Ростовская обл.;2 188 160,00;2 041 009,00;147 151,00;7,21
546;28;Евразийский Банк;969;Москва и обл.;2 180 224,00;1 956 611,00;223 613,00;11,43
547;14;БСТ-Банк;2883;Кемеровская обл.;2 166 759,00;2 031 291,00;135 468,00;6,67
548;0;Бум-Банк;1137;Кабардино-Балкария;2 154 118,00;2 156 675,00;-2 557,00;-0,12
549;4;Стелла-Банк;2948;Ростовская обл.;2 140 790,00;2 097 420,00;43 370,00;2,07
550;31;Система;2846;Москва и обл.;2 126 445,00;1 864 490,00;261 955,00;14,05
551;-4;Заубер Банк;1614;Санкт-Петербург и обл.;2 126 166,00;2 156 745,00;-30 579,00;-1,42
552;-1;Риал-Кредит;3393;Москва и обл.;2 122 491,00;2 108 292,00;14 199,00;0,67
553;-13;Кросна-Банк;2607;Москва и обл.;2 120 596,00;2 206 305,00;-85 709,00;-3,88
554;11;ФорБанк;2063;Алтайский край;2 113 724,00;1 996 105,00;117 619,00;5,89
555;62;Максима;3379;Москва и обл.;2 110 253,00;1 550 278,00;559 975,00;36,12
556;-7;Далена Банк;1948;Москва и обл.;2 097 271,00;2 133 690,00;-36 419,00;-1,71
557;-24;ИРС;272;Москва и обл.;2 084 189,00;2 304 510,00;-220 321,00;-9,56
558;15;Кредит Экспресс;3186;Ростовская обл.;2 083 367,00;1 956 961,00;126 406,00;6,46
559;17;ПК-Банк;2652;Нижегородская обл.;2 080 073,00;1 937 132,00;142 941,00;7,38
560;10;Интеркапитал-Банк;2706;Мордовия;2 073 499,00;1 969 427,00;104 072,00;5,28
561;1;Сириус;3506;Омская обл.;2 069 438,00;2 023 569,00;45 869,00;2,27
562;-10;Банкирский Дом;2928;Санкт-Петербург и обл.;2 057 892,00;2 104 753,00;-46 861,00;-2,23
563;-4;Союзпромбанк;2965;Москва и обл.;2 051 272,00;2 040 787,00;10 485,00;0,51
564;-8;Банк Пермь;875;Пермская обл.;2 040 487,00;2 069 691,00;-29 204,00;-1,41
565;85;Смартбанк;3408;Москва и обл.;2 038 610,00;1 363 285,00;675 325,00;49,54
566;1;Россита-Банк;3257;Москва и обл.;2 022 866,00;1 988 674,00;34 192,00;1,72
567;-13;Канский;860;Красноярский край;2 020 997,00;2 087 048,00;-66 051,00;-3,16
568;0;Владбизнесбанк;903;Владимирская обл.;2 019 491,00;1 987 839,00;31 652,00;1,59
569;-12;Викинг;2;Санкт-Петербург и обл.;2 017 144,00;2 053 154,00;-36 010,00;-1,75
570;-6;КОР;2148;Волгоградская обл.;2 000 934,00;2 009 827,00;-8 893,00;-0,44
571;6;Европейский Экспресс;3449;Москва и обл.;1 994 965,00;1 922 580,00;72 385,00;3,76
572;-3;Новация;840;Адыгея;1 992 935,00;1 970 416,00;22 519,00;1,14
573;-2;Газнефтьбанк;3223;Саратовская обл.;1 990 074,00;1 967 248,00;22 826,00;1,16
574;-62;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 951 222,00;2 569 283,00;-618 061,00;-24,06
575;14;Вэлтон Банк;1105;Белгородская обл.;1 943 145,00;1 835 407,00;107 738,00;5,87
576;15;Современные Стандарты Бизнеса;3397;Москва и обл.;1 912 160,00;1 823 051,00;89 109,00;4,89
577;3;Социум-Банк;2881;Москва и обл.;1 911 609,00;1 872 461,00;39 148,00;2,09
578;-15;Новый Символ;370;Москва и обл.;1 904 640,00;2 009 860,00;-105 220,00;-5,24
579;15;Златкомбанк;568;Москва и обл.;1 890 525,00;1 792 141,00;98 384,00;5,49
580;8;Инкаробанк;2696;Москва и обл.;1 890 210,00;1 837 357,00;52 853,00;2,88
581;-6;Пульс Столицы;3002;Москва и обл.;1 863 581,00;1 942 644,00;-79 063,00;-4,07
582;3;ЮMoney;3510;Россия;1 844 302,00;1 844 302,00;0,00;0
583;-1;Банк Глобус;2438;Москва и обл.;1 842 231,00;1 860 202,00;-17 971,00;-0,97
584;0;Нальчик;695;Кабардино-Балкария;1 828 804,00;1 844 342,00;-15 538,00;-0,84
585;12;Вестерн Юнион ДП Восток;2726;Москва и обл.;1 814 897,00;1 758 294,00;56 603,00;3,22
586;12;Акцент;696;Оренбургская обл.;1 809 438,00;1 753 271,00;56 167,00;3,20
587;-8;Дом-Банк;3209;Москва и обл.;1 809 402,00;1 887 016,00;-77 614,00;-4,11
588;-2;Холмск;503;Сахалинская обл.;1 800 992,00;1 839 806,00;-38 814,00;-2,11
589;-29;Мострансбанк;2258;Москва и обл.;1 799 670,00;2 038 658,00;-238 988,00;-11,72
590;15;Международный Строительный Банк;3484;Москва и обл.;1 794 471,00;1 689 900,00;104 571,00;6,19
591;-1;Приско Капитал Банк;2537;Москва и обл.;1 793 192,00;1 823 906,00;-30 714,00;-1,68
592;0;Алтынбанк;2070;Татарстан;1 786 506,00;1 812 331,00;-25 825,00;-1,42
593;-6;Единственный;3187;Москва и обл.;1 775 303,00;1 837 422,00;-62 119,00;-3,38
594;5;Старооскольский Агропромбанк;1050;Белгородская обл.;1 773 968,00;1 747 225,00;26 743,00;1,53
595;-23;Коммерческий Банк Развития;3364;Москва и обл.;1 752 415,00;1 958 557,00;-206 142,00;-10,53
596;10;Михайловский ПЖСБ;2961;Волгоградская обл.;1 728 665,00;1 662 263,00;66 402,00;3,99
597;4;Банк Реалист;2646;Москва и обл.;1 727 947,00;1 714 816,00;13 131,00;0,77
598;-5;Нарат;1902;Саратовская обл.;1 709 912,00;1 801 432,00;-91 520,00;-5,08
599;4;Банк МБФИ;2073;Москва и обл.;1 705 926,00;1 706 450,00;-524,00;-0,03
600;-5;Московский Вексельный Банк;2697;Москва и обл.;1 697 526,00;1 777 904,00;-80 378,00;-4,52
601;13;Уралфинанс;1370;Свердловская обл.;1 691 018,00;1 576 884,00;114 134,00;7,24
602;0;Тагилбанк;1635;Свердловская обл.;1 685 886,00;1 709 438,00;-23 552,00;-1,38
603;7;Объединенный Банк Республики;1016;Чувашия;1 673 966,00;1 619 584,00;54 382,00;3,36
604;22;Центрально-Европейский Банк;2670;Москва и обл.;1 673 740,00;1 489 882,00;183 858,00;12,34
605;-1;Первый Клиентский Банк;3436;Москва и обл.;1 659 114,00;1 705 361,00;-46 247,00;-2,71
606;2;Строительно-Коммерческий Банк;3050;Санкт-Петербург и обл.;1 654 483,00;1 647 191,00;7 292,00;0,44
607;-11;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 647 035,00;1 766 836,00;-119 801,00;-6,78
608;59;Лидер;3304;Москва и обл.;1 631 427,00;1 233 586,00;397 841,00;32,25
609;3;Жилкредит;1736;Москва и обл.;1 618 246,00;1 595 494,00;22 752,00;1,43
610;5;Соколовский;2830;Москва и обл.;1 611 431,00;1 572 416,00;39 015,00;2,48
611;128;Жилстройбанк;2769;Москва и обл.;1 595 032,00;817 206,00;777 826,00;95,18
612;4;Приобье;537;Тюменская обл.;1 589 558,00;1 563 383,00;26 175,00;1,67
613;-6;Бумеранг;1002;Вологодская обл.;1 583 617,00;1 653 015,00;-69 398,00;-4,20
614;18;Траст Капитал Банк;2741;Москва и обл.;1 571 942,00;1 475 781,00;96 161,00;6,52
615;-2;Екатерининский;2167;Москва и обл.;1 568 835,00;1 580 512,00;-11 677,00;-0,74
616;11;Региональный Коммерческий Банк;836;Ульяновская обл.;1 553 349,00;1 489 199,00;64 150,00;4,31
617;24;Новый Кредитный Союз;3139;Москва и обл.;1 552 109,00;1 431 295,00;120 814,00;8,44
618;70;РФИ Банк;3351;Москва и обл.;1 550 237,00;1 081 410,00;468 827,00;43,35
619;1;Геленджик-Банк;790;Краснодарский край;1 540 522,00;1 517 590,00;22 932,00;1,51
620;18;ГринКомБанк;1184;Иркутская обл.;1 536 449,00;1 445 851,00;90 598,00;6,27
621;-3;Плато-Банк;2071;Свердловская обл.;1 530 236,00;1 537 115,00;-6 879,00;-0,45
622;21;Металлург;2877;Москва и обл.;1 514 050,00;1 418 742,00;95 308,00;6,72
623;-12;Эльбин;2267;Дагестан;1 510 695,00;1 606 435,00;-95 740,00;-5,96
624;0;Кетовский Коммерческий Банк;842;Курганская обл.;1 498 950,00;1 502 337,00;-3 387,00;-0,23
625;17;Саратов;330;Саратовская обл.;1 498 372,00;1 428 006,00;70 366,00;4,93
626;32;Нерюнгрибанк;825;Саха (Якутия);1 489 819,00;1 304 129,00;185 690,00;14,24
627;12;Метрополь;1639;Москва и обл.;1 489 736,00;1 441 245,00;48 491,00;3,36
628;-7;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 487 036,00;1 514 657,00;-27 621,00;-1,82
629;-1;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 472 633,00;1 488 631,00;-15 998,00;-1,07
630;17;Почтобанк;1788;Пермская обл.;1 470 522,00;1 376 866,00;93 656,00;6,80
631;-48;Америкэн Экспресс Банк;3460;Москва и обл.;1 469 166,00;1 852 573,00;-383 407,00;-20,70
632;-13;Мосводоканалбанк;2863;Москва и обл.;1 468 910,00;1 531 529,00;-62 619,00;-4,09
633;7;Тайм Банк;3120;Москва и обл.;1 467 143,00;1 432 246,00;34 897,00;2,44
634;-4;Уралприватбанк;153;Свердловская обл.;1 465 592,00;1 484 149,00;-18 557,00;-1,25
635;-1;Калуга;1151;Калужская обл.;1 464 991,00;1 462 301,00;2 690,00;0,18
636;-5;Ростфинанс;481;Ростовская обл.;1 464 436,00;1 478 835,00;-14 399,00;-0,97
637;-2;Майкопбанк;1136;Адыгея;1 463 858,00;1 459 249,00;4 609,00;0,32
638;14;Пурпе;709;Тюменская обл.;1 460 259,00;1 355 828,00;104 431,00;7,70
639;-16;Сервис Резерв;2034;Москва и обл.;1 458 327,00;1 503 385,00;-45 058,00;-3,00
640;-7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 452 953,00;1 472 592,00;-19 639,00;-1,33
641;-16;Кредитинвест;1197;Дагестан;1 447 322,00;1 494 946,00;-47 624,00;-3,19
642;2;Еврокапитал-Альянс;3459;Ярославская обл.;1 421 797,00;1 405 146,00;16 651,00;1,19
643;12;Примтеркомбанк;21;Приморский край;1 411 976,00;1 317 950,00;94 026,00;7,13
644;2;Кемсоцинбанк;96;Кемеровская обл.;1 408 043,00;1 384 606,00;23 437,00;1,69
645;-23;Народный Банк;2249;Карачаево-Черкесия;1 407 301,00;1 507 559,00;-100 258,00;-6,65
646;-17;Евросиб Банк;594;Санкт-Петербург и обл.;1 400 750,00;1 485 771,00;-85 021,00;-5,72
647;10;Арзамас;1281;Нижегородская обл.;1 385 274,00;1 314 710,00;70 564,00;5,37
648;-3;Академический Русский Банк;622;Москва и обл.;1 384 064,00;1 399 732,00;-15 668,00;-1,12
649;4;Азимут;3154;Москва и обл.;1 381 826,00;1 338 887,00;42 939,00;3,21
650;1;Вологдабанк;992;Вологодская обл.;1 375 458,00;1 357 819,00;17 639,00;1,30
651;-3;ЮМК Банк;3495;Краснодарский край;1 370 506,00;1 376 343,00;-5 837,00;-0,42
652;2;Бизнес для Бизнеса;1060;Чувашия;1 365 578,00;1 330 051,00;35 527,00;2,67
653;8;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 344 396,00;1 286 737,00;57 659,00;4,48
654;42;Прайм Финанс;2758;Санкт-Петербург и обл.;1 341 175,00;1 042 475,00;298 700,00;28,65
655;-6;Синергия;2884;Саратовская обл.;1 332 520,00;1 369 240,00;-36 720,00;-2,68
656;-19;Кредпромбанк;1165;Ярославская обл.;1 320 851,00;1 446 625,00;-125 774,00;-8,69
657;-1;Капиталбанк;2547;Ростовская обл.;1 319 630,00;1 315 090,00;4 540,00;0,35
658;2;Химик;1114;Нижегородская обл.;1 305 497,00;1 289 653,00;15 844,00;1,23
659;0;Спутник;1071;Оренбургская обл.;1 294 062,00;1 293 391,00;671,00;0,05
660;2;Великие Луки Банк;598;Псковская обл.;1 293 886,00;1 271 886,00;22 000,00;1,73
661;8;Онего;2484;Карелия;1 277 007,00;1 223 041,00;53 966,00;4,41
662;2;Расчетная Палата РТС;3335;Москва и обл.;1 276 385,00;1 270 743,00;5 642,00;0,44
663;9;Агора;3231;Москва и обл.;1 272 525,00;1 211 406,00;61 119,00;5,05
664;2;Сталь Банк;2248;Москва и обл.;1 258 425,00;1 239 842,00;18 583,00;1,50
665;3;Регионфинансбанк;3357;Москва и обл.;1 252 669,00;1 231 669,00;21 000,00;1,71
666;5;Новый Промышленный Банк;930;Москва и обл.;1 252 512,00;1 214 274,00;38 238,00;3,15
667;10;Региональный Банк Сбережений;3367;Москва и обл.;1 242 949,00;1 139 848,00;103 101,00;9,05
668;-5;Арт-Банк;2779;Северная Осетия — Алания;1 239 574,00;1 271 528,00;-31 954,00;-2,51
669;13;Алданзолотобанк;854;Саха (Якутия);1 223 067,00;1 101 173,00;121 894,00;11,07
670;0;Агроинкомбанк;1946;Астраханская обл.;1 216 291,00;1 220 359,00;-4 068,00;-0,33
671;2;Симбирск;653;Ульяновская обл.;1 193 572,00;1 185 277,00;8 295,00;0,70
672;3;Дон-Тексбанк;1818;Ростовская обл.;1 187 151,00;1 143 630,00;43 521,00;3,81
673;16;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 169 306,00;1 080 999,00;88 307,00;8,17
674;2;Элекснет;3314;Москва и обл.;1 142 158,00;1 142 158,00;0,00;0
675;25;Республиканский Кредитный Альянс;3017;Москва и обл.;1 140 267,00;1 012 540,00;127 727,00;12,61
676;-11;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 138 662,00;1 241 533,00;-102 871,00;-8,29
677;9;Платежный Сервисный Банк;1943;Башкортостан;1 138 643,00;1 082 182,00;56 461,00;5,22
678;15;К2 Банк;2851;Карачаево-Черкесия;1 137 096,00;1 055 447,00;81 649,00;7,74
679;-1;Содружество;2923;Москва и обл.;1 132 175,00;1 122 608,00;9 567,00;0,85
680;0;Яндекс Банк;3027;Москва и обл.;1 128 434,00;1 118 435,00;9 999,00;0,89
681;0;Смолевич;1121;Смоленская обл.;1 126 583,00;1 102 650,00;23 933,00;2,17
682;2;Сельмашбанк;106;Ростовская обл.;1 116 348,00;1 098 839,00;17 509,00;1,59
683;11;Руна-Банк;3207;Москва и обл.;1 115 441,00;1 045 146,00;70 295,00;6,73
684;7;Первый Дортрансбанк;3271;Кировская обл.;1 113 821,00;1 078 146,00;35 675,00;3,31
685;-11;Булгар Банк;1917;Татарстан;1 101 936,00;1 175 258,00;-73 322,00;-6,24
686;4;Банк Премьер Кредит;1663;Москва и обл.;1 097 312,00;1 080 144,00;17 168,00;1,59
687;29;Мико-Банк;3195;Москва и обл.;1 074 607,00;922 377,00;152 230,00;16,50
688;-79;Кредитбанк;1035;Калмыкия;1 073 822,00;1 631 558,00;-557 736,00;-34,18
689;43;Москва;1661;Москва и обл.;1 068 245,00;851 583,00;216 662,00;25,44
690;7;Инвест-Экобанк;1956;Санкт-Петербург и обл.;1 062 030,00;1 030 027,00;32 003,00;3,11
691;17;Трастовый Республиканский Банк;3404;Москва и обл.;1 057 643,00;957 278,00;100 365,00;10,48
692;7;Тандем;1951;Москва и обл.;1 052 913,00;1 016 852,00;36 061,00;3,55
693;-1;Саммит Банк;85;Приморский край;1 047 329,00;1 064 282,00;-16 953,00;-1,59
694;-7;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 044 761,00;1 082 001,00;-37 240,00;-3,44
695;11;БВА Банк;1684;Москва и обл.;1 042 581,00;987 507,00;55 074,00;5,58
696;-13;Эсидбанк;1991;Дагестан;1 030 543,00;1 100 395,00;-69 852,00;-6,35
697;71;Народный Земельно-Промышленный Банк;2873;Алтайский край;1 028 079,00;624 649,00;403 430,00;64,59
698;4;Миръ;3089;Москва и обл.;1 011 204,00;1 008 644,00;2 560,00;0,25
699;10;Финарс Банк;2938;Москва и обл.;1 010 082,00;953 578,00;56 504,00;5,93
700;-21;Си Ди Би Банк;3339;Краснодарский край;1 005 205,00;1 120 091,00;-114 886,00;-10,26
701;3;Ноосфера;2650;Республика Алтай;1 003 626,00;1 005 244,00;-1 618,00;-0,16
702;1;Камский Горизонт;2554;Татарстан;995 242,00;1 008 231,00;-12 989,00;-1,29
703;2;Новый Век;3417;Москва и обл.;992 626,00;1 001 638,00;-9 012,00;-0,90
704;11;Взаимодействие;1704;Новосибирская обл.;990 778,00;925 040,00;65 738,00;7,11
705;19;КИП-Банк;2843;Москва и обл.;989 505,00;881 217,00;108 288,00;12,29
706;1;ЕАТП Банк;1765;Астраханская обл.;978 102,00;973 547,00;4 555,00;0,47
707;7;Флора-Москва;533;Москва и обл.;977 527,00;925 553,00;51 974,00;5,62
708;5;Тетраполис;1586;Санкт-Петербург и обл.;947 052,00;925 790,00;21 262,00;2,30
709;40;Региональный Корпоративный Банк;1134;Москва и обл.;940 852,00;735 996,00;204 856,00;27,83
710;-25;Фреско Банк;1415;Москва и обл.;940 352,00;1 086 678,00;-146 326,00;-13,47
711;-1;Байкалкредобанк;2990;Иркутская обл.;933 261,00;934 690,00;-1 429,00;-0,15
712;24;Джаст Банк;3503;Москва и обл.;932 398,00;829 587,00;102 811,00;12,39
713;13;Вакобанк;1291;Псковская обл.;930 422,00;872 695,00;57 727,00;6,61
714;-16;Тексбанк;2756;Карачаево-Черкесия;930 337,00;1 023 870,00;-93 533,00;-9,14
715;7;Курган;2568;Курганская обл.;925 880,00;899 696,00;26 184,00;2,91
716;110;Икано Банк;3519;Москва и обл.;925 061,00;340 066,00;584 995,00;172,02
717;4;Вятич;2796;Рязанская обл.;924 906,00;899 918,00;24 988,00;2,78
718;-6;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;917 791,00;932 941,00;-15 150,00;-1,62
719;-1;Турбобанк;3203;Санкт-Петербург и обл.;913 364,00;904 378,00;8 986,00;0,99
720;-19;ИстКом-Финанс;3435;Москва и обл.;908 888,00;1 010 400,00;-101 512,00;-10,05
721;-26;Тендер-Банк;2252;Москва и обл.;902 648,00;1 044 637,00;-141 989,00;-13,59
722;15;Банк ВВБ;1093;Ярославская обл.;901 804,00;827 023,00;74 781,00;9,04
723;-6;1Банк;2896;Северная Осетия — Алания;901 426,00;908 139,00;-6 713,00;-0,74
724;-5;Месед;184;Дагестан;893 039,00;904 229,00;-11 190,00;-1,24
725;8;Русский Банк Сбережений;779;Ставропольский край;890 739,00;848 645,00;42 094,00;4,96
726;-6;Бузулукбанк;1282;Оренбургская обл.;881 698,00;903 609,00;-21 911,00;-2,42
727;13;Расчетный Дом;3350;Москва и обл.;881 147,00;807 813,00;73 334,00;9,08
728;-92;Интеркоопбанк;2803;Москва и обл.;873 792,00;1 450 883,00;-577 091,00;-39,78
729;-6;Динамичные Системы;3439;Москва и обл.;869 809,00;882 234,00;-12 425,00;-1,41
730;-2;Тальменка-Банк;826;Алтайский край;869 551,00;868 263,00;1 288,00;0,15
731;29;Арксбанк;1868;Воронежская обл.;868 855,00;676 689,00;192 166,00;28,40
732;-5;Центрально-Азиатский;3037;Хакасия;862 710,00;871 068,00;-8 358,00;-0,96
733;2;Акция;927;Ивановская обл.;850 994,00;834 149,00;16 845,00;2,02
734;82;Объединенный Национальный Банк;2074;Нижегородская обл.;814 469,00;399 409,00;415 060,00;103,92
735;7;Ипозембанк;3026;Самарская обл.;811 583,00;793 921,00;17 662,00;2,22
736;-6;Радиан;1675;Иркутская обл.;809 197,00;857 592,00;-48 395,00;-5,64
737;6;Спецстройбанк;236;Москва и обл.;803 686,00;783 442,00;20 244,00;2,58
738;-13;Северинвестбанк;2264;Белгородская обл.;785 533,00;879 821,00;-94 288,00;-10,72
739;8;Русский Финансовый Альянс;2035;Москва и обл.;782 718,00;761 272,00;21 446,00;2,82
740;6;Прохладный;874;Кабардино-Балкария;772 157,00;764 268,00;7 889,00;1,03
741;7;Классик Эконом Банк;3298;Северная Осетия — Алания;770 567,00;752 833,00;17 734,00;2,36
742;-1;СМБ-Банк;3504;Санкт-Петербург и обл.;759 370,00;799 722,00;-40 352,00;-5,05
743;15;Первоуральскбанк;965;Свердловская обл.;742 811,00;685 218,00;57 593,00;8,41
744;1;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;737 417,00;773 397,00;-35 980,00;-4,65
745;5;Ресурс-Траст;3122;Москва и обл.;726 064,00;731 184,00;-5 120,00;-0,70
746;-15;РусьРегионБанк;685;Москва и обл.;724 911,00;852 951,00;-128 040,00;-15,01
747;10;РУБанк;2813;Ростовская обл.;721 054,00;687 981,00;33 073,00;4,81
748;31;Гефест;1046;Тверская обл.;717 977,00;554 772,00;163 205,00;29,42
749;54;Азия Банк;3183;Москва и обл.;715 921,00;449 248,00;266 673,00;59,36
750;2;Кузбассхимбанк;2868;Кемеровская обл.;714 871,00;722 951,00;-8 080,00;-1,12
751;5;Прокоммерцбанк;2996;Москва и обл.;710 325,00;696 413,00;13 912,00;2,00
752;-23;Космос;2245;Москва и обл.;705 331,00;861 286,00;-155 955,00;-18,11
753;-9;Славянбанк;804;Новгородская обл.;700 173,00;781 093,00;-80 920,00;-10,36
754;11;Южный Региональный Банк;3015;Ростовская обл.;700 050,00;638 546,00;61 504,00;9,63
755;8;МТИ Банк;1052;Москва и обл.;699 464,00;656 216,00;43 248,00;6,59
756;25;ГРиС-Банк;1928;Ставропольский край;699 056,00;549 953,00;149 103,00;27,11
757;5;Балаково-Банк;444;Саратовская обл.;697 124,00;658 830,00;38 294,00;5,81
758;1;Майский;1673;Кабардино-Балкария;688 304,00;679 554,00;8 750,00;1,29
759;-5;Межрегионбанк;1059;Москва и обл.;687 321,00;716 231,00;-28 910,00;-4,04
760;-22;Ауэрбанк;3105;Москва и обл.;682 449,00;822 967,00;-140 518,00;-17,07
761;23;Соверен Банк;3206;Москва и обл.;679 113,00;546 883,00;132 230,00;24,18
762;-1;Народный Инвестиционный Банк;2876;Самарская обл.;676 248,00;663 742,00;12 506,00;1,88
763;-8;Аделантбанк;1835;Москва и обл.;671 162,00;699 617,00;-28 455,00;-4,07
764;-11;Невастройинвест;1926;Санкт-Петербург и обл.;669 564,00;720 611,00;-51 047,00;-7,08
765;10;Вайлдберриз Банк;841;Адыгея;668 010,00;584 136,00;83 874,00;14,36
766;36;Банк Берейт;3505;Санкт-Петербург и обл.;666 271,00;450 383,00;215 888,00;47,93
767;32;Вестинтербанк;3398;Москва и обл.;653 548,00;463 529,00;190 019,00;40,99
768;-4;Банк РСИ;3415;Москва и обл.;631 969,00;650 601,00;-18 632,00;-2,86
769;-18;Международный Расчетный Банк;3028;Москва и обл.;625 345,00;729 407,00;-104 062,00;-14,27
770;10;Холдинвестбанк;2837;Москва и обл.;622 830,00;554 660,00;68 170,00;12,29
771;5;Олма-Банк;3250;Москва и обл.;617 138,00;573 262,00;43 876,00;7,65
772;2;Телекоммерц Банк;3380;Тульская обл.;614 485,00;584 175,00;30 310,00;5,19
773;5;Сургутский Центральный Коммерческий Банк;684;Тюменская обл.;614 268,00;568 848,00;45 420,00;7,98
774;-7;НСТ-Банк;1738;Оренбургская обл.;611 665,00;628 670,00;-17 005,00;-2,70
775;-2;Внешфинбанк;3173;Краснодарский край;610 628,00;604 220,00;6 408,00;1,06
776;9;Анелик РУ;3443;Москва и обл.;599 921,00;546 123,00;53 798,00;9,85
777;10;Аскания Траст;286;Москва и обл.;595 328,00;527 287,00;68 041,00;12,90
778;-7;Приполярком;507;Тюменская обл.;588 733,00;614 701,00;-25 968,00;-4,22
779;18;Далетбанк;3049;Москва и обл.;575 696,00;471 720,00;103 976,00;22,04
780;-10;Стар Альянс;3433;Москва и обл.;571 465,00;618 920,00;-47 455,00;-7,67
781;1;АлтайБизнес-Банк;2388;Алтайский край;568 335,00;548 886,00;19 449,00;3,54
782;-5;АвтоКредитБанк;1973;Татарстан;553 983,00;572 166,00;-18 183,00;-3,18
783;-11;Геобанк;2027;Москва и обл.;544 540,00;604 539,00;-59 999,00;-9,92
784;-248;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;532 888,00;2 283 514,00;-1 750 626,00;-76,66
785;48;Озон Банк;3516;Москва и обл.;526 048,00;323 036,00;203 012,00;62,85
786;2;ФинТех;3499;Москва и обл.;525 169,00;526 547,00;-1 378,00;-0,26
787;-4;Лада-Кредит;2668;Москва и обл.;524 592,00;547 944,00;-23 352,00;-4,26
788;-2;Адам Интернэшнл;2232;Дагестан;523 854,00;536 480,00;-12 626,00;-2,35
789;-23;Дружба;990;Тюменская обл.;520 459,00;631 265,00;-110 806,00;-17,55
790;10;Промсвязьинвест;2761;Дагестан;510 570,00;462 163,00;48 407,00;10,47
791;-2;Центр Межбанковских Расчетов;3400;Москва и обл.;506 491,00;507 863,00;-1 372,00;-0,27
792;13;Далта-Банк;142;Приморский край;499 358,00;443 946,00;55 412,00;12,48
793;-1;Башпромбанк;1006;Башкортостан;497 244,00;501 903,00;-4 659,00;-0,93
794;-1;Новокиб;1747;Кемеровская обл.;480 025,00;500 677,00;-20 652,00;-4,12
795;-1;АББ;2937;Москва и обл.;469 369,00;495 938,00;-26 569,00;-5,36
796;17;Межрегиональный Банк Реконструкции;2620;Москва и обл.;463 633,00;412 488,00;51 145,00;12,40
797;-6;Рента-Банк;3095;Москва и обл.;461 861,00;504 384,00;-42 523,00;-8,43
798;8;Финчер;3486;Москва и обл.;461 462,00;442 748,00;18 714,00;4,23
799;-9;Континенталь;3184;Ставропольский край;459 806,00;505 266,00;-45 460,00;-9,00
800;1;МВС Банк;2407;Дагестан;459 016,00;454 674,00;4 342,00;0,95
801;-3;Европейский Стандарт;3200;Кабардино-Балкария;458 319,00;464 973,00;-6 654,00;-1,43
802;2;НКБ;2942;Калмыкия;446 540,00;447 321,00;-781,00;-0,17
