Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июнь, 2015, тыс. рублей;Май, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
529;-6;Газнефтьбанк;3223;Саратовская обл.;2 302 323,00;2 266 787,00;35 536,00;1,57
530;-3;Радиотехбанк;1166;Нижегородская обл.;2 274 918,00;2 243 053,00;31 865,00;1,42
531;1;Татагропромбанк;728;Татарстан;2 245 277,00;2 187 748,00;57 529,00;2,63
532;1;Кредит Экспресс;3186;Ростовская обл.;2 229 107,00;2 179 580,00;49 527,00;2,27
533;-5;Капитал;575;Москва и обл.;2 220 622,00;2 235 972,00;-15 350,00;-0,69
534;24;Система;2846;Москва и обл.;2 218 669,00;1 933 411,00;285 258,00;14,75
535;-1;Резерв;2364;Челябинская обл.;2 171 621,00;2 169 857,00;1 764,00;0,08
536;7;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 171 439,00;2 065 041,00;106 398,00;5,15
537;-2;Яринтербанк;2564;Ярославская обл.;2 167 715,00;2 161 994,00;5 721,00;0,26
538;-22;Викинг;2;Санкт-Петербург и обл.;2 163 398,00;2 424 707,00;-261 309,00;-10,78
539;-1;Вкабанк;1027;Астраханская обл.;2 154 837,00;2 133 818,00;21 019,00;0,99
540;4;Новый Символ;370;Москва и обл.;2 152 993,00;2 062 607,00;90 386,00;4,38
541;9;Международный Строительный Банк;3484;Москва и обл.;2 146 997,00;2 026 339,00;120 658,00;5,95
542;-11;Профит Банк;3234;Москва и обл.;2 136 765,00;2 209 651,00;-72 886,00;-3,30
543;-2;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 121 633,00;2 071 496,00;50 137,00;2,42
544;-8;Алтынбанк;2070;Татарстан;2 117 432,00;2 137 133,00;-19 701,00;-0,92
545;8;Златкомбанк;568;Москва и обл.;2 113 187,00;2 008 142,00;105 045,00;5,23
546;0;Новация;840;Адыгея;2 088 824,00;2 047 287,00;41 537,00;2,03
547;-10;Канский;860;Красноярский край;2 083 584,00;2 136 996,00;-53 412,00;-2,50
548;-1;Крона-Банк;2499;Иркутская обл.;2 070 058,00;2 041 175,00;28 883,00;1,42
549;-9;Бум-Банк;1137;Кабардино-Балкария;2 069 359,00;2 081 561,00;-12 202,00;-0,59
550;-5;Социум-Банк;2881;Москва и обл.;2 064 248,00;2 055 340,00;8 908,00;0,43
551;30;Жилкредит;1736;Москва и обл.;2 061 014,00;1 668 495,00;392 519,00;23,53
552;-1;Уралфинанс;1370;Свердловская обл.;2 057 837,00;2 023 499,00;34 338,00;1,70
553;1;Спиритбанк;2053;Тульская обл.;2 039 324,00;1 975 664,00;63 660,00;3,22
554;6;Банк Пермь;875;Пермская обл.;2 016 853,00;1 915 362,00;101 491,00;5,30
555;1;БСТ-Банк;2883;Кемеровская обл.;2 004 800,00;1 964 537,00;40 263,00;2,05
556;10;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 962 094,00;1 872 726,00;89 368,00;4,77
557;-8;Агроинкомбанк;1946;Астраханская обл.;1 958 556,00;2 027 978,00;-69 422,00;-3,42
558;-6;Московский Вексельный Банк;2697;Москва и обл.;1 953 470,00;2 015 275,00;-61 805,00;-3,07
559;9;Россита-Банк;3257;Москва и обл.;1 949 096,00;1 827 557,00;121 539,00;6,65
560;1;Икано Банк;3519;Центр;1 910 731,00;1 903 257,00;7 474,00;0,39
561;8;Екатерининский;2167;Москва и обл.;1 901 088,00;1 812 100,00;88 988,00;4,91
562;1;Старооскольский Агропромбанк;1050;Белгородская обл.;1 898 229,00;1 890 973,00;7 256,00;0,38
563;-4;Дом-Банк;3209;Москва и обл.;1 897 201,00;1 919 025,00;-21 824,00;-1,14
564;-7;Стелла-Банк;2948;Ростовская обл.;1 880 262,00;1 939 803,00;-59 541,00;-3,07
565;6;Мосводоканалбанк;2863;Москва и обл.;1 870 725,00;1 791 395,00;79 330,00;4,43
566;-1;Америкэн Экспресс Банк;3460;Москва и обл.;1 864 091,00;1 887 658,00;-23 567,00;-1,25
567;5;КОР;2148;Волгоградская обл.;1 858 927,00;1 789 291,00;69 636,00;3,89
568;22;Смолевич;1121;Смоленская обл.;1 852 000,00;1 534 624,00;317 376,00;20,68
569;-7;Акцент;696;Оренбургская обл.;1 832 948,00;1 895 269,00;-62 321,00;-3,29
570;25;РУБанк;2813;Москва и обл.;1 814 951,00;1 515 374,00;299 577,00;19,77
571;3;Банк Премьер Кредит;1663;Москва и обл.;1 812 425,00;1 753 703,00;58 722,00;3,35
572;34;Инкаробанк;2696;Москва и обл.;1 812 322,00;1 434 353,00;377 969,00;26,35
573;-6;Мострансбанк;2258;Москва и обл.;1 788 695,00;1 836 082,00;-47 387,00;-2,58
574;-1;Озон Банк;3516;Москва и обл.;1 780 070,00;1 775 288,00;4 782,00;0,27
575;0;Миръ;3089;Москва и обл.;1 776 486,00;1 727 084,00;49 402,00;2,86
576;4;Тальменка-Банк;826;Алтайский край;1 769 580,00;1 690 235,00;79 345,00;4,69
577;1;Индустриальный Сберегательный Банк;3175;Москва и обл.;1 741 162,00;1 696 482,00;44 680,00;2,63
578;-2;Нальчик;695;Кабардино-Балкария;1 725 023,00;1 722 737,00;2 286,00;0,13
579;6;Банк Глобус;2438;Москва и обл.;1 714 501,00;1 614 885,00;99 616,00;6,17
580;2;Руна-Банк;3207;Москва и обл.;1 699 783,00;1 620 947,00;78 836,00;4,86
581;-39;Коммерческий Банк Развития;3364;Москва и обл.;1 686 226,00;2 065 830,00;-379 604,00;-18,38
582;23;Булгар Банк;1917;Татарстан;1 684 167,00;1 435 159,00;249 008,00;17,35
583;8;ИК Банк;1732;Татарстан;1 681 661,00;1 531 100,00;150 561,00;9,83
584;15;Риал-Кредит;3393;Москва и обл.;1 649 644,00;1 497 555,00;152 089,00;10,16
585;4;Майкопбанк;1136;Адыгея;1 613 999,00;1 535 945,00;78 054,00;5,08
586;-2;Холмск;503;Сахалинская обл.;1 593 057,00;1 616 233,00;-23 176,00;-1,43
587;21;Алданзолотобанк;854;Саха (Якутия);1 582 564,00;1 426 212,00;156 352,00;10,96
588;4;Кетовский Коммерческий Банк;842;Курганская обл.;1 582 335,00;1 529 268,00;53 067,00;3,47
589;49;Мурманский Расчетный Центр;3341;Мурманская обл.;1 571 196,00;1 181 100,00;390 096,00;33,03
590;-7;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 568 726,00;1 617 485,00;-48 759,00;-3,01
591;9;Кредпромбанк;1165;Ярославская обл.;1 567 706,00;1 478 973,00;88 733,00;6,00
592;12;Калуга;1151;Калужская обл.;1 552 879,00;1 446 165,00;106 714,00;7,38
593;0;1Банк;2896;Северная Осетия — Алания;1 544 933,00;1 527 020,00;17 913,00;1,17
594;8;Вологдабанк;992;Вологодская обл.;1 540 246,00;1 453 555,00;86 691,00;5,96
595;-8;Тагилбанк;1635;Свердловская обл.;1 533 220,00;1 549 951,00;-16 731,00;-1,08
596;13;Кредитинвест;1197;Дагестан;1 522 330,00;1 419 619,00;102 711,00;7,24
597;-3;Вэлтон Банк;1105;Белгородская обл.;1 515 541,00;1 523 756,00;-8 215,00;-0,54
598;24;Соверен Банк;3206;Москва и обл.;1 507 124,00;1 302 459,00;204 665,00;15,71
599;-1;ГринКомБанк;1184;Иркутская обл.;1 506 497,00;1 505 781,00;716,00;0,05
600;1;Максима;3379;Москва и обл.;1 503 207,00;1 462 053,00;41 154,00;2,81
601;16;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 498 821,00;1 366 131,00;132 690,00;9,71
602;-5;Арзамас;1281;Нижегородская обл.;1 488 933,00;1 512 018,00;-23 085,00;-1,53
603;9;Пульс Столицы;3002;Москва и обл.;1 475 232,00;1 401 324,00;73 908,00;5,27
604;-27;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 475 036,00;1 710 552,00;-235 516,00;-13,77
605;-17;Саратов;330;Саратовская обл.;1 471 947,00;1 538 872,00;-66 925,00;-4,35
606;-27;Банк МБФИ;2073;Москва и обл.;1 455 387,00;1 692 128,00;-236 741,00;-13,99
607;-43;МАК-Банк;1088;Москва и обл.;1 447 961,00;1 890 090,00;-442 129,00;-23,39
608;5;Великие Луки Банк;598;Псковская обл.;1 443 774,00;1 401 203,00;42 571,00;3,04
609;-6;ЮМК Банк;3495;Краснодарский край;1 436 477,00;1 453 416,00;-16 939,00;-1,17
610;5;Приобье;537;Ханты-Мансийский АО — Югра;1 430 470,00;1 398 124,00;32 346,00;2,31
611;-4;Геленджик-Банк;790;Краснодарский край;1 416 693,00;1 434 011,00;-17 318,00;-1,21
612;-2;Новый Кредитный Союз;3139;Москва и обл.;1 414 614,00;1 413 543,00;1 071,00;0,08
613;3;Кемсоцинбанк;96;Кемеровская обл.;1 385 575,00;1 368 623,00;16 952,00;1,24
614;7;Сельмашбанк;106;Ростовская обл.;1 368 639,00;1 319 037,00;49 602,00;3,76
615;5;Тайм Банк;3120;Москва и обл.;1 361 268,00;1 328 230,00;33 038,00;2,49
616;10;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 360 569,00;1 268 118,00;92 451,00;7,29
617;2;Почтобанк;1788;Пермская обл.;1 359 687,00;1 331 269,00;28 418,00;2,13
618;10;Соколовский;2830;Москва и обл.;1 355 407,00;1 256 397,00;99 010,00;7,88
619;12;Сервис Резерв;2034;Москва и обл.;1 352 322,00;1 230 352,00;121 970,00;9,91
620;32;Мико-Банк;3195;Москва и обл.;1 335 592,00;1 065 321,00;270 271,00;25,37
621;11;РФИ Банк;3351;Москва и обл.;1 316 764,00;1 226 321,00;90 443,00;7,38
622;5;Первый Дортрансбанк;3271;Кировская обл.;1 316 156,00;1 259 651,00;56 505,00;4,49
623;-5;Нерюнгрибанк;825;Саха (Якутия);1 311 768,00;1 342 864,00;-31 096,00;-2,32
624;15;МТИ Банк;1052;Москва и обл.;1 307 707,00;1 157 274,00;150 433,00;13,00
625;-2;Спутник;1071;Оренбургская обл.;1 302 746,00;1 300 031,00;2 715,00;0,21
626;-2;Банк РМП;2574;Москва и обл.;1 300 175,00;1 290 357,00;9 818,00;0,76
627;6;Бизнес для Бизнеса;1060;Чувашия;1 275 159,00;1 217 700,00;57 459,00;4,72
628;-3;Примтеркомбанк;21;Приморский край;1 269 838,00;1 282 627,00;-12 789,00;-1,00
629;1;Вятич;2796;Рязанская обл.;1 268 057,00;1 230 998,00;37 059,00;3,01
630;-16;Саммит Банк;85;Приморский край;1 259 441,00;1 399 284,00;-139 843,00;-9,99
631;13;Внешфинбанк;3173;Краснодарский край;1 255 158,00;1 121 652,00;133 506,00;11,90
632;-3;Финарс Банк;2938;Москва и обл.;1 238 570,00;1 233 034,00;5 536,00;0,45
633;4;Синергия;2884;Саратовская обл.;1 227 479,00;1 197 134,00;30 345,00;2,53
634;-38;Жилстройбанк;2769;Москва и обл.;1 213 873,00;1 512 117,00;-298 244,00;-19,72
635;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 210 709,00;1 139 754,00;70 955,00;6,23
636;-1;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 193 921,00;1 205 782,00;-11 861,00;-0,98
637;9;Взаимодействие;1704;Новосибирская обл.;1 161 009,00;1 107 247,00;53 762,00;4,86
638;19;Азимут;3154;Москва и обл.;1 149 071,00;1 038 954,00;110 117,00;10,60
639;1;Ноосфера;2650;Республика Алтай;1 139 006,00;1 146 955,00;-7 949,00;-0,69
640;43;Содружество;2923;Москва и обл.;1 126 110,00;822 851,00;303 259,00;36,85
641;1;Сталь Банк;2248;Москва и обл.;1 114 286,00;1 132 082,00;-17 796,00;-1,57
642;5;ПэйПал Ру;3517;Москва и обл.;1 103 870,00;1 103 870,00;0,00;0
643;0;Финтрастбанк;3104;Москва и обл.;1 096 895,00;1 127 361,00;-30 466,00;-2,70
644;6;Объединенный Банк Республики;1016;Чувашия;1 087 023,00;1 066 774,00;20 249,00;1,90
645;30;Республиканский Кредитный Альянс;3017;Москва и обл.;1 082 516,00;905 830,00;176 686,00;19,51
646;12;Регнум;3373;Москва и обл.;1 081 696,00;1 038 127,00;43 569,00;4,20
647;4;Химик;1114;Нижегородская обл.;1 080 048,00;1 066 211,00;13 837,00;1,30
648;12;Курган;2568;Курганская обл.;1 075 944,00;1 032 191,00;43 753,00;4,24
649;-15;Металлург;2877;Москва и обл.;1 075 852,00;1 206 399,00;-130 547,00;-10,82
650;4;Элекснет;3314;Москва и обл.;1 055 966,00;1 055 966,00;0,00;0
651;8;Дон-Тексбанк;1818;Ростовская обл.;1 055 127,00;1 035 670,00;19 457,00;1,88
652;1;Яндекс Банк;3027;Москва и обл.;1 053 675,00;1 062 214,00;-8 539,00;-0,80
653;2;Новый Промышленный Банк;930;Москва и обл.;1 045 713,00;1 053 972,00;-8 259,00;-0,78
654;-9;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 034 301,00;1 114 180,00;-79 879,00;-7,17
655;-6;Онего;2484;Карелия;1 030 373,00;1 100 796,00;-70 423,00;-6,40
656;8;Тендер-Банк;2252;Москва и обл.;1 028 016,00;984 354,00;43 662,00;4,44
657;10;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 022 479,00;973 703,00;48 776,00;5,01
658;10;Камский Горизонт;2554;Татарстан;1 008 539,00;968 626,00;39 913,00;4,12
659;2;Регионфинансбанк;3357;Москва и обл.;1 000 043,00;1 009 077,00;-9 034,00;-0,90
660;2;ЕАТП Банк;1765;Астраханская обл.;991 103,00;999 343,00;-8 240,00;-0,82
661;8;Новый Век;3417;Москва и обл.;980 847,00;954 679,00;26 168,00;2,74
662;-6;Космос;2245;Москва и обл.;974 851,00;1 044 544,00;-69 693,00;-6,67
663;2;Михайловский ПЖСБ;2961;Волгоградская обл.;956 990,00;980 443,00;-23 453,00;-2,39
664;-1;Турбобанк;3203;Санкт-Петербург и обл.;945 655,00;994 020,00;-48 365,00;-4,87
665;6;Акция;927;Ивановская обл.;938 492,00;921 344,00;17 148,00;1,86
666;11;Ипозембанк;3026;Самарская обл.;916 982,00;865 837,00;51 145,00;5,91
667;5;Ресурс-Траст;3122;Москва и обл.;905 184,00;918 563,00;-13 379,00;-1,46
668;13;Невастройинвест;1926;Санкт-Петербург и обл.;904 321,00;831 433,00;72 888,00;8,77
669;30;Тетраполис;1586;Санкт-Петербург и обл.;883 540,00;760 491,00;123 049,00;16,18
670;14;Южный Региональный Банк;3015;Ростовская обл.;878 704,00;822 267,00;56 437,00;6,86
671;3;Байкалкредобанк;2990;Иркутская обл.;869 229,00;909 178,00;-39 949,00;-4,39
672;1;Агора;3231;Москва и обл.;868 240,00;913 545,00;-45 305,00;-4,96
673;20;Динамичные Системы;3439;Москва и обл.;865 709,00;776 003,00;89 706,00;11,56
674;-26;РИТЦ Банк;2677;Москва и обл.;858 459,00;1 103 745,00;-245 286,00;-22,22
675;7;Спецстройбанк;236;Москва и обл.;854 664,00;831 178,00;23 486,00;2,83
676;27;Расчетный Дом;3350;Москва и обл.;854 637,00;713 089,00;141 548,00;19,85
677;2;Тексбанк;2756;Карачаево-Черкесия;848 823,00;845 538,00;3 285,00;0,39
678;14;Арсенал;3000;Москва и обл.;840 204,00;786 539,00;53 665,00;6,82
679;10;Классик Эконом Банк;3298;Северная Осетия — Алания;829 834,00;796 845,00;32 989,00;4,14
680;6;Вакобанк;1291;Псковская обл.;817 870,00;818 639,00;-769,00;-0,09
681;4;Славянбанк;804;Новгородская обл.;805 357,00;821 211,00;-15 854,00;-1,93
682;-6;Анелик РУ;3443;Москва и обл.;803 255,00;902 028,00;-98 773,00;-10,95
683;-5;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;801 424,00;848 804,00;-47 380,00;-5,58
684;4;Москва;1661;Москва и обл.;799 325,00;808 371,00;-9 046,00;-1,12
685;6;Первоуральскбанк;965;Свердловская обл.;799 020,00;787 786,00;11 234,00;1,43
686;-6;Эльбин;2267;Дагестан;797 925,00;832 001,00;-34 076,00;-4,10
687;0;Флора-Москва;533;Москва и обл.;796 076,00;817 316,00;-21 240,00;-2,60
688;10;Русский Финансовый Альянс;2035;Москва и обл.;796 027,00;762 170,00;33 857,00;4,44
689;57;Олма-Банк;3250;Москва и обл.;792 757,00;419 207,00;373 550,00;89,11
690;4;Центрально-Азиатский;3037;Хакасия;791 029,00;773 457,00;17 572,00;2,27
691;-1;Майский;1673;Кабардино-Балкария;787 387,00;794 735,00;-7 348,00;-0,92
692;-26;Телекоммерц Банк;3380;Тульская обл.;783 744,00;980 030,00;-196 286,00;-20,03
693;9;Народный Инвестиционный Банк;2876;Самарская обл.;773 499,00;723 147,00;50 352,00;6,96
694;2;Кузбассхимбанк;2868;Кемеровская обл.;765 035,00;765 629,00;-594,00;-0,08
695;2;Уралприватбанк;153;Свердловская обл.;762 747,00;763 342,00;-595,00;-0,08
696;4;Вайлдберриз Банк;841;Адыгея;752 501,00;752 843,00;-342,00;-0,05
697;4;Прохладный;874;Кабардино-Балкария;747 063,00;749 226,00;-2 163,00;-0,29
698;9;Прокоммерцбанк;2996;Москва и обл.;704 355,00;691 184,00;13 171,00;1,91
699;15;Межрегиональный Банк Реконструкции;2620;Москва и обл.;702 200,00;628 090,00;74 110,00;11,80
700;6;Инвест-Экобанк;1956;Санкт-Петербург и обл.;701 880,00;702 844,00;-964,00;-0,14
701;4;Интеркоопбанк;2803;Москва и обл.;689 094,00;706 087,00;-16 993,00;-2,41
702;2;Русский Банк Сбережений;779;Ставропольский край;678 469,00;712 939,00;-34 470,00;-4,83
703;5;Си Ди Би Банк;3339;Краснодарский край;675 174,00;665 182,00;9 992,00;1,50
704;6;Банк РСИ;3415;Москва и обл.;663 108,00;660 620,00;2 488,00;0,38
705;4;Балаково-Банк;444;Саратовская обл.;657 645,00;663 567,00;-5 922,00;-0,89
706;6;ФинТех;3499;Москва и обл.;655 033,00;647 981,00;7 052,00;1,09
707;6;РусьРегионБанк;685;Москва и обл.;635 660,00;628 763,00;6 897,00;1,10
708;7;Гефест;1046;Тверская обл.;633 495,00;611 798,00;21 697,00;3,55
709;2;Геобанк;2027;Москва и обл.;618 167,00;656 684,00;-38 517,00;-5,87
710;17;Энтузиастбанк;3048;Москва и обл.;611 402,00;514 296,00;97 106,00;18,88
711;7;АлтайБизнес-Банк;2388;Алтайский край;593 237,00;562 789,00;30 448,00;5,41
712;-17;Народный Земельно-Промышленный Банк;2873;Алтайский край;572 006,00;769 072,00;-197 066,00;-25,62
713;13;Максимум;466;Ростовская обл.;564 603,00;523 693,00;40 910,00;7,81
714;8;Новокиб;1747;Кемеровская обл.;556 629,00;549 150,00;7 479,00;1,36
715;9;Банк Берейт;3505;Санкт-Петербург и обл.;553 617,00;538 010,00;15 607,00;2,90
716;3;Вестинтербанк;3398;Москва и обл.;551 902,00;562 563,00;-10 661,00;-1,90
717;6;Холдинвестбанк;2837;Москва и обл.;551 621,00;540 233,00;11 388,00;2,11
718;-2;Лидер;3304;Москва и обл.;542 437,00;594 911,00;-52 474,00;-8,82
719;12;Дружба;990;Тюменская обл.;536 851,00;501 006,00;35 845,00;7,15
720;0;Международный Расчетный Банк;3028;Москва и обл.;535 670,00;559 753,00;-24 083,00;-4,30
721;7;АвтоКредитБанк;1973;Татарстан;521 454,00;511 608,00;9 846,00;1,92
722;7;Башпромбанк;1006;Башкортостан;515 450,00;510 628,00;4 822,00;0,94
723;7;СМБ-Банк;3504;Санкт-Петербург и обл.;501 460,00;502 575,00;-1 115,00;-0,22
724;24;Терра;3476;Москва и обл.;496 462,00;416 944,00;79 518,00;19,07
725;0;Логос;3233;Москва и обл.;493 904,00;536 427,00;-42 523,00;-7,93
726;11;ГРиС-Банк;1928;Ставропольский край;486 442,00;462 315,00;24 127,00;5,22
727;5;ИР-Кредит;1724;Москва и обл.;485 241,00;483 935,00;1 306,00;0,27
728;21;Алжан;2491;Дагестан;479 743,00;415 431,00;64 312,00;15,48
729;-8;Финчер;3486;Москва и обл.;476 829,00;556 323,00;-79 494,00;-14,29
730;3;ТЭСТ;3440;Москва и обл.;472 293,00;476 992,00;-4 699,00;-0,99
731;7;Далта-Банк;142;Приморский край;470 370,00;460 898,00;9 472,00;2,06
732;7;Народный Банк Тувы;1309;Тыва;466 973,00;458 988,00;7 985,00;1,74
733;8;Стар Альянс;3433;Москва и обл.;464 729,00;440 410,00;24 319,00;5,52
734;16;Промсвязьинвест;2761;Дагестан;464 564,00;413 150,00;51 414,00;12,44
735;5;МВС Банк;2407;Дагестан;462 982,00;445 480,00;17 502,00;3,93
736;0;Старый Кремль;2657;Москва и обл.;460 487,00;465 108,00;-4 621,00;-0,99
737;-2;Кредо Финанс;793;Дагестан;458 912,00;467 819,00;-8 907,00;-1,90
738;-4;Национальный Банк Сбережений;1949;Ивановская обл.;446 107,00;476 761,00;-30 654,00;-6,43
739;-22;Информпрогресс;2166;Москва и обл.;442 208,00;578 408,00;-136 200,00;-23,55
740;2;Европейский Стандарт;3200;Кабардино-Балкария;434 369,00;428 877,00;5 492,00;1,28
741;2;АББ;2937;Москва и обл.;428 932,00;424 853,00;4 079,00;0,96
742;2;Эко-Инвест;3116;Москва и обл.;426 100,00;424 409,00;1 691,00;0,40
743;4;Континенталь;3184;Ставропольский край;416 674,00;417 004,00;-330,00;-0,08
744;1;Рента-Банк;3095;Москва и обл.;415 610,00;420 676,00;-5 066,00;-1,20
745;6;Таганрогбанк;3136;Ростовская обл.;411 368,00;412 298,00;-930,00;-0,23
746;6;Дорис Банк;1679;Москва и обл.;397 514,00;399 383,00;-1 869,00;-0,47
747;6;Далетбанк;3049;Москва и обл.;388 948,00;398 836,00;-9 888,00;-2,48
748;13;Эно;1988;Краснодарский край;386 059,00;336 729,00;49 330,00;14,65
749;5;НКБ;2942;Калмыкия;384 009,00;385 302,00;-1 293,00;-0,34
750;5;Азия Банк;3183;Москва и обл.;382 742,00;384 430,00;-1 688,00;-0,44
751;5;Альтернатива;3452;Москва и обл.;382 378,00;380 236,00;2 142,00;0,56
752;5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;366 970,00;364 132,00;2 838,00;0,78
753;5;Тайдон;2085;Кемеровская обл.;356 269,00;357 258,00;-989,00;-0,28
754;5;Приполярком;507;Тюменская обл.;348 137,00;352 245,00;-4 108,00;-1,17
755;5;Лэнд Кредит;1478;Москва и обл.;338 734,00;351 174,00;-12 440,00;-3,54
756;6;Банк Фридом Финанс;1143;Сахалинская обл.;333 391,00;334 961,00;-1 570,00;-0,47
757;7;Сетевая Расчетная Палата;3332;Татарстан;328 313,00;332 110,00;-3 797,00;-1,14
758;10;Рунэтбанк;2829;Москва и обл.;327 296,00;315 470,00;11 826,00;3,75
759;7;Северстройбанк;3507;Вологодская обл.;323 328,00;319 985,00;3 343,00;1,04
760;3;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;323 050,00;334 345,00;-11 295,00;-3,38
761;4;Моби.Деньги;3523;Москва и обл.;322 896,00;322 896,00;0,00;0
762;5;Еврокапитал-Альянс;2672;Ярославская обл.;318 228,00;318 087,00;141,00;0,04
763;6;Нарат;1902;Саратовская обл.;305 167,00;308 720,00;-3 553,00;-1,15
764;12;Майма;1037;Москва и обл.;294 514,00;215 215,00;79 299,00;36,85
765;5;Единая касса;3512;Москва и обл.;289 360,00;289 360,00;0,00;0
766;5;Континент Финанс;149;Калужская обл.;273 197,00;255 212,00;17 985,00;7,05
767;6;МГБ;2866;Дагестан;252 443,00;242 314,00;10 129,00;4,18
768;4;РИБ;2749;Москва и обл.;232 188,00;246 704,00;-14 516,00;-5,88
769;6;Платежи и Расчеты;3324;Самарская обл.;221 338,00;218 285,00;3 053,00;1,40
770;4;Деньги.Мэйл.Ру;3511;Москва и обл.;220 495,00;220 495,00;0,00;0
771;6;Электронный платежный сервис;3509;Москва и обл.;207 328,00;207 328,00;0,00;0
772;6;Красноярский Краевой Расчетный Центр;3483;Красноярский край;195 529,00;187 246,00;8 283,00;4,42
773;11;Фидбэк;3502;Москва и обл.;169 902,00;111 719,00;58 183,00;52,08
774;6;Русское Финансовое Общество;3427;Москва и обл.;147 357,00;128 430,00;18 927,00;14,74
775;13;Дальний Восток;3318;Тульская обл.;146 334,00;84 354,00;61 980,00;73,48
776;3;Монета.ру;3508;Марий Эл;137 089,00;147 546,00;-10 457,00;-7,09
777;6;Зеленокумская;1239;Ставропольский край;124 124,00;123 191,00;933,00;0,76
778;4;Расчетные Решения;3524;Москва и обл.;120 314,00;123 982,00;-3 668,00;-2,96
779;2;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;103 436,00;128 283,00;-24 847,00;-19,37
780;5;Вест;2605;Москва и обл.;92 391,00;91 128,00;1 263,00;1,39
781;5;КредитАльянс;3472;Вологодская обл.;90 225,00;90 334,00;-109,00;-0,12
782;11;Единая Расчетная Палата;384;Москва и обл.;89 686,00;66 737,00;22 949,00;34,39
783;6;Умут;2435;Дагестан;83 508,00;80 458,00;3 050,00;3,79
784;3;Платежный Клиринговый Дом;3343;Москва и обл.;77 071,00;87 110,00;-10 039,00;-11,52
785;7;Премиум;3514;Москва и обл.;70 963,00;70 963,00;0,00;0
786;5;Евроинвест;3383;Москва и обл.;59 936,00;76 071,00;-16 135,00;-21,21
787;3;Инновационный Расчетный Центр;3447;Москва и обл.;40 917,00;76 489,00;-35 572,00;-46,51
788;7;Интеррасчет;1618;Москва и обл.;28 147,00;25 038,00;3 109,00;12,42
789;7;Транзит;2688;Дагестан;27 254,00;23 632,00;3 622,00;15,33
790;4;Тор Кредит;3497;Москва и обл.;25 853,00;25 715,00;138,00;0,54
791;8;21 Век;3309;Санкт-Петербург и обл.;18 215,00;9 278,00;8 937,00;96,32
792;6;Финансово-Расчетный Центр;3319;Астраханская обл.;17 146,00;14 634,00;2 512,00;17,17
793;4;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;14 843,00;15 466,00;-623,00;-4,03
794;6;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 249,00;4 243,00;6,00;0,14
795;6;АРБ-Инкасс;3353;Москва и обл.;2 749,00;2 516,00;233,00;9,26
