Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2016, тыс. рублей;Август, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;7;Эксперт Банк;2949;Омская обл.;7 544 798,00;7 451 282,00;93 516,00;1,26
261;13;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 527 616,00;7 237 622,00;289 994,00;4,01
262;-14;ГПБ-Ипотека;2403;Москва и обл.;7 500 655,00;8 535 899,00;-1 035 244,00;-12,13
263;-2;Альба Альянс;2593;Москва и обл.;7 474 199,00;7 894 935,00;-420 736,00;-5,33
264;8;Белгородсоцбанк;760;Белгородская обл.;7 351 721,00;7 248 119,00;103 602,00;1,43
265;8;Мосуралбанк;2468;Москва и обл.;7 342 281,00;7 238 372,00;103 909,00;1,44
266;9;Актив Банк;2529;Мордовия;7 337 215,00;7 127 025,00;210 190,00;2,95
267;13;Вега-Банк;3270;Москва и обл.;7 247 623,00;7 002 657,00;244 966,00;3,50
268;3;Чувашкредитпромбанк;1280;Чувашия;7 239 878,00;7 321 127,00;-81 249,00;-1,11
269;14;МС Банк Рус;2789;Москва и обл.;7 169 667,00;6 754 396,00;415 271,00;6,15
270;9;Славянский Кредит;2960;Москва и обл.;7 151 011,00;7 045 510,00;105 501,00;1,50
271;5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 145 361,00;7 107 101,00;38 260,00;0,54
272;-28;Риабанк;3434;Москва и обл.;7 126 464,00;8 697 847,00;-1 571 383,00;-18,07
273;16;Банк БКФ;2684;Москва и обл.;7 106 824,00;6 680 106,00;426 718,00;6,39
274;59;Зираат Банк;2559;Москва и обл.;7 091 876,00;4 996 882,00;2 094 994,00;41,93
275;3;Синко-Банк;2838;Москва и обл.;6 993 400,00;7 072 995,00;-79 595,00;-1,13
276;1;Азия-Инвест Банк;3303;Москва и обл.;6 885 352,00;7 098 751,00;-213 399,00;-3,01
277;5;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 863 303,00;6 798 348,00;64 955,00;0,96
278;-12;Голдман Сакс Банк;3490;Москва и обл.;6 792 553,00;7 482 667,00;-690 114,00;-9,22
279;9;Гаранти Банк — Москва;3275;Москва и обл.;6 775 538,00;6 691 107,00;84 431,00;1,26
280;4;Хакасский Муниципальный Банк;1049;Хакасия;6 763 471,00;6 741 391,00;22 080,00;0,33
281;-44;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;6 741 557,00;9 057 098,00;-2 315 541,00;-25,57
282;5;Русь;704;Оренбургская обл.;6 713 915,00;6 710 799,00;3 116,00;0,05
283;2;Коммерческий Индо Банк;3446;Москва и обл.;6 712 591,00;6 730 757,00;-18 166,00;-0,27
284;331;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;6 681 044,00;377 990,00;6 303 054,00;1,667,52
285;5;Итуруп;2390;Сахалинская обл.;6 647 158,00;6 661 654,00;-14 496,00;-0,22
286;-16;Эс-Би-Ай Банк;3185;Москва и обл.;6 639 762,00;7 368 780,00;-729 018,00;-9,89
287;7;Банк на Красных Воротах;2472;Москва и обл.;6 609 615,00;6 439 944,00;169 671,00;2,63
288;12;Севастопольский Морской Банк;3528;Севастополь;6 493 135,00;6 197 277,00;295 858,00;4,77
289;-21;Руснарбанк;3403;Москва и обл.;6 484 256,00;7 415 816,00;-931 560,00;-12,56
290;5;Уралкапиталбанк;2519;Башкортостан;6 477 535,00;6 370 019,00;107 516,00;1,69
291;7;Проминвестбанк;2433;Москва и обл.;6 424 912,00;6 290 909,00;134 003,00;2,13
292;1;Кубаньторгбанк;478;Краснодарский край;6 413 594,00;6 491 885,00;-78 291,00;-1,21
293;3;Северный Народный Банк;2721;Коми;6 405 777,00;6 317 640,00;88 137,00;1,40
294;3;Ю Би Эс Банк;3463;Москва и обл.;6 356 129,00;6 317 440,00;38 689,00;0,61
295;9;РЕСО Кредит;3450;Москва и обл.;6 328 317,00;6 024 835,00;303 482,00;5,04
296;6;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 238 012,00;6 149 953,00;88 059,00;1,43
297;9;Газтрансбанк;665;Адыгея;6 214 196,00;5 911 346,00;302 850,00;5,12
298;5;НБК-Банк;3283;Москва и обл.;6 205 772,00;6 037 081,00;168 691,00;2,79
299;6;Автоградбанк;1455;Татарстан;6 175 608,00;6 013 460,00;162 148,00;2,70
300;-9;Банк Раунд;2506;Москва и обл.;6 145 164,00;6 626 906,00;-481 742,00;-7,27
301;-2;Банк ПСА Финанс Рус;3481;Москва и обл.;6 127 882,00;6 241 877,00;-113 995,00;-1,83
302;-1;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 069 369,00;6 193 329,00;-123 960,00;-2,00
303;5;ФорБанк;2063;Москва и обл.;5 987 410,00;5 753 906,00;233 504,00;4,06
304;23;Чайнасельхозбанк;3529;Москва и обл.;5 962 825,00;5 135 502,00;827 323,00;16,11
305;5;Конфидэнс Банк;970;Костромская обл.;5 955 058,00;5 717 460,00;237 598,00;4,16
306;-25;Экспресс-Кредит;210;Москва и обл.;5 895 121,00;6 914 461,00;-1 019 340,00;-14,74
307;2;Нейва;1293;Свердловская обл.;5 871 745,00;5 747 193,00;124 552,00;2,17
308;16;Зенит Сочи;232;Краснодарский край;5 850 850,00;5 194 293,00;656 557,00;12,64
309;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 830 687,00;5 499 087,00;331 600,00;6,03
310;7;Реалист Банк;1067;Иркутская обл.;5 779 509,00;5 457 881,00;321 628,00;5,89
311;0;Московский Коммерческий Банк;3172;Москва и обл.;5 716 015,00;5 675 954,00;40 061,00;0,71
312;3;Камский Коммерческий Банк;438;Татарстан;5 663 734,00;5 565 506,00;98 228,00;1,76
313;1;Владпромбанк;870;Владимирская обл.;5 635 561,00;5 567 824,00;67 737,00;1,22
314;11;Новобанк;1352;Новгородская обл.;5 596 407,00;5 181 394,00;415 013,00;8,01
315;-3;Енисейский Объединенный Банк;2645;Красноярский край;5 577 541,00;5 670 115,00;-92 574,00;-1,63
316;12;Банк Кремлевский;2905;Москва и обл.;5 552 593,00;5 125 478,00;427 115,00;8,33
317;-10;Банк Торгового Финансирования;1982;Москва и обл.;5 501 890,00;5 765 535,00;-263 645,00;-4,57
318;-26;ПИР Банк;2655;Москва и обл.;5 480 674,00;6 502 870,00;-1 022 196,00;-15,72
319;-6;Нэклис-Банк;1671;Москва и обл.;5 445 889,00;5 584 865,00;-138 976,00;-2,49
320;2;Роспромбанк;3204;Москва и обл.;5 442 332,00;5 212 894,00;229 438,00;4,40
321;0;Уссури;596;Хабаровский край;5 360 546,00;5 286 389,00;74 157,00;1,40
322;-66;Бинбанк Тверь;777;Тверская обл.;5 328 431,00;8 080 351,00;-2 751 920,00;-34,06
323;9;Агророс;2860;Саратовская обл.;5 299 556,00;5 041 108,00;258 448,00;5,13
324;-5;Форус Банк;3457;Нижегородская обл.;5 286 766,00;5 340 105,00;-53 339,00;-1,00
325;4;Сибсоцбанк;2015;Алтайский край;5 215 602,00;5 116 698,00;98 904,00;1,93
326;4;Земский Банк;2900;Самарская обл.;5 134 570,00;5 055 241,00;79 329,00;1,57
327;-7;Банкхаус Эрбе;1717;Москва и обл.;5 067 683,00;5 314 023,00;-246 340,00;-4,64
328;-5;Межрегиональный промышленно-строительный банк;752;Мордовия;5 064 478,00;5 200 599,00;-136 121,00;-2,62
329;5;Русский Национальный Банк;469;Ростовская обл.;5 051 124,00;4 991 369,00;59 755,00;1,20
330;-12;Москва-Сити;3247;Москва и обл.;5 031 930,00;5 360 745,00;-328 815,00;-6,13
331;0;Витабанк;356;Санкт-Петербург и обл.;4 978 166,00;5 052 253,00;-74 087,00;-1,47
332;3;Вологжанин;1896;Вологодская обл.;4 951 735,00;4 853 525,00;98 210,00;2,02
333;6;Венец;524;Ульяновская обл.;4 922 645,00;4 650 426,00;272 219,00;5,85
334;3;Донкомбанк;492;Ростовская обл.;4 649 461,00;4 766 570,00;-117 109,00;-2,46
335;3;Кузнецкий;609;Пензенская обл.;4 645 627,00;4 656 216,00;-10 589,00;-0,23
336;4;Экси-Банк;2530;Санкт-Петербург и обл.;4 576 049,00;4 545 295,00;30 754,00;0,68
337;19;Евразийский Банк;969;Москва и обл.;4 484 451,00;4 074 870,00;409 581,00;10,05
338;8;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 385 361,00;4 264 947,00;120 414,00;2,82
339;4;Горбанк;2982;Санкт-Петербург и обл.;4 363 246,00;4 392 568,00;-29 322,00;-0,67
340;-4;Платина;2347;Москва и обл.;4 355 432,00;4 777 546,00;-422 114,00;-8,84
341;7;МФБанк;3163;Москва и обл.;4 339 165,00;4 220 902,00;118 263,00;2,80
342;12;Банк Инноваций и Развития;2647;Москва и обл.;4 312 233,00;4 100 362,00;211 871,00;5,17
343;31;Объединенный Резервный Банк;937;Москва и обл.;4 306 532,00;3 607 802,00;698 730,00;19,37
344;-2;Хованский;2145;Москва и обл.;4 286 040,00;4 448 136,00;-162 096,00;-3,64
345;5;ВостСибтранскомбанк;2731;Иркутская обл.;4 245 701,00;4 176 247,00;69 454,00;1,66
346;-2;Финансово-Промышленный Капитал;3295;Москва и обл.;4 232 353,00;4 297 978,00;-65 625,00;-1,53
347;5;Роял Кредит Банк;783;Хабаровский край;4 227 149,00;4 164 378,00;62 771,00;1,51
348;36;Ростфинанс;481;Ростовская обл.;4 186 748,00;3 434 488,00;752 260,00;21,90
349;2;Радиотехбанк;1166;Нижегородская обл.;4 171 469,00;4 175 741,00;-4 272,00;-0,10
350;7;Бинбанк Столица;3052;Москва и обл.;4 170 404,00;4 041 488,00;128 916,00;3,19
351;-6;Выборг-Банк;720;Санкт-Петербург и обл.;4 133 401,00;4 269 003,00;-135 602,00;-3,18
352;7;Международный Коммерческий Банк;2524;Москва и обл.;4 131 488,00;3 939 144,00;192 344,00;4,88
353;13;Руссобанк;2313;Москва и обл.;4 079 522,00;3 790 760,00;288 762,00;7,62
354;-5;РАМ Банк;3480;Москва и обл.;4 051 584,00;4 191 657,00;-140 073,00;-3,34
355;0;Мастер-Капитал;3011;Москва и обл.;4 042 010,00;4 080 373,00;-38 363,00;-0,94
356;2;Стройлесбанк;2995;Тюменская обл.;3 976 272,00;3 939 394,00;36 878,00;0,94
357;7;Банк Заречье;817;Татарстан;3 963 197,00;3 894 156,00;69 041,00;1,77
358;3;УМ-Банк;1441;Свердловская обл.;3 936 700,00;3 922 211,00;14 489,00;0,37
359;-18;Юнистрим;3467;Москва и обл.;3 891 884,00;4 505 176,00;-613 292,00;-13,61
360;5;Айви Банк;2055;Москва и обл.;3 859 787,00;3 831 043,00;28 744,00;0,75
361;-8;Бест Эффортс Банк;435;Москва и обл.;3 859 614,00;4 109 314,00;-249 700,00;-6,08
362;-15;ЮMoney;3510;Россия;3 832 735,00;4 259 178,00;-426 443,00;-10,01
363;19;Банк Реалист;2646;Москва и обл.;3 825 422,00;3 459 501,00;365 921,00;10,58
364;86;Сельмашбанк;106;Ростовская обл.;3 822 370,00;2 194 142,00;1 628 228,00;74,21
365;4;Аксонбанк;680;Костромская обл.;3 801 239,00;3 759 447,00;41 792,00;1,11
366;1;Невский Банк;1068;Санкт-Петербург и обл.;3 783 479,00;3 774 411,00;9 068,00;0,24
367;1;Национальный Залоговый Банк;2944;Москва и обл.;3 774 097,00;3 760 925,00;13 172,00;0,35
368;11;Долинск;857;Сахалинская обл.;3 717 696,00;3 474 562,00;243 134,00;7,00
369;-9;Бланк Банк;2368;Москва и обл.;3 682 750,00;3 922 763,00;-240 013,00;-6,12
370;1;Уралпромбанк;2964;Челябинская обл.;3 664 926,00;3 709 991,00;-45 065,00;-1,21
371;4;Иваново;1763;Ивановская обл.;3 656 761,00;3 557 003,00;99 758,00;2,80
372;-2;Метрополь;1639;Москва и обл.;3 641 132,00;3 726 061,00;-84 929,00;-2,28
373;13;Мегаполис;3265;Чувашия;3 626 784,00;3 413 127,00;213 657,00;6,26
374;30;Крыловский;456;Краснодарский край;3 589 802,00;2 993 924,00;595 878,00;19,90
375;5;ИСБ;3010;Москва и обл.;3 546 877,00;3 471 531,00;75 346,00;2,17
376;5;Ермак;1809;Ханты-Мансийский АО — Югра;3 543 788,00;3 471 381,00;72 407,00;2,09
377;-14;Кузнецкий Мост;2254;Москва и обл.;3 527 196,00;3 897 082,00;-369 886,00;-9,49
378;22;Крокус-Банк;2682;Москва и обл.;3 455 779,00;3 058 105,00;397 674,00;13,00
379;-1;Камчаткомагропромбанк;545;Камчатская обл.;3 436 042,00;3 491 737,00;-55 695,00;-1,60
380;-3;Алтайкапиталбанк;2659;Алтайский край;3 424 854,00;3 491 877,00;-67 023,00;-1,92
381;-8;Рапида;3371;Москва и обл.;3 374 423,00;3 686 606,00;-312 183,00;-8,47
382;1;РТС-Банк;3401;Самарская обл.;3 356 389,00;3 452 316,00;-95 927,00;-2,78
383;19;Еврокапитал-Альянс;2672;Ярославская обл.;3 352 270,00;3 014 898,00;337 372,00;11,19
384;5;НОКССбанк;3202;Волгоградская обл.;3 309 028,00;3 252 549,00;56 479,00;1,74
385;2;Центрально-Европейский Банк;2670;Москва и обл.;3 271 090,00;3 295 611,00;-24 521,00;-0,74
386;6;Сибэс;208;Омская обл.;3 267 303,00;3 205 950,00;61 353,00;1,91
387;7;Братский АНКБ;1144;Иркутская обл.;3 254 094,00;3 191 284,00;62 810,00;1,97
388;0;ИТ Банк;2609;Омская обл.;3 253 334,00;3 274 476,00;-21 142,00;-0,65
389;4;Банк Экономический Союз;2798;Москва и обл.;3 247 246,00;3 193 116,00;54 130,00;1,70
390;6;Донхлеббанк;2285;Ростовская обл.;3 226 121,00;3 154 511,00;71 610,00;2,27
391;0;Живаго Банк;2065;Рязанская обл.;3 219 315,00;3 231 020,00;-11 705,00;-0,36
392;-7;Новый Московский Банк;2932;Москва и обл.;3 209 228,00;3 420 184,00;-210 956,00;-6,17
393;-3;Кубанский Универсальный Банк;2898;Краснодарский край;3 143 289,00;3 233 194,00;-89 905,00;-2,78
394;15;Татагропромбанк;728;Татарстан;3 125 228,00;2 875 646,00;249 582,00;8,68
395;18;Первый Инвестиционный Банк;604;Москва и обл.;3 070 022,00;2 820 177,00;249 845,00;8,86
396;3;Евроальянс;1781;Ивановская обл.;3 038 070,00;3 066 885,00;-28 815,00;-0,94
397;4;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 032 401,00;3 024 641,00;7 760,00;0,26
398;9;Банк Премьер Кредит;1663;Москва и обл.;3 013 843,00;2 953 175,00;60 668,00;2,05
399;-2;Региональный Коммерческий Банк;836;Ульяновская обл.;2 981 979,00;3 137 901,00;-155 922,00;-4,97
400;12;Костромаселькомбанк;1115;Костромская обл.;2 980 979,00;2 844 174,00;136 805,00;4,81
401;7;РБА;3413;Москва и обл.;2 952 945,00;2 931 292,00;21 653,00;0,74
402;4;Кредпромбанк;1165;Ярославская обл.;2 914 092,00;2 956 716,00;-42 624,00;-1,44
403;-5;Экономикс-Банк;2136;Москва и обл.;2 896 173,00;3 084 651,00;-188 478,00;-6,11
404;12;Владбизнесбанк;903;Владимирская обл.;2 868 904,00;2 762 397,00;106 507,00;3,86
405;-43;Оргбанк;3312;Москва и обл.;2 853 827,00;3 910 005,00;-1 056 178,00;-27,01
406;-1;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 840 686,00;2 958 801,00;-118 115,00;-3,99
407;11;Йошкар-Ола;2802;Марий Эл;2 837 671,00;2 720 628,00;117 043,00;4,30
408;6;Аспект;608;Москва и обл.;2 828 758,00;2 791 364,00;37 394,00;1,34
409;-6;Международный Банк Развития;2704;Москва и обл.;2 810 641,00;3 006 213,00;-195 572,00;-6,51
410;1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 793 658,00;2 847 290,00;-53 632,00;-1,88
411;6;ЮМК Банк;3495;Краснодарский край;2 724 513,00;2 722 344,00;2 169,00;0,08
412;9;Новое Время;3492;Москва и обл.;2 692 662,00;2 589 769,00;102 893,00;3,97
413;7;Озон Банк;3516;Москва и обл.;2 690 694,00;2 640 069,00;50 625,00;1,92
414;10;Унифондбанк;3416;Москва и обл.;2 655 061,00;2 536 577,00;118 484,00;4,67
415;11;Апабанк;2404;Москва и обл.;2 611 967,00;2 526 430,00;85 537,00;3,39
416;15;Заубер Банк;1614;Санкт-Петербург и обл.;2 603 563,00;2 452 147,00;151 416,00;6,17
417;10;Новация;840;Адыгея;2 602 222,00;2 512 414,00;89 808,00;3,57
418;4;Канский;860;Красноярский край;2 598 534,00;2 566 074,00;32 460,00;1,26
419;20;БСТ-Банк;2883;Кемеровская обл.;2 580 742,00;2 365 210,00;215 532,00;9,11
420;-10;Первый Клиентский Банк;3436;Москва и обл.;2 577 513,00;2 865 122,00;-287 609,00;-10,04
421;15;Межрегиональный Почтовый Банк;3171;Москва и обл.;2 537 898,00;2 390 677,00;147 221,00;6,16
422;1;Промсельхозбанк;538;Москва и обл.;2 509 331,00;2 549 977,00;-40 646,00;-1,59
423;11;Кредит Экспресс;3186;Ростовская обл.;2 493 539,00;2 395 581,00;97 958,00;4,09
424;32;Столичный Кредит;2853;Москва и обл.;2 493 210,00;2 079 557,00;413 653,00;19,89
425;5;Газнефтьбанк;3223;Саратовская обл.;2 479 950,00;2 476 394,00;3 556,00;0,14
426;-1;Элита;1399;Калужская обл.;2 470 875,00;2 533 821,00;-62 946,00;-2,48
427;5;ИРС;272;Москва и обл.;2 468 421,00;2 420 913,00;47 508,00;1,96
428;1;Кросна-Банк;2607;Москва и обл.;2 454 408,00;2 495 556,00;-41 148,00;-1,65
429;9;Росбизнесбанк;1405;Москва и обл.;2 446 427,00;2 375 569,00;70 858,00;2,98
430;5;Взаимодействие;1704;Новосибирская обл.;2 426 804,00;2 394 526,00;32 278,00;1,35
431;-16;Система;2846;Москва и обл.;2 414 542,00;2 768 592,00;-354 050,00;-12,79
432;-4;Внешфинбанк;3173;Краснодарский край;2 384 358,00;2 504 350,00;-119 992,00;-4,79
433;7;Вологдабанк;992;Вологодская обл.;2 381 754,00;2 340 919,00;40 835,00;1,74
434;-1;Резерв;2364;Челябинская обл.;2 374 918,00;2 404 826,00;-29 908,00;-1,24
435;8;Тальменка-Банк;826;Алтайский край;2 364 964,00;2 265 990,00;98 974,00;4,37
436;9;Алтынбанк;2070;Татарстан;2 338 703,00;2 245 898,00;92 805,00;4,13
437;-18;Новый Символ;370;Москва и обл.;2 321 152,00;2 700 859,00;-379 707,00;-14,06
438;10;Банк Пермь;875;Пермская обл.;2 289 611,00;2 230 403,00;59 208,00;2,65
439;8;К2 Банк;2851;Карачаево-Черкесия;2 289 320,00;2 231 620,00;57 700,00;2,59
440;2;Международный Строительный Банк;3484;Москва и обл.;2 285 430,00;2 286 760,00;-1 330,00;-0,06
441;11;Спиритбанк;2053;Тульская обл.;2 254 624,00;2 119 468,00;135 156,00;6,38
442;4;Вкабанк;1027;Астраханская обл.;2 248 804,00;2 244 906,00;3 898,00;0,17
443;1;Викинг;2;Санкт-Петербург и обл.;2 243 862,00;2 262 637,00;-18 775,00;-0,83
444;9;Яринтербанк;2564;Ярославская обл.;2 210 309,00;2 098 428,00;111 881,00;5,33
445;4;Далена Банк;1948;Москва и обл.;2 204 240,00;2 201 366,00;2 874,00;0,13
446;14;Булгар Банк;1917;Ярославская обл.;2 196 317,00;2 056 501,00;139 816,00;6,80
447;11;Профессионал Банк;3296;Москва и обл.;2 129 682,00;2 072 531,00;57 151,00;2,76
448;25;Московский Вексельный Банк;2697;Москва и обл.;2 111 667,00;1 877 695,00;233 972,00;12,46
449;6;Капитал;575;Москва и обл.;2 108 312,00;2 085 690,00;22 622,00;1,08
450;4;Миръ;3089;Москва и обл.;2 104 375,00;2 091 330,00;13 045,00;0,62
451;12;Народный Банк;2249;Карачаево-Черкесия;2 097 434,00;1 987 483,00;109 951,00;5,53
452;7;Старооскольский Агропромбанк;1050;Белгородская обл.;2 096 252,00;2 071 469,00;24 783,00;1,20
453;-12;Преодоление;2649;Москва и обл.;2 082 150,00;2 308 304,00;-226 154,00;-9,80
454;13;Россита-Банк;3257;Москва и обл.;2 064 622,00;1 952 637,00;111 985,00;5,74
455;-18;Банк Глобус;2438;Москва и обл.;2 064 173,00;2 385 978,00;-321 805,00;-13,49
456;15;Златкомбанк;568;Москва и обл.;2 049 411,00;1 895 119,00;154 292,00;8,14
457;5;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 998 924,00;2 000 287,00;-1 363,00;-0,07
458;3;Проинвестбанк;784;Пермская обл.;1 978 726,00;2 001 160,00;-22 434,00;-1,12
459;7;Кетовский Коммерческий Банк;842;Курганская обл.;1 959 025,00;1 953 218,00;5 807,00;0,30
460;-3;Руна-Банк;3207;Москва и обл.;1 939 030,00;2 076 381,00;-137 351,00;-6,61
461;7;Кемсоцинбанк;96;Кемеровская обл.;1 934 961,00;1 932 147,00;2 814,00;0,15
462;7;Вятич;2796;Рязанская обл.;1 930 484,00;1 924 270,00;6 214,00;0,32
463;7;КОР;2148;Волгоградская обл.;1 906 966,00;1 898 368,00;8 598,00;0,45
464;8;Современные Стандарты Бизнеса;3397;Москва и обл.;1 903 727,00;1 892 251,00;11 476,00;0,61
465;13;Крона-Банк;2499;Иркутская обл.;1 898 421,00;1 785 414,00;113 007,00;6,33
466;9;Майкопбанк;1136;Адыгея;1 850 381,00;1 862 939,00;-12 558,00;-0,67
467;13;Приобье;537;Ханты-Мансийский АО — Югра;1 847 763,00;1 760 847,00;86 916,00;4,94
468;6;Земкомбанк;574;Ростовская обл.;1 829 352,00;1 865 100,00;-35 748,00;-1,92
469;7;ПэйПал Ру;3517;Москва и обл.;1 820 865,00;1 820 865,00;0,00;0
470;-6;Народный Доверительный Банк;2374;Москва и обл.;1 804 666,00;1 985 766,00;-181 100,00;-9,12
471;16;Великие Луки Банк;598;Псковская обл.;1 753 619,00;1 686 704,00;66 915,00;3,97
472;-7;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 745 623,00;1 984 758,00;-239 135,00;-12,05
473;12;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 742 145,00;1 704 545,00;37 600,00;2,21
474;23;Мурманский Расчетный Центр;3341;Мурманская обл.;1 737 401,00;1 571 478,00;165 923,00;10,56
475;7;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 719 949,00;1 750 480,00;-30 531,00;-1,74
476;22;Холмск;503;Сахалинская обл.;1 712 150,00;1 554 612,00;157 538,00;10,13
477;7;Лайтбанк;3177;Москва и обл.;1 711 101,00;1 736 941,00;-25 840,00;-1,49
478;14;ИК Банк;1732;Татарстан;1 708 001,00;1 661 553,00;46 448,00;2,80
479;10;Новый Кредитный Союз;3139;Москва и обл.;1 701 269,00;1 664 938,00;36 331,00;2,18
480;1;Дом-Банк;3209;Москва и обл.;1 697 217,00;1 758 621,00;-61 404,00;-3,49
481;-2;Социум-Банк;2881;Москва и обл.;1 686 323,00;1 767 869,00;-81 546,00;-4,61
482;9;Америкэн Экспресс Банк;3460;Москва и обл.;1 677 872,00;1 662 275,00;15 597,00;0,94
483;5;Бум-Банк;1137;Кабардино-Балкария;1 670 430,00;1 666 330,00;4 100,00;0,25
484;6;Тагилбанк;1635;Свердловская обл.;1 663 508,00;1 664 332,00;-824,00;-0,05
485;-2;Вестинтербанк;3398;Москва и обл.;1 660 048,00;1 741 148,00;-81 100,00;-4,66
486;-9;Спутник;1071;Оренбургская обл.;1 654 036,00;1 785 834,00;-131 798,00;-7,38
487;6;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 651 502,00;1 656 475,00;-4 973,00;-0,30
488;7;Икано Банк;3519;Центр;1 606 857,00;1 593 347,00;13 510,00;0,85
489;26;Ноосфера;2650;Республика Алтай;1 604 731,00;1 336 199,00;268 532,00;20,10
490;6;Объединенная Расчетная Система;3342;Москва и обл.;1 553 673,00;1 587 847,00;-34 174,00;-2,15
491;3;Акцент;696;Оренбургская обл.;1 530 394,00;1 638 369,00;-107 975,00;-6,59
492;11;Арзамас;1281;Нижегородская обл.;1 523 036,00;1 492 047,00;30 989,00;2,08
493;9;Саратов;330;Саратовская обл.;1 517 332,00;1 495 554,00;21 778,00;1,46
494;22;Сервис Резерв;2034;Москва и обл.;1 508 919,00;1 330 477,00;178 442,00;13,41
495;-9;Соколовский;2830;Москва и обл.;1 486 156,00;1 691 136,00;-204 980,00;-12,12
496;15;Первый Дортрансбанк;3271;Кировская обл.;1 464 094,00;1 397 110,00;66 984,00;4,79
497;2;Тендер-Банк;2252;Москва и обл.;1 457 490,00;1 548 889,00;-91 399,00;-5,90
498;10;Нальчик;695;Кабардино-Балкария;1 449 080,00;1 429 139,00;19 941,00;1,40
499;7;Калуга;1151;Калужская обл.;1 448 369,00;1 434 956,00;13 413,00;0,93
500;25;Инкаробанк;2696;Москва и обл.;1 445 474,00;1 254 548,00;190 926,00;15,22
501;6;Кузбассхимбанк;2868;Кемеровская обл.;1 444 405,00;1 429 206,00;15 199,00;1,06
502;-2;Уралфинанс;1370;Свердловская обл.;1 439 801,00;1 539 490,00;-99 689,00;-6,48
503;-2;Прайм Финанс;2758;Санкт-Петербург и обл.;1 427 917,00;1 508 480,00;-80 563,00;-5,34
504;5;Риал-Кредит;3393;Москва и обл.;1 422 181,00;1 417 520,00;4 661,00;0,33
505;7;Синергия;2884;Саратовская обл.;1 418 720,00;1 385 388,00;33 332,00;2,41
506;8;Вэлтон Банк;1105;Белгородская обл.;1 381 239,00;1 351 730,00;29 509,00;2,18
507;3;Новый Век;3417;Москва и обл.;1 377 537,00;1 407 203,00;-29 666,00;-2,11
508;9;Арсенал;3000;Москва и обл.;1 332 296,00;1 327 392,00;4 904,00;0,37
509;-5;Саммит Банк;85;Приморский край;1 331 596,00;1 473 489,00;-141 893,00;-9,63
510;8;Почтобанк;1788;Пермская обл.;1 329 649,00;1 320 638,00;9 011,00;0,68
511;17;ГринКомБанк;1184;Иркутская обл.;1 326 017,00;1 236 447,00;89 570,00;7,24
512;12;РФИ Банк;3351;Москва и обл.;1 317 491,00;1 271 393,00;46 098,00;3,63
513;8;Финтрастбанк;3104;Москва и обл.;1 307 880,00;1 296 366,00;11 514,00;0,89
514;-9;Агора;3231;Москва и обл.;1 304 097,00;1 435 159,00;-131 062,00;-9,13
515;5;Примтеркомбанк;21;Приморский край;1 291 028,00;1 301 735,00;-10 707,00;-0,82
516;6;Тетраполис;1586;Санкт-Петербург и обл.;1 284 300,00;1 284 300,00;0,00;0
517;9;Михайловский ПЖСБ;2961;Волгоградская обл.;1 242 442,00;1 252 943,00;-10 501,00;-0,84
518;12;Кредитинвест;1197;Дагестан;1 239 624,00;1 181 911,00;57 713,00;4,88
519;0;Химик;1114;Нижегородская обл.;1 179 717,00;1 313 921,00;-134 204,00;-10,21
520;9;Новый Промышленный Банк;930;Москва и обл.;1 158 351,00;1 213 032,00;-54 681,00;-4,51
521;13;Камский Горизонт;2554;Татарстан;1 156 769,00;1 120 397,00;36 372,00;3,25
522;16;Сталь Банк;2248;Москва и обл.;1 144 270,00;1 090 063,00;54 207,00;4,97
523;8;Курган;2568;Курганская обл.;1 144 193,00;1 130 937,00;13 256,00;1,17
524;15;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 140 354,00;1 075 193,00;65 161,00;6,06
525;18;Максима;3379;Москва и обл.;1 136 792,00;1 036 094,00;100 698,00;9,72
526;-3;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 131 539,00;1 272 141,00;-140 602,00;-11,05
527;8;Первоуральскбанк;965;Свердловская обл.;1 130 912,00;1 114 504,00;16 408,00;1,47
