Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2012, тыс. рублей;Декабрь, 2011, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;3;Евромет;2902;Москва и обл.;9 059 015,00;8 348 555,00;710 460,00;8,51
260;-12;СЭБ Банк;3235;Санкт-Петербург и обл.;8 882 216,00;9 184 888,00;-302 672,00;-3,30
261;88;Вега-Банк;3270;Москва и обл.;8 850 495,00;4 898 916,00;3 951 579,00;80,66
262;-8;Руснарбанк;3403;Москва и обл.;8 843 920,00;9 037 667,00;-193 747,00;-2,14
263;255;Киви Банк;2241;Москва и обл.;8 820 563,00;2 370 125,00;6 450 438,00;272,16
264;0;РусЮгбанк;2093;Волгоградская обл.;8 721 254,00;8 270 388,00;450 866,00;5,45
265;2;Нефтяной Альянс;2859;Москва и обл.;8 691 884,00;8 180 906,00;510 978,00;6,25
266;0;Промсбербанк;1043;Москва и обл.;8 678 896,00;8 238 169,00;440 727,00;5,35
267;27;РосинтерБанк;226;Москва и обл.;8 599 507,00;6 846 253,00;1 753 254,00;25,61
268;5;Банк Акцепт;567;Новосибирская обл.;8 594 964,00;7 876 264,00;718 700,00;9,12
269;-9;Международный Акционерный Банк;1987;Москва и обл.;8 561 744,00;8 545 178,00;16 566,00;0,19
270;4;Екатеринбург;3161;Свердловская обл.;8 557 548,00;7 826 680,00;730 868,00;9,34
271;124;Башинвестбанк;2189;Башкортостан;8 556 916,00;4 010 178,00;4 546 738,00;113,38
272;14;Экспресс;3084;Дагестан;8 537 210,00;7 238 080,00;1 299 130,00;17,95
273;-35;Тройка-Д Банк;3431;Москва и обл.;8 532 300,00;9 524 742,00;-992 442,00;-10,42
274;3;Снежинский;1376;Челябинская обл.;8 506 485,00;7 595 488,00;910 997,00;11,99
275;-12;МАК-Банк;1088;Москва и обл.;8 505 735,00;8 283 571,00;222 164,00;2,68
276;84;Платина;2347;Москва и обл.;8 466 598,00;4 534 758,00;3 931 840,00;86,70
277;-20;Данске Банк;3307;Санкт-Петербург и обл.;8 327 276,00;8 845 823,00;-518 547,00;-5,86
278;26;Международный Коммерческий Банк;2524;Москва и обл.;8 269 413,00;6 350 312,00;1 919 101,00;30,22
279;-18;БайкалБанк;2632;Бурятия;8 238 061,00;8 539 562,00;-301 501,00;-3,53
280;-10;Новый Московский Банк;2932;Москва и обл.;8 172 805,00;8 018 102,00;154 703,00;1,93
281;-16;Международный Банк Развития;2704;Москва и обл.;8 132 242,00;8 254 931,00;-122 689,00;-1,49
282;-7;АйСиБиСи Банк;3475;Москва и обл.;8 036 798,00;7 767 937,00;268 861,00;3,46
283;-7;НОМОС-Банк-Сибирь;410;Новосибирская обл.;7 956 116,00;7 623 271,00;332 845,00;4,37
284;4;Белгородсоцбанк;760;Белгородская обл.;7 920 096,00;7 211 163,00;708 933,00;9,83
285;-14;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;7 889 231,00;7 920 943,00;-31 712,00;-0,40
286;-2;Унифин;2654;Москва и обл.;7 859 197,00;7 263 155,00;596 042,00;8,21
287;2;Первый Экспресс;3237;Тульская обл.;7 713 954,00;7 125 456,00;588 498,00;8,26
288;-3;Кредит-Москва;5;Москва и обл.;7 673 528,00;7 241 245,00;432 283,00;5,97
289;4;Ставропольпромстройбанк;1288;Ставропольский край;7 617 808,00;6 925 919,00;691 889,00;9,99
290;-11;Метробанк;2548;Москва и обл.;7 613 250,00;7 512 687,00;100 563,00;1,34
291;-13;Северо-Восточный Альянс;2768;Москва и обл.;7 589 461,00;7 520 768,00;68 693,00;0,91
292;-10;Волго-Камский Банк;282;Самарская обл.;7 577 777,00;7 368 110,00;209 667,00;2,85
293;-21;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 349 928,00;7 893 497,00;-543 569,00;-6,89
294;-7;АФ Банк;991;Башкортостан;7 341 418,00;7 221 349,00;120 069,00;1,66
295;7;Росавтобанк;2767;Москва и обл.;7 230 405,00;6 560 108,00;670 297,00;10,22
296;9;Финам Банк;2799;Москва и обл.;7 227 954,00;6 289 523,00;938 431,00;14,92
297;10;Банк Инноваций и Развития;2647;Москва и обл.;7 212 541,00;6 163 830,00;1 048 711,00;17,01
298;-7;ОПМ-Банк;2734;Москва и обл.;7 174 640,00;7 010 054,00;164 586,00;2,35
299;-7;КС Банк;1752;Мордовия;7 153 434,00;6 946 621,00;206 813,00;2,98
300;-3;НИКО-Банк;702;Оренбургская обл.;7 074 981,00;6 705 296,00;369 685,00;5,51
301;33;Славия;2664;Москва и обл.;6 945 131,00;5 326 801,00;1 618 330,00;30,38
302;1;Русь;704;Оренбургская обл.;6 901 464,00;6 527 802,00;373 662,00;5,72
303;-7;Русский Ипотечный Банк;1968;Москва и обл.;6 828 405,00;6 803 201,00;25 204,00;0,37
304;5;РАМ Банк;3480;Москва и обл.;6 748 218,00;6 036 158,00;712 060,00;11,80
305;-7;Хованский;2145;Москва и обл.;6 712 973,00;6 629 592,00;83 381,00;1,26
306;-11;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 654 832,00;6 813 184,00;-158 352,00;-2,32
307;4;Тусар;2712;Москва и обл.;6 638 523,00;6 018 017,00;620 506,00;10,31
308;-7;Банк Финсервис;3388;Москва и обл.;6 593 842,00;6 567 370,00;26 472,00;0,40
309;-3;Автоторгбанк;2776;Москва и обл.;6 549 935,00;6 166 570,00;383 365,00;6,22
310;14;ПВ-Банк;634;Ульяновская обл.;6 512 782,00;5 723 371,00;789 411,00;13,79
311;-1;Томскпромстройбанк;1720;Томская обл.;6 465 561,00;6 023 707,00;441 854,00;7,34
312;-12;Темпбанк;55;Москва и обл.;6 352 311,00;6 608 936,00;-256 625,00;-3,88
313;1;Югра;880;Тюменская обл.;6 327 047,00;5 949 431,00;377 616,00;6,35
314;2;Датабанк;646;Удмуртия;6 253 260,00;5 861 333,00;391 927,00;6,69
315;-25;Славянский Кредит;2960;Москва и обл.;6 246 599,00;7 076 571,00;-829 972,00;-11,73
316;5;Рускобанк;138;Санкт-Петербург и обл.;6 181 668,00;5 742 903,00;438 765,00;7,64
317;1;Банк на Красных Воротах;2472;Москва и обл.;6 153 655,00;5 803 574,00;350 081,00;6,03
318;4;ПИР Банк;2655;Москва и обл.;6 119 574,00;5 742 261,00;377 313,00;6,57
319;-6;Волга-Кредит;1153;Самарская обл.;6 044 945,00;5 993 387,00;51 558,00;0,86
320;-39;Кузнецкий Мост;2254;Москва и обл.;6 026 858,00;7 426 523,00;-1 399 665,00;-18,85
321;-13;Транснациональный Банк;2108;Москва и обл.;5 993 327,00;6 089 264,00;-95 937,00;-1,58
322;9;Бенифит-Банк;3229;Москва и обл.;5 933 824,00;5 409 799,00;524 025,00;9,69
323;0;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 892 917,00;5 725 496,00;167 421,00;2,92
324;-5;Банк Казани;708;Татарстан;5 881 030,00;5 759 637,00;121 393,00;2,11
325;-13;Солид Банк;1329;Камчатская обл.;5 865 186,00;6 002 551,00;-137 365,00;-2,29
326;-9;Уралкапиталбанк;2519;Башкортостан;5 864 488,00;5 845 210,00;19 278,00;0,33
327;16;Экспресс-Кредит;210;Москва и обл.;5 863 698,00;5 094 189,00;769 509,00;15,11
328;1;Ю Би Эс Банк;3463;Москва и обл.;5 793 589,00;5 451 960,00;341 629,00;6,27
329;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;5 767 512,00;5 639 883,00;127 629,00;2,26
330;0;Монолит;1967;Москва и обл.;5 720 788,00;5 444 610,00;276 178,00;5,07
331;-3;Банк Торгового Финансирования;1982;Москва и обл.;5 689 974,00;5 468 516,00;221 458,00;4,05
332;1;Бинбанк Тверь;777;Тверская обл.;5 685 146,00;5 334 718,00;350 428,00;6,57
333;-1;Волжский Социальный Банк;2428;Самарская обл.;5 678 330,00;5 388 286,00;290 044,00;5,38
334;3;Потенциал;1019;Самарская обл.;5 660 357,00;5 258 990,00;401 367,00;7,63
335;4;ЕвроситиБанк;1869;Ставропольский край;5 655 488,00;5 168 337,00;487 151,00;9,43
336;5;Банк Раунд;2506;Москва и обл.;5 654 264,00;5 155 661,00;498 603,00;9,67
337;17;Актив Банк;2529;Мордовия;5 648 331,00;4 697 708,00;950 623,00;20,24
338;24;Военно-Промышленный Банк;3065;Москва и обл.;5 588 977,00;4 528 003,00;1 060 974,00;23,43
339;-14;Миллениум Банк;3423;Москва и обл.;5 582 635,00;5 686 401,00;-103 766,00;-1,82
340;246;Объединенная Расчетная Система;3342;Москва и обл.;5 568 235,00;1 718 892,00;3 849 343,00;223,94
341;-21;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 558 592,00;5 752 096,00;-193 504,00;-3,36
342;-7;Проминвестбанк;2433;Москва и обл.;5 557 354,00;5 307 678,00;249 676,00;4,70
343;-5;Автоградбанк;1455;Татарстан;5 540 804,00;5 239 464,00;301 340,00;5,75
344;7;Сиббизнесбанк;2539;Тюменская обл.;5 507 737,00;4 755 799,00;751 938,00;15,81
345;-30;Ишбанк;2867;Москва и обл.;5 497 317,00;5 918 454,00;-421 137,00;-7,12
346;46;Руссобанк;2313;Москва и обл.;5 440 183,00;4 052 463,00;1 387 720,00;34,24
347;9;Банк Кремлевский;2905;Москва и обл.;5 333 308,00;4 646 189,00;687 119,00;14,79
348;-1;ФДБ;3071;Москва и обл.;5 294 559,00;4 921 826,00;372 733,00;7,57
349;32;Эксперт Банк;2949;Омская обл.;5 294 141,00;4 269 678,00;1 024 463,00;23,99
350;-23;Бланк Банк;2368;Москва и обл.;5 291 046,00;5 499 041,00;-207 995,00;-3,78
351;-11;Альба Альянс;2593;Москва и обл.;5 244 549,00;5 165 756,00;78 793,00;1,53
352;32;Профит Банк;3234;Москва и обл.;5 220 419,00;4 207 427,00;1 012 992,00;24,08
353;-5;Юг-Инвестбанк;2772;Краснодарский край;5 197 310,00;4 909 469,00;287 841,00;5,86
354;-9;Северный Народный Банк;2721;Коми;5 186 019,00;5 004 159,00;181 860,00;3,63
355;30;Банк Развития Технологий;3441;Москва и обл.;5 140 648,00;4 200 399,00;940 249,00;22,38
356;-14;Трансстройбанк;2807;Москва и обл.;5 116 964,00;5 120 221,00;-3 257,00;-0,06
357;-13;Бинбанк Мурманск;1276;Мурманская обл.;5 067 186,00;5 037 643,00;29 543,00;0,59
358;18;Дил-Банк;3384;Москва и обл.;5 036 724,00;4 387 097,00;649 627,00;14,81
359;2;Ассоциация;732;Нижегородская обл.;5 026 935,00;4 534 019,00;492 916,00;10,87
360;-8;Фольксваген Банк Рус;3500;Москва и обл.;4 988 344,00;4 740 104,00;248 240,00;5,24
361;9;Московский Нефтехимический Банк;1411;Москва и обл.;4 973 494,00;4 436 575,00;536 919,00;12,10
362;7;Ренессанс;1939;Москва и обл.;4 940 842,00;4 441 095,00;499 747,00;11,25
363;12;Дагэнергобанк;3286;Дагестан;4 876 290,00;4 399 249,00;477 041,00;10,84
364;-81;Крокус-Банк;2682;Москва и обл.;4 869 858,00;7 365 523,00;-2 495 665,00;-33,88
365;34;Банк БФТ;2273;Москва и обл.;4 841 835,00;3 943 000,00;898 835,00;22,80
366;-11;Софрино;2972;Москва и обл.;4 790 718,00;4 664 704,00;126 014,00;2,70
367;24;Енисейский Объединенный Банк;2645;Красноярский край;4 780 733,00;4 065 281,00;715 452,00;17,60
368;-10;Банкхаус Эрбе;1717;Москва и обл.;4 780 274,00;4 576 729,00;203 545,00;4,45
369;-23;Экономикс-Банк;2136;Москва и обл.;4 767 884,00;4 967 207,00;-199 323,00;-4,01
370;-6;Белгородпромстройбанк;1816;Белгородская обл.;4 760 861,00;4 510 832,00;250 029,00;5,54
371;-21;Национальный Залоговый Банк;2944;Москва и обл.;4 738 281,00;4 826 428,00;-88 147,00;-1,83
372;33;Риабанк;3434;Москва и обл.;4 733 884,00;3 834 727,00;899 157,00;23,45
373;-20;Региональный Банк Развития;2782;Башкортостан;4 729 334,00;4 715 085,00;14 249,00;0,30
374;-7;Сибсоцбанк;2015;Алтайский край;4 716 011,00;4 473 097,00;242 914,00;5,43
375;-12;Генбанк;2490;Москва и обл.;4 704 347,00;4 523 158,00;181 189,00;4,01
376;40;Донинвест;1617;Ростовская обл.;4 690 558,00;3 634 798,00;1 055 760,00;29,05
377;-5;Лесбанк;1598;Москва и обл.;4 689 707,00;4 426 769,00;262 938,00;5,94
378;1;Бинбанк Смоленск;1957;Смоленская обл.;4 670 595,00;4 317 164,00;353 431,00;8,19
379;-14;Чувашкредитпромбанк;1280;Чувашия;4 648 594,00;4 504 169,00;144 425,00;3,21
380;-44;Агросоюз;1459;Оренбургская обл.;4 634 991,00;5 283 778,00;-648 787,00;-12,28
381;-24;Голдман Сакс Банк;3490;Москва и обл.;4 621 385,00;4 641 125,00;-19 740,00;-0,43
382;-16;Промтрансбанк;2638;Башкортостан;4 617 739,00;4 502 366,00;115 373,00;2,56
383;58;Финансовый Стандарт;1053;Москва и обл.;4 597 667,00;3 193 222,00;1 404 445,00;43,98
384;-7;Сибнефтебанк;385;Тюменская обл.;4 590 247,00;4 383 991,00;206 256,00;4,70
385;3;ОФК Банк;2270;Москва и обл.;4 579 421,00;4 148 465,00;430 956,00;10,39
386;7;Орловский Социальный Банк;2921;Орловская обл.;4 518 903,00;4 045 974,00;472 929,00;11,69
387;-9;Витас Банк;1955;Москва и обл.;4 503 658,00;4 368 938,00;134 720,00;3,08
388;-17;Нэклис-Банк;1671;Москва и обл.;4 479 967,00;4 426 870,00;53 097,00;1,20
389;11;Банк Развития Региона;3315;Северная Осетия — Алания;4 460 394,00;3 936 420,00;523 974,00;13,31
390;7;Мой Банк. Ипотека;2436;Башкортостан;4 449 989,00;4 004 566,00;445 423,00;11,12
391;124;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;4 436 014,00;2 389 330,00;2 046 684,00;85,66
392;-12;Анкор Банк;889;Татарстан;4 432 120,00;4 302 492,00;129 628,00;3,01
393;-25;Аскольд;2480;Смоленская обл.;4 380 298,00;4 472 939,00;-92 641,00;-2,07
394;-21;Вокбанк;312;Нижегородская обл.;4 369 188,00;4 419 433,00;-50 245,00;-1,14
395;3;Клиентский;2324;Москва и обл.;4 367 456,00;3 998 866,00;368 590,00;9,22
396;-13;Зернобанк;2337;Алтайский край;4 349 881,00;4 217 147,00;132 734,00;3,15
397;10;Промрегионбанк;2123;Томская обл.;4 344 021,00;3 767 447,00;576 574,00;15,30
398;30;Новопокровский;467;Краснодарский край;4 341 374,00;3 357 992,00;983 382,00;29,28
399;16;Экси-Банк;2530;Санкт-Петербург и обл.;4 338 896,00;3 635 149,00;703 747,00;19,36
400;11;Развитие;2729;Карачаево-Черкесия;4 299 576,00;3 677 845,00;621 731,00;16,90
401;-42;Стратегия;2801;Москва и обл.;4 283 899,00;4 561 399,00;-277 500,00;-6,08
402;24;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 275 395,00;3 388 299,00;887 096,00;26,18
403;-14;Лада-Кредит;2668;Самарская обл.;4 225 508,00;4 124 069,00;101 439,00;2,46
404;29;Джей энд Ти Банк;3061;Москва и обл.;4 217 289,00;3 297 336,00;919 953,00;27,90
405;-15;Хлебобанк;1812;Москва и обл.;4 194 505,00;4 114 722,00;79 783,00;1,94
406;-19;Банк БКФ;2684;Москва и обл.;4 179 764,00;4 165 275,00;14 489,00;0,35
407;13;Банк Расчетов и Сбережений;2617;Москва и обл.;4 134 459,00;3 530 686,00;603 773,00;17,10
408;-34;Коммерческий Банк Развития;3364;Москва и обл.;4 081 922,00;4 409 714,00;-327 792,00;-7,43
409;5;Русский Торговый Банк;2842;Москва и обл.;4 072 608,00;3 637 145,00;435 463,00;11,97
410;2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;4 053 300,00;3 639 252,00;414 048,00;11,38
411;-15;ВостСибтранскомбанк;2731;Иркутская обл.;4 050 843,00;4 007 641,00;43 202,00;1,08
412;-8;Новобанк;1352;Новгородская обл.;4 009 747,00;3 836 736,00;173 011,00;4,51
413;6;Юникорбанк;2586;Москва и обл.;3 984 127,00;3 532 057,00;452 070,00;12,80
414;13;Век;2299;Москва и обл.;3 965 307,00;3 368 932,00;596 375,00;17,70
415;35;Бинбанк Сургут;1701;Тюменская обл.;3 961 587,00;3 082 225,00;879 362,00;28,53
416;-15;Банк Город;2644;Москва и обл.;3 960 342,00;3 925 979,00;34 363,00;0,88
417;-9;Нижневолжский Коммерческий Банк;931;Саратовская обл.;3 939 646,00;3 741 246,00;198 400,00;5,30
418;-36;Реалист Банк;1067;Иркутская обл.;3 926 536,00;4 254 397,00;-327 861,00;-7,71
419;-17;Межрегиональный промышленно-строительный банк;752;Мордовия;3 896 698,00;3 906 068,00;-9 370,00;-0,24
420;-2;Банк Заречье;817;Татарстан;3 893 963,00;3 589 668,00;304 295,00;8,48
421;-15;Камский Коммерческий Банк;438;Татарстан;3 891 991,00;3 832 112,00;59 879,00;1,56
422;-12;Торгово-Строительный Банк;1250;Москва и обл.;3 831 965,00;3 701 948,00;130 017,00;3,51
423;-20;Промэнергобанк;2728;Вологодская обл.;3 811 192,00;3 899 226,00;-88 034,00;-2,26
424;-7;Зенит Сочи;232;Краснодарский край;3 786 823,00;3 619 413,00;167 410,00;4,63
425;20;Тендер-Банк;2252;Москва и обл.;3 773 736,00;3 123 122,00;650 614,00;20,83
426;12;Приоритет;3135;Самарская обл.;3 755 730,00;3 232 951,00;522 779,00;16,17
427;4;Транспортный;3174;Москва и обл.;3 755 211,00;3 321 854,00;433 357,00;13,05
428;-3;Кранбанк;2271;Ивановская обл.;3 709 722,00;3 404 120,00;305 602,00;8,98
429;8;Нейва;1293;Свердловская обл.;3 706 103,00;3 233 780,00;472 323,00;14,61
430;-7;Ермак;1809;Тюменская обл.;3 668 124,00;3 476 006,00;192 118,00;5,53
431;3;Тюменьагропромбанк;917;Тюменская обл.;3 638 548,00;3 273 325,00;365 223,00;11,16
432;-19;Русский Земельный Банк;2810;Москва и обл.;3 628 225,00;3 637 597,00;-9 372,00;-0,26
433;-24;Ураллига;1626;Челябинская обл.;3 601 722,00;3 719 691,00;-117 969,00;-3,17
434;-13;Хакасский Муниципальный Банк;1049;Хакасия;3 588 865,00;3 500 782,00;88 083,00;2,52
435;14;Профессионал Банк;3296;Москва и обл.;3 449 349,00;3 083 513,00;365 836,00;11,86
436;-4;Океан Банк;1697;Москва и обл.;3 424 204,00;3 302 088,00;122 116,00;3,70
437;3;Евроальянс;1781;Ивановская обл.;3 399 318,00;3 215 421,00;183 897,00;5,72
438;-16;Донкомбанк;492;Ростовская обл.;3 388 901,00;3 500 623,00;-111 722,00;-3,19
439;7;Еврокоммерц;1777;Москва и обл.;3 387 383,00;3 118 030,00;269 353,00;8,64
440;-16;Спецсетьстройбанк;3062;Москва и обл.;3 376 116,00;3 447 273,00;-71 157,00;-2,06
441;214;Объединенный Кредитный Банк;1118;Владимирская обл.;3 351 129,00;1 336 803,00;2 014 326,00;150,68
442;71;Мосуралбанк;2468;Москва и обл.;3 328 532,00;2 410 800,00;917 732,00;38,07
443;-4;Баренцбанк;2188;Мурманская обл.;3 322 805,00;3 218 779,00;104 026,00;3,23
444;26;Первый Инвестиционный Банк;604;Москва и обл.;3 306 559,00;2 771 019,00;535 540,00;19,33
445;21;Оргбанк;3312;Москва и обл.;3 304 785,00;2 825 186,00;479 599,00;16,98
446;9;РБА;3413;Ярославская обл.;3 294 338,00;2 982 887,00;311 451,00;10,44
447;-17;Интерактивный Банк;3378;Москва и обл.;3 243 256,00;3 341 145,00;-97 889,00;-2,93
448;4;Стромкомбанк;404;Красноярский край;3 241 558,00;3 049 213,00;192 345,00;6,31
449;-7;Уралпромбанк;2964;Челябинская обл.;3 232 351,00;3 156 317,00;76 034,00;2,41
450;-14;Инкаробанк;2696;Москва и обл.;3 230 551,00;3 244 296,00;-13 745,00;-0,42
451;-8;2Т Банк;625;Москва и обл.;3 230 401,00;3 153 489,00;76 912,00;2,44
452;22;Инвестиционный Союз;637;Москва и обл.;3 210 038,00;2 733 447,00;476 591,00;17,44
453;-24;Горбанк;2982;Санкт-Петербург и обл.;3 155 573,00;3 341 379,00;-185 806,00;-5,56
454;-6;Мастер-Капитал;3011;Москва и обл.;3 152 149,00;3 086 278,00;65 871,00;2,13
455;-1;Алтайкапиталбанк;2659;Алтайский край;3 151 158,00;2 984 462,00;166 696,00;5,59
456;-3;Камчаткомагропромбанк;545;Камчатская обл.;3 150 820,00;2 992 990,00;157 830,00;5,27
457;33;Москва-Сити;3247;Москва и обл.;3 124 831,00;2 575 132,00;549 699,00;21,35
458;45;Татсоцбанк;480;Татарстан;3 101 525,00;2 491 331,00;610 194,00;24,49
459;-12;ПК-Банк;2652;Нижегородская обл.;3 098 034,00;3 102 014,00;-3 980,00;-0,13
460;154;Новое Время;3492;Москва и обл.;3 081 008,00;1 536 026,00;1 544 982,00;100,58
461;-17;Межтрастбанк;2493;Москва и обл.;3 073 988,00;3 144 629,00;-70 641,00;-2,25
462;42;Крыловский;456;Краснодарский край;3 064 314,00;2 485 137,00;579 177,00;23,31
463;19;Газстройбанк;2919;Москва и обл.;3 061 002,00;2 655 105,00;405 897,00;15,29
464;35;Региональный Кредитный Банк;1608;Калининградская обл.;3 049 389,00;2 512 439,00;536 950,00;21,37
465;16;Интеркредит;3047;Москва и обл.;3 048 394,00;2 655 566,00;392 828,00;14,79
466;-8;Ипотека-Инвест;3070;Татарстан;3 033 833,00;2 942 142,00;91 691,00;3,12
467;0;Аспект;608;Москва и обл.;3 033 252,00;2 803 550,00;229 702,00;8,19
468;-5;Стройлесбанк;2995;Тюменская обл.;3 026 797,00;2 860 781,00;166 016,00;5,80
469;-7;Капитал;575;Москва и обл.;3 018 811,00;2 871 985,00;146 826,00;5,11
470;5;Союзный;3236;Москва и обл.;3 005 691,00;2 732 024,00;273 667,00;10,02
471;12;Северный Кредит;2398;Вологодская обл.;3 003 118,00;2 637 739,00;365 379,00;13,85
472;-13;Преодоление;2649;Москва и обл.;2 964 341,00;2 916 513,00;47 828,00;1,64
473;4;Итуруп;2390;Сахалинская обл.;2 952 787,00;2 727 477,00;225 310,00;8,26
474;33;Система;2846;Москва и обл.;2 937 324,00;2 461 453,00;475 871,00;19,33
475;9;Синко-Банк;2838;Москва и обл.;2 921 637,00;2 615 717,00;305 920,00;11,70
476;74;Банк МБФИ;2073;Москва и обл.;2 907 222,00;1 948 282,00;958 940,00;49,22
477;-26;Роял Кредит Банк;783;Хабаровский край;2 904 904,00;3 059 351,00;-154 447,00;-5,05
478;-17;Земский Банк;2900;Самарская обл.;2 893 887,00;2 882 308,00;11 579,00;0,40
479;-6;ИТ Банк;2609;Омская обл.;2 884 866,00;2 757 799,00;127 067,00;4,61
480;-11;Кузнецкий;609;Пензенская обл.;2 884 096,00;2 788 730,00;95 366,00;3,42
481;-2;Долинск;857;Сахалинская обл.;2 863 265,00;2 689 916,00;173 349,00;6,44
482;-18;Нефтепромбанк;2156;Москва и обл.;2 855 136,00;2 858 692,00;-3 556,00;-0,12
483;-3;Живаго Банк;2065;Рязанская обл.;2 852 674,00;2 655 674,00;197 000,00;7,42
484;-13;НОКССбанк;3202;Волгоградская обл.;2 826 060,00;2 770 745,00;55 315,00;2,00
485;6;Гринфилдбанк;2711;Москва и обл.;2 820 523,00;2 574 284,00;246 239,00;9,57
486;-14;Траст Капитал Банк;2741;Москва и обл.;2 816 399,00;2 758 759,00;57 640,00;2,09
487;-9;Уралприватбанк;153;Свердловская обл.;2 794 783,00;2 709 806,00;84 977,00;3,14
488;-28;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 788 575,00;2 906 955,00;-118 380,00;-4,07
489;13;Международный Инвестиционный Банк;2742;Москва и обл.;2 766 041,00;2 496 882,00;269 159,00;10,78
490;-2;Универсальный Кредит;2903;Москва и обл.;2 758 839,00;2 575 736,00;183 103,00;7,11
491;-26;Еврокредит;2957;Москва и обл.;2 732 177,00;2 827 618,00;-95 441,00;-3,38
492;109;УМ-Банк;1441;Свердловская обл.;2 724 266,00;1 629 354,00;1 094 912,00;67,20
493;-17;Республиканский Банк;3277;Москва и обл.;2 713 984,00;2 728 196,00;-14 212,00;-0,52
494;6;Росбизнесбанк;1405;Москва и обл.;2 697 890,00;2 511 697,00;186 193,00;7,41
495;1;Енисей;474;Красноярский край;2 694 016,00;2 529 709,00;164 307,00;6,50
496;-3;ИпоТек Банк;2794;Москва и обл.;2 691 037,00;2 572 002,00;119 035,00;4,63
497;-41;Азия-Инвест Банк;3303;Москва и обл.;2 688 085,00;2 968 551,00;-280 466,00;-9,45
498;10;Гагаринский;606;Москва и обл.;2 667 820,00;2 448 332,00;219 488,00;8,96
499;137;Республиканский Кредитный Альянс;3017;Москва и обл.;2 649 681,00;1 414 758,00;1 234 923,00;87,29
500;34;Союзпромбанк;2965;Москва и обл.;2 644 446,00;2 103 510,00;540 936,00;25,72
501;30;Бум-Банк;1137;Кабардино-Балкария;2 639 508,00;2 155 200,00;484 308,00;22,47
502;45;Невский Банк;1068;Санкт-Петербург и обл.;2 636 402,00;1 986 977,00;649 425,00;32,68
503;-68;Банк Премьер Кредит;1663;Коми;2 636 278,00;3 246 308,00;-610 030,00;-18,79
504;-3;Объединенный Банк Развития;3345;Москва и обл.;2 629 584,00;2 508 065,00;121 519,00;4,85
505;-19;Венец;524;Ульяновская обл.;2 626 314,00;2 589 186,00;37 128,00;1,43
506;111;Далетбанк;3049;Москва и обл.;2 623 654,00;1 529 967,00;1 093 687,00;71,48
507;3;Милбанк;3256;Москва и обл.;2 622 215,00;2 442 423,00;179 792,00;7,36
508;-13;Тульский Промышленник;2382;Тульская обл.;2 588 288,00;2 544 316,00;43 972,00;1,73
509;23;Тагилбанк;1635;Свердловская обл.;2 579 282,00;2 148 510,00;430 772,00;20,05
510;7;Уссури;596;Хабаровский край;2 578 987,00;2 384 211,00;194 776,00;8,17
511;-26;ЕвроАксис Банк;3273;Москва и обл.;2 576 011,00;2 603 647,00;-27 636,00;-1,06
512;9;ИРС;272;Москва и обл.;2 553 222,00;2 334 780,00;218 442,00;9,36
513;-56;Мосводоканалбанк;2863;Москва и обл.;2 552 817,00;2 964 688,00;-411 871,00;-13,89
514;9;Агророс;2860;Саратовская обл.;2 549 615,00;2 323 098,00;226 517,00;9,75
515;-4;Сберинвестбанк;1743;Свердловская обл.;2 545 911,00;2 423 494,00;122 417,00;5,05
516;-29;Витабанк;356;Санкт-Петербург и обл.;2 541 225,00;2 582 494,00;-41 269,00;-1,60
517;134;Кредитинвест;1197;Дагестан;2 527 338,00;1 371 324,00;1 156 014,00;84,30
518;-29;Социум-Банк;2881;Москва и обл.;2 516 935,00;2 575 562,00;-58 627,00;-2,28
519;-22;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 503 758,00;2 524 392,00;-20 634,00;-0,82
520;8;Банк РМП;2574;Москва и обл.;2 503 223,00;2 258 041,00;245 182,00;10,86
521;3;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 497 552,00;2 313 198,00;184 354,00;7,97
522;-8;Вологжанин;1896;Вологодская обл.;2 488 689,00;2 397 205,00;91 484,00;3,82
523;-31;Вкабанк;1027;Астраханская обл.;2 476 402,00;2 572 150,00;-95 748,00;-3,72
524;57;Витязь;2890;Москва и обл.;2 464 751,00;1 759 740,00;705 011,00;40,06
525;-13;Национальный Банк Сбережений;1949;Ивановская обл.;2 462 894,00;2 411 825,00;51 069,00;2,12
526;9;Интеркапитал-Банк;2706;Мордовия;2 455 135,00;2 088 464,00;366 671,00;17,56
527;-21;РНКБ;1354;Москва и обл.;2 433 105,00;2 476 691,00;-43 586,00;-1,76
