Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2019, тыс. рублей;Февраль, 2019, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;7;Индустриальный Сберегательный Банк;3175;Москва и обл.;4 787 699,00;4 404 748,00;382 951,00;8,69
260;1;Горбанк;2982;Санкт-Петербург и обл.;4 681 947,00;4 741 030,00;-59 083,00;-1,25
261;3;Донкомбанк;492;Ростовская обл.;4 612 609,00;4 581 134,00;31 475,00;0,69
262;1;Платина;2347;Москва и обл.;4 602 107,00;4 728 722,00;-126 615,00;-2,68
263;39;Сельмашбанк;106;Ростовская обл.;4 472 093,00;3 159 535,00;1 312 558,00;41,54
264;-2;Крокус-Банк;2682;Москва и обл.;4 469 807,00;4 733 536,00;-263 729,00;-5,57
265;3;Икано Банк;3519;Москва и обл.;4 228 791,00;4 243 049,00;-14 258,00;-0,34
266;6;Заубер Банк;1614;Санкт-Петербург и обл.;4 224 858,00;4 015 838,00;209 020,00;5,20
267;-2;Стройлесбанк;2995;Тюменская обл.;4 205 267,00;4 409 153,00;-203 886,00;-4,62
268;-1;Мегаполис;3265;Чувашия;4 131 732,00;4 256 819,00;-125 087,00;-2,94
269;-9;Долинск;857;Сахалинская обл.;4 105 795,00;4 877 766,00;-771 971,00;-15,83
270;0;Славянский Кредит;2960;Москва и обл.;3 978 510,00;4 085 625,00;-107 115,00;-2,62
271;0;НОКССбанк;3202;Волгоградская обл.;3 952 838,00;4 075 303,00;-122 465,00;-3,01
272;6;Вологжанин;1896;Вологодская обл.;3 934 360,00;3 859 249,00;75 111,00;1,95
273;0;Московский Коммерческий Банк;3172;Москва и обл.;3 908 029,00;3 949 020,00;-40 991,00;-1,04
274;0;Братский АНКБ;1144;Иркутская обл.;3 900 269,00;3 944 958,00;-44 689,00;-1,13
275;0;Уралпромбанк;2964;Челябинская обл.;3 858 774,00;3 924 123,00;-65 349,00;-1,67
276;11;Бланк Банк;2368;Москва и обл.;3 783 188,00;3 585 215,00;197 973,00;5,52
277;14;Оргбанк;3312;Москва и обл.;3 776 645,00;3 371 597,00;405 048,00;12,01
278;-9;Объединенный Резервный Банк;937;Москва и обл.;3 761 137,00;4 116 671,00;-355 534,00;-8,64
279;0;Алтайкапиталбанк;2659;Алтайский край;3 708 577,00;3 777 784,00;-69 207,00;-1,83
280;-3;Бест Эффортс Банк;435;Москва и обл.;3 690 908,00;3 907 240,00;-216 332,00;-5,54
281;4;Уралфинанс;1370;Свердловская обл.;3 687 507,00;3 612 864,00;74 643,00;2,07
282;-2;Банк Кремлевский;2905;Москва и обл.;3 683 744,00;3 752 734,00;-68 990,00;-1,84
283;-7;Банк Реалист;2646;Москва и обл.;3 625 617,00;3 923 157,00;-297 540,00;-7,58
284;-3;Унифондбанк;3416;Москва и обл.;3 549 252,00;3 742 541,00;-193 289,00;-5,16
285;3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 542 198,00;3 549 838,00;-7 640,00;-0,22
286;0;Евразийский Банк;969;Москва и обл.;3 508 414,00;3 600 608,00;-92 194,00;-2,56
287;2;ПэйПал Ру;3517;Москва и обл.;3 453 999,00;3 453 999,00;0,00;0
288;2;Владбизнесбанк;903;Владимирская обл.;3 453 724,00;3 425 710,00;28 014,00;0,82
289;-6;ЮМК Банк;3495;Краснодарский край;3 432 027,00;3 629 730,00;-197 703,00;-5,45
290;2;Первый Клиентский Банк;3436;Москва и обл.;3 376 572,00;3 361 628,00;14 944,00;0,44
291;6;Иваново;1763;Ивановская обл.;3 315 753,00;3 271 924,00;43 829,00;1,34
292;1;Элита;1399;Калужская обл.;3 286 216,00;3 361 490,00;-75 274,00;-2,24
293;14;Новый Век;3417;Москва и обл.;3 257 349,00;3 054 250,00;203 099,00;6,65
294;4;Международный Коммерческий Банк;2524;Москва и обл.;3 254 950,00;3 224 922,00;30 028,00;0,93
295;1;Банк Фридом Финанс;1143;Москва и обл.;3 238 927,00;3 337 809,00;-98 882,00;-2,96
296;-2;Современные Стандарты Бизнеса;3397;Москва и обл.;3 165 689,00;3 360 492,00;-194 803,00;-5,80
297;4;Живаго Банк;2065;Рязанская обл.;3 155 586,00;3 172 946,00;-17 360,00;-0,55
298;7;РАМ Банк;3480;Москва и обл.;3 128 303,00;3 082 646,00;45 657,00;1,48
299;5;Экси-Банк;2530;Санкт-Петербург и обл.;3 065 526,00;3 111 600,00;-46 074,00;-1,48
300;0;Банкхаус Эрбе;1717;Москва и обл.;3 034 953,00;3 209 149,00;-174 196,00;-5,43
301;5;ИТ Банк;2609;Омская обл.;3 029 294,00;3 078 326,00;-49 032,00;-1,59
302;9;Синко-Банк;2838;Москва и обл.;2 944 358,00;2 887 794,00;56 564,00;1,96
303;5;Банк Заречье;817;Татарстан;2 927 884,00;2 975 170,00;-47 286,00;-1,59
304;10;БСТ-Банк;2883;Кемеровская обл.;2 919 250,00;2 861 882,00;57 368,00;2,00
305;4;Евроальянс;1781;Ивановская обл.;2 897 555,00;2 938 686,00;-41 131,00;-1,40
306;-3;Далена Банк;1948;Москва и обл.;2 893 574,00;3 146 126,00;-252 552,00;-8,03
307;-8;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 889 612,00;3 209 584,00;-319 972,00;-9,97
308;7;Юнистрим;3467;Москва и обл.;2 887 499,00;2 841 913,00;45 586,00;1,60
309;4;РБА;3413;Москва и обл.;2 841 927,00;2 871 384,00;-29 457,00;-1,03
310;0;Витабанк;356;Санкт-Петербург и обл.;2 796 202,00;2 907 110,00;-110 908,00;-3,82
311;7;Социум-Банк;2881;Москва и обл.;2 791 395,00;2 739 596,00;51 799,00;1,89
312;4;Ермак;1809;Ханты-Мансийский АО — Югра;2 775 110,00;2 825 056,00;-49 946,00;-1,77
313;-18;Итуруп;2390;Сахалинская обл.;2 758 371,00;3 341 410,00;-583 039,00;-17,45
314;3;Невский Банк;1068;Санкт-Петербург и обл.;2 680 551,00;2 761 311,00;-80 760,00;-2,92
315;-3;Внешфинбанк;3173;Краснодарский край;2 649 903,00;2 877 405,00;-227 502,00;-7,91
316;4;Газнефтьбанк;3223;Саратовская обл.;2 643 299,00;2 649 759,00;-6 460,00;-0,24
317;4;Система;2846;Москва и обл.;2 611 831,00;2 641 384,00;-29 553,00;-1,12
318;1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 611 179,00;2 692 787,00;-81 608,00;-3,03
319;13;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 601 095,00;2 398 354,00;202 741,00;8,45
320;4;Озон Банк;3516;Москва и обл.;2 538 483,00;2 530 383,00;8 100,00;0,32
321;4;Первоуральскбанк;965;Свердловская обл.;2 538 271,00;2 507 224,00;31 047,00;1,24
322;1;Мобильная карта;3522;Санкт-Петербург и обл.;2 531 803,00;2 531 803,00;0,00;0
323;-1;Кемсоцинбанк;96;Кемеровская обл.;2 529 342,00;2 565 944,00;-36 602,00;-1,43
324;3;Яринтербанк;2564;Ярославская обл.;2 465 977,00;2 440 723,00;25 254,00;1,03
325;1;Йошкар-Ола;2802;Марий Эл;2 462 448,00;2 485 244,00;-22 796,00;-0,92
326;9;Профессионал Банк;3296;Москва и обл.;2 415 802,00;2 316 125,00;99 677,00;4,30
327;3;Кетовский Коммерческий Банк;842;Курганская обл.;2 415 072,00;2 410 857,00;4 215,00;0,17
328;26;Новый Московский Банк;2932;Москва и обл.;2 392 799,00;2 016 092,00;376 707,00;18,69
329;-1;Первый Инвестиционный Банк;604;Москва и обл.;2 353 679,00;2 415 105,00;-61 426,00;-2,54
330;1;Народный Банк;2249;Карачаево-Черкесия;2 335 519,00;2 400 341,00;-64 822,00;-2,70
331;3;Костромаселькомбанк;1115;Костромская обл.;2 316 720,00;2 340 787,00;-24 067,00;-1,03
332;13;ИРС;272;Москва и обл.;2 294 095,00;2 201 403,00;92 692,00;4,21
333;0;Банк Пермь;875;Пермская обл.;2 284 397,00;2 342 543,00;-58 146,00;-2,48
334;3;АвтоКредитБанк;1973;Татарстан;2 254 353,00;2 272 087,00;-17 734,00;-0,78
335;-51;ФинТех;3499;Москва и обл.;2 243 851,00;3 616 099,00;-1 372 248,00;-37,95
336;2;Тендер-Банк;2252;Москва и обл.;2 241 297,00;2 257 410,00;-16 113,00;-0,71
337;-1;Аспект;608;Москва и обл.;2 236 069,00;2 305 914,00;-69 845,00;-3,03
338;3;Америкэн Экспресс Банк;3460;Москва и обл.;2 235 301,00;2 210 445,00;24 856,00;1,12
339;-10;Банк Глобус;2438;Москва и обл.;2 234 070,00;2 411 153,00;-177 083,00;-7,34
340;8;Саратов;330;Саратовская обл.;2 204 526,00;2 169 472,00;35 054,00;1,62
341;6;Кросна-Банк;2607;Москва и обл.;2 171 134,00;2 189 118,00;-17 984,00;-0,82
342;-2;Приобье;537;Ханты-Мансийский АО — Югра;2 160 881,00;2 243 931,00;-83 050,00;-3,70
343;0;Вкабанк;1027;Астраханская обл.;2 148 615,00;2 203 319,00;-54 704,00;-2,48
344;-5;РТС-Банк;3401;Самарская обл.;2 122 130,00;2 247 616,00;-125 486,00;-5,58
345;1;ИК Банк;1732;Татарстан;2 120 304,00;2 200 374,00;-80 070,00;-3,64
346;-2;Викинг;2;Санкт-Петербург и обл.;2 113 972,00;2 202 714,00;-88 742,00;-4,03
347;2;Капитал;575;Москва и обл.;2 074 865,00;2 090 924,00;-16 059,00;-0,77
348;3;Великие Луки Банк;598;Псковская обл.;2 066 948,00;2 067 470,00;-522,00;-0,03
349;4;Кредпромбанк;1165;Ярославская обл.;2 060 815,00;2 036 926,00;23 889,00;1,17
350;7;Арзамас;1281;Нижегородская обл.;2 008 279,00;1 950 369,00;57 910,00;2,97
351;-1;Старооскольский Агропромбанк;1050;Белгородская обл.;1 993 718,00;2 069 399,00;-75 681,00;-3,66
352;4;Первый Дортрансбанк;3271;Кировская обл.;1 962 970,00;1 964 837,00;-1 867,00;-0,10
353;5;Россита-Банк;3257;Москва и обл.;1 961 254,00;1 931 845,00;29 409,00;1,52
354;-2;Дом-Банк;3209;Москва и обл.;1 952 157,00;2 040 210,00;-88 053,00;-4,32
355;4;Межбанковский Кредитный Союз;3242;Москва и обл.;1 794 119,00;1 870 469,00;-76 350,00;-4,08
356;5;Спиритбанк;2053;Тульская обл.;1 764 390,00;1 836 654,00;-72 264,00;-3,93
357;6;Элекснет;3314;Москва и обл.;1 742 834,00;1 742 834,00;0,00;0
358;-76;Новокиб;1747;Кемеровская обл.;1 730 542,00;3 642 421,00;-1 911 879,00;-52,49
359;3;Майкопбанк;1136;Адыгея;1 720 505,00;1 786 446,00;-65 941,00;-3,69
360;6;Калуга;1151;Калужская обл.;1 676 976,00;1 700 908,00;-23 932,00;-1,41
361;8;Кузбассхимбанк;2868;Кемеровская обл.;1 672 888,00;1 673 764,00;-876,00;-0,05
362;3;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 669 252,00;1 716 240,00;-46 988,00;-2,74
363;11;Прайм Финанс;2758;Санкт-Петербург и обл.;1 646 149,00;1 596 396,00;49 753,00;3,12
364;3;Спутник;1071;Самарская обл.;1 638 736,00;1 692 384,00;-53 648,00;-3,17
365;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 613 447,00;1 684 923,00;-71 476,00;-4,24
366;9;Крона-Банк;2499;Иркутская обл.;1 595 442,00;1 566 817,00;28 625,00;1,83
367;3;Кузнецкий Мост;2254;Москва и обл.;1 592 714,00;1 668 068,00;-75 354,00;-4,52
368;5;Промсельхозбанк;538;Москва и обл.;1 576 811,00;1 629 857,00;-53 046,00;-3,25
369;-9;Росбизнесбанк;1405;Москва и обл.;1 564 035,00;1 843 447,00;-279 412,00;-15,16
370;13;Земкомбанк;574;Ростовская обл.;1 546 734,00;1 409 923,00;136 811,00;9,70
371;1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 544 003,00;1 649 353,00;-105 350,00;-6,39
372;5;Алтынбанк;2070;Татарстан;1 528 514,00;1 528 724,00;-210,00;-0,01
373;6;Ноосфера;2650;Республика Алтай;1 509 574,00;1 525 575,00;-16 001,00;-1,05
374;4;Столичный Кредит;2853;Москва и обл.;1 486 204,00;1 526 097,00;-39 893,00;-2,61
375;6;Проинвестбанк;784;Пермская обл.;1 469 959,00;1 455 720,00;14 239,00;0,98
376;-5;Апабанк;2404;Москва и обл.;1 421 151,00;1 654 137,00;-232 986,00;-14,09
377;-1;Руна-Банк;3207;Москва и обл.;1 415 953,00;1 543 749,00;-127 796,00;-8,28
378;-14;Примтеркомбанк;21;Приморский край;1 412 683,00;1 730 812,00;-318 129,00;-18,38
379;36;МТИ Банк;1052;Москва и обл.;1 381 953,00;956 177,00;425 776,00;44,53
380;5;Вакобанк;1291;Псковская обл.;1 368 149,00;1 391 425,00;-23 276,00;-1,67
381;7;Сервис Резерв;2034;Москва и обл.;1 360 147,00;1 351 498,00;8 649,00;0,64
382;2;Республиканский Кредитный Альянс;3017;Москва и обл.;1 331 612,00;1 409 325,00;-77 713,00;-5,51
383;4;Прохладный;874;Кабардино-Балкария;1 330 481,00;1 367 074,00;-36 593,00;-2,68
384;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 329 248,00;1 350 937,00;-21 689,00;-1,61
385;-43;Яндекс Банк;3027;Москва и обл.;1 327 526,00;2 210 246,00;-882 720,00;-39,94
386;-6;Нальчик;695;Кабардино-Балкария;1 324 904,00;1 461 287,00;-136 383,00;-9,33
387;3;Спецстройбанк;236;Москва и обл.;1 305 674,00;1 332 524,00;-26 850,00;-2,01
388;-6;Народный Доверительный Банк;2374;Москва и обл.;1 303 794,00;1 432 788,00;-128 994,00;-9,00
389;12;РФИ Банк;3351;Москва и обл.;1 292 355,00;1 180 755,00;111 600,00;9,45
390;7;Международный Расчетный Банк;3028;Москва и обл.;1 268 034,00;1 203 837,00;64 197,00;5,33
391;1;Тексбанк;2756;Карачаево-Черкесия;1 267 938,00;1 252 599,00;15 339,00;1,22
392;-6;Банк РМП;2574;Москва и обл.;1 252 415,00;1 367 484,00;-115 069,00;-8,41
393;0;Саммит Банк;85;Приморский край;1 249 719,00;1 249 050,00;669,00;0,05
394;-3;Почтобанк;1788;Пермская обл.;1 247 869,00;1 301 587,00;-53 718,00;-4,13
395;1;Курган;2568;Курганская обл.;1 218 792,00;1 216 251,00;2 541,00;0,21
396;11;Расчетные Решения;3524;Москва и обл.;1 171 084,00;1 078 201,00;92 883,00;8,61
397;2;Национальный Банк Сбережений;1949;Ивановская обл.;1 165 046,00;1 195 906,00;-30 860,00;-2,58
398;2;Невастройинвест;1926;Санкт-Петербург и обл.;1 130 646,00;1 189 070,00;-58 424,00;-4,91
399;5;ЕАТП Банк;1765;Астраханская обл.;1 128 598,00;1 154 406,00;-25 808,00;-2,24
400;5;Дон-Тексбанк;1818;Ростовская обл.;1 122 541,00;1 090 672,00;31 869,00;2,92
401;-6;ИСБ;3010;Москва и обл.;1 110 915,00;1 216 603,00;-105 688,00;-8,69
402;-8;Агора;3231;Москва и обл.;1 095 793,00;1 246 546,00;-150 753,00;-12,09
403;0;Майский;1673;Кабардино-Балкария;1 094 442,00;1 155 287,00;-60 845,00;-5,27
404;2;Байкалкредобанк;2990;Иркутская обл.;1 068 668,00;1 084 872,00;-16 204,00;-1,49
405;3;Соколовский;2830;Москва и обл.;1 035 199,00;1 062 406,00;-27 207,00;-2,56
406;7;Мурманский Расчетный Центр;3341;Мурманская обл.;1 026 944,00;983 750,00;43 194,00;4,39
407;4;Народный Инвестиционный Банк;2876;Самарская обл.;1 020 299,00;994 896,00;25 403,00;2,55
408;-10;Русский Банк Сбережений;779;Ставропольский край;970 367,00;1 200 454,00;-230 087,00;-19,17
409;0;Кредитинвест;1197;Дагестан;970 277,00;1 000 194,00;-29 917,00;-2,99
410;4;Синергия;2884;Саратовская обл.;959 983,00;982 207,00;-22 224,00;-2,26
411;16;Финчер;3486;Москва и обл.;949 621,00;773 093,00;176 528,00;22,83
412;4;Банк РСИ;3415;Москва и обл.;941 653,00;939 473,00;2 180,00;0,23
413;4;Классик Эконом Банк;3298;Северная Осетия — Алания;926 326,00;935 170,00;-8 844,00;-0,95
414;-4;Максима;3379;Москва и обл.;910 580,00;998 589,00;-88 009,00;-8,81
415;-3;Космос;2245;Москва и обл.;903 945,00;986 409,00;-82 464,00;-8,36
416;2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;902 006,00;934 795,00;-32 789,00;-3,51
417;4;Объединенный Банк Республики;1016;Чувашия;867 027,00;885 423,00;-18 396,00;-2,08
418;1;Народный Банк Тувы;1309;Тыва;833 012,00;904 283,00;-71 271,00;-7,88
419;6;Балаково-Банк;444;Саратовская обл.;830 379,00;813 271,00;17 108,00;2,10
420;2;Холдинвестбанк;2837;Москва и обл.;827 841,00;846 038,00;-18 197,00;-2,15
421;2;ГринКомБанк;1184;Иркутская обл.;814 795,00;832 128,00;-17 333,00;-2,08
422;-2;Металлург;2877;Москва и обл.;797 814,00;889 024,00;-91 210,00;-10,26
423;1;Монета.ру;3508;Марий Эл;785 037,00;831 173,00;-46 136,00;-5,55
424;-22;Химик;1114;Нижегородская обл.;756 373,00;1 176 403,00;-420 030,00;-35,70
425;7;Вятич;2796;Рязанская обл.;726 287,00;689 548,00;36 739,00;5,33
426;2;Холмск;503;Сахалинская обл.;721 316,00;768 517,00;-47 201,00;-6,14
427;-1;Прокоммерцбанк;2996;Москва и обл.;699 634,00;788 429,00;-88 795,00;-11,26
428;3;РусьРегионБанк;685;Москва и обл.;695 535,00;721 641,00;-26 106,00;-3,62
429;0;Гефест;1046;Тверская обл.;658 126,00;726 069,00;-67 943,00;-9,36
430;5;Центрально-Азиатский;3037;Хакасия;655 105,00;668 542,00;-13 437,00;-2,01
431;-1;Единая касса;3512;Москва и обл.;644 431,00;723 639,00;-79 208,00;-10,95
432;5;Славянбанк;804;Новгородская обл.;640 066,00;632 262,00;7 804,00;1,23
433;1;Ресурс-Траст;3122;Москва и обл.;639 323,00;671 500,00;-32 177,00;-4,79
434;-1;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;625 357,00;682 435,00;-57 078,00;-8,36
435;7;Геобанк;2027;Москва и обл.;597 286,00;597 593,00;-307,00;-0,05
436;0;Жилкредит;1736;Москва и обл.;588 398,00;646 209,00;-57 811,00;-8,95
437;4;Онего;2484;Карелия;587 006,00;602 571,00;-15 565,00;-2,58
438;7;Рента-Банк;3095;Москва и обл.;586 491,00;569 976,00;16 515,00;2,90
439;0;Вайлдберриз Банк;841;Адыгея;582 832,00;616 721,00;-33 889,00;-5,50
440;6;Эко-Инвест;3116;Москва и обл.;539 986,00;531 273,00;8 713,00;1,64
441;10;Единая Расчетная Палата;384;Москва и обл.;537 757,00;436 449,00;101 308,00;23,21
442;-2;Взаимодействие;1704;Новосибирская обл.;532 535,00;606 745,00;-74 210,00;-12,23
443;4;МВС Банк;2407;Дагестан;506 693,00;498 745,00;7 948,00;1,59
444;5;Таганрогбанк;3136;Ростовская обл.;502 754,00;468 828,00;33 926,00;7,24
445;-7;РИБ;2749;Москва и обл.;500 903,00;616 936,00;-116 033,00;-18,81
446;-3;Дружба;990;Тюменская обл.;499 470,00;595 319,00;-95 849,00;-16,10
447;1;Лэнд Кредит;1478;Москва и обл.;480 521,00;491 645,00;-11 124,00;-2,26
448;2;Континенталь;3184;Ставропольский край;450 817,00;443 619,00;7 198,00;1,62
449;3;Электронный платежный сервис;3509;Москва и обл.;428 689,00;428 689,00;0,00;0
450;3;Сетевая Расчетная Палата;3332;Татарстан;422 957,00;398 565,00;24 392,00;6,12
451;-7;Деньги.Мэйл.Ру;3511;Москва и обл.;417 671,00;570 752,00;-153 081,00;-26,82
452;2;Банк Берейт;3505;Санкт-Петербург и обл.;407 679,00;388 479,00;19 200,00;4,94
453;11;Русское Финансовое Общество;3427;Москва и обл.;383 580,00;265 280,00;118 300,00;44,59
454;3;Северстройбанк;3507;Вологодская обл.;372 985,00;367 978,00;5 007,00;1,36
455;0;Тайдон;2085;Кемеровская обл.;369 743,00;369 117,00;626,00;0,17
456;0;Платежный Стандарт;3530;Новосибирская обл.;368 269,00;368 269,00;0,00;0
457;3;Альтернатива;3452;Москва и обл.;367 657,00;353 652,00;14 005,00;3,96
458;1;Промсвязьинвест;2761;Дагестан;334 249,00;362 072,00;-27 823,00;-7,68
459;2;Дальний Восток;3318;Приморский край;327 219,00;347 787,00;-20 568,00;-5,91
460;3;Объединенная Расчетная Система;3342;Москва и обл.;294 309,00;292 403,00;1 906,00;0,65
461;1;Платежи и Расчеты;3324;Самарская обл.;291 000,00;299 774,00;-8 774,00;-2,93
462;3;ПэйЮ;3518;Москва и обл.;264 056,00;264 056,00;0,00;0
463;3;Моби.Деньги;3523;Москва и обл.;255 041,00;255 041,00;0,00;0
464;3;Нарат;1902;Татарстан;238 184,00;237 464,00;720,00;0,30
465;5;Р-Инкас;3536;Москва и обл.;200 322,00;179 876,00;20 446,00;11,37
466;2;Премиум;3514;Москва и обл.;184 002,00;184 002,00;0,00;0
467;2;Элексир;3533;Москва и обл.;179 885,00;182 220,00;-2 335,00;-1,28
468;3;Красноярский Краевой Расчетный Центр;3483;Красноярский край;167 303,00;166 054,00;1 249,00;0,75
469;3;Вест;2605;Москва и обл.;118 301,00;117 380,00;921,00;0,78
470;3;Перспектива;3532;Омская обл.;89 532,00;89 532,00;0,00;0
471;3;Элплат;3535;Удмуртия;67 480,00;67 480,00;0,00;0
472;-117;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;67 396,00;1 981 378,00;-1 913 982,00;-96,60
473;2;Инэко;3520;Ивановская обл.;20 926,00;20 926,00;0,00;0
474;3;21 Век;3309;Санкт-Петербург и обл.;14 590,00;15 460,00;-870,00;-5,63
475;1;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;12 115,00;19 344,00;-7 229,00;-37,37
