Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2017, тыс. рублей;Январь, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
255;-1;Финам Банк;2799;Москва и обл.;7 351 019,00;7 280 238,00;70 781,00;0,97
256;4;Углеметбанк;2997;Челябинская обл.;7 273 108,00;6 997 015,00;276 093,00;3,95
257;1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 194 579,00;7 248 501,00;-53 922,00;-0,74
258;4;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 165 026,00;6 896 557,00;268 469,00;3,89
259;-4;Чувашкредитпромбанк;1280;Чувашия;7 072 298,00;7 265 235,00;-192 937,00;-2,66
260;-31;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;7 055 234,00;9 173 715,00;-2 118 481,00;-23,09
261;16;Руснарбанк;3403;Москва и обл.;6 994 944,00;6 366 351,00;628 593,00;9,87
262;2;Хакасский Муниципальный Банк;1049;Хакасия;6 962 439,00;6 792 393,00;170 046,00;2,50
263;-14;Голдман Сакс Банк;3490;Москва и обл.;6 828 964,00;7 618 080,00;-789 116,00;-10,36
264;3;Уралкапиталбанк;2519;Башкортостан;6 786 782,00;6 666 674,00;120 108,00;1,80
265;1;Русь;704;Оренбургская обл.;6 738 089,00;6 739 372,00;-1 283,00;-0,02
266;-3;Ю Би Эс Банк;3463;Москва и обл.;6 622 767,00;6 797 701,00;-174 934,00;-2,57
267;6;Газтрансбанк;665;Адыгея;6 599 811,00;6 538 736,00;61 075,00;0,93
268;-11;Проминвестбанк;2433;Москва и обл.;6 588 451,00;7 250 249,00;-661 798,00;-9,13
269;-4;Банк БКФ;2684;Москва и обл.;6 575 514,00;6 777 136,00;-201 622,00;-2,98
270;-1;Конфидэнс Банк;970;Костромская обл.;6 524 361,00;6 613 791,00;-89 430,00;-1,35
271;4;Коммерческий Индо Банк;3446;Москва и обл.;6 513 077,00;6 423 734,00;89 343,00;1,39
272;18;РЕСО Кредит;3450;Москва и обл.;6 503 919,00;5 822 170,00;681 749,00;11,71
273;-2;Славянский Кредит;2960;Москва и обл.;6 461 352,00;6 560 587,00;-99 235,00;-1,51
274;14;Новобанк;1352;Новгородская обл.;6 433 570,00;5 943 566,00;490 004,00;8,24
275;-1;Северный Народный Банк;2721;Коми;6 356 058,00;6 488 657,00;-132 599,00;-2,04
276;0;Кубаньторгбанк;478;Краснодарский край;6 325 767,00;6 410 386,00;-84 619,00;-1,32
277;8;Нейва;1293;Свердловская обл.;6 251 036,00;6 060 847,00;190 189,00;3,14
278;5;Индустриальный Сберегательный Банк;3175;Москва и обл.;6 233 665,00;6 182 470,00;51 195,00;0,83
279;0;Сити Инвест Банк;3194;Санкт-Петербург и обл.;6 224 124,00;6 322 891,00;-98 767,00;-1,56
280;4;ФорБанк;2063;Москва и обл.;6 159 327,00;6 121 383,00;37 944,00;0,62
281;5;Автоградбанк;1455;Татарстан;6 140 998,00;6 046 051,00;94 947,00;1,57
282;0;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 090 553,00;6 219 757,00;-129 204,00;-2,08
283;-15;Енисейский Объединенный Банк;2645;Красноярский край;6 034 554,00;6 613 847,00;-579 293,00;-8,76
284;5;Сибсоцбанк;2015;Алтайский край;6 006 757,00;5 882 949,00;123 808,00;2,10
285;2;Банк ПСА Финанс Рус;3481;Москва и обл.;5 874 436,00;5 976 346,00;-101 910,00;-1,71
286;6;Владпромбанк;870;Владимирская обл.;5 830 140,00;5 766 956,00;63 184,00;1,10
287;-6;ГПБ-Ипотека;2403;Москва и обл.;5 814 753,00;6 225 541,00;-410 788,00;-6,60
288;5;Зираат Банк;2559;Москва и обл.;5 776 249,00;5 635 764,00;140 485,00;2,49
289;-9;Гута-Банк;256;Москва и обл.;5 775 577,00;6 296 089,00;-520 512,00;-8,27
290;-12;Чайнасельхозбанк;3529;Москва и обл.;5 690 338,00;6 361 593,00;-671 255,00;-10,55
291;4;Уссури;596;Хабаровский край;5 617 804,00;5 591 310,00;26 494,00;0,47
292;-1;Севастопольский Морской Банк;3528;Севастополь;5 590 260,00;5 816 316,00;-226 056,00;-3,89
293;1;Риабанк;3434;Москва и обл.;5 566 301,00;5 629 352,00;-63 051,00;-1,12
294;5;Агророс;2860;Саратовская обл.;5 520 078,00;5 375 462,00;144 616,00;2,69
295;7;Итуруп;2390;Сахалинская обл.;5 442 513,00;5 348 282,00;94 231,00;1,76
296;2;Эс-Би-Ай Банк;3185;Москва и обл.;5 413 796,00;5 467 518,00;-53 722,00;-0,98
297;14;Витабанк;356;Санкт-Петербург и обл.;5 369 644,00;4 906 946,00;462 698,00;9,43
298;-1;Камский Коммерческий Банк;438;Татарстан;5 318 627,00;5 508 521,00;-189 894,00;-3,45
299;6;Земский Банк;2900;Самарская обл.;5 315 194,00;5 161 409,00;153 785,00;2,98
300;-4;Нэклис-Банк;1671;Москва и обл.;5 243 320,00;5 563 888,00;-320 568,00;-5,76
301;-1;Банк Торгового Финансирования;1982;Москва и обл.;5 229 924,00;5 364 083,00;-134 159,00;-2,50
302;1;Объединенный Резервный Банк;937;Москва и обл.;5 175 433,00;5 261 340,00;-85 907,00;-1,63
303;-2;Зенит Сочи;232;Краснодарский край;5 126 237,00;5 351 748,00;-225 511,00;-4,21
304;12;Москва-Сити;3247;Москва и обл.;5 070 219,00;4 770 301,00;299 918,00;6,29
305;9;Венец;524;Ульяновская обл.;4 957 148,00;4 852 364,00;104 784,00;2,16
306;2;Банк Кремлевский;2905;Москва и обл.;4 953 393,00;4 986 996,00;-33 603,00;-0,67
307;20;Русский Национальный Банк;469;Ростовская обл.;4 920 887,00;4 386 194,00;534 693,00;12,19
308;9;Долинск;857;Сахалинская обл.;4 885 362,00;4 715 919,00;169 443,00;3,59
309;6;Синко-Банк;2838;Москва и обл.;4 874 592,00;4 818 817,00;55 775,00;1,16
310;-4;Гаранти Банк — Москва;3275;Москва и обл.;4 853 089,00;5 068 056,00;-214 967,00;-4,24
311;8;Бинбанк Столица;3052;Москва и обл.;4 841 215,00;4 669 386,00;171 829,00;3,68
312;9;Евразийский Банк;969;Москва и обл.;4 813 675,00;4 554 952,00;258 723,00;5,68
313;0;Вологжанин;1896;Вологодская обл.;4 778 981,00;4 867 966,00;-88 985,00;-1,83
314;-44;Платина;2347;Москва и обл.;4 753 065,00;6 611 611,00;-1 858 546,00;-28,11
315;-3;Кузнецкий;609;Пензенская обл.;4 718 043,00;4 905 242,00;-187 199,00;-3,82
316;14;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 661 271,00;4 362 657,00;298 614,00;6,84
317;15;Банк Инноваций и Развития;2647;Москва и обл.;4 623 517,00;4 316 812,00;306 705,00;7,10
318;8;Финансово-Промышленный Капитал;3295;Москва и обл.;4 619 333,00;4 386 916,00;232 417,00;5,30
319;-10;Ростфинанс;481;Ростовская обл.;4 618 677,00;4 958 866,00;-340 189,00;-6,86
320;-13;ЮMoney;3510;Россия;4 613 488,00;5 001 942,00;-388 454,00;-7,77
321;4;Роял Кредит Банк;783;Приморский край;4 605 655,00;4 407 528,00;198 127,00;4,50
322;0;Горбанк;2982;Санкт-Петербург и обл.;4 559 050,00;4 533 794,00;25 256,00;0,56
323;-3;Камчаткомагропромбанк;545;Камчатская обл.;4 525 040,00;4 619 055,00;-94 015,00;-2,04
324;4;Московский Коммерческий Банк;3172;Москва и обл.;4 442 018,00;4 386 074,00;55 944,00;1,28
325;50;Межбанковский Кредитный Союз;3242;Москва и обл.;4 441 304,00;2 899 230,00;1 542 074,00;53,19
326;-3;Банкхаус Эрбе;1717;Москва и обл.;4 412 955,00;4 455 171,00;-42 216,00;-0,95
327;4;Стройлесбанк;2995;Тюменская обл.;4 311 934,00;4 327 630,00;-15 696,00;-0,36
328;1;ПИР Банк;2655;Москва и обл.;4 306 452,00;4 374 646,00;-68 194,00;-1,56
329;-5;Межрегиональный промышленно-строительный банк;752;Мордовия;4 299 103,00;4 438 931,00;-139 828,00;-3,15
330;7;Экси-Банк;2530;Санкт-Петербург и обл.;4 290 357,00;4 134 456,00;155 901,00;3,77
331;10;Мастер-Капитал;3011;Москва и обл.;4 265 754,00;3 977 965,00;287 789,00;7,23
332;4;Руссобанк;2313;Москва и обл.;4 226 697,00;4 171 260,00;55 437,00;1,33
333;1;Донкомбанк;492;Ростовская обл.;4 191 206,00;4 263 771,00;-72 565,00;-1,70
334;15;УМ-Банк;1441;Свердловская обл.;4 146 286,00;3 760 950,00;385 336,00;10,25
335;4;ВостСибтранскомбанк;2731;Иркутская обл.;4 140 843,00;4 111 583,00;29 260,00;0,71
336;-18;Бест Эффортс Банк;435;Москва и обл.;4 108 649,00;4 713 797,00;-605 148,00;-12,84
337;15;Первый Инвестиционный Банк;604;Москва и обл.;4 092 453,00;3 640 351,00;452 102,00;12,42
338;-3;Радиотехбанк;1166;Нижегородская обл.;4 063 591,00;4 182 456,00;-118 865,00;-2,84
339;-1;Аксонбанк;680;Костромская обл.;4 036 265,00;4 114 546,00;-78 281,00;-1,90
340;4;Мегаполис;3265;Чувашия;4 023 277,00;3 952 908,00;70 369,00;1,78
341;2;Хованский;2145;Москва и обл.;3 994 190,00;3 960 981,00;33 209,00;0,84
342;-9;Крыловский;456;Краснодарский край;3 957 003,00;4 266 696,00;-309 693,00;-7,26
343;-1;Иваново;1763;Ивановская обл.;3 956 185,00;3 965 618,00;-9 433,00;-0,24
344;-40;Рапида;3371;Москва и обл.;3 911 638,00;5 161 802,00;-1 250 164,00;-24,22
345;-35;Юнистрим;3467;Москва и обл.;3 908 998,00;4 921 034,00;-1 012 036,00;-20,57
346;-6;МФБанк;3163;Москва и обл.;3 871 433,00;4 018 892,00;-147 459,00;-3,67
347;6;Ермак;1809;Ханты-Мансийский АО — Югра;3 848 307,00;3 606 559,00;241 748,00;6,70
348;2;Уралпромбанк;2964;Челябинская обл.;3 817 223,00;3 717 560,00;99 663,00;2,68
349;-2;Международный Коммерческий Банк;2524;Москва и обл.;3 803 066,00;3 871 626,00;-68 560,00;-1,77
350;-5;Кузнецкий Мост;2254;Москва и обл.;3 675 693,00;3 938 780,00;-263 087,00;-6,68
351;3;Крокус-Банк;2682;Москва и обл.;3 675 366,00;3 552 418,00;122 948,00;3,46
352;-1;Народный Доверительный Банк;2374;Москва и обл.;3 568 752,00;3 678 466,00;-109 714,00;-2,98
353;8;Братский АНКБ;1144;Иркутская обл.;3 558 823,00;3 352 756,00;206 067,00;6,15
354;-8;Невский Банк;1068;Санкт-Петербург и обл.;3 553 438,00;3 895 063,00;-341 625,00;-8,77
355;0;Банк Экономический Союз;2798;Москва и обл.;3 530 533,00;3 514 674,00;15 859,00;0,45
356;0;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;3 485 783,00;3 486 030,00;-247,00;-0,01
357;5;Живаго Банк;2065;Рязанская обл.;3 485 402,00;3 343 338,00;142 064,00;4,25
358;0;НОКССбанк;3202;Волгоградская обл.;3 467 224,00;3 434 862,00;32 362,00;0,94
359;4;Сибэс;208;Омская обл.;3 339 844,00;3 327 587,00;12 257,00;0,37
360;-1;Банк Заречье;817;Татарстан;3 311 162,00;3 393 268,00;-82 106,00;-2,42
361;-4;Алтайкапиталбанк;2659;Алтайский край;3 300 042,00;3 436 926,00;-136 884,00;-3,98
362;2;Донхлеббанк;2285;Ростовская обл.;3 291 712,00;3 281 524,00;10 188,00;0,31
363;-3;Унифондбанк;3416;Москва и обл.;3 259 195,00;3 373 320,00;-114 125,00;-3,38
364;2;Банк Реалист;2646;Москва и обл.;3 206 386,00;3 168 367,00;38 019,00;1,20
365;2;ИТ Банк;2609;Омская обл.;3 133 034,00;3 151 724,00;-18 690,00;-0,59
366;2;Бланк Банк;2368;Москва и обл.;3 127 577,00;3 147 720,00;-20 143,00;-0,64
367;2;Евроальянс;1781;Ивановская обл.;3 122 157,00;3 098 613,00;23 544,00;0,76
368;-3;Еврокапитал-Альянс;2672;Ярославская обл.;3 095 287,00;3 184 226,00;-88 939,00;-2,79
369;1;ЮМК Банк;3495;Краснодарский край;3 076 197,00;3 068 670,00;7 527,00;0,25
370;11;Банк Премьер Кредит;1663;Москва и обл.;3 038 837,00;2 826 945,00;211 892,00;7,50
371;2;ИСБ;3010;Москва и обл.;3 033 750,00;2 922 119,00;111 631,00;3,82
372;0;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 016 852,00;2 922 302,00;94 550,00;3,24
373;3;РБА;3413;Москва и обл.;3 006 744,00;2 875 279,00;131 465,00;4,57
374;-3;Центрально-Европейский Банк;2670;Москва и обл.;3 006 236,00;3 017 789,00;-11 553,00;-0,38
375;37;Земкомбанк;574;Ростовская обл.;2 991 594,00;2 295 384,00;696 210,00;30,33
376;3;РАМ Банк;3480;Москва и обл.;2 989 252,00;2 836 478,00;152 774,00;5,39
377;8;Йошкар-Ола;2802;Марий Эл;2 928 170,00;2 785 896,00;142 274,00;5,11
378;0;Владбизнесбанк;903;Владимирская обл.;2 921 964,00;2 867 223,00;54 741,00;1,91
379;5;Взаимодействие;1704;Новосибирская обл.;2 907 157,00;2 800 695,00;106 462,00;3,80
380;2;Новый Символ;370;Москва и обл.;2 826 724,00;2 805 094,00;21 630,00;0,77
381;2;Костромаселькомбанк;1115;Костромская обл.;2 824 830,00;2 803 126,00;21 704,00;0,77
382;12;Новый Московский Банк;2932;Москва и обл.;2 824 152,00;2 587 770,00;236 382,00;9,13
383;-6;Татагропромбанк;728;Татарстан;2 812 364,00;2 870 015,00;-57 651,00;-2,01
384;6;БСТ-Банк;2883;Кемеровская обл.;2 779 313,00;2 648 999,00;130 314,00;4,92
385;-5;РТС-Банк;3401;Самарская обл.;2 754 551,00;2 835 436,00;-80 885,00;-2,85
386;0;Аспект;608;Москва и обл.;2 745 786,00;2 762 253,00;-16 467,00;-0,60
387;1;Экономикс-Банк;2136;Москва и обл.;2 738 148,00;2 675 134,00;63 014,00;2,36
388;-1;Озон Банк;3516;Москва и обл.;2 734 806,00;2 707 529,00;27 277,00;1,01
389;-15;Оргбанк;3312;Москва и обл.;2 718 098,00;2 915 987,00;-197 889,00;-6,79
390;1;Апабанк;2404;Москва и обл.;2 614 427,00;2 631 803,00;-17 376,00;-0,66
391;1;Канский;860;Красноярский край;2 608 146,00;2 615 100,00;-6 954,00;-0,27
392;12;ИРС;272;Москва и обл.;2 583 754,00;2 430 397,00;153 357,00;6,31
393;2;Заубер Банк;1614;Санкт-Петербург и обл.;2 553 043,00;2 576 125,00;-23 082,00;-0,90
394;4;Внешфинбанк;3173;Краснодарский край;2 551 334,00;2 523 597,00;27 737,00;1,10
395;10;Кредит Экспресс;3186;Ростовская обл.;2 517 769,00;2 420 025,00;97 744,00;4,04
396;0;Первый Клиентский Банк;3436;Москва и обл.;2 504 298,00;2 574 816,00;-70 518,00;-2,74
397;6;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 454 489,00;2 439 116,00;15 373,00;0,63
398;4;Элита;1399;Калужская обл.;2 427 936,00;2 452 510,00;-24 574,00;-1,00
399;7;Газнефтьбанк;3223;Саратовская обл.;2 421 664,00;2 412 630,00;9 034,00;0,37
400;16;Система;2846;Москва и обл.;2 421 310,00;2 224 232,00;197 078,00;8,86
401;-12;Кредпромбанк;1165;Ярославская обл.;2 397 684,00;2 673 158,00;-275 474,00;-10,31
402;-1;Народный Банк;2249;Карачаево-Черкесия;2 347 263,00;2 475 057,00;-127 794,00;-5,16
403;6;Кросна-Банк;2607;Москва и обл.;2 342 168,00;2 366 326,00;-24 158,00;-1,02
404;14;Банк Пермь;875;Пермская обл.;2 339 825,00;2 210 798,00;129 027,00;5,84
405;9;Викинг;2;Санкт-Петербург и обл.;2 338 229,00;2 275 577,00;62 652,00;2,75
406;2;К2 Банк;2851;Карачаево-Черкесия;2 328 908,00;2 386 110,00;-57 202,00;-2,40
407;4;Новое Время;3492;Москва и обл.;2 318 177,00;2 301 535,00;16 642,00;0,72
408;5;Вкабанк;1027;Астраханская обл.;2 303 244,00;2 278 797,00;24 447,00;1,07
409;6;Резерв;2364;Челябинская обл.;2 289 333,00;2 272 944,00;16 389,00;0,72
410;-62;Айви Банк;2055;Москва и обл.;2 266 107,00;3 871 170,00;-1 605 063,00;-41,46
411;-4;Далена Банк;1948;Москва и обл.;2 199 434,00;2 392 140,00;-192 706,00;-8,06
412;-15;Международный Строительный Банк;3484;Москва и обл.;2 195 740,00;2 565 186,00;-369 446,00;-14,40
413;-20;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 181 899,00;2 599 415,00;-417 516,00;-16,06
414;9;Яринтербанк;2564;Ярославская обл.;2 160 806,00;2 102 984,00;57 822,00;2,75
415;13;Социум-Банк;2881;Москва и обл.;2 142 781,00;2 045 166,00;97 615,00;4,77
416;1;Спиритбанк;2053;Тульская обл.;2 140 338,00;2 212 808,00;-72 470,00;-3,28
417;2;Промсельхозбанк;538;Москва и обл.;2 127 475,00;2 142 081,00;-14 606,00;-0,68
418;14;Современные Стандарты Бизнеса;3397;Москва и обл.;2 124 890,00;1 984 010,00;140 880,00;7,10
419;3;Капитал;575;Москва и обл.;2 105 995,00;2 107 570,00;-1 575,00;-0,07
420;7;Сельмашбанк;106;Ростовская обл.;2 093 366,00;2 050 734,00;42 632,00;2,08
421;10;Приобье;537;Ханты-Мансийский АО — Югра;2 084 553,00;1 990 003,00;94 550,00;4,75
422;-2;Кетовский Коммерческий Банк;842;Курганская обл.;2 066 795,00;2 135 318,00;-68 523,00;-3,21
423;6;Златкомбанк;568;Москва и обл.;2 036 256,00;2 020 778,00;15 478,00;0,77
424;-25;Росбизнесбанк;1405;Москва и обл.;2 029 764,00;2 521 896,00;-492 132,00;-19,51
425;5;Московский Вексельный Банк;2697;Москва и обл.;2 027 890,00;2 006 452,00;21 438,00;1,07
426;-1;Кемсоцинбанк;96;Кемеровская обл.;2 026 353,00;2 067 894,00;-41 541,00;-2,01
427;7;Россита-Банк;3257;Москва и обл.;2 022 068,00;1 978 913,00;43 155,00;2,18
428;-4;Америкэн Экспресс Банк;3460;Москва и обл.;2 017 902,00;2 085 676,00;-67 774,00;-3,25
429;25;Алтынбанк;2070;Татарстан;1 989 511,00;1 731 097,00;258 414,00;14,93
430;-9;Столичный Кредит;2853;Москва и обл.;1 982 302,00;2 117 068,00;-134 766,00;-6,37
431;4;ПэйПал Ру;3517;Москва и обл.;1 966 378,00;1 966 378,00;0,00;0
432;4;Преодоление;2649;Москва и обл.;1 958 180,00;1 946 398,00;11 782,00;0,61
433;0;Банк Глобус;2438;Москва и обл.;1 953 684,00;1 981 446,00;-27 762,00;-1,40
434;6;Старооскольский Агропромбанк;1050;Белгородская обл.;1 933 798,00;1 895 136,00;38 662,00;2,04
435;11;Спутник;1071;Самарская обл.;1 926 161,00;1 795 031,00;131 130,00;7,31
436;2;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 915 370,00;1 905 577,00;9 793,00;0,51
437;7;Бум-Банк;1137;Кабардино-Балкария;1 900 356,00;1 808 009,00;92 347,00;5,11
438;-1;КОР;2148;Волгоградская обл.;1 883 320,00;1 915 086,00;-31 766,00;-1,66
439;-13;Руна-Банк;3207;Москва и обл.;1 865 587,00;2 065 827,00;-200 240,00;-9,69
440;1;Майкопбанк;1136;Адыгея;1 843 348,00;1 876 178,00;-32 830,00;-1,75
441;39;Новый Век;3417;Москва и обл.;1 827 186,00;1 297 384,00;529 802,00;40,84
442;0;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 820 552,00;1 849 451,00;-28 899,00;-1,56
443;2;Дом-Банк;3209;Москва и обл.;1 798 915,00;1 807 607,00;-8 692,00;-0,48
444;8;Саратов;330;Саратовская обл.;1 795 602,00;1 734 922,00;60 680,00;3,50
445;13;Примтеркомбанк;21;Приморский край;1 793 297,00;1 645 093,00;148 204,00;9,01
446;11;Лайтбанк;3177;Москва и обл.;1 787 526,00;1 681 070,00;106 456,00;6,33
447;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 762 117,00;1 732 709,00;29 408,00;1,70
448;3;Вятич;2796;Рязанская обл.;1 759 689,00;1 762 953,00;-3 264,00;-0,19
449;-10;Проинвестбанк;784;Пермская обл.;1 758 969,00;1 899 754,00;-140 785,00;-7,41
450;14;Уралфинанс;1370;Свердловская обл.;1 754 248,00;1 576 041,00;178 207,00;11,31
451;14;РФИ Банк;3351;Москва и обл.;1 748 555,00;1 540 223,00;208 332,00;13,53
452;-2;Великие Луки Банк;598;Псковская обл.;1 747 645,00;1 772 160,00;-24 515,00;-1,38
453;7;Арзамас;1281;Нижегородская обл.;1 723 986,00;1 626 910,00;97 076,00;5,97
454;-5;Крона-Банк;2499;Иркутская обл.;1 720 928,00;1 775 739,00;-54 811,00;-3,09
455;1;Акцент;696;Оренбургская обл.;1 659 402,00;1 685 665,00;-26 263,00;-1,56
456;3;Икано Банк;3519;Центр;1 656 853,00;1 639 702,00;17 151,00;1,05
457;-10;Холмск;503;Сахалинская обл.;1 651 855,00;1 785 550,00;-133 695,00;-7,49
458;138;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;1 650 028,00;139 817,00;1 510 211,00;1,080,13
459;7;Прайм Финанс;2758;Санкт-Петербург и обл.;1 643 565,00;1 538 177,00;105 388,00;6,85
460;1;Кузбассхимбанк;2868;Кемеровская обл.;1 640 296,00;1 600 655,00;39 641,00;2,48
461;-6;Новый Кредитный Союз;3139;Москва и обл.;1 634 971,00;1 699 580,00;-64 609,00;-3,80
462;0;Тагилбанк;1635;Свердловская обл.;1 623 516,00;1 599 256,00;24 260,00;1,52
463;6;ИК Банк;1732;Татарстан;1 535 784,00;1 512 825,00;22 959,00;1,52
464;7;Первый Дортрансбанк;3271;Кировская обл.;1 509 798,00;1 482 947,00;26 851,00;1,81
465;3;Финтрастбанк;3104;Москва и обл.;1 493 849,00;1 515 824,00;-21 975,00;-1,45
466;8;Нальчик;695;Кабардино-Балкария;1 492 585,00;1 463 565,00;29 020,00;1,98
467;19;Банк РМП;2574;Москва и обл.;1 483 494,00;1 239 279,00;244 215,00;19,71
468;-1;Калуга;1151;Калужская обл.;1 479 679,00;1 530 764,00;-51 085,00;-3,34
469;3;Синергия;2884;Саратовская обл.;1 472 414,00;1 482 103,00;-9 689,00;-0,65
470;0;Ноосфера;2650;Республика Алтай;1 469 869,00;1 498 907,00;-29 038,00;-1,94
471;38;Максима;3379;Москва и обл.;1 409 126,00;1 019 370,00;389 756,00;38,23
472;4;Вэлтон Банк;1105;Белгородская обл.;1 407 525,00;1 450 812,00;-43 287,00;-2,98
473;0;Профессионал Банк;3296;Москва и обл.;1 405 282,00;1 481 068,00;-75 786,00;-5,12
474;3;Риал-Кредит;3393;Москва и обл.;1 399 172,00;1 384 671,00;14 501,00;1,05
475;19;Первоуральскбанк;965;Свердловская обл.;1 385 416,00;1 162 348,00;223 068,00;19,19
476;-13;Сервис Резерв;2034;Москва и обл.;1 378 084,00;1 582 753,00;-204 669,00;-12,93
477;1;Саммит Банк;85;Приморский край;1 368 102,00;1 382 540,00;-14 438,00;-1,04
478;4;Агора;3231;Москва и обл.;1 323 691,00;1 264 672,00;59 019,00;4,67
479;10;Соколовский;2830;Москва и обл.;1 300 561,00;1 209 443,00;91 118,00;7,53
480;7;Новый Промышленный Банк;930;Москва и обл.;1 265 765,00;1 234 467,00;31 298,00;2,54
481;2;Почтобанк;1788;Пермская обл.;1 257 329,00;1 257 129,00;200,00;0,02
482;-7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 254 671,00;1 456 284,00;-201 613,00;-13,84
483;1;Тендер-Банк;2252;Москва и обл.;1 251 088,00;1 247 121,00;3 967,00;0,32
484;21;Космос;2245;Москва и обл.;1 247 404,00;1 061 957,00;185 447,00;17,46
485;17;Вакобанк;1291;Псковская обл.;1 243 910,00;1 090 587,00;153 323,00;14,06
486;-7;Кредитинвест;1197;Дагестан;1 226 974,00;1 335 562,00;-108 588,00;-8,13
487;3;Инкаробанк;2696;Москва и обл.;1 222 519,00;1 196 265,00;26 254,00;2,19
488;0;Химик;1114;Нижегородская обл.;1 217 654,00;1 232 129,00;-14 475,00;-1,17
489;9;Мурманский Расчетный Центр;3341;Мурманская обл.;1 216 850,00;1 135 577,00;81 273,00;7,16
490;-9;Сталь Банк;2248;Москва и обл.;1 204 819,00;1 283 656,00;-78 837,00;-6,14
491;10;Дон-Тексбанк;1818;Ростовская обл.;1 191 725,00;1 110 294,00;81 431,00;7,33
492;-7;Тексбанк;2756;Карачаево-Черкесия;1 182 131,00;1 243 988,00;-61 857,00;-4,97
493;0;Элекснет;3314;Москва и обл.;1 168 813,00;1 168 813,00;0,00;0
494;3;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 150 868,00;1 140 867,00;10 001,00;0,88
495;13;Спецстройбанк;236;Москва и обл.;1 150 442,00;1 026 377,00;124 065,00;12,09
496;-1;ЕАТП Банк;1765;Астраханская обл.;1 132 722,00;1 144 663,00;-11 941,00;-1,04
497;14;Металлург;2877;Москва и обл.;1 129 113,00;999 046,00;130 067,00;13,02
498;1;Москва;1661;Москва и обл.;1 119 528,00;1 133 595,00;-14 067,00;-1,24
499;1;Финарс Банк;2938;Москва и обл.;1 104 978,00;1 116 635,00;-11 657,00;-1,04
500;4;Невастройинвест;1926;Санкт-Петербург и обл.;1 082 312,00;1 062 642,00;19 670,00;1,85
501;-58;Межрегиональный Почтовый Банк;3171;Москва и обл.;1 082 197,00;1 814 393,00;-732 196,00;-40,35
502;-10;Жилкредит;1736;Москва и обл.;1 081 237,00;1 176 497,00;-95 260,00;-8,10
503;0;Михайловский ПЖСБ;2961;Волгоградская обл.;1 071 051,00;1 068 884,00;2 167,00;0,20
504;6;Байкалкредобанк;2990;Иркутская обл.;1 068 304,00;1 004 627,00;63 677,00;6,34
505;2;Регионфинансбанк;3357;Москва и обл.;1 067 788,00;1 039 759,00;28 029,00;2,70
506;0;Курган;2568;Курганская обл.;1 023 313,00;1 048 244,00;-24 931,00;-2,38
507;8;Народный Инвестиционный Банк;2876;Самарская обл.;1 019 544,00;937 640,00;81 904,00;8,74
508;4;Народный Банк Тувы;1309;Тыва;1 003 549,00;998 783,00;4 766,00;0,48
509;22;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;991 454,00;839 293,00;152 161,00;18,13
510;15;Банк Фридом Финанс;1143;Москва и обл.;982 031,00;882 554,00;99 477,00;11,27
511;5;МТИ Банк;1052;Москва и обл.;980 293,00;935 553,00;44 740,00;4,78
512;2;Онего;2484;Карелия;969 517,00;950 427,00;19 090,00;2,01
513;-17;ГринКомБанк;1184;Иркутская обл.;948 233,00;1 141 948,00;-193 715,00;-16,96
514;9;Центрально-Азиатский;3037;Хакасия;943 609,00;904 452,00;39 157,00;4,33
515;4;Классик Эконом Банк;3298;Северная Осетия — Алания;943 599,00;920 849,00;22 750,00;2,47
516;5;Прохладный;874;Кабардино-Балкария;935 140,00;914 350,00;20 790,00;2,27
517;7;Новокиб;1747;Кемеровская обл.;931 355,00;889 406,00;41 949,00;4,72
518;-1;Майский;1673;Кабардино-Балкария;926 396,00;925 458,00;938,00;0,10
519;1;Южный Региональный Банк;3015;Ростовская обл.;925 280,00;917 429,00;7 851,00;0,86
520;10;Арсенал;3000;Москва и обл.;906 359,00;846 556,00;59 803,00;7,06
521;13;Флора-Москва;533;Москва и обл.;904 913,00;808 125,00;96 788,00;11,98
522;13;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;899 814,00;807 041,00;92 773,00;11,50
523;-32;АвтоКредитБанк;1973;Татарстан;868 059,00;1 179 809,00;-311 750,00;-26,42
