Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Октябрь, 2015, тыс. рублей;Сентябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;37;Риал-Кредит;3393;Москва и обл.;2 171 886,00;1 786 708,00;385 178,00;21,56
527;5;БСТ-Банк;2883;Кемеровская обл.;2 168 805,00;2 146 593,00;22 212,00;1,03
528;5;Яринтербанк;2564;Ярославская обл.;2 161 713,00;2 140 350,00;21 363,00;1,00
529;37;Вэлтон Банк;1105;Белгородская обл.;2 161 474,00;1 760 197,00;401 277,00;22,80
530;-4;Капитал;575;Москва и обл.;2 153 517,00;2 195 290,00;-41 773,00;-1,90
531;-1;Банк Пермь;875;Пермская обл.;2 122 332,00;2 157 933,00;-35 601,00;-1,65
532;19;Мурманский Расчетный Центр;3341;Мурманская обл.;2 106 948,00;1 981 492,00;125 456,00;6,33
533;-4;Миръ;3089;Москва и обл.;2 100 338,00;2 166 575,00;-66 237,00;-3,06
534;-3;Бум-Банк;1137;Кабардино-Балкария;2 092 807,00;2 147 270,00;-54 463,00;-2,54
535;4;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;2 064 631,00;2 094 349,00;-29 718,00;-1,42
536;0;Межрегиональный Клиринговый Банк;2543;Москва и обл.;2 062 081,00;2 118 868,00;-56 787,00;-2,68
537;5;Спиритбанк;2053;Тульская обл.;2 048 763,00;2 064 751,00;-15 988,00;-0,77
538;-3;Социум-Банк;2881;Москва и обл.;2 037 866,00;2 120 286,00;-82 420,00;-3,89
539;9;Крона-Банк;2499;Иркутская обл.;2 029 512,00;2 026 104,00;3 408,00;0,17
540;-21;Новый Символ;370;Москва и обл.;2 020 565,00;2 242 628,00;-222 063,00;-9,90
541;5;Уралфинанс;1370;Свердловская обл.;2 015 250,00;2 044 064,00;-28 814,00;-1,41
542;-8;Тальменка-Банк;826;Алтайский край;2 003 247,00;2 128 854,00;-125 607,00;-5,90
543;29;ЮМК Банк;3495;Краснодарский край;1 967 303,00;1 686 344,00;280 959,00;16,66
544;5;Старооскольский Агропромбанк;1050;Белгородская обл.;1 946 055,00;2 019 234,00;-73 179,00;-3,62
545;24;Мострансбанк;2258;Москва и обл.;1 938 949,00;1 704 647,00;234 302,00;13,74
546;-1;Банк Глобус;2438;Москва и обл.;1 933 381,00;2 045 261,00;-111 880,00;-5,47
547;9;Кредпромбанк;1165;Ярославская обл.;1 928 985,00;1 907 866,00;21 119,00;1,11
548;9;Акцент;696;Оренбургская обл.;1 920 861,00;1 872 814,00;48 047,00;2,57
549;1;Америкэн Экспресс Банк;3460;Москва и обл.;1 914 884,00;2 017 395,00;-102 511,00;-5,08
550;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 909 838,00;1 857 694,00;52 144,00;2,81
551;2;КОР;2148;Волгоградская обл.;1 895 926,00;1 921 977,00;-26 051,00;-1,36
552;0;Россита-Банк;3257;Москва и обл.;1 880 168,00;1 970 703,00;-90 535,00;-4,59
553;1;Индустриальный Сберегательный Банк;3175;Москва и обл.;1 857 816,00;1 919 287,00;-61 471,00;-3,20
554;1;Московский Вексельный Банк;2697;Москва и обл.;1 853 820,00;1 911 027,00;-57 207,00;-2,99
555;6;Дом-Банк;3209;Москва и обл.;1 846 092,00;1 831 613,00;14 479,00;0,79
556;8;Кетовский Коммерческий Банк;842;Курганская обл.;1 809 124,00;1 772 588,00;36 536,00;2,06
557;17;Руна-Банк;3207;Москва и обл.;1 783 048,00;1 670 532,00;112 516,00;6,74
558;-14;Жилкредит;1736;Москва и обл.;1 750 848,00;2 046 874,00;-296 026,00;-14,46
559;27;Банк РМП;2574;Москва и обл.;1 750 351,00;1 576 557,00;173 794,00;11,02
560;11;Нальчик;695;Кабардино-Балкария;1 749 946,00;1 695 201,00;54 745,00;3,23
561;7;Михайловский ПЖСБ;2961;Волгоградская обл.;1 740 154,00;1 731 544,00;8 610,00;0,50
562;26;Соверен Банк;3206;Москва и обл.;1 731 262,00;1 539 075,00;192 187,00;12,49
563;-1;РУБанк;2813;Москва и обл.;1 724 319,00;1 790 616,00;-66 297,00;-3,70
564;6;Холмск;503;Сахалинская обл.;1 699 793,00;1 695 837,00;3 956,00;0,23
565;8;1Банк;2896;Северная Осетия — Алания;1 687 325,00;1 671 543,00;15 782,00;0,94
566;19;Булгар Банк;1917;Татарстан;1 685 331,00;1 582 551,00;102 780,00;6,49
567;16;Кемсоцинбанк;96;Кемеровская обл.;1 685 294,00;1 599 111,00;86 183,00;5,39
568;-1;Агроинкомбанк;1946;Астраханская обл.;1 675 854,00;1 750 052,00;-74 198,00;-4,24
569;8;Озон Банк;3516;Москва и обл.;1 674 687,00;1 662 151,00;12 536,00;0,75
570;-5;Майкопбанк;1136;Адыгея;1 665 486,00;1 772 368,00;-106 882,00;-6,03
571;8;Икано Банк;3519;Центр;1 663 020,00;1 641 177,00;21 843,00;1,33
572;-57;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 651 815,00;2 297 962,00;-646 147,00;-28,12
573;-13;ИК Банк;1732;Татарстан;1 651 246,00;1 831 990,00;-180 744,00;-9,87
574;37;РФИ Банк;3351;Москва и обл.;1 649 591,00;1 302 640,00;346 951,00;26,63
575;3;Вологдабанк;992;Вологодская обл.;1 638 239,00;1 646 048,00;-7 809,00;-0,47
576;14;Коммерческий Банк Развития;3364;Москва и обл.;1 611 466,00;1 529 898,00;81 568,00;5,33
577;4;Вятич;2796;Рязанская обл.;1 608 260,00;1 618 072,00;-9 812,00;-0,61
578;15;Великие Луки Банк;598;Псковская обл.;1 592 325,00;1 516 866,00;75 459,00;4,97
579;3;Тагилбанк;1635;Свердловская обл.;1 560 367,00;1 603 874,00;-43 507,00;-2,71
580;0;Инкаробанк;2696;Москва и обл.;1 546 204,00;1 618 331,00;-72 127,00;-4,46
581;8;ГринКомБанк;1184;Иркутская обл.;1 535 833,00;1 532 080,00;3 753,00;0,24
582;24;Примтеркомбанк;21;Приморский край;1 520 092,00;1 330 957,00;189 135,00;14,21
583;9;Арзамас;1281;Нижегородская обл.;1 504 699,00;1 522 338,00;-17 639,00;-1,16
584;10;Калуга;1151;Калужская обл.;1 499 889,00;1 516 782,00;-16 893,00;-1,11
585;10;Новый Кредитный Союз;3139;Москва и обл.;1 490 079,00;1 457 095,00;32 984,00;2,26
586;-2;Приобье;537;Ханты-Мансийский АО — Югра;1 489 896,00;1 587 890,00;-97 994,00;-6,17
587;0;Соколовский;2830;Москва и обл.;1 479 963,00;1 540 969,00;-61 006,00;-3,96
588;12;Спутник;1071;Оренбургская обл.;1 474 507,00;1 401 473,00;73 034,00;5,21
589;2;Пульс Столицы;3002;Москва и обл.;1 459 520,00;1 528 878,00;-69 358,00;-4,54
590;7;Саратов;330;Саратовская обл.;1 446 009,00;1 449 559,00;-3 550,00;-0,24
591;28;Ноосфера;2650;Республика Алтай;1 438 490,00;1 200 265,00;238 225,00;19,85
592;7;Первый Дортрансбанк;3271;Кировская обл.;1 436 464,00;1 406 058,00;30 406,00;2,16
593;5;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 420 675,00;1 424 743,00;-4 068,00;-0,29
594;7;Сельмашбанк;106;Ростовская обл.;1 378 652,00;1 375 053,00;3 599,00;0,26
595;9;Сервис Резерв;2034;Москва и обл.;1 377 839,00;1 349 545,00;28 294,00;2,10
596;6;Кредитинвест;1197;Дагестан;1 356 806,00;1 364 608,00;-7 802,00;-0,57
597;8;Регнум;3373;Москва и обл.;1 354 664,00;1 333 660,00;21 004,00;1,57
598;-2;Арсенал;3000;Москва и обл.;1 347 179,00;1 454 455,00;-107 276,00;-7,38
599;10;Финтрастбанк;3104;Москва и обл.;1 334 892,00;1 307 249,00;27 643,00;2,11
600;10;Почтобанк;1788;Пермская обл.;1 332 555,00;1 306 178,00;26 377,00;2,02
601;-26;Банк МБФИ;2073;Москва и обл.;1 326 469,00;1 667 763,00;-341 294,00;-20,46
602;-26;Внешфинбанк;3173;Краснодарский край;1 314 735,00;1 667 225,00;-352 490,00;-21,14
603;9;Взаимодействие;1704;Новосибирская обл.;1 313 741,00;1 285 683,00;28 058,00;2,18
604;4;Синергия;2884;Саратовская обл.;1 305 786,00;1 308 960,00;-3 174,00;-0,24
605;28;ПэйПал Ру;3517;Москва и обл.;1 292 588,00;1 060 250,00;232 338,00;21,91
606;1;МТИ Банк;1052;Москва и обл.;1 260 939,00;1 311 330,00;-50 391,00;-3,84
607;-4;Максима;3379;Москва и обл.;1 246 126,00;1 354 442,00;-108 316,00;-8,00
608;8;Саммит Банк;85;Приморский край;1 244 966,00;1 222 402,00;22 564,00;1,85
609;6;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 213 781,00;1 240 977,00;-27 196,00;-2,19
610;10;Химик;1114;Нижегородская обл.;1 207 984,00;1 195 958,00;12 026,00;1,01
611;2;Сталь Банк;2248;Москва и обл.;1 199 121,00;1 260 836,00;-61 715,00;-4,89
612;11;Объединенный Банк Республики;1016;Чувашия;1 198 952,00;1 148 267,00;50 685,00;4,41
613;9;Космос;2245;Москва и обл.;1 190 454,00;1 165 603,00;24 851,00;2,13
614;0;Объединенный Национальный Банк;2074;Нижегородская обл.;1 186 071,00;1 252 525,00;-66 454,00;-5,31
615;15;Новый Промышленный Банк;930;Москва и обл.;1 162 586,00;1 084 575,00;78 011,00;7,19
616;11;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 125 577,00;1 106 919,00;18 658,00;1,69
617;1;Финарс Банк;2938;Москва и обл.;1 125 335,00;1 202 295,00;-76 960,00;-6,40
618;10;ЕАТП Банк;1765;Астраханская обл.;1 123 008,00;1 100 255,00;22 753,00;2,07
619;39;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 108 854,00;880 905,00;227 949,00;25,88
620;5;Курган;2568;Курганская обл.;1 097 156,00;1 118 990,00;-21 834,00;-1,95
621;8;Невастройинвест;1926;Санкт-Петербург и обл.;1 089 234,00;1 090 953,00;-1 719,00;-0,16
622;22;Агора;3231;Москва и обл.;1 085 606,00;1 004 660,00;80 946,00;8,06
623;1;Регионфинансбанк;3357;Москва и обл.;1 073 252,00;1 137 212,00;-63 960,00;-5,62
624;11;Дон-Тексбанк;1818;Ростовская обл.;1 071 774,00;1 044 968,00;26 806,00;2,57
625;1;Тендер-Банк;2252;Москва и обл.;1 070 395,00;1 118 413,00;-48 018,00;-4,29
626;5;Яндекс Банк;3027;Москва и обл.;1 067 614,00;1 071 614,00;-4 000,00;-0,37
627;38;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;1 055 882,00;832 505,00;223 377,00;26,83
628;47;Интеркоопбанк;2803;Москва и обл.;1 054 728,00;711 782,00;342 946,00;48,18
629;13;Ресурс-Траст;3122;Москва и обл.;1 053 720,00;1 020 106,00;33 614,00;3,30
630;4;Элекснет;3314;Москва и обл.;1 047 646,00;1 047 646,00;0,00;0
631;8;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 031 993,00;1 036 802,00;-4 809,00;-0,46
632;4;Онего;2484;Карелия;1 028 278,00;1 043 553,00;-15 275,00;-1,46
633;7;Республиканский Кредитный Альянс;3017;Москва и обл.;1 014 501,00;1 035 568,00;-21 067,00;-2,03
634;-13;Камский Горизонт;2554;Татарстан;1 002 335,00;1 179 358,00;-177 023,00;-15,01
635;-3;Металлург;2877;Москва и обл.;976 562,00;1 066 525,00;-89 963,00;-8,44
636;9;Спецстройбанк;236;Москва и обл.;967 091,00;995 318,00;-28 227,00;-2,84
637;23;Кузбассхимбанк;2868;Кемеровская обл.;963 949,00;865 974,00;97 975,00;11,31
638;10;Жилстройбанк;2769;Москва и обл.;960 982,00;963 557,00;-2 575,00;-0,27
639;4;Новый Век;3417;Москва и обл.;960 314,00;1 018 047,00;-57 733,00;-5,67
640;12;Первоуральскбанк;965;Свердловская обл.;956 869,00;909 167,00;47 702,00;5,25
641;10;Динамичные Системы;3439;Москва и обл.;955 691,00;912 947,00;42 744,00;4,68
642;-5;Тетраполис;1586;Санкт-Петербург и обл.;955 408,00;1 038 890,00;-83 482,00;-8,04
643;3;Байкалкредобанк;2990;Иркутская обл.;952 303,00;987 777,00;-35 474,00;-3,59
644;11;Си Ди Би Банк;3339;Краснодарский край;948 932,00;897 162,00;51 770,00;5,77
645;-7;Тексбанк;2756;Карачаево-Черкесия;945 089,00;1 038 693,00;-93 604,00;-9,01
646;1;Москва;1661;Москва и обл.;927 250,00;972 698,00;-45 448,00;-4,67
647;3;Акция;927;Ивановская обл.;918 552,00;925 808,00;-7 256,00;-0,78
648;6;Классик Эконом Банк;3298;Северная Осетия — Алания;904 776,00;898 026,00;6 750,00;0,75
649;7;Вакобанк;1291;Псковская обл.;899 070,00;887 323,00;11 747,00;1,32
650;11;Южный Региональный Банк;3015;Ростовская обл.;875 200,00;849 553,00;25 647,00;3,02
651;-2;Турбобанк;3203;Санкт-Петербург и обл.;869 864,00;935 834,00;-65 970,00;-7,05
652;7;Вайлдберриз Банк;841;Адыгея;868 092,00;867 556,00;536,00;0,06
653;15;Майский;1673;Кабардино-Балкария;861 753,00;826 758,00;34 995,00;4,23
654;-1;Флора-Москва;533;Москва и обл.;856 103,00;908 182,00;-52 079,00;-5,73
655;12;Эльбин;2267;Дагестан;848 687,00;828 151,00;20 536,00;2,48
656;1;Народный Земельно-Промышленный Банк;2873;Алтайский край;846 635,00;885 964,00;-39 329,00;-4,44
657;6;Русский Финансовый Альянс;2035;Москва и обл.;843 480,00;837 305,00;6 175,00;0,74
658;6;Славянбанк;804;Новгородская обл.;825 552,00;833 539,00;-7 987,00;-0,96
659;7;Центрально-Азиатский;3037;Хакасия;804 828,00;828 493,00;-23 665,00;-2,86
660;9;Ипозембанк;3026;Самарская обл.;799 262,00;801 372,00;-2 110,00;-0,26
661;11;Прохладный;874;Кабардино-Балкария;786 994,00;769 187,00;17 807,00;2,32
662;0;Уралприватбанк;153;Свердловская обл.;783 595,00;840 101,00;-56 506,00;-6,73
663;13;Народный Инвестиционный Банк;2876;Самарская обл.;773 523,00;708 443,00;65 080,00;9,19
664;6;Расчетный Дом;3350;Москва и обл.;757 026,00;782 868,00;-25 842,00;-3,30
665;12;Межрегиональный Банк Реконструкции;2620;Москва и обл.;752 377,00;707 370,00;45 007,00;6,36
666;7;Анелик РУ;3443;Москва и обл.;730 613,00;729 855,00;758,00;0,10
667;14;Балаково-Банк;444;Саратовская обл.;717 696,00;663 179,00;54 517,00;8,22
668;10;РусьРегионБанк;685;Москва и обл.;715 067,00;686 323,00;28 744,00;4,19
669;5;Прокоммерцбанк;2996;Москва и обл.;710 111,00;722 996,00;-12 885,00;-1,78
670;15;Вестинтербанк;3398;Москва и обл.;693 535,00;633 241,00;60 294,00;9,52
671;0;Русский Банк Сбережений;779;Ставропольский край;688 910,00;776 930,00;-88 020,00;-11,33
672;7;Геобанк;2027;Москва и обл.;673 173,00;681 034,00;-7 861,00;-1,15
673;10;ФинТех;3499;Москва и обл.;657 487,00;654 573,00;2 914,00;0,45
674;10;Максимум;466;Ростовская обл.;654 876,00;637 279,00;17 597,00;2,76
675;5;Гефест;1046;Тверская обл.;654 797,00;680 128,00;-25 331,00;-3,72
676;21;СМБ-Банк;3504;Санкт-Петербург и обл.;648 843,00;517 862,00;130 981,00;25,29
677;5;Банк РСИ;3415;Москва и обл.;634 813,00;659 069,00;-24 256,00;-3,68
678;9;АлтайБизнес-Банк;2388;Алтайский край;625 665,00;630 132,00;-4 467,00;-0,71
679;9;РИТЦ Банк;2677;Москва и обл.;608 653,00;628 425,00;-19 772,00;-3,15
680;13;Новокиб;1747;Кемеровская обл.;578 790,00;577 940,00;850,00;0,15
681;8;АвтоКредитБанк;1973;Татарстан;568 735,00;626 992,00;-58 257,00;-9,29
682;9;Холдинвестбанк;2837;Москва и обл.;552 137,00;602 318,00;-50 181,00;-8,33
683;11;Логос;3233;Москва и обл.;546 493,00;554 509,00;-8 016,00;-1,45
684;11;Терра;3476;Москва и обл.;540 678,00;537 271,00;3 407,00;0,63
685;5;Дружба;990;Тюменская обл.;523 076,00;621 480,00;-98 404,00;-15,83
686;15;Энтузиастбанк;3048;Москва и обл.;522 102,00;496 539,00;25 563,00;5,15
687;9;Башпромбанк;1006;Башкортостан;520 674,00;518 127,00;2 547,00;0,49
688;16;Международный Расчетный Банк;3028;Москва и обл.;513 044,00;482 109,00;30 935,00;6,42
689;10;ГРиС-Банк;1928;Ставропольский край;501 640,00;501 510,00;130,00;0,03
690;23;АББ;2937;Москва и обл.;489 269,00;414 072,00;75 197,00;18,16
691;12;ИР-Кредит;1724;Москва и обл.;485 812,00;490 302,00;-4 490,00;-0,92
692;8;Кредо Финанс;793;Дагестан;485 327,00;499 363,00;-14 036,00;-2,81
693;12;Народный Банк Тувы;1309;Тыва;484 217,00;479 796,00;4 421,00;0,92
694;-8;Лидер;3304;Москва и обл.;482 309,00;630 754,00;-148 445,00;-23,53
695;3;Стар Альянс;3433;Москва и обл.;477 297,00;505 361,00;-28 064,00;-5,55
696;10;Промсвязьинвест;2761;Дагестан;475 766,00;468 154,00;7 612,00;1,63
697;-5;Банк Берейт;3505;Санкт-Петербург и обл.;463 412,00;581 690,00;-118 278,00;-20,33
698;9;МВС Банк;2407;Дагестан;459 163,00;451 981,00;7 182,00;1,59
699;12;Эко-Инвест;3116;Москва и обл.;449 154,00;433 079,00;16 075,00;3,71
700;8;Таганрогбанк;3136;Ростовская обл.;447 776,00;450 221,00;-2 445,00;-0,54
701;1;Алжан;2491;Дагестан;443 970,00;493 319,00;-49 349,00;-10,00
702;7;Европейский Стандарт;3200;Кабардино-Балкария;443 492,00;447 134,00;-3 642,00;-0,81
703;17;Финчер;3486;Москва и обл.;439 377,00;381 192,00;58 185,00;15,26
704;15;Телекоммерц Банк;3380;Тульская обл.;434 594,00;385 200,00;49 394,00;12,82
705;9;Информпрогресс;2166;Москва и обл.;429 873,00;412 987,00;16 886,00;4,09
706;4;Континенталь;3184;Ставропольский край;421 109,00;433 850,00;-12 741,00;-2,94
707;5;Национальный Банк Сбережений;1949;Ивановская обл.;410 947,00;415 314,00;-4 367,00;-1,05
708;8;Рента-Банк;3095;Москва и обл.;406 647,00;393 931,00;12 716,00;3,23
709;9;Альтернатива;3452;Москва и обл.;404 515,00;385 287,00;19 228,00;4,99
710;5;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;401 215,00;396 669,00;4 546,00;1,15
711;6;Олма-Банк;3250;Москва и обл.;381 299,00;392 112,00;-10 813,00;-2,76
712;10;Сетевая Расчетная Палата;3332;Татарстан;378 564,00;375 146,00;3 418,00;0,91
713;8;Азия Банк;3183;Москва и обл.;373 909,00;376 781,00;-2 872,00;-0,76
714;12;Лэнд Кредит;1478;Москва и обл.;369 083,00;350 637,00;18 446,00;5,26
715;8;Рунэтбанк;2829;Москва и обл.;365 587,00;371 159,00;-5 572,00;-1,50
716;9;Тайдон;2085;Кемеровская обл.;357 653,00;356 645,00;1 008,00;0,28
717;7;НКБ;2942;Москва и обл.;355 853,00;361 841,00;-5 988,00;-1,65
718;9;Банк Фридом Финанс;1143;Сахалинская обл.;338 831,00;339 055,00;-224,00;-0,07
719;10;Северстройбанк;3507;Вологодская обл.;322 396,00;324 361,00;-1 965,00;-0,61
720;10;Нарат;1902;Саратовская обл.;307 451,00;306 604,00;847,00;0,28
721;7;Приполярком;507;Тюменская обл.;282 091,00;335 300,00;-53 209,00;-15,87
722;12;Русское Финансовое Общество;3427;Москва и обл.;261 495,00;222 157,00;39 338,00;17,71
723;12;Расчетные Решения;3524;Москва и обл.;245 536,00;218 207,00;27 329,00;12,52
724;7;РИБ;2749;Москва и обл.;244 520,00;273 633,00;-29 113,00;-10,64
725;8;Континент Финанс;149;Москва и обл.;226 334,00;232 216,00;-5 882,00;-2,53
726;14;Монета.ру;3508;Марий Эл;215 351,00;161 209,00;54 142,00;33,58
727;5;Платежи и Расчеты;3324;Самарская обл.;211 847,00;263 818,00;-51 971,00;-19,70
728;8;Майма;1037;Москва и обл.;207 875,00;207 503,00;372,00;0,18
729;9;Красноярский Краевой Расчетный Центр;3483;Красноярский край;196 015,00;190 026,00;5 989,00;3,15
730;7;Электронный платежный сервис;3509;Москва и обл.;186 653,00;198 159,00;-11 506,00;-5,81
731;8;Деньги.Мэйл.Ру;3511;Москва и обл.;180 888,00;180 888,00;0,00;0
732;10;Единая касса;3512;Москва и обл.;143 407,00;132 454,00;10 953,00;8,27
733;8;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;136 080,00;157 614,00;-21 534,00;-13,66
734;13;Фидбэк;3502;Москва и обл.;115 732,00;94 802,00;20 930,00;22,08
735;9;Моби.Деньги;3523;Москва и обл.;101 768,00;101 768,00;0,00;0
736;10;Вест;2605;Москва и обл.;99 683,00;97 471,00;2 212,00;2,27
737;11;КредитАльянс;3472;Вологодская обл.;97 928,00;78 610,00;19 318,00;24,57
738;7;Дальний Восток;3318;Тульская обл.;97 692,00;100 788,00;-3 096,00;-3,07
739;4;Умут;2435;Дагестан;69 383,00;121 342,00;-51 959,00;-42,82
740;11;Интеррасчет;1618;Москва и обл.;64 867,00;57 053,00;7 814,00;13,70
741;9;Единая Расчетная Палата;384;Москва и обл.;61 847,00;65 965,00;-4 118,00;-6,24
742;7;Платежный Клиринговый Дом;3343;Москва и обл.;55 585,00;67 713,00;-12 128,00;-17,91
743;9;Премиум;3514;Москва и обл.;51 335,00;51 335,00;0,00;0
744;10;Тор Кредит;3497;Москва и обл.;26 331,00;26 195,00;136,00;0,52
745;8;21 Век;3309;Санкт-Петербург и обл.;21 518,00;32 496,00;-10 978,00;-33,78
746;13;АРБ-Инкасс;3353;Москва и обл.;18 229,00;2 035,00;16 194,00;795,77
747;8;Транзит;2688;Дагестан;18 166,00;21 155,00;-2 989,00;-14,13
748;8;Инновационный Расчетный Центр;3447;Москва и обл.;18 034,00;17 496,00;538,00;3,07
749;8;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;8 610,00;11 016,00;-2 406,00;-21,84
750;8;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 309,00;4 297,00;12,00;0,28
