Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2015, тыс. рублей;Август, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
262;-1;НИКО-Банк;702;Оренбургская обл.;10 149 243,00;9 894 554,00;254 689,00;2,57
263;-16;Киви Банк;2241;Москва и обл.;10 070 487,00;11 000 164,00;-929 677,00;-8,45
264;-1;Энергомашбанк;52;Санкт-Петербург и обл.;10 042 229,00;9 748 076,00;294 153,00;3,02
265;-7;Гута-Банк;256;Москва и обл.;9 983 756,00;9 937 955,00;45 801,00;0,46
266;-1;Ставропольпромстройбанк;1288;Ставропольский край;9 863 353,00;9 582 510,00;280 843,00;2,93
267;6;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;9 765 304,00;9 002 935,00;762 369,00;8,47
268;7;Голдман Сакс Банк;3490;Москва и обл.;9 708 571,00;8 866 899,00;841 672,00;9,49
269;-5;Российская Финансовая Корпорация;3099;Москва и обл.;9 556 922,00;9 615 198,00;-58 276,00;-0,61
270;19;Адмиралтейский;3054;Москва и обл.;9 511 626,00;8 122 509,00;1 389 117,00;17,10
271;3;Новопокровский;467;Краснодарский край;9 435 613,00;8 969 684,00;465 929,00;5,19
272;7;Банк БКФ;2684;Москва и обл.;9 387 167,00;8 680 966,00;706 201,00;8,14
273;18;Кошелев-Банк;3300;Самарская обл.;9 262 876,00;8 067 367,00;1 195 509,00;14,82
274;-7;Региональный Банк Развития — Московский филиал;2782;Москва и обл.;9 189 714,00;9 487 604,00;-297 890,00;-3,14
275;25;Альба Альянс;2593;Москва и обл.;8 910 949,00;7 615 919,00;1 295 030,00;17,00
276;-6;Екатеринбург;3161;Свердловская обл.;8 909 321,00;9 140 439,00;-231 118,00;-2,53
277;7;Милбанк;3256;Москва и обл.;8 811 770,00;8 443 521,00;368 249,00;4,36
278;4;Северо-Восточный Альянс;2768;Москва и обл.;8 794 005,00;8 468 119,00;325 886,00;3,85
279;2;Таатта;1249;Саха (Якутия);8 755 668,00;8 625 836,00;129 832,00;1,51
280;14;Углеметбанк;2997;Челябинская обл.;8 740 724,00;7 929 338,00;811 386,00;10,23
281;2;Нефтепромбанк;2156;Москва и обл.;8 712 601,00;8 444 233,00;268 368,00;3,18
282;4;Московский Нефтехимический Банк;1411;Москва и обл.;8 708 860,00;8 230 016,00;478 844,00;5,82
283;-3;Снежинский;1376;Челябинская обл.;8 675 958,00;8 672 786,00;3 172,00;0,04
284;-12;Эс-Би-Ай Банк;3185;Москва и обл.;8 673 660,00;9 006 912,00;-333 252,00;-3,70
285;10;ПИР Банк;2655;Москва и обл.;8 641 538,00;7 924 395,00;717 143,00;9,05
286;-8;Миллениум Банк;3423;Москва и обл.;8 493 969,00;8 697 562,00;-203 593,00;-2,34
287;6;Банк Казани;708;Татарстан;8 488 736,00;7 979 920,00;508 816,00;6,38
288;9;Юг-Инвестбанк;2772;Краснодарский край;8 342 119,00;7 856 451,00;485 668,00;6,18
289;-4;Рускобанк;138;Санкт-Петербург и обл.;8 339 015,00;8 272 443,00;66 572,00;0,80
290;0;Датабанк;646;Удмуртия;8 252 778,00;8 083 868,00;168 910,00;2,09
291;5;Синко-Банк;2838;Москва и обл.;8 214 695,00;7 863 965,00;350 730,00;4,46
292;-4;Томскпромстройбанк;1720;Томская обл.;8 196 844,00;8 147 709,00;49 135,00;0,60
293;12;РЕСО Кредит;3450;Москва и обл.;8 003 285,00;7 361 579,00;641 706,00;8,72
294;10;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 917 215,00;7 444 218,00;472 997,00;6,35
295;-3;Верхневолжский;1084;Ярославская обл.;7 908 954,00;7 983 309,00;-74 355,00;-0,93
296;5;РусЮгбанк;2093;Волгоградская обл.;7 866 234,00;7 599 877,00;266 357,00;3,50
297;18;Славянский Кредит;2960;Москва и обл.;7 763 587,00;6 942 318,00;821 269,00;11,83
298;-11;Вокбанк;312;Нижегородская обл.;7 693 846,00;8 196 873,00;-503 027,00;-6,14
299;3;Бинбанк Тверь;777;Тверская обл.;7 627 244,00;7 536 591,00;90 653,00;1,20
300;10;Экспресс-Кредит;210;Москва и обл.;7 545 347,00;7 168 569,00;376 778,00;5,26
301;-2;Финам Банк;2799;Москва и обл.;7 521 101,00;7 620 558,00;-99 457,00;-1,31
302;-4;Объединенная Расчетная Система;3342;Москва и обл.;7 461 680,00;7 800 731,00;-339 051,00;-4,35
303;0;Северный Кредит;2398;Вологодская обл.;7 426 479,00;7 451 343,00;-24 864,00;-0,33
304;8;Эксперт Банк;2949;Омская обл.;7 419 944,00;7 021 420,00;398 524,00;5,68
305;9;Союзный;3236;Москва и обл.;7 374 714,00;6 976 563,00;398 151,00;5,71
306;1;Белгородсоцбанк;760;Белгородская обл.;7 369 705,00;7 252 358,00;117 347,00;1,62
307;-1;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 318 545,00;7 274 036,00;44 509,00;0,61
308;10;Век;2299;Москва и обл.;7 255 545,00;6 874 115,00;381 430,00;5,55
309;-1;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 230 223,00;7 239 265,00;-9 042,00;-0,12
310;15;Анкор Банк;889;Татарстан;7 079 921,00;6 568 366,00;511 555,00;7,79
311;20;Банкхаус Эрбе;1717;Москва и обл.;7 066 092,00;6 267 644,00;798 448,00;12,74
312;5;Роспромбанк;3204;Москва и обл.;7 048 630,00;6 923 923,00;124 707,00;1,80
313;6;Торговый Городской Банк;3180;Тверская обл.;6 955 128,00;6 805 948,00;149 180,00;2,19
314;-37;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;6 952 375,00;8 831 896,00;-1 879 521,00;-21,28
315;-2;Вега-Банк;3270;Москва и обл.;6 869 126,00;7 015 791,00;-146 665,00;-2,09
316;4;Чувашкредитпромбанк;1280;Чувашия;6 866 887,00;6 781 696,00;85 191,00;1,26
317;4;Бинбанк Мурманск;1276;Мурманская обл.;6 813 638,00;6 779 575,00;34 063,00;0,50
318;10;Леноблбанк;1003;Санкт-Петербург и обл.;6 774 668,00;6 352 430,00;422 238,00;6,65
319;17;Банк Торгового Финансирования;1982;Москва и обл.;6 740 402,00;6 180 667,00;559 735,00;9,06
320;-4;Руснарбанк;3403;Москва и обл.;6 739 873,00;6 926 858,00;-186 985,00;-2,70
321;16;Новый Московский Банк;2932;Москва и обл.;6 721 033,00;6 152 554,00;568 479,00;9,24
322;11;Азия-Инвест Банк;3303;Москва и обл.;6 679 231,00;6 241 699,00;437 532,00;7,01
323;11;Трансстройбанк;2807;Москва и обл.;6 605 999,00;6 221 083,00;384 916,00;6,19
324;8;Банк на Красных Воротах;2472;Москва и обл.;6 577 289,00;6 253 648,00;323 641,00;5,18
325;-1;Русь;704;Оренбургская обл.;6 554 352,00;6 597 201,00;-42 849,00;-0,65
326;0;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 536 217,00;6 430 349,00;105 868,00;1,65
327;3;Банк ПСА Финанс Рус;3481;Москва и обл.;6 495 322,00;6 274 323,00;220 999,00;3,52
328;-6;Эл Банк;1025;Самарская обл.;6 447 131,00;6 640 080,00;-192 949,00;-2,91
329;10;Банк Заречье;817;Татарстан;6 384 863,00;5 960 188,00;424 675,00;7,13
330;-21;ФДБ;3071;Москва и обл.;6 350 614,00;7 208 577,00;-857 963,00;-11,90
331;4;Эргобанк;2856;Москва и обл.;6 348 141,00;6 184 824,00;163 317,00;2,64
332;15;Русский Трастовый Банк;1139;Москва и обл.;6 309 795,00;5 578 861,00;730 934,00;13,10
333;-6;Банк Кремлевский;2905;Москва и обл.;6 294 355,00;6 379 268,00;-84 913,00;-1,33
334;44;МС Банк Рус;2789;Москва и обл.;6 289 540,00;4 813 031,00;1 476 509,00;30,68
335;-12;Актив Банк;2529;Мордовия;6 271 364,00;6 622 754,00;-351 390,00;-5,31
336;6;Воронеж;654;Воронежская обл.;6 260 806,00;5 806 003,00;454 803,00;7,83
337;4;Экси-Банк;2530;Санкт-Петербург и обл.;6 140 279,00;5 872 323,00;267 956,00;4,56
338;0;Северный Народный Банк;2721;Коми;6 087 447,00;5 964 266,00;123 181,00;2,07
339;11;Риабанк;3434;Москва и обл.;6 082 382,00;5 461 517,00;620 865,00;11,37
340;-11;Проминвестбанк;2433;Москва и обл.;6 080 176,00;6 311 085,00;-230 909,00;-3,66
341;198;Дорис Банк;1679;Москва и обл.;6 056 499,00;2 018 765,00;4 037 734,00;200,01
342;3;РАМ Банк;3480;Москва и обл.;6 032 505,00;5 658 247,00;374 258,00;6,61
343;1;Нэклис-Банк;1671;Москва и обл.;6 018 667,00;5 667 967,00;350 700,00;6,19
344;-68;Региональный Банк Сбережений;3367;Москва и обл.;5 948 410,00;8 846 163,00;-2 897 753,00;-32,76
345;-5;Кранбанк;2271;Ивановская обл.;5 822 276,00;5 887 326,00;-65 050,00;-1,10
346;2;Межтрастбанк;2493;Москва и обл.;5 820 121,00;5 578 802,00;241 319,00;4,33
347;-4;Хакасский Муниципальный Банк;1049;Хакасия;5 799 380,00;5 720 947,00;78 433,00;1,37
348;47;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;5 752 941,00;4 407 558,00;1 345 383,00;30,52
349;6;Коммерческий Индо Банк;3446;Москва и обл.;5 637 362,00;5 299 674,00;337 688,00;6,37
350;7;Национальный Залоговый Банк;2944;Москва и обл.;5 631 183,00;5 284 436,00;346 747,00;6,56
351;-5;Идея Банк;430;Краснодарский край;5 567 528,00;5 628 350,00;-60 822,00;-1,08
352;9;Бинбанк Смоленск;1957;Смоленская обл.;5 521 133,00;5 205 092,00;316 041,00;6,07
353;7;Нейва;1293;Свердловская обл.;5 512 032,00;5 240 406,00;271 626,00;5,18
354;-5;Банк ИТБ;3128;Москва и обл.;5 450 444,00;5 471 990,00;-21 546,00;-0,39
355;-1;Банк Раунд;2506;Москва и обл.;5 430 813,00;5 309 484,00;121 329,00;2,29
356;3;Донкомбанк;492;Ростовская обл.;5 423 732,00;5 279 822,00;143 910,00;2,73
357;-4;Промрегионбанк;2123;Томская обл.;5 367 185,00;5 327 428,00;39 757,00;0,75
358;16;Еврокредит;2957;Москва и обл.;5 329 564,00;4 945 153,00;384 411,00;7,77
359;6;Мосуралбанк;2468;Москва и обл.;5 316 090,00;5 144 904,00;171 186,00;3,33
360;-9;Мираф-Банк;2244;Омская обл.;5 312 212,00;5 351 049,00;-38 837,00;-0,73
361;-9;Ю Би Эс Банк;3463;Москва и обл.;5 284 019,00;5 347 257,00;-63 238,00;-1,18
362;2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 275 148,00;5 156 950,00;118 198,00;2,29
363;3;Камский Коммерческий Банк;438;Татарстан;5 251 710,00;5 137 187,00;114 523,00;2,23
364;-1;НБК-Банк;3283;Москва и обл.;5 240 712,00;5 184 823,00;55 889,00;1,08
365;2;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 231 563,00;5 134 307,00;97 256,00;1,89
366;4;Автоградбанк;1455;Татарстан;5 201 805,00;5 011 913,00;189 892,00;3,79
367;23;Приско Капитал Банк;2537;Москва и обл.;5 177 429,00;4 524 505,00;652 924,00;14,43
368;-6;Банк Инноваций и Развития;2647;Москва и обл.;5 139 804,00;5 191 850,00;-52 046,00;-1,00
369;-11;Платина;2347;Москва и обл.;5 105 082,00;5 279 916,00;-174 834,00;-3,31
370;-2;Владпромбанк;870;Владимирская обл.;5 090 624,00;5 060 331,00;30 293,00;0,60
371;-2;Газстройбанк;2919;Москва и обл.;5 080 875,00;5 022 799,00;58 076,00;1,16
372;-16;Бинбанк Столица;3052;Москва и обл.;5 048 663,00;5 296 205,00;-247 542,00;-4,67
373;-1;Сибсоцбанк;2015;Алтайский край;5 039 057,00;4 963 035,00;76 022,00;1,53
374;22;Содружество;2923;Москва и обл.;5 037 791,00;4 373 751,00;664 040,00;15,18
375;8;Ринвестбанк;3262;Рязанская обл.;4 997 795,00;4 643 367,00;354 428,00;7,63
376;-3;Московский Коммерческий Банк;3172;Москва и обл.;4 976 486,00;4 950 551,00;25 935,00;0,52
377;17;Уралкапиталбанк;2519;Башкортостан;4 961 582,00;4 411 932,00;549 650,00;12,46
378;-2;Енисейский Объединенный Банк;2645;Красноярский край;4 869 501,00;4 834 536,00;34 965,00;0,72
379;-4;Новобанк;1352;Новгородская обл.;4 847 072,00;4 860 496,00;-13 424,00;-0,28
380;-9;Международный Коммерческий Банк;2524;Москва и обл.;4 838 504,00;4 964 724,00;-126 220,00;-2,54
381;-4;Конфидэнс Банк;970;Костромская обл.;4 830 745,00;4 831 085,00;-340,00;-0,01
382;-3;Межрегиональный промышленно-строительный банк;752;Мордовия;4 802 057,00;4 794 408,00;7 649,00;0,16
383;6;Руссобанк;2313;Москва и обл.;4 800 337,00;4 568 760,00;231 577,00;5,07
384;-3;ВостСибтранскомбанк;2731;Иркутская обл.;4 731 094,00;4 708 685,00;22 409,00;0,48
385;1;Зернобанк;2337;Алтайский край;4 720 943,00;4 621 972,00;98 971,00;2,14
386;5;Зенит Сочи;232;Краснодарский край;4 707 139,00;4 507 909,00;199 230,00;4,42
387;-5;Земский Банк;2900;Самарская обл.;4 701 190,00;4 683 495,00;17 695,00;0,38
388;17;РТС-Банк;3401;Самарская обл.;4 634 891,00;3 981 058,00;653 833,00;16,42
389;-4;Промэнергобанк;2728;Вологодская обл.;4 598 161,00;4 636 447,00;-38 286,00;-0,83
390;3;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 590 675,00;4 429 254,00;161 421,00;3,64
391;-7;Кузнецкий;609;Пензенская обл.;4 583 965,00;4 638 571,00;-54 606,00;-1,18
392;-5;Москва-Сити;3247;Москва и обл.;4 542 466,00;4 621 646,00;-79 180,00;-1,71
393;27;Евразийский Банк;969;Москва и обл.;4 492 823,00;3 598 873,00;893 950,00;24,84
394;3;Банк Развития Технологий;3441;Москва и обл.;4 464 865,00;4 364 650,00;100 215,00;2,30
395;3;Уссури;596;Хабаровский край;4 460 380,00;4 345 705,00;114 675,00;2,64
396;20;Смартбанк;3408;Москва и обл.;4 451 008,00;3 730 629,00;720 379,00;19,31
397;17;Промсельхозбанк;538;Москва и обл.;4 404 665,00;3 809 597,00;595 068,00;15,62
398;-6;Экономикс-Банк;2136;Москва и обл.;4 378 141,00;4 481 033,00;-102 892,00;-2,30
399;-11;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 252 505,00;4 617 491,00;-364 986,00;-7,90
400;26;Енисей;474;Красноярский край;4 244 185,00;3 480 024,00;764 161,00;21,96
401;6;Народный Доверительный Банк;2374;Москва и обл.;4 231 836,00;3 948 923,00;282 913,00;7,16
402;2;ФорБанк;2063;Москва и обл.;4 209 542,00;4 090 829,00;118 713,00;2,90
403;-2;Невский Банк;1068;Санкт-Петербург и обл.;4 208 918,00;4 166 650,00;42 268,00;1,01
404;-4;Венец;524;Ульяновская обл.;4 202 833,00;4 202 079,00;754,00;0,02
405;-3;Стройлесбанк;2995;Тюменская обл.;4 156 545,00;4 132 290,00;24 255,00;0,59
406;4;Газтрансбанк;665;Адыгея;4 061 598,00;3 877 222,00;184 376,00;4,76
407;6;Крыловский;456;Краснодарский край;4 037 982,00;3 825 753,00;212 229,00;5,55
408;0;Роял Кредит Банк;783;Хабаровский край;4 032 997,00;3 948 574,00;84 423,00;2,14
409;-10;Итуруп;2390;Сахалинская обл.;3 997 328,00;4 328 202,00;-330 874,00;-7,64
410;5;Айви Банк;2055;Москва и обл.;3 987 226,00;3 801 929,00;185 297,00;4,87
411;16;Русский Национальный Банк;469;Ростовская обл.;3 957 859,00;3 472 011,00;485 848,00;13,99
412;-6;Финансово-Промышленный Капитал;3295;Москва и обл.;3 897 059,00;3 960 893,00;-63 834,00;-1,61
413;-4;ИТ Банк;2609;Омская обл.;3 892 715,00;3 896 219,00;-3 504,00;-0,09
414;-11;Кузнецкий Мост;2254;Москва и обл.;3 890 222,00;4 108 870,00;-218 648,00;-5,32
415;-35;Горбанк;2982;Санкт-Петербург и обл.;3 864 682,00;4 721 875,00;-857 193,00;-18,15
416;18;Капиталбанк;2547;Ростовская обл.;3 834 012,00;3 411 307,00;422 705,00;12,39
417;19;Агророс;2860;Саратовская обл.;3 805 746,00;3 394 900,00;410 846,00;12,10
418;1;Мастер-Капитал;3011;Москва и обл.;3 786 309,00;3 623 744,00;162 565,00;4,49
419;24;МФБанк;3163;Москва и обл.;3 733 881,00;3 275 789,00;458 092,00;13,98
420;-2;Финанс Бизнес Банк;520;Москва и обл.;3 650 366,00;3 631 323,00;19 043,00;0,52
421;-4;Гринфилдбанк;2711;Москва и обл.;3 646 442,00;3 714 692,00;-68 250,00;-1,84
422;-11;Лесбанк;1598;Москва и обл.;3 645 489,00;3 845 300,00;-199 811,00;-5,20
423;8;Витабанк;356;Санкт-Петербург и обл.;3 619 990,00;3 435 332,00;184 658,00;5,38
424;-3;Бланк Банк;2368;Москва и обл.;3 619 575,00;3 595 246,00;24 329,00;0,68
425;-1;Церих;3278;Орловская обл.;3 616 932,00;3 530 365,00;86 567,00;2,45
426;-3;Международный Банк Развития;2704;Москва и обл.;3 581 406,00;3 532 681,00;48 725,00;1,38
427;-2;Уралпромбанк;2964;Челябинская обл.;3 557 128,00;3 488 348,00;68 780,00;1,97
428;24;Форус Банк;3457;Нижегородская обл.;3 549 569,00;3 188 643,00;360 926,00;11,32
429;24;Юнистрим;3467;Москва и обл.;3 543 949,00;3 186 507,00;357 442,00;11,22
430;7;Ермак;1809;Ханты-Мансийский АО — Югра;3 526 373,00;3 389 560,00;136 813,00;4,04
431;-1;Центрально-Европейский Банк;2670;Москва и обл.;3 525 671,00;3 436 648,00;89 023,00;2,59
432;13;Камчаткомагропромбанк;545;Камчатская обл.;3 520 246,00;3 251 028,00;269 218,00;8,28
433;32;Объединенный Резервный Банк;937;Москва и обл.;3 511 675,00;2 977 868,00;533 807,00;17,93
434;22;Джаст Банк;3503;Москва и обл.;3 506 465,00;3 138 761,00;367 704,00;11,71
435;-6;Профессионал Банк;3296;Москва и обл.;3 499 591,00;3 441 699,00;57 892,00;1,68
436;-1;Банкирский Дом;2928;Санкт-Петербург и обл.;3 497 454,00;3 394 910,00;102 544,00;3,02
437;-15;Банк Экономический Союз;2798;Москва и обл.;3 488 832,00;3 541 450,00;-52 618,00;-1,49
438;-10;Вологжанин;1896;Вологодская обл.;3 469 171,00;3 455 299,00;13 872,00;0,40
439;-6;Сибэс;208;Омская обл.;3 425 506,00;3 412 438,00;13 068,00;0,38
440;-2;Живаго Банк;2065;Рязанская обл.;3 417 620,00;3 377 029,00;40 591,00;1,20
441;5;Выборг-Банк;720;Санкт-Петербург и обл.;3 388 470,00;3 250 006,00;138 464,00;4,26
442;6;Констанс-Банк;2228;Санкт-Петербург и обл.;3 381 636,00;3 219 418,00;162 218,00;5,04
443;-4;Лада-Кредит;2668;Москва и обл.;3 363 584,00;3 352 457,00;11 127,00;0,33
444;-3;Алтайкапиталбанк;2659;Алтайский край;3 350 221,00;3 342 147,00;8 074,00;0,24
445;4;Донхлеббанк;2285;Ростовская обл.;3 340 448,00;3 208 025,00;132 423,00;4,13
446;-14;Аксонбанк;680;Костромская обл.;3 339 740,00;3 424 221,00;-84 481,00;-2,47
447;22;Метрополь;1639;Москва и обл.;3 338 660,00;2 961 844,00;376 816,00;12,72
448;24;Аспект;608;Москва и обл.;3 327 074,00;2 910 096,00;416 978,00;14,33
449;9;Росбизнесбанк;1405;Москва и обл.;3 308 980,00;3 136 818,00;172 162,00;5,49
450;30;Витязь;2890;Москва и обл.;3 303 188,00;2 816 449,00;486 739,00;17,28
451;9;Новое Время;3492;Москва и обл.;3 290 033,00;3 065 681,00;224 352,00;7,32
452;-5;ИСБ;3010;Москва и обл.;3 289 779,00;3 221 441,00;68 338,00;2,12
453;-3;Океан Банк;1697;Москва и обл.;3 255 849,00;3 206 593,00;49 256,00;1,54
454;1;Братский АНКБ;1144;Иркутская обл.;3 251 646,00;3 146 853,00;104 793,00;3,33
455;21;Долинск;857;Сахалинская обл.;3 244 812,00;2 884 152,00;360 660,00;12,50
456;3;Кубанский Универсальный Банк;2898;Краснодарский край;3 209 766,00;3 125 599,00;84 167,00;2,69
457;11;Крокус-Банк;2682;Москва и обл.;3 206 107,00;2 965 744,00;240 363,00;8,10
458;4;ЕвроАксис Банк;3273;Москва и обл.;3 195 257,00;3 035 276,00;159 981,00;5,27
459;-8;НОКССбанк;3202;Волгоградская обл.;3 188 673,00;3 189 930,00;-1 257,00;-0,04
460;-3;РБА;3413;Москва и обл.;3 167 939,00;3 137 309,00;30 630,00;0,98
461;-19;Рапида;3371;Москва и обл.;3 162 635,00;3 327 488,00;-164 853,00;-4,95
462;-1;Реалист Банк;1067;Иркутская обл.;3 147 320,00;3 060 527,00;86 793,00;2,84
463;-19;УМ-Банк;1441;Свердловская обл.;3 097 736,00;3 268 393,00;-170 657,00;-5,22
464;-1;Оргбанк;3312;Москва и обл.;3 076 651,00;3 033 213,00;43 438,00;1,43
465;18;Лайтбанк;3177;Москва и обл.;3 076 440,00;2 757 190,00;319 250,00;11,58
466;-2;Мегаполис;3265;Чувашия;3 072 172,00;3 017 540,00;54 632,00;1,81
467;-27;Н-Банк;3493;Москва и обл.;3 026 328,00;3 348 185,00;-321 857,00;-9,61
468;-14;Богородский Муниципальный Банк;2992;Москва и обл.;3 025 216,00;3 153 653,00;-128 437,00;-4,07
469;8;Прайм Финанс;2758;Санкт-Петербург и обл.;2 991 568,00;2 840 524,00;151 044,00;5,32
470;1;Элита;1399;Калужская обл.;2 986 038,00;2 926 689,00;59 349,00;2,03
471;-5;Иваново;1763;Ивановская обл.;2 984 284,00;2 977 480,00;6 804,00;0,23
472;6;Межбанковский Кредитный Союз;3242;Москва и обл.;2 972 316,00;2 835 825,00;136 491,00;4,81
473;0;Первый Клиентский Банк;3436;Москва и обл.;2 928 972,00;2 895 639,00;33 333,00;1,15
474;8;Интеркредит;3047;Москва и обл.;2 914 821,00;2 795 221,00;119 600,00;4,28
475;0;Кроссинвестбанк;2849;Москва и обл.;2 905 399,00;2 885 565,00;19 834,00;0,69
476;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 882 528,00;2 886 247,00;-3 719,00;-0,13
477;8;Бест Эффортс Банк;435;Москва и обл.;2 882 025,00;2 724 827,00;157 198,00;5,77
478;21;Банк Реалист;2646;Москва и обл.;2 871 083,00;2 553 669,00;317 414,00;12,43
479;8;Кросна-Банк;2607;Москва и обл.;2 857 348,00;2 670 140,00;187 208,00;7,01
480;20;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 841 425,00;2 501 193,00;340 232,00;13,60
481;0;Костромаселькомбанк;1115;Костромская обл.;2 786 612,00;2 800 320,00;-13 708,00;-0,49
482;-12;Евроальянс;1781;Ивановская обл.;2 778 707,00;2 936 376,00;-157 669,00;-5,37
483;1;Зираат Банк;2559;Москва и обл.;2 722 515,00;2 749 977,00;-27 462,00;-1,00
484;2;Первый Инвестиционный Банк;604;Москва и обл.;2 720 481,00;2 721 317,00;-836,00;-0,03
485;6;Национальный Корпоративный Банк;3422;Москва и обл.;2 702 261,00;2 639 096,00;63 165,00;2,39
486;16;Проинвестбанк;784;Пермская обл.;2 678 954,00;2 467 942,00;211 012,00;8,55
487;10;Региональный Коммерческий Банк;836;Ульяновская обл.;2 677 182,00;2 567 917,00;109 265,00;4,26
488;4;Народный Банк;2249;Карачаево-Черкесия;2 661 567,00;2 630 556,00;31 011,00;1,18
489;-22;Система;2846;Москва и обл.;2 658 706,00;2 972 391,00;-313 685,00;-10,55
490;-1;ЮMoney;3510;Россия;2 658 562,00;2 658 204,00;358,00;0,01
491;-12;Далена Банк;1948;Москва и обл.;2 643 241,00;2 832 160,00;-188 919,00;-6,67
492;20;Преодоление;2649;Москва и обл.;2 623 120,00;2 325 971,00;297 149,00;12,78
493;2;Ростфинанс;481;Ростовская обл.;2 613 895,00;2 584 191,00;29 704,00;1,15
494;2;Богородский;1277;Нижегородская обл.;2 604 258,00;2 569 838,00;34 420,00;1,34
495;-5;Заубер Банк;1614;Санкт-Петербург и обл.;2 598 416,00;2 649 760,00;-51 344,00;-1,94
496;2;Столичный Кредит;2853;Москва и обл.;2 577 297,00;2 558 898,00;18 399,00;0,72
497;57;Мико-Банк;3195;Москва и обл.;2 565 701,00;1 831 304,00;734 397,00;40,10
498;-5;Интерактивный Банк;3378;Москва и обл.;2 557 423,00;2 597 562,00;-40 139,00;-1,55
499;9;Унифондбанк;3416;Москва и обл.;2 549 745,00;2 383 223,00;166 522,00;6,99
500;3;Йошкар-Ола;2802;Марий Эл;2 532 189,00;2 456 182,00;76 007,00;3,09
501;0;Сириус;3506;Омская обл.;2 508 225,00;2 481 215,00;27 010,00;1,09
502;11;Банк Премьер Кредит;1663;Москва и обл.;2 507 664,00;2 314 565,00;193 099,00;8,34
503;;Чайнасельхозбанк;3529;Москва и обл.;2 500 315,00;-;-;
504;-10;Апабанк;2404;Москва и обл.;2 495 652,00;2 593 960,00;-98 308,00;-3,79
505;1;ИРС;272;Москва и обл.;2 455 787,00;2 407 264,00;48 523,00;2,02
506;-2;Банк ВВБ;1093;Севастополь;2 454 894,00;2 422 255,00;32 639,00;1,35
507;0;К2 Банк;2851;Карачаево-Черкесия;2 443 062,00;2 389 894,00;53 168,00;2,22
508;7;Кредит Экспресс;3186;Ростовская обл.;2 430 511,00;2 290 633,00;139 878,00;6,11
509;-4;Владбизнесбанк;903;Владимирская обл.;2 406 441,00;2 408 956,00;-2 515,00;-0,10
510;-1;Радиотехбанк;1166;Нижегородская обл.;2 403 505,00;2 367 398,00;36 107,00;1,53
511;-1;Газнефтьбанк;3223;Саратовская обл.;2 360 051,00;2 355 111,00;4 940,00;0,21
512;7;Международный Строительный Банк;3484;Москва и обл.;2 325 076,00;2 206 058,00;119 018,00;5,40
513;4;Еврокапитал-Альянс;2672;Ярославская обл.;2 322 873,00;2 241 617,00;81 256,00;3,62
514;-3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 321 023,00;2 342 412,00;-21 389,00;-0,91
515;60;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 297 962,00;1 695 203,00;602 759,00;35,56
516;2;Викинг;2;Санкт-Петербург и обл.;2 281 660,00;2 209 721,00;71 939,00;3,26
517;-3;Татагропромбанк;728;Татарстан;2 277 904,00;2 292 680,00;-14 776,00;-0,64
518;4;Вкабанк;1027;Астраханская обл.;2 266 720,00;2 187 891,00;78 829,00;3,60
519;16;Новый Символ;370;Москва и обл.;2 242 628,00;2 039 462,00;203 166,00;9,96
520;-4;Резерв;2364;Челябинская обл.;2 237 853,00;2 261 972,00;-24 119,00;-1,07
521;7;Современные Стандарты Бизнеса;3397;Москва и обл.;2 228 539,00;2 113 421,00;115 118,00;5,45
522;3;Алтынбанк;2070;Татарстан;2 212 777,00;2 156 332,00;56 445,00;2,62
523;-35;НСТ-Банк;1738;Оренбургская обл.;2 199 325,00;2 659 236,00;-459 911,00;-17,29
524;-4;Новация;840;Адыгея;2 199 097,00;2 198 717,00;380,00;0,02
525;-1;Канский;860;Красноярский край;2 198 269,00;2 169 168,00;29 101,00;1,34
526;-3;Капитал;575;Москва и обл.;2 195 290,00;2 169 773,00;25 517,00;1,18
527;-115;Межрегионбанк;1059;Москва и обл.;2 191 451,00;3 826 695,00;-1 635 244,00;-42,73
528;5;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 179 102,00;2 051 370,00;127 732,00;6,23
529;1;Миръ;3089;Москва и обл.;2 166 575,00;2 069 130,00;97 445,00;4,71
530;12;Банк Пермь;875;Пермская обл.;2 157 933,00;2 002 347,00;155 586,00;7,77
