Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Март, 2013, тыс. рублей;Февраль, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-3;НОМОС-Банк-Сибирь;410;Новосибирская обл.;10 054 261,00;10 081 265,00;-27 004,00;-0,27
262;3;БайкалБанк;2632;Бурятия;10 043 009,00;9 776 196,00;266 813,00;2,73
263;-7;Адмиралтейский;3054;Москва и обл.;10 033 006,00;10 109 270,00;-76 264,00;-0,75
264;5;Международный Банк Развития;2704;Москва и обл.;10 032 354,00;9 614 327,00;418 027,00;4,35
265;-3;Банк Оренбург;3269;Оренбургская обл.;10 009 238,00;9 918 946,00;90 292,00;0,91
266;12;Транспортный;3174;Москва и обл.;9 919 047,00;9 029 232,00;889 815,00;9,85
267;-1;Экопромбанк;2011;Пермская обл.;9 911 660,00;9 728 540,00;183 120,00;1,88
268;-18;Международный Акционерный Банк;1987;Москва и обл.;9 863 868,00;10 435 993,00;-572 125,00;-5,48
269;2;Унифин;2654;Москва и обл.;9 858 623,00;9 508 401,00;350 222,00;3,68
270;3;Промсбербанк;1043;Москва и обл.;9 610 290,00;9 347 341,00;262 949,00;2,81
271;-4;Гарант-Инвест;2576;Москва и обл.;9 472 548,00;9 701 001,00;-228 453,00;-2,35
272;8;Монолит;1967;Москва и обл.;9 308 307,00;8 979 693,00;328 614,00;3,66
273;4;Первый Экспресс;3237;Тульская обл.;9 257 016,00;9 043 953,00;213 063,00;2,36
274;2;Генбанк;2490;Москва и обл.;9 229 044,00;9 077 361,00;151 683,00;1,67
275;17;Русский Земельный Банк;2810;Москва и обл.;9 227 980,00;8 286 587,00;941 393,00;11,36
276;5;Нефтяной Альянс;2859;Москва и обл.;8 916 693,00;8 940 858,00;-24 165,00;-0,27
277;7;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 907 263,00;8 739 676,00;167 587,00;1,92
278;9;Клиентский;2324;Москва и обл.;8 879 262,00;8 559 635,00;319 627,00;3,73
279;-9;СЭБ Банк;3235;Санкт-Петербург и обл.;8 863 398,00;9 557 020,00;-693 622,00;-7,26
280;2;Роспромбанк;3204;Москва и обл.;8 859 668,00;8 864 967,00;-5 299,00;-0,06
281;5;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 803 708,00;8 693 724,00;109 984,00;1,27
282;-3;Белгородсоцбанк;760;Белгородская обл.;8 801 257,00;8 995 736,00;-194 479,00;-2,16
283;-15;Бэнк оф Чайна;2309;Москва и обл.;8 753 822,00;9 689 440,00;-935 618,00;-9,66
284;9;Евромет;2902;Москва и обл.;8 656 527,00;8 233 762,00;422 765,00;5,13
285;3;Тусар;2712;Москва и обл.;8 559 746,00;8 559 055,00;691,00;0,01
286;-11;Вега-Банк;3270;Москва и обл.;8 549 268,00;9 188 839,00;-639 571,00;-6,96
287;3;Уралкапиталбанк;2519;Башкортостан;8 490 022,00;8 505 599,00;-15 577,00;-0,18
288;3;Волго-Камский Банк;282;Самарская обл.;8 436 057,00;8 355 663,00;80 394,00;0,96
289;0;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 423 495,00;8 544 850,00;-121 355,00;-1,42
290;8;НИКО-Банк;702;Оренбургская обл.;8 415 555,00;8 000 361,00;415 194,00;5,19
291;9;Финам Банк;2799;Москва и обл.;8 401 188,00;7 846 363,00;554 825,00;7,07
292;-18;Данске Банк;3307;Санкт-Петербург и обл.;8 384 458,00;9 308 981,00;-924 523,00;-9,93
293;2;Банк Торгового Финансирования;1982;Москва и обл.;8 309 566,00;8 201 224,00;108 342,00;1,32
294;0;ОПМ-Банк;2734;Москва и обл.;8 260 808,00;8 222 854,00;37 954,00;0,46
295;-12;Кредит-Москва;5;Москва и обл.;8 174 897,00;8 848 132,00;-673 235,00;-7,61
296;15;Дил-Банк;3384;Москва и обл.;8 171 537,00;7 245 763,00;925 774,00;12,78
297;0;КС Банк;1752;Мордовия;8 115 091,00;8 058 031,00;57 060,00;0,71
298;-2;Солид Банк;1329;Камчатская обл.;7 995 677,00;8 142 792,00;-147 115,00;-1,81
299;13;Экспресс-Кредит;210;Москва и обл.;7 966 393,00;7 243 932,00;722 461,00;9,97
300;6;ПИР Банк;2655;Москва и обл.;7 903 095,00;7 657 523,00;245 572,00;3,21
301;6;Русьуниверсалбанк;3293;Москва и обл.;7 830 600,00;7 549 494,00;281 106,00;3,72
302;54;Объединенный Капитал;2611;Санкт-Петербург и обл.;7 806 134,00;5 712 923,00;2 093 211,00;36,64
303;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 734 205,00;7 712 489,00;21 716,00;0,28
304;-5;Волга-Кредит;1153;Самарская обл.;7 713 655,00;7 958 197,00;-244 542,00;-3,07
305;0;Банк Жилищного Финансирования;3138;Москва и обл.;7 697 264,00;7 671 976,00;25 288,00;0,33
306;-4;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 632 128,00;7 768 828,00;-136 700,00;-1,76
307;-22;АФ Банк;991;Башкортостан;7 583 666,00;8 734 045,00;-1 150 379,00;-13,17
308;-5;Снежинский;1376;Челябинская обл.;7 540 553,00;7 725 659,00;-185 106,00;-2,40
309;10;Автоторгбанк;2776;Москва и обл.;7 499 558,00;7 020 002,00;479 556,00;6,83
310;-9;Башинвестбанк;2189;Башкортостан;7 315 232,00;7 776 378,00;-461 146,00;-5,93
311;-1;РАМ Банк;3480;Москва и обл.;7 293 174,00;7 298 602,00;-5 428,00;-0,07
312;-4;Международный Коммерческий Банк;2524;Москва и обл.;7 263 011,00;7 440 288,00;-177 277,00;-2,38
313;3;Хованский;2145;Москва и обл.;7 225 825,00;7 154 202,00;71 623,00;1,00
314;0;Северо-Восточный Альянс;2768;Москва и обл.;7 219 344,00;7 197 136,00;22 208,00;0,31
315;3;Финансовый Стандарт;1053;Москва и обл.;7 207 464,00;7 054 973,00;152 491,00;2,16
316;-7;Агросоюз;1459;Москва и обл.;7 164 098,00;7 342 074,00;-177 976,00;-2,42
317;6;ЕвроситиБанк;1869;Ставропольский край;7 136 377,00;6 849 724,00;286 653,00;4,18
318;2;Ренессанс;1939;Москва и обл.;7 112 764,00;7 014 933,00;97 831,00;1,39
319;2;Промтрансбанк;2638;Башкортостан;7 070 125,00;7 008 972,00;61 153,00;0,87
320;6;Рускобанк;138;Санкт-Петербург и обл.;6 924 554,00;6 811 900,00;112 654,00;1,65
321;12;Ишбанк;2867;Москва и обл.;6 803 959,00;6 489 471,00;314 488,00;4,85
322;-9;Замоскворецкий;1640;Москва и обл.;6 733 128,00;7 241 320,00;-508 192,00;-7,02
323;11;Датабанк;646;Удмуртия;6 721 561,00;6 374 327,00;347 234,00;5,45
324;-2;Томскпромстройбанк;1720;Томская обл.;6 692 480,00;6 961 853,00;-269 373,00;-3,87
325;-8;Ставропольпромстройбанк;1288;Ставропольский край;6 650 027,00;7 085 838,00;-435 811,00;-6,15
326;-2;Бенифит-Банк;3229;Москва и обл.;6 610 135,00;6 842 197,00;-232 062,00;-3,39
327;1;Автоградбанк;1455;Татарстан;6 586 167,00;6 609 517,00;-23 350,00;-0,35
328;14;Экономикс-Банк;2136;Москва и обл.;6 461 789,00;6 197 235,00;264 554,00;4,27
329;0;Банк Казани;708;Татарстан;6 400 657,00;6 578 222,00;-177 565,00;-2,70
330;23;Татсоцбанк;480;Татарстан;6 380 451,00;5 867 118,00;513 333,00;8,75
331;5;Новый Московский Банк;2932;Москва и обл.;6 291 691,00;6 334 912,00;-43 221,00;-0,68
332;0;Банк Инноваций и Развития;2647;Москва и обл.;6 284 324,00;6 508 152,00;-223 828,00;-3,44
333;5;Славия;2664;Москва и обл.;6 268 011,00;6 244 316,00;23 695,00;0,38
334;1;Русь;704;Оренбургская обл.;6 267 394,00;6 350 526,00;-83 132,00;-1,31
335;5;Альба Альянс;2593;Москва и обл.;6 258 140,00;6 224 370,00;33 770,00;0,54
336;3;Бинбанк Тверь;777;Тверская обл.;6 253 946,00;6 240 556,00;13 390,00;0,21
337;4;Софрино;2972;Москва и обл.;6 253 646,00;6 211 461,00;42 185,00;0,68
338;8;Славянский Кредит;2960;Москва и обл.;6 232 074,00;6 078 155,00;153 919,00;2,53
339;-8;Национальный Залоговый Банк;2944;Москва и обл.;6 225 472,00;6 516 891,00;-291 419,00;-4,47
340;3;Эксперт Банк;2949;Омская обл.;6 178 150,00;6 161 739,00;16 411,00;0,27
341;13;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 150 432,00;5 865 337,00;285 095,00;4,86
342;10;Анталбанк;3115;Москва и обл.;6 136 179,00;5 903 968,00;232 211,00;3,93
343;2;Региональный Банк Развития;2782;Башкортостан;6 128 230,00;6 113 059,00;15 171,00;0,25
344;3;ФДБ;3071;Москва и обл.;6 116 097,00;6 069 925,00;46 172,00;0,76
345;15;Ассоциация;732;Нижегородская обл.;6 109 499,00;5 592 532,00;516 967,00;9,24
346;2;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 100 440,00;5 988 344,00;112 096,00;1,87
347;-3;Волжский Социальный Банк;2428;Самарская обл.;6 100 311,00;6 155 487,00;-55 176,00;-0,90
348;2;Профит Банк;3234;Москва и обл.;6 049 482,00;5 930 363,00;119 119,00;2,01
349;-12;Юг-Инвестбанк;2772;Краснодарский край;5 965 955,00;6 270 539,00;-304 584,00;-4,86
350;-23;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;5 940 617,00;6 719 178,00;-778 561,00;-11,59
351;11;Вокбанк;312;Нижегородская обл.;5 925 727,00;5 554 841,00;370 886,00;6,68
352;21;Нижневолжский Коммерческий Банк;931;Саратовская обл.;5 897 862,00;5 321 784,00;576 078,00;10,82
353;-2;Банк на Красных Воротах;2472;Москва и обл.;5 867 347,00;5 920 997,00;-53 650,00;-0,91
354;1;Московский Нефтехимический Банк;1411;Москва и обл.;5 846 056,00;5 728 099,00;117 957,00;2,06
355;2;Белгородпромстройбанк;1816;Белгородская обл.;5 824 518,00;5 698 185,00;126 333,00;2,22
356;3;Бинбанк Мурманск;1276;Мурманская обл.;5 789 248,00;5 668 615,00;120 633,00;2,13
357;-42;Развитие;2729;Карачаево-Черкесия;5 729 995,00;7 178 083,00;-1 448 088,00;-20,17
358;36;Бланк Банк;2368;Москва и обл.;5 708 632,00;4 917 561,00;791 071,00;16,09
359;6;Банк БФТ;2273;Москва и обл.;5 651 919,00;5 451 576,00;200 343,00;3,67
360;4;Сибнефтебанк;385;Тюменская обл.;5 630 314,00;5 468 692,00;161 622,00;2,96
361;11;Руссобанк;2313;Москва и обл.;5 587 565,00;5 357 420,00;230 145,00;4,30
362;-1;Тройка-Д Банк;3431;Москва и обл.;5 558 995,00;5 564 669,00;-5 674,00;-0,10
363;0;Актив Банк;2529;Мордовия;5 555 447,00;5 492 142,00;63 305,00;1,15
364;24;Кузнецкий Мост;2254;Москва и обл.;5 516 358,00;5 022 705,00;493 653,00;9,83
365;-40;Ури Банк;3479;Москва и обл.;5 452 148,00;6 817 854,00;-1 365 706,00;-20,03
366;14;Спецсетьстройбанк;3062;Москва и обл.;5 421 073,00;5 164 140,00;256 933,00;4,98
367;9;Навигатор;2469;Москва и обл.;5 359 723,00;5 247 627,00;112 096,00;2,14
368;1;Чувашкредитпромбанк;1280;Чувашия;5 336 275,00;5 387 172,00;-50 897,00;-0,94
369;-2;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 329 887,00;5 409 146,00;-79 259,00;-1,47
370;-21;Русский Торговый Банк;2842;Москва и обл.;5 319 112,00;5 948 971,00;-629 859,00;-10,59
371;-13;Дагэнергобанк;3286;Дагестан;5 316 819,00;5 686 423,00;-369 604,00;-6,50
372;-2;Северный Народный Банк;2721;Коми;5 292 426,00;5 379 077,00;-86 651,00;-1,61
373;8;Мой Банк. Ипотека;2436;Башкортостан;5 285 407,00;5 163 247,00;122 160,00;2,37
374;17;Новопокровский;467;Краснодарский край;5 284 028,00;4 985 490,00;298 538,00;5,99
375;18;Трансстройбанк;2807;Москва и обл.;5 279 325,00;4 966 917,00;312 408,00;6,29
376;-10;Голдман Сакс Банк;3490;Москва и обл.;5 236 903,00;5 415 169,00;-178 266,00;-3,29
377;-3;Сибсоцбанк;2015;Алтайский край;5 213 058,00;5 307 461,00;-94 403,00;-1,78
378;-3;Банк Развития Региона;3315;Северная Осетия — Алания;5 209 564,00;5 273 539,00;-63 975,00;-1,21
379;20;Век;2299;Москва и обл.;5 148 465,00;4 851 079,00;297 386,00;6,13
380;4;Камский Коммерческий Банк;438;Татарстан;5 146 995,00;5 072 231,00;74 764,00;1,47
381;-2;Анкор Банк;889;Татарстан;5 096 137,00;5 172 894,00;-76 757,00;-1,48
382;-5;Банк Финсервис;3388;Москва и обл.;5 089 335,00;5 242 288,00;-152 953,00;-2,92
383;-5;Инвестиционный Союз;637;Москва и обл.;5 064 959,00;5 212 037,00;-147 078,00;-2,82
384;3;Зернобанк;2337;Алтайский край;5 058 787,00;5 032 861,00;25 926,00;0,52
385;0;Нэклис-Банк;1671;Москва и обл.;5 025 837,00;5 046 315,00;-20 478,00;-0,41
386;4;Киви Банк;2241;Москва и обл.;4 998 155,00;4 997 748,00;407,00;0,01
387;-19;Банк Развития Технологий;3441;Москва и обл.;4 977 806,00;5 399 670,00;-421 864,00;-7,81
388;9;2Т Банк;625;Москва и обл.;4 974 571,00;4 887 471,00;87 100,00;1,78
389;0;Платина;2347;Москва и обл.;4 972 059,00;5 015 189,00;-43 130,00;-0,86
390;-19;Джей энд Ти Банк;3061;Москва и обл.;4 967 241,00;5 360 483,00;-393 242,00;-7,34
391;9;Азия-Инвест Банк;3303;Москва и обл.;4 926 588,00;4 810 764,00;115 824,00;2,41
392;-9;Еврокоммерц;1777;Москва и обл.;4 919 801,00;5 099 354,00;-179 553,00;-3,52
393;2;Бинбанк Смоленск;1957;Смоленская обл.;4 882 306,00;4 890 753,00;-8 447,00;-0,17
394;18;Банк БКФ;2684;Москва и обл.;4 867 864,00;4 510 446,00;357 418,00;7,92
395;15;Нефтепромбанк;2156;Москва и обл.;4 828 418,00;4 577 471,00;250 947,00;5,48
396;11;Кранбанк;2271;Ивановская обл.;4 759 302,00;4 633 125,00;126 177,00;2,72
397;-5;Торгово-Строительный Банк;1250;Москва и обл.;4 750 548,00;4 984 750,00;-234 202,00;-4,70
398;0;Банк Раунд;2506;Москва и обл.;4 730 079,00;4 852 784,00;-122 705,00;-2,53
399;4;Риабанк;3434;Москва и обл.;4 712 966,00;4 745 717,00;-32 751,00;-0,69
400;2;Межтрастбанк;2493;Москва и обл.;4 702 633,00;4 778 943,00;-76 310,00;-1,60
401;4;Горбанк;2982;Санкт-Петербург и обл.;4 701 141,00;4 711 747,00;-10 606,00;-0,23
402;4;Промэнергобанк;2728;Вологодская обл.;4 693 058,00;4 683 201,00;9 857,00;0,21
403;17;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 688 882,00;4 293 190,00;395 692,00;9,22
404;-18;Лесбанк;1598;Москва и обл.;4 673 927,00;5 041 495,00;-367 568,00;-7,29
405;-23;Таатта;1249;Саха (Якутия);4 666 946,00;5 121 192,00;-454 246,00;-8,87
406;5;Ермак;1809;Тюменская обл.;4 661 840,00;4 561 908,00;99 932,00;2,19
407;-3;Юникорбанк;2586;Москва и обл.;4 621 540,00;4 717 019,00;-95 479,00;-2,02
408;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 619 746,00;4 627 266,00;-7 520,00;-0,16
409;6;Северный Кредит;2398;Вологодская обл.;4 574 850,00;4 441 869,00;132 981,00;2,99
410;7;Эл Банк;1025;Самарская обл.;4 566 393,00;4 393 877,00;172 516,00;3,93
411;32;РЕСО Кредит;3450;Москва и обл.;4 565 880,00;3 686 293,00;879 587,00;23,86
412;-16;Реалист Банк;1067;Иркутская обл.;4 561 967,00;4 890 608,00;-328 641,00;-6,72
413;6;Донкомбанк;492;Ростовская обл.;4 560 088,00;4 366 954,00;193 134,00;4,42
414;2;Зенит Сочи;232;Краснодарский край;4 421 160,00;4 425 373,00;-4 213,00;-0,10
415;3;Хакасский Муниципальный Банк;1049;Хакасия;4 417 396,00;4 377 318,00;40 078,00;0,92
416;-2;Проминвестбанк;2433;Москва и обл.;4 414 288,00;4 470 856,00;-56 568,00;-1,27
417;-87;Ю Би Эс Банк;3463;Москва и обл.;4 384 196,00;6 541 729,00;-2 157 533,00;-32,98
418;-17;Объединенный Кредитный Банк;1118;Владимирская обл.;4 354 268,00;4 795 851,00;-441 583,00;-9,21
419;-6;Банкхаус Эрбе;1717;Москва и обл.;4 334 216,00;4 481 555,00;-147 339,00;-3,29
420;-11;Экси-Банк;2530;Санкт-Петербург и обл.;4 324 891,00;4 623 700,00;-298 809,00;-6,46
421;2;Банк Заречье;817;Татарстан;4 174 801,00;4 192 206,00;-17 405,00;-0,42
422;2;Банк Кремлевский;2905;Москва и обл.;4 169 432,00;4 171 306,00;-1 874,00;-0,04
423;-1;Стройлесбанк;2995;Тюменская обл.;4 165 208,00;4 239 813,00;-74 605,00;-1,76
424;6;Стратегия;2801;Москва и обл.;4 147 836,00;3 967 214,00;180 622,00;4,55
425;1;Новобанк;1352;Новгородская обл.;4 132 637,00;4 095 352,00;37 285,00;0,91
426;2;Москва-Сити;3247;Москва и обл.;4 125 912,00;4 000 381,00;125 531,00;3,14
427;15;Финансовый Капитал;3288;Санкт-Петербург и обл.;4 124 114,00;3 688 570,00;435 544,00;11,81
428;3;Газстройбанк;2919;Москва и обл.;4 114 838,00;3 854 289,00;260 549,00;6,76
429;88;Вкабанк;1027;Астраханская обл.;4 093 329,00;2 573 285,00;1 520 044,00;59,07
430;-3;Промрегионбанк;2123;Томская обл.;4 005 438,00;4 001 960,00;3 478,00;0,09
431;-10;Енисейский Объединенный Банк;2645;Красноярский край;3 946 932,00;4 259 960,00;-313 028,00;-7,35
432;-7;Нейва;1293;Свердловская обл.;3 944 525,00;4 100 395,00;-155 870,00;-3,80
433;-4;Донинвест;1617;Ростовская обл.;3 931 597,00;3 973 331,00;-41 734,00;-1,05
434;10;Приоритет;3135;Самарская обл.;3 918 226,00;3 685 534,00;232 692,00;6,31
435;-3;Межрегиональный промышленно-строительный банк;752;Мордовия;3 862 365,00;3 850 664,00;11 701,00;0,30
436;0;Кузнецкий;609;Пензенская обл.;3 843 961,00;3 773 432,00;70 529,00;1,87
437;2;Оргбанк;3312;Москва и обл.;3 841 061,00;3 738 713,00;102 348,00;2,74
438;0;Земский Банк;2900;Самарская обл.;3 786 111,00;3 765 106,00;21 005,00;0,56
439;15;Русский Трастовый Банк;1139;Москва и обл.;3 785 135,00;3 397 548,00;387 587,00;11,41
440;1;УМ-Банк;1441;Свердловская обл.;3 765 443,00;3 708 846,00;56 597,00;1,53
441;-8;Банк ИТБ;3128;Москва и обл.;3 688 794,00;3 836 065,00;-147 271,00;-3,84
442;24;Мосуралбанк;2468;Москва и обл.;3 682 459,00;3 257 923,00;424 536,00;13,03
443;5;Мастер-Капитал;3011;Москва и обл.;3 671 126,00;3 534 109,00;137 017,00;3,88
444;-4;ИТ Банк;2609;Омская обл.;3 663 696,00;3 721 575,00;-57 879,00;-1,56
445;11;Витабанк;356;Санкт-Петербург и обл.;3 660 507,00;3 392 526,00;267 981,00;7,90
446;4;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 648 325,00;3 515 296,00;133 029,00;3,78
447;-2;Универсальный Кредит;2903;Москва и обл.;3 641 973,00;3 679 192,00;-37 219,00;-1,01
448;-11;Стромкомбанк;404;Красноярский край;3 629 780,00;3 771 320,00;-141 540,00;-3,75
449;6;Роял Кредит Банк;783;Хабаровский край;3 596 834,00;3 392 538,00;204 296,00;6,02
450;-15;Тюменьагропромбанк;917;Тюменская обл.;3 563 317,00;3 804 386,00;-241 069,00;-6,34
451;16;Аскольд;2480;Смоленская обл.;3 526 980,00;3 228 681,00;298 299,00;9,24
452;-18;Церих;3278;Орловская обл.;3 500 605,00;3 805 551,00;-304 946,00;-8,01
453;-6;Евроальянс;1781;Ивановская обл.;3 468 738,00;3 557 893,00;-89 155,00;-2,51
454;4;Сберинвестбанк;1743;Свердловская обл.;3 443 474,00;3 358 365,00;85 109,00;2,53
455;9;Еврокредит;2957;Москва и обл.;3 426 914,00;3 264 187,00;162 727,00;4,99
456;13;Эргобанк;2856;Москва и обл.;3 418 018,00;3 199 388,00;218 630,00;6,83
457;-8;Профессионал Банк;3296;Москва и обл.;3 415 401,00;3 517 789,00;-102 388,00;-2,91
458;-1;Смартбанк;3408;Москва и обл.;3 413 491,00;3 368 946,00;44 545,00;1,32
459;6;Синко-Банк;2838;Москва и обл.;3 400 263,00;3 259 246,00;141 017,00;4,33
460;0;Форус Банк;3457;Нижегородская обл.;3 390 554,00;3 348 083,00;42 471,00;1,27
461;-9;Милбанк;3256;Москва и обл.;3 389 653,00;3 432 919,00;-43 266,00;-1,26
462;-11;Кроссинвестбанк;2849;Москва и обл.;3 388 929,00;3 449 204,00;-60 275,00;-1,75
463;-10;Союзный;3236;Москва и обл.;3 301 201,00;3 414 092,00;-112 891,00;-3,31
464;11;Земкомбанк;574;Ростовская обл.;3 296 830,00;3 128 173,00;168 657,00;5,39
465;-19;Невский Банк;1068;Санкт-Петербург и обл.;3 295 492,00;3 627 828,00;-332 336,00;-9,16
466;-3;Камчаткомагропромбанк;545;Камчатская обл.;3 285 324,00;3 271 121,00;14 203,00;0,43
467;-6;Бинбанк Сургут;1701;Тюменская обл.;3 258 103,00;3 300 055,00;-41 952,00;-1,27
468;3;Алтайкапиталбанк;2659;Алтайский край;3 255 296,00;3 168 546,00;86 750,00;2,74
469;22;Мираф-Банк;2244;Омская обл.;3 232 761,00;2 944 125,00;288 636,00;9,80
470;14;Объединенная Расчетная Система;3342;Москва и обл.;3 224 091,00;3 030 437,00;193 654,00;6,39
471;72;Почта Банк;650;Москва и обл.;3 220 126,00;2 275 277,00;944 849,00;41,53
472;-2;Живаго Банк;2065;Рязанская обл.;3 158 683,00;3 184 098,00;-25 415,00;-0,80
473;-14;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 152 008,00;3 348 112,00;-196 104,00;-5,86
474;5;РБА;3413;Ярославская обл.;3 141 401,00;3 070 483,00;70 918,00;2,31
475;2;Интерактивный Банк;3378;Москва и обл.;3 131 974,00;3 085 636,00;46 338,00;1,50
476;9;Уралпромбанк;2964;Челябинская обл.;3 108 103,00;3 022 774,00;85 329,00;2,82
477;-5;Региональный Кредитный Банк;1608;Калининградская обл.;3 096 564,00;3 155 499,00;-58 935,00;-1,87
478;4;Уссури;596;Хабаровский край;3 067 526,00;3 034 029,00;33 497,00;1,10
479;-11;ЕвроАксис Банк;3273;Москва и обл.;3 063 613,00;3 220 199,00;-156 586,00;-4,86
480;3;Аксонбанк;680;Костромская обл.;3 051 822,00;3 032 031,00;19 791,00;0,65
481;-3;Банк Экономический Союз;2798;Москва и обл.;3 044 845,00;3 070 792,00;-25 947,00;-0,84
482;4;Венец;524;Ульяновская обл.;3 021 143,00;3 021 582,00;-439,00;-0,01
483;18;Океан Банк;1697;Москва и обл.;2 989 481,00;2 785 941,00;203 540,00;7,31
484;-10;Долинск;857;Сахалинская обл.;2 988 028,00;3 132 015,00;-143 987,00;-4,60
485;48;Констанс-Банк;2228;Санкт-Петербург и обл.;2 984 215,00;2 378 038,00;606 177,00;25,49
486;-24;Сиббизнесбанк;2539;Тюменская обл.;2 976 682,00;3 295 918,00;-319 236,00;-9,69
487;3;Росбизнесбанк;1405;Москва и обл.;2 972 973,00;2 973 015,00;-42,00;-0,00
488;-1;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 939 963,00;2 996 971,00;-57 008,00;-1,90
489;8;Тульский Промышленник;2382;Тульская обл.;2 910 704,00;2 850 670,00;60 034,00;2,11
490;12;Московский Коммерческий Банк;3172;Москва и обл.;2 887 025,00;2 762 067,00;124 958,00;4,52
491;9;Коммерческий Индо Банк;3446;Москва и обл.;2 870 600,00;2 803 824,00;66 776,00;2,38
492;-4;Преодоление;2649;Москва и обл.;2 869 624,00;2 996 337,00;-126 713,00;-4,23
493;2;Енисей;474;Красноярский край;2 864 328,00;2 899 550,00;-35 222,00;-1,21
494;-14;Гринфилдбанк;2711;Москва и обл.;2 864 246,00;3 034 967,00;-170 721,00;-5,63
495;-1;Крыловский;456;Краснодарский край;2 852 581,00;2 900 041,00;-47 460,00;-1,64
496;-3;НОКССбанк;3202;Волгоградская обл.;2 846 576,00;2 914 140,00;-67 564,00;-2,32
497;1;Совинком;2302;Москва и обл.;2 846 055,00;2 849 881,00;-3 826,00;-0,13
498;50;Лайтбанк;3177;Москва и обл.;2 821 488,00;2 204 843,00;616 645,00;27,97
499;-7;Ураллига;1626;Челябинская обл.;2 809 150,00;2 919 183,00;-110 033,00;-3,77
500;-4;НБК-Банк;3283;Москва и обл.;2 797 210,00;2 860 689,00;-63 479,00;-2,22
501;-25;Финансово-Промышленный Капитал;3295;Москва и обл.;2 763 777,00;3 104 990,00;-341 213,00;-10,99
502;71;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 740 337,00;2 058 014,00;682 323,00;33,15
503;5;Коммерческий Банк Развития;3364;Москва и обл.;2 735 779,00;2 673 347,00;62 432,00;2,34
504;-23;Профессионал Банк;2471;Москва и обл.;2 715 336,00;3 034 097,00;-318 761,00;-10,51
505;1;Система;2846;Москва и обл.;2 706 249,00;2 680 316,00;25 933,00;0,97
506;3;Вологжанин;1896;Вологодская обл.;2 676 160,00;2 670 963,00;5 197,00;0,19
507;6;Агророс;2860;Саратовская обл.;2 667 710,00;2 612 043,00;55 667,00;2,13
508;-5;Резерв;2364;Челябинская обл.;2 621 397,00;2 755 671,00;-134 274,00;-4,87
509;-4;Костромаселькомбанк;1115;Костромская обл.;2 602 556,00;2 702 723,00;-100 167,00;-3,71
510;10;Национальный Банк Сбережений;1949;Ивановская обл.;2 595 375,00;2 561 570,00;33 805,00;1,32
511;3;Интеркредит;3047;Москва и обл.;2 594 695,00;2 593 785,00;910,00;0,04
512;0;Диг-Банк;2423;Северная Осетия — Алания;2 591 159,00;2 631 003,00;-39 844,00;-1,51
513;3;Гагаринский;606;Москва и обл.;2 559 542,00;2 590 374,00;-30 832,00;-1,19
514;11;ИпоТек Банк;2794;Москва и обл.;2 542 812,00;2 459 302,00;83 510,00;3,40
515;50;Компания Розничного Кредитования;3385;Москва и обл.;2 525 227,00;2 093 020,00;432 207,00;20,65
516;-17;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;2 509 410,00;2 829 079,00;-319 669,00;-11,30
517;5;Богородский;1277;Нижегородская обл.;2 503 796,00;2 534 864,00;-31 068,00;-1,23
518;61;Богородский Муниципальный Банк;2992;Москва и обл.;2 496 748,00;2 035 425,00;461 323,00;22,66
519;-30;Итуруп;2390;Сахалинская обл.;2 489 833,00;2 991 244,00;-501 411,00;-16,76
520;-16;Инкаробанк;2696;Москва и обл.;2 489 165,00;2 723 368,00;-234 203,00;-8,60
521;7;Евразийский Банк;969;Москва и обл.;2 438 424,00;2 449 528,00;-11 104,00;-0,45
522;4;Уралприватбанк;153;Свердловская обл.;2 435 188,00;2 451 458,00;-16 270,00;-0,66
523;-50;Интеркапитал-Банк;2706;Мордовия;2 429 152,00;3 135 577,00;-706 425,00;-22,53
524;113;Витязь;2890;Москва и обл.;2 417 785,00;1 555 588,00;862 197,00;55,43
525;20;Верхневолжский;1084;Ярославская обл.;2 410 642,00;2 255 099,00;155 543,00;6,90
526;3;Промсельхозбанк;538;Москва и обл.;2 409 338,00;2 439 163,00;-29 825,00;-1,22
527;3;Ваш Личный Банк;1222;Иркутская обл.;2 408 339,00;2 426 151,00;-17 812,00;-0,73
