Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Сентябрь, 2017, тыс. рублей;Август, 2017, тыс. рублей;Изменение, тыс. рублей;Изменение, %
259;-8;Коммерческий Индо Банк;3446;Москва и обл.;6 653 932,00;6 928 378,00;-274 446,00;-3,96
260;3;Союзный;3236;Москва и обл.;6 636 175,00;6 505 519,00;130 656,00;2,01
261;1;Конфидэнс Банк;970;Костромская обл.;6 518 177,00;6 529 640,00;-11 463,00;-0,18
262;2;Банк БКФ;2684;Москва и обл.;6 238 768,00;6 420 095,00;-181 327,00;-2,82
263;2;Автоградбанк;1455;Татарстан;6 208 704,00;6 161 507,00;47 197,00;0,77
264;2;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 206 914,00;5 990 614,00;216 300,00;3,61
265;8;Агророс;2860;Саратовская обл.;6 137 510,00;5 633 424,00;504 086,00;8,95
266;2;Сибсоцбанк;2015;Алтайский край;6 099 567,00;5 885 182,00;214 385,00;3,64
267;3;Земский Банк;2900;Самарская обл.;5 999 903,00;5 874 347,00;125 556,00;2,14
268;3;НБК-Банк;3283;Москва и обл.;5 899 031,00;5 739 366,00;159 665,00;2,78
269;-8;Зираат Банк;2559;Москва и обл.;5 878 400,00;6 599 946,00;-721 546,00;-10,93
270;-3;Индустриальный Сберегательный Банк;3175;Москва и обл.;5 794 850,00;5 917 594,00;-122 744,00;-2,07
271;-2;Енисейский Объединенный Банк;2645;Красноярский край;5 792 473,00;5 882 326,00;-89 853,00;-1,53
272;2;Уссури;596;Хабаровский край;5 667 416,00;5 591 530,00;75 886,00;1,36
273;5;Севастопольский Морской Банк;3528;Севастополь;5 565 392,00;5 420 626,00;144 766,00;2,67
274;8;Кузнецкий;609;Пензенская обл.;5 505 435,00;5 243 003,00;262 432,00;5,01
275;1;Славянский Кредит;2960;Москва и обл.;5 473 411,00;5 489 449,00;-16 038,00;-0,29
276;-4;Кубаньторгбанк;478;Краснодарский край;5 444 075,00;5 730 915,00;-286 840,00;-5,01
277;0;Камский Коммерческий Банк;438;Татарстан;5 441 003,00;5 479 181,00;-38 178,00;-0,70
278;-3;ЮMoney;3510;Россия;5 398 904,00;5 507 723,00;-108 819,00;-1,98
279;6;Зенит Сочи;232;Краснодарский край;5 289 589,00;5 075 217,00;214 372,00;4,22
280;3;Венец;524;Ульяновская обл.;5 287 593,00;5 200 533,00;87 060,00;1,67
281;-1;Банк ПСА Финанс Рус;3481;Москва и обл.;5 256 641,00;5 255 162,00;1 479,00;0,03
282;-1;Ростфинанс;481;Ростовская обл.;5 233 927,00;5 247 065,00;-13 138,00;-0,25
283;1;Нэклис-Банк;1671;Москва и обл.;5 182 178,00;5 132 804,00;49 374,00;0,96
284;23;Бест Эффортс Банк;435;Москва и обл.;5 114 202,00;4 295 451,00;818 751,00;19,06
285;5;Голдман Сакс Банк;3490;Москва и обл.;5 032 257,00;4 737 389,00;294 868,00;6,22
286;-7;Итуруп;2390;Сахалинская обл.;5 019 473,00;5 343 404,00;-323 931,00;-6,06
287;9;Евразийский Банк;969;Москва и обл.;4 966 977,00;4 484 703,00;482 274,00;10,75
288;5;Черноморский банк развития и реконструкции;3527;Симферополь;4 913 307,00;4 568 320,00;344 987,00;7,55
289;0;Чайнасельхозбанк;3529;Москва и обл.;4 899 307,00;4 826 799,00;72 508,00;1,50
290;5;Финансово-Промышленный Капитал;3295;Москва и обл.;4 847 110,00;4 548 306,00;298 804,00;6,57
291;-4;Витабанк;356;Санкт-Петербург и обл.;4 834 337,00;5 031 442,00;-197 105,00;-3,92
292;11;Роял Кредит Банк;783;Приморский край;4 678 528,00;4 428 921,00;249 607,00;5,64
293;12;Руссобанк;2313;Москва и обл.;4 640 712,00;4 329 691,00;311 021,00;7,18
294;5;Мастер-Капитал;3011;Москва и обл.;4 535 177,00;4 467 887,00;67 290,00;1,51
295;-3;Московский Коммерческий Банк;3172;Москва и обл.;4 529 047,00;4 708 636,00;-179 589,00;-3,81
296;-8;Русский Национальный Банк;469;Ростовская обл.;4 525 543,00;4 961 717,00;-436 174,00;-8,79
297;-3;Платина;2347;Москва и обл.;4 524 076,00;4 550 644,00;-26 568,00;-0,58
298;2;Банк Инноваций и Развития;2647;Москва и обл.;4 509 255,00;4 463 772,00;45 483,00;1,02
299;3;Стройлесбанк;2995;Тюменская обл.;4 504 823,00;4 441 702,00;63 121,00;1,42
300;18;Москва-Сити;3247;Москва и обл.;4 471 632,00;4 041 895,00;429 737,00;10,63
301;-4;Горбанк;2982;Санкт-Петербург и обл.;4 467 183,00;4 477 580,00;-10 397,00;-0,23
302;-4;Объединенный Резервный Банк;937;Москва и обл.;4 459 179,00;4 476 102,00;-16 923,00;-0,38
303;-2;Банк Кремлевский;2905;Москва и обл.;4 438 440,00;4 456 766,00;-18 326,00;-0,41
304;7;УМ-Банк;1441;Москва и обл.;4 379 010,00;4 115 718,00;263 292,00;6,40
305;3;Донкомбанк;492;Ростовская обл.;4 336 012,00;4 225 713,00;110 299,00;2,61
306;-2;Вологжанин;1896;Вологодская обл.;4 325 456,00;4 391 574,00;-66 118,00;-1,51
307;8;Долинск;857;Сахалинская обл.;4 290 030,00;4 068 728,00;221 302,00;5,44
308;1;Экси-Банк;2530;Санкт-Петербург и обл.;4 236 462,00;4 205 056,00;31 406,00;0,75
309;-18;Юнистрим;3467;Москва и обл.;4 209 182,00;4 710 999,00;-501 817,00;-10,65
310;3;Синко-Банк;2838;Москва и обл.;4 151 015,00;4 099 176,00;51 839,00;1,26
311;3;Банкхаус Эрбе;1717;Москва и обл.;4 087 094,00;4 079 400,00;7 694,00;0,19
312;0;Аксонбанк;680;Костромская обл.;4 082 532,00;4 102 039,00;-19 507,00;-0,48
313;4;ВостСибтранскомбанк;2731;Иркутская обл.;4 048 982,00;4 054 646,00;-5 664,00;-0,14
314;-8;МФБанк;3163;Москва и обл.;4 040 867,00;4 320 073,00;-279 206,00;-6,46
315;4;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 002 488,00;3 972 815,00;29 673,00;0,75
316;-6;Межрегиональный промышленно-строительный банк;752;Мордовия;3 991 551,00;4 136 030,00;-144 479,00;-3,49
317;3;Межбанковский Кредитный Союз;3242;Москва и обл.;3 984 876,00;3 963 741,00;21 135,00;0,53
318;3;Мегаполис;3265;Чувашия;3 968 818,00;3 884 864,00;83 954,00;2,16
319;3;Братский АНКБ;1144;Иркутская обл.;3 878 828,00;3 859 034,00;19 794,00;0,51
320;3;Радиотехбанк;1166;Нижегородская обл.;3 878 103,00;3 808 692,00;69 411,00;1,82
321;7;Международный Коммерческий Банк;2524;Москва и обл.;3 742 324,00;3 710 005,00;32 319,00;0,87
322;4;Эс-Би-Ай Банк;3185;Москва и обл.;3 670 101,00;3 765 449,00;-95 348,00;-2,53
323;10;Ермак;1809;Ханты-Мансийский АО — Югра;3 649 470,00;3 539 731,00;109 739,00;3,10
324;-8;Банк Торгового Финансирования;1982;Москва и обл.;3 626 285,00;4 068 096,00;-441 811,00;-10,86
325;6;Иваново;1763;Ивановская обл.;3 594 857,00;3 609 309,00;-14 452,00;-0,40
326;4;Уралпромбанк;2964;Челябинская обл.;3 579 855,00;3 642 846,00;-62 991,00;-1,73
327;13;Алтайкапиталбанк;2659;Алтайский край;3 531 143,00;3 384 105,00;147 038,00;4,34
328;7;Донхлеббанк;2285;Ростовская обл.;3 529 835,00;3 457 281,00;72 554,00;2,10
329;7;НОКССбанк;3202;Волгоградская обл.;3 486 602,00;3 442 513,00;44 089,00;1,28
330;9;Кузнецкий Мост;2254;Москва и обл.;3 471 406,00;3 403 409,00;67 997,00;2,00
331;-7;Хованский;2145;Москва и обл.;3 454 547,00;3 793 244,00;-338 697,00;-8,93
332;-7;Народный Доверительный Банк;2374;Москва и обл.;3 445 186,00;3 776 474,00;-331 288,00;-8,77
333;5;Живаго Банк;2065;Рязанская обл.;3 430 271,00;3 417 372,00;12 899,00;0,38
334;-2;Унифондбанк;3416;Москва и обл.;3 359 239,00;3 544 009,00;-184 770,00;-5,21
335;2;ЮМК Банк;3495;Краснодарский край;3 331 264,00;3 420 200,00;-88 936,00;-2,60
336;8;ИТ Банк;2609;Омская обл.;3 302 826,00;3 223 183,00;79 643,00;2,47
337;4;Еврокапитал-Альянс;2672;Ярославская обл.;3 287 322,00;3 279 423,00;7 899,00;0,24
338;4;Банк Заречье;817;Татарстан;3 235 671,00;3 270 309,00;-34 638,00;-1,06
339;8;Евроальянс;1781;Ивановская обл.;3 216 747,00;3 166 513,00;50 234,00;1,59
340;5;Викинг;2;Санкт-Петербург и обл.;3 208 445,00;3 215 095,00;-6 650,00;-0,21
341;-14;Новый Московский Банк;2932;Москва и обл.;3 126 814,00;3 748 064,00;-621 250,00;-16,58
342;17;Взаимодействие;1704;Новосибирская обл.;3 123 791,00;2 935 802,00;187 989,00;6,40
343;14;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 111 764,00;2 940 373,00;171 391,00;5,83
344;6;Новый Символ;370;Москва и обл.;3 108 739,00;3 076 607,00;32 132,00;1,04
345;-2;ПИР Банк;2655;Москва и обл.;3 098 764,00;3 263 758,00;-164 994,00;-5,06
346;21;ИСБ;3010;Москва и обл.;3 095 805,00;2 714 400,00;381 405,00;14,05
347;1;Камчаткомагропромбанк;545;Камчатская обл.;3 058 122,00;3 161 027,00;-102 905,00;-3,26
348;1;Сельмашбанк;106;Ростовская обл.;3 046 864,00;3 154 890,00;-108 026,00;-3,42
349;3;РБА;3413;Москва и обл.;3 019 805,00;3 049 249,00;-29 444,00;-0,97
350;-16;Банк Реалист;2646;Москва и обл.;2 996 544,00;3 511 142,00;-514 598,00;-14,66
351;11;Оргбанк;3312;Москва и обл.;2 991 484,00;2 820 555,00;170 929,00;6,06
352;2;РАМ Банк;3480;Москва и обл.;2 989 823,00;2 946 780,00;43 043,00;1,46
353;5;Центрально-Европейский Банк;2670;Забайкальский край;2 971 920,00;2 937 686,00;34 234,00;1,17
354;2;Владбизнесбанк;903;Владимирская обл.;2 931 751,00;2 942 338,00;-10 587,00;-0,36
355;-4;Крокус-Банк;2682;Москва и обл.;2 881 292,00;3 070 906,00;-189 614,00;-6,17
356;-3;Кредит Экспресс;3186;Ростовская обл.;2 879 197,00;2 968 908,00;-89 711,00;-3,02
357;4;Внешфинбанк;3173;Краснодарский край;2 867 236,00;2 847 510,00;19 726,00;0,69
358;7;Невский Банк;1068;Санкт-Петербург и обл.;2 824 470,00;2 774 610,00;49 860,00;1,80
359;5;Озон Банк;3516;Москва и обл.;2 819 297,00;2 796 701,00;22 596,00;0,81
360;34;Новокиб;1747;Кемеровская обл.;2 812 213,00;2 192 691,00;619 522,00;28,25
361;9;Аспект;608;Москва и обл.;2 789 558,00;2 634 071,00;155 487,00;5,90
362;4;Йошкар-Ола;2802;Марий Эл;2 775 161,00;2 743 117,00;32 044,00;1,17
363;0;РТС-Банк;3401;Самарская обл.;2 769 615,00;2 805 619,00;-36 004,00;-1,28
364;-18;Первый Инвестиционный Банк;604;Москва и обл.;2 737 167,00;3 201 509,00;-464 342,00;-14,50
365;4;БСТ-Банк;2883;Кемеровская обл.;2 667 435,00;2 638 600,00;28 835,00;1,09
366;6;Костромаселькомбанк;1115;Костромская обл.;2 659 557,00;2 612 406,00;47 151,00;1,80
367;4;Канский;860;Красноярский край;2 645 447,00;2 629 637,00;15 810,00;0,60
368;7;Первый Клиентский Банк;3436;Москва и обл.;2 606 615,00;2 452 074,00;154 541,00;6,30
369;-1;Далена Банк;1948;Москва и обл.;2 599 517,00;2 651 811,00;-52 294,00;-1,97
370;-10;Бланк Банк;2368;Москва и обл.;2 595 502,00;2 925 076,00;-329 574,00;-11,27
371;8;Уралфинанс;1370;Свердловская обл.;2 554 815,00;2 369 666,00;185 149,00;7,81
372;-17;Столичный Кредит;2853;Москва и обл.;2 525 684,00;2 943 875,00;-418 191,00;-14,21
373;4;Газнефтьбанк;3223;Саратовская обл.;2 487 925,00;2 417 889,00;70 036,00;2,90
374;-1;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 446 140,00;2 558 601,00;-112 461,00;-4,40
375;3;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 441 710,00;2 417 332,00;24 378,00;1,01
376;4;Банк Пермь;875;Пермская обл.;2 397 762,00;2 355 173,00;42 589,00;1,81
377;38;Россита-Банк;3257;Москва и обл.;2 385 541,00;1 905 850,00;479 691,00;25,17
378;-2;Заубер Банк;1614;Санкт-Петербург и обл.;2 379 392,00;2 419 943,00;-40 551,00;-1,68
379;2;Кемсоцинбанк;96;Кемеровская обл.;2 365 880,00;2 352 115,00;13 765,00;0,59
380;6;ИРС;272;Москва и обл.;2 321 314,00;2 297 451,00;23 863,00;1,04
381;10;Приобье;537;Ханты-Мансийский АО — Югра;2 319 724,00;2 218 897,00;100 827,00;4,54
382;7;Бум-Банк;1137;Кабардино-Балкария;2 313 945,00;2 281 170,00;32 775,00;1,44
383;0;Кредпромбанк;1165;Ярославская обл.;2 307 999,00;2 322 358,00;-14 359,00;-0,62
384;0;Элита;1399;Калужская обл.;2 297 304,00;2 318 880,00;-21 576,00;-0,93
385;3;ПэйПал Ру;3517;Москва и обл.;2 285 642,00;2 285 642,00;0,00;0
386;1;Вкабанк;1027;Астраханская обл.;2 275 412,00;2 290 887,00;-15 475,00;-0,68
387;10;Мурманский Расчетный Центр;3341;Мурманская обл.;2 274 739,00;2 170 304,00;104 435,00;4,81
388;-6;Кросна-Банк;2607;Москва и обл.;2 258 158,00;2 339 701,00;-81 543,00;-3,49
389;-4;Новый Век;3417;Москва и обл.;2 232 836,00;2 305 029,00;-72 193,00;-3,13
390;6;Кетовский Коммерческий Банк;842;Курганская обл.;2 205 691,00;2 186 332,00;19 359,00;0,89
391;-17;Система;2846;Москва и обл.;2 204 121,00;2 461 853,00;-257 732,00;-10,47
392;-2;Экономикс-Банк;2136;Москва и обл.;2 198 682,00;2 220 312,00;-21 630,00;-0,97
393;15;Банк РМП;2574;Москва и обл.;2 185 178,00;2 010 002,00;175 176,00;8,72
394;-1;К2 Банк;2851;Карачаево-Черкесия;2 180 425,00;2 200 475,00;-20 050,00;-0,91
395;9;Примтеркомбанк;21;Приморский край;2 178 250,00;2 070 245,00;108 005,00;5,22
396;-1;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;2 168 880,00;2 191 927,00;-23 047,00;-1,05
397;-5;Спутник;1071;Самарская обл.;2 140 543,00;2 204 573,00;-64 030,00;-2,90
398;9;Яринтербанк;2564;Ярославская обл.;2 128 647,00;2 027 448,00;101 199,00;4,99
399;7;Современные Стандарты Бизнеса;3397;Москва и обл.;2 093 000,00;2 054 508,00;38 492,00;1,87
400;-2;Спиритбанк;2053;Тульская обл.;2 088 081,00;2 167 241,00;-79 160,00;-3,65
401;4;Профессионал Банк;3296;Москва и обл.;2 087 241,00;2 061 190,00;26 051,00;1,26
402;1;Народный Банк;2249;Карачаево-Черкесия;2 084 386,00;2 074 047,00;10 339,00;0,50
403;-2;Капитал;575;Москва и обл.;2 037 208,00;2 086 753,00;-49 545,00;-2,37
404;10;Старооскольский Агропромбанк;1050;Белгородская обл.;2 034 237,00;1 910 393,00;123 844,00;6,48
405;15;Банк Глобус;2438;Москва и обл.;2 032 916,00;1 851 609,00;181 307,00;9,79
406;7;Республиканский Кредитный Альянс;3017;Москва и обл.;2 015 676,00;1 911 339,00;104 337,00;5,46
407;-8;Преодоление;2649;Москва и обл.;1 999 450,00;2 127 467,00;-128 017,00;-6,02
408;3;Алтынбанк;2070;Татарстан;1 977 448,00;1 958 709,00;18 739,00;0,96
409;-7;Америкэн Экспресс Банк;3460;Москва и обл.;1 958 006,00;2 082 935,00;-124 929,00;-6,00
410;8;Первоуральскбанк;965;Свердловская обл.;1 944 539,00;1 861 610,00;82 929,00;4,45
411;1;Майкопбанк;1136;Адыгея;1 935 352,00;1 935 704,00;-352,00;-0,02
412;4;Саратов;330;Саратовская обл.;1 902 683,00;1 897 038,00;5 645,00;0,30
413;6;Великие Луки Банк;598;Псковская обл.;1 888 860,00;1 853 286,00;35 574,00;1,92
414;-5;Апабанк;2404;Москва и обл.;1 888 717,00;1 998 548,00;-109 831,00;-5,50
415;-5;Прайм Финанс;2758;Санкт-Петербург и обл.;1 879 171,00;1 992 355,00;-113 184,00;-5,68
416;14;КОР;2148;Волгоградская обл.;1 870 264,00;1 752 321,00;117 943,00;6,73
417;6;Нальчик;695;Кабардино-Балкария;1 868 110,00;1 828 556,00;39 554,00;2,16
418;-1;Росбизнесбанк;1405;Москва и обл.;1 865 744,00;1 891 424,00;-25 680,00;-1,36
419;6;Дом-Банк;3209;Москва и обл.;1 856 554,00;1 814 044,00;42 510,00;2,34
420;8;Руна-Банк;3207;Москва и обл.;1 832 234,00;1 779 226,00;53 008,00;2,98
421;6;Арзамас;1281;Нижегородская обл.;1 827 247,00;1 799 715,00;27 532,00;1,53
422;-1;Московский Вексельный Банк;2697;Москва и обл.;1 822 580,00;1 838 057,00;-15 477,00;-0,84
423;-1;Лайтбанк;3177;Москва и обл.;1 819 803,00;1 837 286,00;-17 483,00;-0,95
424;2;Социум-Банк;2881;Москва и обл.;1 798 784,00;1 810 023,00;-11 239,00;-0,62
425;13;Икано Банк;3519;Центр;1 782 774,00;1 659 315,00;123 459,00;7,44
426;6;Новое Время;3492;Москва и обл.;1 767 854,00;1 749 800,00;18 054,00;1,03
427;8;Крона-Банк;2499;Иркутская обл.;1 758 878,00;1 727 476,00;31 402,00;1,82
428;6;Первый Дортрансбанк;3271;Кировская обл.;1 738 910,00;1 736 769,00;2 141,00;0,12
429;8;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 726 782,00;1 660 203,00;66 579,00;4,01
430;1;Промсельхозбанк;538;Москва и обл.;1 715 258,00;1 751 056,00;-35 798,00;-2,04
431;5;Новый Кредитный Союз;3139;Москва и обл.;1 695 171,00;1 661 930,00;33 241,00;2,00
432;1;Калуга;1151;Калужская обл.;1 683 345,00;1 743 256,00;-59 911,00;-3,44
433;-9;Земкомбанк;574;Ростовская обл.;1 646 383,00;1 819 510,00;-173 127,00;-9,52
434;8;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 622 297,00;1 601 011,00;21 286,00;1,33
435;12;Тагилбанк;1635;Свердловская обл.;1 612 542,00;1 543 241,00;69 301,00;4,49
436;8;Проинвестбанк;784;Пермская обл.;1 598 710,00;1 566 317,00;32 393,00;2,07
437;4;Ноосфера;2650;Республика Алтай;1 589 687,00;1 606 668,00;-16 981,00;-1,06
438;10;Синергия;2884;Саратовская обл.;1 585 956,00;1 539 217,00;46 739,00;3,04
439;4;Сервис Резерв;2034;Москва и обл.;1 561 813,00;1 577 615,00;-15 802,00;-1,00
440;5;Кузбассхимбанк;2868;Кемеровская обл.;1 561 748,00;1 553 564,00;8 184,00;0,53
441;-1;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 554 779,00;1 618 675,00;-63 896,00;-3,95
442;8;ИК Банк;1732;Татарстан;1 538 842,00;1 510 815,00;28 027,00;1,86
443;-4;Златкомбанк;568;Москва и обл.;1 517 607,00;1 619 377,00;-101 770,00;-6,28
444;2;Финтрастбанк;3104;Москва и обл.;1 497 434,00;1 546 261,00;-48 827,00;-3,16
445;9;Космос;2245;Москва и обл.;1 443 889,00;1 406 926,00;36 963,00;2,63
446;3;Холмск;503;Сахалинская обл.;1 443 059,00;1 515 136,00;-72 077,00;-4,76
447;4;АвтоКредитБанк;1973;Татарстан;1 439 620,00;1 498 697,00;-59 077,00;-3,94
448;4;Акцент;696;Оренбургская обл.;1 409 351,00;1 452 293,00;-42 942,00;-2,96
449;10;Почтобанк;1788;Пермская обл.;1 387 723,00;1 309 813,00;77 910,00;5,95
450;3;Максима;3379;Москва и обл.;1 338 368,00;1 416 685,00;-78 317,00;-5,53
451;4;Соколовский;2830;Москва и обл.;1 317 456,00;1 377 474,00;-60 018,00;-4,36
452;4;Риал-Кредит;3393;Москва и обл.;1 303 829,00;1 371 815,00;-67 986,00;-4,96
453;10;Вакобанк;1291;Псковская обл.;1 296 302,00;1 200 118,00;96 184,00;8,01
454;3;Инкаробанк;2696;Москва и обл.;1 287 921,00;1 347 200,00;-59 279,00;-4,40
455;6;Саммит Банк;85;Приморский край;1 279 472,00;1 258 500,00;20 972,00;1,67
456;-27;РФИ Банк;3351;Москва и обл.;1 276 944,00;1 761 613,00;-484 669,00;-27,51
457;1;Агора;3231;Москва и обл.;1 268 150,00;1 310 178,00;-42 028,00;-3,21
458;2;Спецстройбанк;236;Москва и обл.;1 253 479,00;1 260 460,00;-6 981,00;-0,55
459;3;Дон-Тексбанк;1818;Ростовская обл.;1 224 484,00;1 217 055,00;7 429,00;0,61
460;6;Химик;1114;Нижегородская обл.;1 198 563,00;1 174 462,00;24 101,00;2,05
461;6;Банк Фридом Финанс;1143;Москва и обл.;1 189 027,00;1 145 887,00;43 140,00;3,76
462;2;ЕАТП Банк;1765;Астраханская обл.;1 184 851,00;1 177 599,00;7 252,00;0,62
463;7;Курган;2568;Курганская обл.;1 183 284,00;1 119 702,00;63 582,00;5,68
464;11;Прохладный;874;Кабардино-Балкария;1 153 246,00;1 100 030,00;53 216,00;4,84
465;14;Регионфинансбанк;3357;Москва и обл.;1 125 792,00;1 054 071,00;71 721,00;6,80
466;7;Невастройинвест;1926;Санкт-Петербург и обл.;1 119 876,00;1 105 528,00;14 348,00;1,30
467;2;Тендер-Банк;2252;Москва и обл.;1 102 964,00;1 123 753,00;-20 789,00;-1,85
468;10;Михайловский ПЖСБ;2961;Волгоградская обл.;1 089 370,00;1 054 116,00;35 254,00;3,34
469;3;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 085 689,00;1 109 685,00;-23 996,00;-2,16
470;11;Тексбанк;2756;Карачаево-Черкесия;1 085 339,00;1 027 677,00;57 662,00;5,61
471;9;МТИ Банк;1052;Москва и обл.;1 080 113,00;1 046 769,00;33 344,00;3,19
472;-4;Новый Промышленный Банк;930;Москва и обл.;1 078 875,00;1 127 569,00;-48 694,00;-4,32
473;3;Байкалкредобанк;2990;Иркутская обл.;1 072 175,00;1 066 214,00;5 961,00;0,56
474;3;ГринКомБанк;1184;Иркутская обл.;1 065 136,00;1 054 853,00;10 283,00;0,97
475;-10;Вэлтон Банк;1105;Белгородская обл.;1 055 140,00;1 176 524,00;-121 384,00;-10,32
476;-2;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 055 048,00;1 103 705,00;-48 657,00;-4,41
477;-6;Кредитинвест;1197;Дагестан;1 053 700,00;1 112 201,00;-58 501,00;-5,26
478;6;Майский;1673;Кабардино-Балкария;1 001 646,00;966 753,00;34 893,00;3,61
479;7;Народный Инвестиционный Банк;2876;Самарская обл.;993 676,00;934 371,00;59 305,00;6,35
480;8;Флора-Москва;533;Москва и обл.;956 057,00;923 330,00;32 727,00;3,54
481;1;Центрально-Азиатский;3037;Хакасия;943 803,00;1 010 334,00;-66 531,00;-6,59
482;1;Классик Эконом Банк;3298;Северная Осетия — Алания;934 501,00;1 000 637,00;-66 136,00;-6,61
483;6;Международный Расчетный Банк;3028;Москва и обл.;929 983,00;896 918,00;33 065,00;3,69
484;1;Арсенал;3000;Москва и обл.;921 490,00;961 535,00;-40 045,00;-4,16
485;9;Эльбин;2267;Дагестан;904 800,00;827 481,00;77 319,00;9,34
486;1;Москва;1661;Москва и обл.;885 933,00;929 340,00;-43 407,00;-4,67
487;6;Жилкредит;1736;Москва и обл.;878 636,00;845 804,00;32 832,00;3,88
488;3;Вятич;2796;Рязанская обл.;856 360,00;882 330,00;-25 970,00;-2,94
489;3;Металлург;2877;Москва и обл.;841 303,00;871 629,00;-30 326,00;-3,48
490;5;Балаково-Банк;444;Саратовская обл.;823 719,00;812 579,00;11 140,00;1,37
491;-1;Русский Банк Сбережений;779;Ставропольский край;816 532,00;883 957,00;-67 425,00;-7,63
492;9;Онего;2484;Карелия;807 403,00;753 784,00;53 619,00;7,11
493;3;Элекснет;3314;Москва и обл.;805 659,00;805 659,00;0,00;0
494;3;Банк РСИ;3415;Москва и обл.;780 048,00;788 731,00;-8 683,00;-1,10
495;4;Объединенный Банк Республики;1016;Чувашия;778 132,00;773 761,00;4 371,00;0,56
496;2;Холдинвестбанк;2837;Москва и обл.;771 627,00;784 179,00;-12 552,00;-1,60
497;5;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;757 874,00;731 267,00;26 607,00;3,64
498;10;Прокоммерцбанк;2996;Москва и обл.;747 205,00;668 521,00;78 684,00;11,77
499;1;Славянбанк;804;Новгородская обл.;745 782,00;769 385,00;-23 603,00;-3,07
500;3;Яндекс Банк;3027;Москва и обл.;711 705,00;719 889,00;-8 184,00;-1,14
501;12;Национальный Банк Сбережений;1949;Ивановская обл.;711 522,00;623 434,00;88 088,00;14,13
502;4;Ресурс-Траст;3122;Москва и обл.;683 453,00;681 022,00;2 431,00;0,36
503;6;Вайлдберриз Банк;841;Адыгея;679 440,00;666 593,00;12 847,00;1,93
504;0;Уралприватбанк;153;Свердловская обл.;678 634,00;702 619,00;-23 985,00;-3,41
505;6;РусьРегионБанк;685;Москва и обл.;675 091,00;651 136,00;23 955,00;3,68
506;11;Единая Расчетная Палата;384;Москва и обл.;663 489,00;558 780,00;104 709,00;18,74
507;-2;АлтайБизнес-Банк;2388;Алтайский край;661 175,00;697 119,00;-35 944,00;-5,16
508;4;Си Ди Би Банк;3339;Краснодарский край;654 980,00;633 158,00;21 822,00;3,45
509;1;Гефест;1046;Тверская обл.;649 832,00;653 604,00;-3 772,00;-0,58
510;-3;Народный Земельно-Промышленный Банк;2873;Алтайский край;636 883,00;672 017,00;-35 134,00;-5,23
511;4;Южный Региональный Банк;3015;Ростовская обл.;585 407,00;583 336,00;2 071,00;0,36
512;4;ФинТех;3499;Ярославская обл.;578 778,00;577 111,00;1 667,00;0,29
513;6;МВС Банк;2407;Дагестан;554 601,00;537 830,00;16 771,00;3,12
514;4;Народный Банк Тувы;1309;Тыва;519 422,00;538 420,00;-18 998,00;-3,53
515;8;Расчетные Решения;3524;Москва и обл.;512 018,00;479 886,00;32 132,00;6,70
516;4;Таганрогбанк;3136;Ростовская обл.;511 470,00;520 621,00;-9 151,00;-1,76
517;4;Телекоммерц Банк;3380;Тульская обл.;510 838,00;508 583,00;2 255,00;0,44
518;7;Дружба;990;Тюменская обл.;502 265,00;475 053,00;27 212,00;5,73
519;3;Геобанк;2027;Москва и обл.;494 140,00;508 388,00;-14 248,00;-2,80
520;8;Алжан;2491;Дагестан;483 031,00;456 883,00;26 148,00;5,72
521;9;Жилстройбанк;2769;Москва и обл.;477 416,00;430 591,00;46 825,00;10,87
522;12;Логос;3233;Москва и обл.;472 505,00;424 504,00;48 001,00;11,31
523;1;Лэнд Кредит;1478;Москва и обл.;465 892,00;476 666,00;-10 774,00;-2,26
524;9;Рента-Банк;3095;Москва и обл.;452 781,00;425 792,00;26 989,00;6,34
525;1;Банк Берейт;3505;Санкт-Петербург и обл.;451 720,00;468 094,00;-16 374,00;-3,50
526;1;Стар Альянс;3433;Москва и обл.;440 539,00;464 928,00;-24 389,00;-5,25
527;5;Эко-Инвест;3116;Москва и обл.;426 284,00;429 311,00;-3 027,00;-0,71
528;1;Континенталь;3184;Ставропольский край;420 880,00;453 388,00;-32 508,00;-7,17
529;2;Единая касса;3512;Москва и обл.;415 238,00;430 206,00;-14 968,00;-3,48
530;14;Альтернатива;3452;Москва и обл.;404 391,00;328 863,00;75 528,00;22,97
531;7;Финчер;3486;Москва и обл.;401 648,00;382 215,00;19 433,00;5,08
