Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Май, 2015, тыс. рублей;Апрель, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
257;6;Гута-Банк;256;Москва и обл.;10 716 452,00;10 222 620,00;493 832,00;4,83
258;-4;Первомайский;518;Краснодарский край;10 710 736,00;11 464 636,00;-753 900,00;-6,58
259;2;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;10 612 267,00;10 303 998,00;308 269,00;2,99
260;-8;Метробанк;2548;Москва и обл.;10 375 088,00;11 556 446,00;-1 181 358,00;-10,22
261;-17;Мир Бизнес Банк;3396;Москва и обл.;10 192 590,00;12 079 625,00;-1 887 035,00;-15,62
262;0;Банк Оренбург;3269;Оренбургская обл.;10 179 956,00;10 227 097,00;-47 141,00;-0,46
263;1;Славия;2664;Москва и обл.;10 035 917,00;10 112 153,00;-76 236,00;-0,75
264;3;КС Банк;1752;Мордовия;9 995 511,00;10 017 824,00;-22 313,00;-0,22
265;3;Евромет;2902;Москва и обл.;9 939 876,00;9 953 429,00;-13 553,00;-0,14
266;6;Ставропольпромстройбанк;1288;Ставропольский край;9 857 798,00;9 645 691,00;212 107,00;2,20
267;2;Промтрансбанк;2638;Башкортостан;9 697 384,00;9 802 703,00;-105 319,00;-1,07
268;-3;НИКО-Банк;702;Оренбургская обл.;9 668 721,00;10 092 087,00;-423 366,00;-4,20
269;-20;Хованский;2145;Москва и обл.;9 632 021,00;11 655 269,00;-2 023 248,00;-17,36
270;3;Нижневолжский Коммерческий Банк;931;Саратовская обл.;9 611 559,00;9 628 887,00;-17 328,00;-0,18
271;-5;СИАБ;3245;Санкт-Петербург и обл.;9 569 509,00;10 037 293,00;-467 784,00;-4,66
272;17;Региональный Банк Сбережений;3367;Москва и обл.;9 333 038,00;8 659 053,00;673 985,00;7,78
273;8;Банк Жилищного Финансирования;3138;Москва и обл.;9 244 627,00;9 109 502,00;135 125,00;1,48
274;5;Энергомашбанк;52;Санкт-Петербург и обл.;9 211 771,00;9 220 724,00;-8 953,00;-0,10
275;5;Екатеринбург;3161;Свердловская обл.;9 164 125,00;9 124 787,00;39 338,00;0,43
276;2;Развитие;2729;Карачаево-Черкесия;9 126 175,00;9 222 119,00;-95 944,00;-1,04
277;11;Ренессанс;1939;Москва и обл.;9 104 213,00;8 713 113,00;391 100,00;4,49
278;-2;Региональный Банк Развития;2782;Башкортостан;9 103 506,00;9 403 956,00;-300 450,00;-3,19
279;-9;Агросоюз;1459;Москва и обл.;8 989 116,00;9 710 814,00;-721 698,00;-7,43
280;63;Объединенная Расчетная Система;3342;Москва и обл.;8 956 588,00;6 204 195,00;2 752 393,00;44,36
281;-6;Российская Финансовая Корпорация;3099;Москва и обл.;8 811 294,00;9 532 476,00;-721 182,00;-7,57
282;8;Голдман Сакс Банк;3490;Москва и обл.;8 810 360,00;8 586 044,00;224 316,00;2,61
283;4;Адмиралтейский;3054;Москва и обл.;8 755 177,00;8 740 662,00;14 515,00;0,17
284;7;Снежинский;1376;Челябинская обл.;8 747 502,00;8 565 118,00;182 384,00;2,13
285;1;Русский Торговый Банк;2842;Москва и обл.;8 738 393,00;8 777 107,00;-38 714,00;-0,44
286;-3;Эс-Би-Ай Банк;3185;Москва и обл.;8 710 689,00;9 018 632,00;-307 943,00;-3,41
287;8;Инвестиционный Союз;637;Москва и обл.;8 605 066,00;8 251 115,00;353 951,00;4,29
288;-14;Азия-Инвест Банк;3303;Москва и обл.;8 577 271,00;9 591 987,00;-1 014 716,00;-10,58
289;-7;Банк БКФ;2684;Москва и обл.;8 575 109,00;9 088 872,00;-513 763,00;-5,65
290;-13;Банк Расчетов и Сбережений;2617;Москва и обл.;8 542 992,00;9 389 673,00;-846 681,00;-9,02
291;-6;Новопокровский;467;Краснодарский край;8 513 273,00;8 807 197,00;-293 924,00;-3,34
292;6;Миллениум Банк;3423;Москва и обл.;8 299 292,00;8 088 639,00;210 653,00;2,60
293;3;Рускобанк;138;Санкт-Петербург и обл.;8 227 239,00;8 249 304,00;-22 065,00;-0,27
294;7;Ассоциация;732;Нижегородская обл.;8 096 327,00;7 940 992,00;155 335,00;1,96
295;7;Датабанк;646;Удмуртия;8 087 652,00;7 937 338,00;150 314,00;1,89
296;9;Северо-Восточный Альянс;2768;Москва и обл.;8 024 837,00;7 841 707,00;183 130,00;2,34
297;-3;Нефтепромбанк;2156;Москва и обл.;8 022 552,00;8 258 574,00;-236 022,00;-2,86
298;-6;ПИР Банк;2655;Москва и обл.;7 952 511,00;8 486 332,00;-533 821,00;-6,29
299;-6;Московский Нефтехимический Банк;1411;Москва и обл.;7 946 508,00;8 355 520,00;-409 012,00;-4,90
300;4;Белгородсоцбанк;760;Белгородская обл.;7 871 700,00;7 847 989,00;23 711,00;0,30
301;11;Объединенный Кредитный Банк;1118;Ярославская обл.;7 814 145,00;7 629 646,00;184 499,00;2,42
302;-5;Альба Альянс;2593;Москва и обл.;7 772 095,00;8 113 643,00;-341 548,00;-4,21
303;8;Вокбанк;312;Нижегородская обл.;7 769 834,00;7 674 155,00;95 679,00;1,25
304;19;Арксбанк;1868;Москва и обл.;7 750 580,00;7 002 331,00;748 249,00;10,69
305;2;Банк Казани;708;Татарстан;7 731 134,00;7 742 108,00;-10 974,00;-0,14
306;8;ФДБ;3071;Москва и обл.;7 701 560,00;7 544 151,00;157 409,00;2,09
307;-7;Таатта;1249;Саха (Якутия);7 671 634,00;7 971 376,00;-299 742,00;-3,76
308;7;Верхневолжский;1084;Ярославская обл.;7 620 689,00;7 505 109,00;115 580,00;1,54
309;-6;Экспресс-Кредит;210;Москва и обл.;7 572 281,00;7 912 649,00;-340 368,00;-4,30
310;3;Юг-Инвестбанк;2772;Краснодарский край;7 456 756,00;7 595 414,00;-138 658,00;-1,83
311;-3;Милбанк;3256;Москва и обл.;7 437 914,00;7 694 396,00;-256 482,00;-3,33
312;5;Томскпромстройбанк;1720;Томская обл.;7 430 567,00;7 456 627,00;-26 060,00;-0,35
313;-3;Руснарбанк;3403;Москва и обл.;7 414 162,00;7 678 971,00;-264 809,00;-3,45
314;5;Инвестиционный Республиканский Банк;2571;Москва и обл.;7 406 114,00;7 354 611,00;51 503,00;0,70
315;-6;Финам Банк;2799;Москва и обл.;7 355 210,00;7 691 508,00;-336 298,00;-4,37
316;-10;Северный Кредит;2398;Вологодская обл.;7 354 795,00;7 823 142,00;-468 347,00;-5,99
317;4;Бинбанк Мурманск;1276;Мурманская обл.;7 270 345,00;7 209 599,00;60 746,00;0,84
318;-34;Углеметбанк;2997;Челябинская обл.;7 200 660,00;8 995 798,00;-1 795 138,00;-19,96
319;-3;РусЮгбанк;2093;Волгоградская обл.;7 100 011,00;7 457 177,00;-357 166,00;-4,79
320;0;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 971 734,00;7 235 482,00;-263 748,00;-3,65
321;5;Актив Банк;2529;Мордовия;6 916 502,00;6 949 666,00;-33 164,00;-0,48
322;0;Век;2299;Москва и обл.;6 856 105,00;7 187 999,00;-331 894,00;-4,62
323;8;Бинбанк Тверь;777;Тверская обл.;6 804 324,00;6 835 420,00;-31 096,00;-0,45
324;24;Синко-Банк;2838;Москва и обл.;6 741 541,00;5 969 513,00;772 028,00;12,93
325;0;Консервативный Коммерческий Банк;1087;Астраханская обл.;6 727 016,00;6 949 677,00;-222 661,00;-3,20
326;4;Славянский Кредит;2960;Москва и обл.;6 698 359,00;6 896 445,00;-198 086,00;-2,87
327;-9;Эксперт Банк;2949;Омская обл.;6 667 673,00;7 388 408,00;-720 735,00;-9,75
328;1;Вега-Банк;3270;Москва и обл.;6 657 291,00;6 914 385,00;-257 094,00;-3,72
329;4;Чувашкредитпромбанк;1280;Чувашия;6 626 267,00;6 560 724,00;65 543,00;1,00
330;2;Роспромбанк;3204;Москва и обл.;6 596 742,00;6 822 615,00;-225 873,00;-3,31
331;25;Кошелев-Банк;3300;Самарская обл.;6 555 444,00;5 620 635,00;934 809,00;16,63
332;-5;Банк ПСА Финанс Рус;3481;Москва и обл.;6 525 842,00;6 922 004,00;-396 162,00;-5,72
333;-5;Торговый Городской Банк;3180;Тверская обл.;6 466 183,00;6 917 750,00;-451 567,00;-6,53
334;2;Русь;704;Оренбургская обл.;6 385 461,00;6 416 769,00;-31 308,00;-0,49
335;3;Эл Банк;1025;Самарская обл.;6 373 087,00;6 274 494,00;98 593,00;1,57
336;5;Анкор Банк;889;Татарстан;6 290 403,00;6 245 088,00;45 315,00;0,73
337;-13;Новый Московский Банк;2932;Москва и обл.;6 231 449,00;6 966 398,00;-734 949,00;-10,55
338;1;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 199 931,00;6 257 951,00;-58 020,00;-0,93
339;6;Леноблбанк;1003;Санкт-Петербург и обл.;6 185 973,00;6 157 217,00;28 756,00;0,47
340;-5;Банкхаус Эрбе;1717;Москва и обл.;6 048 528,00;6 495 013,00;-446 485,00;-6,87
341;-1;Банк на Красных Воротах;2472;Москва и обл.;5 998 567,00;6 251 363,00;-252 796,00;-4,04
342;0;Трансстройбанк;2807;Москва и обл.;5 983 369,00;6 213 340,00;-229 971,00;-3,70
343;4;Бинбанк Столица;3052;Москва и обл.;5 929 344,00;6 046 465,00;-117 121,00;-1,94
344;28;Банк Раунд;2506;Москва и обл.;5 857 637,00;5 277 045,00;580 592,00;11,00
345;17;Кранбанк;2271;Ивановская обл.;5 799 119,00;5 542 029,00;257 090,00;4,64
346;4;РАМ Банк;3480;Москва и обл.;5 759 391,00;5 867 071,00;-107 680,00;-1,84
347;5;Москва-Сити;3247;Москва и обл.;5 740 102,00;5 855 270,00;-115 168,00;-1,97
348;12;Хакасский Муниципальный Банк;1049;Хакасия;5 642 747,00;5 569 221,00;73 526,00;1,32
349;6;Банк ИТБ;3128;Москва и обл.;5 599 575,00;5 641 424,00;-41 849,00;-0,74
350;11;Идея Банк;430;Краснодарский край;5 594 081,00;5 553 445,00;40 636,00;0,73
351;-14;Банк Кремлевский;2905;Москва и обл.;5 579 392,00;6 304 251,00;-724 859,00;-11,50
352;12;Промрегионбанк;2123;Томская обл.;5 534 921,00;5 462 629,00;72 292,00;1,32
353;1;Эргобанк;2856;Москва и обл.;5 528 397,00;5 710 123,00;-181 726,00;-3,18
354;62;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;5 512 296,00;3 981 592,00;1 530 704,00;38,44
355;14;Платина;2347;Москва и обл.;5 504 275,00;5 399 727,00;104 548,00;1,94
356;14;Северный Народный Банк;2721;Коми;5 446 693,00;5 345 158,00;101 535,00;1,90
357;2;Нэклис-Банк;1671;Москва и обл.;5 430 636,00;5 572 774,00;-142 138,00;-2,55
358;5;Союзный;3236;Москва и обл.;5 386 581,00;5 515 272,00;-128 691,00;-2,33
359;-13;Ю Би Эс Банк;3463;Москва и обл.;5 381 751,00;6 101 438,00;-719 687,00;-11,80
360;-2;Проминвестбанк;2433;Москва и обл.;5 356 817,00;5 581 107,00;-224 290,00;-4,02
361;4;Национальный Залоговый Банк;2944;Москва и обл.;5 349 564,00;5 429 466,00;-79 902,00;-1,47
362;-18;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 344 192,00;6 185 267,00;-841 075,00;-13,60
363;14;Мираф-Банк;2244;Омская обл.;5 332 582,00;5 075 340,00;257 242,00;5,07
364;-15;Банк Заречье;817;Татарстан;5 325 002,00;5 922 221,00;-597 219,00;-10,08
365;-12;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 239 528,00;5 808 793,00;-569 265,00;-9,80
366;25;Воронеж;654;Воронежская обл.;5 200 959,00;4 733 765,00;467 194,00;9,87
367;-33;РЕСО Кредит;3450;Москва и обл.;5 189 851,00;6 508 713,00;-1 318 862,00;-20,26
368;-2;Донкомбанк;492;Ростовская обл.;5 155 027,00;5 427 256,00;-272 229,00;-5,02
369;5;Камский Коммерческий Банк;438;Татарстан;5 124 735,00;5 225 390,00;-100 655,00;-1,93
370;3;Экси-Банк;2530;Санкт-Петербург и обл.;5 105 676,00;5 247 182,00;-141 506,00;-2,70
371;0;Коммерческий Индо Банк;3446;Москва и обл.;5 079 813,00;5 336 173,00;-256 360,00;-4,80
372;-5;Межтрастбанк;2493;Москва и обл.;5 070 781,00;5 412 116,00;-341 335,00;-6,31
373;10;Гагаринский;606;Москва и обл.;5 020 823,00;4 830 103,00;190 720,00;3,95
374;-17;Банк Инноваций и Развития;2647;Москва и обл.;4 989 696,00;5 588 444,00;-598 748,00;-10,71
375;12;Бинбанк Смоленск;1957;Смоленская обл.;4 959 348,00;4 782 523,00;176 825,00;3,70
376;9;Московский Коммерческий Банк;3172;Москва и обл.;4 926 145,00;4 808 321,00;117 824,00;2,45
377;41;Межрегионбанк;1059;Москва и обл.;4 916 833,00;3 971 424,00;945 409,00;23,81
378;0;Русский Трастовый Банк;1139;Москва и обл.;4 911 901,00;5 020 362,00;-108 461,00;-2,16
379;0;Газстройбанк;2919;Москва и обл.;4 902 591,00;4 966 905,00;-64 314,00;-1,29
380;34;Итуруп;2390;Сахалинская обл.;4 899 021,00;4 039 811,00;859 210,00;21,27
381;-1;Сибсоцбанк;2015;Алтайский край;4 851 105,00;4 964 573,00;-113 468,00;-2,29
382;-14;Банк Торгового Финансирования;1982;Москва и обл.;4 843 605,00;5 400 237,00;-556 632,00;-10,31
383;9;Автоградбанк;1455;Татарстан;4 791 608,00;4 703 576,00;88 032,00;1,87
384;-2;Мосуралбанк;2468;Москва и обл.;4 791 251,00;4 885 269,00;-94 018,00;-1,92
385;-9;Международный Коммерческий Банк;2524;Москва и обл.;4 759 175,00;5 113 578,00;-354 403,00;-6,93
386;0;Горбанк;2982;Санкт-Петербург и обл.;4 723 343,00;4 800 175,00;-76 832,00;-1,60
387;9;НБК-Банк;3283;Москва и обл.;4 713 353,00;4 632 689,00;80 664,00;1,74
388;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 712 976,00;4 778 231,00;-65 255,00;-1,37
389;-14;Еврокредит;2957;Москва и обл.;4 691 457,00;5 206 443,00;-514 986,00;-9,89
390;3;Экономикс-Банк;2136;Москва и обл.;4 685 678,00;4 691 309,00;-5 631,00;-0,12
391;10;Владпромбанк;870;Владимирская обл.;4 664 206,00;4 510 142,00;154 064,00;3,42
392;49;Рапида;3371;Москва и обл.;4 663 076,00;3 543 212,00;1 119 864,00;31,61
393;4;Зернобанк;2337;Алтайский край;4 663 055,00;4 626 411,00;36 644,00;0,79
394;5;Межрегиональный промышленно-строительный банк;752;Мордовия;4 557 774,00;4 520 362,00;37 412,00;0,83
395;-14;Банк Развития Технологий;3441;Москва и обл.;4 542 092,00;4 895 609,00;-353 517,00;-7,22
396;-2;Конфидэнс Банк;970;Костромская обл.;4 539 774,00;4 676 635,00;-136 861,00;-2,93
397;3;Новобанк;1352;Новгородская обл.;4 504 932,00;4 517 214,00;-12 282,00;-0,27
398;-9;Нейва;1293;Свердловская обл.;4 421 222,00;4 749 867,00;-328 645,00;-6,92
399;10;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 399 808,00;4 171 306,00;228 502,00;5,48
400;8;Енисейский Объединенный Банк;2645;Красноярский край;4 361 763,00;4 224 167,00;137 596,00;3,26
401;4;Земский Банк;2900;Самарская обл.;4 358 012,00;4 322 558,00;35 454,00;0,82
402;-18;Стройлесбанк;2995;Тюменская обл.;4 322 798,00;4 819 796,00;-496 998,00;-10,31
403;4;Риабанк;3434;Москва и обл.;4 292 259,00;4 242 186,00;50 073,00;1,18
404;6;Зенит Сочи;232;Краснодарский край;4 272 820,00;4 136 152,00;136 668,00;3,30
405;-1;Профессионал Банк;2471;Москва и обл.;4 262 121,00;4 444 488,00;-182 367,00;-4,10
406;-11;Банк Оранжевый;1659;Санкт-Петербург и обл.;4 234 337,00;4 671 046,00;-436 709,00;-9,35
407;-4;Промэнергобанк;2728;Вологодская обл.;4 229 345,00;4 457 631,00;-228 286,00;-5,12
408;-18;Невский Банк;1068;Санкт-Петербург и обл.;4 178 356,00;4 746 518,00;-568 162,00;-11,97
409;-3;Ринвестбанк;3262;Рязанская обл.;4 123 510,00;4 270 480,00;-146 970,00;-3,44
410;5;Уралкапиталбанк;2519;Башкортостан;4 079 896,00;3 987 131,00;92 765,00;2,33
411;8;Кузнецкий;609;Пензенская обл.;4 007 655,00;3 955 201,00;52 454,00;1,33
412;0;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 978 846,00;4 062 701,00;-83 855,00;-2,06
413;26;Крыловский;456;Краснодарский край;3 972 226,00;3 551 638,00;420 588,00;11,84
414;-12;Кузнецкий Мост;2254;Москва и обл.;3 964 447,00;4 509 916,00;-545 469,00;-12,09
415;-17;Народный Доверительный Банк;2374;Москва и обл.;3 959 251,00;4 595 715,00;-636 464,00;-13,85
416;4;УМ-Банк;1441;Свердловская обл.;3 906 359,00;3 891 187,00;15 172,00;0,39
417;9;Венец;524;Ульяновская обл.;3 887 806,00;3 755 585,00;132 221,00;3,52
418;3;Уссури;596;Хабаровский край;3 874 418,00;3 851 030,00;23 388,00;0,61
419;-2;ИТ Банк;2609;Омская обл.;3 826 540,00;3 973 541,00;-147 001,00;-3,70
420;-9;Лесбанк;1598;Москва и обл.;3 809 255,00;4 092 828,00;-283 573,00;-6,93
421;1;Руссобанк;2313;Москва и обл.;3 801 053,00;3 816 534,00;-15 481,00;-0,41
422;-9;Финансово-Промышленный Капитал;3295;Москва и обл.;3 708 145,00;4 045 143,00;-336 998,00;-8,33
423;6;Мастер-Капитал;3011;Москва и обл.;3 688 159,00;3 741 702,00;-53 543,00;-1,43
424;18;Камчаткомагропромбанк;545;Камчатская обл.;3 680 858,00;3 529 669,00;151 189,00;4,28
425;0;Роял Кредит Банк;783;Хабаровский край;3 674 796,00;3 764 163,00;-89 367,00;-2,37
426;2;Финанс Бизнес Банк;520;Москва и обл.;3 668 899,00;3 745 851,00;-76 952,00;-2,05
427;4;Промсельхозбанк;538;Москва и обл.;3 667 102,00;3 726 319,00;-59 217,00;-1,59
428;5;ФорБанк;2063;Москва и обл.;3 653 853,00;3 716 643,00;-62 790,00;-1,69
429;-5;Витабанк;356;Санкт-Петербург и обл.;3 587 784,00;3 772 030,00;-184 246,00;-4,88
430;14;Айви Банк;2055;Москва и обл.;3 550 592,00;3 504 649,00;45 943,00;1,31
431;-1;Бланк Банк;2368;Москва и обл.;3 549 510,00;3 739 468,00;-189 958,00;-5,08
432;11;РТС-Банк;3401;Самарская обл.;3 533 727,00;3 529 283,00;4 444,00;0,13
433;7;Банк Экономический Союз;2798;Москва и обл.;3 523 527,00;3 544 462,00;-20 935,00;-0,59
434;12;Газтрансбанк;665;Адыгея;3 473 354,00;3 444 240,00;29 114,00;0,85
435;34;Приско Капитал Банк;2537;Москва и обл.;3 420 977,00;3 032 965,00;388 012,00;12,79
436;-4;Сибнефтебанк;385;Тюменская обл.;3 397 772,00;3 721 869,00;-324 097,00;-8,71
437;13;Русский Национальный Банк;469;Ростовская обл.;3 377 266,00;3 357 258,00;20 008,00;0,60
438;11;Живаго Банк;2065;Рязанская обл.;3 354 965,00;3 369 464,00;-14 499,00;-0,43
439;-4;Профессионал Банк;3296;Москва и обл.;3 340 825,00;3 710 169,00;-369 344,00;-9,95
440;7;Вологжанин;1896;Вологодская обл.;3 339 908,00;3 428 718,00;-88 810,00;-2,59
441;25;Церих;3278;Орловская обл.;3 332 126,00;3 064 439,00;267 687,00;8,74
442;11;Международный Банк Развития;2704;Москва и обл.;3 312 165,00;3 293 736,00;18 429,00;0,56
443;5;Далена Банк;1948;Москва и обл.;3 302 826,00;3 397 311,00;-94 485,00;-2,78
444;-6;Ермак;1809;Ханты-Мансийский АО — Югра;3 297 291,00;3 553 566,00;-256 275,00;-7,21
445;9;Уралпромбанк;2964;Челябинская обл.;3 291 011,00;3 236 499,00;54 512,00;1,68
446;-12;Гринфилдбанк;2711;Москва и обл.;3 289 018,00;3 712 140,00;-423 122,00;-11,40
447;-2;ИСБ;3010;Москва и обл.;3 251 754,00;3 499 592,00;-247 838,00;-7,08
448;62;Земкомбанк;574;Ростовская обл.;3 247 070,00;2 521 191,00;725 879,00;28,79
449;6;Аксонбанк;680;Костромская обл.;3 228 258,00;3 231 270,00;-3 012,00;-0,09
450;2;Океан Банк;1697;Москва и обл.;3 197 286,00;3 296 576,00;-99 290,00;-3,01
451;-28;Евразийский Банк;969;Москва и обл.;3 186 724,00;3 804 911,00;-618 187,00;-16,25
452;18;Алтайкапиталбанк;2659;Алтайский край;3 185 588,00;2 997 250,00;188 338,00;6,28
453;20;Юнистрим;3467;Москва и обл.;3 161 527,00;2 983 343,00;178 184,00;5,97
454;-17;МС Банк Рус;2789;Москва и обл.;3 152 138,00;3 594 322,00;-442 184,00;-12,30
455;16;РСКБ;2050;Москва и обл.;3 151 571,00;2 995 907,00;155 664,00;5,20
456;-5;МФБанк;3163;Москва и обл.;3 134 177,00;3 297 164,00;-162 987,00;-4,94
457;20;Форус Банк;3457;Нижегородская обл.;3 114 201,00;2 913 520,00;200 681,00;6,89
458;0;РБА;3413;Москва и обл.;3 113 355,00;3 160 806,00;-47 451,00;-1,50
459;5;Банкирский Дом;2928;Санкт-Петербург и обл.;3 094 413,00;3 081 114,00;13 299,00;0,43
460;20;Центрально-Европейский Банк;2670;Москва и обл.;3 063 239,00;2 860 269,00;202 970,00;7,10
461;4;НОКССбанк;3202;Волгоградская обл.;3 045 746,00;3 079 034,00;-33 288,00;-1,08
462;167;НСТ-Банк;1738;Оренбургская обл.;3 032 402,00;1 328 576,00;1 703 826,00;128,24
463;4;Элита;1399;Калужская обл.;3 024 485,00;3 047 608,00;-23 123,00;-0,76
464;-28;Крокус-Банк;2682;Москва и обл.;2 994 538,00;3 688 558,00;-694 020,00;-18,82
465;28;Долинск;857;Сахалинская обл.;2 943 878,00;2 756 785,00;187 093,00;6,79
466;-9;Енисей;474;Красноярский край;2 937 494,00;3 180 186,00;-242 692,00;-7,63
467;33;Сибэс;208;Омская обл.;2 926 053,00;2 672 705,00;253 348,00;9,48
468;13;Объединенный Резервный Банк;937;Москва и обл.;2 922 337,00;2 858 300,00;64 037,00;2,24
469;-8;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 912 631,00;3 119 544,00;-206 913,00;-6,63
470;-2;Оргбанк;3312;Москва и обл.;2 907 565,00;3 040 738,00;-133 173,00;-4,38
471;-12;Новое Время;3492;Москва и обл.;2 907 117,00;3 140 549,00;-233 432,00;-7,43
472;0;Интерактивный Банк;3378;Москва и обл.;2 905 130,00;2 984 740,00;-79 610,00;-2,67
473;21;Прайм Финанс;2758;Санкт-Петербург и обл.;2 903 440,00;2 751 612,00;151 828,00;5,52
474;10;Кубанский Универсальный Банк;2898;Краснодарский край;2 896 984,00;2 836 467,00;60 517,00;2,13
475;28;Тульский Промышленник;2382;Тульская обл.;2 863 385,00;2 634 262,00;229 123,00;8,70
476;3;Выборг-Банк;720;Санкт-Петербург и обл.;2 860 887,00;2 878 705,00;-17 818,00;-0,62
477;18;Богородский Муниципальный Банк;2992;Москва и обл.;2 854 458,00;2 734 359,00;120 099,00;4,39
478;5;Мегаполис;3265;Чувашия;2 853 400,00;2 842 088,00;11 312,00;0,40
479;-5;Агророс;2860;Саратовская обл.;2 845 030,00;2 977 395,00;-132 365,00;-4,45
480;-5;Реалист Банк;1067;Иркутская обл.;2 796 401,00;2 961 488,00;-165 087,00;-5,57
481;15;Н-Банк;3493;Москва и обл.;2 788 389,00;2 729 699,00;58 690,00;2,15
482;-6;Сириус;3506;Омская обл.;2 780 470,00;2 953 641,00;-173 171,00;-5,86
483;-23;Росбизнесбанк;1405;Москва и обл.;2 760 628,00;3 130 356,00;-369 728,00;-11,81
484;6;Иваново;1763;Ивановская обл.;2 760 124,00;2 762 783,00;-2 659,00;-0,10
485;3;Костромаселькомбанк;1115;Костромская обл.;2 734 233,00;2 775 803,00;-41 570,00;-1,50
486;11;Братский АНКБ;1144;Иркутская обл.;2 710 121,00;2 729 215,00;-19 094,00;-0,70
487;-9;Бест Эффортс Банк;435;Москва и обл.;2 707 772,00;2 889 253,00;-181 481,00;-6,28
488;11;Кроссинвестбанк;2849;Москва и обл.;2 695 653,00;2 674 679,00;20 974,00;0,78
489;32;Донхлеббанк;2285;Ростовская обл.;2 678 517,00;2 377 740,00;300 777,00;12,65
490;18;Зираат Банк;2559;Москва и обл.;2 666 548,00;2 546 258,00;120 290,00;4,72
491;-2;Евроальянс;1781;Ивановская обл.;2 663 343,00;2 763 212,00;-99 869,00;-3,61
492;-29;Аспект;608;Москва и обл.;2 660 396,00;3 085 472,00;-425 076,00;-13,78
493;-1;Интеркредит;3047;Москва и обл.;2 651 670,00;2 759 119,00;-107 449,00;-3,89
494;-9;ЕвроАксис Банк;3273;Москва и обл.;2 618 267,00;2 824 833,00;-206 566,00;-7,31
495;50;Джаст Банк;3503;Москва и обл.;2 617 935,00;2 133 882,00;484 053,00;22,68
496;-34;Лайтбанк;3177;Москва и обл.;2 615 309,00;3 104 679,00;-489 370,00;-15,76
497;25;Народный Банк;2249;Карачаево-Черкесия;2 589 781,00;2 375 237,00;214 544,00;9,03
498;3;Апабанк;2404;Москва и обл.;2 577 480,00;2 655 387,00;-77 907,00;-2,93
499;13;Первый Клиентский Банк;3436;Москва и обл.;2 569 208,00;2 474 217,00;94 991,00;3,84
500;-2;Национальный Корпоративный Банк;3422;Москва и обл.;2 555 163,00;2 719 448,00;-164 285,00;-6,04
501;-15;Кросна-Банк;2607;Москва и обл.;2 551 623,00;2 797 576,00;-245 953,00;-8,79
502;4;Столичный Кредит;2853;Москва и обл.;2 548 952,00;2 579 143,00;-30 191,00;-1,17
503;-16;ЮMoney;3510;Россия;2 546 025,00;2 784 217,00;-238 192,00;-8,56
504;-48;Витязь;2890;Москва и обл.;2 508 068,00;3 184 590,00;-676 522,00;-21,24
505;-3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 507 362,00;2 654 872,00;-147 510,00;-5,56
506;-2;Преодоление;2649;Москва и обл.;2 498 987,00;2 629 661,00;-130 674,00;-4,97
507;10;Капиталбанк;2547;Ростовская обл.;2 472 889,00;2 383 957,00;88 932,00;3,73
508;6;Заубер Банк;1614;Санкт-Петербург и обл.;2 467 888,00;2 446 607,00;21 281,00;0,87
509;10;Метрополь;1639;Москва и обл.;2 455 448,00;2 380 412,00;75 036,00;3,15
510;15;Проинвестбанк;784;Пермская обл.;2 452 135,00;2 341 794,00;110 341,00;4,71
511;9;К2 Банк;2851;Карачаево-Черкесия;2 450 812,00;2 377 952,00;72 860,00;3,06
512;-1;Богородский;1277;Нижегородская обл.;2 435 559,00;2 485 282,00;-49 723,00;-2,00
513;2;Межбанковский Кредитный Союз;3242;Москва и обл.;2 432 728,00;2 445 995,00;-13 267,00;-0,54
514;9;Региональный Коммерческий Банк;836;Ульяновская обл.;2 431 576,00;2 374 294,00;57 282,00;2,41
515;-6;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 426 772,00;2 543 754,00;-116 982,00;-4,60
516;-9;Викинг;2;Санкт-Петербург и обл.;2 424 707,00;2 550 817,00;-126 110,00;-4,94
517;-1;Йошкар-Ола;2802;Марий Эл;2 405 273,00;2 411 991,00;-6 718,00;-0,28
518;-5;Первый Инвестиционный Банк;604;Москва и обл.;2 394 413,00;2 450 793,00;-56 380,00;-2,30
519;5;Констанс-Банк;2228;Санкт-Петербург и обл.;2 380 394,00;2 361 613,00;18 781,00;0,80
520;20;Еврокапитал-Альянс;3459;Ярославская обл.;2 379 078,00;2 209 215,00;169 863,00;7,69
521;20;Современные Стандарты Бизнеса;3397;Москва и обл.;2 365 157,00;2 192 974,00;172 183,00;7,85
