Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Декабрь, 2015, тыс. рублей;Ноябрь, 2015, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;12;Банк БКФ;2684;Москва и обл.;8 879 856,00;8 764 752,00;115 104,00;1,31
262;16;Северо-Восточный Альянс;2768;Москва и обл.;8 865 073,00;8 589 732,00;275 341,00;3,21
263;6;Таатта;1249;Саха (Якутия);8 845 172,00;8 892 112,00;-46 940,00;-0,53
264;7;Вокбанк;312;Нижегородская обл.;8 832 439,00;8 850 705,00;-18 266,00;-0,21
265;10;Екатеринбург;3161;Свердловская обл.;8 796 759,00;8 756 526,00;40 233,00;0,46
266;-5;Мир Бизнес Банк;3396;Москва и обл.;8 784 113,00;9 835 529,00;-1 051 416,00;-10,69
267;9;Гута-Банк;256;Москва и обл.;8 652 984,00;8 658 263,00;-5 279,00;-0,06
268;18;Верхневолжский;1084;Ярославская обл.;8 630 585,00;8 079 969,00;550 616,00;6,81
269;-3;Нефтепромбанк;2156;Москва и обл.;8 584 044,00;9 212 348,00;-628 304,00;-6,82
270;11;Московский Нефтехимический Банк;1411;Москва и обл.;8 459 969,00;8 425 402,00;34 567,00;0,41
271;12;Эс-Би-Ай Банк;3185;Москва и обл.;8 458 492,00;8 274 175,00;184 317,00;2,23
272;10;Томскпромстройбанк;1720;Томская обл.;8 442 573,00;8 299 078,00;143 495,00;1,73
273;4;ПИР Банк;2655;Москва и обл.;8 422 975,00;8 591 863,00;-168 888,00;-1,97
274;10;Юг-Инвестбанк;2772;Краснодарский край;8 356 750,00;8 204 788,00;151 962,00;1,85
275;14;РусЮгбанк;2093;Волгоградская обл.;8 241 611,00;7 853 356,00;388 255,00;4,94
276;14;Альба Альянс;2593;Москва и обл.;8 179 879,00;7 832 922,00;346 957,00;4,43
277;8;Рускобанк;138;Санкт-Петербург и обл.;8 062 152,00;8 119 517,00;-57 365,00;-0,71
278;14;Эксперт Банк;2949;Омская обл.;7 900 991,00;7 684 947,00;216 044,00;2,81
279;22;Современный Коммерческий Инновационный Банк;3329;Костромская обл.;7 780 975,00;7 324 522,00;456 453,00;6,23
280;8;Синко-Банк;2838;Москва и обл.;7 768 186,00;7 863 177,00;-94 991,00;-1,21
281;16;Финам Банк;2799;Москва и обл.;7 765 804,00;7 459 860,00;305 944,00;4,10
282;-2;МС Банк Рус;2789;Москва и обл.;7 631 451,00;8 517 979,00;-886 528,00;-10,41
283;22;Белгородсоцбанк;760;Белгородская обл.;7 598 159,00;7 129 597,00;468 562,00;6,57
284;12;Славянский Кредит;2960;Москва и обл.;7 549 773,00;7 470 326,00;79 447,00;1,06
285;10;Бинбанк Тверь;777;Тверская обл.;7 523 907,00;7 497 384,00;26 523,00;0,35
286;1;Углеметбанк;2997;Челябинская обл.;7 521 772,00;7 996 376,00;-474 604,00;-5,94
287;12;Северный Кредит;2398;Вологодская обл.;7 521 079,00;7 376 114,00;144 965,00;1,97
288;3;Консервативный Коммерческий Банк;1087;Астраханская обл.;7 507 137,00;7 772 225,00;-265 088,00;-3,41
289;11;Союзный;3236;Москва и обл.;7 435 775,00;7 328 953,00;106 822,00;1,46
290;8;Экспресс-Кредит;210;Москва и обл.;7 294 232,00;7 409 348,00;-115 116,00;-1,55
291;13;Чувашкредитпромбанк;1280;Чувашия;7 258 465,00;7 172 601,00;85 864,00;1,20
292;1;Анкор Банк;889;Татарстан;7 246 739,00;7 536 034,00;-289 295,00;-3,84
293;33;Риабанк;3434;Москва и обл.;7 223 779,00;6 330 022,00;893 757,00;14,12
294;9;Век;2299;Москва и обл.;7 213 831,00;7 184 576,00;29 255,00;0,41
295;18;Торговый Городской Банк;3180;Тверская обл.;7 211 381,00;6 763 126,00;448 255,00;6,63
296;6;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;7 138 784,00;7 210 310,00;-71 526,00;-0,99
297;-27;Голдман Сакс Банк;3490;Москва и обл.;7 135 798,00;8 888 149,00;-1 752 351,00;-19,72
298;8;Кубаньторгбанк;478;Краснодарский край;7 009 508,00;7 023 706,00;-14 198,00;-0,20
299;31;Ю Би Эс Банк;3463;Москва и обл.;7 008 214,00;6 112 000,00;896 214,00;14,66
300;22;Трансстройбанк;2807;Москва и обл.;7 007 445,00;6 435 558,00;571 887,00;8,89
301;6;Банк на Красных Воротах;2472;Москва и обл.;6 916 530,00;6 925 198,00;-8 668,00;-0,13
302;12;Азия-Инвест Банк;3303;Москва и обл.;6 910 754,00;6 675 822,00;234 932,00;3,52
303;8;Русь;704;Оренбургская обл.;6 764 786,00;6 800 666,00;-35 880,00;-0,53
304;5;Вега-Банк;3270;Москва и обл.;6 700 477,00;6 863 190,00;-162 713,00;-2,37
305;13;Кузнецкбизнесбанк;1158;Кемеровская обл.;6 667 224,00;6 609 309,00;57 915,00;0,88
306;14;Банк Торгового Финансирования;1982;Москва и обл.;6 647 149,00;6 595 041,00;52 108,00;0,79
307;9;Эл Банк;1025;Самарская обл.;6 593 412,00;6 619 763,00;-26 351,00;-0,40
308;4;Бинбанк Мурманск;1276;Мурманская обл.;6 591 681,00;6 775 078,00;-183 397,00;-2,71
309;8;Роспромбанк;3204;Москва и обл.;6 590 435,00;6 613 579,00;-23 144,00;-0,35
310;13;Актив Банк;2529;Мордовия;6 547 498,00;6 392 956,00;154 542,00;2,42
311;10;Эргобанк;2856;Москва и обл.;6 546 524,00;6 578 324,00;-31 800,00;-0,48
312;19;Русский Трастовый Банк;1139;Москва и обл.;6 509 501,00;6 094 045,00;415 456,00;6,82
313;6;Воронеж;654;Воронежская обл.;6 499 671,00;6 595 623,00;-95 952,00;-1,45
314;13;Новый Московский Банк;2932;Москва и обл.;6 447 996,00;6 240 156,00;207 840,00;3,33
315;-21;РЕСО Кредит;3450;Москва и обл.;6 444 090,00;7 523 546,00;-1 079 456,00;-14,35
316;-1;Руснарбанк;3403;Москва и обл.;6 411 313,00;6 633 693,00;-222 380,00;-3,35
317;15;Нэклис-Банк;1671;Москва и обл.;6 411 235,00;6 017 979,00;393 256,00;6,53
318;7;Банк Кремлевский;2905;Москва и обл.;6 404 503,00;6 386 561,00;17 942,00;0,28
319;22;Коммерческий Индо Банк;3446;Москва и обл.;6 271 630,00;5 724 536,00;547 094,00;9,56
320;14;Кранбанк;2271;Ивановская обл.;6 262 099,00;5 989 705,00;272 394,00;4,55
321;8;Банк ПСА Финанс Рус;3481;Москва и обл.;6 197 279,00;6 185 790,00;11 489,00;0,19
322;39;Енисей;474;Красноярский край;6 163 263,00;5 183 259,00;980 004,00;18,91
323;10;Экси-Банк;2530;Санкт-Петербург и обл.;6 126 992,00;6 006 710,00;120 282,00;2,00
324;12;Банкхаус Эрбе;1717;Москва и обл.;6 094 503,00;5 911 474,00;183 029,00;3,10
325;-15;Объединенная Расчетная Система;3342;Москва и обл.;6 015 399,00;6 863 169,00;-847 770,00;-12,35
326;9;Межтрастбанк;2493;Москва и обл.;5 998 144,00;5 925 814,00;72 330,00;1,22
327;-19;Проминвестбанк;2433;Москва и обл.;5 989 690,00;6 923 422,00;-933 732,00;-13,49
328;12;Идея Банк;430;Краснодарский край;5 951 602,00;5 807 706,00;143 896,00;2,48
329;9;Северный Народный Банк;2721;Коми;5 902 967,00;5 847 089,00;55 878,00;0,96
330;9;Хакасский Муниципальный Банк;1049;Хакасия;5 888 530,00;5 832 530,00;56 000,00;0,96
331;-3;ФДБ;3071;Москва и обл.;5 856 032,00;6 230 107,00;-374 075,00;-6,00
332;31;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 854 129,00;5 056 265,00;797 864,00;15,78
333;23;Нейва;1293;Свердловская обл.;5 762 628,00;5 252 075,00;510 553,00;9,72
334;12;Ринвестбанк;3262;Рязанская обл.;5 749 444,00;5 485 992,00;263 452,00;4,80
335;18;Мираф-Банк;2244;Омская обл.;5 718 304,00;5 314 795,00;403 509,00;7,59
336;9;Бинбанк Смоленск;1957;Смоленская обл.;5 676 186,00;5 572 076,00;104 110,00;1,87
337;11;Автоградбанк;1455;Татарстан;5 606 025,00;5 354 497,00;251 528,00;4,70
338;40;Итуруп;2390;Сахалинская обл.;5 526 339,00;4 567 305,00;959 034,00;21,00
339;5;Милбанк;3256;Москва и обл.;5 514 438,00;5 592 403,00;-77 965,00;-1,39
340;20;Енисейский Объединенный Банк;2645;Красноярский край;5 500 513,00;5 195 945,00;304 568,00;5,86
341;17;Газстройбанк;2919;Москва и обл.;5 480 556,00;5 233 658,00;246 898,00;4,72
342;7;Мосуралбанк;2468;Москва и обл.;5 462 552,00;5 348 900,00;113 652,00;2,12
343;-6;Банк Раунд;2506;Москва и обл.;5 434 099,00;5 864 905,00;-430 806,00;-7,35
344;10;Промрегионбанк;2123;Томская обл.;5 423 065,00;5 301 213,00;121 852,00;2,30
345;25;РТС-Банк;3401;Самарская обл.;5 411 133,00;4 855 530,00;555 603,00;11,44
346;5;Камский Коммерческий Банк;438;Татарстан;5 337 730,00;5 344 708,00;-6 978,00;-0,13
347;22;Сити Инвест Банк;3194;Санкт-Петербург и обл.;5 290 843,00;4 895 843,00;395 000,00;8,07
348;9;НБК-Банк;3283;Москва и обл.;5 254 978,00;5 249 086,00;5 892,00;0,11
349;3;Владпромбанк;870;Владимирская обл.;5 217 975,00;5 320 961,00;-102 986,00;-1,94
350;5;КЭБ ЭйчЭнБи Банк;3525;Москва и обл.;5 169 988,00;5 278 962,00;-108 974,00;-2,06
351;8;Донкомбанк;492;Ростовская обл.;5 153 821,00;5 204 538,00;-50 717,00;-0,97
352;12;Уралкапиталбанк;2519;Башкортостан;5 129 346,00;4 990 581,00;138 765,00;2,78
353;12;Сибсоцбанк;2015;Алтайский край;5 113 152,00;4 980 323,00;132 829,00;2,67
354;13;Национальный Залоговый Банк;2944;Москва и обл.;5 060 130,00;4 962 691,00;97 439,00;1,96
355;-5;РАМ Банк;3480;Москва и обл.;5 032 427,00;5 346 958,00;-314 531,00;-5,88
356;10;Конфидэнс Банк;970;Костромская обл.;4 963 766,00;4 965 039,00;-1 273,00;-0,03
357;15;Новобанк;1352;Новгородская обл.;4 955 659,00;4 820 746,00;134 913,00;2,80
358;22;Московский Коммерческий Банк;3172;Москва и обл.;4 891 539,00;4 556 557,00;334 982,00;7,35
359;17;Межрегиональный промышленно-строительный банк;752;Мордовия;4 890 837,00;4 668 856,00;221 981,00;4,75
360;14;ВостСибтранскомбанк;2731;Иркутская обл.;4 812 604,00;4 750 456,00;62 148,00;1,31
361;-14;Приско Капитал Банк;2537;Москва и обл.;4 788 554,00;5 436 226,00;-647 672,00;-11,91
362;13;Земский Банк;2900;Самарская обл.;4 784 209,00;4 692 482,00;91 727,00;1,95
363;5;Банк Инноваций и Развития;2647;Москва и обл.;4 777 648,00;4 950 652,00;-173 004,00;-3,49
364;22;Москва-Сити;3247;Москва и обл.;4 749 690,00;4 353 810,00;395 880,00;9,09
365;8;Промэнергобанк;2728;Вологодская обл.;4 688 680,00;4 785 505,00;-96 825,00;-2,02
366;13;Газтрансбанк;665;Адыгея;4 649 157,00;4 561 434,00;87 723,00;1,92
367;15;Зенит Сочи;232;Краснодарский край;4 631 615,00;4 495 878,00;135 737,00;3,02
368;-6;Платина;2347;Москва и обл.;4 630 912,00;5 079 109,00;-448 197,00;-8,82
369;20;ФорБанк;2063;Москва и обл.;4 630 597,00;4 272 950,00;357 647,00;8,37
370;-46;Банк Заречье;817;Татарстан;4 575 485,00;6 387 459,00;-1 811 974,00;-28,37
371;12;Банк Развития Технологий;3441;Москва и обл.;4 566 994,00;4 455 520,00;111 474,00;2,50
372;19;Экономикс-Банк;2136;Москва и обл.;4 560 262,00;4 234 868,00;325 394,00;7,68
373;12;Уссури;596;Хабаровский край;4 512 186,00;4 373 727,00;138 459,00;3,17
374;10;Промсельхозбанк;538;Москва и обл.;4 496 002,00;4 390 242,00;105 760,00;2,41
375;-4;Бинбанк Столица;3052;Москва и обл.;4 478 921,00;4 829 717,00;-350 796,00;-7,26
376;11;Кузнецкий;609;Пензенская обл.;4 438 072,00;4 297 290,00;140 782,00;3,28
377;19;Капиталбанк;2547;Ростовская обл.;4 390 524,00;4 151 505,00;239 019,00;5,76
378;-1;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;4 386 782,00;4 650 768,00;-263 986,00;-5,68
379;15;Финансово-Промышленный Капитал;3295;Москва и обл.;4 366 112,00;4 175 267,00;190 845,00;4,57
380;10;Венец;524;Ульяновская обл.;4 244 193,00;4 258 128,00;-13 935,00;-0,33
381;19;Камчаткомагропромбанк;545;Камчатская обл.;4 221 768,00;4 070 852,00;150 916,00;3,71
382;16;Роял Кредит Банк;783;Хабаровский край;4 171 708,00;4 082 126,00;89 582,00;2,19
383;42;Прайм Финанс;2758;Санкт-Петербург и обл.;4 135 941,00;3 465 116,00;670 825,00;19,36
384;90;Чайнасельхозбанк;3529;Москва и обл.;4 129 408,00;2 780 093,00;1 349 315,00;48,53
385;8;Форус Банк;3457;Нижегородская обл.;4 111 135,00;4 178 727,00;-67 592,00;-1,62
386;2;Витабанк;356;Санкт-Петербург и обл.;4 083 034,00;4 276 063,00;-193 029,00;-4,51
387;10;Международный Коммерческий Банк;2524;Москва и обл.;4 072 170,00;4 135 047,00;-62 877,00;-1,52
388;11;Стройлесбанк;2995;Тюменская обл.;4 009 010,00;4 077 982,00;-68 972,00;-1,69
389;33;Русский Национальный Банк;469;Ростовская обл.;3 902 794,00;3 516 625,00;386 169,00;10,98
390;12;Горбанк;2982;Санкт-Петербург и обл.;3 871 569,00;3 914 557,00;-42 988,00;-1,10
391;12;Крыловский;456;Краснодарский край;3 854 733,00;3 912 557,00;-57 824,00;-1,48
392;37;Кузнецкий Мост;2254;Москва и обл.;3 846 924,00;3 399 358,00;447 566,00;13,17
393;15;Вологжанин;1896;Вологодская обл.;3 835 921,00;3 729 021,00;106 900,00;2,87
394;10;ИТ Банк;2609;Омская обл.;3 832 231,00;3 903 388,00;-71 157,00;-1,82
395;0;Руссобанк;2313;Москва и обл.;3 804 503,00;4 168 173,00;-363 670,00;-8,72
396;11;Агророс;2860;Саратовская обл.;3 796 118,00;3 748 449,00;47 669,00;1,27
397;29;Земкомбанк;574;Ростовская обл.;3 775 686,00;3 441 933,00;333 753,00;9,70
398;33;МФБанк;3163;Москва и обл.;3 745 267,00;3 386 331,00;358 936,00;10,60
399;15;Реалист Банк;1067;Иркутская обл.;3 731 550,00;3 641 552,00;89 998,00;2,47
400;-8;Невский Банк;1068;Санкт-Петербург и обл.;3 729 647,00;4 214 734,00;-485 087,00;-11,51
401;10;Айви Банк;2055;Москва и обл.;3 714 564,00;3 690 806,00;23 758,00;0,64
402;14;Выборг-Банк;720;Санкт-Петербург и обл.;3 707 876,00;3 609 593,00;98 283,00;2,72
403;9;Мастер-Капитал;3011;Москва и обл.;3 705 583,00;3 656 868,00;48 715,00;1,33
404;19;Объединенный Резервный Банк;937;Москва и обл.;3 704 698,00;3 509 256,00;195 442,00;5,57
405;12;Метрополь;1639;Москва и обл.;3 675 617,00;3 534 912,00;140 705,00;3,98
406;43;Евразийский Банк;969;Москва и обл.;3 664 450,00;3 224 843,00;439 607,00;13,63
407;17;Аксонбанк;680;Костромская обл.;3 656 481,00;3 474 433,00;182 048,00;5,24
408;36;ИСБ;3010;Москва и обл.;3 652 688,00;3 266 401,00;386 287,00;11,83
409;1;Межрегиональный Почтовый Банк;3171;Москва и обл.;3 632 492,00;3 696 378,00;-63 886,00;-1,73
410;9;Банкирский Дом;2928;Санкт-Петербург и обл.;3 577 688,00;3 532 320,00;45 368,00;1,28
411;10;Уралпромбанк;2964;Челябинская обл.;3 573 762,00;3 520 110,00;53 652,00;1,52
412;6;Бест Эффортс Банк;435;Москва и обл.;3 557 080,00;3 533 784,00;23 296,00;0,66
413;14;Живаго Банк;2065;Рязанская обл.;3 556 737,00;3 432 381,00;124 356,00;3,62
414;25;Донхлеббанк;2285;Ростовская обл.;3 545 470,00;3 302 529,00;242 941,00;7,36
415;-6;Банк Реалист;2646;Москва и обл.;3 538 981,00;3 716 922,00;-177 941,00;-4,79
416;-3;Бланк Банк;2368;Москва и обл.;3 537 304,00;3 653 731,00;-116 427,00;-3,19
417;-12;Зираат Банк;2559;Москва и обл.;3 527 564,00;3 876 817,00;-349 253,00;-9,01
418;16;УМ-Банк;1441;Свердловская обл.;3 513 042,00;3 375 926,00;137 116,00;4,06
419;-4;Н-Банк;3493;Москва и обл.;3 511 307,00;3 621 399,00;-110 092,00;-3,04
420;0;Юнистрим;3467;Москва и обл.;3 499 389,00;3 531 430,00;-32 041,00;-0,91
421;9;Профессионал Банк;3296;Москва и обл.;3 470 207,00;3 398 835,00;71 372,00;2,10
422;6;Констанс-Банк;2228;Санкт-Петербург и обл.;3 459 651,00;3 404 092,00;55 559,00;1,63
423;12;Кубанский Универсальный Банк;2898;Краснодарский край;3 454 653,00;3 368 540,00;86 113,00;2,56
424;39;Новое Время;3492;Москва и обл.;3 449 432,00;2 998 696,00;450 736,00;15,03
425;-19;Смартбанк;3408;Москва и обл.;3 414 201,00;3 784 872,00;-370 671,00;-9,79
426;34;Мико-Банк;3195;Москва и обл.;3 381 095,00;3 043 963,00;337 132,00;11,08
427;10;Рапида;3371;Москва и обл.;3 350 860,00;3 325 196,00;25 664,00;0,77
428;10;Ермак;1809;Ханты-Мансийский АО — Югра;3 319 390,00;3 305 065,00;14 325,00;0,43
429;3;Росбизнесбанк;1405;Москва и обл.;3 316 004,00;3 382 406,00;-66 402,00;-1,96
430;13;Центрально-Европейский Банк;2670;Москва и обл.;3 308 618,00;3 266 854,00;41 764,00;1,28
431;17;Сибэс;208;Омская обл.;3 307 117,00;3 231 584,00;75 533,00;2,34
432;10;Крокус-Банк;2682;Москва и обл.;3 304 521,00;3 273 528,00;30 993,00;0,95
433;20;Народный Доверительный Банк;2374;Москва и обл.;3 302 078,00;3 176 005,00;126 073,00;3,97
434;16;НОКССбанк;3202;Волгоградская обл.;3 286 819,00;3 212 899,00;73 920,00;2,30
435;22;Алтайкапиталбанк;2659;Алтайский край;3 269 162,00;3 111 733,00;157 429,00;5,06
436;20;Долинск;857;Сахалинская обл.;3 257 561,00;3 148 398,00;109 163,00;3,47
437;3;Братский АНКБ;1144;Иркутская обл.;3 247 262,00;3 295 640,00;-48 378,00;-1,47
438;21;Ростфинанс;481;Ростовская обл.;3 220 924,00;3 067 409,00;153 515,00;5,00
439;-6;Международный Банк Развития;2704;Москва и обл.;3 205 280,00;3 376 726,00;-171 446,00;-5,08
440;15;Интеркредит;3047;Москва и обл.;3 188 758,00;3 156 116,00;32 642,00;1,03
441;-40;Церих;3278;Орловская обл.;3 187 906,00;3 948 155,00;-760 249,00;-19,26
442;12;Мегаполис;3265;Чувашия;3 182 459,00;3 165 681,00;16 778,00;0,53
443;23;Иваново;1763;Ивановская обл.;3 162 815,00;2 969 985,00;192 830,00;6,49
444;23;Региональный Коммерческий Банк;836;Ульяновская обл.;3 153 258,00;2 956 819,00;196 439,00;6,64
445;-4;Океан Банк;1697;Москва и обл.;3 128 233,00;3 289 616,00;-161 383,00;-4,91
446;18;Элита;1399;Калужская обл.;3 114 124,00;2 982 370,00;131 754,00;4,42
447;5;ЮMoney;3510;Россия;3 113 796,00;3 207 356,00;-93 560,00;-2,92
448;14;Лайтбанк;3177;Москва и обл.;3 104 832,00;3 004 847,00;99 985,00;3,33
449;16;Банк Премьер Кредит;1663;Москва и обл.;3 076 655,00;2 980 338,00;96 317,00;3,23
450;-14;Оргбанк;3312;Москва и обл.;3 070 857,00;3 344 545,00;-273 688,00;-8,18
451;-4;Аспект;608;Москва и обл.;3 035 050,00;3 259 468,00;-224 418,00;-6,89
452;19;Первый Клиентский Банк;3436;Москва и обл.;2 991 255,00;2 827 181,00;164 074,00;5,80
453;30;Радиотехбанк;1166;Нижегородская обл.;2 966 138,00;2 659 436,00;306 702,00;11,53
454;18;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 901 765,00;2 818 017,00;83 748,00;2,97
455;6;РБА;3413;Москва и обл.;2 888 258,00;3 039 862,00;-151 604,00;-4,99
456;26;Интерактивный Банк;3378;Москва и обл.;2 883 744,00;2 673 089,00;210 655,00;7,88
457;18;Банк ВВБ;1093;Севастополь;2 859 686,00;2 765 109,00;94 577,00;3,42
458;-7;Кроссинвестбанк;2849;Москва и обл.;2 842 938,00;3 209 860,00;-366 922,00;-11,43
459;14;Евроальянс;1781;Ивановская обл.;2 834 395,00;2 781 344,00;53 051,00;1,91
460;-14;Межбанковский Кредитный Союз;3242;Москва и обл.;2 801 085,00;3 263 523,00;-462 438,00;-14,17
461;17;Еврокапитал-Альянс;2672;Ярославская обл.;2 786 919,00;2 720 939,00;65 980,00;2,42
462;8;Банк Экономический Союз;2798;Москва и обл.;2 777 152,00;2 863 309,00;-86 157,00;-3,01
463;22;Заубер Банк;1614;Санкт-Петербург и обл.;2 767 244,00;2 645 244,00;122 000,00;4,61
464;16;Кросна-Банк;2607;Москва и обл.;2 756 487,00;2 688 820,00;67 667,00;2,52
465;11;Костромаселькомбанк;1115;Костромская обл.;2 755 517,00;2 745 390,00;10 127,00;0,37
466;3;ЕвроАксис Банк;3273;Москва и обл.;2 710 901,00;2 894 368,00;-183 467,00;-6,34
467;23;Богородский;1277;Нижегородская обл.;2 641 702,00;2 546 558,00;95 144,00;3,74
468;26;Система;2846;Москва и обл.;2 628 570,00;2 432 607,00;195 963,00;8,06
469;22;Кредит Экспресс;3186;Ростовская обл.;2 616 536,00;2 491 676,00;124 860,00;5,01
470;18;Йошкар-Ола;2802;Марий Эл;2 604 872,00;2 562 034,00;42 838,00;1,67
471;18;Проинвестбанк;784;Пермская обл.;2 585 471,00;2 547 276,00;38 195,00;1,50
472;15;Преодоление;2649;Москва и обл.;2 584 107,00;2 605 496,00;-21 389,00;-0,82
473;11;Апабанк;2404;Москва и обл.;2 556 531,00;2 656 842,00;-100 311,00;-3,78
474;25;Газнефтьбанк;3223;Саратовская обл.;2 546 713,00;2 403 788,00;142 925,00;5,95
475;39;Канский;860;Красноярский край;2 546 093,00;2 191 608,00;354 485,00;16,17
476;10;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 544 514,00;2 634 486,00;-89 972,00;-3,42
477;30;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;2 540 451,00;2 252 454,00;287 997,00;12,79
478;22;Владбизнесбанк;903;Владимирская обл.;2 539 316,00;2 399 718,00;139 598,00;5,82
479;13;К2 Банк;2851;Карачаево-Черкесия;2 526 348,00;2 447 978,00;78 370,00;3,20
480;-99;Еврокредит;2957;Москва и обл.;2 519 476,00;4 505 985,00;-1 986 509,00;-44,09
481;14;Унифондбанк;3416;Москва и обл.;2 482 124,00;2 426 770,00;55 354,00;2,28
482;-14;Национальный Корпоративный Банк;3422;Москва и обл.;2 469 866,00;2 903 213,00;-433 347,00;-14,93
483;15;Столичный Кредит;2853;Москва и обл.;2 450 587,00;2 411 168,00;39 419,00;1,63
484;69;Михайловский ПЖСБ;2961;Волгоградская обл.;2 447 057,00;1 713 235,00;733 822,00;42,83
485;21;Внешфинбанк;3173;Краснодарский край;2 445 101,00;2 259 401,00;185 700,00;8,22
486;10;ИРС;272;Москва и обл.;2 441 123,00;2 418 030,00;23 093,00;0,96
487;-10;Народный Банк;2249;Карачаево-Черкесия;2 397 401,00;2 730 334,00;-332 933,00;-12,19
488;48;Соверен Банк;3206;Москва и обл.;2 381 762,00;1 963 255,00;418 507,00;21,32
489;4;Первый Инвестиционный Банк;604;Москва и обл.;2 371 218,00;2 444 029,00;-72 811,00;-2,98
490;7;Новация;840;Адыгея;2 371 157,00;2 415 512,00;-44 355,00;-1,84
491;14;БСТ-Банк;2883;Кемеровская обл.;2 370 338,00;2 265 193,00;105 145,00;4,64
492;11;Резерв;2364;Челябинская обл.;2 358 966,00;2 304 680,00;54 286,00;2,36
493;8;Татагропромбанк;728;Татарстан;2 352 605,00;2 368 146,00;-15 541,00;-0,66
494;16;Тальменка-Банк;826;Алтайский край;2 332 670,00;2 209 527,00;123 143,00;5,57
495;9;Викинг;2;Санкт-Петербург и обл.;2 321 699,00;2 269 163,00;52 536,00;2,32
496;19;Златкомбанк;568;Москва и обл.;2 265 506,00;2 188 722,00;76 784,00;3,51
497;5;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 259 821,00;2 311 122,00;-51 301,00;-2,22
498;15;Международный Строительный Банк;3484;Москва и обл.;2 247 703,00;2 193 659,00;54 044,00;2,46
499;12;Яринтербанк;2564;Ярославская обл.;2 228 750,00;2 197 225,00;31 525,00;1,43
500;12;Вкабанк;1027;Астраханская обл.;2 228 103,00;2 196 443,00;31 660,00;1,44
501;7;Миръ;3089;Москва и обл.;2 224 145,00;2 251 043,00;-26 898,00;-1,19
502;-23;Далена Банк;1948;Москва и обл.;2 221 645,00;2 708 281,00;-486 636,00;-17,97
503;25;Новый Символ;370;Москва и обл.;2 220 085,00;2 055 655,00;164 430,00;8,00
504;13;Капитал;575;Москва и обл.;2 194 772,00;2 176 915,00;17 857,00;0,82
505;38;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;2 160 795,00;1 885 814,00;274 981,00;14,58
506;14;Екатерининский;2167;Москва и обл.;2 156 854,00;2 120 862,00;35 992,00;1,70
507;9;Сириус;3506;Омская обл.;2 118 402,00;2 178 671,00;-60 269,00;-2,77
508;17;Кредпромбанк;1165;Ярославская обл.;2 095 161,00;2 071 830,00;23 331,00;1,13
509;21;Спиритбанк;2053;Тульская обл.;2 073 117,00;2 045 092,00;28 025,00;1,37
510;13;Бум-Банк;1137;Кабардино-Балкария;2 069 065,00;2 098 604,00;-29 539,00;-1,41
511;-2;Современные Стандарты Бизнеса;3397;Москва и обл.;2 042 670,00;2 242 404,00;-199 734,00;-8,91
512;23;Уралфинанс;1370;Свердловская обл.;2 036 633,00;1 973 672,00;62 961,00;3,19
513;18;Индустриальный Сберегательный Банк;3175;Москва и обл.;2 034 682,00;2 019 096,00;15 586,00;0,77
514;5;Алтынбанк;2070;Татарстан;2 022 682,00;2 144 263,00;-121 581,00;-5,67
515;31;Московский Вексельный Банк;2697;Москва и обл.;2 006 188,00;1 859 682,00;146 506,00;7,88
516;11;Мосводоканалбанк;2863;Москва и обл.;2 005 590,00;2 055 664,00;-50 074,00;-2,44
517;28;Финансовый Капитал;3288;Санкт-Петербург и обл.;2 001 445,00;1 864 855,00;136 590,00;7,32
518;16;Банк Пермь;875;Пермская обл.;2 001 216,00;1 980 527,00;20 689,00;1,04
519;19;ЮМК Банк;3495;Краснодарский край;1 947 154,00;1 949 016,00;-1 862,00;-0,10
520;17;Старооскольский Агропромбанк;1050;Белгородская обл.;1 936 746,00;1 949 579,00;-12 833,00;-0,66
521;11;Бинбанк Сургут;1701;Ханты-Мансийский АО — Югра;1 933 209,00;2 014 584,00;-81 375,00;-4,04
522;-1;Америкэн Экспресс Банк;3460;Москва и обл.;1 914 641,00;2 115 756,00;-201 115,00;-9,51
523;28;Риал-Кредит;3393;Москва и обл.;1 896 195,00;1 760 775,00;135 420,00;7,69
524;15;Банк Глобус;2438;Москва и обл.;1 889 400,00;1 934 772,00;-45 372,00;-2,35
525;17;Россита-Банк;3257;Москва и обл.;1 873 773,00;1 916 911,00;-43 138,00;-2,25
526;34;Булгар Банк;1917;Татарстан;1 861 691,00;1 662 473,00;199 218,00;11,98
527;13;Акцент;696;Оренбургская обл.;1 850 214,00;1 924 229,00;-74 015,00;-3,85
528;5;Стелла-Банк;2948;Ростовская обл.;1 839 473,00;1 995 097,00;-155 624,00;-7,80
529;-5;КОР;2148;Волгоградская обл.;1 839 079,00;2 082 947,00;-243 868,00;-11,71
