Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Февраль, 2016, тыс. рублей;Январь, 2016, тыс. рублей;Изменение, тыс. рублей;Изменение, %
523;5;РУБанк;2813;Москва и обл.;1 841 772,00;1 816 678,00;25 094,00;1,38
524;-1;КОР;2148;Волгоградская обл.;1 816 370,00;1 929 870,00;-113 500,00;-5,88
525;25;Вестинтербанк;3398;Москва и обл.;1 793 816,00;1 564 930,00;228 886,00;14,63
526;1;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 771 337,00;1 837 264,00;-65 927,00;-3,59
527;8;Кетовский Коммерческий Банк;842;Курганская обл.;1 767 200,00;1 722 086,00;45 114,00;2,62
528;18;Приобье;537;Ханты-Мансийский АО — Югра;1 757 482,00;1 593 537,00;163 945,00;10,29
529;0;Майкопбанк;1136;Адыгея;1 757 298,00;1 814 022,00;-56 724,00;-3,13
530;21;Мострансбанк;2258;Москва и обл.;1 751 994,00;1 563 650,00;188 344,00;12,05
531;-5;Социум-Банк;2881;Москва и обл.;1 724 071,00;1 875 212,00;-151 141,00;-8,06
532;7;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 704 060,00;1 644 286,00;59 774,00;3,64
533;22;Крона-Банк;2499;Иркутская обл.;1 699 958,00;1 549 319,00;150 639,00;9,72
534;-24;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;1 684 855,00;2 079 987,00;-395 132,00;-19,00
535;1;Сельмашбанк;106;Ростовская обл.;1 683 254,00;1 699 588,00;-16 334,00;-0,96
536;1;1Банк;2896;Северная Осетия — Алания;1 672 992,00;1 680 860,00;-7 868,00;-0,47
537;37;Банк МБФИ;2073;Москва и обл.;1 671 261,00;1 342 512,00;328 749,00;24,49
538;-13;Уралфинанс;1370;Свердловская обл.;1 666 527,00;1 906 436,00;-239 909,00;-12,58
539;5;ИК Банк;1732;Татарстан;1 634 912,00;1 603 009,00;31 903,00;1,99
540;5;Тагилбанк;1635;Свердловская обл.;1 628 355,00;1 600 393,00;27 962,00;1,75
541;-3;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 627 687,00;1 648 201,00;-20 514,00;-1,24
542;0;Икано Банк;3519;Центр;1 624 852,00;1 632 509,00;-7 657,00;-0,47
543;-19;Финансовый Капитал;3288;Санкт-Петербург и обл.;1 580 989,00;1 929 037,00;-348 048,00;-18,04
544;5;Озон Банк;3516;Москва и обл.;1 580 247,00;1 568 651,00;11 596,00;0,74
545;-4;Великие Луки Банк;598;Псковская обл.;1 576 127,00;1 633 987,00;-57 860,00;-3,54
546;2;ПэйПал Ру;3517;Москва и обл.;1 575 489,00;1 569 840,00;5 649,00;0,36
547;10;Спутник;1071;Оренбургская обл.;1 567 892,00;1 547 833,00;20 059,00;1,30
548;6;Калуга;1151;Калужская обл.;1 522 973,00;1 551 326,00;-28 353,00;-1,83
549;7;Первый Дортрансбанк;3271;Кировская обл.;1 512 482,00;1 548 187,00;-35 705,00;-2,31
550;15;Соколовский;2830;Москва и обл.;1 510 638,00;1 446 155,00;64 483,00;4,46
551;-29;Мосводоканалбанк;2863;Москва и обл.;1 509 617,00;1 938 881,00;-429 264,00;-22,14
552;18;Сервис Резерв;2034;Москва и обл.;1 505 775,00;1 384 485,00;121 290,00;8,76
553;6;Кемсоцинбанк;96;Кемеровская обл.;1 502 240,00;1 529 535,00;-27 295,00;-1,78
554;-2;Кредитинвест;1197;Дагестан;1 496 994,00;1 557 003,00;-60 009,00;-3,85
555;18;Саратов;330;Саратовская обл.;1 493 059,00;1 377 851,00;115 208,00;8,36
556;11;Пульс Столицы;3002;Москва и обл.;1 478 627,00;1 422 929,00;55 698,00;3,91
557;-17;Новый Кредитный Союз;3139;Москва и обл.;1 478 306,00;1 639 290,00;-160 984,00;-9,82
558;-15;Алтынбанк;2070;Татарстан;1 466 576,00;1 626 470,00;-159 894,00;-9,83
559;19;Инкаробанк;2696;Москва и обл.;1 460 192,00;1 271 993,00;188 199,00;14,80
560;-7;Арсенал;3000;Москва и обл.;1 459 929,00;1 555 798,00;-95 869,00;-6,16
561;8;Агора;3231;Москва и обл.;1 454 912,00;1 409 082,00;45 830,00;3,25
562;-1;ГринКомБанк;1184;Иркутская обл.;1 448 151,00;1 498 746,00;-50 595,00;-3,38
563;-33;Нальчик;695;Кабардино-Балкария;1 436 669,00;1 810 854,00;-374 185,00;-20,66
564;-1;Вэлтон Банк;1105;Белгородская обл.;1 434 276,00;1 453 635,00;-19 359,00;-1,33
565;-3;Саммит Банк;85;Приморский край;1 430 643,00;1 472 170,00;-41 527,00;-2,82
566;2;Арзамас;1281;Нижегородская обл.;1 430 278,00;1 411 515,00;18 763,00;1,33
567;-9;Примтеркомбанк;21;Приморский край;1 403 694,00;1 544 156,00;-140 462,00;-9,10
568;15;РФИ Банк;3351;Москва и обл.;1 400 063,00;1 220 597,00;179 466,00;14,70
569;-5;Почтобанк;1788;Пермская обл.;1 357 038,00;1 448 564,00;-91 526,00;-6,32
570;-4;Ноосфера;2650;Республика Алтай;1 341 612,00;1 437 131,00;-95 519,00;-6,65
571;6;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 328 395,00;1 284 220,00;44 175,00;3,44
572;10;Новый Промышленный Банк;930;Москва и обл.;1 310 721,00;1 227 634,00;83 087,00;6,77
573;36;Мурманский Расчетный Центр;3341;Мурманская обл.;1 294 617,00;986 541,00;308 076,00;31,23
574;-2;Регнум;3373;Москва и обл.;1 291 114,00;1 378 102,00;-86 988,00;-6,31
575;-4;Синергия;2884;Саратовская обл.;1 268 354,00;1 384 174,00;-115 820,00;-8,37
576;12;Химик;1114;Нижегородская обл.;1 266 921,00;1 188 076,00;78 845,00;6,64
577;-1;Тендер-Банк;2252;Москва и обл.;1 264 773,00;1 287 587,00;-22 814,00;-1,77
578;3;Элекснет;3314;Москва и обл.;1 230 649,00;1 229 029,00;1 620,00;0,13
579;1;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 216 711,00;1 231 922,00;-15 211,00;-1,23
580;14;Невастройинвест;1926;Санкт-Петербург и обл.;1 215 900,00;1 101 787,00;114 113,00;10,36
581;21;Банк РМП;2574;Москва и обл.;1 185 039,00;1 033 033,00;152 006,00;14,71
582;-7;Сталь Банк;2248;Москва и обл.;1 180 395,00;1 332 760,00;-152 365,00;-11,43
583;3;Финтрастбанк;3104;Москва и обл.;1 167 396,00;1 193 303,00;-25 907,00;-2,17
584;-37;Жилкредит;1736;Москва и обл.;1 167 042,00;1 588 838,00;-421 796,00;-26,55
585;20;Жилстройбанк;2769;Москва и обл.;1 166 645,00;1 013 516,00;153 129,00;15,11
586;1;МТИ Банк;1052;Москва и обл.;1 152 834,00;1 188 299,00;-35 465,00;-2,98
587;6;Финарс Банк;2938;Москва и обл.;1 137 504,00;1 114 302,00;23 202,00;2,08
588;3;Тексбанк;2756;Карачаево-Черкесия;1 119 640,00;1 123 830,00;-4 190,00;-0,37
589;9;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 108 013,00;1 071 571,00;36 442,00;3,40
590;9;Регионфинансбанк;3357;Москва и обл.;1 103 016,00;1 061 985,00;41 031,00;3,86
591;5;Камский Горизонт;2554;Татарстан;1 092 621,00;1 081 251,00;11 370,00;1,05
592;-7;Курган;2568;Курганская обл.;1 090 723,00;1 195 394,00;-104 671,00;-8,76
593;-9;Космос;2245;Москва и обл.;1 082 669,00;1 201 071,00;-118 402,00;-9,86
594;-5;Республиканский Кредитный Альянс;3017;Москва и обл.;1 067 523,00;1 150 509,00;-82 986,00;-7,21
595;2;ЕАТП Банк;1765;Астраханская обл.;1 060 811,00;1 080 529,00;-19 718,00;-1,82
596;-1;Спецстройбанк;236;Москва и обл.;1 056 059,00;1 093 702,00;-37 643,00;-3,44
597;4;Тетраполис;1586;Санкт-Петербург и обл.;1 038 820,00;1 033 648,00;5 172,00;0,50
598;10;Вакобанк;1291;Псковская обл.;1 032 759,00;999 451,00;33 308,00;3,33
599;8;Онего;2484;Карелия;1 031 384,00;1 000 877,00;30 507,00;3,05
600;4;Яндекс Банк;3027;Москва и обл.;1 029 207,00;1 017 093,00;12 114,00;1,19
601;2;Байкалкредобанк;2990;Иркутская обл.;1 024 191,00;1 026 197,00;-2 006,00;-0,20
602;-2;Дон-Тексбанк;1818;Ростовская обл.;1 023 569,00;1 050 861,00;-27 292,00;-2,60
603;8;Кузбассхимбанк;2868;Кемеровская обл.;1 022 989,00;971 903,00;51 086,00;5,26
604;-12;Москва;1661;Москва и обл.;1 020 031,00;1 118 319,00;-98 288,00;-8,79
605;19;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 014 767,00;865 937,00;148 830,00;17,19
606;15;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;987 255,00;881 269,00;105 986,00;12,03
607;5;Южный Региональный Банк;3015;Ростовская обл.;968 492,00;968 540,00;-48,00;-0,00
608;2;Классик Эконом Банк;3298;Северная Осетия — Алания;964 113,00;979 106,00;-14 993,00;-1,53
609;-76;Лидер;3304;Москва и обл.;950 301,00;1 743 681,00;-793 380,00;-45,50
610;4;Ресурс-Траст;3122;Москва и обл.;949 654,00;953 603,00;-3 949,00;-0,41
611;-5;Си Ди Би Банк;3339;Краснодарский край;948 355,00;1 006 801,00;-58 446,00;-5,81
612;3;Максима;3379;Москва и обл.;935 717,00;952 574,00;-16 857,00;-1,77
613;-23;Металлург;2877;Москва и обл.;914 777,00;1 125 450,00;-210 673,00;-18,72
614;5;Русский Финансовый Альянс;2035;Москва и обл.;904 022,00;902 536,00;1 486,00;0,16
615;2;Первоуральскбанк;965;Свердловская обл.;902 324,00;933 353,00;-31 029,00;-3,32
616;7;Центрально-Азиатский;3037;Хакасия;884 373,00;870 570,00;13 803,00;1,59
617;9;ФинТех;3499;Ярославская обл.;883 355,00;843 920,00;39 435,00;4,67
618;-5;Новый Век;3417;Москва и обл.;869 936,00;964 917,00;-94 981,00;-9,84
619;6;Русский Банк Сбережений;779;Ставропольский край;863 109,00;853 788,00;9 321,00;1,09
620;12;Уралприватбанк;153;Свердловская обл.;845 379,00;783 931,00;61 448,00;7,84
621;-5;Акция;927;Ивановская обл.;837 177,00;939 331,00;-102 154,00;-10,88
622;-4;Эльбин;2267;Дагестан;831 672,00;913 709,00;-82 037,00;-8,98
623;-3;Славянбанк;804;Новгородская обл.;799 161,00;894 638,00;-95 477,00;-10,67
624;6;Прохладный;874;Кабардино-Балкария;796 505,00;809 632,00;-13 127,00;-1,62
625;-3;Майский;1673;Кабардино-Балкария;790 898,00;872 075,00;-81 177,00;-9,31
626;5;Флора-Москва;533;Москва и обл.;778 106,00;805 483,00;-27 377,00;-3,40
627;2;Вайлдберриз Банк;841;Адыгея;761 539,00;812 211,00;-50 672,00;-6,24
628;14;Терра;3476;Москва и обл.;753 497,00;699 048,00;54 449,00;7,79
629;10;РусьРегионБанк;685;Москва и обл.;748 561,00;711 010,00;37 551,00;5,28
630;-2;Межрегиональный Банк Реконструкции;2620;Москва и обл.;747 169,00;823 269,00;-76 100,00;-9,24
631;2;Народный Инвестиционный Банк;2876;Самарская обл.;743 455,00;780 939,00;-37 484,00;-4,80
632;27;АББ;2937;Москва и обл.;730 014,00;555 376,00;174 638,00;31,45
633;4;Геобанк;2027;Москва и обл.;724 271,00;729 350,00;-5 079,00;-0,70
634;1;Народный Земельно-Промышленный Банк;2873;Алтайский край;720 273,00;757 432,00;-37 159,00;-4,91
635;8;АлтайБизнес-Банк;2388;Алтайский край;704 331,00;688 434,00;15 897,00;2,31
636;0;Анелик РУ;3443;Москва и обл.;700 294,00;738 470,00;-38 176,00;-5,17
637;-3;Объединенный Банк Республики;1016;Чувашия;699 168,00;774 296,00;-75 128,00;-9,70
638;-11;РИТЦ Банк;2677;Карелия;693 918,00;843 407,00;-149 489,00;-17,72
639;2;Балаково-Банк;444;Саратовская обл.;692 098,00;702 383,00;-10 285,00;-1,46
640;5;АвтоКредитБанк;1973;Татарстан;686 802,00;680 135,00;6 667,00;0,98
641;-3;Банк РСИ;3415;Москва и обл.;685 295,00;715 932,00;-30 637,00;-4,28
642;4;Международный Расчетный Банк;3028;Москва и обл.;671 149,00;667 471,00;3 678,00;0,55
643;7;Народный Банк Тувы;1309;Тыва;648 879,00;649 718,00;-839,00;-0,13
644;0;Гефест;1046;Тверская обл.;644 554,00;685 103,00;-40 549,00;-5,92
645;4;Холдинвестбанк;2837;Москва и обл.;634 358,00;658 183,00;-23 825,00;-3,62
646;11;Телекоммерц Банк;3380;Тульская обл.;630 140,00;570 936,00;59 204,00;10,37
647;5;Новокиб;1747;Кемеровская обл.;627 455,00;617 846,00;9 609,00;1,56
648;3;Азия Банк;3183;Москва и обл.;617 429,00;626 268,00;-8 839,00;-1,41
649;4;Расчетный Дом;3350;Москва и обл.;611 365,00;617 741,00;-6 376,00;-1,03
650;-2;Прокоммерцбанк;2996;Москва и обл.;606 941,00;658 489,00;-51 548,00;-7,83
651;4;Континенталь;3184;Ставропольский край;584 706,00;602 390,00;-17 684,00;-2,94
652;-12;СМБ-Банк;3504;Санкт-Петербург и обл.;578 807,00;706 314,00;-127 507,00;-18,05
653;3;Алжан;2491;Дагестан;558 468,00;594 784,00;-36 316,00;-6,11
654;7;Стар Альянс;3433;Москва и обл.;555 347,00;548 359,00;6 988,00;1,27
655;10;Эко-Инвест;3116;Москва и обл.;538 245,00;524 345,00;13 900,00;2,65
656;7;Башпромбанк;1006;Башкортостан;534 596,00;528 666,00;5 930,00;1,12
657;12;Банк Берейт;3505;Санкт-Петербург и обл.;529 201,00;487 189,00;42 012,00;8,62
658;2;Логос;3233;Москва и обл.;509 704,00;551 125,00;-41 421,00;-7,52
659;3;РИБ;2749;Москва и обл.;504 924,00;545 574,00;-40 650,00;-7,45
660;-2;Энтузиастбанк;3048;Москва и обл.;494 637,00;566 886,00;-72 249,00;-12,74
661;5;Интеркоопбанк;2803;Москва и обл.;460 063,00;520 915,00;-60 852,00;-11,68
662;5;Кредо Финанс;793;Дагестан;458 864,00;490 091,00;-31 227,00;-6,37
663;-16;Финчер;3486;Москва и обл.;449 568,00;665 183,00;-215 615,00;-32,41
664;9;Таганрогбанк;3136;Ростовская обл.;443 000,00;447 093,00;-4 093,00;-0,92
665;9;ГРиС-Банк;1928;Ставропольский край;427 550,00;431 015,00;-3 465,00;-0,80
666;10;Рента-Банк;3095;Москва и обл.;421 793,00;418 351,00;3 442,00;0,82
667;3;МВС Банк;2407;Дагестан;421 042,00;485 942,00;-64 900,00;-13,36
668;0;Дружба;990;Тюменская обл.;420 249,00;488 482,00;-68 233,00;-13,97
669;9;Альтернатива;3452;Москва и обл.;418 255,00;417 386,00;869,00;0,21
670;7;Информпрогресс;2166;Москва и обл.;409 949,00;417 608,00;-7 659,00;-1,83
671;-7;ИР-Кредит;1724;Москва и обл.;407 915,00;525 514,00;-117 599,00;-22,38
672;8;Лэнд Кредит;1478;Москва и обл.;391 244,00;407 906,00;-16 662,00;-4,08
673;10;Рунэтбанк;2829;Москва и обл.;386 151,00;372 694,00;13 457,00;3,61
674;7;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;384 678,00;389 326,00;-4 648,00;-1,19
675;-3;Промсвязьинвест;2761;Дагестан;380 717,00;458 651,00;-77 934,00;-16,99
676;6;Моби.Деньги;3523;Москва и обл.;374 646,00;374 274,00;372,00;0,10
677;8;НКБ;2942;Москва и обл.;364 777,00;359 044,00;5 733,00;1,60
678;9;Тайдон;2085;Кемеровская обл.;357 413,00;355 937,00;1 476,00;0,41
679;-8;Монета.ру;3508;Марий Эл;356 551,00;467 846,00;-111 295,00;-23,79
680;6;Олма-Банк;3250;Москва и обл.;355 223,00;358 983,00;-3 760,00;-1,05
681;8;Деньги.Мэйл.Ру;3511;Москва и обл.;348 610,00;348 537,00;73,00;0,02
682;-3;Европейский Стандарт;3200;Москва и обл.;346 915,00;410 849,00;-63 934,00;-15,56
683;1;Национальный Банк Сбережений;1949;Ивановская обл.;346 685,00;360 522,00;-13 837,00;-3,84
684;6;Банк Фридом Финанс;1143;Москва и обл.;340 261,00;339 325,00;936,00;0,28
685;6;Северстройбанк;3507;Вологодская обл.;322 436,00;318 655,00;3 781,00;1,19
686;6;Нарат;1902;Саратовская обл.;299 947,00;306 578,00;-6 631,00;-2,16
687;-12;Русское Финансовое Общество;3427;Москва и обл.;296 759,00;425 739,00;-128 980,00;-30,30
688;5;Расчетные Решения;3524;Москва и обл.;290 933,00;261 988,00;28 945,00;11,05
689;7;Красноярский Краевой Расчетный Центр;3483;Красноярский край;241 198,00;236 431,00;4 767,00;2,02
690;-2;Платежи и Расчеты;3324;Самарская обл.;241 051,00;353 466,00;-112 415,00;-31,80
691;4;Приполярком;507;Тюменская обл.;225 842,00;242 509,00;-16 667,00;-6,87
692;2;Сетевая Расчетная Палата;3332;Татарстан;222 785,00;242 820,00;-20 035,00;-8,25
693;7;Континент Финанс;149;Москва и обл.;219 309,00;213 531,00;5 778,00;2,71
694;3;Майма;1037;Москва и обл.;215 225,00;235 094,00;-19 869,00;-8,45
695;6;Единая касса;3512;Москва и обл.;198 335,00;197 493,00;842,00;0,43
696;6;Электронный платежный сервис;3509;Москва и обл.;182 788,00;182 601,00;187,00;0,10
697;7;Фидбэк;3502;Москва и обл.;153 786,00;156 141,00;-2 355,00;-1,51
698;5;КредитАльянс;3472;Вологодская обл.;138 802,00;163 760,00;-24 958,00;-15,24
699;6;Вест;2605;Москва и обл.;105 824,00;101 381,00;4 443,00;4,38
700;6;Умут;2435;Дагестан;101 512,00;98 517,00;2 995,00;3,04
701;-3;Инновационный Расчетный Центр;3447;Москва и обл.;93 904,00;226 925,00;-133 021,00;-58,62
702;9;Транзит;2688;Дагестан;84 084,00;45 192,00;38 892,00;86,06
703;4;Дальний Восток;3318;Приморский край;75 579,00;89 421,00;-13 842,00;-15,48
704;4;Единая Расчетная Палата;384;Москва и обл.;74 908,00;78 848,00;-3 940,00;-5,00
705;4;Премиум;3514;Москва и обл.;72 991,00;72 991,00;0,00;0
706;4;Платежный Клиринговый Дом;3343;Москва и обл.;55 546,00;53 965,00;1 581,00;2,93
707;7;21 Век;3309;Санкт-Петербург и обл.;25 411,00;17 227,00;8 184,00;47,51
708;5;Интеррасчет;1618;Москва и обл.;22 809,00;18 337,00;4 472,00;24,39
709;3;АРБ-Инкасс;3353;Москва и обл.;19 023,00;19 097,00;-74,00;-0,39
710;5;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;8 251,00;7 776,00;475,00;6,11
711;5;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;4 359,00;4 323,00;36,00;0,83
