Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Ноябрь, 2014, тыс. рублей;Октябрь, 2014, тыс. рублей;Изменение, тыс. рублей;Изменение, %
526;2;Татагропромбанк;728;Татарстан;2 376 283,00;2 340 008,00;36 275,00;1,55
527;-7;Резерв;2364;Челябинская обл.;2 349 779,00;2 412 103,00;-62 324,00;-2,58
528;-1;Вкабанк;1027;Астраханская обл.;2 347 697,00;2 346 393,00;1 304,00;0,06
529;21;Констанс-Банк;2228;Санкт-Петербург и обл.;2 325 122,00;2 146 218,00;178 904,00;8,34
530;17;Банкирский Дом;2928;Санкт-Петербург и обл.;2 307 089,00;2 164 439,00;142 650,00;6,59
531;0;Йошкар-Ола;2802;Марий Эл;2 306 441,00;2 322 739,00;-16 298,00;-0,70
532;27;Центрально-Европейский Банк;2670;Москва и обл.;2 265 684,00;2 044 862,00;220 822,00;10,80
533;23;Вестерн Юнион ДП Восток;2726;Москва и обл.;2 259 089,00;2 083 691,00;175 398,00;8,42
534;-5;Национальный Банк Сбережений;1949;Ивановская обл.;2 252 654,00;2 333 647,00;-80 993,00;-3,47
535;-1;Проинвестбанк;784;Пермская обл.;2 251 386,00;2 291 088,00;-39 702,00;-1,73
536;7;Владбизнесбанк;903;Владимирская обл.;2 239 941,00;2 194 618,00;45 323,00;2,07
537;-22;ИРС;272;Москва и обл.;2 212 300,00;2 514 742,00;-302 442,00;-12,03
538;8;Риал-Кредит;3393;Москва и обл.;2 202 982,00;2 168 835,00;34 147,00;1,57
539;3;Бум-Банк;1137;Кабардино-Балкария;2 179 143,00;2 206 260,00;-27 117,00;-1,23
540;15;Россита-Банк;3257;Москва и обл.;2 174 757,00;2 085 379,00;89 378,00;4,29
541;0;Первый Инвестиционный Банк;604;Москва и обл.;2 169 218,00;2 215 284,00;-46 066,00;-2,08
542;2;Спиритбанк;2053;Тульская обл.;2 168 519,00;2 188 611,00;-20 092,00;-0,92
543;6;Викинг;2;Санкт-Петербург и обл.;2 155 047,00;2 148 641,00;6 406,00;0,30
544;7;Земкомбанк;574;Ростовская обл.;2 129 086,00;2 131 866,00;-2 780,00;-0,13
545;7;БСТ-Банк;2883;Кемеровская обл.;2 119 383,00;2 109 495,00;9 888,00;0,47
546;-7;Яринтербанк;2564;Ярославская обл.;2 107 393,00;2 231 282,00;-123 889,00;-5,55
547;-10;Банк Пермь;875;Пермская обл.;2 104 388,00;2 240 485,00;-136 097,00;-6,07
548;5;ЮMoney;3510;Россия;2 103 845,00;2 103 845,00;0,00;0
549;16;Приско Капитал Банк;2537;Москва и обл.;2 098 325,00;1 966 887,00;131 438,00;6,68
550;-5;Евразийский Банк;969;Москва и обл.;2 081 320,00;2 180 456,00;-99 136,00;-4,55
551;-11;Кредит Экспресс;3186;Ростовская обл.;2 068 941,00;2 219 758,00;-150 817,00;-6,79
552;-41;Финтрастбанк;3104;Москва и обл.;2 067 182,00;2 591 267,00;-524 085,00;-20,23
553;4;Новация;840;Адыгея;2 063 808,00;2 055 899,00;7 909,00;0,38
554;32;Банк Реалист;2646;Москва и обл.;2 047 105,00;1 772 959,00;274 146,00;15,46
555;-7;Унифондбанк;3416;Москва и обл.;2 032 338,00;2 149 684,00;-117 346,00;-5,46
556;26;Прайм Финанс;2758;Санкт-Петербург и обл.;2 022 028,00;1 786 144,00;235 884,00;13,21
557;-25;Стелла-Банк;2948;Ростовская обл.;2 011 860,00;2 320 670,00;-308 810,00;-13,31
558;4;Канский;860;Красноярский край;2 006 873,00;2 022 756,00;-15 883,00;-0,79
559;1;Акцент;696;Оренбургская обл.;1 998 353,00;2 042 413,00;-44 060,00;-2,16
560;9;КОР;2148;Волгоградская обл.;1 976 984,00;1 929 559,00;47 425,00;2,46
561;9;Международный Строительный Банк;3484;Москва и обл.;1 912 115,00;1 909 201,00;2 914,00;0,15
562;23;Региональный Коммерческий Банк;836;Ульяновская обл.;1 896 860,00;1 773 440,00;123 420,00;6,96
563;3;ИК Банк;1732;Татарстан;1 893 752,00;1 960 596,00;-66 844,00;-3,41
564;12;Коммерческий Банк Развития;3364;Москва и обл.;1 889 964,00;1 826 582,00;63 382,00;3,47
565;24;Бумеранг;1002;Вологодская обл.;1 884 174,00;1 681 263,00;202 911,00;12,07
566;1;Нальчик;695;Кабардино-Балкария;1 873 439,00;1 949 054,00;-75 615,00;-3,88
567;-4;Московский Вексельный Банк;2697;Москва и обл.;1 872 848,00;1 998 272,00;-125 424,00;-6,28
568;34;Банк Глобус;2438;Москва и обл.;1 871 192,00;1 611 810,00;259 382,00;16,09
569;3;Старооскольский Агропромбанк;1050;Белгородская обл.;1 844 811,00;1 865 268,00;-20 457,00;-1,10
570;25;Икано Банк;3519;Центр;1 830 421,00;1 638 039,00;192 382,00;11,74
571;8;Новый Символ;370;Москва и обл.;1 817 241,00;1 802 882,00;14 359,00;0,80
572;1;Екатерининский;2167;Москва и обл.;1 814 865,00;1 849 112,00;-34 247,00;-1,85
573;7;Холмск;503;Сахалинская обл.;1 811 461,00;1 793 141,00;18 320,00;1,02
574;7;Вэлтон Банк;1105;Белгородская обл.;1 807 211,00;1 792 142,00;15 069,00;0,84
575;29;Метрополь;1639;Москва и обл.;1 785 401,00;1 606 760,00;178 641,00;11,12
576;-8;Михайловский ПЖСБ;2961;Волгоградская обл.;1 784 153,00;1 942 175,00;-158 022,00;-8,14
577;0;Социум-Банк;2881;Москва и обл.;1 754 827,00;1 810 369,00;-55 542,00;-3,07
578;25;К2 Банк;2851;Карачаево-Черкесия;1 739 317,00;1 610 742,00;128 575,00;7,98
579;-5;Санкт-Петербургский Банк Инвестиций;3468;Санкт-Петербург и обл.;1 729 475,00;1 838 996,00;-109 521,00;-5,96
580;11;Современные Стандарты Бизнеса;3397;Москва и обл.;1 726 684,00;1 669 980,00;56 704,00;3,40
581;-10;Златкомбанк;568;Москва и обл.;1 721 725,00;1 869 753,00;-148 028,00;-7,92
582;61;Арксбанк;1868;Москва и обл.;1 710 934,00;1 315 417,00;395 517,00;30,07
583;5;Еврокапитал-Альянс;3459;Ярославская обл.;1 704 236,00;1 718 924,00;-14 688,00;-0,85
584;13;Америкэн Экспресс Банк;3460;Москва и обл.;1 683 402,00;1 627 762,00;55 640,00;3,42
585;-10;Дом-Банк;3209;Москва и обл.;1 679 323,00;1 837 591,00;-158 268,00;-8,61
586;-131;Банк МБФИ;2073;Москва и обл.;1 675 052,00;3 388 683,00;-1 713 631,00;-50,57
587;0;Тагилбанк;1635;Свердловская обл.;1 661 365,00;1 729 877,00;-68 512,00;-3,96
588;4;Геленджик-Банк;790;Краснодарский край;1 655 358,00;1 650 790,00;4 568,00;0,28
589;9;Интеркапитал-Банк;2706;Мордовия;1 654 030,00;1 616 855,00;37 175,00;2,30
590;-29;Максима;3379;Москва и обл.;1 629 096,00;2 034 228,00;-405 132,00;-19,92
591;-1;Инкаробанк;2696;Москва и обл.;1 620 970,00;1 673 278,00;-52 308,00;-3,13
592;-28;Смартбанк;3408;Москва и обл.;1 616 124,00;1 995 087,00;-378 963,00;-18,99
593;13;Плато-Банк;2071;Свердловская обл.;1 615 630,00;1 581 561,00;34 069,00;2,15
594;85;Металлург;2877;Москва и обл.;1 605 494,00;1 063 712,00;541 782,00;50,93
595;16;Капиталбанк;2547;Ростовская обл.;1 605 170,00;1 510 029,00;95 141,00;6,30
596;19;Мосводоканалбанк;2863;Москва и обл.;1 585 223,00;1 489 823,00;95 400,00;6,40
597;2;Бизнес для Бизнеса;1060;Чувашия;1 578 153,00;1 615 872,00;-37 719,00;-2,33
598;2;Уралфинанс;1370;Свердловская обл.;1 577 294,00;1 615 570,00;-38 276,00;-2,37
599;-15;Фреско Банк;1415;Москва и обл.;1 572 661,00;1 780 833,00;-208 172,00;-11,69
600;-22;Траст Капитал Банк;2741;Москва и обл.;1 570 744,00;1 803 433,00;-232 689,00;-12,90
601;27;Алданзолотобанк;854;Саха (Якутия);1 568 324,00;1 442 637,00;125 687,00;8,71
602;-19;Далена Банк;1948;Москва и обл.;1 565 718,00;1 781 320,00;-215 602,00;-12,10
603;16;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;1 565 483,00;1 472 754,00;92 729,00;6,30
604;8;Приобье;537;Ханты-Мансийский АО — Югра;1 554 835,00;1 506 803,00;48 032,00;3,19
605;-9;ИпоТек Банк;2794;Москва и обл.;1 545 904,00;1 635 340,00;-89 436,00;-5,47
606;-12;Объединенный Банк Республики;1016;Чувашия;1 544 932,00;1 639 300,00;-94 368,00;-5,76
607;-2;ГринКомБанк;1184;Иркутская обл.;1 525 078,00;1 582 429,00;-57 351,00;-3,62
608;5;Соколовский;2830;Москва и обл.;1 524 328,00;1 505 595,00;18 733,00;1,24
609;26;Банк Премьер Кредит;1663;Москва и обл.;1 522 363,00;1 386 256,00;136 107,00;9,82
610;7;Пульс Столицы;3002;Москва и обл.;1 513 717,00;1 481 988,00;31 729,00;2,14
611;10;Саратов;330;Саратовская обл.;1 513 308,00;1 469 480,00;43 828,00;2,98
612;-4;Кредитинвест;1197;Дагестан;1 504 713,00;1 523 548,00;-18 835,00;-1,24
613;5;Новый Кредитный Союз;3139;Москва и обл.;1 499 317,00;1 480 497,00;18 820,00;1,27
614;-7;Единственный;3187;Москва и обл.;1 498 009,00;1 532 903,00;-34 894,00;-2,28
615;-5;Калуга;1151;Калужская обл.;1 491 187,00;1 514 761,00;-23 574,00;-1,56
616;-15;Банк ВВБ;1093;Ярославская обл.;1 480 447,00;1 613 747,00;-133 300,00;-8,26
617;-8;Жилкредит;1736;Москва и обл.;1 474 940,00;1 520 159,00;-45 219,00;-2,97
618;4;Майкопбанк;1136;Адыгея;1 473 338,00;1 467 965,00;5 373,00;0,37
619;21;Кредпромбанк;1165;Ярославская обл.;1 460 724,00;1 340 241,00;120 483,00;8,99
620;18;Руна-Банк;3207;Москва и обл.;1 460 224,00;1 350 725,00;109 499,00;8,11
621;2;Арзамас;1281;Нижегородская обл.;1 455 666,00;1 457 226,00;-1 560,00;-0,11
622;3;Торжок (бывш. Торжокуниверсалбанк);933;Тверская обл.;1 452 802,00;1 450 531,00;2 271,00;0,16
623;8;Великие Луки Банк;598;Псковская обл.;1 433 697,00;1 400 947,00;32 750,00;2,34
624;3;Почтобанк;1788;Пермская обл.;1 423 707,00;1 443 177,00;-19 470,00;-1,35
625;5;Кетовский Коммерческий Банк;842;Курганская обл.;1 409 890,00;1 409 411,00;479,00;0,03
626;7;Спутник;1071;Оренбургская обл.;1 385 558,00;1 390 644,00;-5 086,00;-0,37
627;-7;Тайм Банк;3120;Москва и обл.;1 380 634,00;1 471 366,00;-90 732,00;-6,17
628;9;Ростфинанс;481;Ростовская обл.;1 375 255,00;1 359 585,00;15 670,00;1,15
629;25;Ганзакомбанк;1734;Санкт-Петербург и обл.;1 369 813,00;1 198 610,00;171 203,00;14,28
630;-14;Примтеркомбанк;21;Приморский край;1 365 965,00;1 484 224,00;-118 259,00;-7,97
631;28;Сталь Банк;2248;Москва и обл.;1 353 985,00;1 180 841,00;173 144,00;14,66
632;10;Межрегиональный Клиринговый Банк;2543;Москва и обл.;1 348 128,00;1 323 019,00;25 109,00;1,90
633;-4;ЮМК Банк;3495;Краснодарский край;1 344 117,00;1 414 679,00;-70 562,00;-4,99
634;-20;Строительно-Коммерческий Банк;3050;Санкт-Петербург и обл.;1 336 350,00;1 494 430,00;-158 080,00;-10,58
635;18;Булгар Банк;1917;Татарстан;1 333 245,00;1 211 848,00;121 397,00;10,02
636;5;Синергия;2884;Саратовская обл.;1 329 151,00;1 325 981,00;3 170,00;0,24
637;25;Джаст Банк;3503;Москва и обл.;1 315 025,00;1 169 449,00;145 576,00;12,45
638;1;Вологдабанк;992;Вологодская обл.;1 314 692,00;1 350 143,00;-35 451,00;-2,63
639;-46;Национальный Банк Взаимного Кредита;3214;Москва и обл.;1 310 856,00;1 646 793,00;-335 937,00;-20,40
640;10;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;1 303 923,00;1 243 717,00;60 206,00;4,84
641;-5;Кемсоцинбанк;96;Кемеровская обл.;1 294 644,00;1 371 924,00;-77 280,00;-5,63
642;2;Мострансбанк;2258;Москва и обл.;1 292 961,00;1 306 035,00;-13 074,00;-1,00
643;2;Агроинкомбанк;1946;Астраханская обл.;1 268 134,00;1 299 090,00;-30 956,00;-2,38
644;4;Нерюнгрибанк;825;Саха (Якутия);1 258 523,00;1 260 013,00;-1 490,00;-0,12
645;15;Саммит Банк;85;Приморский край;1 258 431,00;1 179 706,00;78 725,00;6,67
646;21;РФИ Банк;3351;Москва и обл.;1 247 551,00;1 131 252,00;116 299,00;10,28
647;5;Озон Банк;3516;Москва и обл.;1 233 713,00;1 222 049,00;11 664,00;0,95
648;3;Взаимодействие;1704;Новосибирская обл.;1 230 835,00;1 229 440,00;1 395,00;0,11
649;-2;Первый Дортрансбанк;3271;Кировская обл.;1 216 099,00;1 292 698,00;-76 599,00;-5,93
650;5;Сельмашбанк;106;Ростовская обл.;1 210 693,00;1 197 309,00;13 384,00;1,12
651;26;Академический Русский Банк;622;Москва и обл.;1 207 120,00;1 077 799,00;129 321,00;12,00
652;-6;Ноосфера;2650;Республика Алтай;1 205 541,00;1 298 540,00;-92 999,00;-7,16
653;-4;Химик;1114;Нижегородская обл.;1 203 296,00;1 246 526,00;-43 230,00;-3,47
654;2;Эльбин;2267;Дагестан;1 180 800,00;1 192 636,00;-11 836,00;-0,99
655;6;Смолевич;1121;Смоленская обл.;1 156 421,00;1 175 923,00;-19 502,00;-1,66
656;-32;Банк РМП;2574;Москва и обл.;1 136 798,00;1 451 898,00;-315 100,00;-21,70
657;12;Новый Промышленный Банк;930;Москва и обл.;1 136 537,00;1 120 242,00;16 295,00;1,45
658;7;Евроазиатский Инвестиционный Банк;2897;Москва и обл.;1 129 986,00;1 136 745,00;-6 759,00;-0,59
659;-25;Азимут;3154;Москва и обл.;1 127 035,00;1 390 598,00;-263 563,00;-18,95
660;34;Объединенный Национальный Банк;2074;Нижегородская обл.;1 122 470,00;978 100,00;144 370,00;14,76
661;14;Содружество;2923;Москва и обл.;1 117 059,00;1 084 262,00;32 797,00;3,02
662;4;Яндекс Банк;3027;Москва и обл.;1 114 758,00;1 132 096,00;-17 338,00;-1,53
663;-105;ПК-Банк;2652;Нижегородская обл.;1 110 544,00;2 048 518,00;-937 974,00;-45,79
664;16;Миръ;3089;Москва и обл.;1 106 777,00;1 059 629,00;47 148,00;4,45
665;-8;Дон-Тексбанк;1818;Ростовская обл.;1 106 531,00;1 185 579,00;-79 048,00;-6,67
666;6;ПартнерКапиталБанк (бывш. НоваховКапиталБанк);635;Москва и обл.;1 098 312,00;1 097 983,00;329,00;0,03
667;11;ЕАТП Банк;1765;Астраханская обл.;1 084 159,00;1 072 075,00;12 084,00;1,13
668;5;Агора;3231;Москва и обл.;1 080 458,00;1 092 455,00;-11 997,00;-1,10
669;13;1Банк;2896;Северная Осетия — Алания;1 080 127,00;1 053 818,00;26 309,00;2,50
670;1;Онего;2484;Карелия;1 080 127,00;1 107 085,00;-26 958,00;-2,44
671;16;Республиканский Кредитный Альянс;3017;Москва и обл.;1 070 988,00;1 004 585,00;66 403,00;6,61
672;-2;Регионфинансбанк;3357;Москва и обл.;1 058 213,00;1 113 358,00;-55 145,00;-4,95
673;-15;Уралприватбанк;153;Свердловская обл.;1 047 502,00;1 183 781,00;-136 279,00;-11,51
674;23;Финарс Банк;2938;Москва и обл.;1 041 762,00;950 356,00;91 406,00;9,62
675;1;Сервис Резерв;2034;Москва и обл.;1 036 522,00;1 083 458,00;-46 936,00;-4,33
676;10;Мурманский Социальный Коммерческий Банк;2722;Мурманская обл.;1 027 645,00;1 005 788,00;21 857,00;2,17
677;6;Тетраполис;1586;Санкт-Петербург и обл.;1 026 241,00;1 050 381,00;-24 140,00;-2,30
678;13;Вятич;2796;Рязанская обл.;1 025 816,00;984 104,00;41 712,00;4,24
679;14;Си Ди Би Банк;3339;Краснодарский край;1 023 453,00;981 203,00;42 250,00;4,31
680;-16;Тальменка-Банк;826;Алтайский край;1 017 863,00;1 140 570,00;-122 707,00;-10,76
681;-18;Симбирск;653;Ульяновская обл.;1 017 083,00;1 160 589,00;-143 506,00;-12,36
682;6;Байкалкредобанк;2990;Иркутская обл.;998 642,00;995 707,00;2 935,00;0,29
683;12;Новый Век;3417;Москва и обл.;976 932,00;952 419,00;24 513,00;2,57
684;18;Тендер-Банк;2252;Москва и обл.;973 023,00;937 034,00;35 989,00;3,84
685;18;Камский Горизонт;2554;Татарстан;967 791,00;919 408,00;48 383,00;5,26
686;4;Турбобанк;3203;Санкт-Петербург и обл.;965 215,00;988 601,00;-23 386,00;-2,37
687;24;РУБанк;2813;Москва и обл.;962 630,00;870 616,00;92 014,00;10,57
688;-62;Интеркоопбанк;2803;Москва и обл.;949 542,00;1 443 379,00;-493 837,00;-34,21
689;-4;Тандем;1951;Москва и обл.;948 502,00;1 007 859,00;-59 357,00;-5,89
690;6;Курган;2568;Курганская обл.;942 253,00;951 034,00;-8 781,00;-0,92
691;9;Элекснет;3314;Москва и обл.;941 005,00;941 005,00;0,00;0
692;47;Жилстройбанк;2769;Москва и обл.;934 407,00;720 752,00;213 655,00;29,64
693;6;Расчетный Дом;3350;Москва и обл.;934 075,00;948 283,00;-14 208,00;-1,50
694;19;Флора-Москва;533;Москва и обл.;925 425,00;867 116,00;58 309,00;6,72
695;13;Соверен Банк;3206;Москва и обл.;922 023,00;882 004,00;40 019,00;4,54
696;-7;Инвест-Экобанк;1956;Санкт-Петербург и обл.;919 948,00;993 261,00;-73 313,00;-7,38
697;-5;СМБ-Банк;3504;Санкт-Петербург и обл.;916 852,00;981 324,00;-64 472,00;-6,57
698;-30;Аделантбанк;1835;Москва и обл.;909 550,00;1 129 848,00;-220 298,00;-19,50
699;13;Межрегионбанк;1059;Москва и обл.;907 212,00;868 862,00;38 350,00;4,41
700;6;Акция;927;Ивановская обл.;899 168,00;896 852,00;2 316,00;0,26
701;-17;Ипозембанк;3026;Самарская обл.;898 288,00;1 014 851,00;-116 563,00;-11,49
702;-4;Платежный Сервисный Банк;1943;Башкортостан;894 253,00;949 208,00;-54 955,00;-5,79
703;6;Вакобанк;1291;Псковская обл.;860 751,00;876 442,00;-15 691,00;-1,79
704;16;Классик Эконом Банк;3298;Северная Осетия — Алания;855 947,00;814 894,00;41 053,00;5,04
705;-1;Тексбанк;2756;Карачаево-Черкесия;852 678,00;904 098,00;-51 420,00;-5,69
706;4;Вайлдберриз Банк;841;Адыгея;847 649,00;874 890,00;-27 241,00;-3,11
707;15;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;844 066,00;805 511,00;38 555,00;4,79
708;24;Прокоммерцбанк;2996;Москва и обл.;836 423,00;732 268,00;104 155,00;14,22
709;29;Ресурс-Траст;3122;Москва и обл.;824 511,00;723 261,00;101 250,00;14,00
710;-29;Южный Региональный Банк;3015;Ростовская обл.;815 638,00;1 056 484,00;-240 846,00;-22,80
711;10;Прохладный;874;Кабардино-Балкария;798 158,00;813 504,00;-15 346,00;-1,89
712;3;Спецстройбанк;236;Москва и обл.;792 974,00;851 626,00;-58 652,00;-6,89
713;12;Космос;2245;Москва и обл.;791 204,00;799 589,00;-8 385,00;-1,05
714;2;Центрально-Азиатский;3037;Хакасия;789 516,00;838 761,00;-49 245,00;-5,87
715;9;Русский Финансовый Альянс;2035;Москва и обл.;780 783,00;801 395,00;-20 612,00;-2,57
716;1;МТИ Банк;1052;Москва и обл.;773 598,00;831 057,00;-57 459,00;-6,91
717;20;Москва;1661;Москва и обл.;767 417,00;727 781,00;39 636,00;5,45
718;9;Мико-Банк;3195;Москва и обл.;765 990,00;794 175,00;-28 185,00;-3,55
719;-14;Лидер;3304;Москва и обл.;764 071,00;900 833,00;-136 762,00;-15,18
720;11;Майский;1673;Кабардино-Балкария;754 993,00;743 209,00;11 784,00;1,59
721;9;ПэйПал Ру;3517;Москва и обл.;753 741,00;753 741,00;0,00;0
722;13;Невастройинвест;1926;Санкт-Петербург и обл.;746 509,00;728 927,00;17 582,00;2,41
723;18;НСТ-Банк;1738;Оренбургская обл.;746 322,00;711 648,00;34 674,00;4,87
724;24;Анелик РУ;3443;Москва и обл.;746 220,00;671 391,00;74 829,00;11,15
725;34;Арсенал;3000;Москва и обл.;746 043,00;521 865,00;224 178,00;42,96
726;3;Международный Расчетный Банк;3028;Москва и обл.;742 698,00;762 692,00;-19 994,00;-2,62
727;-9;Динамичные Системы;3439;Москва и обл.;740 799,00;828 254,00;-87 455,00;-10,56
728;34;АвтоКредитБанк;1973;Татарстан;738 347,00;503 674,00;234 673,00;46,59
729;4;Славянбанк;804;Новгородская обл.;737 797,00;731 909,00;5 888,00;0,80
730;-23;ГРиС-Банк;1928;Ставропольский край;721 972,00;887 940,00;-165 968,00;-18,69
731;12;Кузбассхимбанк;2868;Кемеровская обл.;713 104,00;701 620,00;11 484,00;1,64
732;-9;Русский Банк Сбережений;779;Ставропольский край;707 873,00;802 143,00;-94 270,00;-11,75
733;-14;Бузулукбанк;1282;Оренбургская обл.;705 838,00;823 080,00;-117 242,00;-14,24
734;10;Региональный Корпоративный Банк;1134;Москва и обл.;694 778,00;697 346,00;-2 568,00;-0,37
735;7;Народный Инвестиционный Банк;2876;Самарская обл.;694 146,00;710 122,00;-15 976,00;-2,25
736;-2;Первоуральскбанк;965;Свердловская обл.;689 104,00;729 422,00;-40 318,00;-5,53
737;18;Вестинтербанк;3398;Москва и обл.;680 381,00;561 732,00;118 649,00;21,12
738;-37;Нарат;1902;Саратовская обл.;674 937,00;937 416,00;-262 479,00;-28,00
739;1;Балаково-Банк;444;Саратовская обл.;665 609,00;712 338,00;-46 729,00;-6,56
740;6;Банк РСИ;3415;Москва и обл.;658 231,00;679 959,00;-21 728,00;-3,20
741;-13;РусьРегионБанк;685;Москва и обл.;644 778,00;776 553,00;-131 775,00;-16,97
742;8;Гефест;1046;Тверская обл.;643 914,00;616 450,00;27 464,00;4,46
743;-17;Народный Земельно-Промышленный Банк;2873;Алтайский край;624 984,00;795 335,00;-170 351,00;-21,42
744;33;ФинТех;3499;Москва и обл.;616 717,00;464 751,00;151 966,00;32,70
745;11;Геобанк;2027;Москва и обл.;616 669,00;540 784,00;75 885,00;14,03
746;1;Старый Кремль;2657;Москва и обл.;599 458,00;678 791,00;-79 333,00;-11,69
747;4;Далта-Банк;142;Приморский край;597 341,00;614 616,00;-17 275,00;-2,81
748;-3;Континенталь;3184;Ставропольский край;593 124,00;694 447,00;-101 323,00;-14,59
749;4;Холдинвестбанк;2837;Москва и обл.;591 973,00;584 004,00;7 969,00;1,36
750;4;АББ;2937;Москва и обл.;589 016,00;564 524,00;24 492,00;4,34
751;-2;АлтайБизнес-Банк;2388;Алтайский край;579 695,00;626 740,00;-47 045,00;-7,51
752;46;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;540 697,00;331 648,00;209 049,00;63,03
753;14;Межрегиональный Банк Реконструкции;2620;Москва и обл.;540 422,00;486 767,00;53 655,00;11,02
754;4;БВА Банк;1684;Москва и обл.;533 721,00;523 407,00;10 314,00;1,97
755;-19;Дружба;990;Тюменская обл.;532 195,00;728 016,00;-195 821,00;-26,90
756;-4;РИТЦ Банк;2677;Москва и обл.;527 882,00;610 247,00;-82 365,00;-13,50
757;-43;Европейский Экспресс;3449;Москва и обл.;508 338,00;865 414,00;-357 076,00;-41,26
758;10;Максимум;466;Ростовская обл.;505 191,00;485 208,00;19 983,00;4,12
759;5;Башпромбанк;1006;Башкортостан;498 982,00;496 265,00;2 717,00;0,55
760;20;Финчер;3486;Москва и обл.;495 386,00;449 681,00;45 705,00;10,16
761;-1;Рента-Банк;3095;Москва и обл.;492 652,00;516 411,00;-23 759,00;-4,60
762;1;Энтузиастбанк;3048;Москва и обл.;475 971,00;502 321,00;-26 350,00;-5,25
763;23;Логос;3233;Москва и обл.;470 851,00;402 207,00;68 644,00;17,07
764;17;Далетбанк;3049;Москва и обл.;468 718,00;441 787,00;26 931,00;6,10
765;10;Новокиб;1747;Кемеровская обл.;467 225,00;468 113,00;-888,00;-0,19
766;-1;Внешфинбанк;3173;Краснодарский край;465 790,00;492 621,00;-26 831,00;-5,45
767;4;МВС Банк;2407;Дагестан;465 266,00;474 392,00;-9 126,00;-1,92
768;-2;Азия Банк;3183;Москва и обл.;455 035,00;491 017,00;-35 982,00;-7,33
769;7;Стар Альянс;3433;Москва и обл.;452 026,00;467 922,00;-15 896,00;-3,40
770;0;Восточно-Европейский Трастовый Банк;2253;Москва и обл.;448 384,00;477 143,00;-28 759,00;-6,03
771;8;Эко-Инвест;3116;Москва и обл.;446 394,00;459 691,00;-13 297,00;-2,89
772;6;Банк Берейт;3505;Санкт-Петербург и обл.;442 252,00;463 535,00;-21 283,00;-4,59
773;1;Приполярком;507;Тюменская обл.;430 901,00;469 107,00;-38 206,00;-8,14
774;-17;Телекоммерц Банк;3380;Тульская обл.;426 762,00;540 783,00;-114 021,00;-21,08
775;-3;Промсвязьинвест;2761;Дагестан;426 582,00;472 827,00;-46 245,00;-9,78
776;8;Европейский Стандарт;3200;Кабардино-Балкария;412 901,00;421 347,00;-8 446,00;-2,00
777;11;Информпрогресс;2166;Москва и обл.;404 980,00;391 142,00;13 838,00;3,54
778;7;ИР-Кредит;1724;Москва и обл.;389 984,00;415 320,00;-25 336,00;-6,10
779;4;ТЭСТ;3440;Москва и обл.;388 127,00;430 796,00;-42 669,00;-9,90
780;7;Альтернатива;3452;Москва и обл.;382 950,00;394 093,00;-11 143,00;-2,83
781;-8;Олма-Банк;3250;Москва и обл.;379 147,00;472 667,00;-93 520,00;-19,79
782;8;Лада-Кредит;2668;Москва и обл.;376 235,00;382 099,00;-5 864,00;-1,53
783;10;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;375 024,00;369 630,00;5 394,00;1,46
784;5;Кредо Финанс;793;Дагестан;372 527,00;386 193,00;-13 666,00;-3,54
785;-16;Адам Интернэшнл;2232;Дагестан;366 656,00;481 748,00;-115 092,00;-23,89
786;5;Алжан;2491;Дагестан;359 348,00;375 369,00;-16 021,00;-4,27
787;5;Таганрогбанк;3136;Ростовская обл.;355 830,00;371 828,00;-15 998,00;-4,30
788;12;Сетевая Расчетная Палата;3332;Татарстан;352 157,00;326 192,00;25 965,00;7,96
789;6;НКБ;2942;Калмыкия;346 751,00;356 066,00;-9 315,00;-2,62
790;6;Лэнд Кредит;1478;Москва и обл.;341 668,00;343 455,00;-1 787,00;-0,52
791;8;Народный Банк Тувы;1309;Тыва;340 665,00;330 853,00;9 812,00;2,97
792;9;Дорис Банк;1679;Москва и обл.;339 355,00;322 028,00;17 327,00;5,38
793;1;Платежи и Расчеты;3324;Самарская обл.;335 224,00;364 411,00;-29 187,00;-8,01
794;3;Банк Фридом Финанс;1143;Сахалинская обл.;329 130,00;333 611,00;-4 481,00;-1,34
795;22;Северстройбанк;3507;Вологодская обл.;321 441,00;237 101,00;84 340,00;35,57
796;9;Терра;3476;Москва и обл.;319 300,00;309 670,00;9 630,00;3,11
797;6;ПрестижКредитБанк;2922;Дагестан;312 258,00;315 248,00;-2 990,00;-0,95
798;4;Регнум;3373;Москва и обл.;298 506,00;317 235,00;-18 729,00;-5,90
799;7;Электронный платежный сервис;3509;Москва и обл.;293 892,00;293 892,00;0,00;0
800;11;Конгресс-Банк;2330;Москва и обл.;290 419,00;259 068,00;31 351,00;12,10
801;3;Еврокапитал-Альянс;2672;Дагестан;275 882,00;313 547,00;-37 665,00;-12,01
802;5;Идеалбанк;3491;Москва и обл.;262 352,00;273 219,00;-10 867,00;-3,98
