Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Январь, 2011, тыс. рублей;Декабрь, 2010, тыс. рублей;Изменение, тыс. рублей;Изменение, %
806;54;Дагестан;543;Дагестан;606 096,00;407 910,00;198 186,00;48,59
807;42;Телекоммерц Банк;3380;Тульская обл.;596 339,00;446 854,00;149 485,00;33,45
808;12;Классик Эконом Банк;3298;Северная Осетия — Алания;595 432,00;535 579,00;59 853,00;11,18
809;-62;МС Банк Рус;2789;Москва и обл.;593 914,00;767 686,00;-173 772,00;-22,64
810;-6;ИСБ;3010;Москва и обл.;593 241,00;590 739,00;2 502,00;0,42
811;-5;Тревел Банк;531;Москва и обл.;587 861,00;573 599,00;14 262,00;2,49
812;64;Северная Клиринговая Палата;3317;Архангельская обл.;584 163,00;369 714,00;214 449,00;58,00
813;4;Олма-Банк;3250;Москва и обл.;580 452,00;541 647,00;38 805,00;7,16
814;17;ИстКом-Финанс;3435;Москва и обл.;580 314,00;502 113,00;78 201,00;15,57
815;-43;Академический Русский Банк;622;Москва и обл.;573 620,00;686 085,00;-112 465,00;-16,39
816;-18;Старый Кремль;2657;Москва и обл.;566 624,00;595 910,00;-29 286,00;-4,91
817;42;Геобанк;2027;Москва и обл.;566 138,00;422 326,00;143 812,00;34,05
818;-15;Востокбизнесбанк;1342;Приморский край;564 374,00;591 235,00;-26 861,00;-4,54
819;-46;Мико-Банк;3195;Москва и обл.;563 145,00;680 989,00;-117 844,00;-17,30
820;26;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;562 821,00;455 979,00;106 842,00;23,43
821;-13;Промышленно-Финансовое Сотрудничество;2410;Москва и обл.;561 570,00;556 885,00;4 685,00;0,84
822;-11;Прохладный;874;Кабардино-Балкария;561 310,00;555 198,00;6 112,00;1,10
823;-142;Первый Клиентский Банк;3436;Москва и обл.;560 920,00;1 011 008,00;-450 088,00;-44,52
824;-45;Элекснет;3314;Москва и обл.;557 956,00;659 283,00;-101 327,00;-15,37
825;-7;Кредитбанк;1035;Калмыкия;544 801,00;540 089,00;4 712,00;0,87
826;4;Южный Региональный Банк;3015;Ростовская обл.;544 200,00;507 328,00;36 872,00;7,27
827;-4;Алданзолотобанк;854;Саха (Якутия);540 865,00;526 683,00;14 182,00;2,69
828;-102;Тайдон;2085;Кемеровская обл.;539 496,00;842 199,00;-302 703,00;-35,94
829;6;Банк Глобус;2438;Москва и обл.;537 475,00;490 286,00;47 189,00;9,62
830;-23;Кубаньторгбанк;478;Краснодарский край;533 950,00;564 878,00;-30 928,00;-5,48
831;41;Адам Интернэшнл;2232;Дагестан;524 439,00;378 618,00;145 821,00;38,51
832;-3;Наш Банк;1340;Москва и обл.;522 539,00;513 310,00;9 229,00;1,80
833;-14;НСТ-Банк;1738;Оренбургская обл.;521 293,00;540 075,00;-18 782,00;-3,48
834;-41;Трансинвестбанк;3238;Москва и обл.;518 349,00;611 023,00;-92 674,00;-15,17
835;-9;Америкэн Экспресс Банк;3460;Москва и обл.;515 529,00;517 113,00;-1 584,00;-0,31
836;6;Эл Банк;1025;Республика Алтай;515 208,00;461 864,00;53 344,00;11,55
837;29;Петербургский Расчетный Центр;3306;Санкт-Петербург и обл.;513 623,00;397 148,00;116 475,00;29,33
838;23;Далта-Банк;142;Приморский край;511 195,00;406 089,00;105 106,00;25,88
839;50;Конгресс-Банк;2330;Москва и обл.;499 664,00;333 953,00;165 711,00;49,62
840;-50;Прокоммерцбанк;2996;Москва и обл.;496 491,00;634 462,00;-137 971,00;-21,75
841;21;Принтбанк;546;Москва и обл.;496 352,00;403 690,00;92 662,00;22,95
842;89;Новый Коммерческий Банк;347;Дагестан;485 444,00;245 467,00;239 977,00;97,76
843;-3;Инвестиционный Республиканский Банк;2571;Москва и обл.;483 754,00;466 783,00;16 971,00;3,64
844;1;Паритет;1860;Москва и обл.;482 299,00;457 393,00;24 906,00;5,45
845;-35;РУБанк;2813;Ростовская обл.;482 279,00;555 663,00;-73 384,00;-13,21
846;-63;Индустриальный Сберегательный Банк;3175;Москва и обл.;481 941,00;647 415,00;-165 474,00;-25,56
847;-22;Стар Альянс;3433;Москва и обл.;475 474,00;523 870,00;-48 396,00;-9,24
848;3;Банк ВВБ;1093;Ярославская обл.;474 101,00;439 152,00;34 949,00;7,96
849;-2;Московский Национальный Инвестиционный Банк;3181;Москва и обл.;471 485,00;450 678,00;20 807,00;4,62
850;-6;НКБ;2942;Калмыкия;470 334,00;458 411,00;11 923,00;2,60
851;4;Рингкомбанк;1909;Ингушетия;467 039,00;433 927,00;33 112,00;7,63
852;-14;Миръ;3089;Москва и обл.;466 365,00;480 412,00;-14 047,00;-2,92
853;0;ИР-Кредит;1724;Москва и обл.;462 066,00;437 840,00;24 226,00;5,53
854;23;Анджибанк;570;Дагестан;458 230,00;369 520,00;88 710,00;24,01
855;12;Платежи и Расчеты;3324;Самарская обл.;457 291,00;394 348,00;62 943,00;15,96
856;66;Народный Земельно-Промышленный Банк;2873;Алтайский край;457 186,00;259 211,00;197 975,00;76,38
857;-33;Региональный Корпоративный Банк;1134;Ивановская обл.;455 297,00;524 841,00;-69 544,00;-13,25
858;-36;Сетевая Расчетная Палата;3332;Татарстан;453 554,00;528 027,00;-74 473,00;-14,10
859;-9;Промсвязьинвест;2761;Дагестан;449 336,00;439 708,00;9 628,00;2,19
860;34;Заубер Банк;1614;Карачаево-Черкесия;446 965,00;326 120,00;120 845,00;37,06
861;-7;Плато-Банк;2071;Свердловская обл.;445 844,00;434 198,00;11 646,00;2,68
862;3;Банк Развития Бизнеса;1910;Кемеровская обл.;444 386,00;398 328,00;46 058,00;11,56
863;32;Гефест;1046;Тверская обл.;438 949,00;322 378,00;116 571,00;36,16
864;7;Акция;927;Ивановская обл.;438 588,00;381 568,00;57 020,00;14,94
865;-124;Еврокапитал-Альянс;2672;Дагестан;436 317,00;778 304,00;-341 987,00;-43,94
866;-8;Максимум;466;Ростовская обл.;431 717,00;425 217,00;6 500,00;1,53
867;-10;Анталбанк;3115;Москва и обл.;430 081,00;431 389,00;-1 308,00;-0,30
868;-27;Вятич;2796;Рязанская обл.;428 960,00;466 557,00;-37 597,00;-8,06
869;5;Платежный Сервисный Банк;1943;Башкортостан;425 439,00;373 912,00;51 527,00;13,78
870;-2;Русский Финансовый Альянс;2035;Москва и обл.;418 578,00;392 738,00;25 840,00;6,58
871;7;Народный Инвестиционный Банк;2876;Самарская обл.;412 018,00;368 771,00;43 247,00;11,73
872;33;Имбанк;2098;Дагестан;409 396,00;296 372,00;113 024,00;38,14
873;7;Природа;3399;Москва и обл.;407 481,00;362 253,00;45 228,00;12,49
874;5;Си Ди Би Банк;3339;Краснодарский край;401 914,00;367 027,00;34 887,00;9,51
875;-6;Техноком;2614;Москва и обл.;401 588,00;387 195,00;14 393,00;3,72
876;31;Банк РСИ;3415;Москва и обл.;398 722,00;288 692,00;110 030,00;38,11
877;-2;Региональный Коммерческий Банк;836;Ульяновская обл.;391 254,00;373 004,00;18 250,00;4,89
878;5;Соверен Банк;3206;Татарстан;390 966,00;355 306,00;35 660,00;10,04
879;6;Айви Банк;2055;Москва и обл.;390 869,00;351 881,00;38 988,00;11,08
880;-7;Евросиб Банк;594;Псковская обл.;389 038,00;375 396,00;13 642,00;3,63
881;47;Лидер;3304;Москва и обл.;380 150,00;246 386,00;133 764,00;54,29
882;-19;РИТЦ Банк;2677;Москва и обл.;368 810,00;400 779,00;-31 969,00;-7,98
883;16;Народный Банк Тувы;1309;Тыва;364 374,00;317 060,00;47 314,00;14,92
884;14;КБЦ;914;Тверская обл.;355 342,00;319 247,00;36 095,00;11,31
885;12;Европейский Индустриальный Банк;2503;Москва и обл.;351 736,00;320 497,00;31 239,00;9,75
886;1;Удмуртинвестстройбанк;2447;Удмуртия;351 651,00;339 375,00;12 276,00;3,62
887;-3;Кредпромбанк;1165;Ярославская обл.;351 038,00;355 047,00;-4 009,00;-1,13
888;2;Дружба;990;Тюменская обл.;350 034,00;331 720,00;18 314,00;5,52
889;-8;Басманный;2158;Москва и обл.;348 979,00;360 402,00;-11 423,00;-3,17
890;-2;Надежность;2425;Курганская обл.;348 200,00;338 254,00;9 946,00;2,94
891;35;Галабанк;3090;Адыгея;345 673,00;249 126,00;96 547,00;38,75
892;21;Идея Банк;430;Краснодарский край;341 267,00;281 044,00;60 223,00;21,43
893;46;АлтайБизнес-Банк;2388;Алтайский край;333 461,00;238 170,00;95 291,00;40,01
894;8;Регнум;3373;Москва и обл.;333 443,00;307 136,00;26 307,00;8,57
895;-9;Таурус Банк;655;Челябинская обл.;332 998,00;348 837,00;-15 839,00;-4,54
896;4;Ипозембанк;3026;Самарская обл.;332 940,00;315 840,00;17 100,00;5,41
897;-4;Международный Торгово-Промышленный Банк;1203;Тверская обл.;330 750,00;327 803,00;2 947,00;0,90
898;34;ФинТех;3499;Москва и обл.;329 054,00;244 266,00;84 788,00;34,71
899;-7;Логос;3233;Москва и обл.;328 341,00;331 020,00;-2 679,00;-0,81
900;15;Холдинвестбанк;2837;Москва и обл.;323 765,00;279 254,00;44 511,00;15,94
901;-5;Камский Горизонт;2554;Татарстан;318 315,00;321 166,00;-2 851,00;-0,89
902;7;Энтузиастбанк;3048;Москва и обл.;317 508,00;285 947,00;31 561,00;11,04
903;-12;Еврорасчет;3498;Москва и обл.;312 832,00;331 111,00;-18 279,00;-5,52
904;80;Газтрансбанк;665;Адыгея;312 509,00;110 663,00;201 846,00;182,40
905;-2;Таганрогбанк;3136;Ростовская обл.;309 216,00;303 110,00;6 106,00;2,01
906;-54;Онлайн Банк;2462;Москва и обл.;309 150,00;437 898,00;-128 748,00;-29,40
907;20;Международный Строительный Банк;3484;Москва и обл.;308 448,00;247 563,00;60 885,00;24,59
908;6;Кредо Финанс;793;Дагестан;307 137,00;280 082,00;27 055,00;9,66
909;-5;Махачкалинский Городской Муниципальный Банк;3192;Дагестан;305 650,00;299 211,00;6 439,00;2,15
910;8;Дорис Банк;1679;Москва и обл.;295 858,00;272 093,00;23 765,00;8,73
911;-1;Майский;1673;Кабардино-Балкария;289 036,00;283 749,00;5 287,00;1,86
912;29;Леноблбанк;1003;Санкт-Петербург и обл.;286 803,00;236 435,00;50 368,00;21,30
913;3;Альтернатива;3452;Москва и обл.;284 443,00;275 966,00;8 477,00;3,07
914;-6;Женская Микрофинансовая Cеть;3458;Москва и обл.;283 668,00;286 984,00;-3 316,00;-1,16
915;6;Объединенный Национальный Банк;2074;Москва и обл.;280 418,00;265 496,00;14 922,00;5,62
916;-4;Терра;3476;Москва и обл.;279 718,00;282 099,00;-2 381,00;-0,84
917;3;Универсалтраст;3402;Москва и обл.;279 402,00;271 389,00;8 013,00;2,95
918;-82;Азия Банк;3183;Москва и обл.;276 834,00;489 459,00;-212 625,00;-43,44
919;-8;ЭнергоБизнес;3485;Москва и обл.;276 298,00;282 955,00;-6 657,00;-2,35
920;-14;АвтоКредитБанк;1973;Татарстан;275 272,00;295 410,00;-20 138,00;-6,82
921;-2;Кошелев-Банк;3300;Нижегородская обл.;272 162,00;271 987,00;175,00;0,06
922;27;Дербент-Кредит;2090;Дагестан;268 056,00;218 851,00;49 205,00;22,48
923;12;Информпрогресс;2166;Москва и обл.;264 546,00;242 137,00;22 409,00;9,25
924;13;Российская Финансовая Корпорация;3099;Москва и обл.;261 643,00;239 119,00;22 524,00;9,42
925;-8;Сибирский Энергетический Банк;2604;Москва и обл.;260 789,00;274 669,00;-13 880,00;-5,05
926;30;Европейский Стандарт;3200;Кабардино-Балкария;259 828,00;202 395,00;57 433,00;28,38
927;11;Тальменка-Банк;826;Алтайский край;255 547,00;238 514,00;17 033,00;7,14
928;6;Внешфинбанк;3173;Дагестан;254 485,00;242 840,00;11 645,00;4,80
929;18;МВС Банк;2407;Дагестан;253 398,00;222 856,00;30 542,00;13,70
930;6;Континенталь;3184;Дагестан;246 566,00;239 848,00;6 718,00;2,80
931;-30;ЮМК Банк;3495;Краснодарский край;246 366,00;307 607,00;-61 241,00;-19,91
932;1;Интеррасчет;1618;Карачаево-Черкесия;245 040,00;244 263,00;777,00;0,32
933;29;Лэнд Кредит;1478;Москва и обл.;244 209,00;177 254,00;66 955,00;37,77
934;9;Линк-Банк;2699;Москва и обл.;240 473,00;227 872,00;12 601,00;5,53
935;15;ПрестижКредитБанк;2922;Дагестан;235 481,00;218 635,00;16 846,00;7,71
936;17;Церих;3278;Орловская обл.;234 298,00;206 868,00;27 430,00;13,26
937;20;Евросоюз;3411;Москва и обл.;233 695,00;197 235,00;36 460,00;18,49
938;4;Воронеж;654;Воронежская обл.;233 677,00;234 137,00;-460,00;-0,20
939;-16;Вайлдберриз Банк;841;Адыгея;230 377,00;256 576,00;-26 199,00;-10,21
940;6;Центральная Расчетная Палата;3313;Москва и обл.;225 313,00;223 180,00;2 133,00;0,96
941;-12;Континент Финанс;149;Калужская обл.;220 065,00;246 363,00;-26 298,00;-10,67
942;24;Дальний Восток;3318;Тульская обл.;218 759,00;153 736,00;65 023,00;42,30
943;9;Строительно-Коммерческий Банк;3050;Архангельская обл.;217 754,00;213 819,00;3 935,00;1,84
944;-19;Рента-Банк;3095;Москва и обл.;214 040,00;251 016,00;-36 976,00;-14,73
945;0;Межбанковский Кредитный Союз;3242;Москва и обл.;212 925,00;224 388,00;-11 463,00;-5,11
946;-2;Межрегиональный Банк Реконструкции;2620;Москва и обл.;212 854,00;224 472,00;-11 618,00;-5,18
947;7;1Банк;2896;Северная Осетия — Алания;211 982,00;205 627,00;6 355,00;3,09
948;11;Эно;1988;Дагестан;206 637,00;190 154,00;16 483,00;8,67
949;-1;АББ;2937;Москва и обл.;206 046,00;219 922,00;-13 876,00;-6,31
950;13;Невастройинвест;1926;Санкт-Петербург и обл.;205 280,00;175 639,00;29 641,00;16,88
951;-11;Фреско Банк;1415;Ярославская обл.;197 297,00;237 986,00;-40 689,00;-17,10
952;12;Уральская Расчетная Палата;3326;Москва и обл.;194 757,00;168 780,00;25 977,00;15,39
953;-2;ТЭСТ;3440;Москва и обл.;194 540,00;214 195,00;-19 655,00;-9,18
954;21;Алжан;2491;Дагестан;193 509,00;131 763,00;61 746,00;46,86
955;13;ГРиС-Банк;1928;Ставропольский край;188 052,00;150 686,00;37 366,00;24,80
956;4;Столичная расчетная палата;3419;Вологодская обл.;185 470,00;185 240,00;230,00;0,12
957;8;К2 Банк;2851;Дагестан;180 054,00;158 542,00;21 512,00;13,57
958;16;Городской Расчетный Центр;3346;Курганская обл.;177 669,00;132 968,00;44 701,00;33,62
959;-35;Объединенная Расчетная Палата;3451;Москва и обл.;175 014,00;253 030,00;-78 016,00;-30,83
960;1;Инстройбанк;2743;Москва и обл.;163 533,00;184 553,00;-21 020,00;-11,39
961;8;Капиталбанк;2547;Ростовская обл.;159 459,00;148 095,00;11 364,00;7,67
962;23;Красноярский Краевой Расчетный Центр;3483;Красноярский край;158 322,00;103 770,00;54 552,00;52,57
963;13;Нафтабанк;715;Дагестан;157 817,00;129 019,00;28 798,00;22,32
964;6;Зеленокумская;1239;Ставропольский край;156 724,00;146 656,00;10 068,00;6,87
965;17;Каспий;639;Дагестан;151 230,00;113 865,00;37 365,00;32,82
966;1;Трастовый Банк;2780;Дагестан;142 798,00;150 735,00;-7 937,00;-5,27
967;5;Банк Фридом Финанс;1143;Сахалинская обл.;140 159,00;141 131,00;-972,00;-0,69
968;3;Бизнесбанк;2862;Дагестан;140 094,00;141 815,00;-1 721,00;-1,21
970;3;КредитАльянс;3472;Вологодская обл.;135 746,00;134 262,00;1 484,00;1,11
971;9;Платежный Клиринговый Дом;3343;Москва и обл.;133 164,00;121 078,00;12 086,00;9,98
972;6;Первый Депозитный Банк;1244;Тверская обл.;125 131,00;123 081,00;2 050,00;1,67
973;6;Рунэтбанк;2829;Москва и обл.;123 249,00;122 837,00;412,00;0,34
974;12;Финансовые Услуги;3496;Москва и обл.;122 892,00;98 644,00;24 248,00;24,58
975;2;Расчетный Банковский Центр;3487;Москва и обл.;120 290,00;126 551,00;-6 261,00;-4,95
976;13;Мигом;3323;Москва и обл.;119 662,00;80 125,00;39 537,00;49,34
977;4;Майма;1037;Республика Алтай;115 120,00;114 661,00;459,00;0,40
978;12;Национальная Расчетная Компания;3386;Москва и обл.;83 358,00;78 552,00;4 806,00;6,12
979;12;Единая Расчетная Палата;384;Москва и обл.;82 126,00;76 145,00;5 981,00;7,85
980;8;Евроинвест;3383;Москва и обл.;79 860,00;82 136,00;-2 276,00;-2,77
981;11;Тувакредит;1202;Тыва;72 390,00;71 391,00;999,00;1,40
982;5;Русское Финансовое Общество;3427;Москва и обл.;69 188,00;91 279,00;-22 091,00;-24,20
983;0;Умут;2435;Дагестан;66 402,00;111 483,00;-45 081,00;-40,44
984;9;Вест;2605;Москва и обл.;55 236,00;62 686,00;-7 450,00;-11,88
985;9;РИБ;2749;Москва и обл.;54 997,00;48 922,00;6 075,00;12,42
986;10;Транзит;2688;Дагестан;54 876,00;31 906,00;22 970,00;71,99
987;;Сулак;749;Дагестан;48 558,00;-;-;
988;7;Инновационный Расчетный Центр;3447;Москва и обл.;45 162,00;37 148,00;8 014,00;21,57
989;11;Частный Расчетно-Кассовый Центр;3420;Москва и обл.;26 395,00;21 401,00;4 994,00;23,34
990;7;Первый Земельный Расчетный Центр;3381;Курская обл.;25 981,00;27 208,00;-1 227,00;-4,51
991;7;Межрегиональный центр микрокредитования;3489;Воронежская обл.;24 428,00;24 626,00;-198,00;-0,80
992;7;Тор Кредит;3497;Москва и обл.;23 487,00;21 704,00;1 783,00;8,22
993;8;Депозитный Кредитный Дом;3474;Москва и обл.;17 767,00;17 907,00;-140,00;-0,78
994;9;Межрегиональный Клиринговый Центр;3424;Москва и обл.;17 336,00;13 679,00;3 657,00;26,73
996;8;Сибирский Расчетный Центр;3308;Новосибирская обл.;12 187,00;10 901,00;1 286,00;11,80
997;8;Расчетный Финансовый Дом;3430;Санкт-Петербург и обл.;3 945,00;3 994,00;-49,00;-1,23
998;8;Международная Уральская Расчетная Палата;3322;Свердловская обл.;2 193,00;2 052,00;141,00;6,87
999;8;Финансово-Расчетный Центр;3319;Нижегородская обл.;1 231,00;1 204,00;27,00;2,24
1000;8;АРБ-Инкасс;3353;Москва и обл.;1 179,00;1 186,00;-7,00;-0,59
