Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2013, тыс. рублей;Июнь, 2013, тыс. рублей;Изменение, тыс. рублей;Изменение, %
261;-4;Европейский;1616;Калининградская обл.;10 818 244,00;10 735 498,00;82 746,00;0,77
262;-7;Росавтобанк;2767;Москва и обл.;10 815 544,00;10 787 621,00;27 923,00;0,26
263;3;Банк Оренбург;3269;Оренбургская обл.;10 692 318,00;10 286 739,00;405 579,00;3,94
264;-1;ОФК Банк;2270;Москва и обл.;10 668 315,00;10 404 078,00;264 237,00;2,54
265;-6;Унифин;2654;Москва и обл.;10 587 132,00;10 622 531,00;-35 399,00;-0,33
266;3;Русский Земельный Банк;2810;Москва и обл.;10 518 848,00;10 004 768,00;514 080,00;5,14
267;3;Клиентский;2324;Москва и обл.;10 480 014,00;9 807 372,00;672 642,00;6,86
268;0;Гарант-Инвест;2576;Москва и обл.;10 449 009,00;10 156 789,00;292 220,00;2,88
269;10;Эс-Би-Ай Банк;3185;Москва и обл.;10 448 405,00;9 499 488,00;948 917,00;9,99
270;3;Промсбербанк;1043;Москва и обл.;10 320 431,00;9 739 262,00;581 169,00;5,97
271;27;Почта Банк;650;Москва и обл.;10 310 590,00;8 477 754,00;1 832 836,00;21,62
272;-29;МАК-Банк;1088;Москва и обл.;10 151 539,00;11 650 117,00;-1 498 578,00;-12,86
273;-1;Мир Бизнес Банк;3396;Москва и обл.;9 823 138,00;9 766 841,00;56 297,00;0,58
274;6;Тусар;2712;Москва и обл.;9 791 929,00;9 462 901,00;329 028,00;3,48
275;0;Банк Торгового Финансирования;1982;Москва и обл.;9 713 650,00;9 593 598,00;120 052,00;1,25
276;0;Руснарбанк;3403;Москва и обл.;9 702 983,00;9 571 814,00;131 169,00;1,37
277;9;Дил-Банк;3384;Москва и обл.;9 684 634,00;8 940 593,00;744 041,00;8,32
278;3;Хованский;2145;Москва и обл.;9 679 080,00;9 433 960,00;245 120,00;2,60
279;-5;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 666 835,00;9 682 122,00;-15 287,00;-0,16
280;21;Кредит-Москва;5;Москва и обл.;9 662 887,00;8 418 764,00;1 244 123,00;14,78
281;-4;Генбанк;2490;Москва и обл.;9 657 832,00;9 536 376,00;121 456,00;1,27
282;-4;Первый Экспресс;3237;Тульская обл.;9 623 387,00;9 515 909,00;107 478,00;1,13
283;4;Данске Банк;3307;Санкт-Петербург и обл.;9 467 198,00;8 851 497,00;615 701,00;6,96
284;-1;Нефтяной Альянс;2859;Москва и обл.;9 436 727,00;9 196 477,00;240 250,00;2,61
285;-3;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;9 366 463,00;9 244 625,00;121 838,00;1,32
286;3;Автоторгбанк;2776;Москва и обл.;9 255 875,00;8 809 083,00;446 792,00;5,07
287;3;Солид Банк;1329;Камчатская обл.;9 088 783,00;8 738 641,00;350 142,00;4,01
288;-4;Евромет;2902;Москва и обл.;9 001 011,00;9 137 802,00;-136 791,00;-1,50
289;2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;8 985 961,00;8 713 589,00;272 372,00;3,13
290;3;Новосибирский Муниципальный Банк;2786;Новосибирская обл.;8 919 257,00;8 707 551,00;211 706,00;2,43
291;-20;Международный Банк Развития;2704;Москва и обл.;8 893 060,00;9 777 511,00;-884 451,00;-9,05
292;-4;Белгородсоцбанк;760;Белгородская обл.;8 847 801,00;8 834 829,00;12 972,00;0,15
293;46;Славия;2664;Москва и обл.;8 846 702,00;6 569 420,00;2 277 282,00;34,66
294;2;Роспромбанк;3204;Москва и обл.;8 761 169,00;8 497 381,00;263 788,00;3,10
295;-10;Объединенный Капитал;2611;Санкт-Петербург и обл.;8 703 810,00;8 949 097,00;-245 287,00;-2,74
296;9;Темпбанк;55;Москва и обл.;8 676 332,00;8 184 498,00;491 834,00;6,01
297;12;ОПМ-Банк;2734;Москва и обл.;8 591 334,00;8 088 871,00;502 463,00;6,21
298;6;Анталбанк;3115;Москва и обл.;8 532 278,00;8 201 832,00;330 446,00;4,03
299;-5;Экспресс-Кредит;210;Москва и обл.;8 501 878,00;8 640 485,00;-138 607,00;-1,60
300;2;Агросоюз;1459;Москва и обл.;8 499 707,00;8 384 403,00;115 304,00;1,38
301;-1;Русьуниверсалбанк;3293;Москва и обл.;8 415 849,00;8 445 803,00;-29 954,00;-0,35
302;-5;Уралкапиталбанк;2519;Башкортостан;8 389 200,00;8 489 549,00;-100 349,00;-1,18
303;0;КС Банк;1752;Мордовия;8 382 171,00;8 278 381,00;103 790,00;1,25
304;-12;НИКО-Банк;702;Оренбургская обл.;8 356 799,00;8 709 339,00;-352 540,00;-4,05
305;-6;Волго-Камский Банк;282;Самарская обл.;8 339 664,00;8 452 578,00;-112 914,00;-1,34
306;1;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;8 105 735,00;8 107 242,00;-1 507,00;-0,02
307;16;Башинвестбанк;2189;Башкортостан;8 098 112,00;7 258 176,00;839 936,00;11,57
308;5;Волга-Кредит;1153;Самарская обл.;8 040 402,00;7 744 165,00;296 237,00;3,83
309;-1;ПИР Банк;2655;Москва и обл.;8 023 597,00;8 104 484,00;-80 887,00;-1,00
310;4;Банк Жилищного Финансирования;3138;Москва и обл.;7 889 776,00;7 724 748,00;165 028,00;2,14
311;5;Ишбанк;2867;Москва и обл.;7 868 284,00;7 646 247,00;222 037,00;2,90
312;-2;Вега-Банк;3270;Москва и обл.;7 839 037,00;7 884 984,00;-45 947,00;-0,58
313;-1;Промтрансбанк;2638;Башкортостан;7 832 318,00;7 822 761,00;9 557,00;0,12
314;4;Ю Би Эс Банк;3463;Москва и обл.;7 830 856,00;7 442 851,00;388 005,00;5,21
315;30;Ури Банк;3479;Москва и обл.;7 790 596,00;6 476 263,00;1 314 333,00;20,29
316;-5;Снежинский;1376;Челябинская обл.;7 783 874,00;7 822 811,00;-38 937,00;-0,50
317;-11;Финам Банк;2799;Москва и обл.;7 727 841,00;8 151 217,00;-423 376,00;-5,19
318;7;Северо-Восточный Альянс;2768;Москва и обл.;7 681 979,00;7 155 095,00;526 884,00;7,36
319;-2;ЕвроситиБанк;1869;Москва и обл.;7 648 364,00;7 613 187,00;35 177,00;0,46
320;1;Финансовый Стандарт;1053;Москва и обл.;7 515 125,00;7 301 495,00;213 630,00;2,93
321;3;РАМ Банк;3480;Москва и обл.;7 455 039,00;7 174 024,00;281 015,00;3,92
322;8;Датабанк;646;Удмуртия;7 342 475,00;6 931 701,00;410 774,00;5,93
323;11;Рускобанк;138;Санкт-Петербург и обл.;7 304 080,00;6 850 425,00;453 655,00;6,62
324;-5;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 253 178,00;7 426 524,00;-173 346,00;-2,33
325;-3;Ренессанс;1939;Москва и обл.;7 226 732,00;7 267 401,00;-40 669,00;-0,56
326;38;Спецсетьстройбанк;3062;Москва и обл.;7 203 828,00;5 905 539,00;1 298 289,00;21,98
327;1;Альба Альянс;2593;Москва и обл.;7 139 411,00;7 059 943,00;79 468,00;1,13
328;1;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;7 037 136,00;6 956 846,00;80 290,00;1,15
329;-9;Татсоцбанк;480;Татарстан;7 013 727,00;7 305 011,00;-291 284,00;-3,99
330;-4;Автоградбанк;1455;Татарстан;7 004 620,00;7 108 374,00;-103 754,00;-1,46
331;2;АФ Банк;991;Башкортостан;6 985 395,00;6 853 946,00;131 449,00;1,92
332;3;Софрино;2972;Москва и обл.;6 908 594,00;6 792 429,00;116 165,00;1,71
333;4;Нижневолжский Коммерческий Банк;931;Саратовская обл.;6 901 738,00;6 684 054,00;217 684,00;3,26
334;14;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 895 584,00;6 423 197,00;472 387,00;7,35
335;-3;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 895 387,00;6 863 716,00;31 671,00;0,46
336;0;Томскпромстройбанк;1720;Томская обл.;6 861 099,00;6 735 799,00;125 300,00;1,86
337;6;Московский Нефтехимический Банк;1411;Москва и обл.;6 773 305,00;6 491 430,00;281 875,00;4,34
338;9;Киви Банк;2241;Москва и обл.;6 766 806,00;6 426 879,00;339 927,00;5,29
339;2;Бинбанк Мурманск;1276;Мурманская обл.;6 696 055,00;6 527 293,00;168 762,00;2,59
340;11;Волжский Социальный Банк;2428;Самарская обл.;6 673 243,00;6 311 829,00;361 414,00;5,73
341;-3;ФДБ;3071;Москва и обл.;6 670 247,00;6 676 914,00;-6 667,00;-0,10
342;-2;Банк Инноваций и Развития;2647;Москва и обл.;6 657 866,00;6 540 618,00;117 248,00;1,79
343;25;Экономикс-Банк;2136;Москва и обл.;6 642 791,00;5 791 989,00;850 802,00;14,69
344;-17;Замоскворецкий;1640;Москва и обл.;6 595 646,00;7 097 949,00;-502 303,00;-7,08
345;-3;Развитие;2729;Карачаево-Черкесия;6 564 201,00;6 506 316,00;57 885,00;0,89
346;3;Славянский Кредит;2960;Москва и обл.;6 550 891,00;6 360 755,00;190 136,00;2,99
347;-16;Международный Коммерческий Банк;2524;Москва и обл.;6 547 706,00;6 864 632,00;-316 926,00;-4,62
348;-2;Ассоциация;732;Нижегородская обл.;6 497 529,00;6 458 699,00;38 830,00;0,60
349;8;Банк БФТ;2273;Москва и обл.;6 446 429,00;6 048 961,00;397 468,00;6,57
350;0;Русь;704;Оренбургская обл.;6 429 611,00;6 312 967,00;116 644,00;1,85
351;2;Ставропольпромстройбанк;1288;Ставропольский край;6 413 673,00;6 152 981,00;260 692,00;4,24
352;3;Трансстройбанк;2807;Москва и обл.;6 413 548,00;6 066 077,00;347 471,00;5,73
353;-38;Новый Московский Банк;2932;Москва и обл.;6 381 439,00;7 678 006,00;-1 296 567,00;-16,89
354;12;Бенифит-Банк;3229;Москва и обл.;6 374 842,00;5 845 077,00;529 765,00;9,06
355;8;Объединенный Кредитный Банк;1118;Владимирская обл.;6 320 508,00;5 959 137,00;361 371,00;6,06
356;-4;Региональный Банк Развития;2782;Башкортостан;6 312 778,00;6 269 792,00;42 986,00;0,69
357;-3;Бинбанк Тверь;777;Тверская обл.;6 223 741,00;6 143 439,00;80 302,00;1,31
358;7;Русский Торговый Банк;2842;Москва и обл.;6 187 510,00;5 877 462,00;310 048,00;5,28
359;-15;Национальный Залоговый Банк;2944;Москва и обл.;6 147 780,00;6 486 214,00;-338 434,00;-5,22
360;2;2Т Банк;625;Москва и обл.;6 147 665,00;5 962 814,00;184 851,00;3,10
361;-1;Юг-Инвестбанк;2772;Краснодарский край;6 110 899,00;5 985 517,00;125 382,00;2,09
362;-4;Белгородпромстройбанк;1816;Белгородская обл.;6 033 343,00;6 048 294,00;-14 951,00;-0,25
363;7;Руссобанк;2313;Москва и обл.;5 956 119,00;5 714 032,00;242 087,00;4,24
364;-5;Эксперт Банк;2949;Омская обл.;5 947 274,00;6 047 011,00;-99 737,00;-1,65
365;2;Вокбанк;312;Нижегородская обл.;5 911 051,00;5 844 225,00;66 826,00;1,14
366;3;Банк на Красных Воротах;2472;Москва и обл.;5 856 723,00;5 730 090,00;126 633,00;2,21
367;-6;Банк Оранжевый;1659;Санкт-Петербург и обл.;5 835 133,00;5 968 950,00;-133 817,00;-2,24
368;-12;Банк Казани;708;Татарстан;5 799 766,00;6 058 887,00;-259 121,00;-4,28
369;7;Банк БКФ;2684;Москва и обл.;5 668 504,00;5 574 760,00;93 744,00;1,68
370;13;Эл Банк;1025;Самарская обл.;5 665 445,00;5 401 323,00;264 122,00;4,89
371;27;Банк Развития Технологий;3441;Москва и обл.;5 659 810,00;5 180 603,00;479 207,00;9,25
372;-1;Бланк Банк;2368;Москва и обл.;5 632 264,00;5 698 733,00;-66 469,00;-1,17
373;21;Навигатор;2469;Москва и обл.;5 621 947,00;5 249 529,00;372 418,00;7,09
374;1;Камский Коммерческий Банк;438;Татарстан;5 616 884,00;5 579 404,00;37 480,00;0,67
375;6;Банк Развития Региона;3315;Северная Осетия — Алания;5 609 164,00;5 437 485,00;171 679,00;3,16
376;25;Джей энд Ти Банк;3061;Москва и обл.;5 577 259,00;5 112 735,00;464 524,00;9,09
377;12;Северный Народный Банк;2721;Коми;5 530 602,00;5 303 316,00;227 286,00;4,29
378;21;Нэклис-Банк;1671;Москва и обл.;5 485 149,00;5 170 124,00;315 025,00;6,09
379;1;Мой Банк. Ипотека;2436;Башкортостан;5 471 148,00;5 439 619,00;31 529,00;0,58
380;7;Голдман Сакс Банк;3490;Москва и обл.;5 436 779,00;5 318 375,00;118 404,00;2,23
381;5;Актив Банк;2529;Мордовия;5 412 539,00;5 365 352,00;47 187,00;0,88
382;-10;Компания Розничного Кредитования;3385;Москва и обл.;5 391 906,00;5 689 710,00;-297 804,00;-5,23
383;10;Юникорбанк;2586;Москва и обл.;5 381 682,00;5 261 838,00;119 844,00;2,28
384;13;Таатта;1249;Саха (Якутия);5 380 589,00;5 189 595,00;190 994,00;3,68
385;10;Век;2299;Москва и обл.;5 373 759,00;5 245 884,00;127 875,00;2,44
386;6;Сибсоцбанк;2015;Алтайский край;5 368 640,00;5 268 817,00;99 823,00;1,89
387;-3;Азия-Инвест Банк;3303;Москва и обл.;5 362 741,00;5 370 496,00;-7 755,00;-0,14
388;-10;Платина;2347;Москва и обл.;5 361 963,00;5 460 765,00;-98 802,00;-1,81
389;-7;Новопокровский;467;Краснодарский край;5 353 860,00;5 417 280,00;-63 420,00;-1,17
390;1;Анкор Банк;889;Татарстан;5 335 827,00;5 281 218,00;54 609,00;1,03
391;-14;Дагэнергобанк;3286;Дагестан;5 335 081,00;5 467 590,00;-132 509,00;-2,42
392;-2;Еврокоммерц;1777;Москва и обл.;5 332 892,00;5 285 173,00;47 719,00;0,90
393;16;Банк Кремлевский;2905;Москва и обл.;5 316 549,00;4 913 059,00;403 490,00;8,21
394;2;Нефтепромбанк;2156;Москва и обл.;5 291 800,00;5 234 657,00;57 143,00;1,09
395;-10;Чувашкредитпромбанк;1280;Чувашия;5 284 830,00;5 366 025,00;-81 195,00;-1,51
396;-22;Зернобанк;2337;Алтайский край;5 274 420,00;5 583 490,00;-309 070,00;-5,54
397;-9;Инвестиционный Союз;637;Москва и обл.;5 256 102,00;5 308 447,00;-52 345,00;-0,99
398;17;Лесбанк;1598;Москва и обл.;5 233 099,00;4 648 142,00;584 957,00;12,58
399;1;Банкхаус Эрбе;1717;Москва и обл.;5 225 643,00;5 132 355,00;93 288,00;1,82
400;5;Бинбанк Смоленск;1957;Смоленская обл.;5 213 097,00;4 985 607,00;227 490,00;4,56
401;6;Кранбанк;2271;Ивановская обл.;5 211 650,00;4 948 174,00;263 476,00;5,32
402;-29;Сибнефтебанк;385;Тюменская обл.;5 183 394,00;5 656 284,00;-472 890,00;-8,36
403;3;Северный Кредит;2398;Вологодская обл.;5 133 785,00;4 968 783,00;165 002,00;3,32
404;7;Риабанк;3434;Москва и обл.;5 064 993,00;4 840 375,00;224 618,00;4,64
405;5;Реалист Банк;1067;Иркутская обл.;5 039 298,00;4 903 404,00;135 894,00;2,77
406;-2;Стратегия;2801;Москва и обл.;4 999 513,00;4 986 626,00;12 887,00;0,26
407;11;Промэнергобанк;2728;Вологодская обл.;4 968 695,00;4 624 571,00;344 124,00;7,44
408;4;Кроссинвестбанк;2849;Москва и обл.;4 952 647,00;4 756 370,00;196 277,00;4,13
409;-6;Горбанк;2982;Санкт-Петербург и обл.;4 876 891,00;5 040 281,00;-163 390,00;-3,24
410;9;Проминвестбанк;2433;Москва и обл.;4 871 549,00;4 618 683,00;252 866,00;5,47
411;6;Зенит Сочи;232;Краснодарский край;4 829 263,00;4 628 513,00;200 750,00;4,34
412;-4;Газстройбанк;2919;Москва и обл.;4 784 989,00;4 942 785,00;-157 796,00;-3,19
413;0;Профит Банк;3234;Москва и обл.;4 742 600,00;4 693 533,00;49 067,00;1,05
414;9;Аскольд;2480;Смоленская обл.;4 706 801,00;4 423 489,00;283 312,00;6,40
415;-1;Торгово-Строительный Банк;1250;Москва и обл.;4 696 309,00;4 654 992,00;41 317,00;0,89
416;0;ВостСибтранскомбанк;2731;Иркутская обл.;4 654 370,00;4 641 920,00;12 450,00;0,27
417;3;Ермак;1809;Тюменская обл.;4 618 521,00;4 531 115,00;87 406,00;1,93
418;4;Хакасский Муниципальный Банк;1049;Хакасия;4 557 943,00;4 454 545,00;103 398,00;2,32
419;19;Донкомбанк;492;Ростовская обл.;4 537 455,00;3 974 652,00;562 803,00;14,16
420;-41;Кузнецкий Мост;2254;Москва и обл.;4 392 581,00;5 452 822,00;-1 060 241,00;-19,44
421;11;Межрегиональный промышленно-строительный банк;752;Мордовия;4 380 006,00;4 115 189,00;264 817,00;6,44
422;5;Межтрастбанк;2493;Москва и обл.;4 364 166,00;4 254 361,00;109 805,00;2,58
423;-21;Банк Заречье;817;Татарстан;4 321 161,00;5 091 137,00;-769 976,00;-15,12
424;1;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 316 625,00;4 331 088,00;-14 463,00;-0,33
425;3;Церих;3278;Орловская обл.;4 277 978,00;4 243 944,00;34 034,00;0,80
426;9;Невский Банк;1068;Санкт-Петербург и обл.;4 277 166,00;4 085 525,00;191 641,00;4,69
427;16;Мосуралбанк;2468;Москва и обл.;4 237 964,00;3 828 181,00;409 783,00;10,70
428;2;Универсальный Кредит;2903;Москва и обл.;4 219 298,00;4 174 526,00;44 772,00;1,07
429;-3;Новобанк;1352;Новгородская обл.;4 213 347,00;4 265 373,00;-52 026,00;-1,22
430;49;Богородский Муниципальный Банк;2992;Москва и обл.;4 185 553,00;3 112 887,00;1 072 666,00;34,46
431;11;Банк ИТБ;3128;Москва и обл.;4 179 383,00;3 924 564,00;254 819,00;6,49
432;5;Кузнецкий;609;Пензенская обл.;4 123 761,00;3 992 731,00;131 030,00;3,28
433;1;Енисейский Объединенный Банк;2645;Красноярский край;4 103 803,00;4 111 131,00;-7 328,00;-0,18
434;2;Промрегионбанк;2123;Томская обл.;4 103 550,00;4 006 286,00;97 264,00;2,43
435;-4;Объединенная Расчетная Система;3342;Москва и обл.;4 076 774,00;4 131 288,00;-54 514,00;-1,32
436;20;Милбанк;3256;Москва и обл.;4 049 901,00;3 607 097,00;442 804,00;12,28
437;-16;Экси-Банк;2530;Санкт-Петербург и обл.;4 047 631,00;4 478 084,00;-430 453,00;-9,61
438;-9;Стройлесбанк;2995;Тюменская обл.;4 042 412,00;4 227 107,00;-184 695,00;-4,37
439;1;Эргобанк;2856;Москва и обл.;4 037 481,00;3 958 767,00;78 714,00;1,99
440;11;Роял Кредит Банк;783;Хабаровский край;4 030 409,00;3 729 667,00;300 742,00;8,06
441;0;Банк Раунд;2506;Москва и обл.;3 999 571,00;3 957 396,00;42 175,00;1,07
442;12;Оргбанк;3312;Москва и обл.;3 961 268,00;3 677 119,00;284 149,00;7,73
443;35;УМ-Банк;1441;Свердловская обл.;3 960 184,00;3 125 684,00;834 500,00;26,70
444;0;Консервативный Коммерческий Банк;1087;Астраханская обл.;3 893 781,00;3 823 938,00;69 843,00;1,83
445;7;Тюменьагропромбанк;917;Тюменская обл.;3 870 534,00;3 695 572,00;174 962,00;4,73
446;-1;Приоритет;3135;Самарская обл.;3 832 261,00;3 807 442,00;24 819,00;0,65
447;6;Финансовый Капитал;3288;Санкт-Петербург и обл.;3 825 846,00;3 689 405,00;136 441,00;3,70
448;-9;Нейва;1293;Свердловская обл.;3 824 953,00;3 969 720,00;-144 767,00;-3,65
449;-3;Мастер-Капитал;3011;Москва и обл.;3 818 399,00;3 789 179,00;29 220,00;0,77
450;-3;Русский Трастовый Банк;1139;Москва и обл.;3 784 654,00;3 785 858,00;-1 204,00;-0,03
451;-3;Витабанк;356;Санкт-Петербург и обл.;3 753 968,00;3 755 701,00;-1 733,00;-0,05
452;-19;Лайтбанк;3177;Москва и обл.;3 748 583,00;4 113 598,00;-365 015,00;-8,87
453;15;Синко-Банк;2838;Москва и обл.;3 748 366,00;3 367 802,00;380 564,00;11,30
454;1;ИТ Банк;2609;Омская обл.;3 711 502,00;3 667 085,00;44 417,00;1,21
455;-6;Земский Банк;2900;Самарская обл.;3 677 694,00;3 743 560,00;-65 866,00;-1,76
456;-6;Сберинвестбанк;1743;Свердловская обл.;3 647 871,00;3 738 034,00;-90 163,00;-2,41
457;8;Камчаткомагропромбанк;545;Камчатская обл.;3 640 207,00;3 382 522,00;257 685,00;7,62
458;4;Мираф-Банк;2244;Омская обл.;3 603 585,00;3 449 534,00;154 051,00;4,47
459;2;Союзный;3236;Москва и обл.;3 551 208,00;3 498 611,00;52 597,00;1,50
460;6;Алтайкапиталбанк;2659;Алтайский край;3 548 100,00;3 374 197,00;173 903,00;5,15
461;23;Финансово-Промышленный Капитал;3295;Москва и обл.;3 537 491,00;3 028 558,00;508 933,00;16,80
462;29;Система;2846;Москва и обл.;3 532 555,00;2 934 554,00;598 001,00;20,38
463;-5;Москва-Сити;3247;Москва и обл.;3 526 200,00;3 574 834,00;-48 634,00;-1,36
464;-4;Форус Банк;3457;Нижегородская обл.;3 522 213,00;3 508 556,00;13 657,00;0,39
465;-1;Живаго Банк;2065;Рязанская обл.;3 499 378,00;3 398 444,00;100 934,00;2,97
466;6;РБА;3413;Ярославская обл.;3 428 974,00;3 252 214,00;176 760,00;5,44
467;4;Бинбанк Сургут;1701;Тюменская обл.;3 424 240,00;3 270 105,00;154 135,00;4,71
468;-5;Коммерческий Индо Банк;3446;Москва и обл.;3 420 348,00;3 436 625,00;-16 277,00;-0,47
469;32;Инбанк;1829;Москва и обл.;3 388 650,00;2 847 736,00;540 914,00;18,99
470;33;Океан Банк;1697;Москва и обл.;3 380 070,00;2 816 364,00;563 706,00;20,02
471;16;Верхневолжский;1084;Ярославская обл.;3 346 148,00;3 015 527,00;330 621,00;10,96
472;-3;Интерактивный Банк;3378;Москва и обл.;3 314 094,00;3 297 042,00;17 052,00;0,52
473;16;Тройка-Д Банк;3431;Москва и обл.;3 303 366,00;2 956 709,00;346 657,00;11,72
474;0;Банк Экономический Союз;2798;Москва и обл.;3 294 822,00;3 188 187,00;106 635,00;3,34
475;2;Сити Инвест Банк;3194;Санкт-Петербург и обл.;3 273 400,00;3 176 517,00;96 883,00;3,05
476;-1;Аксонбанк;680;Костромская обл.;3 238 176,00;3 183 026,00;55 150,00;1,73
477;-1;Венец;524;Ульяновская обл.;3 238 175,00;3 179 930,00;58 245,00;1,83
478;2;Еврокредит;2957;Москва и обл.;3 219 690,00;3 112 342,00;107 348,00;3,45
479;-9;Смартбанк;3408;Москва и обл.;3 187 631,00;3 295 841,00;-108 210,00;-3,28
480;24;Интеркредит;3047;Москва и обл.;3 186 183,00;2 800 977,00;385 206,00;13,75
481;-24;Донинвест;1617;Ростовская обл.;3 166 901,00;3 593 623,00;-426 722,00;-11,87
482;11;Тульский Промышленник;2382;Тульская обл.;3 165 513,00;2 916 603,00;248 910,00;8,53
483;-2;Тамбовкредитпромбанк;1312;Тамбовская обл.;3 129 841,00;3 092 442,00;37 399,00;1,21
484;-2;Евроальянс;1781;Ивановская обл.;3 112 352,00;3 085 738,00;26 614,00;0,86
485;1;Европейский Индустриальный Банк;2503;Москва и обл.;3 100 313,00;3 017 227,00;83 086,00;2,75
486;-3;Уссури;596;Хабаровский край;3 098 776,00;3 060 226,00;38 550,00;1,26
487;18;Инвестиционный Республиканский Банк;2571;Москва и обл.;3 089 453,00;2 769 651,00;319 802,00;11,55
488;44;Промсельхозбанк;538;Москва и обл.;3 062 735,00;2 496 446,00;566 289,00;22,68
489;-22;Уралпромбанк;2964;Челябинская обл.;3 059 006,00;3 372 941,00;-313 935,00;-9,31
490;2;Долинск;857;Сахалинская обл.;3 008 904,00;2 916 785,00;92 119,00;3,16
491;6;Гринфилдбанк;2711;Москва и обл.;3 004 003,00;2 879 946,00;124 057,00;4,31
492;-2;Совинком;2302;Москва и обл.;2 962 931,00;2 938 109,00;24 822,00;0,84
493;9;Профессионал Банк;2471;Москва и обл.;2 924 501,00;2 825 067,00;99 434,00;3,52
494;4;НОКССбанк;3202;Волгоградская обл.;2 923 430,00;2 876 883,00;46 547,00;1,62
495;4;Енисей;474;Красноярский край;2 914 976,00;2 861 504,00;53 472,00;1,87
496;-37;Профессионал Банк;3296;Москва и обл.;2 883 681,00;3 538 473,00;-654 792,00;-18,50
497;3;Крыловский;456;Краснодарский край;2 858 181,00;2 858 137,00;44,00;0,00
498;11;ПК-Банк;2652;Нижегородская обл.;2 848 541,00;2 726 271,00;122 270,00;4,48
499;14;Преодоление;2649;Москва и обл.;2 840 886,00;2 679 255,00;161 631,00;6,03
500;-6;Банк РМП;2574;Москва и обл.;2 837 258,00;2 913 996,00;-76 738,00;-2,63
501;15;Идея Банк;430;Краснодарский край;2 824 725,00;2 649 678,00;175 047,00;6,61
502;-29;Банк Сберегательно-Кредитного Сервиса;3224;Москва и обл.;2 822 595,00;3 247 975,00;-425 380,00;-13,10
503;-7;Ураллига;1626;Челябинская обл.;2 821 363,00;2 889 292,00;-67 929,00;-2,35
504;19;Владпромбанк;870;Владимирская обл.;2 814 808,00;2 591 534,00;223 274,00;8,62
505;90;Витязь;2890;Москва и обл.;2 807 694,00;1 885 168,00;922 526,00;48,94
506;-18;ЕвроАксис Банк;3273;Москва и обл.;2 791 416,00;2 975 621,00;-184 205,00;-6,19
507;11;Московский Коммерческий Банк;3172;Москва и обл.;2 787 953,00;2 641 452,00;146 501,00;5,55
508;-84;РЕСО Кредит;3450;Москва и обл.;2 781 582,00;4 402 353,00;-1 620 771,00;-36,82
509;-24;Аспект;608;Москва и обл.;2 767 868,00;3 023 649,00;-255 781,00;-8,46
510;14;Гагаринский;606;Москва и обл.;2 764 521,00;2 576 780,00;187 741,00;7,29
511;-5;Диг-Банк;2423;Северная Осетия — Алания;2 764 311,00;2 759 882,00;4 429,00;0,16
512;21;Коммерческий Банк Развития;3364;Москва и обл.;2 759 821,00;2 478 610,00;281 211,00;11,35
513;14;Агророс;2860;Саратовская обл.;2 759 471,00;2 550 269,00;209 202,00;8,20
514;-6;Вологжанин;1896;Вологодская обл.;2 730 607,00;2 729 540,00;1 067,00;0,04
515;-1;Росбизнесбанк;1405;Москва и обл.;2 712 259,00;2 677 111,00;35 148,00;1,31
516;-5;Интеркапитал-Банк;2706;Мордовия;2 686 408,00;2 694 091,00;-7 683,00;-0,29
517;2;Ваш Личный Банк;1222;Иркутская обл.;2 685 216,00;2 626 628,00;58 588,00;2,23
518;-8;Вкабанк;1027;Астраханская обл.;2 672 709,00;2 700 909,00;-28 200,00;-1,04
519;-2;Костромаселькомбанк;1115;Костромская обл.;2 668 324,00;2 647 335,00;20 989,00;0,79
520;1;Конфидэнс Банк;970;Костромская обл.;2 660 226,00;2 621 853,00;38 373,00;1,46
521;4;Резерв;2364;Челябинская обл.;2 650 008,00;2 571 384,00;78 624,00;3,06
522;12;Элита;1399;Калужская обл.;2 644 384,00;2 469 989,00;174 395,00;7,06
523;39;Народный Доверительный Банк;2374;Москва и обл.;2 630 758,00;2 200 105,00;430 653,00;19,57
524;13;Инкаробанк;2696;Москва и обл.;2 627 163,00;2 412 782,00;214 381,00;8,89
525;34;Леноблбанк;1003;Санкт-Петербург и обл.;2 615 462,00;2 230 480,00;384 982,00;17,26
526;2;Национальный Банк Сбережений;1949;Ивановская обл.;2 605 083,00;2 531 269,00;73 814,00;2,92
527;11;ИпоТек Банк;2794;Москва и обл.;2 602 961,00;2 400 360,00;202 601,00;8,44
528;3;Северо-Западный 1 Альянс Банк;766;Санкт-Петербург и обл.;2 599 133,00;2 498 225,00;100 908,00;4,04
529;18;Пульс Столицы;3002;Москва и обл.;2 597 130,00;2 344 177,00;252 953,00;10,79
