Регион: все регионы
Показатель: Активы нетто

Позиция в рейтинге;Изменение позиции в рейтинге;Название банка;Номер лицензии;Регион регистрации;Июль, 2012, тыс. рублей;Июнь, 2012, тыс. рублей;Изменение, тыс. рублей;Изменение, %
260;0;Банк Акцепт;567;Новосибирская обл.;9 376 814,00;9 091 216,00;285 598,00;3,14
261;-8;Башинвестбанк;2189;Башкортостан;9 336 756,00;9 345 511,00;-8 755,00;-0,09
262;0;НОМОС-Банк-Сибирь;410;Новосибирская обл.;9 306 820,00;9 046 224,00;260 596,00;2,88
263;12;Военно-Промышленный Банк;3065;Москва и обл.;9 236 054,00;7 973 033,00;1 263 021,00;15,84
264;-6;Международный Акционерный Банк;1987;Москва и обл.;9 230 306,00;9 116 617,00;113 689,00;1,25
265;1;Екатеринбург;3161;Свердловская обл.;8 975 361,00;8 673 175,00;302 186,00;3,48
266;1;Русский Ипотечный Банк;1968;Москва и обл.;8 946 394,00;8 646 546,00;299 848,00;3,47
267;6;Фольксваген Банк Рус;3500;Москва и обл.;8 902 297,00;8 081 674,00;820 623,00;10,15
268;6;Руснарбанк;3403;Москва и обл.;8 809 915,00;8 005 782,00;804 133,00;10,04
269;0;Роскомснаббанк (бывш. Башкомснаббанк);1398;Башкортостан;8 798 194,00;8 478 277,00;319 917,00;3,77
270;-13;Рублев;3098;Москва и обл.;8 744 084,00;9 119 711,00;-375 627,00;-4,12
271;-19;Евромет;2902;Москва и обл.;8 719 515,00;9 372 954,00;-653 439,00;-6,97
272;-25;РусЮгбанк;2093;Волгоградская обл.;8 523 604,00;9 630 510,00;-1 106 906,00;-11,49
273;-5;Гарант-Инвест;2576;Москва и обл.;8 482 325,00;8 515 729,00;-33 404,00;-0,39
274;-11;Метробанк;2548;Москва и обл.;8 400 580,00;8 983 991,00;-583 411,00;-6,49
275;-4;Банк Жилищного Финансирования;3138;Москва и обл.;8 392 296,00;8 313 536,00;78 760,00;0,95
276;-6;Белгородсоцбанк;760;Белгородская обл.;8 353 107,00;8 355 568,00;-2 461,00;-0,03
277;29;Данске Банк;3307;Санкт-Петербург и обл.;8 279 650,00;6 815 465,00;1 464 185,00;21,48
278;-13;СЭБ Банк;3235;Санкт-Петербург и обл.;8 261 819,00;8 837 882,00;-576 063,00;-6,52
279;4;Банк Расчетов и Сбережений;2617;Москва и обл.;8 261 553,00;7 656 306,00;605 247,00;7,91
280;-4;Первый Экспресс;3237;Тульская обл.;8 231 085,00;7 939 407,00;291 678,00;3,67
281;-2;Промсбербанк;1043;Москва и обл.;8 182 537,00;7 874 097,00;308 440,00;3,92
282;-1;Снежинский;1376;Челябинская обл.;8 158 853,00;7 721 091,00;437 762,00;5,67
283;8;Северо-Восточный Альянс;2768;Москва и обл.;8 103 115,00;7 485 851,00;617 264,00;8,25
284;-2;РАМ Банк;3480;Москва и обл.;8 087 795,00;7 673 754,00;414 041,00;5,40
285;2;Автоторгбанк;2776;Москва и обл.;7 997 616,00;7 580 126,00;417 490,00;5,51
286;2;Росавтобанк;2767;Москва и обл.;7 906 932,00;7 557 741,00;349 191,00;4,62
287;16;Тройка-Д Банк;3431;Москва и обл.;7 869 320,00;6 916 761,00;952 559,00;13,77
288;-3;Русьуниверсалбанк;3293;Москва и обл.;7 805 695,00;7 605 099,00;200 596,00;2,64
289;-3;Унифин;2654;Москва и обл.;7 788 464,00;7 584 630,00;203 834,00;2,69
290;-10;Современный Коммерческий Инновационный Банк;3329;Москва и обл.;7 670 115,00;7 845 517,00;-175 402,00;-2,24
291;7;Генбанк;2490;Москва и обл.;7 667 137,00;7 139 198,00;527 939,00;7,39
292;2;КС Банк;1752;Мордовия;7 665 822,00;7 293 013,00;372 809,00;5,11
293;14;Монолит;1967;Москва и обл.;7 664 055,00;6 803 904,00;860 151,00;12,64
294;-1;Транснациональный Банк;2108;Москва и обл.;7 662 319,00;7 336 598,00;325 721,00;4,44
295;-11;Волго-Камский Банк;282;Самарская обл.;7 651 883,00;7 625 592,00;26 291,00;0,34
296;-7;Кузнецкбизнесбанк;1158;Кемеровская обл.;7 589 243,00;7 534 862,00;54 381,00;0,72
297;20;Датабанк;646;Удмуртия;7 491 711,00;6 510 051,00;981 660,00;15,08
298;25;Банк Финсервис;3388;Москва и обл.;7 369 604,00;6 309 107,00;1 060 497,00;16,81
299;-7;АФ Банк;991;Башкортостан;7 354 708,00;7 449 345,00;-94 637,00;-1,27
300;-3;Тусар;2712;Москва и обл.;7 232 961,00;7 199 014,00;33 947,00;0,47
301;114;Экси-Банк;2530;Санкт-Петербург и обл.;7 231 131,00;3 825 391,00;3 405 740,00;89,03
302;53;Славия;2664;Москва и обл.;7 221 637,00;5 306 331,00;1 915 306,00;36,09
303;-13;Новый Московский Банк;2932;Москва и обл.;7 132 674,00;7 527 667,00;-394 993,00;-5,25
304;-9;НИКО-Банк;702;Оренбургская обл.;7 111 016,00;7 276 285,00;-165 269,00;-2,27
305;4;Уралкапиталбанк;2519;Башкортостан;7 084 384,00;6 751 158,00;333 226,00;4,94
306;-6;Славянский Кредит;2960;Москва и обл.;7 066 113,00;7 110 085,00;-43 972,00;-0,62
307;-8;Финам Банк;2799;Москва и обл.;7 062 944,00;7 136 868,00;-73 924,00;-1,04
308;-4;Русь;704;Оренбургская обл.;7 034 285,00;6 885 488,00;148 797,00;2,16
309;9;Банк Торгового Финансирования;1982;Москва и обл.;6 993 736,00;6 509 866,00;483 870,00;7,43
310;-33;Кредит-Москва;5;Москва и обл.;6 982 391,00;7 930 286,00;-947 895,00;-11,95
311;1;ОПМ-Банк;2734;Москва и обл.;6 977 202,00;6 713 673,00;263 529,00;3,93
312;2;Банк на Гончарной (бывш. Япы Креди Банк Москва);2555;Москва и обл.;6 929 566,00;6 615 243,00;314 323,00;4,75
313;-2;Ставропольпромстройбанк;1288;Ставропольский край;6 724 281,00;6 734 301,00;-10 020,00;-0,15
314;6;ПИР Банк;2655;Москва и обл.;6 654 392,00;6 405 318,00;249 074,00;3,89
315;0;Рускобанк;138;Санкт-Петербург и обл.;6 631 111,00;6 561 531,00;69 580,00;1,06
316;9;Экспресс-Кредит;210;Москва и обл.;6 620 646,00;6 291 167,00;329 479,00;5,24
317;-7;Бенифит-Банк;3229;Москва и обл.;6 617 159,00;6 745 873,00;-128 714,00;-1,91
318;8;Волга-Кредит;1153;Самарская обл.;6 606 654,00;6 245 147,00;361 507,00;5,79
319;2;Экономикс-Банк;2136;Москва и обл.;6 540 679,00;6 393 233,00;147 446,00;2,31
320;-1;Темпбанк;55;Москва и обл.;6 462 917,00;6 453 658,00;9 259,00;0,14
321;-19;Солид Банк;1329;Камчатская обл.;6 460 260,00;7 046 435,00;-586 175,00;-8,32
322;-6;Хованский;2145;Москва и обл.;6 431 918,00;6 520 625,00;-88 707,00;-1,36
323;-15;Международный Коммерческий Банк;2524;Москва и обл.;6 414 228,00;6 760 767,00;-346 539,00;-5,13
324;-2;Томскпромстройбанк;1720;Томская обл.;6 408 990,00;6 349 976,00;59 014,00;0,93
325;22;Промтрансбанк;2638;Башкортостан;6 390 175,00;5 574 239,00;815 936,00;14,64
326;9;Банк Оранжевый;1659;Санкт-Петербург и обл.;6 379 175,00;5 946 797,00;432 378,00;7,27
327;-31;Миллениум Банк;3423;Москва и обл.;6 341 535,00;7 229 424,00;-887 889,00;-12,28
328;0;Ренессанс;1939;Москва и обл.;6 308 851,00;6 105 540,00;203 311,00;3,33
329;8;Банк Инноваций и Развития;2647;Москва и обл.;6 274 389,00;5 928 430,00;345 959,00;5,84
330;11;Транспортный;3174;Москва и обл.;6 177 895,00;5 787 397,00;390 498,00;6,75
331;5;Муниципальный Камчатпрофитбанк;2103;Камчатская обл.;6 128 889,00;5 937 742,00;191 147,00;3,22
332;-2;Бинбанк Тверь;777;Тверская обл.;6 104 513,00;6 027 126,00;77 387,00;1,28
333;5;Банк Казани;708;Татарстан;6 073 470,00;5 868 345,00;205 125,00;3,50
334;8;Дил-Банк;3384;Москва и обл.;6 031 737,00;5 751 158,00;280 579,00;4,88
335;-4;Автоградбанк;1455;Татарстан;6 026 890,00;6 026 066,00;824,00;0,01
336;-9;Вега-Банк;3270;Москва и обл.;6 016 403,00;6 165 560,00;-149 157,00;-2,42
337;-3;Банк Раунд;2506;Москва и обл.;6 010 435,00;5 961 387,00;49 048,00;0,82
338;-6;Объединенный Банк Промышленных Инвестиций;2626;Москва и обл.;5 919 430,00;6 018 899,00;-99 469,00;-1,65
339;6;Эксперт Банк;2949;Омская обл.;5 905 655,00;5 616 351,00;289 304,00;5,15
340;-1;ЕвроситиБанк;1869;Ставропольский край;5 872 447,00;5 848 890,00;23 557,00;0,40
341;41;Руссобанк;2313;Москва и обл.;5 866 713,00;4 678 772,00;1 187 941,00;25,39
342;1;ФДБ;3071;Москва и обл.;5 864 258,00;5 668 223,00;196 035,00;3,46
343;-30;Альба Альянс;2593;Москва и обл.;5 861 410,00;6 641 712,00;-780 302,00;-11,75
344;47;Банк БКФ;2684;Москва и обл.;5 839 047,00;4 470 674,00;1 368 373,00;30,61
345;-12;Дагэнергобанк;3286;Дагестан;5 804 490,00;5 997 039,00;-192 549,00;-3,21
346;2;Клиентский;2324;Москва и обл.;5 738 999,00;5 553 034,00;185 965,00;3,35
347;-18;Банк Развития Технологий;3441;Москва и обл.;5 636 977,00;6 080 060,00;-443 083,00;-7,29
348;-4;Югра;880;Тюменская обл.;5 621 184,00;5 646 409,00;-25 225,00;-0,45
349;0;Ассоциация;732;Нижегородская обл.;5 617 831,00;5 500 967,00;116 864,00;2,12
350;2;Агросоюз;1459;Москва и обл.;5 569 879,00;5 417 099,00;152 780,00;2,82
351;2;Тихоокеанский Внешторгбанк;1378;Сахалинская обл.;5 489 571,00;5 347 704,00;141 867,00;2,65
352;8;Московский Нефтехимический Банк;1411;Москва и обл.;5 474 618,00;5 195 268,00;279 350,00;5,38
353;-7;Юг-Инвестбанк;2772;Краснодарский край;5 472 652,00;5 590 315,00;-117 663,00;-2,10
354;-4;Национальный Залоговый Банк;2944;Москва и обл.;5 467 294,00;5 473 649,00;-6 355,00;-0,12
355;-50;Голдман Сакс Банк;3490;Москва и обл.;5 411 217,00;6 816 254,00;-1 405 037,00;-20,61
356;2;Трансстройбанк;2807;Москва и обл.;5 400 565,00;5 245 619,00;154 946,00;2,95
357;-3;Банк Кремлевский;2905;Москва и обл.;5 372 022,00;5 328 779,00;43 243,00;0,81
358;7;Банк Город;2644;Москва и обл.;5 314 294,00;5 080 583,00;233 711,00;4,60
359;2;Региональный Банк Развития;2782;Башкортостан;5 306 272,00;5 140 506,00;165 766,00;3,22
360;-1;Ишбанк;2867;Москва и обл.;5 290 003,00;5 243 862,00;46 141,00;0,88
361;-5;Банк на Красных Воротах;2472;Москва и обл.;5 287 784,00;5 258 273,00;29 511,00;0,56
362;-11;Финансовый Стандарт;1053;Москва и обл.;5 256 329,00;5 445 232,00;-188 903,00;-3,47
363;40;Джей энд Ти Банк;3061;Москва и обл.;5 155 711,00;4 020 549,00;1 135 162,00;28,23
364;4;Софрино;2972;Москва и обл.;5 143 742,00;5 043 091,00;100 651,00;2,00
365;1;Белгородпромстройбанк;1816;Белгородская обл.;5 138 168,00;5 067 056,00;71 112,00;1,40
366;-3;Волжский Социальный Банк;2428;Самарская обл.;5 138 056,00;5 126 286,00;11 770,00;0,23
367;2;Банк БФТ;2273;Москва и обл.;5 121 974,00;5 027 595,00;94 379,00;1,88
368;18;Проминвестбанк;2433;Москва и обл.;5 117 840,00;4 617 264,00;500 576,00;10,84
369;16;Платина;2347;Москва и обл.;5 084 834,00;4 645 994,00;438 840,00;9,45
370;18;Лесбанк;1598;Москва и обл.;5 080 304,00;4 570 192,00;510 112,00;11,16
371;-7;Бланк Банк;2368;Москва и обл.;5 078 868,00;5 113 635,00;-34 767,00;-0,68
372;-5;Северный Народный Банк;2721;Коми;5 020 008,00;5 049 604,00;-29 596,00;-0,59
373;-11;Развитие;2729;Карачаево-Черкесия;5 018 995,00;5 128 247,00;-109 252,00;-2,13
374;-4;Сиббизнесбанк;2539;Тюменская обл.;5 007 852,00;4 958 595,00;49 257,00;0,99
375;-18;Татсоцбанк;480;Татарстан;4 986 256,00;5 254 621,00;-268 365,00;-5,11
376;1;Банкхаус Эрбе;1717;Москва и обл.;4 976 535,00;4 729 719,00;246 816,00;5,22
377;6;Нижневолжский Коммерческий Банк;931;Саратовская обл.;4 933 116,00;4 666 547,00;266 569,00;5,71
378;-5;Чувашкредитпромбанк;1280;Чувашия;4 930 553,00;4 831 106,00;99 447,00;2,06
379;2;Риабанк;3434;Москва и обл.;4 909 130,00;4 693 704,00;215 426,00;4,59
380;-9;Вокбанк;312;Нижегородская обл.;4 906 753,00;4 955 626,00;-48 873,00;-0,99
381;-6;Зернобанк;2337;Алтайский край;4 898 232,00;4 761 485,00;136 747,00;2,87
382;-3;Актив Банк;2529;Мордовия;4 810 128,00;4 724 288,00;85 840,00;1,82
383;-11;Бинбанк Мурманск;1276;Мурманская обл.;4 807 330,00;4 863 287,00;-55 957,00;-1,15
384;-10;Сибсоцбанк;2015;Алтайский край;4 802 827,00;4 764 670,00;38 157,00;0,80
385;4;Нэклис-Банк;1671;Москва и обл.;4 747 879,00;4 554 108,00;193 771,00;4,25
386;-6;Анкор Банк;889;Татарстан;4 745 182,00;4 698 761,00;46 421,00;0,99
387;-3;Сибнефтебанк;385;Тюменская обл.;4 718 875,00;4 648 597,00;70 278,00;1,51
388;-10;Камский Коммерческий Банк;438;Татарстан;4 689 430,00;4 728 976,00;-39 546,00;-0,84
389;-65;Кузнецкий Мост;2254;Москва и обл.;4 649 682,00;6 301 095,00;-1 651 413,00;-26,21
390;6;Реалист Банк;1067;Иркутская обл.;4 537 108,00;4 318 727,00;218 381,00;5,06
391;2;Банк Развития Региона;3315;Северная Осетия — Алания;4 519 976,00;4 454 934,00;65 042,00;1,46
392;3;Мой Банк. Ипотека;2436;Башкортостан;4 507 982,00;4 322 598,00;185 384,00;4,29
393;1;Русский Торговый Банк;2842;Москва и обл.;4 493 127,00;4 418 509,00;74 618,00;1,69
394;-4;Бинбанк Смоленск;1957;Смоленская обл.;4 492 994,00;4 517 516,00;-24 522,00;-0,54
395;6;Профит Банк;3234;Москва и обл.;4 473 566,00;4 065 410,00;408 156,00;10,04
396;1;ВостСибтранскомбанк;2731;Иркутская обл.;4 442 253,00;4 309 551,00;132 702,00;3,08
397;-10;Ури Банк;3479;Москва и обл.;4 435 390,00;4 614 184,00;-178 794,00;-3,87
398;7;Русский Земельный Банк;2810;Москва и обл.;4 389 354,00;4 015 691,00;373 663,00;9,31
399;-23;Торгово-Строительный Банк;1250;Москва и обл.;4 350 584,00;4 752 120,00;-401 536,00;-8,45
400;-2;Хлебобанк;1812;Москва и обл.;4 338 616,00;4 291 211,00;47 405,00;1,10
401;6;Межрегиональный промышленно-строительный банк;752;Мордовия;4 305 067,00;3 966 045,00;339 022,00;8,55
402;19;Банк Заречье;817;Татарстан;4 175 796,00;3 723 036,00;452 760,00;12,16
403;5;Коммерческий Банк Развития;3364;Москва и обл.;4 174 435,00;3 964 089,00;210 346,00;5,31
404;-5;Промэнергобанк;2728;Вологодская обл.;4 149 463,00;4 107 336,00;42 127,00;1,03
405;-13;Зенит Сочи;232;Краснодарский край;4 118 364,00;4 461 234,00;-342 870,00;-7,69
406;13;Юникорбанк;2586;Москва и обл.;4 082 046,00;3 754 847,00;327 199,00;8,71
407;-1;Межрегиональный Почтовый Банк;3171;Москва и обл.;4 070 288,00;3 985 267,00;85 021,00;2,13
408;-4;Енисейский Объединенный Банк;2645;Красноярский край;4 063 601,00;4 018 672,00;44 929,00;1,12
409;-9;Век;2299;Москва и обл.;4 049 438,00;4 083 739,00;-34 301,00;-0,84
410;-8;2Т Банк;625;Москва и обл.;4 026 117,00;4 039 120,00;-13 003,00;-0,32
411;2;Промрегионбанк;2123;Томская обл.;3 983 577,00;3 841 993,00;141 584,00;3,69
412;5;Ермак;1809;Тюменская обл.;3 955 893,00;3 797 176,00;158 717,00;4,18
413;-1;Хакасский Муниципальный Банк;1049;Хакасия;3 955 721,00;3 845 114,00;110 607,00;2,88
414;-4;Кранбанк;2271;Ивановская обл.;3 919 980,00;3 949 828,00;-29 848,00;-0,76
415;184;Новокиб;1747;Кемеровская обл.;3 915 316,00;1 673 312,00;2 242 004,00;133,99
416;-7;Новобанк;1352;Новгородская обл.;3 903 051,00;3 960 790,00;-57 739,00;-1,46
417;-3;Спецсетьстройбанк;3062;Москва и обл.;3 858 710,00;3 831 208,00;27 502,00;0,72
418;4;Стратегия;2801;Москва и обл.;3 826 934,00;3 676 154,00;150 780,00;4,10
419;83;Киви Банк;2241;Москва и обл.;3 824 925,00;2 519 822,00;1 305 103,00;51,79
420;-9;Стройлесбанк;2995;Тюменская обл.;3 802 327,00;3 907 158,00;-104 831,00;-2,68
421;164;Севзапинвестпромбанк;2152;Санкт-Петербург и обл.;3 706 117,00;1 786 291,00;1 919 826,00;107,48
422;2;Инвестиционный Союз;637;Москва и обл.;3 688 159,00;3 614 711,00;73 448,00;2,03
423;16;Межтрастбанк;2493;Москва и обл.;3 661 006,00;3 380 767,00;280 239,00;8,29
424;-8;Донкомбанк;492;Ростовская обл.;3 658 363,00;3 814 976,00;-156 613,00;-4,11
425;0;Газстройбанк;2919;Москва и обл.;3 654 889,00;3 609 214,00;45 675,00;1,27
426;2;Нейва;1293;Свердловская обл.;3 617 694,00;3 566 288,00;51 406,00;1,44
427;11;Интерактивный Банк;3378;Москва и обл.;3 582 616,00;3 384 024,00;198 592,00;5,87
428;95;Система;2846;Москва и обл.;3 551 108,00;2 294 147,00;1 256 961,00;54,79
429;-6;Донинвест;1617;Ростовская обл.;3 531 003,00;3 672 457,00;-141 454,00;-3,85
430;4;Тюменьагропромбанк;917;Тюменская обл.;3 521 435,00;3 452 050,00;69 385,00;2,01
431;43;Таатта;1249;Саха (Якутия);3 514 382,00;2 834 088,00;680 294,00;24,00
432;-3;Ипотека-Инвест;3070;Татарстан;3 512 908,00;3 514 185,00;-1 277,00;-0,04
433;-7;Приоритет;3135;Самарская обл.;3 509 930,00;3 597 944,00;-88 014,00;-2,45
434;7;Азия-Инвест Банк;3303;Москва и обл.;3 501 495,00;3 354 680,00;146 815,00;4,38
435;7;Бинбанк Сургут;1701;Тюменская обл.;3 485 568,00;3 319 839,00;165 729,00;4,99
436;-5;Новопокровский;467;Краснодарский край;3 474 601,00;3 476 226,00;-1 625,00;-0,05
437;-7;Аскольд;2480;Смоленская обл.;3 454 002,00;3 485 679,00;-31 677,00;-0,91
438;-11;Профессионал Банк;3296;Москва и обл.;3 409 443,00;3 593 923,00;-184 480,00;-5,13
439;-6;Горбанк;2982;Санкт-Петербург и обл.;3 402 338,00;3 457 367,00;-55 029,00;-1,59
440;18;Алтайкапиталбанк;2659;Алтайский край;3 397 334,00;3 012 524,00;384 810,00;12,77
441;-1;Объединенный Кредитный Банк;1118;Владимирская обл.;3 384 213,00;3 377 716,00;6 497,00;0,19
442;9;Оргбанк;3312;Москва и обл.;3 375 783,00;3 089 317,00;286 466,00;9,27
443;6;ИТ Банк;2609;Омская обл.;3 308 368,00;3 107 960,00;200 408,00;6,45
444;-12;Лада-Кредит;2668;Самарская обл.;3 304 156,00;3 470 121,00;-165 965,00;-4,78
445;9;Витабанк;356;Санкт-Петербург и обл.;3 290 718,00;3 063 750,00;226 968,00;7,41
446;2;Северный Кредит;2398;Вологодская обл.;3 282 223,00;3 187 318,00;94 905,00;2,98
447;0;Кузнецкий;609;Пензенская обл.;3 279 523,00;3 195 509,00;84 014,00;2,63
448;-13;Камчаткомагропромбанк;545;Камчатская обл.;3 266 122,00;3 450 859,00;-184 737,00;-5,35
449;-6;Еврокоммерц;1777;Москва и обл.;3 239 710,00;3 275 069,00;-35 359,00;-1,08
450;3;Евроальянс;1781;Ивановская обл.;3 202 637,00;3 069 009,00;133 628,00;4,35
451;19;РБА;3413;Ярославская обл.;3 197 331,00;2 926 555,00;270 776,00;9,25
452;-15;Ураллига;1626;Челябинская обл.;3 189 653,00;3 400 065,00;-210 412,00;-6,19
453;-7;Универсальный Кредит;2903;Москва и обл.;3 188 566,00;3 205 704,00;-17 138,00;-0,53
454;3;Синко-Банк;2838;Москва и обл.;3 171 903,00;3 035 125,00;136 778,00;4,51
455;-37;Сибирский Банк Реконструкции и Развития;1284;Тюменская обл.;3 145 081,00;3 770 070,00;-624 989,00;-16,58
456;25;Мосуралбанк;2468;Москва и обл.;3 142 933,00;2 742 269,00;400 664,00;14,61
457;-5;Нефтепромбанк;2156;Москва и обл.;3 139 206,00;3 083 359,00;55 847,00;1,81
458;-22;Мастер-Капитал;3011;Москва и обл.;3 116 434,00;3 402 782,00;-286 348,00;-8,42
459;9;Банк Экономический Союз;2798;Москва и обл.;3 095 392,00;2 941 284,00;154 108,00;5,24
460;5;Стромкомбанк;404;Красноярский край;3 067 434,00;2 954 554,00;112 880,00;3,82
461;1;Земский Банк;2900;Самарская обл.;3 056 828,00;3 006 302,00;50 526,00;1,68
462;9;Гринфилдбанк;2711;Москва и обл.;3 055 863,00;2 924 097,00;131 766,00;4,51
463;1;Сберинвестбанк;1743;Свердловская обл.;3 052 431,00;2 974 441,00;77 990,00;2,62
464;-3;Роял Кредит Банк;783;Хабаровский край;3 027 850,00;3 006 783,00;21 067,00;0,70
465;-10;ПК-Банк;2652;Москва и обл.;3 004 380,00;3 043 932,00;-39 552,00;-1,30
466;-22;Океан Банк;1697;Москва и обл.;2 973 398,00;3 236 882,00;-263 484,00;-8,14
467;12;Аспект;608;Москва и обл.;2 971 159,00;2 761 092,00;210 067,00;7,61
468;-9;Милбанк;3256;Москва и обл.;2 947 344,00;3 010 425,00;-63 081,00;-2,10
469;0;Сити Инвест Банк;3194;Санкт-Петербург и обл.;2 940 500,00;2 938 650,00;1 850,00;0,06
470;-20;Смартбанк;3408;Москва и обл.;2 925 630,00;3 097 675,00;-172 045,00;-5,55
471;-4;Венец;524;Ульяновская обл.;2 923 087,00;2 945 232,00;-22 145,00;-0,75
472;-9;Уралпромбанк;2964;Челябинская обл.;2 911 908,00;2 992 993,00;-81 085,00;-2,71
473;2;Долинск;857;Сахалинская обл.;2 888 106,00;2 827 590,00;60 516,00;2,14
474;4;Живаго Банк;2065;Рязанская обл.;2 883 009,00;2 804 779,00;78 230,00;2,79
475;-19;Консервативный Коммерческий Банк;1087;Астраханская обл.;2 878 944,00;3 035 347,00;-156 403,00;-5,15
476;-16;Агророс;2860;Саратовская обл.;2 876 212,00;3 006 978,00;-130 766,00;-4,35
477;-1;Совинком;2302;Москва и обл.;2 852 675,00;2 814 414,00;38 261,00;1,36
478;8;Эл Банк;1025;Самарская обл.;2 849 865,00;2 698 560,00;151 305,00;5,61
479;3;Профессионал Банк;2471;Москва и обл.;2 813 428,00;2 733 254,00;80 174,00;2,93
480;-60;Московский Коммерческий Банк;3172;Москва и обл.;2 800 164,00;3 745 269,00;-945 105,00;-25,23
481;22;ИпоТек Банк;2794;Москва и обл.;2 783 786,00;2 503 927,00;279 859,00;11,18
482;-5;НОКССбанк;3202;Волгоградская обл.;2 771 973,00;2 809 616,00;-37 643,00;-1,34
483;6;Еврокредит;2957;Москва и обл.;2 769 413,00;2 652 743,00;116 670,00;4,40
484;-18;Региональный Кредитный Банк;1608;Калининградская обл.;2 765 530,00;2 947 089,00;-181 559,00;-6,16
485;6;Навигатор;2469;Москва и обл.;2 759 743,00;2 645 249,00;114 494,00;4,33
486;-14;Уралприватбанк;153;Свердловская обл.;2 750 632,00;2 873 838,00;-123 206,00;-4,29
487;5;Первый Инвестиционный Банк;604;Москва и обл.;2 748 870,00;2 644 490,00;104 380,00;3,95
488;6;Банк ИТБ;3128;Москва и обл.;2 737 046,00;2 629 815,00;107 231,00;4,08
489;-9;Тамбовкредитпромбанк;1312;Тамбовская обл.;2 726 090,00;2 747 646,00;-21 556,00;-0,78
490;11;Форус Банк;3457;Нижегородская обл.;2 720 371,00;2 530 697,00;189 674,00;7,49
491;-4;Преодоление;2649;Москва и обл.;2 704 339,00;2 696 890,00;7 449,00;0,28
492;-2;Союзный;3236;Москва и обл.;2 690 586,00;2 645 700,00;44 886,00;1,70
493;-20;Интеркапитал-Банк;2706;Мордовия;2 663 458,00;2 836 875,00;-173 417,00;-6,11
494;18;Росбизнесбанк;1405;Москва и обл.;2 662 780,00;2 437 133,00;225 647,00;9,26
495;21;Крокус-Банк;2682;Москва и обл.;2 632 533,00;2 407 236,00;225 297,00;9,36
496;0;Енисей;474;Красноярский край;2 626 339,00;2 581 258,00;45 081,00;1,75
497;9;Богородский;1277;Нижегородская обл.;2 624 197,00;2 492 317,00;131 880,00;5,29
498;40;Резерв;2364;Челябинская обл.;2 620 515,00;2 127 967,00;492 548,00;23,15
499;1;Аксонбанк;680;Костромская обл.;2 598 865,00;2 541 421,00;57 444,00;2,26
500;-17;Банк РМП;2574;Москва и обл.;2 586 340,00;2 733 163,00;-146 823,00;-5,37
501;14;НБК-Банк;3283;Москва и обл.;2 575 550,00;2 409 699,00;165 851,00;6,88
502;-5;Костромаселькомбанк;1115;Костромская обл.;2 566 688,00;2 564 654,00;2 034,00;0,08
503;8;Мосводоканалбанк;2863;Москва и обл.;2 558 358,00;2 437 583,00;120 775,00;4,95
504;-16;Капитал;575;Москва и обл.;2 556 104,00;2 657 692,00;-101 588,00;-3,82
505;-6;Тульский Промышленник;2382;Тульская обл.;2 543 499,00;2 543 339,00;160,00;0,01
506;-2;Констанс-Банк;2228;Санкт-Петербург и обл.;2 532 713,00;2 497 520,00;35 193,00;1,41
507;-14;Инкаробанк;2696;Москва и обл.;2 526 673,00;2 634 781,00;-108 108,00;-4,10
508;-23;ЕвроАксис Банк;3273;Москва и обл.;2 520 151,00;2 702 150,00;-181 999,00;-6,74
509;-14;Финансово-Промышленный Капитал;3295;Москва и обл.;2 519 404,00;2 606 938,00;-87 534,00;-3,36
510;-5;Национальный Банк Сбережений;1949;Ивановская обл.;2 508 593,00;2 494 600,00;13 993,00;0,56
511;94;Новое Время;3492;Москва и обл.;2 495 971,00;1 638 685,00;857 286,00;52,32
512;-14;Вкабанк;1027;Астраханская обл.;2 488 237,00;2 562 637,00;-74 400,00;-2,90
513;0;Крыловский;456;Краснодарский край;2 483 162,00;2 433 645,00;49 517,00;2,03
514;-7;Гагаринский;606;Москва и обл.;2 468 955,00;2 483 052,00;-14 097,00;-0,57
515;-5;Русский Трастовый Банк;1139;Москва и обл.;2 455 133,00;2 441 095,00;14 038,00;0,58
516;3;Коммерческий Индо Банк;3446;Москва и обл.;2 453 168,00;2 357 521,00;95 647,00;4,06
517;-8;ИРС;272;Москва и обл.;2 452 836,00;2 447 839,00;4 997,00;0,20
518;-34;Итуруп;2390;Сахалинская обл.;2 443 381,00;2 721 465,00;-278 084,00;-10,22
519;6;Республиканский Банк;3277;Москва и обл.;2 425 761,00;2 273 453,00;152 308,00;6,70
520;-2;Вологжанин;1896;Вологодская обл.;2 424 593,00;2 378 847,00;45 746,00;1,92
521;24;Объединенная Расчетная Система;3342;Москва и обл.;2 418 734,00;2 083 872,00;334 862,00;16,07
522;-14;Уссури;596;Хабаровский край;2 415 928,00;2 448 115,00;-32 187,00;-1,31
523;20;Союзпромбанк;2965;Москва и обл.;2 397 843,00;2 097 477,00;300 366,00;14,32
524;13;Траст Капитал Банк;2741;Москва и обл.;2 326 218,00;2 139 564,00;186 654,00;8,72
525;2;ФорБанк;2063;Алтайский край;2 315 708,00;2 266 357,00;49 351,00;2,18
526;-81;Земкомбанк;574;Ростовская обл.;2 312 801,00;3 225 462,00;-912 661,00;-28,30
527;14;Банк Пермь;875;Пермская обл.;2 307 196,00;2 106 692,00;200 504,00;9,52
