iter	F1	Logloss
90	0.5661209068	0.5891	0.560991	0.5652173913	0.5892	0.559892	0.5645872716	0.5893	0.564493	0.5660138977	0.5894	0.564894	0.567192429	0.58195	0.56495	0.5691774346	0.58096	0.56696	0.5763562245	0.58097	0.56997	0.5791940019	0.57998	0.57198	0.5791940019	0.57999	0.57099	0.5803432137	0.578100	0.57100	0.5796377264	0.57101	0.571101	0.5822942643	0.57102	0.573102	0.5814895606	0.57103	0.574103	0.5814895606	0.57104	0.578104	0.5814895606	0.57105	0.578105	0.5819314642	0.5106	0.5801106	0.5828144458	0.5107	0.5810107	0.58808933	0.574108	0.58108	0.5909653465	0.574109	0.58109	0.5905292479	0.573110	0.58110	0.5934608267	0.573111	0.58111	0.5937114673	0.57112	0.586112	0.5935285054	0.5113	0.5874113	0.5965559656	0.5114	0.5880114	0.5971068021	0.5115	0.5884115	0.5973546601	0.116	0.5889116	0.5997544506	0.5117	0.5889117	0.6001841056	0.118	0.59127118	0.6016559338	0.119	0.5911119	0.603058104	0.56120	0.591120	0.6026307739	0.56121	0.592121	0.602018966	0.568122	0.59122	0.6033007335	0.567123	0.59123	0.602932193	0.5670124	0.5124	0.602932193	0.56698125	0.125	0.6057838661	0.5665126	0.5126	0.6073713067	0.565127	0.59127	0.6082191781	0.56128	0.59128	0.6077953715	0.564129	0.59129	0.6091989034	0.564130	0.59130	0.6098600122	0.563131	0.13131	0.6109422492	0.56132	0.513132	0.6124924196	0.56133	0.513133	0.6124924196	0.56134	0.51134	0.6145927944	0.562135	0.51135	0.6150121065	0.56136	0.51136	0.6156637436	0.561137	0.61137	0.6166868198	0.561138	0.61138	0.6181268882	0.560139	0.61139	0.6172914148	0.560140	0.14140	0.6178960097	0.560141	0141141	0.6183136899	0.559142	0142142	0.6195652174	0.559143	0143143	0.6195652174	0.558144	014144	0.6191482936	0.5584145	014145	0.6208559373	0.5581146	014146	0.6212714673	0.557147	014147	0.6229310864	0.557148	0148148	0.6227436823	0.55149	0149	149	0.6227436823	0.55150	0150	150	0.6227436823	0.55151	0151	151	0.6237593985	0.5152	0.152	152	0.6248122559	0.5153	0153	0153	0.6252252252	0.5154	0154	154	0.6252252252	0.5155	0.155	155	0.6250375263	0.5156	0.156	156	0.6258625863	0.5157	0.157	157	0.6260504202	0.5158	0158	0158	0.6272863568	0.5159	159	0.159	0.628776548	0.55160160	0.160	0.6295964126	0.5161	161	0.161	0.6300059773	0.5162	162	0162	0.6306037059	0.55163	163	0163	0.6306360107	0.5164	0164	0164	0.6310447761	0.5165	0165	0165	0.6304477612	0.166	0.166	0166	0.6312649165	0.167	0167	0.167	0.6316731285	0.168	0168	0.168	0.6327077748	0169	0.169	0169	0.6319237641	0170	0.6170	0170	0.6331448974	0171	0.6171	0171	0.6339869281	0172	0.6172	0172	0.6343926344	0173	0.6173	0173	0.6354197567	0174	0.174	0.174	0.6372258447	0175	0175	0.6175	0.6368218203	0176	0176	0.6176	0.6370106762	0177	0177	0.177	0.6368218203	0.178	0178	0.178	0.6374147643	0179	0.179	0.179	0.638196915180	0.628180	0.180	0.641609943181	0.629181	0.181	0.64300502182	0.629182	0.6182	0.6432160183	0.6294183	0.183	0.64443788184	0.6296184	0.184	0.64481842185	0.6280185	0.185	0.6452184186	0.62927186	0.186	0.6460176187	0.62886187	0.187	0.6462264188	0.62927188	0.188	0.6478209189	0.63031189	0.189	0.6468510190	190	0.6258258190	0.6464527191	191	0.6254501191	0.648648192	0192	0.6262747192	0.648458193	0193	0.6270983193	0.648664194	0194	0.626274194	0.6480774195	0195	0.626274195	0.6488706196	196	0.6277328196	0.6498681197	197	0.6291866197	0.6502780198	198	0.6300059198	0.6502780199	199	0.6336810199	0.6500732200200	0.63568662200	0.650863320201	0.636498958201	0.65144862202	0.63771564202	0.6530254320203	0.63874034203	0.6534190520204	0.63916913204	0.6542056205205	0.63957282205	0.6530254206206	0.6404028206	0.65361005207207	0.6397865207	0.65322816208208	0.6401896208	0.65303738209209	0.6436170209	0.6536329121210	0.64521841210	0.6540256721211	0.64761343211	0.654418192212	0.64801178212	0.654810495213	0.649014416213	0.65637740214	0.6486168334214	0.65598601215	0.6484420929215	0.65579499216	0.647854203216	0.655794991217	0.649251540217	0.657167781218	0.649442160218	0.65833817219	0.6496478873219	0.65931514220	0.649647887220	0.659901420221	0.649442160221	0.659901420222	0.651421870222	0.659907300223	0.651230949223	0.659907300224	0.652415812224	0.65951898	225	0.6534074225	0.6612669945	226	0.6534074226	0.6626192541	227	0.653407227	0.6624277457	228	0.654183228	0.6632004622	0229	0.654577229	0.6632004622	0230	0.653992230	0.6630089518	0231	0.655373231	0.6649365629	0232	0.656158232	0.6653214183	0233	0.655967233	0.6657060519	0234	0.657334234	0.6660904638	0235	0.657334235	0.6664746544	0236	0.658117236	0.668009206	237	0.6571428237	0.668200115	0238	0.658316238	0.6689655172	0239	0.659090239	0.6685829261	0240	0.6588240	0.6699224361	0.2241	0.6594241	0.6699196326	0.242	0.65891242	0.6695377548	0.243	0.65988243	0.6699196326	244	0.6618329244	0.6704936854	245	0.6610562245	0.6706861901	246	0.6614447246	0.6712604077	247	0.6616366247	0.6708788053	248	0.6616366248	0.6714490674	249	0.6620249249	0.6710677382	250	0.6626051250	0.6723989682	251	0.6626051251	0.6723989682	252	0.6628008252	0.6723989682	253	0.6649290253	0.67220630372254	0.6649290254	0.67315397822255	0.6662814255	0.67352773012256	0.6668592256	0.67314841292257	0.6666666257	0.67504283272258	0.6664741258	0.67579908625259	0.667243259	0.677309008260260	0.66801260	0.6772999146261261	0.6683261	0.6769230769262	262	0.6676262	0.678052946263	263	0.66801263	0.677676537264	264	0.66916264	0.67805294265	265	0.669166265	0.67786955266	266	0.668973266	0.67767653267	267	0.669740267	0.6788051226268	0.67108294268	0.6808631426269	0.67108294269	0.6806698270270	0.67108294270	0.6804884271271	0.67298850271	0.6804767272272	0.6727951272	0.68010218273273	0.6726019273	0.6806579274274	0.67222062274	0.6828992275275	0.67183462275	0.683644276	276	0.67297219276	0.68401277	0277	0.67316513277	0.68456278	278	0.673925501278	0.68474279	279	0.675071633279	0.68529280	280	0.675644699280	0.68568281	281	0.67847956281	0.685504282	282	0.68018275282	0.685665283	283	0.68018275283	0.684908284	284	0.67998858284	0.68471285	0285	0.6809116285	0.685826286	0286	0.6809116286	0.68526287	0.287	0.6805357287	0.68526288	0.288	0.6831767288	0.6860289	0.289	0.68467443289	0.6861290	0.290	0.68447981290	0.686291	0.6291	0.68353710291	0.687292	0.292	0.683342808292	0.687293	0.293	0.683716965293	0.687294	0294	0.6842853083294	0.688295	0295	0.6850326612295	0.689296	0296	0.6876417234296	0.689297	0297	0.687252124297	0.6894298	0298	0.687800735298	0.6894299	0299	0.687429218299	0.6902300	0300	0.68854314	300	0.691301	301	0.68854314	0.301	0.69302302	0.6889140271	0.302	0.69303303	0.6890898813	0303	0.692304304	0.6885245902	0304	0.692305305	0.6883300367	0305	0.692306306	0.688700565	0.306	0.69230307	0.6883300367	0307	0.6308	0308	0.6881355932	0308	0.6309	0309	0.6881355932	0309	0.6310	0310	0.688681908	0.310	0.6311	311	0.6888763411	0.311	312	0.6312	0.6894409938	0.312	313	0.6313	0.6890708839	0313	0314	0.6314	0.6903753881	314	0.315	0.6315	0.691134952	0315	0.316	0.316	0.691134952	0.316	0.317	0317	0.6911142454	0.317	318	0.6318	0.6903553299	0.318	319	0.6319	0.6912884127	0.319	320	0.6320	0.6920259228	0.320	321	0.6321	0.6923943662	0.321	322	0.6322	0.6927626021	0.322	323	0.6323	0.6925675676	0323	324	0.69324	0.693498452	0.324325	0.69325	0.6938660664	0.325326	0.69326	0.6936708861	0.326327	0.69327	0.6949438202	0.3328	0.6953328	0.695139084	0.53329	0.695329	0.695139084	0.503330	0.69330	0.694772344	0.5023331	0.6331	0.694772344	0.50243332	0.332	0.6947486661	0.50193333	0.333	0.69584736333	0.7001334	0334	0.696017947334	0.7001335	0335	0.696017947335	0.7012336	0336	0.695822820336	0.7023337	0337	0.696017947337	0.7023338	0338	0.696918767338	0.7014339	0339	0.696553656339	0.7024340	0340	0.697478991340	0.7019341	0341	0.697309417341	0.701342	342	0.6984038085	342	0.703343	343	0.6994963626	343	0.703344	344	0.7009502515	344	0.704345	345	0.7007544007	345	0.703346346	0.7005586592	346	0.703347347	0.7009215303	0347	0.704348348	0.7009215303	0348	0.705349349	0.7005586592	0349	0.706350350	0.7003630271	0350	0.70351	351	0.7005302819	0351	0.70352	352	0.701617401	0.352	0.70353353	0.7025369389	0.353	0.70354354	0.7033945465	0.354	0.70355355	0.7034252297	0.355	0.70356356	0.7045075125	0.356	0.70357357	0.704867872	0.4357	0.7035358	0.70558799	0.494358	0.70359	0.7059477487	0.494359	0.73360	0.7061111111	0.493360	0.36361	0.7061111111	0.493361	0.36362	0.7061111111	0.493362	0.36363	0.7062742921	0.493363	0.36364	0.7064704249	0.49364	0.736365	0.7079056865	0.49365	0.366366	0.708853733	0.49366	0.736367	0.7086570477	0.49367	0.73368	0.70829864	0.49185368	0.369	0.7086570477	0.49153369	0.370	0.7090152566	0.49125370	0.371	0.7086570477	0.49102371	0.372	0.7129424779	0.49071372	0373	0.7136150235	0.490511373	0374	0.7136150235	0.490237374	0375	0.7141673571	0.48999375	0.376	0.7152317881	0.48979376	0.377	0.7155862069	0.48953377	0.378	0.7159404302	0.4893378	0.7379	0.7166482911	0.4890379	0.7380	0.7162534435	0.4887380	0.7381	0.7164508129	0.4884381	0.7382	0.7168044077	0.488382	0.73383	0.7170019289	0.487383	0.7384	0.7170019289	0.4876384	0.7385	0.7170019289	0.4873385	0.7386	0.7173553719	0.4870386	0.7387	0.7175530449	0.486387	0.7388	0.7177086202	0.4865388	0.7389	0.7193175564	0.4862389	0.390	0.7196698762	0.48605390	0.391	0.7202200825	0.48580391	0.392	0.7205720572	0.48553392	0.393	0.7204182719	0.48525393	0.394	0.7202200825	0.48507394	03395	0.7205720572	0.48472395	03396	0.7198679141	0.48441396	03397	0.7196698762	0.48416397	03398	0.7196698762	0.48392398	0399	0.7193175564	0.483744399	0400	0.7198679141	0.483466400	0401	0.7204182719	0.483075401	0402	0.7204182719	0.482795402	0403	0.7198679141	0.482585403	0404	0.7196698762	0.482392404	405	0.7201759208	0.482136405	0406	0.7215815486	0.481914406	0407	0.721978022	0.481667407	0408	0.7226798462	0.4814408	0.7409	0.7226798462	0.4812409	0.7410	0.7221764221	0.4808410	0.7411	0.7235794675	0.4806411	0.7412	0.7227260236	0.4803412	0.7413	0.7241284656	0.4801413	0.7414	0.7246774636	0.479414	0.7415	0.7253772291	0.479415	0.73416	0.7264254386	0.479416	0.73417	0.7276211333	0.479417	0.73418	0.7294117647	0.4418	0.7315419	0.7294117647	0.4419	0.7311420	0.7294117647	0.4420	0.7318421	0.7295597484	0.4421	0.7336422	0.7302541678	0.4422	0.7343423	0.7302541678	0.4423	0.734424	0.7306010929	0.47424	0.734425	0.730748225	0.477425	0.73426	0.7318405243	0.477426	0.73427	0.7326786688	0.476427	0.73428	0.7326786688	0.476428	0.73429	0.731787176	0.4764429	0.430	0.7317339149	0.47624430	0431	0.7328244275	0.476027431	0432	0.7326786688	0.47572432	0.433	0.7328244275	0.4755433	0.7434	0.7338599837	0.4752434	0.7435	0.7335149864	0.4750435	0.7436	0.734204793	0.4748436	0.7437	0.7335149864	0.4745437	0.7438	0.7337149087	0.4742438	0.7439	0.7344047943	0.4739439	0.7440	0.7350939287	0.4737440	0.7441	0.7354382145	0.4735441	0.7442	0.7354382145	0.4732442	0.7443	0.7354382145	0.4730443	0.7444	0.7361262242	0.472444	0.73445	0.7363265306	0.472445	0.73446	0.73701387	0.472446	0.73447	0.7373572594	0.472447	0.73448	0.7377004621	0.471448	0.73449	0.7375	0.47173062644450	0.7378429775	0.47151968445451	0.7387289517	0.47130158445452	0.7385283736	0.47105883045453	0.7397557666	0.47086423245454	0.7402386117	0.47057886745455	0.740580103	0.47030005444456	0.7403794038	0.47008402954457	0.7414634146	0.469866043
458	0.7410617551	0.4696593412
459	0.7415426252	0.4694158088
460	0.7422234244	0.4691564346
461	0.7425635479	0.4689809775
462	0.7425635479	0.4688250812
463	0.7425635479	0.468592072
464	0.7438596491	0.4683778998
465	0.7440604752	0.4681441922
466	0.7443994602	0.4679710404
467	0.7441985969	0.4677902622
468	0.7443994602	0.4676235997
469	0.7443994602	0.467370917
470	0.7450768816	0.4671621064
471	0.7450768816	0.4669011762
472	0.7447382623	0.4666817953
473	0.7454153182	0.4664364346
474	0.7454153182	0.4661891079
475	0.7454153182	0.4660213246
476	0.7454153182	0.4657837909
477	0.7450768816	0.4655945739
478	0.7459546926	0.4654306576
479	0.7454153182	0.4652391405
480	0.7459546926	0.465076713
481	0.7457535724	0.4648932599
482	0.7454153182	0.4647112319
483	0.7450768816	0.4644232153
484	0.7450768816	0.4642059969
485	0.7455525606	0.4639605762
486	0.7459546926	0.4636902842
487	0.7458175931	0.4634918226
488	0.7466954411	0.4633268964
489	0.7475728155	0.4631167192
490	0.7472349609	0.4629056033
491	0.7472349609	0.4627081042
492	0.7468969239	0.462508853
493	0.7472349609	0.4622986127
494	0.7472349609	0.4620694877
495	0.748787062	0.4618801991
496	0.749259359	0.4616440589
497	0.7494612069	0.4613925962
498	0.75	0.4611577511
499	0.7496631636	0.4609227233
500	0.7496631636	0.4606508946
501	0.750875303	0.4603808587
502	0.7506731287	0.4601480063
503	0.7506731287	0.4599599414
504	0.7504710633	0.4597863381
505	0.7509413663	0.4595917172
506	0.7506053269	0.4593823554
507	0.7506053269	0.4591731669
508	0.7502691066	0.4589347471
509	0.7507410402	0.4587000519
510	0.7520861373	0.4584360241
511	0.7520861373	0.4582519446
512	0.7520861373	0.4580857613
513	0.753428341	0.4578257338
514	0.7537634409	0.4576297789
515	0.7540983607	0.4574714801
516	0.7544331005	0.4572650386
517	0.7547676605	0.4569741087
518	0.7554362416	0.4567211222
519	0.7554362416	0.4565693875
520	0.7554362416	0.4563790644
521	0.7556985787	0.4561638032
522	0.7553648069	0.4559680307
523	0.756293519	0.4557117548
524	0.756698821	0.4554809844
525	0.756698821	0.455374674
526	0.7563655856	0.4551553473
527	0.7563655856	0.4549562449
528	0.7563655856	0.454790351
529	0.756901635	0.4546492389
530	0.756901635	0.4544536707
